,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
25,-1,6.666666666666667,10.5,-1,,,,,,-1,-1,3.6,12.5,,7.333333333333333,,,,2.8125
26,-1,10.5,,11.0,,-1,,,-1,8.875,15.25,5.857142857142857,10.375,,16.0,-1,,-1,3.1923076923076925
27,,,27.0,,,,,,,10.857142857142858,-1,3.5,37.0,,,,,,3.230769230769231
28,,,,,,,,,,40.0,3.3461538461538463,2.806451612903226,-1,28.0,,,,,2.230769230769231
29,,18.0,-1,13.5,,7.8,,,3.0,15.6,13.666666666666666,5.466666666666667,8.555555555555555,80.0,4.571428571428571,,-1,-1,2.5625
30,,39.0,-1,,,,,,,11.666666666666666,9.777777777777779,2.676470588235294,4.9,,25.0,,14.25,,2.5277777777777777
31,,8.6,,,,,,,14.2,7.0,-1,2.8666666666666667,7.0,,18.25,10.0,,-1,2.8666666666666667
32,,,-1,,-1,-1,,,,7.2727272727272725,4.166666666666667,1.328358208955224,,8.125,2.0,-1,,,1.2027027027027026
33,,,,,,,,,,13.6,2.388888888888889,2.125,,16.4,1.0,,6.0,,1.8297872340425532
34,,74.0,,,,,,,,12.333333333333334,,24.666666666666668,,,,-1,,,12.333333333333334
35,,14.333333333333334,16.25,,,2.0,,,,7.0,14.666666666666666,4.421052631578948,14.0,41.0,35.5,,,,4.421052631578948
36,,28.0,,,,-1,,,-1,5.8,,3.4615384615384617,2.0,,-1,-1,,5.0,3.2142857142857144
37,,14.333333333333334,8.0,28.0,,,,,,6.333333333333333,28.666666666666668,2.2051282051282053,13.2,,7.0,,-1,,2.097560975609756
38,,10.5,-1,,,,,-1,39.5,3.608695652173913,1.9772727272727273,1.8571428571428572,,11.5,7.333333333333333,-1,7.5,34.0,1.421875
39,,27.5,56.0,,,,,,,28.5,-1,4.285714285714286,15.2,,39.0,,,-1,3.3333333333333335
40,,15.0,,,-1,23.0,,,,8.9,10.666666666666666,5.352941176470588,14.0,-1,8.285714285714286,61.0,58.0,,2.935483870967742
41,,-1,,,,27.0,,,,21.5,13.666666666666666,3.6666666666666665,13.5,,,,,,3.0344827586206895
42,,6.666666666666667,,,-1,,,-1,,7.8,2.3333333333333335,2.3513513513513513,,9.833333333333334,1.0,,2.0,,1.9333333333333333
43,,-1,,,,,,-1,,9.714285714285714,3.4166666666666665,2.8275862068965516,,22.0,,,3.0,,2.411764705882353
44,7.6,12.75,,,-1,32.0,,,,16.0,7.181818181818182,2.2195121951219514,,6.666666666666667,20.0,,-1,,1.625
45,34.0,19.333333333333332,,-1,,8.5,,,,39.0,-1,3.1379310344827585,6.615384615384615,3.0,24.5,,-1,14.0,2.2195121951219514
46,1.0,35.5,,,,27.333333333333332,,,,8.5,23.0,2.225,6.75,,8.333333333333334,29.0,,,1.6181818181818182
47,,11.75,,,-1,-1,-1,-1,62.0,7.444444444444445,4.111111111111111,2.9642857142857144,6.0,28.0,-1,,16.0,-1,2.6774193548387095
48,,10.428571428571429,24.0,,,64.0,,,,34.5,,5.5,25.0,,11.0,44.0,-1,,2.888888888888889
49,18.0,17.8,-1,,,,,,,9.666666666666666,,3.739130434782609,13.666666666666666,,34.0,,,,2.757575757575758
50,,8.3,-1,,-1,-1,,-1,29.0,6.461538461538462,6.636363636363637,1.9777777777777779,9.0,,-1,-1,,-1,1.7115384615384615
51,,10.714285714285714,,,,31.5,,,14.5,7.7272727272727275,7.9,3.6,,10.285714285714286,-1,28.5,25.333333333333332,,2.3076923076923075
52,,14.75,,,-1,,,,,20.0,,1.934782608695652,16.0,,,,,,1.836734693877551
53,,-1,,13.0,,-1,,,,35.0,4.3,2.78125,48.0,,,,82.0,,2.0697674418604652
54,-1,12.833333333333334,,,,,,,,18.5,,2.2,39.5,,,,,,2.2
55,,-1,,,,,,,,21.666666666666668,4.090909090909091,5.5,,6.5,,,11.0,,3.3333333333333335
56,32.5,3.5,-1,,,,,,12.666666666666666,9.0,,2.78125,11.0,,38.0,,,-1,2.5428571428571427
57,,27.5,,,-1,,,,,15.2,1.7755102040816326,3.2222222222222223,,48.0,,,3.0,,1.74
58,20.0,19.75,,,,-1,,,,6.75,,4.588235294117647,16.0,,10.125,-1,,24.0,2.2972972972972974
59,,,,,,,,,,11.2,20.0,3.4615384615384617,17.666666666666668,,3.0,,,-1,3.4615384615384617
60,,13.5,,,-1,,,7.25,22.0,5.8,4.055555555555555,2.128205128205128,7.0,40.0,6.0,,,,1.6730769230769231
61,-1,9.0,,,,,,,,7.2,3.2857142857142856,3.090909090909091,15.0,9.666666666666666,7.714285714285714,3.0,2.0,-1,2.5185185185185186
62,-1,75.0,-1,,,13.0,,,-1,14.4,5.636363636363637,2.3870967741935485,,36.5,-1,,,,2.0789473684210527
63,,10.0,,,,,,,,5.777777777777778,,2.0454545454545454,-1,,,,,,1.7307692307692308
64,,8.0,-1,,,,,,,-1,8.222222222222221,4.357142857142857,,12.666666666666666,,,-1,,3.5714285714285716
65,67.0,3.0,,,,14.5,,,,6.083333333333333,7.3,2.566666666666667,-1,2.0,15.5,31.0,56.0,19.666666666666668,2.081081081081081
66,,,,,,,,,,7.333333333333333,3.3461538461538463,1.9777777777777779,-1,45.0,48.0,,11.0,6.0,1.78
67,,,,,,,,-1,,9.11111111111111,2.0,1.8125,,14.0,,,,,1.8125
68,-1,-1,2.625,,,,,,,8.666666666666666,14.25,6.25,,,4.166666666666667,15.0,7.0,,1.8478260869565217
69,,8.0,,,8.0,,,,,4.7368421052631575,1.3582089552238805,1.378787878787879,,13.75,,,-1,,1.318840579710145
70,24.5,,-1,,,20.0,,,,,,-1,,,2.0,,,,8.25
71,,,,,,,,,,6.0,7.1,5.0588235294117645,,,,,,,5.0588235294117645
72,,-1,,,,,,58.0,,10.285714285714286,3.3043478260869565,3.12,,3.9473684210526314,-1,,-1,,1.951219512195122
73,9.444444444444445,,27.0,8.5,,-1,,,,13.5,,11.5,9.333333333333334,,7.833333333333333,-1,,,4.190476190476191
74,-1,-1,42.0,,,,,,,16.8,-1,8.4,25.0,19.0,11.0,,,-1,7.636363636363637
75,,12.5,,,,,,,,2.5428571428571427,-1,1.5689655172413792,,,,,,,1.4444444444444444
76,,9.11111111111111,,,,-1,,,,7.25,16.0,3.56,7.5,,36.5,19.0,,24.0,3.103448275862069
77,-1,34.0,3.5,5.0,,3.5,,,-1,14.333333333333334,21.5,6.142857142857143,27.0,19.666666666666668,10.714285714285714,-1,-1,-1,4.3
78,11.5,15.5,28.0,21.0,,-1,,,,2.0,25.0,3.6956521739130435,20.0,55.0,8.666666666666666,-1,-1,12.0,3.44
79,,,,,11.833333333333334,,,38.0,,17.5,6.538461538461538,4.285714285714286,-1,3.0,,,,,3.75
80,,21.0,16.0,,,,,,,5.571428571428571,2.3947368421052633,2.2195121951219514,,36.5,5.0,,-1,9.0,1.6851851851851851
81,43.0,49.0,-1,,,,,,,11.0,,2.78125,6.0,,27.5,,,-1,2.4054054054054053
82,7.666666666666667,-1,,13.0,,-1,-1,,3.0,28.0,6.777777777777778,2.933333333333333,13.666666666666666,26.666666666666668,16.0,-1,30.5,15.5,1.82
83,-1,26.5,,,,,,,,14.5,28.5,2.6176470588235294,10.875,21.5,24.5,,-1,,2.4054054054054053
84,-1,54.0,,-1,,20.0,,,-1,22.0,,8.375,,,17.75,-1,,4.0,5.357142857142857
85,,14.25,,,,,,,,4.0,,1.9555555555555555,16.666666666666668,-1,9.0,,,,1.7959183673469388
86,,42.0,,,-1,15.0,,,1.0,9.11111111111111,4.777777777777778,3.033333333333333,-1,26.333333333333332,11.333333333333334,10.0,11.0,,2.757575757575758
87,,,,-1,,,,,20.333333333333332,26.333333333333332,-1,5.4,4.0,,38.5,-1,,,4.0476190476190474
88,21.0,58.0,,15.4,-1,-1,,,-1,7.333333333333333,5.1875,2.3513513513513513,23.333333333333332,,6.0,21.5,,6.0,2.175
89,,,,,15.0,5.0,,-1,,6.833333333333333,1.9767441860465116,1.6538461538461537,,11.75,14.0,,3.0,,1.6545454545454545
90,,-1,-1,-1,,-1,,,,9.285714285714286,,3.259259259259259,16.75,,,,,,3.142857142857143
91,-1,13.25,,,,,,-1,18.0,5.0,9.4,2.935483870967742,,-1,,,-1,-1,2.757575757575758
92,1.0,6.3076923076923075,-1,,,-1,33.5,,10.4,5.235294117647059,4.0,4.136363636363637,11.0,28.0,7.909090909090909,9.5,10.0,-1,2.1666666666666665
93,12.5,,17.0,,,-1,,,-1,13.666666666666666,-1,5.125,6.142857142857143,,8.4,,,1.0,2.0
94,22.0,12.5,,-1,,-1,,,,6.416666666666667,20.0,2.1463414634146343,26.0,36.0,20.0,-1,,-1,1.76
95,,-1,,,,,,,-1,5.428571428571429,4.823529411764706,2.8275862068965516,,16.0,-1,,-1,,2.411764705882353
96,,11.857142857142858,,,,,,,-1,8.8,,6.285714285714286,5.0,,-1,,,,4.888888888888889
97,-1,12.5,7.0,12.4,-1,6.0,,,-1,10.5,15.4,8.1,17.5,,-1,7.444444444444445,,,3.0
98,,,,,,,,,70.0,5.1875,57.0,2.757575757575758,15.0,,9.0,,,,2.4594594594594597
99,8.444444444444445,45.0,6.5,1.0,-1,-1,,,-1,6.384615384615385,22.0,4.55,9.75,10.0,8.25,61.0,,-1,2.2195121951219514
100,,,,,,,,,,-1,,4.0,-1,,,,,,12.0
101,,-1,,,,,,,,16.333333333333332,6.166666666666667,1.7843137254901962,,,,,,,1.6545454545454545
102,,9.0,-1,-1,,,,,,6.3076923076923075,2.175,1.6981132075471699,24.666666666666668,-1,36.0,-1,-1,-1,1.5517241379310345
103,,,,,,,,,,62.0,2.275,4.0476190476190474,,,,,,,2.0681818181818183
104,,33.0,,,-1,,,,54.0,24.333333333333332,2.4545454545454546,2.2972972972972974,,11.0,,,-1,,2.0238095238095237
105,,,,,,,,-1,,7.545454545454546,3.4,3.269230769230769,,24.5,-1,,-1,,2.903225806451613
106,,9.555555555555555,28.5,5.0,,14.2,,,-1,6.909090909090909,,4.142857142857143,21.75,,20.0,24.0,,,1.7647058823529411
107,,,-1,19.5,,6.0,,,-1,15.6,14.5,4.238095238095238,4.333333333333333,,9.333333333333334,10.0,,,2.3421052631578947
108,-1,6.071428571428571,18.5,,,11.8,,,,11.125,,2.4594594594594597,50.0,,39.0,,,,2.2195121951219514
109,,28.0,,,,,,,,14.8,2.119047619047619,2.046511627906977,,-1,-1,,,,1.5689655172413792
110,,-1,-1,,-1,,,,,10.25,15.166666666666666,5.6875,-1,,,,-1,,5.6875
111,,,,,,,,,,14.333333333333334,1.3636363636363635,2.5,,-1,,,,,1.3636363636363635
112,-1,56.0,19.0,,,27.333333333333332,,,1.0,33.0,16.666666666666668,4.5,13.0,,7.555555555555555,-1,-1,,2.727272727272727
113,-1,12.166666666666666,-1,26.5,,18.0,,,27.5,7.0,63.0,3.9523809523809526,11.75,,8.166666666666666,-1,-1,-1,3.32
114,,19.0,,,40.0,-1,,,-1,18.5,7.714285714285714,3.64,21.0,68.0,,,,-1,3.033333333333333
115,18.0,43.0,,,,9.0,,,,15.666666666666666,-1,7.2727272727272725,19.25,-1,,,28.0,,3.9545454545454546
116,,22.0,,,,,,,,14.0,1.338235294117647,2.3333333333333335,,,12.0,,,,1.318840579710145
117,-1,89.0,,-1,,,,,,20.0,6.6923076923076925,2.4324324324324325,25.5,-1,,39.0,65.0,-1,2.25
118,10.75,10.0,68.0,-1,,5.0,,,-1,10.375,,4.294117647058823,15.2,,5.133333333333334,19.25,,,2.3714285714285714
119,-1,-1,,,,-1,,,8.0,32.0,,7.2,9.0,,17.666666666666668,,,-1,4.235294117647059
120,26.0,13.0,10.8,,,,,,,20.333333333333332,,6.066666666666666,5.176470588235294,,10.333333333333334,-1,-1,-1,2.3947368421052633
121,,41.0,-1,,-1,,44.0,,41.0,7.5,15.6,2.4722222222222223,,,9.0,-1,,7.0,2.116279069767442
122,,8.333333333333334,-1,,,-1,-1,11.6,10.0,10.125,14.5,5.055555555555555,-1,-1,8.0,,23.5,2.0,3.64
123,,,,,,,,,-1,6.071428571428571,2.097560975609756,2.097560975609756,,6.0,,,-1,,1.7916666666666667
124,,11.428571428571429,,,,,,,,8.88888888888889,,3.5652173913043477,8.25,,11.666666666666666,2.0,,12.0,2.411764705882353
125,,43.0,,16.0,,,,,,6.545454545454546,-1,2.2,,-1,12.6,,-1,-1,2.026315789473684
126,,41.0,,,,-1,,,-1,12.142857142857142,2.9642857142857144,1.8409090909090908,14.0,13.333333333333334,7.0,,,,1.6346153846153846
127,,-1,-1,,,,,,,28.5,-1,2.3947368421052633,-1,,21.0,,,,2.275
128,,,,,,,,,,-1,7.4,11.333333333333334,,3.0,,,,,5.285714285714286
129,,,,,,,,,,12.285714285714286,3.8636363636363638,2.27027027027027,,8.0,,,,,1.891304347826087
130,,11.5,,,-1,15.0,,,,,10.0,6.9,15.5,,14.0,,,,5.75
131,18.0,7.583333333333333,34.0,-1,16.0,34.0,,,,6.357142857142857,9.11111111111111,2.935483870967742,-1,,13.666666666666666,,-1,17.0,2.676470588235294
132,,-1,-1,,,-1,,,,21.666666666666668,6.666666666666667,6.153846153846154,16.0,29.5,-1,,,,4.2105263157894735
133,,,,-1,,,,,,10.4,,2.5142857142857142,-1,62.0,15.0,,,,2.4444444444444446
134,10.333333333333334,21.0,20.333333333333332,3.5,,8.714285714285714,,,-1,7.75,-1,4.666666666666667,14.333333333333334,,2.5,8.2,,20.5,2.3947368421052633
135,,-1,,,,,,,,8.625,-1,4.05,,,-1,-1,,-1,3.6956521739130435
136,,-1,22.5,30.5,,3.4444444444444446,,,5.1,28.0,,4.733333333333333,47.0,,12.0,5.25,,-1,3.1785714285714284
137,8.875,-1,,,,,,,-1,10.0,4.833333333333333,3.2142857142857144,30.0,,8.4,,-1,,2.142857142857143
138,-1,-1,-1,-1,-1,7.6,,,,18.75,8.5,3.6363636363636362,8.166666666666666,-1,47.0,,,-1,2.6666666666666665
139,,31.0,,,,,,,,24.666666666666668,3.4782608695652173,3.1785714285714284,3.5,2.0,19.333333333333332,12.0,-1,,2.0454545454545454
140,27.0,11.333333333333334,,24.5,,,,,,6.5,,2.3783783783783785,12.75,,-1,31.5,,,1.8333333333333333
141,,11.571428571428571,,,20.5,,,,,,1.8936170212765957,2.4054054054054053,,-1,,,-1,,1.6363636363636365
143,,-1,,,,,,21.5,,,4.333333333333333,4.368421052631579,,7.0,,,-1,-1,4.368421052631579
144,,10.428571428571429,,,31.5,,,24.0,33.0,,7.0,7.636363636363637,,23.0,,,17.5,9.0,5.6
145,14.5,-1,,32.5,,-1,,,,8.555555555555555,-1,7.363636363636363,13.2,32.0,32.0,62.0,,,5.0625
146,15.6,74.0,-1,,,33.0,,,,-1,,8.4,22.0,-1,-1,35.0,,,4.631578947368421
147,23.0,16.0,36.5,33.5,-1,22.333333333333332,-1,17.5,14.75,5.923076923076923,5.666666666666667,3.3703703703703702,2.0,28.0,17.25,,-1,-1,2.6
148,,,,,,,,,,68.0,1.82,1.8958333333333333,,,,,14.4,,1.5689655172413792
149,-1,7.0,,,,,,,,5.176470588235294,8.285714285714286,2.4444444444444446,24.0,,30.5,,,,2.3783783783783785
150,,,,,,,,7.0,,,9.142857142857142,6.666666666666667,-1,-1,,,-1,,5.909090909090909
151,,-1,-1,21.5,,57.0,,,,6.0,8.875,2.935483870967742,-1,-1,6.153846153846154,-1,-1,,2.2195121951219514
152,11.0,9.8,7.4,-1,,5.0,,,,22.0,22.0,6.214285714285714,40.0,,8.166666666666666,-1,-1,71.0,3.782608695652174
153,,11.666666666666666,,,,,,,,4.45,,1.9565217391304348,,,-1,,,,1.7307692307692308
154,5.0,,-1,,,,,,,16.2,10.5,2.022222222222222,23.333333333333332,-1,14.0,,,,1.9361702127659575
155,,11.571428571428571,-1,,,-1,,,,6.454545454545454,,3.0714285714285716,17.75,-1,6.142857142857143,,,,2.8666666666666667
156,1.0,7.5,16.0,-1,,54.0,,,16.0,17.2,19.5,5.866666666666666,35.5,-1,8.0,54.0,,,4.888888888888889
157,,20.0,28.0,-1,,28.0,,,,9.625,19.333333333333332,3.0,79.0,,15.8,,,8.0,2.4324324324324325
158,,12.571428571428571,,,,,,,20.666666666666668,5.555555555555555,5.2,1.8571428571428572,,45.0,-1,28.0,25.5,36.5,1.7843137254901962
159,,-1,-1,-1,,7.428571428571429,,,7.25,-1,,6.25,7.111111111111111,,3.9565217391304346,20.0,,,2.6
160,,9.833333333333334,,,,-1,,,,7.3,14.0,2.566666666666667,17.5,,,,-1,,2.566666666666667
161,14.0,12.833333333333334,-1,3.5,,51.0,,,,12.666666666666666,-1,7.0,6.583333333333333,,8.5,10.0,,12.0,2.78125
162,8.5,27.333333333333332,27.0,1.0,,-1,,-1,-1,8.0,14.0,5.461538461538462,21.75,,16.4,-1,-1,19.5,3.423076923076923
163,,7.0,,,-1,,,,,4.5,1.875,1.8936170212765957,,-1,,,,,1.2328767123287672
164,-1,-1,,23.0,-1,-1,,5.666666666666667,11.0,7.181818181818182,7.9,2.6176470588235294,-1,18.666666666666668,,,15.8,-1,2.3421052631578947
165,,,,11.0,,27.5,,,,17.4,20.0,7.5,81.0,,17.666666666666668,23.0,,25.666666666666668,4.090909090909091
166,,17.75,-1,,-1,13.0,13.0,-1,24.0,11.0,30.5,7.4,-1,-1,28.0,36.5,-1,41.0,6.538461538461538
167,,18.0,,-1,,-1,,,,8.0,-1,2.774193548387097,20.25,,6.333333333333333,,,-1,2.588235294117647
168,-1,9.0,50.0,7.0,,10.0,,,7.0,7.375,8.857142857142858,4.25,11.0,,7.8,14.333333333333334,26.0,,2.8333333333333335
169,,-1,30.0,,,,,,,6.333333333333333,3.125,2.515151515151515,-1,1.0,7.0,,-1,-1,2.1463414634146343
170,,,,,34.0,,,,,10.0,2.606060606060606,2.15,-1,6.384615384615385,,,32.5,,2.1951219512195124
171,-1,14.0,-1,,,,,,,8.875,21.0,2.5428571428571427,,-1,11.571428571428571,-1,,,2.0697674418604652
172,,22.0,,,,,,,-1,3.625,9.625,3.2222222222222223,-1,,22.5,,-1,,2.71875
173,,10.75,,,-1,,,,,13.4,2.097560975609756,1.875,,6.666666666666667,,,5.0,,1.7647058823529411
175,39.0,-1,,,6.5,,,26.0,,4.777777777777778,3.3076923076923075,3.0689655172413794,,10.142857142857142,,,6.909090909090909,,2.870967741935484
176,,-1,,,-1,,-1,,,,2.1666666666666665,2.0681818181818183,,,,,29.0,,1.5423728813559323
177,-1,9.0,13.5,-1,,-1,,,,19.0,-1,5.428571428571429,5.0,,-1,-1,,27.0,2.7142857142857144
178,,,-1,,,,-1,,,14.5,1.851063829787234,1.6730769230769231,,13.0,3.0,-1,48.0,-1,1.4126984126984128
179,,13.25,-1,55.0,,,,,14.75,6.214285714285714,-1,2.71875,9.333333333333334,-1,25.0,17.5,,,2.3513513513513513
180,15.0,21.666666666666668,,,,,,,,18.0,,4.684210526315789,7.5,,20.0,,,46.0,3.2962962962962963
181,2.0,4.666666666666667,23.0,10.0,,9.333333333333334,,,8.0,13.0,19.5,5.1875,15.75,,11.285714285714286,-1,,,3.4583333333333335
182,,15.25,-1,75.0,,,,,,3.7916666666666665,7.125,3.033333333333333,21.0,,27.0,-1,,,2.84375
183,,46.0,,,,,,-1,-1,9.444444444444445,2.4571428571428573,2.4571428571428573,,23.0,,,56.0,-1,2.3513513513513513
184,,15.25,-1,11.0,,-1,,,20.0,8.0,8.0,9.875,-1,,-1,4.75,,15.0,5.642857142857143
185,,19.0,,,,,,,,48.0,7.5,9.375,,18.25,,,-1,,4.1
186,,28.666666666666668,-1,,,,,,11.5,11.0,9.5,5.294117647058823,22.5,28.0,30.0,-1,-1,86.0,4.285714285714286
187,,26.5,-1,,,,,,,-1,13.0,4.5,,,17.6,,,-1,3.6
188,,49.0,,,88.0,2.0,-1,,-1,7.2,1.8,1.6981132075471699,,,-1,,5.933333333333334,,1.5517241379310345
189,11.0,22.0,29.0,9.0,,,,,12.0,4.7894736842105265,20.0,2.676470588235294,18.25,,9.0,-1,,-1,2.3333333333333335
190,,8.1,,6.2,,-1,,,,5.533333333333333,-1,2.625,35.0,,23.333333333333332,,,-1,2.5454545454545454
191,29.5,7.0,19.0,,,21.0,,,,40.0,,4.0,6.538461538461538,21.0,8.714285714285714,79.0,,20.0,3.4615384615384617
192,21.0,13.0,-1,,,-1,,,,8.8,3.074074074074074,1.7959183673469388,9.25,10.0,,-1,-1,3.0,1.459016393442623
193,,-1,,,-1,,,,,35.0,5.0,3.9545454545454546,,24.5,,,,-1,3.625
194,,17.5,,,,,,24.0,,10.333333333333334,4.05,2.757575757575758,,9.0,16.5,,,,2.275
195,,-1,,,,,,,,17.0,5.117647058823529,3.5833333333333335,,13.666666666666666,,,,,3.2222222222222223
196,,12.166666666666666,24.0,,-1,12.666666666666666,,16.5,-1,6.615384615384615,3.95,3.1785714285714284,12.0,13.333333333333334,12.166666666666666,-1,67.0,9.0,2.0697674418604652
197,,18.0,2.0,,,,,,8.8,15.25,9.428571428571429,5.0,14.0,18.0,6.0,10.5,14.0,-1,2.6176470588235294
198,,5.5,79.0,-1,,,,,,12.833333333333334,3.3461538461538463,2.3783783783783785,,19.0,7.0,-1,,-1,1.8571428571428572
199,,13.0,,,-1,,,,,,2.9565217391304346,2.230769230769231,,10.625,25.666666666666668,,10.0,,1.6730769230769231
200,,14.0,,,-1,,,,,,6.454545454545454,10.5,5.0,,-1,,,,5.066666666666666
201,49.0,6.2,22.0,-1,,-1,,,,10.375,9.25,5.533333333333333,15.5,-1,10.0,-1,,-1,2.4705882352941178
202,26.666666666666668,9.0,58.0,4.0,,15.333333333333334,,,21.5,7.0,4.684210526315789,2.4324324324324325,5.0,,10.0,21.0,,1.0,1.7307692307692308
203,,-1,,,,,,,,12.0,3.761904761904762,3.3333333333333335,,18.0,-1,,74.0,,2.6666666666666665
204,,-1,15.0,,-1,-1,,-1,,10.714285714285714,1.7555555555555555,1.8888888888888888,-1,13.666666666666666,4.2631578947368425,,6.333333333333333,,1.4655172413793103
205,,-1,,-1,,,,,,7.2,3.9473684210526314,2.1219512195121952,40.0,21.5,-1,,10.666666666666666,-1,2.0
206,-1,20.0,,,,-1,,12.6,20.0,5.285714285714286,2.892857142857143,2.5757575757575757,,18.5,-1,,-1,,2.1666666666666665
207,,,,,,,,52.0,,13.166666666666666,4.35,4.142857142857143,,29.0,,,,-1,3.782608695652174
208,,,,,,,,,,9.0,14.75,14.75,,,,,,,14.75
209,,24.0,,,,,,-1,,11.6,-1,3.0,-1,21.666666666666668,5.0,,,-1,2.4166666666666665
210,,,,,,,,,,13.166666666666666,3.0714285714285716,1.5084745762711864,,10.6,,,,9.5,1.3692307692307693
211,14.0,15.0,-1,,,,,,,11.25,,4.55,,,22.5,,,-1,3.5
212,,,,,,,-1,,-1,6.071428571428571,1.7307692307692308,1.82,,,,,-1,,1.5166666666666666
213,,15.166666666666666,,28.5,,,,17.0,7.666666666666667,3.48,1.4444444444444444,1.421875,35.5,18.333333333333332,-1,-1,13.75,11.0,1.378787878787879
214,-1,10.0,,-1,,7.75,,,,4.0,4.35,3.0357142857142856,29.0,,15.5,-1,7.75,37.5,1.7058823529411764
215,,12.166666666666666,,,33.0,,,4.0,7.5,6.615384615384615,2.15,1.8695652173913044,-1,3.769230769230769,25.5,,19.5,-1,1.6862745098039216
216,,-1,,,-1,-1,,-1,,15.2,3.36,2.210526315789474,,8.0,-1,,,,1.934782608695652
217,,-1,,,,50.0,,,13.5,6.2,-1,3.772727272727273,-1,,,,,,2.9642857142857144
218,11.0,68.0,12.833333333333334,-1,,11.666666666666666,-1,,2.0,21.0,32.0,3.761904761904762,5.0588235294117645,-1,9.75,,-1,,2.6363636363636362
219,-1,,23.0,,12.6,13.0,,47.0,13.0,8.333333333333334,18.0,1.8958333333333333,23.333333333333332,,27.666666666666668,,,,1.5964912280701755
220,,18.0,,,8.333333333333334,,2.5,14.333333333333334,20.0,5.0625,3.375,3.24,,17.0,,,11.666666666666666,,2.7
221,,27.5,-1,,-1,-1,-1,16.5,,6.6,2.7586206896551726,2.5,,12.833333333333334,1.0,,60.0,,1.9090909090909092
222,3.0,21.666666666666668,46.0,,,,-1,,14.0,15.8,7.555555555555555,5.0,16.6,-1,12.5,22.0,-1,,3.103448275862069
