CUSTNO,변동폭_Monetary_가구인테리어/잡화_고가_등급,변동폭_Monetary_가구인테리어/잡화_저가_등급,변동폭_Monetary_가구인테리어/잡화_중가_등급,변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,변동폭_Monetary_교육문화/아동_고가_등급,변동폭_Monetary_교육문화/아동_저가_등급,변동폭_Monetary_교육문화/아동_중가_등급,변동폭_Monetary_식품/생활_고가_등급,변동폭_Monetary_식품/생활_저가_등급,변동폭_Monetary_식품/생활_중가_등급,변동폭_Monetary_의류/이미용_고가_등급,변동폭_Monetary_의류/이미용_저가_등급,변동폭_Monetary_의류/이미용_중가_등급,변동폭_Monetary_침구/주방_고가_등급,변동폭_Monetary_침구/주방_저가_등급,변동폭_Monetary_침구/주방_중가_등급,절대변동폭_Monetary_가구인테리어/잡화_고가_등급,절대변동폭_Monetary_가구인테리어/잡화_저가_등급,절대변동폭_Monetary_가구인테리어/잡화_중가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,절대변동폭_Monetary_교육문화/아동_고가_등급,절대변동폭_Monetary_교육문화/아동_저가_등급,절대변동폭_Monetary_교육문화/아동_중가_등급,절대변동폭_Monetary_식품/생활_고가_등급,절대변동폭_Monetary_식품/생활_저가_등급,절대변동폭_Monetary_식품/생활_중가_등급,절대변동폭_Monetary_의류/이미용_고가_등급,절대변동폭_Monetary_의류/이미용_저가_등급,절대변동폭_Monetary_의류/이미용_중가_등급,절대변동폭_Monetary_침구/주방_고가_등급,절대변동폭_Monetary_침구/주방_저가_등급,절대변동폭_Monetary_침구/주방_중가_등급
13,0,2,0,0,1,0,0,-1,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0,4,0,0,4,0,2,0,2,2,2,0,0,0,0
14,-2,1,-2,0,5,1,0,0,2,0,0,-1,-1,1,-1,0,-1,4,0,2,4,0,8,2,0,6,2,2,2,6,4,2,0,0,2,6
15,0,1,0,1,-2,1,0,0,0,2,1,0,-1,-2,2,0,-2,0,0,2,4,2,0,2,0,0,0,4,2,0,6,2,2,0,2,0
16,0,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
17,-3,5,-1,0,0,0,0,0,0,5,-1,1,0,-1,2,-2,-3,2,10,14,2,0,0,0,0,0,0,12,0,4,8,2,2,0,0,2
18,0,-4,3,-2,0,-2,0,0,0,0,0,0,0,0,4,3,-1,-1,4,8,0,6,0,2,0,0,4,0,0,2,0,0,4,2,0,4
19,-1,1,0,2,0,0,0,0,0,1,0,4,0,0,2,0,0,3,0,6,4,2,0,0,0,0,0,0,2,2,2,0,0,0,0,4
20,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,6,0,4,0,6,0,0,2,0,0,0,4,0,2,0,0,2
21,0,3,0,2,0,0,0,1,-1,-2,0,-2,0,-3,0,0,-1,0,0,6,2,4,6,2,2,2,0,0,0,2,0,2,0,0,6,6
22,-1,3,0,0,0,0,0,0,0,-1,0,0,5,0,0,-2,0,0,4,8,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
23,-2,-1,0,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,6,0,0,0,0,0,4,2,0,2,4,2,2
24,0,-1,-3,0,1,-1,0,0,0,-3,1,-1,0,-1,0,0,1,3,4,4,0,0,0,2,0,0,0,4,0,2,0,4,2,0,2,6
25,1,0,-2,0,1,-1,0,0,0,2,0,-1,-1,-1,-1,0,0,0,0,0,4,0,2,0,0,0,0,4,0,0,4,2,2,2,0,0
26,-1,-1,-2,0,0,1,0,0,1,1,1,1,0,0,2,-2,0,-3,2,2,10,6,0,4,0,0,6,2,2,2,2,0,0,2,0,0
27,3,0,-3,2,0,0,0,0,0,1,0,-1,3,0,1,0,0,0,2,0,6,4,0,6,0,0,0,0,2,2,4,2,2,0,0,0
28,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,1,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
29,-2,1,-5,0,0,2,0,0,-1,1,-1,0,0,0,0,3,0,0,10,0,4,0,0,0,0,0,4,2,0,0,4,0,2,6,0,4
30,-2,0,1,2,-1,0,0,0,0,-1,-1,0,-1,0,2,-1,-2,0,6,0,2,4,2,4,0,0,0,0,2,2,2,0,4,4,2,0
31,0,-1,1,0,0,1,0,0,0,0,0,0,-1,0,-1,-2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0
32,0,0,-1,0,0,0,0,0,-1,-1,0,-2,0,1,-1,0,0,0,0,2,2,2,0,0,0,2,4,4,0,2,0,6,0,0,0,0
33,0,1,0,0,2,0,0,0,0,1,1,-1,0,1,0,0,1,0,0,2,0,0,4,0,0,0,0,0,2,2,2,2,2,0,0,6
34,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,6,0,0,2,0,0,0,2,2,2,0,0,4,0,0,2
35,-4,-2,-2,3,0,0,0,0,0,0,2,1,3,2,-1,-2,1,2,2,4,2,6,0,0,0,0,0,2,4,2,0,2,2,0,2,4
36,0,2,0,-1,0,-4,0,0,0,-3,-1,0,-3,0,-2,3,0,0,6,0,2,0,0,0,0,4,8,6,0,4,4,0,0,0,4,4
37,0,-1,-6,0,0,0,0,0,0,-2,1,-4,-2,0,0,0,0,0,2,0,4,2,0,0,0,0,2,6,0,6,2,0,0,0,0,2
38,0,-1,1,0,1,0,0,-2,0,0,-1,-1,-1,0,1,0,-2,-1,2,4,0,0,2,0,0,2,0,2,2,2,0,4,2,0,4,2
39,0,4,0,0,0,0,0,0,0,3,0,-1,1,0,2,2,0,0,6,4,0,0,0,0,0,0,0,6,2,4,0,0,2,4,0,0
40,0,-2,1,0,0,-1,0,0,-3,0,1,0,1,1,0,0,0,1,2,2,2,2,0,2,0,0,4,2,0,0,2,2,0,2,4,4
41,0,5,-2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,8,0,6,0,0,0,0,0,4,0,0,0,2,2,0,0,2
42,0,3,0,0,-2,0,2,-1,0,1,0,-2,-1,-1,1,0,0,2,0,8,2,0,0,2,4,2,0,0,0,2,0,6,2,0,2,4
43,0,2,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0
44,0,-4,3,0,0,0,0,0,0,0,-1,-3,0,-2,0,0,-1,0,2,0,6,4,0,6,0,0,0,2,0,0,0,0,2,0,0,0
45,0,-2,4,-2,0,-4,0,0,0,1,0,-1,0,-1,-1,0,-3,0,0,2,8,0,0,0,0,0,2,2,2,0,8,2,0,4,4,0
46,4,2,0,-1,0,2,0,0,0,1,-1,-4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,4,6,0,0
47,-2,-1,2,0,0,-1,0,2,3,0,2,1,-5,1,1,0,2,0,0,2,2,0,8,4,0,0,4,4,2,2,0,2,2,2,2,6
48,-3,-2,2,-5,0,1,0,0,0,2,0,-1,0,0,0,-3,0,0,4,0,6,0,0,2,0,0,0,0,2,0,0,0,4,2,2,6
49,-3,1,2,0,0,0,0,0,-2,3,1,0,1,0,-2,-1,0,1,4,2,4,0,0,4,0,0,0,2,2,0,0,0,4,0,0,2
50,1,-1,3,0,-2,-2,3,2,-2,-2,0,1,1,-1,-1,1,2,1,2,4,2,0,4,8,6,0,4,2,0,0,4,2,0,0,4,0
51,0,0,0,3,1,0,0,-2,2,1,3,2,1,2,0,0,0,3,0,0,6,6,2,2,0,2,2,2,4,2,2,4,0,0,2,4
52,-1,-2,-1,0,-2,-1,0,0,0,0,0,-2,-1,-1,3,0,-1,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,4
53,0,-2,3,1,-1,2,0,0,0,0,3,-4,-2,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,2,4,2,0,0,0,0,0
54,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,6,0
55,0,0,0,0,1,-2,0,0,0,1,1,0,0,0,-1,0,-1,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,2,0,2,0
56,5,3,0,0,0,0,0,0,0,4,0,1,2,0,0,-3,0,3,0,0,6,0,0,0,0,0,2,8,2,0,4,2,2,2,0,2
57,-1,0,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,-1,2,0,-3,0,0,-1,-1,0,2,0,0,0,1,0,0,2,2,0,4,0,6,0,0,2,2,0,4,4,0,2,2,0,4
59,-2,1,4,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,1,4,0,2,0,0,0,0,0,0,2,0,0,4,0,0,4,0,2
60,0,1,0,0,1,1,0,3,2,-2,-1,-1,-2,-1,1,-1,-3,0,0,6,0,0,2,2,0,8,2,6,2,0,6,8,2,4,4,0
61,0,1,1,0,0,-3,0,0,0,1,1,2,1,2,1,3,1,3,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,2,2,2
62,0,-3,0,0,0,-1,-3,1,-3,-1,1,0,1,1,-1,0,-1,3,0,2,0,2,0,0,4,2,10,4,2,2,4,0,2,0,2,6
63,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0
64,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,4,0,0,2,0
65,0,1,0,2,0,1,0,-1,0,0,0,0,-4,-2,1,-3,-1,0,0,0,0,4,0,4,0,0,0,2,0,2,4,4,2,4,2,4
66,0,1,0,0,-2,2,0,2,0,-1,0,0,-1,0,2,-1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,2,2,0,0
67,0,-1,-1,0,-2,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
68,3,-4,0,0,0,0,0,0,0,-2,0,-3,-1,-2,-2,-1,-1,3,8,8,0,2,0,0,0,0,6,0,0,2,6,2,2,0,2,4
69,0,1,0,0,-2,0,0,-1,0,-1,-2,-1,0,-1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,2,0,2,0,0,4,0
70,1,-3,0,-1,0,-1,0,0,0,0,0,0,-6,0,-2,0,0,0,4,2,0,0,4,2,0,0,4,2,0,0,0,0,0,0,0,2
71,0,2,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
72,0,1,-3,0,-3,0,0,0,0,0,-1,-1,0,-2,1,0,-2,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,2,0,0,6
73,-1,2,-2,2,1,0,0,0,4,-3,0,0,-2,6,-1,2,0,-1,0,10,6,0,2,4,0,0,8,6,2,0,8,12,2,2,0,10
74,-1,1,-1,0,0,-1,0,0,-1,-1,0,0,-1,-1,-1,0,-2,0,4,2,2,0,0,2,0,0,4,0,0,2,2,4,2,0,6,4
75,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,-1,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
76,-1,2,-1,0,0,2,0,0,2,0,0,1,0,-1,-1,0,1,2,4,6,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2
77,-1,-2,4,0,0,-1,0,-2,1,0,-2,-1,1,-3,0,0,-4,0,4,2,10,0,0,2,0,0,4,0,2,0,2,2,0,0,4,0
78,0,3,-3,-1,0,1,0,0,0,1,0,0,0,0,-3,-1,2,-3,0,6,6,0,0,10,0,0,0,6,0,4,0,2,0,4,2,2
79,0,1,0,0,-1,-1,0,1,1,0,1,-1,2,-3,-1,0,-1,-1,0,4,0,0,6,2,4,2,2,2,4,2,2,4,2,0,0,0
80,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-2,0,0,-2,0,2,0,0,2,0,0,0,0,0,2,2,4,2,0,2,0,2
81,0,1,0,-6,0,0,0,0,1,0,0,0,2,0,-2,2,0,0,2,4,6,0,0,0,0,0,4,0,0,2,2,2,2,2,0,0
82,1,-1,1,-1,0,-2,-2,-1,-4,-1,0,-2,-1,0,-1,-4,-3,1,8,2,2,0,0,2,4,6,6,6,0,2,0,0,0,0,4,4
83,0,-2,-3,0,0,-1,0,0,0,1,0,-1,-1,0,-3,0,-1,0,4,2,0,2,0,2,0,0,0,0,0,2,0,2,4,2,4,0
84,0,-1,2,-1,4,2,0,0,2,0,0,1,-1,0,1,2,0,1,0,0,6,4,8,10,0,0,4,2,2,4,4,2,2,4,0,4
85,0,1,0,0,0,0,0,0,0,-1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
86,0,-2,-3,0,-2,-2,0,2,0,-1,0,1,0,-2,-1,0,5,1,0,6,10,0,0,6,0,4,2,0,2,0,0,0,2,0,6,4
87,0,-2,0,7,0,0,0,0,0,3,1,1,0,0,2,5,0,0,0,0,0,2,0,2,0,0,6,8,0,2,0,0,0,10,0,4
88,2,0,-2,-1,1,-2,0,0,0,1,1,-1,0,0,-2,-3,0,-1,4,4,4,4,2,0,0,0,0,2,2,2,2,0,0,4,2,4
89,0,-2,0,0,0,1,0,-1,0,-1,-1,-1,-1,0,-1,-3,-3,-2,0,4,0,0,0,0,0,0,0,0,4,2,4,4,4,8,4,4
90,-3,-1,2,-2,0,0,0,0,0,1,-1,-2,1,0,1,1,0,-2,0,4,4,2,0,4,0,0,6,2,0,2,0,0,0,2,0,2
91,0,-3,0,0,0,0,0,0,-2,4,0,0,-1,0,-1,1,1,1,0,4,0,0,2,0,0,0,2,6,0,0,2,0,4,2,2,2
92,1,0,-2,2,0,-2,-2,-2,-1,1,0,0,1,-2,0,-2,3,-3,2,2,4,4,4,0,0,2,4,2,0,0,2,0,0,2,0,2
93,0,3,-2,0,0,-3,0,0,1,1,0,1,-1,0,0,-1,0,0,6,6,4,0,0,2,0,0,6,6,0,0,0,0,2,0,0,0
94,-3,-4,-3,-2,0,-2,0,1,-1,-5,0,-3,0,0,-3,0,-4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0
95,0,1,0,0,0,0,0,-1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,4,2,0,0,2,2,0,0,2,2,2,0,6,2
96,0,-1,0,3,0,-1,0,0,0,-2,0,-2,-1,0,1,0,0,2,4,4,0,0,0,6,0,0,0,0,0,0,4,0,6,2,0,0
97,2,3,3,0,0,1,0,0,2,0,2,1,0,0,2,0,2,3,2,4,6,0,4,10,0,0,4,0,2,8,4,6,2,0,0,2
98,-2,0,1,0,0,-1,0,0,-1,0,1,-1,-1,0,-1,1,-1,3,0,4,2,0,0,4,0,0,4,0,0,2,0,2,2,2,0,6
99,0,-1,2,0,0,0,0,0,0,0,0,0,-2,1,-1,-4,0,0,2,4,0,6,6,0,0,0,4,0,0,0,2,4,0,6,0,4
100,-1,3,-3,-1,0,-3,0,0,1,-2,0,-4,-3,-3,-2,-1,2,3,0,6,6,0,0,12,0,0,2,0,2,0,6,6,2,4,2,2
101,0,3,0,0,0,0,0,0,0,1,0,1,2,0,-1,0,2,0,0,4,0,0,0,0,0,0,0,2,0,2,6,0,0,0,4,0
102,4,0,1,4,1,-5,0,0,0,-1,-1,0,-2,0,1,4,-4,1,4,8,2,4,2,6,0,0,0,2,0,0,4,2,0,8,2,4
103,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,2,0
105,0,0,-1,0,1,-3,0,0,0,0,0,1,0,1,0,-4,2,-5,0,2,0,0,2,4,0,0,0,2,0,2,0,2,2,0,2,0
106,0,0,0,2,0,3,0,0,0,-2,1,0,1,0,-1,0,0,0,4,2,2,0,0,2,0,0,4,2,2,6,0,0,2,0,0,0
107,-1,0,-1,5,0,2,0,0,-1,0,0,0,-4,0,0,0,1,1,4,2,4,10,0,0,0,0,4,0,2,0,8,0,0,4,2,4
108,0,2,0,0,-3,2,-2,0,-1,-1,-1,1,1,-1,0,0,0,-2,0,2,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0
109,0,0,0,0,-1,0,0,-2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0
110,0,-2,0,-1,-1,-2,0,-5,0,0,-1,0,-3,1,-2,-1,1,-1,0,0,0,0,0,4,0,4,0,0,0,4,6,0,2,2,4,0
111,0,-2,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4
112,5,-3,-3,0,0,-2,0,0,-2,1,-1,-3,-4,-1,1,-2,-2,0,10,4,2,0,0,6,0,0,2,4,0,0,2,4,4,12,0,0
113,1,-1,-2,-1,0,-1,-1,1,1,-1,0,0,-1,3,1,0,0,-1,2,4,6,2,2,4,2,0,2,2,0,2,2,2,4,0,4,0
114,1,2,0,0,0,0,0,0,0,1,1,1,-4,1,-2,0,1,-2,2,2,0,2,0,2,0,0,0,2,2,2,6,2,2,0,2,0
115,-4,0,0,0,0,-2,0,0,1,0,-2,2,-2,0,2,-3,-1,0,8,2,4,0,0,0,0,0,2,4,2,4,0,0,0,2,0,0
116,0,0,1,0,0,0,0,0,1,-1,-2,0,2,1,-1,0,1,2,0,2,2,0,2,0,0,0,2,2,6,2,2,2,2,0,0,4
117,-2,0,0,-3,0,-4,0,0,0,-1,-1,-1,-1,0,5,-7,-1,-5,0,2,0,4,0,0,0,0,0,4,2,6,2,2,10,0,2,0
118,-1,0,-2,0,0,3,0,0,3,-2,0,0,-2,0,0,-1,0,1,4,4,6,0,0,4,0,0,0,2,0,0,6,0,2,2,0,2
119,-2,0,0,1,-3,1,0,0,-2,-1,0,-1,-1,-1,0,0,0,-2,10,2,4,2,0,0,0,0,0,2,0,4,2,2,4,10,4,2
120,-2,-3,0,0,0,-3,0,0,0,0,0,0,0,0,-1,-1,-3,-4,4,6,2,0,0,0,0,0,0,2,0,0,0,0,2,4,2,8
121,1,-1,0,0,0,1,0,0,2,4,-1,1,0,0,1,0,-1,2,4,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,4
122,0,-2,0,0,0,1,1,-1,-2,2,-1,-1,2,1,0,-3,-2,2,0,6,0,6,0,0,4,4,0,4,2,0,2,2,2,6,4,4
123,0,-1,0,0,1,0,0,-3,-1,0,1,1,0,1,0,0,-6,0,0,2,0,0,2,0,0,0,6,4,2,4,0,4,2,0,4,0
124,0,-2,1,3,1,-1,0,0,-1,1,-1,0,0,-1,0,5,-1,1,4,2,0,6,2,2,0,0,0,0,2,0,4,2,2,10,0,2
125,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,1,1,-2,0,4,0,0,2,0,2,0,0,0,2,0,2,4,0,4,2,4,2
126,0,0,0,0,-1,1,0,0,0,0,0,1,4,-1,1,2,2,-1,0,0,0,2,0,2,0,2,0,0,0,2,8,4,6,4,2,0
127,0,3,-1,0,0,-1,0,0,0,0,-1,-1,0,-2,0,0,-2,1,0,2,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4
128,0,0,0,0,6,0,0,0,0,0,-1,-5,0,3,-1,0,0,0,0,2,0,0,8,0,0,0,0,0,0,2,0,2,0,0,0,0
129,0,0,0,0,2,0,-2,-1,0,1,0,-1,0,0,0,0,3,0,0,6,0,0,2,0,4,2,2,0,0,0,2,2,0,0,2,0
130,2,2,-1,0,0,-3,0,0,2,0,0,1,0,0,1,0,0,-1,2,2,2,0,0,0,0,0,0,4,2,0,0,0,2,8,0,4
131,-1,-1,-3,0,2,1,0,0,0,0,-1,1,1,0,-3,-1,2,-2,2,2,2,4,4,4,0,0,0,2,2,2,2,0,6,4,2,2
132,0,-2,0,0,6,0,0,0,0,1,0,0,2,-2,1,0,-1,0,0,0,0,0,12,0,0,2,0,0,0,0,4,0,2,0,6,0
133,0,-2,-1,-2,-2,-1,0,-2,0,0,0,1,-1,0,-2,-2,-1,0,0,2,0,0,2,2,0,0,0,2,0,0,0,4,2,4,0,4
134,1,3,-2,5,0,-2,0,0,2,0,0,0,1,0,-3,-2,0,3,0,6,6,2,0,2,0,0,8,2,2,0,6,0,4,0,0,8
135,0,-1,0,0,0,-1,0,0,-2,0,1,0,-4,0,-1,0,-1,1,0,0,0,2,0,4,0,0,0,4,2,2,10,0,2,0,0,2
136,0,-3,-2,-1,0,-3,0,0,-4,-4,0,0,-4,0,-1,-4,0,0,0,0,0,0,0,10,2,0,4,4,0,2,4,0,4,6,0,4
137,1,2,4,-2,0,-2,-3,-3,-1,1,0,1,0,-1,3,0,1,-4,4,2,8,4,0,2,0,0,2,2,2,2,4,2,8,0,4,0
138,3,2,-3,0,0,-2,0,0,0,1,1,1,0,0,0,0,-4,0,6,4,0,0,2,4,0,0,0,2,2,2,0,2,2,0,6,2
139,0,-2,1,0,0,-1,0,-2,0,-2,0,3,-2,-1,-2,0,-1,1,2,2,0,0,0,2,0,0,0,2,0,6,4,2,2,2,2,0
140,0,1,1,-1,0,-3,0,1,-3,-1,0,0,0,-1,1,0,-2,-1,2,2,0,2,6,2,0,2,0,2,0,0,4,0,6,0,2,2
141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0
143,0,1,0,0,1,0,-1,-1,0,0,1,-1,0,1,-1,0,0,0,0,4,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0
144,-1,-3,0,0,0,-1,-5,-3,-5,0,0,0,-4,-2,-3,0,-3,-6,4,6,0,0,2,0,0,0,0,0,0,0,8,2,6,0,2,12
145,-1,0,0,-3,0,4,0,0,0,-3,1,0,-3,0,1,-5,0,0,2,2,4,2,0,8,0,0,6,2,4,0,0,4,2,6,0,6
146,0,0,2,0,0,-2,0,0,-1,4,0,1,1,0,0,0,0,-1,0,4,4,0,0,2,0,0,4,4,0,0,2,0,0,2,0,12
147,3,0,0,-4,0,-1,0,-2,0,1,-1,1,0,-1,1,0,1,-3,2,0,2,6,2,4,0,4,0,2,0,0,4,4,0,0,0,2
148,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,-2,-4,-5,0,0,-2,0,0,0,-2,0,0,0,0,0,-1,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2
150,0,1,1,0,2,0,0,-1,1,0,1,-2,4,-1,0,0,-1,3,0,2,2,0,0,0,0,2,2,2,2,0,4,8,4,0,4,2
151,0,2,3,-4,0,-2,0,0,4,0,0,0,1,-2,0,-1,1,-3,10,0,6,10,0,6,0,0,2,0,0,0,2,6,2,10,2,12
152,0,4,0,3,0,1,0,0,0,0,0,0,0,0,-1,-2,-1,-1,0,6,2,4,0,4,0,0,2,2,0,2,2,0,0,2,0,2
153,0,1,0,0,0,-1,0,0,2,0,0,0,0,0,1,0,0,-2,0,4,2,0,0,0,0,0,4,2,0,0,0,0,2,0,2,0
154,6,2,2,0,0,0,0,0,0,-4,0,1,0,0,4,1,0,0,2,4,4,0,0,0,0,0,0,6,0,2,2,0,4,2,2,0
155,0,2,-2,3,0,-1,0,0,0,0,0,1,-2,0,-1,-4,0,1,0,6,2,6,0,0,0,0,0,0,0,0,4,2,2,2,0,6
156,0,4,-3,-2,0,1,0,0,4,-2,0,0,1,0,0,3,0,2,2,4,4,4,0,2,0,0,4,0,0,4,2,0,0,6,0,6
