CUSTNO,Monetary_교육문화/아동_고가_증감여부_q2_q1,Monetary_교육문화/아동_고가_증감여부_q3_q2,Monetary_교육문화/아동_고가_증감여부_q4_q3,Monetary_교육문화/아동_고가_증감여부_q5_q4,Monetary_교육문화/아동_고가_증감여부_q6_q5,Monetary_교육문화/아동_고가_증감여부_q7_q6,Monetary_교육문화/아동_고가_증감여부_q8_q7,Monetary_교육문화/아동_고가_q2_q1_로그변환,Monetary_교육문화/아동_고가_q3_q2_로그변환,Monetary_교육문화/아동_고가_q4_q3_로그변환,Monetary_교육문화/아동_고가_q5_q4_로그변환,Monetary_교육문화/아동_고가_q6_q5_로그변환,Monetary_교육문화/아동_고가_q7_q6_로그변환,Monetary_교육문화/아동_고가_q8_q7_로그변환
73,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,4,1,0,0,0,0,0,10.87560580544588,-10.87560580544588,0.0,0.0,0.0,0.0,0.0
80,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,4,2,2,1,0,0,4,10.824654466960165,-8.074938247590232,-7.906910568651806,-10.699134662100963,0.0,0.0,10.46560941803738
83,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,3,3,2,3,2,3,2,8.85409527653096,10.676693964525805,-8.422915040971697,11.258590291768739,-11.19104244992561,11.27587552350666,-10.729913922174061
93,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0,0,0,4,1,0,0,0.0,0.0,0.0,10.795414601187478,-10.795414601187478,0.0,0.0
100,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,0,4,1,4,1,0,0.0,0.0,9.92145663957866,-9.92145663957866,10.911664185388942,-10.911664185388942,0.0
105,0,0,4,2,1,4,1,0.0,0.0,10.243977829285317,-7.275206671929611,-10.191282687814901,11.743796887357547,-11.743796887357547
106,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,4,1,0,0,4,1,0.0,10.363138900383428,-10.363138900383428,0.0,0.0,12.715906039626251,-12.715906039626251
109,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,0,4,1,4,1,0,0.0,0.0,10.337232155479635,-10.020184736950707,10.902392814963314,-11.045974230008968,0.0
111,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1,4,1,4,1,4,1,-10.045833585486308,10.414057423246875,-10.414057423246875,11.512137295220139,-11.512137295220139,10.399771897764394,-10.399771897764394
114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0,0,0,4,2,3,2,0.0,0.0,0.0,11.721666916298954,-10.847148454750142,10.715427062373797,-11.149435892315267
122,2,3,2,3,4,2,1,-10.81392981815008,10.138911013155896,-9.912954029790269,10.084844349844731,13.171936023569149,-12.619996613156255,-12.355591692997995
123,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,4,2,1,0,0,0,0,10.521711964851503,-9.508865814068114,-10.070480021927281,0.0,0.0,0.0,0.0
130,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,4,1,0,0,0,0,0,9.672396770932089,-9.672396770932089,0.0,0.0,0.0,0.0,0.0
137,0,4,1,0,0,0,0,0.0,11.213080381406034,-11.213080381406034,0.0,0.0,0.0,0.0
138,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.650579113213265,-9.650579113213265,0.0
143,0,4,1,0,0,0,0,0.0,8.66411332979005,-8.66411332979005,0.0,0.0,0.0,0.0
144,0,4,1,0,0,4,1,0.0,12.229157319217961,-12.229157319217961,0.0,0.0,12.015639367736986,-12.015639367736986
145,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.243977829285317
148,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0,0,4,1,0,0,0,0.0,0.0,11.210586979369694,-11.210586979369694,0.0,0.0,0.0
152,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0,0,0,4,1,4,1,0.0,0.0,0.0,11.477753700962296,-11.477753700962296,10.85891430368023,-10.85891430368023
160,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,4,2,2,3,2,1,4,12.006088965228402,-11.677583967102096,-8.837667684630715,11.36747707470621,-11.011483295334877,-11.079996673640363,9.882653008339389
167,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0,0,0,4,3,1,0,0.0,0.0,0.0,11.554356500273162,11.490405752596752,-12.216034481746194,0.0
169,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,4,3,1,0,0,4,1,10.989780593701672,10.93646307868795,-11.656615657825723,0.0,0.0,10.589256689598514,-10.589256689598514
173,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,10.589256689598514,-9.80234788531402
177,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0,0,0,4,1,0,4,0.0,0.0,0.0,9.54508648511174,-9.54508648511174,0.0,9.042590854500665
179,0,0,4,1,0,0,0,0.0,0.0,9.107121984108776,-9.107121984108776,0.0,0.0,0.0
180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,4,1,0,0,4,1,0,11.314341603001742,-11.314341603001742,0.0,0.0,11.288952682627409,-11.288952682627409,0.0
184,0,0,4,1,4,1,0,0.0,0.0,11.267108921728449,-11.267108921728449,10.911664185388942,-10.911664185388942,0.0
185,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1,4,1,0,0,0,0,-9.36277923860988,11.19375637192588,-11.19375637192588,0.0,0.0,0.0,0.0
187,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0,4,1,0,0,0,4,0.0,8.620318438710045,-8.620318438710045,0.0,0.0,0.0,9.886243493485676
189,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0,0,0,0,4,3,1,0.0,0.0,0.0,0.0,10.77575165748021,9.378494723690308,-10.996695530583047
199,0,0,4,1,0,0,0,0.0,0.0,12.306963439761876,-12.306963439761876,0.0,0.0,0.0
200,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,1,0,0,0,0,0,0,-9.950527742277995,0.0,0.0,0.0,0.0,0.0,0.0
205,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.290496228051985
213,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.960453480787304,-10.960453480787304,0.0
215,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,4,1,0,0,4,2,2,11.785384673567266,-11.785384673567266,0.0,0.0,13.097699267719763,-11.893474881333608,-12.300309127708214
219,0,0,4,2,1,4,1,0.0,0.0,11.331646643700093,-7.549759209204214,-11.308615789695601,10.630077676712933,-10.630077676712933
220,1,0,4,1,4,2,2,-10.05087116159637,0.0,11.619536843735908,-11.619536843735908,12.556293631874825,-11.966766882706832,-11.4248256542276
221,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.503678824510425
222,4,2,1,4,1,3,2,12.955300738525626,-11.71159044366344,-12.567748850859026,11.301752172585847,-11.121692406674798,10.363323886537584,-10.595249338723727
223,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2,1,0,4,1,0,0,-11.650934237911864,-10.724333845616464,0.0,11.642018628799507,-11.642018628799507,0.0,0.0
229,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.97278336545768
237,0,0,4,2,1,4,1,0.0,0.0,10.141124297371006,-8.66564269007458,-9.881538278103287,9.559682604629609,-9.559682604629609
238,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0,4,1,0,0,0,0,0.0,11.605161195914363,-11.605161195914363,0.0,0.0,0.0,0.0
243,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.995216539146194
247,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0,4,1,0,0,4,1,0.0,9.67745780523571,-9.67745780523571,0.0,0.0,9.896134693854636,-9.896134693854636
258,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,4,1,0,0,0,0,4,11.34991264255625,-11.34991264255625,0.0,0.0,0.0,0.0,11.011929733712051
263,0,0,4,1,0,0,0,0.0,0.0,9.160360749622459,-9.160360749622459,0.0,0.0,0.0
264,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,1,0,0,0,0,0,0,-9.727396116505847,0.0,0.0,0.0,0.0,0.0,0.0
268,1,4,2,2,2,1,4,-12.838691621520159,12.069894356163617,-10.936177616531547,10.58830349637034,-11.453189879540076,-10.76653353071656,12.222566062803237
269,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0,0,0,4,1,0,0,0.0,0.0,0.0,9.899236958542696,-9.899236958542696,0.0,0.0
271,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2,1,4,2,2,1,4,-9.236213026224448,-8.687347348494468,11.946644144467665,-11.377513745087223,-8.978136791525296,-10.792162064679816,10.993629138186607
273,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.02073647061157,-9.02073647061157
274,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.379029300826913
279,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0,0,4,1,0,0,0,0.0,0.0,10.80465188795814,-10.80465188795814,0.0,0.0,0.0
282,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
