CUSTNO,Monetary_식품/생활_중가_증감여부_q2_q1,Monetary_식품/생활_중가_증감여부_q3_q2,Monetary_식품/생활_중가_증감여부_q4_q3,Monetary_식품/생활_중가_증감여부_q5_q4,Monetary_식품/생활_중가_증감여부_q6_q5,Monetary_식품/생활_중가_증감여부_q7_q6,Monetary_식품/생활_중가_증감여부_q8_q7,Monetary_식품/생활_중가_q2_q1_로그변환,Monetary_식품/생활_중가_q3_q2_로그변환,Monetary_식품/생활_중가_q4_q3_로그변환,Monetary_식품/생활_중가_q5_q4_로그변환,Monetary_식품/생활_중가_q6_q5_로그변환,Monetary_식품/생활_중가_q7_q6_로그변환,Monetary_식품/생활_중가_q8_q7_로그변환
130,3,2,3,2,1,2,1,11.05257881699971,-11.620215072994585,12.826506278174955,-11.983050347156816,-13.073922730427402,-11.332831627486504,-12.22774999146302
131,2,3,1,3,3,4,2,-12.36817335287614,11.62462082230779,-12.852700309675797,11.320312192441692,11.329949663611133,13.204003468497115,-11.78218040994113
132,3,3,3,3,1,1,3,11.933233690416397,10.581396919167833,11.734575659026495,11.933954155312705,-13.732978487238123,-11.209057511738251,8.430138081799363
133,2,2,2,2,4,3,1,10.676489323929607,-12.811626391335585,-12.38687725894813,-12.240321039016333,12.972612368840732,12.706852963896042,-13.457129294634164
134,3,2,4,2,1,3,3,9.445714117816877,-9.138115391141266,12.217470041801073,-10.876462159574535,-11.659349589375502,10.976536489972784,10.545018172812538
135,4,1,4,2,3,1,3,12.4501388524916,-12.700754467973178,12.30581285570791,-11.9023233146187,11.416655637724928,-12.24246882766923,11.126681218887313
136,4,1,3,1,4,2,4,13.069917459803285,-12.456090895279917,11.224000154067989,-12.37863284856489,11.764582503100081,-9.09352376310548,11.69298800291613
137,1,2,3,3,4,2,2,-12.663112421307547,-11.434935824895636,11.867474897588687,9.856077569296808,12.61195209803959,-12.112131823962695,-10.35382508375263
138,2,3,3,3,4,1,4,-12.164670090567832,9.13272972674444,11.293595807769337,12.157860101848653,12.941476201733666,-12.912659775284872,13.097098492857674
139,1,3,4,1,2,4,2,-13.54718488290089,11.408193691078605,13.312055087710739,-13.011597531962392,-12.35982234852919,13.253003794835532,-12.887764891801622
140,2,3,4,1,2,1,4,-13.924519755089403,13.335935388979285,14.45532311968291,-14.573085856147786,-11.77891177963396,-14.478119561869743,15.525588048213038
141,3,1,3,3,3,2,4,10.69013416413661,-11.66056587786648,10.269405457988494,10.637507088710793,11.005705576939063,-10.95848907294939,11.888268573866984
143,3,3,2,2,4,2,3,11.338290792633982,11.02093752010786,-9.848423283672997,-10.803276787398817,12.055744475236336,8.076486572385432,11.290883072626276
144,3,3,2,2,1,3,2,13.236400836514543,12.214469165948328,10.740237848847567,-13.856177843129716,-14.624269133280597,12.05662303942885,-12.387054892990053
145,2,3,3,1,3,3,2,-10.31518865220798,11.052139171366868,12.986049867489672,-13.370167603477473,10.235172821143493,12.349842395581103,-12.80746187136288
146,3,2,2,2,4,2,3,10.992194549330106,-11.889791256907198,-10.987210253459109,-11.170436647388541,12.119867867702629,-11.305028472874818,10.439509346672086
147,3,2,2,2,2,4,2,12.053708480953716,-12.956624674483688,-10.731895660081667,6.924208519214136,-10.609943294223998,13.328331683215055,-13.263857826912227
148,2,4,2,3,2,3,4,-10.609871687789528,11.848149763071675,9.094494367031713,10.72372894502851,-10.948668267729861,9.19194854447099,11.848053138656159
149,2,3,2,3,3,1,4,-11.603766961839208,12.054047207815549,-11.696844736682962,12.619475117771913,12.053393981371146,-13.49519424944222,13.456850499743256
150,3,4,2,2,3,1,1,12.27484754893367,12.923493500298951,-12.696734672240682,-12.370189623189741,12.108092171811046,-13.167007379970244,-12.567943726908215
151,2,3,1,3,4,1,3,-11.33838134730536,11.55797987528633,-12.865484655943568,11.254987556649132,12.838525851496545,-12.726992682623226,12.057476122945209
152,3,2,2,3,1,3,2,11.777273558346783,-12.061596091157282,-11.50396367088231,9.203789332505295,-12.040983073298403,10.967727632191336,-10.526117288673586
153,2,3,2,4,3,2,1,-12.077387933718622,11.117440548153771,-11.92101768419049,12.2037413321344,10.102236895353622,-10.45972783646514,-12.380907198000852
154,3,2,3,1,4,3,3,12.44358625299314,-12.601367463806534,11.249299299823122,-12.711376394967512,12.799925805501857,12.996227661140626,12.305397270104919
155,3,1,4,3,3,1,4,11.499584771432103,-12.72589049978288,13.004083389574916,12.615260185764393,-7.225981448384569,-13.324756963126678,12.923571230161436
156,4,1,3,1,4,4,1,13.173739042135448,-13.125466218692585,12.780927632362944,-13.350601477784704,12.436533995260431,14.606197110842453,-14.553237241890999
157,2,3,2,4,2,2,2,9.258809596910679,8.105384952572596,-10.833804105084036,12.21948023648146,-11.782547180865631,-6.309126071785327,-11.56662150578066
158,2,3,3,1,4,1,4,-9.00300506102637,12.5258185491222,12.255264030556496,-12.944469247921472,14.075798236677748,-14.174484655836226,13.24188848102257
159,2,1,4,3,1,4,4,-7.895169499632149,-11.396531377961404,11.682603855737522,11.250316784022589,-12.075404831272692,11.472061321260988,11.86606124198677
160,3,1,4,3,1,3,3,12.457951489931212,-13.105517325819754,13.137236089216897,12.956159856135443,-13.311666556828671,11.87772490889701,12.81582032648833
161,1,2,4,1,3,2,4,-13.216152164513097,-9.229058432531197,12.332227738106608,-12.096303614233197,9.416891688881666,-11.346708543737606,11.928573986983546
162,2,3,3,3,1,4,2,-11.564122063615205,9.315991365492843,11.73130433771375,11.48569443205781,-12.739850726182873,11.910396838690845,-11.45696886896167
163,4,2,3,2,3,2,3,12.931645478800771,-11.640819810923652,10.426165856953906,-11.871588835325255,-8.357904148650073,-11.772457702633734,11.798543888087398
164,4,4,3,4,2,3,1,12.277355345723322,13.713456568397838,13.206512251315324,13.980651482819066,-13.427701911373251,11.80567547382361,-13.95626881727557
165,4,1,4,4,1,1,2,11.236550365140914,-11.606413467628247,11.859558916520527,12.335802578784019,-12.134382525475866,-11.457617853692287,-9.541491370481404
166,4,2,4,1,2,2,4,13.727995382691674,-12.487858941079097,13.182807403456893,-13.242224147476787,-10.519882916446951,-11.958898039225703,12.306503625803455
167,2,2,3,3,2,3,3,-12.15124484990288,-10.820797609309798,11.324567783541797,11.165173617715032,-10.80359936898944,12.15940328051221,12.475227316422355
168,4,2,3,1,4,1,4,13.22661514774848,-12.66416457813044,12.32073676964579,-13.148343611681279,14.10082485124938,-13.98858732406491,12.496754230210774
169,3,3,1,4,4,4,1,11.016289316504013,8.043301368754365,-12.624798505187764,12.293270606270188,12.463608857365882,12.687790196011314,-13.056062681283361
170,4,2,2,3,3,2,3,13.491216229166756,-11.255393650770662,-12.705768814463266,10.601557310417324,12.37952012860574,7.832574060310482,11.667004553149562
171,3,2,2,3,4,2,2,11.817060392766887,-11.2643373901344,-10.752165148283856,10.563407205709234,12.850626432001729,-10.397215002344561,-11.772096506305116
172,4,2,2,3,3,3,1,13.346835116583208,-12.661172518489572,-11.712205156310173,11.988282611212814,-9.82591146924712,12.851730592787153,-13.289567248914668
173,2,3,2,2,3,2,4,7.867473409953414,11.056720951278427,8.796625004285882,-11.175182957022082,11.298411841746784,-10.394925059619213,12.565265686438382
175,2,3,2,3,3,3,2,-11.800408191686643,12.280057865137982,-11.166683366073094,12.038803396622237,11.810387019548523,11.677798458736033,-12.905308574776097
176,2,4,2,2,2,2,4,-11.924402229250749,12.621638782623616,-11.872239782079596,-11.276188908762022,-11.80583665345026,-11.307722082631528,12.002254336645137
177,2,3,1,3,3,1,4,-10.476362206757122,10.991024456787539,-12.312434191307414,10.471955918419429,9.466975130333358,-12.139798614817908,11.215553720474142
178,3,2,2,3,3,2,3,11.984376338767573,-11.61622015447366,10.21458487190982,12.560398953248106,10.045432052034203,-10.572119865450196,9.496025371966548
179,4,2,3,3,3,2,3,13.47016278331287,-12.829911218328224,11.303532412236985,10.829456957115832,11.203048507151921,-12.513532585121794,12.511600817527121
