CUSTNO,Monetary_의류/이미용_저가_증감여부_q2_q1,Monetary_의류/이미용_저가_증감여부_q3_q2,Monetary_의류/이미용_저가_증감여부_q4_q3,Monetary_의류/이미용_저가_증감여부_q5_q4,Monetary_의류/이미용_저가_증감여부_q6_q5,Monetary_의류/이미용_저가_증감여부_q7_q6,Monetary_의류/이미용_저가_증감여부_q8_q7,Monetary_의류/이미용_저가_q2_q1_로그변환,Monetary_의류/이미용_저가_q3_q2_로그변환,Monetary_의류/이미용_저가_q4_q3_로그변환,Monetary_의류/이미용_저가_q5_q4_로그변환,Monetary_의류/이미용_저가_q6_q5_로그변환,Monetary_의류/이미용_저가_q7_q6_로그변환,Monetary_의류/이미용_저가_q8_q7_로그변환
43,3,1,3,3,1,4,2,10.694362395656592,-11.745943975852057,9.110838353824162,8.596448769231786,-10.469101855892138,9.831041910736843,-7.685027192690559
44,0,4,1,0,0,0,4,0.0,11.337465033976287,-11.337465033976287,0.0,0.0,0.0,12.45633210406772
45,4,4,2,1,4,3,3,8.52097593474985,9.180232837552511,-8.799118115574856,-8.998874052436262,10.309230562606528,8.751697677162165,9.766894916289804
46,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1,4,3,1,3,4,1,-11.124817971702264,10.356036793289471,9.295584590610325,-10.67541734769837,9.537545950192454,12.083759483184002,-12.219469626537247
48,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.379522728111507,-9.379522728111507,0.0
49,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,4,2,2,4,1,4,1,9.881804320459638,-8.683062855792981,-7.996050619006035,11.543646533887875,-11.62727486967402,11.18634369479359,-11.209718723707864
51,1,3,3,1,4,3,4,-11.437312480335866,7.609367421541322,9.903539480262085,-10.430569398723446,9.283557982730555,9.786320913839628,10.850367131458523
52,0,4,1,0,0,0,0,0.0,9.99292832137512,-9.99292832137512,0.0,0.0,0.0,0.0
53,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,3,3,4,2,1,4,2,9.711289006878067,9.112035220135526,12.373094836034182,-11.414047856153111,-12.123447755521646,12.119573109041593,-11.663448006377525
56,4,1,0,0,0,0,0,8.939618104562594,-8.939618104562594,0.0,0.0,0.0,0.0,0.0
57,3,1,4,1,4,3,1,10.201027503400503,-11.18790268460972,11.841506929820854,-12.153673640869412,11.07179866620878,10.153287919121363,-11.246445580362069
58,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,4,2,1,0,0,0,0.0,8.90397561755736,-7.0532173481269815,-8.73320848781577,0.0,0.0,0.0
60,4,1,1,4,1,4,2,13.117813580286942,-13.01387979844326,-11.64445142351299,10.914164494402819,-10.9782046236632,10.108160907788683,-9.479924660465311
61,1,2,3,4,2,3,3,-12.43275305465935,-10.644541833147596,10.131663678041527,12.348538686486064,-11.74381391708787,9.303160106414358,11.640581285734324
62,4,1,3,4,1,0,4,10.656788305364193,-11.121359198262274,7.674164672638175,9.803059452997774,-10.060251582337331,0.0,10.146192174735253
63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,4,2,1,1,4,4,-10.747679491042057,10.089108052360961,-7.244954283457773,-9.405270560385487,-9.161616001857844,9.57141072795571,10.013552708627223
65,4,2,3,1,4,1,4,11.00236108099205,-10.057063144102296,10.601334010851454,-11.250055301237602,12.493333926771022,-12.465170968865127,10.875144730907584
66,1,4,4,1,4,1,4,-9.271845515003589,9.02491275152673,11.381005475662063,-11.440034940086695,11.202268031654446,-11.199849954705982,9.92359201616101
67,2,2,4,3,2,3,3,-9.148813200655223,-8.791964192974959,11.63806307420993,11.567032417819805,-11.419663180660532,10.463516443370194,-9.57811808616175
68,4,4,1,4,3,1,1,9.476364760025673,10.75100553518084,-10.997482681165753,9.311062611426832,7.820347057909538,-9.02306960741707,-8.56755771856891
69,4,3,1,3,4,1,3,10.31364453112772,7.14348056449127,-10.35624904534218,7.817265908718437,10.726342828870786,-10.657479230869841,8.583348728842102
70,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,4,3,1,4,1,3,1,10.241573465449932,10.174328056786845,-11.05617212818467,10.994320339241764,-10.811137308642197,7.576766790901638,-9.943659581563718
72,4,3,1,4,1,2,4,11.468278816213875,11.267374174112676,-11.69559089702555,12.392696814921862,-12.154345662776176,-9.910271924284544,12.36943769379853
73,1,0,0,0,0,0,0,-13.120836684483086,0.0,0.0,0.0,0.0,0.0,0.0
74,1,4,1,4,3,2,4,-10.578486815711983,11.902431877027304,-11.83633708471267,10.139756314109723,6.864549826969605,-9.795859000868518,10.903176616326451
75,1,0,4,1,0,0,0,-9.144024966340258,0.0,6.802637377646082,-6.802637377646082,0.0,0.0,0.0
76,4,1,3,3,2,1,0,10.663216400794912,-10.323904120206112,9.752277760143997,9.317046376532808,-9.935421916590403,-9.902108559564558,0.0
77,1,4,1,1,4,3,2,-8.900824080244115,12.127736963256604,-12.078912097510306,-9.0840217751065,11.646843951898905,10.248822263615251,-10.882243732994342
78,1,4,4,1,4,1,4,-9.073415217854482,9.825882549790371,13.529940949965106,-13.554264773895106,11.239450195566631,-11.239450195566631,11.733847263778655
79,4,3,1,3,1,4,2,11.933725653219152,11.66931509182987,-12.590946837889524,9.90163839171452,-10.814662273993045,10.490990049450845,-10.028518304426164
80,4,2,1,0,4,3,3,10.443634556883332,-7.349520698745555,-10.490183064060556,0.0,10.243578853658796,8.825966490616999,9.734340418689042
81,3,1,1,0,0,0,0,9.830311795034444,-10.279464029870711,-9.260609806333804,0.0,0.0,0.0,0.0
82,2,3,4,1,4,4,1,-9.417943742217135,9.520998092252226,12.175877858919286,-12.315079558325133,10.937343954442328,12.425401392503222,-12.56825319206507
83,2,4,1,4,3,1,4,-9.520144587343122,9.915327004536461,-10.62407640207417,8.06809210116868,7.112154400512025,-8.3931697326273,10.06732777418193
84,1,4,1,0,4,1,0,-8.955798924118408,8.829878095177708,-8.829878095177708,0.0,11.158418661699171,-11.158418661699171,0.0
85,0,0,0,4,1,0,4,0.0,0.0,0.0,9.984747382395202,-9.984747382395202,0.0,9.486042160900963
86,1,4,2,1,4,3,3,-9.89076622119664,11.50275008762662,-9.908278705798475,-11.244351137797054,9.946966333606829,9.26668710944582,-8.034230302011029
87,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,0,4,1,4,2,1,0.0,0.0,10.562751896244892,-10.562751896244892,9.83991556467327,-9.031062123672887,-9.250560431058796
89,4,1,3,1,4,1,4,12.237759519124053,-12.217534387492822,10.586858699242438,-11.308267549567708,11.773039319054138,-11.379515195088699,11.621239078944072
90,0,0,4,1,0,0,0,0.0,0.0,10.161939918810075,-10.161939918810075,0.0,0.0,0.0
91,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.868529437427435
92,1,4,2,2,3,1,4,-10.686487184940377,12.155991423763206,9.141406111828694,-10.710723360158683,8.620661396362427,-11.810980998025927,11.87585855759726
93,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,8.662850609446714,10.77125111084684
95,3,1,4,3,1,4,2,10.624685996221492,-11.705795219331614,11.62879889275694,11.801201731088987,-12.213052328545174,11.782416089529326,-11.204528361811963
96,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.133868769881042,-11.133868769881042
97,4,1,4,4,1,0,0,11.595329333037805,-11.595329333037805,8.881106460265043,9.89959599487539,-10.207881714125822,0.0,0.0
98,1,4,1,0,4,1,0,-8.929393613903976,9.99292832137512,-9.99292832137512,0.0,10.823381691271672,-10.823381691271672,0.0
99,1,4,1,4,1,0,4,-11.2839968403595,9.219791774193887,-9.219791774193887,6.970106377386913,-6.970106377386913,0.0,11.28905057037518
100,4,2,3,1,1,4,1,13.192977915306413,-8.519442021389066,11.524940152032837,-13.37454452107481,-11.57234398926192,8.56755771856891,-8.56755771856891
101,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,4,4,3,2,1,2,-9.036148177765424,9.442915513449401,11.088823301838284,10.70916284622682,-11.079196790208929,-10.559882325048282,-8.70856570352832
103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,4,2,3,2,1,4,2,10.48931448364559,-8.928010660040238,10.148973030643079,-10.197612660298406,-9.882730754276642,10.677395671385227,-9.873994314604857
105,2,2,4,3,1,2,3,-9.79933392882617,-8.390716041064458,10.208474848697326,10.790734262748096,-10.9929330905327,-8.074119038295665,8.277145908160323
106,0,0,0,4,1,4,1,0.0,0.0,0.0,11.355943471612006,-11.355943471612006,10.670060422134009,-10.670060422134009
107,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,4,1,0,0,0,0,0.0,9.847242534785844,-9.847242534785844,0.0,0.0,0.0,0.0
109,1,2,1,4,4,2,1,-9.678103869503275,-5.786445748504353,-7.428527478907928,7.657773491059649,9.673405256120063,-6.675942608278104,-9.643088003758185
110,2,1,4,1,4,3,1,-8.994645027244811,-9.86630093229837,10.709563233274942,-10.709563233274942,10.629801198669114,8.048665668643562,-10.702739181073941
111,2,2,1,0,0,4,1,-9.337721313750963,-5.641881277161905,-9.522952125025908,0.0,0.0,10.695621873899833,-10.473046428635948
112,4,1,1,4,1,0,0,10.695551037221033,-10.219787373439734,-9.724308534259833,10.538725570077762,-10.538725570077762,0.0,0.0
113,3,1,4,4,1,4,1,11.299955771904404,-12.275869787167565,10.266671399570535,11.414599685949737,-11.583936611418766,11.21604644266605,-11.366122784973197
114,4,1,4,4,1,0,4,10.541433093951488,-10.821379728536993,8.987702140026334,10.300462830784776,-10.538725570077762,0.0,10.844596696397469
115,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.435650536468573
116,1,0,0,4,1,0,0,-7.37525825212485,0.0,0.0,11.029625607615172,-11.029625607615172,0.0,0.0
117,4,1,0,4,4,1,4,9.67772053295511,-9.67772053295511,0.0,9.205712142209036,12.300792942518452,-12.345065112320032,7.866620056914502
118,0,0,0,0,4,2,1,0.0,0.0,0.0,0.0,11.154117641242772,-10.240065964799696,-10.641820419576666
119,4,1,1,0,4,1,0,9.02771431613637,-8.510398600714092,-8.121377584527256,0.0,7.381964957325904,-7.381964957325904,0.0
120,0,0,4,1,0,0,0,0.0,0.0,11.300236230187778,-11.300236230187778,0.0,0.0,0.0
121,0,0,4,1,0,4,1,0.0,0.0,9.366560816812742,-9.366560816812742,0.0,10.08692235001502,-10.08692235001502
122,4,1,4,4,1,3,3,10.533320275311514,-10.780475063932858,10.33786915787842,11.170286220641211,-11.34932260818759,8.49914769463491,8.581501337509952
123,1,4,1,2,3,3,1,-11.947534171402054,11.09161644762087,-11.082206353045843,-8.437668671636452,9.391975881191494,10.232805442534213,-10.659865897337415
124,4,4,1,4,1,0,0,7.317467927110236,9.879435753153022,-9.953709437105019,8.13261103582634,-8.13261103582634,0.0,0.0
125,1,4,3,1,4,3,2,-9.28855967991479,8.977822501627486,9.429118591456778,-10.05966522792771,11.315016755946235,9.623238460609844,-10.932592251950945
126,4,1,3,2,4,2,1,11.439611472862616,-11.256085363756732,10.709598523037819,-7.594995835099159,11.935680706718198,-11.239566290270902,-11.734581588006828
127,0,4,1,4,1,0,0,0.0,11.125074581657547,-11.125074581657547,9.251644726762002,-9.251644726762002,0.0,0.0
128,2,1,1,3,4,4,1,-12.26794277265262,-12.255129963100332,-11.459997828097746,10.543475341300756,11.92727228352952,12.791950905317133,-13.140141220117354
129,4,1,1,0,0,0,4,11.147554861500813,-11.144763746837594,-8.606771117212833,0.0,0.0,0.0,10.31310455323776
130,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,1,4,1,0,0,4,1,-8.547436783296556,9.597416706141042,-9.662704525609373,0.0,0.0,10.039883207115675,-10.039883207115675
132,3,4,2,2,1,1,4,10.304371580797117,11.78112822516852,-10.949798444406618,-10.54167797338223,-11.17852935396319,-10.334330129616223,9.784735716085686
133,4,1,4,4,2,3,2,10.535706261485013,-10.535706261485013,11.290174783532242,11.825386249214926,-11.495629354002494,11.66450559856282,-11.707581043544637
134,0,0,0,4,4,1,1,0.0,0.0,0.0,11.579333467809938,13.464898866762029,-13.543727444438376,-10.801694141356457
135,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,4,4,4,1,0,0,0,6.912334684417993,8.330751937159352,9.300627275659973,-9.686388756750718,0.0,0.0,0.0
138,1,4,1,4,4,1,1,-8.984194786997548,9.698830992486526,-9.23735027767109,9.976581792605776,10.745597147703688,-10.803726651886263,-9.613220166809638
139,3,3,3,1,4,4,1,10.799222207213088,10.701175064986513,12.020636715664311,-12.73366188135206,10.787206771282284,11.698813183790685,-11.80311426601502
140,0,4,1,0,0,0,0,0.0,8.210964275543637,-8.210964275543637,0.0,0.0,0.0,0.0
141,0,0,0,4,1,4,2,0.0,0.0,0.0,8.355695825398929,-8.355695825398929,8.339450362956704,-6.3782817371957785
143,1,2,3,3,1,4,1,-10.754963250725996,-6.929684667738304,9.240700124757446,9.910326559971937,-10.43499212833776,10.339291741821999,-10.656775496731143
144,1,4,1,1,4,3,2,-8.428000087736704,11.493759912910363,-11.323277853913131,-9.640669413763597,10.500425401531738,10.069169146747264,-10.366855607522567
145,4,1,4,1,4,1,4,11.154117641242772,-11.154117641242772,9.468831349795451,-9.468831349795451,11.408934828853768,-11.408934828853768,12.043278817679113
146,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.889200151537791
147,4,1,4,1,4,1,4,11.74341467753473,-11.228466030677948,11.621139988725222,-11.7620805088404,11.454399789676376,-11.572652650674009,10.738223927461707
148,0,4,1,4,1,4,1,0.0,9.02491275152673,-9.02491275152673,8.856378512043976,-8.856378512043976,7.221025195880426,-7.221025195880426
149,0,0,4,1,0,0,0,0.0,0.0,9.366560816812742,-9.366560816812742,0.0,0.0,0.0
150,4,1,4,1,4,4,1,13.368576812640393,-13.305063781123089,11.802607402314317,-12.036982782186112,11.642792912455793,12.564709149749005,-12.84836587139853
151,4,2,2,1,4,1,4,11.707137538046526,-11.033647936248434,-10.074260453896871,-10.485420772162973,11.03234142106803,-11.03234142106803,11.296893650108505
152,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.902418645394297,-9.902418645394297
153,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.56755771856891,-8.56755771856891
154,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,8.90397561755736,7.341536523836693
155,4,1,0,4,1,0,4,9.801765870777126,-9.801765870777126,0.0,8.051290294373949,-8.051290294373949,0.0,9.094173000465211
156,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,11.896526296264089,-11.896526296264089,12.16844126840109
157,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.207212527459905,-10.207212527459905,0.0
158,0,0,0,0,4,2,3,0.0,0.0,0.0,0.0,9.934248185084192,-8.560437697338797,8.101961216006547
159,1,0,0,4,4,1,0,-9.582974798484818,0.0,0.0,8.33038404441885,8.948501552021838,-9.379522728111507,0.0
160,0,4,1,1,4,1,1,0.0,10.656782937369657,-10.097020397911866,-9.80973562805504,11.586976693504383,-11.303245880323082,-10.188771597975128
161,4,1,0,0,0,0,0,7.375699258623767,-7.375699258623767,0.0,0.0,0.0,0.0,0.0
162,4,1,3,1,0,4,1,10.999011050020568,-10.918510949331543,6.522076846191696,-8.576666739394538,0.0,10.200559113218864,-10.200559113218864
163,1,4,1,1,4,1,4,-10.276087532599659,10.855467229720619,-10.590796365825087,-9.254885570920145,10.735878228929788,-10.769982007644382,7.207732136659372
164,0,0,4,1,4,4,3,0.0,0.0,10.19607162946424,-10.19607162946424,9.203974158440454,11.133110727166704,-8.281725812218067
165,1,0,0,4,1,0,0,-9.261796128996211,0.0,0.0,9.790601245985197,-9.790601245985197,0.0,0.0
166,4,1,4,3,1,1,4,12.157314893602853,-12.087300641814862,10.734864324163071,8.99136522060612,-10.949169395682478,-9.203974158440454,10.673583064554014
167,0,0,0,4,1,0,0,0.0,0.0,0.0,9.023410677992356,-9.023410677992356,0.0,0.0
168,0,4,2,1,0,0,0,0.0,8.606771117212833,-7.893939847656428,-7.933286700281475,0.0,0.0,0.0
169,4,1,1,4,1,3,1,11.763526275275343,-11.839319519109884,-8.736406391852073,12.782844671298655,-12.7189743798286,9.753289597239073,-10.469926562360298
170,3,1,4,4,3,2,3,10.810601737017786,-11.36557403386967,10.449025142082101,12.485064793897083,11.319171156758843,-11.753694836296148,12.158471269614854
171,1,4,2,2,2,1,4,-10.632752142373478,10.693238136587178,-9.651926266834366,-6.756336299596959,-9.313663962669139,-9.714759525935333,10.109185658103216
172,1,4,1,1,4,3,1,-9.525076128908191,10.839709917165337,-10.67714445082568,-9.128577330420008,9.879510264661285,9.555074206918482,-10.568873228236939
173,3,2,2,2,4,1,4,11.078640240036151,-10.708407853796619,-10.66182427064252,-11.059988870361595,11.995339311404816,-12.147450005387268,11.726375330860755
175,3,1,4,2,3,2,2,9.827033170077987,-10.974697674533266,11.308677489391554,-10.570944794704092,10.500978125419193,-10.395809262248354,-9.151271569066914
176,0,4,1,0,4,3,1,0.0,8.022968247697346,-8.022968247697346,0.0,8.693215624858595,7.350885269984241,-8.925174975250629
177,1,0,0,4,4,1,0,-9.454151399206237,0.0,0.0,10.078269324530996,10.616767315091776,-11.07646786297983,0.0
178,3,1,3,4,1,2,4,9.94931446723665,-11.31928511412211,7.961565602430257,11.960626414746136,-11.528130918913122,-7.382266885096787,11.389459138093468
179,4,1,4,2,4,1,4,10.182797757292379,-10.395681610609651,9.411677478392233,-0.6963186053593938,10.782880845216905,-10.52634949032894,10.667223330896318
180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0,0,4,4,1,0,0,0.0,0.0,9.567914967356561,9.796774696753214,-10.381993886179528,0.0,0.0
183,2,2,3,3,2,1,4,-9.792099400664688,-10.186177595350896,10.702262162954877,9.943226522129518,-10.818442936724953,-10.837087067063937,10.163674457703234
184,0,0,0,4,1,4,1,0.0,0.0,0.0,10.550486807286559,-10.550486807286559,8.210964275543637,-8.210964275543637
185,4,3,4,1,3,3,2,10.637056194723009,10.328671935586287,11.967275065834386,-11.784151455844125,9.117474867886884,10.472956881682743,-11.267271009119971
186,2,1,4,2,3,3,2,-7.53672283767211,-8.808553653995366,10.807431743227797,-9.91571300682106,9.334465597662465,10.717265975212497,-10.61508770902255
187,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,8.686459979478691,9.91541635069197,-10.172032104670881
188,0,4,1,0,0,0,0,0.0,7.651552210836103,-7.651552210836103,0.0,0.0,0.0,0.0
189,1,0,0,4,4,1,1,-8.67408544886102,0.0,0.0,9.502937831770106,11.267417756454273,-11.08012889905585,-10.194682723685897
190,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,4,1,4,3,4,3,3,10.992277130800206,-10.95624111634363,11.088039444978927,9.435087332661299,12.026404832752826,11.418534877267486,10.559268914751437
192,4,1,3,1,4,1,4,12.328759346202451,-12.04050530233113,10.890094717293943,-11.52931870584515,11.132096065861973,-10.913101236565783,11.24242241358344
193,3,3,2,2,4,1,3,8.580288435522377,9.818037016135332,-10.346493480013386,-9.71991366353138,12.714291194283986,-12.350843644272663,10.303966959382219
194,3,2,2,2,4,1,2,11.30171078943902,-11.835652416226765,-10.69554025667026,-10.503367304954537,12.538495930824618,-12.305186141469834,-11.496120705482133
195,1,3,3,1,3,3,2,-12.582330479179449,9.5307063123722,11.476174301907141,-12.59100126013361,11.066601753350328,10.336230376985274,-11.253354911068932
196,1,4,1,1,1,4,4,-10.265038079157872,12.483306655576177,-11.98808210974412,-11.265638400634781,-10.125781216259202,11.866096138605823,12.385735642817755
197,1,4,2,3,2,3,1,-11.009844502633163,11.456258586164168,-11.15889548481152,9.598687215628203,-10.6634561161598,10.39057410865798,-10.980373664680933
198,1,4,1,4,1,4,3,-9.379585929166739,10.842890806541913,-10.795770817360369,10.165131825201232,-10.470539073213253,9.659354652187988,-6.210311376549917
199,1,4,2,3,3,2,4,-10.11264255931849,11.414886910710814,-10.916782688331969,10.445618013467065,-7.559075181566428,-10.385143806749266,13.542149969152922
200,3,2,1,3,2,4,1,9.340740967413836,-8.308206451207235,-9.418080426085904,8.422394561843054,-7.115165761833295,10.936706565849885,-11.099490895341445
201,0,0,0,4,1,4,1,0.0,0.0,0.0,7.652738082673058,-7.652738082673058,12.815865483305572,-12.502823518135886
202,0,0,0,4,1,0,0,0.0,0.0,0.0,9.155323320960104,-9.155323320960104,0.0,0.0
203,2,3,2,3,3,1,3,-11.486520410218402,10.925912970417658,-11.269578315813726,11.160881819450712,11.018079396806206,-11.720130629284444,-8.78865562023292
204,3,1,4,2,3,3,3,8.570646820330087,-9.453563914131902,11.685185183000897,-10.657772163793158,10.116275092805047,10.593570496698524,10.78507422182719
205,1,3,4,1,4,1,3,-11.108399707830205,8.67577463932081,11.907801342669355,-12.157585942359662,11.9026354332442,-11.386081377667022,11.147719415926728
206,1,4,1,4,1,4,3,-10.227175669609576,11.221602982214451,-11.386237880409205,12.24085526637069,-12.233678285187073,11.281812375463302,-8.999506359323094
207,1,4,4,1,4,2,1,-11.551635739159456,10.536679156288255,11.191918477163004,-11.5606822949631,11.79617281680018,-10.278665311098354,-11.467401260752494
