CUSTNO,Monetary_가전/레저취미/멀티샵_고가_증감여부_q2_q1,Monetary_가전/레저취미/멀티샵_고가_증감여부_q3_q2,Monetary_가전/레저취미/멀티샵_고가_증감여부_q4_q3,Monetary_가전/레저취미/멀티샵_고가_증감여부_q5_q4,Monetary_가전/레저취미/멀티샵_고가_증감여부_q6_q5,Monetary_가전/레저취미/멀티샵_고가_증감여부_q7_q6,Monetary_가전/레저취미/멀티샵_고가_증감여부_q8_q7,Monetary_가전/레저취미/멀티샵_고가_q2_q1_로그변환,Monetary_가전/레저취미/멀티샵_고가_q3_q2_로그변환,Monetary_가전/레저취미/멀티샵_고가_q4_q3_로그변환,Monetary_가전/레저취미/멀티샵_고가_q5_q4_로그변환,Monetary_가전/레저취미/멀티샵_고가_q6_q5_로그변환,Monetary_가전/레저취미/멀티샵_고가_q7_q6_로그변환,Monetary_가전/레저취미/멀티샵_고가_q8_q7_로그변환
131,4,1,0,0,4,1,4,12.225704112006996,-12.225704112006996,0.0,0.0,13.690557025914531,-13.690557025914531,10.084228622414493
132,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.11018313768883,-11.11018313768883
133,0,4,1,4,2,1,4,0.0,12.75084484563934,-12.75084484563934,11.951458891882249,-8.849813890913545,-11.905447719844672,11.535029552660784
134,2,1,0,0,0,0,4,-14.964394434553457,-14.39056890495896,0.0,0.0,0.0,0.0,14.461620178715789
135,4,1,0,0,0,0,0,11.932882308016252,-11.932882308016252,0.0,0.0,0.0,0.0,0.0
136,0,4,4,1,4,1,4,0.0,10.67024012040929,13.09824362006174,-13.182778430714244,13.603618476471942,-13.603618476471942,13.470723155382323
137,3,3,1,4,3,2,1,14.225286202308688,12.859154045306738,-14.459788967840334,14.32264820186648,-10.254561632126563,-14.186462867960463,-13.27364876536204
138,0,0,4,3,1,0,4,0.0,0.0,11.996201653964537,10.473411601463763,-12.19349092701097,0.0,12.517803905269798
139,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,3,3,2,3,2,2,3,11.522644398057235,10.83352816113958,-14.139389768939601,14.429826725777913,-10.750286704704937,-14.341247859695413,13.3750022941201
141,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.362451044251479,-12.362451044251479
145,3,4,3,1,3,2,3,13.397918044789686,16.303488107572598,16.261927511024275,-16.92114712795929,14.622890737488047,-15.148212312227628,14.323096519015527
146,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,4,3,1,4,2,2,3,14.342599048012659,14.439510713919,-15.038542712966562,15.069617939495824,-14.359892040141913,-14.084086284626293,13.628682695528418
148,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.244883030295018,-11.244883030295018,0.0
151,4,2,1,3,2,3,3,15.430314896464903,-14.08954795373576,-15.097070211096199,11.853229935002261,-12.677044535707045,12.249152169826164,10.24244118681296
152,1,2,1,4,3,1,4,-14.464550957605459,-12.020993163684638,-11.817626720484682,12.234552210112504,11.792861225884307,-12.731041615410414,10.865821817709008
153,0,0,4,1,0,0,0,0.0,0.0,12.955868876172193,-12.955868876172193,0.0,0.0,0.0
154,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.132502544015999,-12.132502544015999
155,1,0,0,0,0,4,1,-13.910677546644196,0.0,0.0,0.0,0.0,10.588004012966547,-10.588004012966547
156,4,2,1,0,4,1,4,13.209290904782389,-12.136036842930638,-12.790904180400148,0.0,13.135780354870121,-13.135780354870121,14.936529930020388
157,4,1,4,2,2,2,3,11.25762189057843,-11.25762189057843,12.39886935290925,-11.912371517296984,-10.156858929649244,-8.776439854378854,11.331210486468704
158,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0,0,0,4,1,0,4,0.0,0.0,0.0,11.955797265559564,-11.955797265559564,0.0,10.50730093494257
160,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1,4,4,1,4,1,4,-16.260264414285153,10.399956998698647,14.30700433396794,-14.269248981259478,13.158629464981315,-13.324313132136512,12.79223987235725
162,0,4,3,3,2,1,4,0.0,12.001199388998032,11.327228145959143,12.311873055208785,-12.358696863185576,-12.368804301940806,13.501302732540116
163,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1,0,4,2,1,4,4,-13.103676219046323,0.0,14.074892447962275,-13.564158555983683,-13.158466031711901,11.519027323672098,14.714281613732409
165,4,1,0,4,1,1,4,11.658854396187989,-11.658854396187989,0.0,12.853146992378162,-12.590434202087518,-11.38798213073068,15.600986459887226
166,4,1,0,0,0,0,0,14.395632204073728,-14.395632204073728,0.0,0.0,0.0,0.0,0.0
167,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.574835356714182
168,3,2,2,3,3,1,2,15.015316457527073,-14.881539848119846,-14.095992179099937,14.284318613536215,14.982449924946055,-15.368376361577983,-13.015161285391654
169,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.40081943471208,-13.40081943471208
172,4,1,0,0,4,1,0,13.025955178716728,-13.025955178716728,0.0,0.0,12.655766305985582,-12.655766305985582,0.0
173,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.164841412123069,-11.164841412123069,0.0
175,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2,1,2,2,4,3,2,-14.604191983589688,-15.211183407887022,-13.220997498595116,-12.378435517267949,14.298143890812803,14.788028361131307,-14.956484028383858
178,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1,4,2,2,3,1,4,-11.082840610505762,13.138831196364835,-10.202833537132816,-12.670336624593999,12.950917038315268,-13.27830283157396,12.998602904839782
180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0,0,4,2,3,1,4,0.0,0.0,14.430630063539255,-14.131247299807685,12.649653136752635,-13.580122060225325,12.506039107014368
182,3,2,3,2,3,2,2,14.22260521022542,-13.644591006145543,13.726957418426036,-13.648673954453498,13.809353411124986,-13.238995798319861,-14.169838256471918
183,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,4,1,0,0,0,0,4,11.978537669135353,-11.978537669135353,0.0,0.0,0.0,0.0,13.850167229403553
185,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1,4,1,0,4,2,1,-16.338377514144604,10.382565789912805,-10.382565789912805,0.0,14.019060775619694,-13.360768222200225,-13.289801805622469
187,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,4,4,2,2,3,2,2,12.016881753031788,15.463350074126309,-15.094091719241677,-13.843617402871283,8.852747759408604,-11.18807606899121,8.879017901363012
190,4,1,0,0,0,0,4,12.851485992887515,-12.851485992887515,0.0,0.0,0.0,0.0,14.936621043198915
191,4,1,3,2,4,2,1,14.15680318403723,-13.98403942460877,13.103481419724595,-13.035503948415473,13.829940309637006,-13.048578758353106,-13.599276275863717
192,0,0,4,1,0,0,0,0.0,0.0,10.37190026166876,-10.37190026166876,0.0,0.0,0.0
193,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0,0,4,1,0,0,0,0.0,0.0,10.917114157095718,-10.917114157095718,0.0,0.0,0.0
197,1,0,4,1,4,2,1,-12.727984198474322,0.0,14.932643392325042,-14.914130482048476,13.978509072056951,-12.294983352675244,-13.829902265976092
198,4,1,1,4,2,3,2,13.68207673479845,-13.449945072787889,-12.107810065968618,10.739075378615754,-7.599170941074584,10.401794741819492,-10.306349457558628
199,0,4,1,0,4,4,1,0.0,13.052684882746416,-13.052684882746416,0.0,11.168999363501968,12.471694734591688,-12.712123530907549
200,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,3,4,3,1,0,4,2,11.084691202562688,14.569358958717729,14.382190503442557,-15.20888497425556,0.0,12.793678099565424,-12.405524782929927
202,2,1,4,1,4,3,1,-10.85266928126685,-11.899469662163247,13.460409710888792,-13.321377699774335,13.93053234546538,14.072980735715959,-14.666865443655055
203,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.450289189225689
206,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,3,2,3,1,0,0,0,12.281099767247543,-12.84036387496924,11.862135909808998,-12.803289677969332,0.0,0.0,0.0
209,0,0,4,1,4,1,0,0.0,0.0,10.76054817182736,-10.76054817182736,12.351997255642997,-12.351997255642997,0.0
210,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1,4,4,1,4,3,2,-13.124189228191266,12.378598962162336,13.945789494369684,-14.13527666884161,14.536181412664646,13.384960718669516,-13.26403710233234
214,1,1,0,4,3,2,2,-12.835118363874946,-11.44204875564065,0.0,11.670620442549106,12.59062411456227,-12.334130596937726,-11.390786060627729
215,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.89551285614299,-10.89551285614299,0.0
216,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0,4,3,1,4,4,2,0.0,10.924469044789861,11.736632467660868,-11.971096429327861,13.340346541053709,15.380500657433382,-14.567533199881996
219,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.491597163121504,-13.491597163121504
220,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,4,3,1,4,1,4,1,11.774902402242793,12.332683152696687,-12.78533315091493,15.446502928248801,-15.446502928248801,10.696215011275045,-10.696215011275045
223,0,4,4,1,4,3,2,0.0,12.162534671892379,15.618269795023433,-15.58283745357275,14.364210532516326,15.128768195938312,-15.245409390674626
224,4,1,0,4,1,4,3,13.941574862456825,-13.941574862456825,0.0,16.47323279811846,-16.466811845091225,13.059039027818493,13.412931250465634
225,1,3,3,3,3,2,2,-15.785941252194801,13.943465954268179,14.844160496878992,13.577275972910702,15.96948390841937,-15.81677661131743,-15.029831664055088
226,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,4,2,4,2,2,1,0,13.405641866954552,-13.089342508220158,13.600351723145787,-10.660937128351684,-12.609750852028096,-13.375877141054696,0.0
230,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0,0,4,1,0,0,0,0.0,0.0,11.84205200206918,-11.84205200206918,0.0,0.0,0.0
234,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,16.22874041704553,-16.22874041704553
235,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
