CUSTNO,Monetary_침구/주방_저가_증감여부_q2_q1,Monetary_침구/주방_저가_증감여부_q3_q2,Monetary_침구/주방_저가_증감여부_q4_q3,Monetary_침구/주방_저가_증감여부_q5_q4,Monetary_침구/주방_저가_증감여부_q6_q5,Monetary_침구/주방_저가_증감여부_q7_q6,Monetary_침구/주방_저가_증감여부_q8_q7,Monetary_침구/주방_저가_q2_q1_로그변환,Monetary_침구/주방_저가_q3_q2_로그변환,Monetary_침구/주방_저가_q4_q3_로그변환,Monetary_침구/주방_저가_q5_q4_로그변환,Monetary_침구/주방_저가_q6_q5_로그변환,Monetary_침구/주방_저가_q7_q6_로그변환,Monetary_침구/주방_저가_q8_q7_로그변환
34,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,4,1,1,0,0,4,1,10.051441407850158,-10.302616273618963,-8.516592274023283,0.0,0.0,8.601919223342893,-8.601919223342893
36,4,1,0,0,0,0,0,9.056922824510345,-9.056922824510345,0.0,0.0,0.0,0.0,0.0
37,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,7.4952967324997,6.589145109741482
38,3,2,2,4,1,2,3,10.795937808934994,6.495032077510969,-10.634919054640687,11.269031771293578,-11.500967290398394,-8.756229198562163,8.401215296993643
39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,4,1,3,1,4,2,-10.130389149699258,10.069944377410652,-9.894759517479581,8.468582664475809,-9.264203080945972,10.00627229091484,-7.842427616119018
41,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.198213585171356,-8.198213585171356
42,4,1,1,4,3,3,2,10.097945020000926,-10.102602721194106,-9.114339216624971,8.504788587609726,6.617679343266121,8.639906805730138,-6.855374484106435
43,3,2,3,2,4,1,4,10.06135687754598,-10.122388507121627,-6.908478585420635,-9.439981776153068,10.616878639259138,-10.722778396693592,11.700880047447576
44,0,4,4,1,4,1,4,0.0,7.505341511419753,8.909636255918715,-9.129097100781923,8.959296311917601,-8.959296311917601,9.082821485948154
45,4,3,1,4,1,0,4,9.787103714442358,8.294059986022246,-9.989743740897671,8.890386267483134,-8.890386267483134,0.0,7.696867868665293
46,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2,2,1,4,3,2,2,-10.2002632141008,-10.193360721508332,-10.362441791230184,8.818542422596227,8.264801978796402,-8.463317810047036,-7.887059376260332
48,4,1,4,1,0,4,3,8.663074817782414,-8.663074817782414,9.433259432003528,-9.433259432003528,0.0,6.302651539105898,5.016343198713888
49,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,0,0,4,3,1,0,-9.51447663937182,0.0,0.0,10.204009242107137,7.940861317470475,-10.302936048739404,0.0
51,2,3,3,2,2,3,3,-10.226379084028324,10.198220699789028,5.965588285294048,-10.518453448362989,-9.63725402415987,8.65469772615301,8.874280418405709
52,0,4,1,0,0,0,0,0.0,7.148902313093641,-7.148902313093641,0.0,0.0,0.0,0.0
53,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.8184142891008
54,1,0,0,0,0,0,0,-10.131556944857202,0.0,0.0,0.0,0.0,0.0,0.0
55,1,4,3,2,2,2,3,-10.276387397496306,10.449384701347514,9.881341361165966,-10.179346538056791,-9.744538774908916,-8.95919609834331,10.35193800188881
56,0,0,4,1,0,0,0,0.0,0.0,7.883488436101017,-7.883488436101017,0.0,0.0,0.0
57,2,2,4,1,3,3,3,-8.677472829422744,-3.9175553134229193,10.379212128246891,-10.655238349127005,7.775830249991094,7.218592481189517,8.69151764332713
58,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,4,4,1,0,0,0,0.0,6.812744317529279,8.706391245976683,-8.846463000927022,0.0,0.0,0.0
60,4,3,3,1,1,4,1,9.101268412251688,9.493416842845518,9.671245442559945,-10.426587408451686,-8.377428259898165,10.59494921356104,-10.59494921356104
61,3,1,2,3,3,1,3,9.848286168364847,-10.812513118619764,-8.864698290619499,9.165316037634568,10.063490151454495,-10.651536616114104,9.712669600331033
62,1,4,3,1,1,4,1,-9.283271153015392,10.050447979272528,9.683384804574644,-10.505953845143392,-8.210618387287012,7.72837502909251,-7.72837502909251
63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,4,1,4,1,0,0,4,8.15809345073223,-8.15809345073223,8.73740848782824,-8.73740848782824,0.0,0.0,8.701459685410352
65,3,3,1,4,2,3,2,9.049230800925187,7.556110500829365,-9.807431357653481,9.028389812125782,-8.443857382376947,7.72748184136503,-5.803211761484768
66,2,3,3,2,4,1,3,-8.621491059789998,7.877727000582503,9.848038723406143,-9.855800928507334,10.42860110369415,-10.464424928701742,9.70427107136454
67,2,3,2,1,4,1,0,-7.922774496490422,7.224810675250085,-7.454159225258243,-8.44106983511859,8.194552873427876,-8.194552873427876,0.0
68,4,2,1,0,0,0,4,8.003990504419944,-5.5901970410491595,-7.910623223398586,0.0,0.0,0.0,9.965325533661105
69,4,1,4,1,0,4,2,10.31919727891608,-10.482717408896853,9.0528623932126,-9.153909611479671,0.0,10.141026748509114,-9.452416041678768
70,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2,4,2,4,1,4,1,-8.466741916915183,8.975817106431258,-8.468691913531355,10.38870322780758,-10.561747742800199,8.064721498153457,-8.064721498153457
72,2,4,2,2,3,2,2,-6.243673374121029,10.483273797491963,-10.061110845654246,-9.091732130543615,8.709003371028345,-8.051851462663342,-6.917676082095897
73,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,4,1,1,4,1,1,0,10.306274838223272,-9.862722316197848,-9.279836863702212,9.42487139716128,-9.094062949862183,-8.15809345073223,0.0
75,0,0,4,1,0,0,0,0.0,0.0,8.795177279656864,-8.795177279656864,0.0,0.0,0.0
76,4,1,0,0,0,0,0,8.70183491539644,-8.851097417074802,0.0,0.0,0.0,0.0,0.0
77,4,4,1,1,4,1,4,9.303030457835012,10.717532108570452,-10.872039056468457,-8.140040567804869,8.572940027447666,-8.572940027447666,8.831351554329425
78,2,1,4,2,4,1,4,-8.205152456554812,-8.5146824686018,9.532849728746593,-9.158814354564493,9.858975598210046,-10.062087122248885,9.443401634447547
79,2,3,3,1,2,3,1,-4.844656254411707,9.607393028107333,6.458929793496117,-9.90511560338439,-7.655450822530456,7.868019809491929,-8.498246841278213
80,3,1,4,3,3,2,3,7.782539462271564,-8.70002240102212,8.538930349709466,4.814116613245779,8.459820643940146,-8.43623266144377,9.085373041755176
81,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.401103891117893,-8.401103891117893
82,4,3,2,3,3,2,3,10.531963682020008,10.276279383476673,-10.742207694322946,7.579440335983113,9.504646420883041,-10.378788108708118,9.740342176674657
83,4,1,4,3,1,0,4,9.758694331379166,-9.608905848080205,8.50672799194085,8.651089941836325,-9.478111727642867,0.0,9.921370638827069
84,0,0,0,4,1,0,0,0.0,0.0,0.0,8.825679159269344,-8.825679159269344,0.0,0.0
85,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1,1,4,1,1,4,3,-11.304737497698486,-10.102040453596995,11.900980385859562,-11.941051641751674,-7.4355513966156,9.477558947334833,9.845852773756327
87,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,4,1,4,1,1,4,1,9.297821820143367,-9.575058189647242,12.026568614327342,-11.918001335745425,-9.596545143536213,9.044690203184633,-9.38128245597795
89,4,3,2,4,2,1,1,10.784209555527159,8.981416277341483,-10.676880884971546,11.186329063774552,-8.829145711314728,-11.231001820158433,-9.44956167127762
90,0,0,4,1,0,0,0,0.0,0.0,10.82963658592429,-10.82963658592429,0.0,0.0,0.0
91,1,0,0,0,4,1,4,-7.569009048569309,0.0,0.0,0.0,9.265992625680582,-9.265992625680582,7.971195688971059
92,3,1,3,4,1,2,2,10.661645101432779,-11.63711689946483,-6.140722722225447,11.476403878563225,-11.487776232361956,-8.151111980342781,-9.169097018540752
93,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,4,2,1,0,4,1,0,12.579777537251985,-12.025823233073238,-11.828931168932955,0.0,9.35441009192027,-9.35441009192027,0.0
95,4,1,4,1,4,1,4,11.070619179674107,-11.063370214675908,9.861232792621534,-10.235146229374015,9.104599526919364,-8.937988978786509,8.796545726748244
96,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2,1,4,4,1,4,1,-6.279010963506011,-9.53987836680368,7.696867868665293,10.19381713731836,-10.201856958343804,8.402159710608387,-8.770484642457328
98,2,3,1,0,0,0,0,-6.812230581041844,9.694771487934153,-10.399628021331285,0.0,0.0,0.0,0.0
99,2,3,1,4,1,0,0,-8.749441758161163,8.135931866901622,-9.584301566506134,10.196092978276,-10.196092978276,0.0,0.0
100,2,1,0,0,0,0,0,-8.54685070115599,-8.696970607708145,0.0,0.0,0.0,0.0,0.0
101,1,3,1,0,0,0,0,-10.278672189968637,8.769135340891207,-9.947186120735982,0.0,0.0,0.0,0.0
102,4,4,3,2,1,4,2,8.917410869088364,10.464347019689185,9.292254321704368,-10.305891562515683,-10.06256691646984,9.027701373111157,2.285292675652872
103,1,4,3,2,4,2,1,-7.784084007685212,8.58560931066389,9.001353133060954,-9.27056157310589,9.397991566884333,-9.296687316410393,-8.516592274023283
104,2,3,1,4,1,0,4,-9.897417960355355,9.796499299323072,-10.417171801524571,8.03881908267869,-8.03881908267869,0.0,10.452446989907926
105,2,2,3,2,2,4,2,-9.47968237570563,-10.319692315786101,9.07012370720219,-9.824772260369066,-9.282254055740362,10.705342022522913,-10.45961722359171
106,0,0,0,4,1,0,0,0.0,0.0,0.0,9.070460433501312,-9.070460433501312,0.0,0.0
107,1,0,4,1,0,0,0,-7.569009048569309,0.0,7.93038808042684,-7.93038808042684,0.0,0.0,0.0
108,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,4,1,0,0,0,4,1,8.640409981058863,-8.640409981058863,0.0,0.0,0.0,7.687571374353309,-7.687571374353309
110,1,4,3,2,3,4,2,-9.183020940391417,8.703414877429877,8.332908026482503,-8.124188359186215,6.978957301898764,10.17367377379107,-9.828972601417467
111,1,4,1,4,1,0,0,-8.961147623607037,10.438283086287413,-10.494784581579859,8.338840011312042,-8.338840011312042,0.0,0.0
112,0,4,3,2,1,4,3,0.0,9.504993438825789,6.841801968626927,-8.640909159096617,-9.07157327173572,9.841830923077667,10.497061218609382
113,4,1,4,1,4,3,2,9.469301052287465,-9.469301052287465,8.999163708498468,-8.999163708498468,9.101268412251688,9.798889034863297,-9.387256156097383
114,4,1,0,0,0,0,0,9.369535585636957,-9.7546518224653,0.0,0.0,0.0,0.0,0.0
115,0,4,1,0,0,0,4,0.0,7.394474489952325,-7.394474489952325,0.0,0.0,0.0,8.94176009975713
116,1,1,0,0,0,4,1,-8.534107312570974,-7.375674163069929,0.0,0.0,0.0,7.907285548974777,-7.907285548974777
117,3,2,4,3,2,1,4,8.569752178810859,-8.155959806844518,10.195336565463709,7.698379050431485,-9.419342277066175,-10.119952105624408,9.24070792190551
118,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4,1,0,4,3,1,0,9.79547149601818,-9.79547149601818,0.0,7.5639991007309835,6.323856327940436,-7.81772935946171,0.0
120,1,4,1,4,2,1,4,-8.528040794674148,10.682867987215019,-10.682867987215019,9.197834514857727,-8.214060942024602,-8.729755040476935,9.573937227631587
121,0,4,2,1,0,4,1,0.0,8.460514352702877,-7.908727946570278,-7.603180027065631,0.0,9.13609833886088,-9.13609833886088
122,4,3,1,4,4,1,4,10.765258963555208,7.722658091612571,-11.034837605605627,9.250347368463471,10.188417157582009,-10.40712505144578,11.41444560169095
123,4,4,1,4,2,1,2,9.470070519693156,11.481931242225539,-11.607443685288242,9.16798462014086,-6.23426588231382,-8.864741370431286,-7.030683286817693
124,0,4,1,0,0,0,0,0.0,8.60358697418889,-8.60358697418889,0.0,0.0,0.0,0.0
125,4,2,1,4,3,1,4,9.833222341994182,-7.52285356796895,-10.050365664595217,8.504788587609726,9.325433323902057,-9.690117169594718,6.9501580591964744
126,2,1,0,0,0,0,0,-8.560471714119661,-8.622619091659045,0.0,0.0,0.0,0.0,0.0
127,0,4,2,3,1,0,0,0.0,9.418111831432354,-7.102053266920495,8.162013132180563,-9.588783388627764,0.0,0.0
128,2,3,1,0,0,4,1,-8.805677161360785,8.527089982213376,-9.519767632048776,0.0,0.0,8.498246841278213,-8.498246841278213
129,2,1,2,3,1,1,0,-9.824059917208755,-9.86035773173169,-8.29634994581577,7.386588454975679,-7.899307858657464,-6.7896362288261445,0.0
130,0,0,4,1,4,1,0,0.0,0.0,8.909429018044785,-8.909429018044785,7.593682421968412,-7.593682421968412,0.0
131,1,1,4,1,0,4,1,-9.712991933742828,-8.15809345073223,9.134109100287958,-9.134109100287958,0.0,11.370781816513928,-11.331296795656579
132,4,1,1,0,4,1,0,11.185853462463173,-10.954957551160122,-10.373573281814377,0.0,7.931444960585124,-7.931444960585124,0.0
133,2,3,4,2,4,1,0,-7.943705201625032,8.553407354621868,9.99593201938021,-10.00448178606313,10.463028982434398,-10.668590294975381,0.0
134,0,0,4,1,0,0,0,0.0,0.0,8.415757560942984,-8.415757560942984,0.0,0.0,0.0
135,0,4,1,0,0,0,0,0.0,6.707505980063955,-6.707505980063955,0.0,0.0,0.0,0.0
136,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1,4,2,1,0,4,3,-8.991725488743898,8.903644005280153,-8.57056537298831,-7.6428258830610725,0.0,8.374221112580974,7.561119702760832
138,4,3,1,0,4,1,0,10.127951827430444,9.67975830867442,-10.621880157881524,0.0,8.524630814277003,-8.524630814277003,0.0
139,3,2,2,2,4,1,2,10.563179543472646,-9.85501719420838,-10.801975929699287,-9.56951223176429,13.679901839539017,-13.575119568543926,-11.013455377851567
140,4,4,1,0,0,0,0,7.860941063555084,9.146363142826678,-9.390428093795185,0.0,0.0,0.0,0.0
141,1,3,2,3,4,1,3,-9.482161291665314,7.521771086521093,-6.957196232545317,7.839437289196527,10.146738296955029,-10.237834581789471,5.884059933614469
143,2,3,1,4,3,2,3,-8.892742841296096,9.942985651762056,-10.512232202465933,9.050214625218901,9.394814408046757,-9.450548311941892,9.061413322099797
144,3,4,2,2,1,4,3,10.192472623074044,12.186859703505323,-11.064503836093934,-11.749707461749043,-11.065820901356469,10.866947402321973,11.13991516715124
145,0,0,4,1,0,0,0,0.0,0.0,10.567025943667469,-10.567025943667469,0.0,0.0,0.0
146,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2,2,2,1,4,1,1,-7.025329082037247,-9.65473896757603,-9.236787804714876,-8.92649464009505,11.400410544221915,-11.27724191030333,-9.157755960310526
148,3,3,3,1,4,1,4,8.03763061022998,8.197008472346207,7.286334578104122,-9.044756363256761,9.480316498097803,-9.454228965779704,9.657672794787732
149,4,1,0,0,4,1,0,6.906046245830504,-6.906046245830504,0.0,0.0,9.93522617272151,-9.93522617272151,0.0
150,2,4,1,3,4,1,2,-10.622192155791957,12.073492112624626,-12.302666470958298,8.486674944414519,10.624154775830979,-10.657695558629843,-8.097159010879023
151,4,1,3,3,1,0,4,10.20822290564659,-10.405011357068265,8.020082992646643,-7.3186822499171,-9.082634067572242,0.0,9.372118403676065
152,0,4,2,1,0,0,4,0.0,8.838620666106314,-8.137715324863457,-8.153459699791219,0.0,0.0,8.304708747755628
153,4,1,0,0,0,4,1,6.906046245830504,-6.906046245830504,0.0,0.0,0.0,8.435201971964709,-8.435201971964709
154,1,4,1,0,4,1,0,-7.406581209698198,8.041606435996156,-8.041606435996156,0.0,8.15809345073223,-8.15809345073223,0.0
155,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0,0,4,1,0,4,1,0.0,0.0,7.7431280771515105,-7.7431280771515105,0.0,7.8344908913990405,-7.8344908913990405
158,0,4,1,0,0,4,3,0.0,9.200507823977912,-9.200507823977912,0.0,0.0,9.36895668891738,9.393756934192101
159,0,0,0,4,1,4,1,0.0,0.0,0.0,7.974302073962737,-7.974302073962737,8.441100417095459,-8.441100417095459
160,4,4,1,3,1,4,2,8.291589041725205,9.259151451127806,-9.41645554701238,7.802816310224445,-8.444176621736455,9.10428999264998,-8.268227346071722
161,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2,3,1,4,1,4,1,-7.480806650789295,8.415090645990588,-9.478948695303641,8.50086010669933,-8.50086010669933,10.854188178725417,-10.738039111900044
163,4,2,1,4,1,4,1,9.377413499558207,-8.81099989302048,-9.036386600199235,9.334167663631751,-9.334167663631751,9.596723237117159,-9.596723237117159
164,4,1,4,1,4,4,2,10.261976093246377,-9.91312517654111,10.466440060734374,-10.68158664614143,8.764618324920256,10.529659338405276,-7.23644071548158
165,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,4,1,2,3,2,1,4,10.814082644136834,-10.530117629730647,-7.115610301475322,7.810100393126042,-8.979751245289064,-8.627989671237824,8.327367064474345
167,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,0,4,2,1,4,3,-7.85029488398224,0.0,9.801885894479874,-9.390049761107168,-8.71605910979554,8.516592274023283,8.700716287523447
169,1,4,1,0,4,1,4,-10.975682125710026,9.817692840540545,-9.968691307613387,0.0,7.277298878260459,-7.277298878260459,8.363125792344626
170,2,2,3,1,3,3,2,-9.788229951021037,-8.314634135180636,10.648934951848481,-11.055112179808571,9.985599461318222,8.923037728301573,-10.155427162265527
171,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,4,1,4,1,0,4,1,9.356135568607145,-9.01736025671467,9.205180185610999,-9.49349768582117,0.0,10.863448134924068,-10.748433646687982
173,2,4,1,3,3,3,2,-8.868768140445331,9.289238681615961,-9.465146421609267,6.182879798016784,6.415860063528856,8.88223373175687,-8.756376912280976
175,3,2,3,3,2,3,3,9.915291235243352,-10.712724301649201,10.017919488191424,-8.954016754490498,-9.340573495442138,9.810508188896682,10.433918911778866
176,1,3,4,2,4,2,2,-8.225254747942403,7.91883887848716,9.512182290041286,-9.272421275441618,10.032906960199604,-7.904767645090892,-9.391472334250325
177,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,3,2,3,3,2,3,2,8.609062493884121,-8.108391060182733,7.307579169791962,9.615629057672509,-7.987673946059244,8.11763321679306,-9.443551754147343
179,4,1,1,0,4,1,0,11.079247440988217,-11.082928048618669,-8.198213585171356,0.0,11.093197690386038,-11.093197690386038,0.0
180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0,0,4,2,1,0,0,0.0,0.0,9.921370638827069,-9.59212946797114,-8.650472941278979,0.0,0.0
183,1,2,3,3,3,2,3,-10.420190848401527,-9.077734834656969,8.431598436119824,9.939199314175976,9.726314690376125,-10.07402073638937,10.486270915714206
184,4,4,1,0,0,4,1,6.906046245830504,8.721660520420727,-8.872297803183812,0.0,0.0,8.652368402768076,-8.652368402768076
185,4,2,2,3,3,1,2,11.29703340857709,-10.581907274862118,-9.811212601047064,9.093978363425657,10.420852963266578,-10.978146108545252,-7.297939412215776
186,0,4,4,2,2,2,1,0.0,10.155251182543427,11.59068429454616,-11.552732736634525,-9.441260410027391,-8.453548102364945,-9.280477149747941
187,1,4,1,4,1,0,0,-8.611222847447854,9.369877835587095,-9.443612078648117,8.792420034687064,-8.792420034687064,0.0,0.0
188,2,4,1,4,2,2,4,-8.183175318009605,10.682946934566065,-10.765213391637694,9.434144643848203,-9.079009248867598,-7.561791010212647,10.41153373569608
189,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,4,2,1,1,0,0,4,9.915714312940588,-5.568539117524081,-9.739429447126472,-8.010403122578154,0.0,0.0,7.670211898473191
193,1,3,4,2,1,1,0,-9.685303054612334,8.325246228440216,10.99283532219661,-10.874250351525045,-9.522699067272354,-7.935021498836074,0.0
194,4,1,3,1,1,4,1,11.614583268028188,-11.369388072829695,9.701862442513216,-10.506360004084595,-8.261898093951203,8.101179916982316,-8.101179916982316
195,1,4,1,3,3,1,0,-9.493514877544273,9.602035751299374,-9.484499225894867,-6.7544655443506025,7.722673480495981,-8.705268029602632,0.0
196,4,3,1,2,1,4,1,10.78456456404736,11.148839382053012,-11.486263676034454,-9.366524578940451,-9.070460433501312,11.202520164746069,-10.806525629630658
197,1,4,2,2,2,3,2,-10.681128908606121,9.954912209097241,-9.243422045245772,-8.97871705460618,-7.3079524547311,7.981716667808998,-6.383714743034277
198,1,4,1,4,1,4,1,-8.246715357869666,8.570415211619434,-8.717645451749693,7.76929089449969,-8.16761294730213,9.014530436218754,-9.014530436218754
199,2,2,3,1,4,1,4,-8.890754415668313,-9.945601858449558,9.569601153530927,-10.301084220685363,8.003990504419944,-8.003990504419944,9.689383976368807
200,4,1,3,4,3,2,1,10.623035472946881,-10.937014621697564,7.565812698130196,10.389443107214047,9.149447280239308,-10.305322470769019,-9.887162107374584
201,0,4,1,4,1,0,0,0.0,9.055656873842613,-9.055656873842613,9.359504646511473,-9.359504646511473,0.0,0.0
202,0,4,4,1,4,1,0,0.0,7.505341511419753,9.160179027335209,-9.33498740035966,7.598692445673373,-7.598692445673373,0.0
203,1,3,4,1,0,0,4,-9.461224609041833,7.792540126503864,10.473976111221502,-10.720704181768047,0.0,0.0,8.307569273323912
204,4,1,3,3,1,4,3,10.35021470507824,-10.554753293635828,7.234232296425172,7.0320490117861345,-8.842602344499543,8.957704074270696,9.634380623997027
205,2,3,2,2,3,3,2,-8.7711511617412,10.859697382459007,-10.668917276693476,-10.404931443127518,8.498193720724473,9.951419286282183,-8.663975672724558
206,3,3,1,0,4,2,3,7.753773302300692,8.51034568921154,-9.42912022745929,0.0,8.645686107557186,-7.711453880191034,9.003376998951154
207,1,4,2,2,4,4,1,-8.246715357869666,9.134551164571626,-8.564542037731673,-8.189518697774608,8.861492360607613,10.050755470297693,-10.393525553518776
208,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,4,3,1,0,0,0,0,8.291589041725205,8.700151699573885,-9.209639389467084,0.0,0.0,0.0,0.0
210,3,3,1,4,3,3,1,8.4880093085792,9.311231946654233,-9.669618993285708,8.886335994917546,8.633258786353942,9.80309105556783,-10.432541743566874
211,1,0,4,1,0,0,0,-7.970964323850551,0.0,9.537870297027434,-9.537870297027434,0.0,0.0,0.0
