CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
121,2,2,-1,1,0,-2,1,0,1,1,-1,1,2,0,2,0,0,0
122,-3,1,1,2,-2,-2,-4,1,1,-1,0,1,0,1,1,-2,-2,0
123,0,0,1,0,-1,0,0,0,2,0,0,1,0,-1,0,0,0,2
124,-3,-2,-4,0,0,0,0,0,0,-1,0,0,0,1,-2,-1,0,-2
125,-2,0,0,-2,-3,0,0,0,0,1,1,1,0,-2,0,0,-2,-1
126,1,-1,-2,0,0,-1,0,0,0,0,-1,-2,-2,-2,3,-2,0,-2
127,1,4,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0
128,0,0,0,0,-5,1,0,0,0,0,-1,-1,0,-2,0,0,0,0
129,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0
130,3,-1,0,0,-1,-2,0,0,4,0,0,2,-1,0,0,-1,-1,0
131,-1,-1,1,-3,2,1,0,0,1,0,0,0,1,0,0,0,0,-3
132,0,1,-2,0,0,-2,0,0,0,1,4,3,-2,0,1,0,-1,0
133,0,2,0,0,0,1,0,0,0,-1,0,-2,-1,0,1,0,-2,0
134,-1,-3,-2,0,0,1,0,0,3,-1,1,0,-1,-3,1,-3,0,1
135,0,0,0,0,0,0,0,0,0,-2,1,-1,0,0,-1,0,0,-1
136,0,3,0,-3,0,-2,0,0,0,1,1,0,-3,0,-1,-2,0,-4
137,2,0,3,-1,0,-2,0,-6,-2,3,0,-1,-1,0,0,-4,0,2
138,-1,3,-1,1,1,-1,0,0,-1,-1,0,-2,0,-1,1,0,-1,0
139,0,-5,-2,0,1,-2,0,0,0,1,-1,0,2,-1,-1,0,-5,0
140,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,2,0,-1
141,0,1,0,0,1,0,-1,0,0,0,-1,0,0,1,0,0,-3,0
143,0,1,-2,0,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,0,-1,0
144,0,0,0,0,1,0,0,0,0,1,1,5,0,-2,0,0,3,0
145,-3,4,3,-1,0,-6,0,0,-4,3,-1,0,0,-2,-3,0,0,4
146,0,3,0,0,0,3,0,0,-2,0,0,0,4,0,4,-2,0,-1
147,2,0,-1,0,5,-1,0,1,3,0,0,0,-2,-1,1,2,-6,2
148,0,0,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,-1,0
149,-1,-1,-2,0,0,0,0,0,1,0,-1,-1,-1,0,0,-4,-3,-3
150,0,-2,2,-1,-5,0,0,-1,0,0,0,0,-3,-1,-1,0,-2,0
151,0,-3,2,1,0,2,0,0,3,1,0,-1,-2,-2,-2,-3,2,0
152,0,2,0,-1,0,2,0,0,0,1,0,0,0,0,2,-6,0,3
153,0,0,0,0,0,-3,0,0,2,1,1,0,0,0,-2,0,0,0
154,0,-3,0,0,0,0,0,0,0,1,-1,-2,0,0,0,-1,-1,0
155,1,-1,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0
156,2,4,2,-2,0,-4,0,0,-2,-1,0,0,3,-3,0,1,0,1
157,0,1,-1,0,0,0,0,0,0,0,-1,0,1,-1,-2,-1,0,-1
158,0,-1,0,0,0,0,0,0,0,-1,0,-3,1,-1,0,0,0,0
159,6,-3,0,1,0,-1,3,2,0,0,0,0,0,0,-2,1,1,-5
160,2,2,-4,0,-3,0,0,0,-2,0,2,3,-2,-3,0,0,1,-2
161,3,3,1,-1,0,-3,0,0,-2,1,0,0,0,0,-1,-2,0,3
162,3,0,-4,0,1,-3,0,0,0,1,0,1,0,0,-2,4,1,0
163,0,1,0,0,0,0,0,0,2,0,0,0,0,-1,1,0,2,0
164,-2,0,3,2,-2,1,0,-3,-1,-1,0,0,4,-1,0,0,-2,3
165,1,0,5,1,0,2,0,0,1,4,0,0,2,1,2,0,0,1
166,-1,-2,0,0,0,-1,1,4,-1,-1,2,0,1,1,2,-2,1,-1
167,-1,3,2,0,0,0,0,0,0,0,1,0,-2,1,-1,1,0,4
168,0,-2,-3,-2,0,-2,-1,0,1,-4,0,-4,-3,0,-2,-3,2,-3
169,0,-1,-2,0,0,0,0,1,0,-1,0,-1,0,4,-1,0,-1,0
170,0,0,0,0,0,-1,0,2,0,1,0,-1,-1,-1,0,0,-2,1
171,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,-2,1,0,2
172,0,1,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,2
173,-1,0,0,-1,-2,-1,0,2,-1,-1,0,0,-2,-2,-2,-3,0,0
175,-1,-1,0,0,0,0,0,0,1,0,1,-1,0,-1,1,0,1,1
176,0,-2,-1,0,0,0,0,0,0,0,0,1,-2,-1,-1,0,-1,0
177,0,0,0,-3,0,-1,0,0,0,0,0,0,0,-1,2,1,0,1
178,0,0,2,0,0,2,1,0,0,0,-1,0,0,1,-1,0,0,0
179,-1,0,1,-1,0,-2,0,1,-1,0,0,0,2,-1,0,-2,-5,-2
180,1,1,0,0,0,-4,0,0,0,-2,0,-1,2,0,2,1,0,0
181,0,3,0,-1,2,-4,0,0,0,-1,0,-1,-1,0,-2,-1,0,3
182,0,-1,0,-1,0,-3,0,0,0,-1,0,-1,-3,2,1,2,1,3
183,0,1,0,0,0,0,-2,1,1,1,1,2,0,0,0,-1,-1,-2
184,-2,0,-3,0,0,-2,-2,1,-1,0,0,0,-1,2,-2,2,0,1
185,0,0,0,0,-5,0,0,0,0,0,1,0,0,-1,0,0,-1,3
186,4,-1,0,-3,-1,-3,0,0,-1,-2,-2,0,1,0,-2,6,0,1
187,0,2,-2,0,0,-1,0,0,0,0,0,-1,-1,-1,-2,-1,2,3
188,0,1,0,0,1,0,0,-1,0,-1,2,2,0,0,-1,0,1,0
189,-1,1,-1,-1,0,0,0,0,0,1,0,1,-1,-1,0,4,0,0
190,0,-1,-1,0,0,0,0,0,-2,3,0,0,-1,0,0,-1,0,0
191,3,-2,-1,-1,0,-2,0,0,-5,2,0,0,1,-2,1,-1,0,0
192,-3,-2,-2,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,1
193,0,1,0,0,2,0,0,0,0,-1,0,0,0,-4,0,0,2,0
194,0,2,-1,0,1,0,0,0,0,1,0,0,1,-2,0,0,1,0
195,0,0,0,0,1,-1,0,0,0,-1,1,-1,0,0,0,0,0,1
196,0,2,-2,0,0,-1,0,2,2,0,0,-1,-1,1,1,3,2,2
197,1,-1,1,-2,0,-2,0,1,0,-4,-1,0,-4,0,-1,0,1,-1
198,0,2,0,0,0,-1,-2,1,0,1,0,0,-1,2,-1,1,1,0
199,1,-1,0,-1,3,-1,0,1,0,3,-1,0,0,0,-1,0,-1,0
200,0,0,0,0,0,-2,0,0,0,0,0,0,-3,0,-1,3,0,4
201,0,1,1,0,0,-3,0,0,0,-1,0,1,1,1,-1,1,2,0
202,2,0,3,-2,0,-3,0,0,-1,0,0,1,0,1,1,1,-1,5
203,0,-2,0,0,0,0,0,2,0,1,0,0,0,-1,0,0,0,0
204,0,-2,0,0,0,0,0,0,-1,0,1,0,-1,-1,-1,0,2,0
205,0,2,-1,0,0,0,0,0,0,0,0,-1,2,-2,2,2,-1,0
206,-1,0,0,0,4,-1,0,-3,1,2,0,0,1,2,1,1,-1,1
207,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-2,0,0,-1,-2
208,3,2,4,0,0,2,0,0,-3,1,0,0,3,0,3,0,0,0
209,0,1,0,-2,0,-1,0,0,-1,-2,0,-1,-3,-1,-2,-1,0,1
210,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-2
211,3,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-2,0,0,0
212,-3,1,-1,0,0,0,0,0,-1,1,0,-1,0,0,-3,0,0,0
213,0,0,0,-4,3,1,0,1,1,-1,0,0,-1,0,-2,-1,2,2
214,0,0,0,-1,0,-1,-2,0,-3,0,0,0,-4,0,1,-3,0,-1
215,0,1,-1,-1,0,-1,0,1,1,0,0,1,0,2,-1,0,6,1
216,0,0,2,0,0,0,0,0,0,1,1,-1,0,0,0,1,3,0
217,0,-1,0,0,-3,1,0,-4,0,-1,0,-5,0,0,0,0,-1,-4
218,-2,1,3,-2,0,-1,-6,0,3,0,-1,2,-1,-3,-3,0,0,2
219,-1,0,0,0,0,0,3,0,-2,0,1,0,-1,0,-2,0,2,0
220,0,-2,0,0,0,1,-5,-5,-1,-3,0,-1,0,-1,0,0,-3,0
221,0,-1,1,0,3,0,0,2,2,0,0,0,0,0,2,0,1,0
222,-1,-2,0,5,0,0,2,0,2,-1,0,1,2,0,0,-3,-1,1
223,-7,0,2,-2,0,-6,0,0,-4,-3,0,-2,3,0,0,0,0,-4
224,0,0,1,5,0,2,0,0,0,-1,1,1,-1,0,-1,5,0,0
225,4,6,-2,-2,0,1,0,1,0,0,0,1,1,1,-1,-2,0,-1
226,0,-1,0,0,0,0,0,0,0,0,0,-1,-2,0,-2,2,0,3
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
228,0,0,0,0,1,0,3,2,0,1,1,-1,0,0,0,0,0,0
229,-3,-1,4,0,0,0,0,0,0,0,0,1,-1,0,2,2,0,4
230,0,2,-2,0,0,1,0,0,0,-2,0,-1,0,0,0,0,0,2
231,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0
232,0,1,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,1,-1,-2,-4,1,-3,-1,1,0
234,-2,2,1,0,0,0,0,-4,0,-1,-1,0,1,-1,-1,1,1,0
235,0,-1,0,0,0,0,0,0,-2,0,0,-3,-4,0,0,-3,0,2
236,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0
237,3,-2,-4,1,0,-2,1,0,1,5,0,3,0,-1,-1,-1,-1,-1
238,0,2,0,0,2,-2,0,0,0,-1,-1,-1,-2,1,0,0,0,2
239,-2,-1,1,-1,0,-6,0,0,0,0,0,-2,-1,0,-1,0,0,0
240,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0
241,-2,-2,-1,1,0,-1,0,0,-2,0,0,-1,-1,0,0,-3,0,-2
242,0,-2,0,0,-2,0,0,0,-1,1,0,0,0,-1,1,0,-3,2
243,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0
245,0,0,-1,0,-2,-1,0,0,0,0,0,0,2,0,1,3,1,1
246,3,-2,-4,0,-2,4,0,0,-1,4,1,-1,-2,0,0,0,-2,4
247,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
248,0,0,0,0,3,0,0,0,-1,2,1,1,2,0,1,-3,0,3
249,-1,2,0,-3,0,0,0,0,0,0,1,1,-1,0,-1,2,0,-6
250,-2,3,-1,-4,0,1,0,0,2,0,-1,0,-2,1,1,-3,-2,-6
251,0,0,1,1,0,-1,0,0,1,5,0,0,3,0,1,3,0,-3
252,0,0,-2,1,0,-1,0,0,0,0,-1,0,1,0,-2,1,-1,1
253,-2,1,4,0,0,-1,0,0,2,-1,1,1,1,0,0,-1,0,5
254,1,0,0,-2,0,0,0,0,0,0,-1,0,2,1,0,0,0,2
255,0,-1,0,2,2,0,0,1,-1,0,0,0,1,0,0,0,0,0
256,0,-3,-2,-3,0,2,0,0,0,-1,-1,-3,-1,-1,-2,-2,0,-1
257,0,-2,0,0,2,1,0,-1,-1,-2,0,0,1,1,1,0,1,-2
258,-1,6,0,3,0,0,0,0,0,0,-1,-1,0,0,1,5,0,-1
259,-1,-4,-2,0,0,-2,0,1,0,1,2,1,0,0,-4,0,1,0
260,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0
261,0,0,2,0,0,1,0,0,0,-1,0,0,-4,0,0,0,0,0
262,0,2,-3,0,0,-3,0,4,-1,1,0,0,-2,0,0,-4,0,0
263,0,-1,0,0,0,-1,0,0,-2,-1,0,0,0,-1,0,0,1,1
264,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
265,4,-1,-5,2,0,1,0,0,-2,1,-1,0,-2,0,-2,0,0,-4
266,1,-2,0,3,0,1,0,0,0,-1,0,-1,-2,0,-2,2,0,1
267,1,0,-2,0,-1,2,0,3,-1,2,0,0,2,-2,1,-1,2,1
268,0,2,2,0,0,0,2,6,4,1,1,-1,5,2,0,1,-1,1
269,2,1,3,-3,3,1,0,0,2,0,0,0,3,0,1,0,0,-1
270,0,-1,0,0,0,0,1,1,1,1,0,0,0,-1,1,0,-4,1
271,3,0,-2,0,0,-2,0,0,0,1,-1,-1,-1,0,0,2,0,2
272,0,2,1,-2,2,-3,0,-1,2,2,1,0,1,0,2,1,0,-1
273,0,-1,1,0,-2,1,0,1,2,-2,0,0,3,4,0,-3,0,4
274,0,-1,0,0,-1,0,0,-1,0,0,-1,-2,0,0,0,0,2,2
275,0,-2,-2,0,0,-1,0,-2,-2,-1,1,1,-1,0,-1,5,0,0
276,0,0,4,0,0,0,0,0,0,-1,2,-1,3,0,0,-3,5,0
277,-3,-1,-2,-2,0,1,0,0,0,0,0,0,-1,0,-1,1,0,-3
278,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-2,0
279,2,1,0,-2,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0
280,-2,-5,-2,-3,0,-2,0,0,0,-3,-1,-1,0,-2,0,1,0,-4
281,-1,0,-2,-1,2,-2,0,0,3,4,0,1,-2,-3,-2,-3,1,-7
282,0,4,0,-2,0,-1,0,0,0,0,1,-1,1,0,-1,-2,0,-3
283,-2,-3,-2,-2,0,-1,0,0,2,0,0,1,-2,0,2,0,0,-2
284,0,2,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0
285,0,0,0,0,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
286,-2,1,0,-4,0,0,0,-2,0,-1,0,1,0,0,0,-2,3,0
287,0,0,0,0,0,0,-2,-1,1,0,0,0,0,0,0,0,0,0
288,0,-1,0,0,0,0,0,-3,-3,0,2,0,1,0,-1,0,0,0
289,0,0,2,0,0,0,1,-2,1,-1,0,1,-1,-1,1,0,0,0
290,0,-1,2,0,1,0,1,1,1,0,1,1,0,-1,0,0,0,2
291,0,0,0,0,-2,0,0,-1,0,-1,0,-1,0,-1,0,0,-3,-2
292,1,2,2,-2,0,-1,0,0,2,-2,0,0,1,0,-1,0,-2,-1
293,0,-3,-1,0,-1,-2,0,-1,0,0,2,1,3,-1,0,0,1,2
294,-1,0,2,-1,0,-3,0,0,0,-1,0,-2,2,0,0,-2,4,-1
295,1,-2,3,0,0,-2,0,0,0,-2,0,-1,3,-1,0,4,-7,0
296,-2,-3,0,2,0,-6,0,0,1,-1,-1,2,1,0,-3,1,0,-2
297,0,2,0,-2,0,0,0,0,3,-1,1,2,-1,-1,-2,1,1,0
298,1,-2,-3,2,-1,-2,0,0,-3,0,-1,1,-1,0,0,-3,0,-3
299,0,1,0,0,0,3,0,0,0,1,0,0,2,1,0,-1,0,3
300,0,0,0,2,3,1,0,1,0,-1,1,-1,0,0,0,0,-1,0
301,-2,2,4,0,0,0,0,0,0,-2,0,-2,0,0,3,0,0,1
302,-2,0,-1,0,0,0,0,0,-1,-2,0,-1,-2,0,-2,4,-1,0
303,0,0,2,5,0,0,0,0,0,0,1,0,0,1,-1,5,1,-2
304,-1,1,-2,-7,0,1,0,0,0,-4,0,0,0,0,0,-4,0,-2
305,-4,-3,3,1,2,-1,0,0,-1,-2,0,0,-2,-1,-2,2,-2,0
306,0,-1,1,-1,0,-1,0,0,0,4,1,-1,0,0,-1,-1,0,0
307,2,1,2,0,0,0,2,0,2,0,0,-1,-1,-1,0,1,-2,3
308,0,2,-2,1,0,1,0,0,0,0,0,0,1,0,0,-1,0,3
309,1,-1,-1,0,0,-3,0,0,3,0,-1,-1,0,0,1,0,0,2
310,0,-1,-2,0,0,-2,-3,1,0,1,0,-1,3,1,0,0,3,2
311,-1,-2,-2,0,0,-3,0,0,0,1,0,2,0,0,0,0,0,4
312,0,-2,0,0,2,-1,0,0,0,-2,0,0,0,0,0,0,1,0
313,4,-3,-3,0,1,-4,0,-2,0,-1,1,0,1,0,-1,2,-1,0
314,-1,1,-6,0,0,0,0,0,0,-3,0,1,-2,0,0,0,0,0
315,-2,-2,2,-2,0,-1,0,-5,0,1,-1,1,-2,0,-1,-1,-2,2
316,0,0,2,2,0,-4,0,1,-1,2,-1,0,0,0,-1,0,1,-2
