,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
56,12.666666666666666,20.0,,,,,,,6.5,8.333333333333334,,3.0,10.0,,16.666666666666668,,,16.333333333333332,2.25
57,,55.0,,,,,,,,8.75,1.8297872340425532,3.185185185185185,,19.25,,,15.4,,1.7916666666666667
58,19.5,-1,,-1,,,,,-1,10.333333333333334,,3.391304347826087,,,17.0,-1,,,2.8666666666666667
59,,-1,40.0,,,,,,,17.333333333333332,15.0,2.1794871794871793,15.666666666666666,,,,,-1,2.0714285714285716
60,,12.5,,,21.0,-1,,50.0,-1,9.428571428571429,5.142857142857143,2.4054054054054053,,40.5,12.5,,,,1.7450980392156863
61,-1,10.0,-1,,,,,,,4.315789473684211,4.0,2.0,5.888888888888889,11.333333333333334,4.111111111111111,9.0,22.0,10.0,1.9090909090909092
62,,19.0,,,,-1,,-1,-1,56.0,19.333333333333332,3.8823529411764706,-1,21.0,-1,,21.0,-1,3.473684210526316
63,,14.666666666666666,,,,,,,,8.875,,2.892857142857143,,,,,,,2.7
64,,,,,,,,-1,,12.2,4.529411764705882,1.5357142857142858,,17.0,-1,,,,1.4745762711864407
65,,18.0,,-1,,-1,,,,13.5,14.333333333333334,3.8260869565217392,,,23.0,-1,-1,37.5,3.3846153846153846
66,,33.0,,,,67.0,,-1,,9.571428571428571,2.740740740740741,2.4838709677419355,,-1,15.25,,28.0,,2.5
67,,,,,,,,,,12.0,4.684210526315789,3.1785714285714284,,21.5,20.5,,66.0,,2.966666666666667
68,3.5,,1.435483870967742,15.0,,,,,,9.11111111111111,15.75,5.583333333333333,19.75,,23.333333333333332,5.0,,20.666666666666668,1.3088235294117647
69,,7.2727272727272725,,,,,,,,6.583333333333333,2.0232558139534884,1.8333333333333333,,26.0,,,5.0,,1.7254901960784315
70,31.5,,,,,4.0,,,,13.5,4.0,1.9333333333333333,,,20.0,,,,1.7959183673469388
71,,-1,,,,,,,,-1,3.44,3.185185185185185,,-1,,,18.333333333333332,,2.588235294117647
72,,-1,,,,,,-1,-1,63.0,6.222222222222222,5.0625,,28.0,-1,,-1,,4.2
73,16.8,19.5,23.0,9.2,-1,,,,-1,-1,8.333333333333334,5.5,-1,-1,7.363636363636363,3.5,,,2.7419354838709675
74,19.5,-1,29.5,,,25.0,,,,13.0,-1,6.0,22.333333333333332,34.5,5.25,28.0,,,4.666666666666667
75,,12.285714285714286,,,,,,,,18.75,13.2,2.588235294117647,-1,-1,,,,,2.4444444444444446
76,,9.833333333333334,,,,53.0,,,-1,8.714285714285714,10.0,3.6666666666666665,,,25.0,-1,-1,11.857142857142858,3.6666666666666665
77,-1,33.0,-1,,,,,,18.75,19.25,,6.461538461538462,21.666666666666668,-1,24.0,,,,4.833333333333333
78,5.0,31.5,,-1,,12.333333333333334,,,,5.285714285714286,24.0,3.4210526315789473,12.0,-1,,2.0,-1,-1,3.4210526315789473
79,,-1,,,28.0,,,69.0,69.0,7.8,4.25,3.5416666666666665,56.0,36.5,,,21.0,,3.4
80,,13.0,,,-1,,,,,7.181818181818182,1.76,1.7058823529411764,,-1,,,-1,,1.4915254237288136
81,-1,23.5,20.0,,,,,,18.0,14.2,-1,3.391304347826087,8.714285714285714,-1,,-1,,53.0,2.2777777777777777
82,16.5,11.0,43.0,4.0,,,,,,19.0,8.6,3.142857142857143,11.666666666666666,20.0,-1,,13.0,19.5,2.0952380952380953
83,,-1,-1,,,,,,,12.833333333333334,50.0,3.7142857142857144,12.0,5.0,,,,,2.689655172413793
84,,-1,26.333333333333332,-1,-1,20.0,,,-1,14.333333333333334,-1,5.333333333333333,20.0,-1,19.5,29.0,,34.5,4.2105263157894735
85,,19.0,,,,,,,,13.6,,5.714285714285714,22.0,,55.0,-1,,67.0,4.421052631578948
86,,-1,,,,,,29.0,,9.375,2.8666666666666667,2.4571428571428573,34.0,25.333333333333332,49.0,,16.25,-1,2.097560975609756
87,,,,2.0,,,,,-1,17.5,9.0,5.125,,,-1,7.0,,,4.315789473684211
88,-1,-1,,24.0,38.0,,,,,10.142857142857142,4.368421052631579,3.1923076923076925,49.0,,,,-1,-1,2.7666666666666666
89,,66.0,,,,15.333333333333334,,,,7.0,3.0384615384615383,2.189189189189189,26.0,5.0,,,11.857142857142858,,1.9090909090909092
90,,-1,-1,,,34.0,,,,15.333333333333334,,8.8,52.0,,37.0,31.5,,-1,5.176470588235294
91,,20.333333333333332,,,,,,,-1,12.5,17.5,4.0,-1,,,-1,-1,-1,3.652173913043478
92,-1,8.875,,4.666666666666667,3.0,3.0,-1,,15.4,8.7,4.2105263157894735,2.4166666666666665,17.0,4.0,18.75,-1,10.8,23.5,1.9772727272727273
93,,11.0,-1,,,,,,-1,8.142857142857142,,5.333333333333333,8.166666666666666,,4.466666666666667,,,,2.8333333333333335
94,,-1,,,,,,-1,,,-1,20.5,,,,,62.0,,18.0
95,,4.25,,,,,,,-1,10.125,3.44,2.1219512195121952,-1,19.0,7.0,,24.333333333333332,-1,1.7755102040816326
96,,10.428571428571429,,-1,,,,,,8.5,,7.083333333333333,25.0,,-1,,,-1,4.722222222222222
97,16.0,37.5,-1,6.909090909090909,,9.625,,,-1,10.5,9.0,4.052631578947368,14.0,,63.0,6.083333333333333,1.0,3.0,2.5
98,,-1,-1,,,,,,,4.9411764705882355,9.666666666666666,2.4444444444444446,-1,-1,10.0,-1,7.0,-1,2.2
99,6.0,17.5,20.666666666666668,,,,,,,8.285714285714286,18.666666666666668,6.384615384615385,8.285714285714286,37.0,9.333333333333334,,1.0,6.0,2.838709677419355
100,,20.0,,,,,,,-1,-1,12.0,3.3,49.0,29.5,,-1,-1,-1,3.5416666666666665
101,,19.75,,,,,,,,8.75,14.0,2.5,-1,,,,7.083333333333333,,2.263157894736842
102,10.333333333333334,9.125,-1,-1,-1,,,,,9.25,2.6129032258064515,1.5892857142857142,17.0,-1,15.5,-1,,36.5,1.3088235294117647
103,,-1,,,,27.0,,,,13.25,2.289473684210526,2.5588235294117645,,,,,1.0,,1.7058823529411764
104,,-1,,,,,,,,10.0,1.9772727272727273,1.7959183673469388,,,10.0,,9.333333333333334,,1.6923076923076923
105,,7.0,,,-1,,,,,5.230769230769231,2.3421052631578947,2.0232558139534884,,32.5,,,19.5,,1.8541666666666667
106,,17.0,-1,7.454545454545454,,9.333333333333334,,,-1,20.5,-1,5.571428571428571,14.333333333333334,,37.0,,,,2.5294117647058822
107,-1,13.0,-1,-1,,-1,,,-1,13.6,12.142857142857142,3.2083333333333335,10.166666666666666,,18.0,27.5,-1,36.0,2.236842105263158
108,,7.181818181818182,1.0,,,-1,,,,12.8,,3.3846153846153846,13.0,,19.333333333333332,,,,2.838709677419355
109,,9.0,,,,,,,,7.0,1.6862745098039216,1.6923076923076923,,27.0,-1,,,,1.375
110,,16.0,,,,21.666666666666668,,-1,20.666666666666668,3.6818181818181817,8.3,2.5294117647058822,-1,43.0,-1,13.0,9.5,,2.388888888888889
111,,,,,,,,,,-1,1.2027027027027026,2.3157894736842106,,-1,,,53.0,,1.2027027027027026
112,4.0,25.333333333333332,-1,,,,,,,30.0,8.0,6.8,-1,,7.714285714285714,,,,4.0
113,-1,40.5,,-1,-1,-1,-1,-1,10.25,8.571428571428571,10.714285714285714,3.4583333333333335,-1,10.5,8.2,23.666666666666668,,18.0,2.7666666666666666
114,-1,25.333333333333332,,,,8.0,,,,9.25,4.9411764705882355,2.7096774193548385,-1,-1,-1,,-1,,2.4
115,,17.5,,,,,,,-1,22.666666666666668,,3.9473684210526314,8.4,,-1,48.0,,,3.260869565217391
116,,19.0,-1,,,,,,-1,16.5,2.606060606060606,3.4285714285714284,14.0,-1,,,-1,-1,2.2051282051282053
117,,7.0,,,,,,,,11.666666666666666,9.0,3.12,,,19.666666666666668,,-1,,2.888888888888889
118,-1,,8.0,6.0,,13.6,,,-1,10.166666666666666,,5.909090909090909,2.5,,5.714285714285714,33.0,,-1,3.2083333333333335
119,,13.833333333333334,,-1,,21.333333333333332,,,26.333333333333332,10.125,38.5,5.785714285714286,16.0,,23.333333333333332,,,,3.9523809523809526
120,,,20.0,,,,,,,13.5,-1,3.3333333333333335,4.2,,8.0,-1,-1,,2.236842105263158
121,-1,,,,,-1,,,42.5,8.2,,2.4,,,26.5,,,-1,2.3513513513513513
122,,,,,,53.0,-1,-1,17.5,5.666666666666667,-1,7.0,69.0,-1,20.333333333333332,,-1,12.333333333333334,4.105263157894737
123,,6.333333333333333,,,-1,,,,,4.9375,2.4705882352941178,2.2051282051282053,,8.166666666666666,,,,,1.9111111111111112
124,,16.8,27.0,-1,-1,,,,,14.2,,5.0,14.75,,11.833333333333334,9.0,,-1,3.1481481481481484
125,-1,18.0,,,,-1,,,,8.8,61.0,3.15,,-1,9.0,-1,-1,-1,2.625
126,,-1,,,,-1,,,,10.6,4.944444444444445,2.0,14.25,-1,17.333333333333332,-1,47.0,,1.816326530612245
127,,15.0,,,,,,,,23.5,,3.3636363636363638,-1,,11.666666666666666,,,-1,3.1666666666666665
128,,-1,,,46.0,,,,,40.5,4.333333333333333,3.6956521739130435,,5.0,,,14.0,,2.073170731707317
129,,,,,14.0,,,17.0,,17.2,5.6,2.6176470588235294,,29.0,,,9.5,,1.8541666666666667
130,-1,18.5,-1,,,13.0,,,22.666666666666668,5.6,10.833333333333334,4.526315789473684,14.5,,9.555555555555555,,,42.0,3.44
131,,8.875,,,6.0,14.0,,,,7.9,4.722222222222222,3.0689655172413794,21.0,-1,,-1,13.0,20.0,2.870967741935484
132,,12.5,,,6.0,,,-1,,12.0,2.4857142857142858,2.3421052631578947,14.0,15.75,-1,,6.8,,2.022727272727273
133,,51.0,,,,,,,,8.833333333333334,14.333333333333334,2.2051282051282053,,,26.0,,-1,,2.2051282051282053
134,30.0,5.0,,59.0,,4.0,,,16.0,8.0,-1,6.583333333333333,10.571428571428571,,-1,39.0,,3.3333333333333335,3.608695652173913
135,,,,,,,,,,11.714285714285714,-1,3.3461538461538463,,,5.0,,,-1,3.0
136,,,,,,,,,5.75,-1,,5.333333333333333,,,,,,,4.6
137,38.5,23.333333333333332,-1,-1,,-1,,,1.0,10.142857142857142,9.555555555555555,3.8636363636363638,16.0,,9.75,75.0,-1,-1,2.9655172413793105
138,-1,21.0,,,-1,16.75,,,,7.0,13.5,4.777777777777778,15.6,-1,34.5,,,-1,4.0
139,23.666666666666668,18.0,-1,,,,,,,12.6,13.0,2.625,15.6,1.5,-1,2.0,18.333333333333332,21.25,2.125
140,9.666666666666666,40.5,-1,11.0,,,,-1,,6.0,22.333333333333332,2.263157894736842,14.75,,-1,21.0,,-1,1.7058823529411764
141,,9.11111111111111,,,19.0,,,,,14.4,3.16,2.4285714285714284,,,,,12.333333333333334,,1.9767441860465116
143,,9.5,,,23.0,,,31.5,,,5.117647058823529,4.0476190476190474,,23.5,,,19.25,,3.6666666666666665
144,,5.785714285714286,,,7.714285714285714,,,,,5.769230769230769,1.891304347826087,1.8125,,-1,,,12.0,,1.8125
145,-1,-1,,-1,,14.0,,,,12.5,17.5,9.666666666666666,21.0,,-1,-1,,,9.666666666666666
146,8.0,-1,36.0,,,-1,,,-1,42.5,,5.0,6.0,,8.0,-1,,,3.8636363636363638
147,12.0,28.0,,-1,-1,,,70.0,-1,5.866666666666666,12.833333333333334,2.71875,11.0,-1,16.25,,21.0,,2.2564102564102564
148,,,,,,,,,,9.0,2.4054054054054053,2.78125,,,,,-1,,1.7450980392156863
149,,,,,,,,,,20.5,26.0,3.4,23.0,,21.5,-1,,-1,3.0357142857142856
150,,45.0,-1,,-1,,,37.5,-1,26.0,3.0344827586206895,2.5428571428571427,13.5,18.5,,,27.0,-1,2.225
151,,25.666666666666668,21.0,-1,,-1,,,-1,4.666666666666667,17.5,2.71875,-1,,24.0,-1,-1,,2.4857142857142858
152,,14.6,-1,16.333333333333332,,20.0,,,,11.285714285714286,5.266666666666667,2.6333333333333333,15.8,,10.0,-1,,35.0,2.3714285714285714
153,,7.777777777777778,,,,,,,13.0,4.9411764705882355,9.875,1.826086956521739,1.0,,11.0,,,,1.6862745098039216
154,19.25,-1,-1,,,,,,,,15.5,2.5294117647058822,15.0,,67.0,-1,-1,,2.388888888888889
155,,15.4,,-1,,,,,,8.666666666666666,,4.2631578947368425,29.0,,6.230769230769231,34.5,,-1,3.28
156,21.0,10.75,-1,,,14.4,,,12.0,7.166666666666667,,3.5833333333333335,12.666666666666666,,16.8,22.0,,27.5,3.44
157,-1,5.0,,,,-1,,,,11.142857142857142,9.625,2.806451612903226,13.5,,42.0,,,,2.3513513513513513
158,,18.0,,,,,,,-1,4.25,-1,3.130434782608696,,,,,,,3.130434782608696
159,,35.0,-1,,,23.666666666666668,,,14.6,,-1,17.75,31.5,-1,13.0,-1,,,6.0
160,,18.5,-1,,,,,,,5.75,9.11111111111111,2.515151515151515,,,15.5,,,,2.236842105263158
161,28.0,14.25,,4.5,,22.666666666666668,,,12.666666666666666,7.909090909090909,-1,3.3461538461538463,4.3,,8.11111111111111,-1,,-1,1.9772727272727273
162,,16.0,,,,,,,,7.3,15.75,5.214285714285714,14.6,,13.5,17.0,-1,,3.3181818181818183
163,,,,,41.0,,,,-1,10.333333333333334,2.806451612903226,2.838709677419355,58.0,47.0,-1,,-1,,1.9130434782608696
164,19.75,-1,,-1,,19.0,,,,13.4,-1,7.125,,,-1,-1,,,4.35
165,,-1,,,,-1,,,3.0,,-1,14.4,13.0,-1,-1,-1,,,7.636363636363637
166,-1,19.0,-1,,,-1,,,-1,,-1,19.0,-1,,,19.0,,,20.75
167,,9.571428571428571,9.5,,,,,,,20.5,,3.1538461538461537,17.666666666666668,,6.5,,,,2.484848484848485
168,,3.5,,5.333333333333333,,4.5,,,31.5,43.0,-1,6.5,15.0,,-1,-1,-1,-1,4.333333333333333
169,-1,,-1,,-1,,,,-1,10.857142857142858,4.705882352941177,3.1923076923076925,,12.666666666666666,-1,,10.571428571428571,-1,2.9
170,,,,,-1,,,,,13.0,4.6,4.0588235294117645,,12.0,20.0,,4.0,,4.277777777777778
171,,2.0,,,,10.0,,,,16.5,14.666666666666666,3.375,-1,-1,30.5,-1,,26.0,2.625
172,,-1,,,,,,,,4.375,19.5,3.5714285714285716,15.5,21.0,-1,,,-1,3.5714285714285716
173,,10.5,,,50.0,,,,,24.0,3.142857142857143,3.2222222222222223,,9.625,,,4.0,-1,2.3783783783783785
175,,16.333333333333332,,,5.6,,,38.0,-1,3.5,2.5454545454545454,2.4,,12.833333333333334,,,6.0,,2.27027027027027
176,,-1,,,7.0,,,,,20.0,3.107142857142857,3.0344827586206895,,,,,-1,-1,2.2564102564102564
177,,18.25,8.0,11.2,,,,,-1,20.333333333333332,42.5,6.538461538461538,10.5,-1,38.0,,,31.5,4.35
178,,-1,,,,1.0,,,,15.25,3.8181818181818183,3.44,,8.4,7.166666666666667,,16.0,-1,2.9655172413793105
179,,10.5,-1,-1,,23.0,,,25.5,6.0,25.0,4.3,9.333333333333334,-1,21.0,-1,-1,,2.9655172413793105
180,-1,7.888888888888889,,,,-1,,,-1,10.666666666666666,,3.1481481481481484,14.333333333333334,,,-1,,-1,2.9310344827586206
181,,10.0,,,,-1,,,15.25,11.714285714285714,,4.555555555555555,,,4.875,25.333333333333332,,-1,3.48
182,,25.0,,-1,,,,,,4.052631578947368,,3.2083333333333335,27.5,,14.0,34.0,,,3.08
183,,47.0,,,,-1,,-1,32.0,13.333333333333334,3.0344827586206895,2.696969696969697,,19.0,,,11.857142857142858,35.0,2.4722222222222223
184,,20.0,,,,4.0,,,52.0,23.333333333333332,-1,12.666666666666666,10.25,,19.0,-1,,,7.454545454545454
185,,,,,,,,,,,-1,-1,,,,,,,23.0
186,,-1,-1,9.0,,26.5,-1,-1,4.25,15.6,7.8,3.9523809523809526,25.0,-1,17.5,14.666666666666666,,-1,3.772727272727273
187,22.666666666666668,11.285714285714286,68.0,,,,,,,-1,24.666666666666668,2.8666666666666667,-1,,13.166666666666666,14.5,-1,3.3333333333333335,2.1219512195121952
188,,,,,-1,,,,,10.0,1.8541666666666667,1.78,,,-1,,22.333333333333332,-1,1.6481481481481481
189,-1,6.0,-1,,,,,,15.333333333333334,6.7,-1,3.4,11.2,-1,-1,12.0,,,3.3181818181818183
190,7.0,23.333333333333332,,,,-1,,,,9.555555555555555,,7.166666666666667,23.5,,7.0,,,,6.615384615384615
191,10.0,20.0,,,,22.0,,,,10.0,,10.5,9.444444444444445,,8.571428571428571,16.0,,11.0,3.3461538461538463
192,-1,-1,,,,-1,,,-1,3.0,2.0,1.375,-1,8.0,2.0,,,,1.2857142857142858
193,,,,,,,,4.0,,9.333333333333334,6.916666666666667,3.6666666666666665,,21.5,-1,-1,23.0,,3.0344827586206895
194,,-1,-1,,,,,-1,,25.333333333333332,2.8666666666666667,2.4857142857142858,-1,5.846153846153846,3.5,,,,2.1219512195121952
195,,38.0,,,-1,,,-1,,,7.2,4.368421052631579,,6.909090909090909,,,27.333333333333332,,2.9642857142857144
196,,9.75,-1,,,12.0,,,,9.857142857142858,9.571428571428571,3.6666666666666665,14.25,-1,19.5,3.0,,10.333333333333334,2.75
197,,12.5,,2.0,,4.666666666666667,,12.75,8.0,8.875,5.714285714285714,4.2,17.2,4.666666666666667,22.0,-1,11.0,2.0,2.3783783783783785
198,,16.666666666666668,,,,13.5,,,-1,16.25,4.190476190476191,2.4444444444444446,-1,35.0,-1,,6.0,,2.2
199,,-1,,,,-1,,-1,,14.333333333333334,9.833333333333334,6.916666666666667,,36.5,41.0,,11.428571428571429,,3.423076923076923
200,,42.0,-1,,,,,,,7.545454545454546,1.851063829787234,2.2222222222222223,43.0,-1,,-1,36.5,5.0,1.6730769230769231
201,,9.222222222222221,5.666666666666667,-1,,29.5,,,,5.928571428571429,-1,5.117647058823529,8.875,,9.857142857142858,49.0,,8.0,3.107142857142857
202,,6.0,,-1,,,,,-1,25.333333333333332,3.5,3.2222222222222223,17.2,,40.5,,,-1,2.230769230769231
203,,,,,-1,,,-1,,13.0,4.647058823529412,2.8666666666666667,,6.0,,,21.333333333333332,,2.606060606060606
204,,-1,,,,17.0,-1,48.0,29.0,6.454545454545454,2.484848484848485,2.046511627906977,69.0,15.0,4.555555555555555,,15.5,,1.4426229508196722
205,,64.0,,,-1,,,,,9.333333333333334,2.7419354838709675,1.7551020408163265,17.666666666666668,36.0,17.0,-1,24.666666666666668,-1,1.5087719298245614
206,,11.0,,,,-1,,-1,,10.0,1.76,2.125,,27.0,10.428571428571429,,-1,,1.435483870967742
207,,10.0,,,-1,,,,,-1,5.5,3.269230769230769,,10.666666666666666,,,-1,,3.1481481481481484
208,-1,,17.0,8.333333333333334,,-1,,,,15.0,3.0,13.0,4.0,,10.5,,,,4.133333333333334
209,,,35.0,,,-1,,,,-1,,2.689655172413793,11.5,,7.857142857142857,11.0,,,2.0526315789473686
210,,-1,,,,,,33.0,,22.666666666666668,8.3,2.4571428571428573,,30.0,,,-1,-1,2.0
211,,13.4,,,,,,,,10.714285714285714,47.0,4.0476190476190474,-1,5.0,18.0,,-1,2.0,3.269230769230769
212,,16.5,,,,,,,,11.142857142857142,1.8541666666666667,2.6666666666666665,,,16.666666666666668,,,,1.5344827586206897
213,,-1,,-1,-1,,,11.25,15.0,3.25,1.76,1.5714285714285714,31.5,11.6,,-1,6.636363636363637,,1.5172413793103448
214,,10.666666666666666,-1,8.0,,,,,,15.75,5.1875,3.6956521739130435,13.0,,9.0,-1,19.75,18.666666666666668,2.361111111111111
215,-1,23.0,,,,,,21.0,,10.5,3.1923076923076925,3.2222222222222223,-1,7.666666666666667,-1,,3.6666666666666665,,2.5588235294117645
216,,6.0,,,-1,-1,,-1,,8.11111111111111,5.0625,2.625,-1,30.5,,,-1,,2.3333333333333335
217,,11.166666666666666,,,,-1,,-1,20.5,10.125,,4.5,14.5,,,-1,-1,-1,3.727272727272727
218,,10.0,11.5,,,15.0,,-1,,18.0,-1,5.0,,,-1,,,-1,11.0
219,,30.0,-1,,,9.8,,,32.5,8.666666666666666,,4.421052631578948,13.2,,17.0,,,-1,2.3513513513513513
220,,,,,12.5,-1,-1,-1,16.25,16.0,3.4166666666666665,3.1538461538461537,,14.2,,,9.875,,2.6451612903225805
221,,14.0,,,,,,15.25,-1,9.25,5.416666666666667,4.095238095238095,,-1,,,11.0,,3.0
222,-1,11.0,-1,,,10.0,,,46.0,14.25,28.0,5.7,23.5,-1,8.166666666666666,-1,,-1,5.230769230769231
