,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
69,,8.388235294117647,,,49.09090909090909,,,-1,,5.0137931034482754,1.5873362445414847,1.5588865096359743,,18.444444444444443,,,46.15384615384615,,1.4796747967479675
70,39.666666666666664,53.1,147.5,178.0,-1,55.81818181818182,,,-1,10.125,114.6,3.084070796460177,-1,,25.615384615384617,27.5,,372.0,2.7045454545454546
71,,539.0,,,,,,62.75,-1,35.55555555555556,3.9555555555555557,3.1798245614035086,,29.823529411764707,,,43.0,77.0,2.817829457364341
72,,111.33333333333333,173.5,,58.4,,,56.54545454545455,59.666666666666664,13.11320754716981,4.550632911392405,3.5445544554455446,-1,9.702702702702704,79.75,,39.35294117647059,-1,2.5316901408450705
73,10.93939393939394,43.92307692307692,26.04,12.903846153846153,-1,53.9,,-1,170.5,30.38095238095238,60.77777777777778,11.618181818181819,15.238095238095237,-1,11.19672131147541,33.25,,38.4,3.378504672897196
74,54.38461538461539,46.38461538461539,30.91304347826087,,,26.375,,,80.0,23.655172413793103,28.954545454545453,6.590909090909091,34.0,44.4,10.069444444444445,52.8,69.4,119.0,5.708661417322834
75,,18.842105263157894,,,,,,,,7.923076923076923,19.135135135135137,1.8571428571428572,52.5,349.0,-1,,-1,-1,1.7129411764705882
76,66.5,19.771428571428572,62.666666666666664,,,61.7,,-1,98.2,9.223684210526315,11.180327868852459,3.6218905472636815,26.666666666666668,31.333333333333332,24.379310344827587,54.54545454545455,34.25,20.90909090909091,2.959349593495935
77,70.11111111111111,27.46153846153846,96.83333333333333,5.0,,86.66666666666667,,185.0,34.68421052631579,16.133333333333333,27.0,5.584615384615384,36.8421052631579,35.333333333333336,16.022222222222222,-1,81.0,-1,4.594936708860759
78,22.607142857142858,22.516129032258064,31.11111111111111,24.51851851851852,-1,37.88235294117647,,,,12.196428571428571,28.083333333333332,4.084745762711864,11.225806451612904,84.875,25.95,33.15,124.8,64.0,3.5841584158415842
79,,66.375,,,18.594594594594593,178.5,-1,112.5,67.28571428571429,15.456521739130435,5.385185185185185,3.529126213592233,128.6,33.78947368421053,66.0,1.0,41.285714285714285,-1,3.2600896860986546
80,,48.84615384615385,16.0,,143.5,,,,,7.12,2.2195121951219514,1.9517426273458445,58.8,63.45454545454545,55.5,275.0,52.45454545454545,113.8,1.5103734439834025
81,46.214285714285715,32.61904761904762,41.42857142857143,77.0,-1,7.0,,,92.0,16.066666666666666,57.5,2.9392712550607287,11.883333333333333,64.5,26.782608695652176,62.125,-1,63.63636363636363,2.357142857142857
82,37.529411764705884,29.65,86.71428571428571,53.416666666666664,76.0,186.0,189.0,66.5,60.9,18.789473684210527,7.484536082474227,2.3713355048859937,7.977528089887641,22.9,31.428571428571427,128.25,22.15625,45.125,1.6890951276102089
83,566.0,42.8125,51.6,74.66666666666667,-1,117.75,,,,7.22,25.428571428571427,2.2110091743119265,8.743589743589743,73.55555555555556,28.40909090909091,94.8,102.83333333333333,126.0,1.922872340425532
84,63.25,42.0625,44.57142857142857,60.63636363636363,-1,32.36363636363637,,-1,215.66666666666666,39.5,164.0,9.337662337662337,27.94736842105263,132.66666666666666,30.125,58.81818181818182,-1,35.611111111111114,6.820754716981132
85,,17.692307692307693,52.5,,,118.0,,,,6.62962962962963,,2.641025641025641,34.7,249.0,63.36363636363637,117.8,,65.28571428571429,2.353896103896104
86,168.0,27.2,92.4,-1,209.5,92.33333333333333,,123.75,74.85714285714286,7.691489361702128,3.225663716814159,2.4219269102990033,38.5,26.51851851851852,24.24137931034483,47.5,29.416666666666668,76.25,2.1761194029850746
87,125.0,99.25,184.0,123.2,,53.3,,,83.375,23.333333333333332,31.57894736842105,4.619354838709677,180.5,,69.8,96.85714285714286,,54.2,3.75
88,308.0,48.61538461538461,67.2,19.18918918918919,56.75,56.375,,-1,36.0,9.407894736842104,5.299270072992701,2.574468085106383,33.476190476190474,84.0,117.5,32.05263157894737,41.38461538461539,80.25,2.326923076923077
89,,23.0,217.0,,103.33333333333333,46.53846153846154,,68.57142857142857,-1,14.404255319148936,2.439189189189189,1.8014888337468982,96.16666666666667,20.7,26.954545454545453,90.6,14.4375,33.416666666666664,1.6133333333333333
90,38.0,64.5,131.4,39.714285714285715,,73.77777777777777,,-1,-1,12.23728813559322,32.75,4.55,24.785714285714285,10.0,23.692307692307693,43.92857142857143,-1,46.23076923076923,3.324200913242009
91,175.0,11.629032258064516,37.666666666666664,,-1,-1,,-1,87.625,22.548387096774192,20.666666666666668,3.071729957805907,127.0,-1,92.2,-1,310.5,119.16666666666667,2.888888888888889
92,165.5,10.544117647058824,62.44444444444444,98.0,167.66666666666666,28.90909090909091,27.291666666666668,56.375,9.394736842105264,7.038834951456311,6.219298245614035,2.8622047244094486,16.738095238095237,25.6,10.32857142857143,25.26923076923077,19.685714285714287,40.76470588235294,2.0830945558739256
93,22.833333333333332,74.85714285714286,27.363636363636363,,,179.33333333333334,,,315.5,13.222222222222221,243.0,5.3283582089552235,6.91919191919192,,9.473684210526315,-1,,1.0,2.520979020979021
94,73.83333333333333,13.461538461538462,47.4,48.888888888888886,2.0,65.0,,200.33333333333334,173.0,4.967213114754099,37.44444444444444,3.537313432835821,35.42857142857143,66.5,11.553191489361701,372.0,18.925925925925927,58.714285714285715,2.512367491166078
95,-1,39.1875,,,87.5,-1,,76.25,297.5,12.413793103448276,4.172413793103448,2.319488817891374,71.6,14.543478260869565,28.875,,24.785714285714285,543.0,2.056657223796034
96,-1,13.75,,95.6,,84.0,,,-1,8.654761904761905,-1,5.0137931034482754,26.115384615384617,-1,55.833333333333336,-1,,245.5,4.202312138728324
97,47.61538461538461,44.0,101.5,7.576086956521739,73.75,9.917808219178083,,,168.25,18.5,8.447058823529412,5.128571428571429,17.414634146341463,155.0,61.09090909090909,7.01010101010101,61.0,56.5,2.4863013698630136
98,100.33333333333333,60.4,423.0,,,87.5,,,58.7,5.15,31.608695652173914,2.8661417322834644,46.714285714285715,142.33333333333334,27.59090909090909,100.0,56.0,200.0,2.402640264026403
99,10.515625,22.966666666666665,29.08,26.9,277.0,145.0,-1,-1,107.4,7.16,22.870967741935484,3.9726775956284155,8.835443037974683,104.66666666666667,5.798319327731092,28.727272727272727,65.33333333333333,16.513513513513512,2.1040462427745665
100,184.0,69.0,104.25,-1,,66.33333333333333,,,121.66666666666667,23.875,65.42857142857143,2.868181818181818,38.64705882352941,21.5,20.727272727272727,43.583333333333336,85.0,126.75,2.7736625514403292
101,,75.55555555555556,,,,,,,,14.808510638297872,9.289473684210526,2.396039603960396,126.0,,-1,,9.88,,2.2
102,22.62962962962963,24.357142857142858,129.0,111.83333333333333,88.0,82.66666666666667,,,,8.388235294117647,2.5121951219512195,1.6797235023041475,19.0,54.333333333333336,18.75,68.4,37.93333333333333,71.6,1.4938524590163935
103,,168.5,,,-1,114.5,,,,33.142857142857146,2.456081081081081,3.5566502463054186,-1,,155.0,,48.416666666666664,,2.042134831460674
104,,88.0,,,11.0,,130.0,,57.0,18.789473684210527,1.9972375690607735,1.8337531486146095,25.0,42.357142857142854,57.0,,32.61904761904762,229.0,1.6396396396396395
105,,59.57142857142857,168.5,,85.16666666666667,73.66666666666667,92.0,109.33333333333333,-1,7.416666666666667,2.793103448275862,2.5489510489510487,,31.636363636363637,77.71428571428571,94.33333333333333,33.15,131.0,2.25
106,181.0,13.862745098039216,93.14285714285714,8.215909090909092,,26.76,,,61.6,9.791666666666666,91.5,4.54375,24.310344827586206,164.0,17.414634146341463,58.285714285714285,-1,-1,2.3603896103896105
107,133.25,17.060606060606062,88.25,89.0,,55.333333333333336,,,137.8,10.64179104477612,20.514285714285716,3.526829268292683,10.363636363636363,,17.42105263157895,30.59090909090909,325.0,63.375,2.300632911392405
108,159.0,9.635135135135135,36.05555555555556,,134.0,31.59090909090909,394.0,-1,196.0,9.95890410958904,100.0,2.900398406374502,46.42857142857143,-1,17.071428571428573,-1,,23.0,2.4347826086956523
109,,116.16666666666667,,,185.0,,,-1,,12.322033898305085,2.0773638968481376,1.8494897959183674,,67.0,312.0,,197.0,,1.4444444444444444
110,,15.463414634146341,81.2,172.0,232.5,19.344827586206897,71.0,103.66666666666667,39.0,4.938356164383562,10.183098591549296,3.0376569037656904,16.0,50.18181818181818,47.25,81.42857142857143,49.53846153846154,53.0,2.792307692307692
111,,170.66666666666666,,,,-1,,-1,,41.53333333333333,1.3278688524590163,2.3440514469453375,,113.16666666666667,,,45.125,184.0,1.3254545454545454
112,330.5,23.193548387096776,36.166666666666664,,-1,30.31578947368421,,-1,78.85714285714286,11.933333333333334,21.09375,3.345622119815668,13.717391304347826,57.6,12.491228070175438,75.375,96.4,13.0,2.349514563106796
113,26.28,14.551020408163266,62.375,62.1,73.25,24.464285714285715,137.75,65.625,11.745762711864407,7.260416666666667,15.511111111111111,3.162280701754386,21.0,39.13333333333333,12.592592592592593,31.571428571428573,135.25,28.73913043478261,2.565836298932384
114,352.0,21.0,,95.0,40.0,86.75,,,190.0,18.571428571428573,12.928571428571429,3.2466367713004485,27.545454545454547,93.85714285714286,22.90909090909091,-1,88.0,154.33333333333334,2.806201550387597
115,29.8,22.366666666666667,123.33333333333333,-1,,94.2,,,-1,10.257575757575758,43.0,4.401234567901234,20.939393939393938,-1,50.25,58.888888888888886,266.5,76.5,3.294930875576037
116,,29.375,-1,,178.0,,,,-1,16.048780487804876,1.594298245614035,2.6263736263736264,96.83333333333333,350.0,89.83333333333333,,304.0,-1,1.4989690721649485
117,97.25,16.775,,91.5,,131.0,,,,11.688524590163935,5.909090909090909,2.6928838951310863,57.1,94.33333333333333,102.6,39.583333333333336,53.25,92.8,2.420875420875421
118,21.451612903225808,36.6875,55.0,61.7,,29.130434782608695,,,212.66666666666666,7.655913978494624,-1,5.285714285714286,13.090909090909092,63.0,7.421052631578948,39.22222222222222,,92.0,2.650735294117647
119,36.0,11.87719298245614,57.0,138.5,2.142857142857143,21.3,,,18.45945945945946,9.791666666666666,17.97142857142857,4.512658227848101,23.85185185185185,193.5,12.24561403508772,35.69230769230769,96.25,49.45454545454545,2.99163179916318
120,53.0,21.77777777777778,8.974025974025974,,,50.75,,,,18.1,26.045454545454547,3.0464135021097047,4.97945205479452,-1,8.066666666666666,95.42857142857143,140.75,46.0,1.79064039408867
121,196.0,31.8,86.5,-1,-1,217.0,49.166666666666664,,26.88888888888889,10.4,13.108108108108109,2.6,51.0,108.0,21.545454545454547,388.0,183.5,203.0,2.3483870967741933
122,9.666666666666666,23.84,98.66666666666667,62.0,106.0,36.0,44.0,37.44444444444444,13.673076923076923,12.43859649122807,24.344827586206897,4.569620253164557,34.63157894736842,81.0,18.657894736842106,45.5,50.42857142857143,59.333333333333336,3.410377358490566
123,,38.5,-1,,414.0,,,45.666666666666664,148.0,6.811320754716981,2.7330827067669174,2.1572700296735907,-1,22.225806451612904,-1,,39.2,106.0,1.8981723237597912
124,219.0,16.022222222222222,36.5625,-1,-1,147.0,,,-1,14.75,44.333333333333336,4.891891891891892,23.82758620689655,137.5,11.238095238095237,90.57142857142857,-1,104.33333333333333,3.1894273127753303
125,163.33333333333334,33.31578947368421,,66.375,-1,174.0,,-1,,14.574468085106384,52.69230769230769,3.71505376344086,83.8,78.875,28.391304347826086,-1,97.85714285714286,94.28571428571429,3.2748815165876777
126,22.8,97.14285714285714,35.0,-1,94.0,156.75,,-1,-1,11.158730158730158,3.2600896860986546,1.858974358974359,48.642857142857146,14.666666666666666,27.583333333333332,97.4,43.5,89.0,1.5986842105263157
127,-1,47.53333333333333,242.5,,,45.0,,,,40.23529411764706,22.55,2.8458498023715415,124.6,75.5,27.130434782608695,,43.0,71.0,2.6446886446886446
128,,65.75,,,85.85714285714286,,,,,21.96551724137931,4.237804878048781,2.9221311475409837,,11.581818181818182,-1,,41.84615384615385,,2.141141141141141
129,,64.75,,,44.77777777777778,,147.0,50.0,12.0,9.945205479452055,3.5120772946859904,2.4965753424657535,-1,52.916666666666664,,,25.705882352941178,,1.8935064935064936
130,64.8,14.224489795918368,33.625,,163.0,22.185185185185187,,,27.85,9.161764705882353,25.153846153846153,4.809523809523809,15.333333333333334,,10.838709677419354,73.6,188.0,53.54545454545455,3.8846153846153846
131,54.36363636363637,8.541176470588235,115.4,175.66666666666666,159.25,28.772727272727273,,,35.5,6.590909090909091,6.914285714285715,2.892857142857143,20.741935483870968,199.66666666666666,16.22222222222222,52.833333333333336,79.125,19.11764705882353,2.6223021582733814
132,,81.75,75.5,-1,151.5,106.5,,41.81818181818182,,13.903846153846153,2.527972027972028,2.259375,111.83333333333333,16.904761904761905,90.28571428571429,,13.424242424242424,,2.0195530726256985
133,-1,27.363636363636363,-1,126.0,41.0,107.33333333333333,,49.0,,11.416666666666666,23.96,2.708955223880597,125.75,48.0,30.545454545454547,82.6,61.42857142857143,-1,2.6021505376344085
134,12.084745762711865,41.1875,46.84615384615385,111.66666666666667,,20.428571428571427,,9.0,82.375,10.704918032786885,22.366666666666667,5.677165354330708,20.083333333333332,48.75,15.844444444444445,22.1,-1,19.470588235294116,2.628158844765343
135,,30.857142857142858,-1,9.0,,198.0,,,-1,10.36231884057971,117.4,2.7433962264150944,44.27272727272727,,27.68,-1,-1,91.71428571428571,2.3914473684210527
136,,49.77777777777778,105.8,58.666666666666664,,21.25,-1,,7.086021505376344,15.9,69.0,5.754385964912281,31.666666666666668,,27.391304347826086,42.416666666666664,,136.5,3.435233160621762
137,18.128205128205128,25.4,154.0,38.375,,96.33333333333333,-1,226.0,23.137931034482758,14.51063829787234,5.738095238095238,3.383177570093458,31.272727272727273,74.0,22.387096774193548,39.357142857142854,126.2,66.4,2.3462783171521036
138,135.8,95.42857142857143,252.5,174.0,79.0,11.35483870967742,,-1,-1,32.57142857142857,11.655737704918034,4.664516129032258,17.641025641025642,60.2,31.727272727272727,48.0,74.5,169.25,3.5097087378640777
139,25.692307692307693,22.032258064516128,64.33333333333333,,165.0,93.8,,-1,-1,15.042553191489361,5.085106382978723,2.9754098360655736,15.976744186046512,16.894736842105264,26.037037037037038,58.72727272727273,21.774193548387096,51.75,2.144542772861357
