CUSTNO,Recency_가구인테리어/잡화_고가,Recency_가구인테리어/잡화_저가,Recency_가구인테리어/잡화_중가,Recency_가전/레저취미/멀티샵_고가,Recency_가전/레저취미/멀티샵_저가,Recency_가전/레저취미/멀티샵_중가,Recency_교육문화/아동_고가,Recency_교육문화/아동_저가,Recency_교육문화/아동_중가,Recency_식품/생활_고가,Recency_식품/생활_저가,Recency_식품/생활_중가,Recency_의류/이미용_고가,Recency_의류/이미용_저가,Recency_의류/이미용_중가,Recency_침구/주방_고가,Recency_침구/주방_저가,Recency_침구/주방_중가
29,53,48,62,27,-2847,14,-2847,-2847,-2847,5,5,5,13,5,13,41,5,62
30,56,10,30,-2847,-2847,-2847,-2847,-2847,-2847,5,3,3,2,37,49,83,3,44
31,-2847,5,66,-2847,-2847,-2847,-2847,-2847,11,8,-2847,1,11,-2847,11,11,-2847,14
32,-2847,83,-2847,-2847,23,12,-2847,-2847,-2847,1,1,1,-2847,12,-2847,-2847,-2847,-2847
33,-2847,69,-2847,-2847,-2847,-2847,-2847,-2847,-2847,11,2,5,-2847,11,-2847,-2847,74,-2847
34,-2847,5,-2847,-2847,-2847,-2847,-2847,-2847,-2847,3,-2847,3,-2847,-2847,81,-2847,-2847,-2847
35,-2847,53,7,-2847,10,-2847,-2847,-2847,-2847,7,10,7,-2847,44,7,-2847,-2847,-2847
36,-2847,16,26,-2847,-2847,63,-2847,-2847,-2847,12,60,8,26,-2847,50,-2847,-2847,61
37,-2847,28,24,24,-2847,-2847,-2847,-2847,42,7,-2847,3,6,-2847,38,-2847,-2847,75
38,-2847,7,-2847,-2847,-2847,-2847,-2847,3,70,1,1,1,-2847,2,77,41,54,-2847
39,-2847,23,-2847,-2847,-2847,-2847,-2847,-2847,29,8,-2847,2,44,-2847,-2847,51,-2847,-2847
40,-2847,2,8,8,-2847,-2847,-2847,-2847,-2847,8,8,2,25,59,8,14,43,2
41,-2847,13,62,-2847,-2847,-2847,-2847,-2847,-2847,75,58,1,90,-2847,-2847,27,-2847,-2847
42,-2847,-2847,-2847,-2847,-2847,-2847,-2847,14,-2847,25,1,1,-2847,19,-2847,-2847,-2847,-2847
43,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,4,1,1,-2847,2,28,-2847,1,-2847
44,44,92,-2847,-2847,-2847,25,-2847,-2847,-2847,8,13,1,67,-2847,62,25,17,-2847
45,11,16,69,-2847,-2847,7,-2847,32,-2847,9,32,1,6,9,5,-2847,-2847,-2847
46,26,28,-2847,-2847,-2847,18,-2847,-2847,-2847,1,8,2,16,-2847,16,39,-2847,-2847
47,-2847,-2847,-2847,-2847,9,-2847,-2847,3,5,3,3,3,-2847,37,-2847,51,-2847,19
48,-2847,4,32,-2847,-2847,12,-2847,-2847,-2847,11,70,4,11,-2847,81,90,41,32
49,-2847,2,16,-2847,-2847,-2847,-2847,-2847,-2847,2,-2847,2,2,-2847,28,-2847,-2847,82
50,-2847,1,-2847,-2847,-2847,-2847,-2847,-2847,15,1,6,1,30,60,5,81,-2847,5
51,-2847,2,-2847,51,-2847,22,-2847,25,-2847,2,5,2,2,5,75,22,12,29
52,74,6,-2847,-2847,-2847,13,-2847,-2847,13,2,68,2,15,-2847,2,6,-2847,46
53,20,20,-2847,3,-2847,6,-2847,-2847,-2847,64,2,2,3,-2847,35,17,-2847,20
54,-2847,1,-2847,-2847,-2847,-2847,-2847,-2847,-2847,10,-2847,1,48,-2847,53,-2847,-2847,-2847
55,-2847,46,-2847,-2847,2,-2847,-2847,-2847,-2847,3,1,3,-2847,2,-2847,-2847,16,-2847
56,80,-2847,-2847,41,-2847,88,-2847,-2847,58,33,68,3,41,-2847,31,77,68,-2847
57,-2847,3,-2847,-2847,25,-2847,-2847,43,-2847,3,2,3,-2847,3,-2847,-2847,3,-2847
58,25,21,-2847,-2847,-2847,5,-2847,-2847,44,1,-2847,1,54,-2847,5,54,-2847,-2847
59,-2847,10,21,-2847,-2847,-2847,-2847,-2847,-2847,2,17,2,39,59,-2847,6,54,30
60,-2847,7,-2847,-2847,12,7,-2847,-2847,-2847,2,1,1,7,14,16,-2847,10,-2847
61,-2847,64,-2847,-2847,-2847,-2847,-2847,-2847,-2847,3,3,3,64,8,22,-2847,73,72
62,-2847,54,40,83,-2847,19,7,-2847,11,30,30,1,-2847,54,-2847,-2847,54,-2847
63,-2847,26,-2847,-2847,-2847,-2847,-2847,-2847,-2847,2,-2847,2,44,-2847,-2847,-2847,-2847,-2847
64,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,16,11,3,1,-2847,17,-2847,-2847,61,10
65,91,54,-2847,-2847,91,-2847,-2847,-2847,-2847,45,1,1,54,1,-2847,63,-2847,-2847
66,-2847,-2847,-2847,-2847,48,38,-2847,-2847,-2847,8,1,1,63,8,76,85,6,-2847
67,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,1,1,1,92,35,-2847,-2847,55,55
68,34,-2847,1,-2847,-2847,-2847,84,84,84,2,2,2,3,-2847,2,2,-2847,89
69,-2847,11,-2847,-2847,-2847,-2847,-2847,-2847,-2847,10,2,2,-2847,16,-2847,-2847,43,-2847
70,6,47,6,6,-2847,-2847,-2847,-2847,-2847,8,-2847,3,-2847,-2847,4,-2847,-2847,-2847
71,-2847,-2847,-2847,-2847,-2847,-2847,-2847,78,43,33,13,3,-2847,31,-2847,-2847,76,42
72,-2847,-2847,-2847,-2847,69,-2847,-2847,26,26,1,1,1,-2847,26,-2847,-2847,3,-2847
73,19,8,19,12,-2847,-2847,-2847,16,-2847,48,16,8,19,-2847,19,45,-2847,19
74,-2847,19,12,-2847,-2847,-2847,-2847,-2847,-2847,12,69,8,19,19,12,-2847,-2847,-2847
75,-2847,31,-2847,-2847,-2847,-2847,-2847,-2847,-2847,1,11,1,44,11,-2847,-2847,68,-2847
76,-2847,25,61,-2847,-2847,61,-2847,-2847,12,7,3,2,25,8,12,84,-2847,12
77,-2847,30,76,-2847,-2847,-2847,-2847,-2847,10,3,7,3,30,42,37,-2847,40,-2847
78,11,11,40,11,-2847,91,-2847,-2847,-2847,2,14,11,39,9,14,14,76,39
79,-2847,18,-2847,-2847,16,-2847,-2847,83,8,13,6,5,65,66,8,-2847,8,-2847
80,-2847,8,-2847,-2847,62,-2847,-2847,-2847,-2847,7,1,3,40,-2847,47,-2847,62,-2847
81,-2847,43,26,-2847,-2847,-2847,-2847,-2847,-2847,1,9,1,23,-2847,16,-2847,-2847,85
82,69,4,74,-2847,-2847,-2847,25,-2847,25,2,10,2,11,2,19,84,2,32
83,-2847,1,37,81,-2847,39,-2847,-2847,-2847,2,2,1,9,-2847,8,-2847,2,-2847
84,-2847,2,2,-2847,-2847,71,-2847,-2847,-2847,-2847,25,2,47,-2847,31,71,-2847,2
85,-2847,17,-2847,-2847,-2847,-2847,-2847,-2847,-2847,5,-2847,1,11,-2847,47,56,-2847,42
86,75,9,-2847,-2847,-2847,-2847,-2847,-2847,25,15,5,5,25,6,25,-2847,27,90
87,27,92,-2847,-2847,-2847,37,-2847,-2847,-2847,38,14,2,2,-2847,74,38,-2847,33
88,-2847,4,4,41,21,-2847,-2847,8,-2847,3,2,1,-2847,70,-2847,18,21,90
89,-2847,12,86,-2847,-2847,-2847,-2847,35,-2847,4,1,1,-2847,10,18,-2847,75,3
90,9,17,79,20,-2847,4,-2847,84,-2847,16,6,4,7,7,25,67,17,6
91,-2847,9,-2847,-2847,-2847,22,-2847,-2847,45,69,4,3,-2847,-2847,30,-2847,-2847,-2847
92,36,7,37,-2847,-2847,6,11,14,6,2,19,2,11,20,37,-2847,19,60
93,2,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,7,1,-2847,33,-2847,-2847,-2847
94,-2847,1,-2847,77,-2847,39,-2847,-2847,8,1,16,1,-2847,-2847,20,91,-2847,62
95,33,29,-2847,-2847,-2847,-2847,-2847,-2847,-2847,34,13,5,5,5,29,-2847,21,-2847
96,-2847,1,-2847,-2847,-2847,26,-2847,-2847,-2847,5,-2847,1,13,-2847,13,-2847,-2847,-2847
97,11,46,11,9,52,7,-2847,-2847,33,1,1,1,9,60,11,4,60,90
98,41,28,-2847,-2847,-2847,-2847,-2847,-2847,9,2,34,2,30,-2847,18,69,-2847,69
99,13,9,36,69,-2847,-2847,-2847,-2847,-2847,9,34,3,5,-2847,8,13,-2847,13
100,-2847,64,26,-2847,-2847,-2847,-2847,-2847,66,49,-2847,1,30,26,42,-2847,-2847,76
101,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,1,1,1,-2847,-2847,-2847,-2847,-2847,-2847
102,9,6,13,43,31,-2847,-2847,-2847,-2847,6,2,1,1,31,85,43,8,1
103,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,28,3,8,-2847,-2847,-2847,-2847,8,-2847
104,-2847,-2847,-2847,-2847,-2847,-2847,8,-2847,-2847,23,2,2,61,21,75,-2847,-2847,62
105,-2847,-2847,-2847,-2847,48,27,8,40,-2847,1,1,1,-2847,12,-2847,62,6,-2847
106,61,13,69,1,-2847,11,-2847,-2847,54,9,59,3,9,-2847,29,62,-2847,-2847
107,-2847,7,67,61,-2847,58,-2847,-2847,18,1,10,1,11,-2847,26,26,23,-2847
108,-2847,33,5,-2847,23,38,-2847,-2847,23,5,23,2,10,-2847,11,91,-2847,91
109,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,19,2,1,-2847,-2847,-2847,-2847,-2847,-2847
110,-2847,5,40,5,-2847,86,9,46,37,2,2,2,25,25,-2847,-2847,69,61
111,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,19,1,2,-2847,-2847,-2847,-2847,-2847,-2847
112,-2847,3,20,-2847,-2847,54,-2847,37,-2847,2,29,2,23,-2847,20,-2847,37,-2847
113,53,5,47,19,66,27,-2847,-2847,26,12,5,5,12,5,18,36,5,22
114,-2847,20,-2847,68,-2847,24,-2847,-2847,28,1,47,1,28,91,68,-2847,-2847,-2847
115,54,28,20,18,-2847,27,-2847,-2847,-2847,15,17,3,15,-2847,28,45,-2847,55
116,-2847,57,-2847,-2847,-2847,-2847,-2847,-2847,-2847,3,2,1,47,-2847,46,-2847,-2847,-2847
117,13,72,-2847,57,-2847,56,-2847,-2847,-2847,1,9,1,79,-2847,-2847,83,20,-2847
118,11,3,3,78,-2847,7,-2847,-2847,55,3,-2847,3,7,-2847,11,-2847,-2847,89
119,76,11,2,-2847,-2847,7,-2847,-2847,29,1,32,1,11,-2847,2,39,-2847,14
120,10,14,1,-2847,-2847,41,-2847,-2847,-2847,77,29,5,6,73,13,62,-2847,13
121,-2847,12,-2847,-2847,-2847,-2847,-2847,-2847,7,1,7,1,-2847,12,21,79,43,79
122,-2847,12,-2847,-2847,74,19,12,6,5,1,49,1,56,90,62,56,-2847,20
123,-2847,92,-2847,-2847,-2847,-2847,-2847,13,-2847,5,1,1,-2847,51,-2847,-2847,-2847,-2847
124,-2847,6,46,-2847,-2847,54,-2847,-2847,-2847,5,-2847,2,18,-2847,18,48,-2847,-2847
125,-2847,43,-2847,78,-2847,-2847,-2847,84,-2847,4,44,4,-2847,40,71,-2847,-2847,-2847
126,17,-2847,-2847,-2847,46,20,-2847,-2847,-2847,2,1,1,27,17,20,-2847,-2847,-2847
127,-2847,87,-2847,-2847,-2847,64,-2847,-2847,-2847,57,2,2,-2847,-2847,50,-2847,63,-2847
128,-2847,65,-2847,-2847,-2847,-2847,-2847,-2847,-2847,10,10,3,-2847,6,-2847,-2847,-2847,-2847
129,-2847,-2847,-2847,-2847,3,-2847,-2847,86,-2847,3,3,1,-2847,-2847,-2847,-2847,19,-2847
130,-2847,3,89,-2847,-2847,6,-2847,-2847,26,5,6,4,4,-2847,4,87,52,91
131,62,5,-2847,-2847,-2847,-2847,-2847,-2847,-2847,45,29,5,5,-2847,62,62,45,11
132,-2847,81,-2847,-2847,21,-2847,-2847,4,-2847,3,2,1,-2847,4,11,-2847,-2847,-2847
133,-2847,15,-2847,-2847,-2847,-2847,-2847,71,-2847,8,3,3,-2847,15,-2847,56,22,-2847
134,18,12,-2847,-2847,-2847,18,-2847,11,-2847,1,1,1,-2847,-2847,5,46,65,51
135,-2847,5,-2847,-2847,-2847,-2847,-2847,-2847,-2847,5,54,2,76,-2847,48,-2847,-2847,41
136,-2847,39,88,26,-2847,3,-2847,-2847,3,3,28,3,12,-2847,3,61,-2847,-2847
137,29,10,-2847,10,-2847,-2847,-2847,-2847,8,3,2,2,29,25,6,8,25,-2847
138,66,41,-2847,29,70,12,-2847,62,-2847,12,3,3,37,17,3,22,-2847,-2847
139,30,12,74,-2847,-2847,-2847,-2847,-2847,68,20,7,3,8,37,61,-2847,78,39
140,9,62,11,74,-2847,-2847,-2847,-2847,-2847,2,73,3,5,-2847,11,40,-2847,-2847
141,-2847,13,-2847,-2847,2,-2847,-2847,-2847,-2847,29,1,1,-2847,-2847,-2847,-2847,36,-2847
143,-2847,19,-2847,-2847,-2847,-2847,-2847,11,11,-2847,7,7,-2847,26,-2847,-2847,-2847,82
144,-2847,9,-2847,-2847,6,-2847,-2847,-2847,-2847,6,1,1,-2847,19,50,-2847,1,-2847
145,33,26,4,11,-2847,11,-2847,-2847,-2847,5,5,4,33,5,33,11,5,11
146,20,4,2,-2847,-2847,37,-2847,-2847,-2847,13,-2847,9,20,-2847,28,-2847,-2847,30
147,9,2,15,27,23,9,-2847,49,-2847,1,2,1,61,9,8,9,80,42
148,-2847,10,-2847,-2847,-2847,-2847,-2847,-2847,-2847,1,1,1,-2847,-2847,-2847,-2847,24,-2847
149,69,-2847,-2847,-2847,-2847,78,-2847,-2847,-2847,18,5,1,24,24,5,54,-2847,69
150,90,19,4,-2847,33,-2847,-2847,13,-2847,59,1,1,4,19,29,-2847,1,54
151,-2847,7,-2847,32,-2847,25,11,-2847,11,3,8,3,67,16,7,61,38,-2847
152,17,6,7,-2847,-2847,-2847,-2847,-2847,-2847,28,5,4,76,-2847,13,4,48,39
153,-2847,5,-2847,13,-2847,13,-2847,-2847,-2847,2,7,1,-2847,-2847,27,-2847,-2847,-2847
154,-2847,-2847,-2847,-2847,-2847,47,-2847,-2847,-2847,11,68,1,54,-2847,19,-2847,-2847,61
155,-2847,6,83,-2847,-2847,-2847,-2847,-2847,-2847,1,-2847,1,13,-2847,1,16,-2847,-2847
156,-2847,19,18,-2847,-2847,20,-2847,-2847,19,15,80,3,18,-2847,18,90,-2847,18
157,-2847,10,-2847,60,-2847,-2847,-2847,-2847,-2847,1,3,1,-2847,-2847,11,46,77,-2847
158,-2847,25,-2847,-2847,-2847,-2847,-2847,-2847,4,4,9,4,11,-2847,89,-2847,-2847,-2847
159,58,-2847,43,-2847,-2847,44,-2847,-2847,3,22,57,3,8,-2847,2,-2847,-2847,-2847
160,-2847,1,-2847,-2847,5,76,-2847,-2847,-2847,1,5,1,-2847,5,83,28,44,84
161,19,5,17,41,-2847,6,-2847,-2847,5,6,-2847,2,8,-2847,12,17,-2847,55
162,-2847,7,5,48,-2847,37,-2847,7,3,5,7,5,5,7,5,11,-2847,16
163,-2847,77,-2847,-2847,54,-2847,-2847,-2847,-2847,1,1,1,-2847,50,-2847,-2847,-2847,-2847
164,41,-2847,-2847,20,-2847,27,-2847,-2847,-2847,9,42,2,-2847,28,11,-2847,16,61
165,-2847,68,68,-2847,-2847,32,-2847,-2847,-2847,6,-2847,6,3,-2847,3,53,-2847,-2847
166,46,18,-2847,-2847,-2847,18,56,58,11,4,5,4,18,80,4,39,56,18
167,23,56,41,-2847,-2847,-2847,-2847,-2847,-2847,1,-2847,1,8,-2847,20,5,-2847,27
168,-2847,16,48,57,52,6,-2847,-2847,47,16,28,4,20,28,47,5,28,84
169,-2847,59,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,10,10,51,84,-2847,-2847,-2847,-2847
170,-2847,-2847,-2847,-2847,-2847,-2847,-2847,6,-2847,1,1,1,42,29,-2847,-2847,10,44
171,-2847,4,-2847,-2847,-2847,-2847,-2847,-2847,-2847,6,32,4,46,32,30,-2847,-2847,12
172,-2847,22,-2847,-2847,-2847,74,-2847,-2847,-2847,1,1,1,50,30,47,-2847,1,-2847
173,-2847,85,-2847,-2847,86,-2847,-2847,-2847,-2847,12,1,1,-2847,11,-2847,-2847,46,14
175,-2847,14,-2847,-2847,1,36,-2847,13,-2847,1,1,1,-2847,6,-2847,-2847,3,-2847
176,-2847,-2847,-2847,-2847,42,-2847,-2847,-2847,28,7,3,3,-2847,-2847,-2847,-2847,34,-2847
177,-2847,2,2,64,-2847,11,-2847,-2847,-2847,2,-2847,2,2,-2847,15,22,-2847,89
178,-2847,42,71,-2847,-2847,27,-2847,-2847,-2847,9,2,2,-2847,29,27,-2847,13,48
179,7,10,23,22,-2847,26,61,-2847,19,7,61,7,7,61,7,-2847,-2847,-2847
180,59,6,-2847,-2847,-2847,-2847,-2847,-2847,-2847,2,-2847,2,13,-2847,-2847,-2847,-2847,-2847
181,22,10,20,6,-2847,48,-2847,-2847,7,10,-2847,3,3,-2847,3,10,-2847,-2847
182,-2847,17,84,47,-2847,19,-2847,19,-2847,10,19,5,11,45,84,48,19,11
183,-2847,34,-2847,-2847,-2847,-2847,-2847,84,-2847,5,1,1,-2847,34,27,-2847,27,-2847
184,-2847,21,17,-2847,-2847,25,7,-2847,17,8,8,8,21,-2847,21,25,-2847,-2847
185,-2847,-2847,43,-2847,64,-2847,-2847,-2847,-2847,25,2,1,-2847,21,-2847,-2847,45,79
186,-2847,67,-2847,-2847,-2847,17,-2847,-2847,15,11,12,1,11,22,60,21,22,-2847
187,-2847,8,13,-2847,-2847,-2847,-2847,-2847,-2847,11,52,1,-2847,-2847,-2847,-2847,-2847,11
188,-2847,-2847,74,-2847,9,-2847,-2847,44,-2847,9,1,1,-2847,-2847,74,-2847,1,-2847
189,20,2,68,56,-2847,24,-2847,-2847,81,1,-2847,2,2,-2847,19,65,-2847,1
190,51,3,12,-2847,-2847,12,-2847,-2847,-2847,3,-2847,3,18,-2847,12,-2847,-2847,5
191,20,43,79,20,-2847,14,-2847,-2847,-2847,2,-2847,7,1,16,18,33,-2847,25
192,13,5,54,85,-2847,-2847,-2847,54,-2847,2,1,1,21,48,2,-2847,20,5
193,-2847,27,-2847,-2847,83,-2847,-2847,-2847,-2847,1,1,1,-2847,29,-2847,-2847,29,-2847
194,-2847,4,-2847,-2847,-2847,-2847,-2847,-2847,-2847,1,1,1,53,33,4,-2847,66,-2847
195,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,19,10,10,-2847,5,-2847,-2847,43,-2847
196,59,15,57,77,89,6,-2847,34,-2847,11,8,6,23,34,19,23,70,38
197,-2847,9,19,23,-2847,-2847,-2847,-2847,19,19,1,1,26,19,19,-2847,37,27
198,-2847,2,-2847,-2847,-2847,56,-2847,-2847,-2847,9,9,9,41,34,16,-2847,19,70
199,-2847,3,-2847,-2847,-2847,3,3,-2847,-2847,9,9,1,-2847,8,18,-2847,10,-2847
200,-2847,49,-2847,-2847,-2847,-2847,-2847,-2847,-2847,17,2,3,38,58,-2847,86,36,-2847
201,8,8,25,8,-2847,-2847,-2847,-2847,25,1,-2847,1,8,-2847,5,5,-2847,39
202,55,9,9,20,-2847,53,-2847,-2847,3,1,1,1,20,-2847,3,9,1,20
203,-2847,49,-2847,-2847,-2847,-2847,-2847,54,-2847,15,1,1,-2847,4,-2847,-2847,10,-2847
204,-2847,24,-2847,-2847,36,42,-2847,-2847,-2847,2,2,2,21,22,16,-2847,22,-2847
205,-2847,-2847,-2847,-2847,33,-2847,-2847,-2847,-2847,1,1,1,12,16,7,-2847,1,-2847
206,-2847,11,-2847,-2847,-2847,24,-2847,-2847,-2847,2,1,1,-2847,55,17,39,-2847,-2847
207,-2847,14,-2847,-2847,62,-2847,-2847,92,-2847,19,2,2,-2847,8,-2847,-2847,9,-2847
208,53,8,8,81,-2847,8,-2847,-2847,-2847,12,31,8,8,31,8,61,-2847,-2847
209,32,22,77,83,-2847,57,-2847,-2847,77,20,55,1,72,-2847,1,-2847,-2847,-2847
210,-2847,17,-2847,-2847,33,-2847,-2847,31,-2847,1,1,1,-2847,48,79,92,29,68
211,-2847,1,-2847,-2847,-2847,-2847,-2847,-2847,15,9,34,2,23,-2847,-2847,-2847,33,-2847
212,-2847,53,-2847,-2847,-2847,55,-2847,-2847,-2847,10,1,1,-2847,-2847,55,-2847,-2847,-2847
213,-2847,7,6,20,-2847,-2847,-2847,61,13,1,1,1,20,1,41,36,3,3
214,-2847,10,-2847,-2847,-2847,-2847,-2847,-2847,-2847,1,1,2,85,-2847,90,27,6,23
215,-2847,19,-2847,-2847,47,25,-2847,22,-2847,12,8,6,56,38,6,-2847,-2847,12
216,-2847,-2847,-2847,-2847,63,-2847,-2847,-2847,-2847,24,1,1,-2847,28,2,-2847,-2847,-2847
217,-2847,18,-2847,-2847,69,7,-2847,15,4,7,-2847,1,23,-2847,-2847,-2847,-2847,-2847
218,18,12,12,18,-2847,18,-2847,-2847,55,14,14,9,9,-2847,18,4,-2847,91
219,-2847,39,59,-2847,37,20,34,22,34,1,2,1,17,48,1,91,2,-2847
220,-2847,-2847,-2847,-2847,32,-2847,9,35,-2847,2,2,2,-2847,1,-2847,-2847,2,-2847
221,-2847,8,74,-2847,29,-2847,-2847,43,74,1,1,5,32,5,74,-2847,8,70
222,25,13,46,-2847,-2847,72,11,-2847,11,25,11,11,11,11,40,37,17,-2847
223,53,51,4,4,-2847,-2847,-2847,-2847,-2847,4,-2847,4,12,-2847,21,5,-2847,14
224,40,42,67,-2847,-2847,-2847,-2847,44,40,42,90,12,67,42,12,62,-2847,-2847
225,61,1,-2847,13,-2847,18,-2847,-2847,-2847,46,12,6,12,-2847,19,9,-2847,12
226,-2847,-2847,-2847,-2847,47,66,-2847,-2847,47,78,15,1,-2847,-2847,-2847,40,68,40
227,-2847,2,-2847,-2847,16,-2847,-2847,-2847,-2847,6,3,2,-2847,5,-2847,-2847,9,-2847
228,-2847,64,-2847,-2847,-2847,-2847,-2847,11,-2847,5,1,1,-2847,5,-2847,-2847,26,-2847
229,67,42,-2847,20,-2847,-2847,-2847,-2847,-2847,7,-2847,7,20,-2847,21,-2847,-2847,-2847
230,-2847,9,-2847,-2847,-2847,36,-2847,-2847,39,6,75,6,-2847,-2847,13,-2847,-2847,68
231,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,35,1,1,-2847,51,22,-2847,92,-2847
232,-2847,35,-2847,-2847,11,-2847,-2847,-2847,-2847,9,2,3,-2847,-2847,-2847,-2847,76,-2847
233,-2847,-2847,-2847,62,-2847,-2847,-2847,-2847,-2847,2,2,2,-2847,68,-2847,84,40,-2847
234,21,1,-2847,-2847,-2847,-2847,-2847,-2847,1,40,17,1,41,-2847,8,21,-2847,21
235,-2847,41,55,-2847,28,-2847,-2847,-2847,55,9,28,5,9,-2847,41,9,65,-2847
236,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,-2847,29,5,10,-2847,-2847,-2847,-2847,-2847,-2847
237,35,11,13,26,32,-2847,5,-2847,5,11,4,1,9,-2847,30,30,46,-2847
238,92,24,34,-2847,57,-2847,-2847,-2847,-2847,6,-2847,6,24,-2847,56,-2847,-2847,29
239,74,1,5,26,-2847,36,-2847,-2847,46,1,70,5,5,61,5,-2847,-2847,32
240,-2847,25,80,-2847,-2847,87,-2847,-2847,-2847,30,-2847,1,7,-2847,43,-2847,-2847,-2847
241,-2847,13,21,19,-2847,74,-2847,-2847,-2847,13,27,8,-2847,-2847,1,-2847,-2847,-2847
242,-2847,9,31,-2847,5,68,-2847,83,70,11,2,1,-2847,10,39,-2847,34,38
243,-2847,-2847,-2847,-2847,3,-2847,-2847,-2847,8,64,3,1,-2847,31,8,-2847,-2847,-2847
245,-2847,8,-2847,-2847,43,48,-2847,-2847,-2847,3,1,1,41,-2847,8,24,36,20
246,-2847,-2847,48,27,-2847,13,-2847,-2847,-2847,8,8,8,27,46,41,-2847,-2847,60
