CUSTNO,Recency_가구인테리어/잡화_고가,Recency_가구인테리어/잡화_저가,Recency_가구인테리어/잡화_중가,Recency_가전/레저취미/멀티샵_고가,Recency_가전/레저취미/멀티샵_저가,Recency_가전/레저취미/멀티샵_중가,Recency_교육문화/아동_고가,Recency_교육문화/아동_저가,Recency_교육문화/아동_중가,Recency_식품/생활_고가,Recency_식품/생활_저가,Recency_식품/생활_중가,Recency_의류/이미용_고가,Recency_의류/이미용_저가,Recency_의류/이미용_중가,Recency_침구/주방_고가,Recency_침구/주방_저가,Recency_침구/주방_중가
72,-3031,-3031,-3031,-3031,-3031,-3031,-3031,60,16,21,4,4,4,16,60,-3031,32,16
73,16,-3031,3,25,-3031,3,-3031,-3031,-3031,82,-3031,24,16,-3031,2,2,-3031,24
74,32,15,15,-3031,-3031,4,-3031,-3031,66,15,46,4,17,-3031,4,4,46,17
75,-3031,2,-3031,-3031,-3031,-3031,-3031,-3031,-3031,2,2,1,26,-3031,-3031,-3031,-3031,-3031
76,31,17,65,-3031,-3031,54,-3031,80,9,2,52,2,-3031,23,2,17,3,2
77,34,13,-3031,-3031,-3031,34,-3031,-3031,34,13,32,4,13,-3031,11,-3031,32,-3031
78,21,3,18,2,-3031,-3031,-3031,-3031,-3031,38,21,2,2,-3031,-3031,-3031,21,-3031
79,-3031,-3031,-3031,-3031,6,31,57,49,31,6,16,6,47,20,53,-3031,74,-3031
80,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,22,1,5,60,14,-3031,60,24,60
81,44,8,18,-3031,-3031,-3031,-3031,-3031,-3031,8,54,1,8,10,26,18,-3031,87
82,-3031,14,9,3,-3031,65,23,27,23,21,7,5,4,48,57,-3031,8,29
83,25,-3031,51,13,-3031,32,-3031,-3031,-3031,14,34,1,2,1,29,37,1,-3031
84,-3031,12,16,-3031,-3031,66,-3031,-3031,-3031,65,-3031,12,12,-3031,12,66,-3031,16
85,-3031,18,-3031,-3031,-3031,-3031,-3031,-3031,-3031,3,-3031,3,3,-3031,1,-3031,-3031,54
86,-3031,3,48,-3031,-3031,48,-3031,-3031,52,5,5,3,4,5,46,-3031,15,-3031
87,-3031,-3031,-3031,62,-3031,60,-3031,-3031,-3031,1,3,1,-3031,-3031,27,-3031,-3031,52
88,-3031,15,86,2,5,-3031,-3031,-3031,-3031,9,1,1,31,-3031,-3031,25,4,-3031
89,-3031,2,-3031,-3031,-3031,69,-3031,-3031,-3031,16,6,3,47,4,6,15,2,26
90,-3031,-3031,-3031,37,-3031,-3031,-3031,-3031,86,1,-3031,1,1,-3031,27,74,-3031,-3031
91,-3031,2,-3031,-3031,34,-3031,-3031,-3031,-3031,30,2,2,-3031,-3031,69,-3031,-3031,-3031
92,-3031,37,76,-3031,-3031,2,16,19,2,8,2,2,21,37,11,68,6,19
93,9,46,4,-3031,-3031,36,-3031,-3031,-3031,38,-3031,3,6,-3031,29,-3031,-3031,-3031
94,-3031,-3031,-3031,-3031,-3031,-3031,-3031,15,-3031,5,13,13,-3031,-3031,-3031,-3031,6,-3031
95,-3031,49,-3031,-3031,80,31,-3031,-3031,-3031,6,9,3,-3031,9,11,-3031,11,-3031
96,44,7,-3031,12,-3031,4,-3031,-3031,-3031,7,-3031,2,12,-3031,12,72,-3031,44
97,56,16,-3031,11,79,10,-3031,-3031,-3031,2,2,2,56,67,51,3,14,11
98,-3031,45,-3031,-3031,-3031,40,-3031,-3031,32,2,25,1,4,-3031,39,-3031,85,-3031
99,18,18,3,38,85,-3031,-3031,-3031,66,9,35,3,3,-3031,3,14,35,1
100,-3031,51,2,-3031,-3031,2,-3031,-3031,-3031,24,-3031,1,52,6,14,32,14,2
101,-3031,38,-3031,-3031,-3031,-3031,-3031,-3031,-3031,38,13,1,-3031,-3031,-3031,-3031,13,-3031
102,26,39,-3031,35,87,44,-3031,-3031,-3031,19,4,2,17,-3031,17,33,45,-3031
103,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,27,3,3,-3031,-3031,67,-3031,24,-3031
104,-3031,24,-3031,-3031,-3031,-3031,-3031,-3031,-3031,13,1,1,-3031,81,71,-3031,22,-3031
105,-3031,38,-3031,-3031,-3031,64,-3031,-3031,-3031,17,1,1,-3031,38,13,-3031,11,-3031
106,58,4,-3031,4,-3031,67,-3031,-3031,4,3,-3031,1,25,-3031,3,-3031,-3031,-3031
107,-3031,2,-3031,-3031,-3031,49,-3031,-3031,-3031,15,33,2,2,-3031,17,51,-3031,65
108,-3031,5,88,-3031,-3031,6,-3031,-3031,-3031,1,12,1,46,-3031,1,-3031,-3031,-3031
109,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,2,1,1,-3031,39,-3031,-3031,4,-3031
110,-3031,3,-3031,-3031,-3031,2,-3031,-3031,2,3,30,3,3,58,70,66,-3031,-3031
111,-3031,64,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,1,2,-3031,86,-3031,-3031,64,86
112,-3031,4,-3031,-3031,-3031,4,-3031,-3031,29,1,22,1,1,12,20,7,-3031,-3031
113,2,9,12,-3031,-3031,12,-3031,1,1,7,1,1,15,1,2,4,36,4
114,-3031,9,-3031,9,-3031,10,-3031,-3031,-3031,9,22,1,9,12,9,-3031,11,-3031
115,44,21,67,-3031,-3031,-3031,-3031,-3031,-3031,10,32,10,50,-3031,15,-3031,-3031,-3031
116,-3031,18,-3031,-3031,65,-3031,-3031,-3031,-3031,3,1,2,56,-3031,39,-3031,79,-3031
117,-3031,28,-3031,40,-3031,-3031,-3031,-3031,-3031,26,28,20,32,62,-3031,-3031,56,-3031
118,3,60,60,18,-3031,60,-3031,-3031,88,3,-3031,4,10,-3031,10,58,-3031,-3031
119,2,28,16,-3031,-3031,3,-3031,-3031,2,10,14,3,43,32,3,23,14,60
120,44,7,4,-3031,-3031,-3031,-3031,-3031,-3031,7,33,6,2,-3031,2,-3031,-3031,4
121,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,59,49,-3031,40,-3031,-3031,43,-3031,-3031,-3031
122,-3031,19,-3031,46,-3031,5,86,-3031,19,16,64,5,82,91,5,45,64,91
123,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,57,17,1,1,-3031,25,57,-3031,5,-3031
124,86,31,16,-3031,-3031,44,-3031,-3031,-3031,37,52,3,4,65,4,-3031,-3031,-3031
125,-3031,12,-3031,51,-3031,-3031,-3031,-3031,-3031,26,25,2,15,53,25,-3031,32,-3031
126,-3031,87,-3031,55,-3031,-3031,-3031,7,-3031,4,4,4,-3031,7,-3031,-3031,87,-3031
127,-3031,28,28,-3031,-3031,-3031,-3031,-3031,-3031,16,-3031,1,-3031,-3031,9,-3031,-3031,88
128,-3031,21,-3031,-3031,54,-3031,-3031,-3031,-3031,4,3,2,-3031,21,-3031,-3031,75,-3031
129,-3031,16,-3031,-3031,57,-3031,60,31,65,7,1,2,65,8,-3031,-3031,17,-3031
130,16,12,25,-3031,-3031,25,-3031,-3031,52,23,-3031,3,24,-3031,16,25,-3031,25
131,38,17,86,17,-3031,10,-3031,-3031,-3031,2,5,2,37,39,38,2,5,2
132,-3031,5,-3031,-3031,-3031,-3031,-3031,65,-3031,2,2,1,-3031,1,-3031,-3031,8,-3031
133,-3031,13,-3031,-3031,27,27,-3031,-3031,-3031,11,13,3,-3031,68,-3031,88,27,69
134,51,-3031,51,51,-3031,56,-3031,-3031,-3031,8,-3031,10,17,-3031,13,56,-3031,17
135,-3031,-3031,-3031,5,-3031,14,-3031,-3031,-3031,3,-3031,2,14,-3031,5,-3031,-3031,-3031
136,-3031,-3031,-3031,-3031,-3031,2,2,-3031,2,2,-3031,2,11,-3031,48,3,-3031,2
137,18,15,-3031,18,-3031,-3031,-3031,-3031,42,30,1,10,42,63,20,33,-3031,65
138,-3031,-3031,-3031,-3031,2,20,-3031,-3031,-3031,17,17,2,24,-3031,65,-3031,2,38
139,10,30,30,-3031,-3031,35,-3031,-3031,-3031,3,7,3,3,20,60,10,20,3
140,4,18,6,10,66,13,-3031,-3031,-3031,1,18,1,41,-3031,-3031,20,66,-3031
141,-3031,1,-3031,-3031,1,-3031,-3031,-3031,-3031,4,1,1,-3031,-3031,40,-3031,15,-3031
143,-3031,-3031,-3031,-3031,24,-3031,-3031,2,-3031,-3031,3,2,-3031,10,-3031,-3031,7,-3031
144,81,6,-3031,-3031,6,-3031,-3031,-3031,-3031,11,1,1,81,-3031,76,-3031,1,81
145,46,9,27,9,-3031,-3031,-3031,-3031,46,9,-3031,9,65,46,23,20,-3031,65
146,2,18,17,-3031,-3031,57,-3031,-3031,-3031,2,-3031,7,77,-3031,2,12,-3031,74
147,20,29,63,18,50,36,-3031,7,15,5,1,1,6,36,18,-3031,42,88
148,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,8,4,2,-3031,-3031,-3031,-3031,35,-3031
149,-3031,81,-3031,-3031,-3031,-3031,-3031,-3031,-3031,21,1,1,16,-3031,24,88,72,-3031
150,-3031,88,35,-3031,29,-3031,-3031,24,-3031,-3031,1,1,17,3,26,-3031,1,25
151,28,12,16,20,-3031,3,-3031,-3031,11,5,7,1,12,3,3,12,16,12
152,-3031,30,2,56,-3031,54,-3031,-3031,51,5,5,2,25,-3031,2,30,-3031,8
153,-3031,20,64,-3031,-3031,-3031,-3031,-3031,-3031,25,10,3,53,-3031,-3031,-3031,35,-3031
154,17,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,10,2,2,17,-3031,14,-3031,-3031,-3031
155,-3031,51,35,-3031,-3031,-3031,-3031,-3031,-3031,13,-3031,3,15,70,1,1,-3031,-3031
156,11,11,-3031,78,-3031,30,-3031,-3031,11,11,-3031,8,11,-3031,11,45,-3031,30
157,-3031,8,-3031,39,-3031,88,-3031,-3031,-3031,1,8,1,13,-3031,18,-3031,-3031,-3031
158,-3031,4,-3031,-3031,-3031,-3031,-3031,-3031,31,4,-3031,4,-3031,-3031,-3031,-3031,-3031,-3031
159,70,-3031,37,-3031,-3031,7,-3031,-3031,1,25,-3031,27,11,-3031,11,51,-3031,-3031
160,1,37,-3031,-3031,45,4,-3031,-3031,-3031,4,18,4,-3031,-3031,4,48,18,-3031
161,4,52,73,-3031,-3031,14,-3031,-3031,32,4,46,1,1,54,-3031,55,-3031,18
162,-3031,27,46,-3031,-3031,70,-3031,-3031,39,4,72,12,4,74,27,-3031,82,27
163,-3031,-3031,51,-3031,-3031,-3031,-3031,-3031,38,15,2,1,2,-3031,51,-3031,23,-3031
164,7,15,13,-3031,-3031,45,-3031,-3031,-3031,3,19,3,-3031,-3031,45,-3031,19,19
165,9,-3031,6,16,-3031,6,-3031,-3031,10,15,5,1,10,-3031,6,9,-3031,9
166,-3031,4,4,21,-3031,54,32,25,27,4,13,4,34,13,60,4,13,43
167,-3031,1,44,-3031,-3031,-3031,-3031,-3031,-3031,23,-3031,13,48,-3031,21,-3031,-3031,-3031
168,67,11,45,39,-3031,21,-3031,-3031,4,3,25,3,18,-3031,53,31,-3031,9
169,-3031,37,-3031,-3031,-3031,34,-3031,-3031,-3031,60,1,1,-3031,34,44,54,57,-3031
170,-3031,49,-3031,-3031,35,-3031,-3031,-3031,-3031,17,1,1,14,7,17,-3031,10,90
171,-3031,19,55,-3031,-3031,-3031,-3031,-3031,-3031,12,5,1,46,-3031,50,23,-3031,-3031
172,-3031,6,-3031,20,-3031,48,60,-3031,60,5,7,5,26,7,68,77,44,77
173,-3031,12,-3031,-3031,66,-3031,-3031,-3031,-3031,6,1,1,-3031,5,69,-3031,5,-3031
175,-3031,5,-3031,-3031,4,-3031,-3031,4,-3031,1,1,1,-3031,4,44,-3031,1,-3031
176,-3031,3,-3031,-3031,38,-3031,-3031,-3031,-3031,18,1,2,-3031,-3031,-3031,82,22,-3031
177,-3031,8,25,14,-3031,14,-3031,-3031,-3031,37,37,14,8,-3031,25,60,-3031,14
178,-3031,76,83,-3031,-3031,-3031,-3031,-3031,-3031,6,3,3,-3031,15,6,-3031,48,88
179,-3031,23,58,-3031,-3031,88,-3031,-3031,-3031,12,3,3,11,3,12,-3031,3,-3031
180,7,5,-3031,-3031,-3031,-3031,-3031,-3031,-3031,4,-3031,2,7,-3031,30,16,-3031,15
181,-3031,1,-3031,-3031,-3031,8,-3031,-3031,8,1,-3031,1,4,-3031,1,17,-3031,-3031
182,-3031,28,61,31,-3031,-3031,-3031,-3031,81,2,-3031,2,8,-3031,21,-3031,-3031,-3031
183,-3031,-3031,-3031,-3031,-3031,-3031,59,30,30,3,3,3,-3031,25,-3031,-3031,16,-3031
184,7,12,-3031,58,-3031,-3031,-3031,-3031,31,12,58,12,12,-3031,20,12,58,28
185,-3031,24,-3031,-3031,-3031,-3031,-3031,-3031,-3031,3,3,3,-3031,6,-3031,-3031,17,-3031
186,6,8,8,-3031,-3031,2,-3031,-3031,17,3,55,2,6,44,47,18,-3031,81
187,-3031,17,-3031,-3031,-3031,9,-3031,-3031,-3031,9,5,3,81,-3031,14,-3031,78,9
188,-3031,43,-3031,-3031,-3031,-3031,-3031,-3031,-3031,12,1,1,-3031,-3031,-3031,-3031,16,-3031
189,18,6,5,73,-3031,5,-3031,86,9,8,-3031,5,62,-3031,18,15,-3031,-3031
190,-3031,10,2,75,-3031,66,-3031,-3031,-3031,10,-3031,2,2,-3031,10,-3031,-3031,-3031
191,4,12,6,1,-3031,17,-3031,-3031,54,4,-3031,6,7,59,1,17,-3031,4
192,5,65,11,-3031,-3031,-3031,-3031,-3031,-3031,5,1,1,18,1,2,2,1,2
193,-3031,81,-3031,-3031,78,-3031,-3031,46,4,2,2,2,-3031,26,-3031,-3031,35,62
194,-3031,2,15,-3031,-3031,-3031,-3031,-3031,-3031,1,1,1,-3031,18,55,-3031,29,-3031
195,-3031,31,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,25,1,-3031,1,-3031,-3031,40,-3031
196,-3031,32,6,-3031,-3031,4,-3031,-3031,31,1,11,4,4,-3031,1,1,11,31
197,-3031,29,4,-3031,64,17,-3031,8,4,4,8,1,17,19,19,57,19,21
198,-3031,68,-3031,21,-3031,54,-3031,-3031,-3031,4,1,1,88,26,7,-3031,61,62
199,-3031,4,-3031,-3031,-3031,38,-3031,36,-3031,4,2,2,-3031,12,2,-3031,4,-3031
200,-3031,3,90,-3031,-3031,-3031,-3031,-3031,-3031,1,3,1,5,34,-3031,-3031,47,-3031
201,-3031,3,3,83,-3031,15,-3031,-3031,-3031,3,-3031,3,7,-3031,15,3,-3031,31
202,18,26,16,45,-3031,-3031,-3031,-3031,45,7,11,4,4,-3031,32,54,-3031,46
203,-3031,31,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,1,1,-3031,2,75,-3031,23,10
204,-3031,-3031,33,-3031,41,44,-3031,2,2,3,1,1,-3031,36,1,-3031,28,-3031
205,-3031,-3031,-3031,-3031,-3031,-3031,-3031,1,-3031,23,2,1,2,29,2,-3031,8,-3031
206,2,7,-3031,-3031,-3031,1,-3031,-3031,-3031,16,1,1,-3031,11,-3031,-3031,7,-3031
207,-3031,-3031,-3031,-3031,-3031,-3031,-3031,70,-3031,-3031,4,1,-3031,87,90,-3031,70,-3031
208,37,16,9,79,-3031,3,-3031,-3031,-3031,12,-3031,30,12,-3031,9,-3031,-3031,-3031
209,75,-3031,49,-3031,-3031,-3031,-3031,-3031,80,6,12,2,-3031,-3031,2,34,43,-3031
210,-3031,25,-3031,-3031,-3031,88,-3031,3,-3031,27,4,3,4,5,74,-3031,87,45
211,-3031,16,-3031,-3031,-3031,-3031,-3031,-3031,-3031,8,16,4,-3031,-3031,-3031,-3031,-3031,-3031
212,-3031,5,-3031,-3031,-3031,61,-3031,-3031,-3031,4,1,1,-3031,-3031,-3031,-3031,-3031,-3031
213,-3031,5,-3031,-3031,-3031,-3031,-3031,39,7,1,1,1,18,16,24,-3031,34,20
214,-3031,26,74,17,42,87,-3031,-3031,23,11,1,5,19,-3031,11,4,27,43
215,86,8,18,-3031,62,74,-3031,-3031,-3031,4,1,1,42,12,2,-3031,35,61
216,-3031,5,-3031,-3031,-3031,-3031,-3031,3,-3031,12,1,1,74,31,57,-3031,3,-3031
217,-3031,18,-3031,-3031,35,32,-3031,-3031,32,1,14,1,27,-3031,-3031,-3031,-3031,3
218,11,16,16,-3031,-3031,30,22,72,2,32,25,2,2,-3031,16,-3031,-3031,-3031
219,-3031,29,32,-3031,-3031,9,-3031,-3031,58,3,-3031,3,27,-3031,4,4,-3031,-3031
220,-3031,39,-3031,-3031,-3031,-3031,-3031,38,-3031,1,1,1,-3031,1,-3031,-3031,17,-3031
221,-3031,-3031,-3031,-3031,32,-3031,-3031,13,78,8,10,7,18,22,60,-3031,60,27
222,30,70,57,16,-3031,17,37,-3031,2,16,-3031,2,2,-3031,25,87,-3031,25
223,-3031,32,15,-3031,-3031,49,-3031,-3031,-3031,15,13,8,-3031,-3031,49,21,-3031,15
224,-3031,-3031,3,24,-3031,3,-3031,-3031,16,3,-3031,6,9,-3031,3,3,-3031,9
225,-3031,4,-3031,24,-3031,23,-3031,-3031,-3031,24,30,17,5,-3031,5,24,31,11
226,-3031,-3031,-3031,-3031,34,57,-3031,-3031,-3031,38,5,2,-3031,-3031,-3031,4,66,-3031
227,-3031,6,-3031,-3031,62,-3031,-3031,-3031,-3031,5,1,1,-3031,39,-3031,-3031,-3031,-3031
228,-3031,-3031,-3031,-3031,10,-3031,36,-3031,-3031,2,2,2,-3031,16,59,-3031,38,-3031
229,-3031,19,53,16,-3031,-3031,-3031,-3031,-3031,19,-3031,2,11,-3031,9,53,-3031,-3031
230,-3031,19,-3031,-3031,-3031,-3031,-3031,-3031,18,2,19,3,12,19,21,84,-3031,-3031
231,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,-3031,1,3,2,-3031,7,60,-3031,3,-3031
232,-3031,14,-3031,-3031,11,1,-3031,-3031,13,73,1,3,-3031,-3031,1,-3031,-3031,-3031
233,-3031,50,-3031,-3031,-3031,-3031,-3031,-3031,-3031,6,1,1,-3031,-3031,-3031,-3031,61,-3031
234,-3031,1,-3031,-3031,-3031,-3031,-3031,-3031,1,4,35,1,88,-3031,4,59,-3031,-3031
235,-3031,38,74,-3031,-3031,30,-3031,-3031,-3031,10,4,10,10,-3031,77,10,-3031,31
236,-3031,3,-3031,-3031,24,-3031,-3031,-3031,-3031,11,3,1,-3031,-3031,-3031,-3031,-3031,-3031
237,4,13,-3031,67,-3031,-3031,-3031,-3031,57,63,10,7,4,45,20,67,10,-3031
238,-3031,11,11,-3031,-3031,-3031,-3031,-3031,-3031,4,-3031,4,25,-3031,11,-3031,-3031,-3031
239,59,1,4,16,-3031,16,-3031,-3031,2,1,43,1,16,53,15,73,20,-3031
240,13,6,-3031,-3031,-3031,64,-3031,-3031,16,3,-3031,1,18,-3031,18,-3031,-3031,1
241,-3031,48,-3031,10,-3031,72,-3031,-3031,52,13,-3031,10,76,-3031,48,-3031,-3031,-3031
242,-3031,59,-3031,-3031,84,57,-3031,43,37,27,3,3,-3031,2,-3031,-3031,15,25
243,-3031,74,-3031,-3031,50,20,-3031,-3031,43,4,17,3,-3031,32,-3031,-3031,-3031,-3031
245,-3031,27,43,-3031,49,2,-3031,-3031,-3031,2,10,2,60,-3031,2,60,14,32
246,89,24,35,5,-3031,18,-3031,-3031,-3031,59,-3031,1,46,-3031,52,-3031,-3031,43
247,80,3,-3031,-3031,-3031,-3031,-3031,-3031,-3031,2,17,1,49,64,-3031,-3031,-3031,-3031
