,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
19,272.0,21.75,272.0,79.33333333333333,,,,,,14.117647058823529,2.0,4.909090909090909,14.647058823529411,,48.0,272.0,,272.0
20,272.0,11.608695652173912,9.0,272.0,,7.5,,,,4.803571428571429,272.0,2.580952380952381,28.5,272.0,59.0,,,272.0
21,,92.0,272.0,,77.5,,73.0,38.285714285714285,22.25,5.630434782608695,2.3545454545454545,2.007518796992481,272.0,14.777777777777779,63.0,,55.0,
22,35.833333333333336,,225.0,5.0,,,,,,36.142857142857146,,2.2711864406779663,15.461538461538462,,,174.0,,
23,4.5,27.666666666666668,23.0,18.333333333333332,,59.0,,2.0,,9.130434782608695,8.4,2.9220779220779223,17.133333333333333,,36.333333333333336,272.0,272.0,74.0
24,,73.5,,,23.5,,,,,10.0,4.839285714285714,3.430379746835443,,11.526315789473685,,,91.0,272.0
25,28.8,17.133333333333333,17.571428571428573,272.0,,166.0,,,,35.0,31.666666666666668,5.666666666666667,14.4,67.0,6.913043478260869,,,
26,19.615384615384617,17.266666666666666,42.333333333333336,30.5,,18.181818181818183,,,66.0,11.782608695652174,16.583333333333332,4.387096774193548,16.533333333333335,84.5,11.476190476190476,19.636363636363637,,173.0
27,44.0,10.0,,233.0,,272.0,,,16.0,7.571428571428571,190.0,4.483333333333333,15.538461538461538,,77.66666666666667,272.0,272.0,
28,,232.0,,,,,,,,7.9393939393939394,3.6666666666666665,2.72,272.0,21.416666666666668,,,272.0,272.0
29,42.166666666666664,33.0,32.857142857142854,13.4,,11.565217391304348,,,18.75,18.5,12.45,6.214285714285714,12.470588235294118,25.375,8.571428571428571,37.833333333333336,59.0,147.0
30,79.33333333333333,16.8125,41.2,,272.0,103.0,,,,10.44,8.7,2.547169811320755,6.868421052631579,84.5,29.5,83.66666666666667,11.863636363636363,170.0
31,,7.636363636363637,166.0,,,272.0,,,25.555555555555557,6.333333333333333,,3.1294117647058823,45.5,,28.77777777777778,2.0,,272.0
32,,134.0,,,39.0,100.0,,,,7.0,3.4864864864864864,1.4702702702702704,,14.294117647058824,,,63.5,
33,,107.5,272.0,,,,,,,9.555555555555555,2.5233644859813085,2.2521008403361344,,27.22222222222222,,,272.0,
34,,8.666666666666666,272.0,,,,,,,8.67741935483871,,2.69,,,41.0,1.0,,272.0
35,,28.88888888888889,33.333333333333336,,55.333333333333336,107.0,,,,8.121212121212121,14.714285714285714,4.138461538461539,24.0,82.0,19.916666666666668,272.0,,272.0
36,,20.727272727272727,95.0,,,119.0,,,18.0,8.09375,272.0,4.551724137931035,31.571428571428573,,272.0,3.5,,71.33333333333333
37,,22.454545454545453,272.0,27.0,,,,,272.0,10.833333333333334,272.0,3.308641975308642,10.863636363636363,,162.0,272.0,,272.0
38,,15.2,57.0,,38.0,,272.0,20.7,33.375,4.044776119402985,2.0692307692307694,2.053030303030303,111.0,13.941176470588236,84.66666666666667,56.0,20.833333333333332,89.0
39,,27.142857142857142,,,,,,,272.0,19.846153846153847,,2.711340206185567,13.947368421052632,,,272.0,,
40,,16.2,40.25,24.4,,6.666666666666667,,,,8.06060606060606,9.137931034482758,4.245901639344262,66.66666666666667,68.33333333333333,14.333333333333334,19.53846153846154,56.0,30.166666666666668
41,272.0,22.333333333333332,272.0,,,272.0,,,,44.8,13.3125,2.5384615384615383,71.33333333333333,125.0,272.0,272.0,,
42,,30.5,18.0,,3.0,,,44.0,,6.861111111111111,2.860215053763441,2.5185185185185186,272.0,8.28125,,,38.666666666666664,
43,,,,,272.0,,,272.0,,15.823529411764707,3.2409638554216866,2.717171717171717,,18.4,30.0,,35.833333333333336,
44,21.9,67.75,8.333333333333334,,,33.5,,,,11.772727272727273,11.0,2.2666666666666666,7.0,,10.307692307692308,54.0,68.0,
45,58.0,24.22222222222222,50.5,55.0,,60.0,272.0,272.0,,35.5,40.5,2.731958762886598,6.045454545454546,89.5,21.0,,272.0,
46,32.0,31.75,272.0,272.0,,45.8,,,,14.235294117647058,272.0,2.6565656565656566,15.5,,40.5,39.5,,
47,,33.5,272.0,272.0,35.166666666666664,,,73.5,63.5,10.2,3.554054054054054,3.6027397260273974,272.0,27.375,,272.0,67.5,272.0
48,18.666666666666668,8.125,51.666666666666664,,,50.0,,,272.0,14.538461538461538,26.25,3.638888888888889,9.5,272.0,21.666666666666668,49.2,38.0,33.333333333333336
49,40.5,13.0,71.0,272.0,,,,,272.0,12.31578947368421,,3.6986301369863015,7.647058823529412,,37.6,14.0,,272.0
50,272.0,7.628571428571429,272.0,,,32.6,,67.5,10.368421052631579,6.045454545454546,6.555555555555555,2.1587301587301586,32.0,40.0,44.0,272.0,48.0,83.0
51,,15.647058823529411,2.0,213.0,,10.0,,69.0,16.8,5.346938775510204,8.741935483870968,2.72,34.0,19.5,38.6,15.88888888888889,17.09090909090909,131.0
52,90.0,9.08,,,33.0,41.6,,,60.0,9.708333333333334,56.0,1.9565217391304348,24.0,,17.928571428571427,14.5,,97.0
53,88.0,16.666666666666668,272.0,16.933333333333334,,141.0,,,,21.272727272727273,18.0,2.25,29.0,,51.5,35.0,,272.0
54,,14.058823529411764,272.0,,,,,,,8.290322580645162,272.0,2.9456521739130435,40.333333333333336,,45.5,,,
55,,39.833333333333336,,,76.5,,,,,11.5,2.4324324324324325,4.123076923076923,,12.157894736842104,,,26.5,
56,62.25,15.090909090909092,6.0,52.0,,272.0,,,36.57142857142857,18.066666666666666,207.0,3.2771084337349397,7.827586206896552,,15.764705882352942,67.0,272.0,1.0
57,,42.0,,,46.333333333333336,,,272.0,,21.454545454545453,2.029850746268657,3.4935064935064934,,22.88888888888889,,,29.5,
58,31.571428571428573,15.4375,,,,107.5,,,39.4,5.574468085106383,,4.377049180327869,123.0,,12.263157894736842,272.0,,105.0
59,272.0,272.0,272.0,,,,,,,10.666666666666666,22.4,2.203252032520325,20.583333333333332,272.0,67.0,25.0,272.0,272.0
60,,32.166666666666664,272.0,,27.4,68.0,,,272.0,7.823529411764706,3.011111111111111,2.0692307692307694,32.42857142857143,37.2,29.555555555555557,272.0,51.5,
61,,45.2,272.0,,58.0,,272.0,272.0,272.0,12.15,3.9242424242424243,3.5,36.4,21.333333333333332,17.166666666666668,272.0,87.5,38.2
62,272.0,75.5,272.0,34.0,,24.428571428571427,272.0,,22.181818181818183,16.5,9.428571428571429,2.882978723404255,272.0,73.0,21.25,18.0,44.5,272.0
63,,14.5,43.0,,272.0,272.0,,,,7.054054054054054,,3.0681818181818183,31.166666666666668,,52.0,,,
64,,,,,,,,14.0,272.0,31.0,3.4927536231884058,2.12,,48.75,,,7.0,79.0
65,208.0,22.25,,,272.0,272.0,,,,8.580645161290322,16.5,2.8526315789473684,33.5,49.6,31.75,53.2,82.5,11.777777777777779
66,,272.0,,,61.666666666666664,272.0,,,,6.9743589743589745,2.789473684210526,1.9635036496350364,93.0,36.833333333333336,50.2,1.0,28.666666666666668,
67,,,,,,,,,,11.818181818181818,2.2113821138211383,2.0,208.0,11.80952380952381,,,199.0,113.5
68,57.0,272.0,3.1264367816091956,20.8,,,207.0,142.0,51.75,7.628571428571429,12.227272727272727,6.181818181818182,17.857142857142858,56.0,29.571428571428573,12.0,,52.5
69,,8.8,,,272.0,,,,,5.230769230769231,1.6094674556213018,1.590643274853801,,15.933333333333334,,,10.333333333333334,
70,31.8,133.0,79.0,272.0,,272.0,,,,11.909090909090908,272.0,3.0547945205479454,,,19.4,27.5,,272.0
71,,,,,,,,65.5,272.0,29.0,4.075757575757576,3.4050632911392404,,22.5,,,77.0,77.0
72,,24.0,,,63.333333333333336,,,42.6,40.666666666666664,10.916666666666666,4.03030303030303,3.4675324675324677,,8.741935483870968,50.0,,41.25,
73,14.705882352941176,34.2,36.142857142857146,10.952380952380953,,9.75,,272.0,10.0,42.333333333333336,32.5,16.23076923076923,14.375,,12.529411764705882,35.666666666666664,,21.0
74,20.0,36.333333333333336,74.33333333333333,,,,,,,20.3,18.23076923076923,6.35,40.0,47.333333333333336,13.9375,83.0,70.0,29.0
75,,21.5,,,,,,,,38.166666666666664,18.0,1.7866666666666666,55.75,272.0,,,272.0,
76,272.0,26.77777777777778,7.0,,,53.0,,,169.0,8.535714285714286,6.945945945945946,4.203125,36.285714285714285,37.333333333333336,23.181818181818183,82.33333333333333,,24.88888888888889
77,272.0,22.875,272.0,,,,,272.0,52.5,17.571428571428573,35.166666666666664,4.777777777777778,29.428571428571427,52.75,17.571428571428573,,178.0,
78,27.833333333333332,17.333333333333332,26.625,15.363636363636363,,38.57142857142857,,,,9.0,18.0,3.5526315789473686,14.052631578947368,53.25,39.5,26.0,89.5,45.0
79,,29.6,,,22.09090909090909,272.0,,272.0,70.5,17.428571428571427,5.551020408163265,3.4430379746835444,168.0,49.0,37.333333333333336,1.0,67.33333333333333,
80,,51.666666666666664,,,272.0,,,,,6.794871794871795,2.2966101694915255,1.7581699346405228,35.666666666666664,272.0,56.0,272.0,40.4,272.0
81,25.833333333333332,35.142857142857146,36.5,,272.0,,,,,13.0,33.8,2.752577319587629,10.583333333333334,,14.153846153846153,73.5,,87.66666666666667
82,61.75,46.4,132.0,43.0,272.0,272.0,272.0,,133.0,11.944444444444445,5.5777777777777775,2.0,7.53125,19.23076923076923,37.142857142857146,202.0,18.384615384615383,30.714285714285715
83,,34.333333333333336,272.0,128.5,,55.0,,,,5.6521739130434785,16.8,2.0763358778625953,11.25,157.0,37.714285714285715,26.5,16.0,272.0
84,36.5,30.166666666666668,22.333333333333332,26.0,,34.142857142857146,,272.0,,26.333333333333332,272.0,8.225806451612904,31.142857142857142,272.0,46.6,62.25,272.0,25.88888888888889
85,,14.214285714285714,52.5,,,272.0,,,,6.837837837837838,,2.2542372881355934,35.0,272.0,50.75,75.66666666666667,,50.0
86,168.0,22.2,,,272.0,,,57.5,49.0,6.585365853658536,2.5865384615384617,2.1507936507936507,40.833333333333336,29.75,31.428571428571427,272.0,24.0,73.0
87,272.0,135.0,272.0,272.0,,40.333333333333336,,,28.0,22.5,26.833333333333332,4.26984126984127,272.0,,14.0,26.5,,22.25
88,,38.2,23.333333333333332,21.181818181818183,60.0,,,272.0,,8.709677419354838,4.944444444444445,2.556603773584906,10.5,114.5,272.0,39.6,47.5,107.0
89,,23.833333333333332,217.0,,38.0,28.5,,69.33333333333333,272.0,12.7,2.203252032520325,1.7597402597402598,272.0,27.666666666666668,34.666666666666664,,34.285714285714285,24.0
90,22.0,49.4,87.0,32.5,,28.0,,272.0,,11.166666666666666,33.0,5.018867924528302,17.545454545454547,10.0,18.0,37.285714285714285,272.0,26.0
91,,9.703703703703704,26.5,,,272.0,,,103.5,16.5625,22.142857142857142,3.238095238095238,272.0,,99.0,,272.0,52.5
92,272.0,13.631578947368421,53.6,272.0,,23.6,16.25,25.0,8.666666666666666,7.96875,6.439024390243903,3.268292682926829,14.823529411764707,18.833333333333332,12.380952380952381,28.0,21.1,72.5
93,12.714285714285714,13.0,24.2,,,,,,,13.818181818181818,272.0,4.7105263157894735,6.0285714285714285,,12.666666666666666,,,
94,,11.0,15.0,83.33333333333333,2.0,64.0,,,272.0,4.107692307692307,26.4,3.164705882352941,28.75,,8.32258064516129,272.0,2.0,47.4
95,272.0,18.0,,,272.0,,,44.333333333333336,,15.666666666666666,3.671232876712329,2.299145299145299,31.75,10.869565217391305,33.6,,38.0,
96,,15.727272727272727,,,,272.0,,,,8.096774193548388,,5.196078431372549,28.875,,34.666666666666664,,,
97,19.0,44.8,15.0,7.685714285714286,59.5,7.078947368421052,,,105.5,18.4,8.151515151515152,4.701754385964913,13.31578947368421,119.0,67.75,7.27027027027027,60.666666666666664,251.0
98,84.0,272.0,272.0,,,60.0,,,12.0,4.767857142857143,89.0,3.6486486486486487,37.166666666666664,272.0,24.555555555555557,35.333333333333336,,105.0
99,12.090909090909092,20.583333333333332,19.8,19.46153846153846,272.0,85.0,272.0,272.0,53.0,6.7,20.916666666666668,4.123076923076923,8.3125,272.0,4.6,25.75,8.0,22.0
100,272.0,82.0,131.0,,,103.0,,,78.5,39.75,54.0,3.022727272727273,11.2,13.454545454545455,23.0,28.6,,109.0
101,,56.0,,,,,,,,13.15,8.653846153846153,2.2605042016806722,272.0,,,,,
102,17.125,19.272727272727273,45.666666666666664,64.33333333333333,272.0,272.0,,,,7.057142857142857,2.6176470588235294,1.6918238993710693,13.384615384615385,37.857142857142854,32.125,48.25,22.142857142857142,35.4
103,,272.0,,,272.0,,,,,43.5,2.8210526315789473,4.409836065573771,,,,,37.5,
104,,44.0,,,,,130.0,,,31.714285714285715,1.9926470588235294,1.9781021897810218,25.0,43.666666666666664,92.5,,272.0,229.0
105,,272.0,272.0,,43.6,272.0,8.0,52.5,272.0,9.137931034482758,3.1511627906976742,2.8229166666666665,,22.77777777777778,272.0,198.0,47.6,272.0
106,272.0,13.0,123.0,9.962962962962964,,23.7,,,94.0,9.481481481481481,36.75,4.551724137931035,23.666666666666668,272.0,16.5,61.0,272.0,272.0
107,272.0,17.2,80.0,75.0,,65.0,,,77.0,7.6571428571428575,25.1,3.1882352941176473,8.89655172413793,,20.615384615384617,39.8,272.0,59.0
108,272.0,10.52,39.833333333333336,,272.0,27.142857142857142,,,272.0,8.733333333333333,272.0,2.727272727272727,29.285714285714285,,9.857142857142858,272.0,,272.0
109,,272.0,,,,,,,,12.65,2.0852713178294575,1.9071428571428573,,84.5,,,,
110,,14.882352941176471,84.0,272.0,,34.57142857142857,71.0,272.0,39.666666666666664,4.75,9.521739130434783,2.8020833333333335,20.23076923076923,56.333333333333336,38.25,50.0,68.33333333333333,35.5
111,,272.0,,,,,,272.0,,37.8,1.3203883495145632,2.2583333333333333,,,,,272.0,272.0
112,,14.333333333333334,25.1,,,28.875,,272.0,117.0,10.384615384615385,16.333333333333332,2.7551020408163267,14.5,44.0,11.608695652173912,,41.0,
113,20.727272727272727,11.6,111.5,35.4,57.666666666666664,18.714285714285715,272.0,32.0,16.0,8.833333333333334,14.5,3.034090909090909,19.071428571428573,23.666666666666668,9.962962962962964,24.555555555555557,158.0,18.692307692307693
114,272.0,19.583333333333332,,80.0,,44.0,,,120.0,15.333333333333334,22.5,3.1149425287356323,20.5,86.0,27.625,272.0,,272.0
115,23.1,20.454545454545453,69.5,272.0,,83.0,,,,9.423076923076923,115.0,4.171875,18.333333333333332,,36.2,44.4,,68.33333333333333
116,,38.166666666666664,,,272.0,,,,,15.333333333333334,1.5280898876404494,2.863157894736842,76.5,272.0,214.0,,,
117,77.0,22.083333333333332,,272.0,,218.0,,,,8.703703703703704,4.015384615384615,2.3275862068965516,45.4,23.5,14.0,46.75,30.142857142857142,29.0
118,25.666666666666668,20.77777777777778,33.333333333333336,51.333333333333336,,35.57142857142857,,,272.0,7.514285714285714,272.0,5.319148936170213,12.842105263157896,17.0,5.761904761904762,12.6,,53.666666666666664
119,45.75,8.964285714285714,19.0,272.0,,20.23076923076923,,,16.133333333333333,7.121212121212121,18.454545454545453,4.431034482758621,22.0,272.0,10.6,31.285714285714285,55.5,40.5
120,14.5,25.2,8.866666666666667,,,70.0,,,,28.0,19.833333333333332,2.8085106382978724,5.8478260869565215,272.0,9.925925925925926,71.5,59.0,91.0
121,272.0,21.666666666666668,272.0,272.0,,3.0,59.5,,15.6,12.523809523809524,12.65,2.2966101694915255,35.0,272.0,16.545454545454547,272.0,272.0,272.0
122,9.666666666666666,19.166666666666668,272.0,47.0,106.0,29.714285714285715,38.2,27.625,11.695652173913043,9.5,27.0,4.338709677419355,23.6,77.0,17.53846153846154,119.5,42.666666666666664,80.5
123,,272.0,272.0,,272.0,,,41.0,272.0,6.390243902439025,2.518867924528302,2.1015625,,29.333333333333332,,,87.0,30.0
124,5.0,14.117647058823529,45.6,,,272.0,,,,13.588235294117647,,5.520833333333333,28.142857142857142,272.0,11.125,49.333333333333336,,28.0
125,272.0,24.77777777777778,,57.75,272.0,,,272.0,,12.11111111111111,56.5,4.338709677419355,121.0,103.5,42.0,,134.0,33.75
126,22.8,272.0,35.0,,272.0,66.5,,,,8.612903225806452,2.7628865979381443,1.6728395061728396,30.428571428571427,11.636363636363637,19.153846153846153,21.0,,56.0
127,272.0,26.833333333333332,,,,272.0,,,,36.75,14.25,3.0224719101123596,28.5,272.0,48.5,,55.0,
128,,272.0,,,56.5,,,,,22.545454545454547,3.6619718309859155,2.4862385321100917,,21.818181818181817,,,,
129,,157.0,,,35.75,,,272.0,,7.0,3.1547619047619047,2.5377358490566038,,,,,64.5,
130,3.5,14.88888888888889,272.0,,272.0,20.615384615384617,,,14.25,8.866666666666667,20.25,4.15625,13.68421052631579,,12.181818181818182,187.0,188.0,272.0
131,49.75,9.25,272.0,272.0,272.0,15.142857142857142,,,43.0,8.1,8.275862068965518,3.2650602409638556,23.454545454545453,,21.75,115.0,12.0,18.53846153846154
132,,168.0,272.0,,272.0,59.0,,44.6,,6.533333333333333,1.9253731343283582,1.8356164383561644,86.0,13.157894736842104,62.666666666666664,,272.0,
133,,20.0,,81.0,,29.0,,272.0,,8.346153846153847,18.636363636363637,3.2261904761904763,49.0,37.8,24.333333333333332,72.33333333333333,43.666666666666664,
134,9.310344827586206,43.0,22.0,,,21.666666666666668,,9.0,29.0,8.40625,5.423076923076923,4.4576271186440675,25.5,51.0,13.666666666666666,16.875,272.0,19.615384615384617
135,,25.666666666666668,,,,,,,,9.035714285714286,40.0,2.518867924528302,51.75,,37.5,,,80.5
136,,28.0,272.0,32.0,,32.666666666666664,,,8.06060606060606,17.214285714285715,69.0,6.82051282051282,43.2,,19.53846153846154,209.0,,22.0
137,19.307692307692307,21.444444444444443,272.0,37.6,,71.0,,272.0,13.38888888888889,11.772727272727273,4.6909090909090905,3.057471264367816,27.125,24.0,26.571428571428573,51.0,272.0,272.0
138,85.33333333333333,60.0,272.0,44.0,120.5,9.23076923076923,,272.0,272.0,23.11111111111111,8.535714285714286,4.274193548387097,19.384615384615383,48.5,17.285714285714285,48.0,272.0,
139,18.666666666666668,14.0,63.25,,272.0,272.0,,,272.0,16.375,4.26984126984127,3.2023809523809526,21.1,22.363636363636363,62.0,,26.3,272.0
140,20.384615384615383,33.333333333333336,272.0,22.2,,,,,,6.333333333333333,116.5,2.9565217391304346,15.076923076923077,,28.5,27.22222222222222,,38.0
141,,13.1,,,16.866666666666667,,272.0,,,36.6,2.185483870967742,2.7578947368421054,,272.0,,,37.166666666666664,
143,,28.0,272.0,,3.0,,,40.6,80.0,22.5,4.26984126984127,3.6986301369863015,,28.25,272.0,,21.0,272.0
144,,9.692307692307692,,,11.454545454545455,,,,,6.366666666666666,2.6407766990291264,2.6153846153846154,,55.25,272.0,,12.38888888888889,
145,88.5,26.11111111111111,7.0,14.466666666666667,,44.25,,,272.0,11.761904761904763,83.5,9.178571428571429,48.5,85.5,36.857142857142854,44.4,272.0,21.0
146,11.909090909090908,10.555555555555555,15.4,,,25.25,,,272.0,58.25,,6.615384615384615,18.88888888888889,,16.583333333333332,33.5,,178.0
147,15.357142857142858,25.6,49.666666666666664,40.25,76.0,46.2,,26.444444444444443,272.0,7.285714285714286,7.1891891891891895,3.176470588235294,21.416666666666668,25.2,23.0,59.5,106.0,26.0
148,,272.0,,,,,,,,7.285714285714286,2.0223880597014925,2.2966101694915255,,272.0,,,35.714285714285715,
149,248.0,42.0,272.0,,,272.0,,,272.0,7.9411764705882355,10.958333333333334,2.7938144329896906,39.2,272.0,19.615384615384617,40.5,272.0,111.5
150,272.0,64.0,5.0,272.0,145.0,,,19.0,,272.0,2.5283018867924527,1.8943661971830985,37.0,14.0625,99.0,,24.3,272.0
151,,20.818181818181817,32.4,44.333333333333336,,18.25,272.0,,49.0,5.541666666666667,13.0,2.923076923076923,47.4,140.0,18.46153846153846,91.0,51.0,
152,272.0,21.2,31.0,43.5,,29.333333333333332,,,,15.785714285714286,16.533333333333335,4.416666666666667,43.4,,11.26086956521739,53.0,272.0,40.333333333333336
153,,12.1,,1.0,,34.0,,,272.0,5.319148936170213,19.0,1.8503401360544218,38.5,,35.333333333333336,,,
154,,272.0,,,,272.0,,,,44.833333333333336,53.8,3.2,59.5,,272.0,272.0,272.0,272.0
155,27.0,10.541666666666666,148.0,,,147.0,,,,8.4,272.0,3.757142857142857,13.6875,272.0,6.55,54.333333333333336,,
156,11.0,18.8,62.333333333333336,272.0,,29.666666666666668,,,25.9,11.26086956521739,10.0,4.836363636363636,17.846153846153847,272.0,10.26923076923077,113.0,,21.0
157,,15.23076923076923,20.0,111.0,,106.0,,,,11.26086956521739,11.863636363636363,2.5046728971962615,19.5,272.0,41.0,210.0,272.0,272.0
158,,114.0,,,,,,,18.3,13.55,3.9411764705882355,2.605769230769231,39.5,1.0,272.0,,,
159,31.0,32.0,272.0,272.0,,33.285714285714285,43.0,272.0,8.21875,26.625,45.75,10.52,14.058823529411764,51.0,11.681818181818182,37.0,272.0,37.0
160,272.0,12.75,3.0,,101.5,75.33333333333333,,,2.0,6.82051282051282,6.9714285714285715,2.4403669724770642,20.2,33.857142857142854,109.5,272.0,46.0,211.0
161,16.4,13.266666666666667,19.0,31.2,,35.5,,,11.157894736842104,16.846153846153847,49.0,6.2368421052631575,6.333333333333333,,17.545454545454547,20.90909090909091,,75.0
162,40.0,16.066666666666666,22.90909090909091,38.25,272.0,35.166666666666664,,272.0,23.333333333333332,9.0,23.0,5.844444444444444,8.580645161290322,272.0,20.416666666666668,20.666666666666668,272.0,51.0
163,,70.66666666666667,,,272.0,,,,272.0,7.6571428571428575,2.5,2.0775193798449614,,33.714285714285715,272.0,,31.0,
164,35.666666666666664,,272.0,13.857142857142858,272.0,34.42857142857143,,272.0,272.0,9.642857142857142,23.88888888888889,2.5185185185185186,36.0,188.0,23.666666666666668,65.0,67.33333333333333,72.5
165,272.0,71.33333333333333,25.555555555555557,85.0,,21.272727272727273,,,272.0,33.42857142857143,43.25,6.5675675675675675,18.076923076923077,79.0,8.75,9.0,,272.0
166,223.0,22.272727272727273,46.0,,272.0,24.444444444444443,33.666666666666664,23.166666666666668,15.2,10.0,14.411764705882353,5.74468085106383,42.25,40.833333333333336,15.272727272727273,27.1,61.25,40.0
167,54.666666666666664,19.307692307692307,46.666666666666664,,,,,,,11.95,7.0,3.8529411764705883,26.75,272.0,19.46153846153846,36.6,,41.0
168,,18.846153846153847,87.5,17.142857142857142,31.0,50.5,31.5,,18.846153846153847,9.607142857142858,24.22222222222222,4.803571428571429,15.785714285714286,16.0,37.0,28.22222222222222,34.0,121.5
169,,208.0,272.0,,,,,272.0,,14.666666666666666,5.173076923076923,3.898550724637681,272.0,23.2,9.0,,272.0,
170,,,,,272.0,,,60.333333333333336,,16.428571428571427,3.533333333333333,2.548076923076923,191.0,18.0,,,19.46153846153846,129.0
171,,23.181818181818183,,,272.0,17.8,,,,8.151515151515152,19.923076923076923,2.4285714285714284,49.0,45.666666666666664,18.928571428571427,29.0,,35.5
172,,31.875,,2.0,,219.0,,,,4.15625,9.666666666666666,2.9887640449438204,44.2,68.0,56.25,,29.0,272.0
173,272.0,85.0,,272.0,256.0,272.0,,272.0,272.0,14.38888888888889,2.203252032520325,2.168,272.0,11.130434782608695,1.0,7.5,55.333333333333336,48.0
175,29.75,34.8,,,4.285714285714286,272.0,,54.0,272.0,3.345679012345679,2.532710280373832,2.419642857142857,,12.25,272.0,,5.911111111111111,272.0
176,,6.25,272.0,,65.33333333333333,,,,46.666666666666664,19.0,2.3771929824561404,2.030534351145038,15.5,5.0,272.0,,29.666666666666668,
177,,14.125,12.526315789473685,37.42857142857143,,143.0,,,,20.75,100.0,12.9,7.742857142857143,88.0,17.0,33.625,,60.75
178,,272.0,156.0,,,44.0,272.0,,,13.222222222222221,2.310344827586207,2.0,,30.666666666666668,79.0,,28.0,30.0
179,86.5,9.074074074074074,76.5,34.0,,101.0,272.0,272.0,78.0,5.36,32.625,3.0804597701149423,8.32258064516129,52.8,8.580645161290322,35.0,272.0,38.0
180,35.5,20.916666666666668,,,,16.333333333333332,,,,12.272727272727273,,3.9130434782608696,12.571428571428571,,272.0,272.0,,
181,272.0,19.833333333333332,61.0,33.6,272.0,44.75,,,26.142857142857142,13.947368421052632,30.333333333333332,3.608108108108108,15.0,,6.166666666666667,46.0,,5.0
182,,20.23076923076923,272.0,20.7,,94.5,,272.0,,4.754385964912281,15.266666666666667,2.72,13.333333333333334,59.0,59.75,57.666666666666664,59.0,31.0
183,,58.333333333333336,,,,,272.0,59.666666666666664,56.0,5.552631578947368,2.2479338842975207,2.0923076923076924,,13.555555555555555,272.0,272.0,31.285714285714285,272.0
