CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭
337,-2,2,0,0,-3,2
338,2,-1,2,-3,0,3
339,0,-2,3,-1,-1,1
340,-2,0,0,1,-1,0
341,-2,2,-3,3,-3,2
342,1,0,0,-2,2,-2
343,0,0,1,1,-3,3
344,0,1,-2,3,-2,1
345,-2,3,-3,2,-1,1
346,-1,2,-3,2,1,0
347,-1,2,-2,0,1,-1
348,1,-2,-1,2,-1,0
349,0,-1,2,-1,1,-2
350,-1,0,-2,3,-1,-2
351,1,0,1,-2,0,0
352,0,2,-3,2,0,0
353,-2,1,1,-1,-2,2
354,-2,-1,0,3,-1,0
355,-1,2,-2,-1,3,-1
356,3,-1,-2,0,2,-2
357,1,0,-1,1,-1,1
358,-2,3,0,-3,3,-2
359,0,0,2,-2,-1,1
360,1,0,-2,3,-1,-1
361,3,-2,-1,2,0,0
362,1,2,-2,1,1,-3
363,0,1,2,-2,1,-1
364,-1,-1,1,0,-1,1
365,1,-2,-1,1,2,-2
366,0,-2,1,-2,3,0
367,-1,2,-1,1,0,0
368,1,-3,2,0,-1,1
369,-3,3,-3,3,0,-3
370,-1,1,-1,2,-1,0
371,3,-1,-2,3,-3,1
372,-1,1,0,0,0,-2
373,-2,3,0,-1,-2,3
374,0,2,-2,0,0,1
375,-1,-1,1,0,-2,2
376,0,-2,3,-2,1,-1
377,0,-1,0,2,-3,3
378,0,0,1,-3,0,3
379,-2,3,-2,1,-1,0
380,-2,1,-1,1,-1,1
381,-1,0,1,0,-2,2
382,-1,0,1,-2,0,1
383,-3,3,-3,3,-3,0
384,-2,3,-1,1,-2,-1
385,0,-2,1,2,-2,1
386,0,-2,0,3,0,-3
387,-2,1,-2,1,-1,2
388,3,-2,1,-1,0,2
389,2,-2,3,-1,0,-1
390,-1,1,-2,3,-2,1
391,2,-3,3,-1,1,0
392,1,1,-1,2,-1,1
393,-3,3,-3,2,0,0
394,-1,2,0,0,-2,2
395,0,1,0,-1,0,0
396,-1,2,-3,2,-2,2
397,-1,2,0,0,0,-2
398,-2,2,0,-2,3,-2
399,-2,-1,3,-3,0,3
400,1,-1,2,-2,0,2
401,3,-1,0,-2,0,2
402,0,2,-2,1,-1,-1
403,-1,2,-2,1,-2,1
404,2,-2,1,0,-1,0
405,2,-2,2,-1,1,-1
406,0,2,-2,0,2,-1
407,-3,0,1,2,-1,-2
408,3,-2,0,1,-2,1
409,-2,2,-1,-2,0,3
410,-2,3,-1,1,0,-3
411,2,0,-2,2,1,-3
412,-2,1,0,0,-2,2
413,2,-2,0,-1,3,-3
414,-3,3,-2,2,-2,-1
415,2,-3,2,0,-1,-1
416,-1,-1,2,-1,-2,3
417,-2,2,-2,0,3,-2
418,-1,0,-2,2,1,-3
419,-1,2,0,-2,1,2
420,0,-1,-1,3,-3,3
421,1,0,0,-1,1,-1
422,-2,0,0,1,-1,1
423,1,-2,3,-1,1,-3
424,-1,-1,1,2,-2,1
425,-1,1,-2,3,-2,1
426,-3,3,-3,1,2,-1
427,3,-2,0,2,-2,2
428,2,-1,1,-1,1,1
429,-2,-1,2,1,-3,3
430,-3,3,-1,-1,2,-3
431,2,-2,2,-2,-1,2
432,-3,3,-2,2,-3,3
433,3,-1,-2,3,-3,2
434,3,-2,1,-1,1,0
435,-1,-1,2,1,0,-3
436,1,-3,3,-1,-2,3
437,3,-2,1,-1,2,-1
438,-2,3,-3,3,-3,1
439,-2,-1,3,-2,1,-1
440,2,-3,2,-1,-1,3
441,1,0,-2,3,-1,-2
442,0,0,-1,1,-1,1
443,1,2,-1,-2,3,-3
444,1,-3,0,3,-3,0
445,-2,3,-3,1,2,-1
446,1,1,-2,1,-1,2
447,1,-1,-1,3,-1,-1
448,0,1,1,-3,1,0
449,-1,0,1,0,-1,1
450,-1,0,2,-3,2,-1
451,1,-1,0,1,0,-2
452,0,-1,0,1,-1,0
453,-3,3,-3,2,0,1
454,-1,2,-3,3,-2,-1
455,-1,1,-2,3,-2,2
456,2,0,-2,3,0,-1
457,0,-1,0,2,-1,0
458,1,0,-1,1,0,-1
459,0,0,-1,1,-2,2
461,-2,1,-1,2,-3,2
462,3,-2,2,0,-3,0
463,2,-3,2,-1,2,-3
464,-3,1,1,-1,0,0
465,-1,3,-2,1,0,1
466,2,-3,3,-3,3,0
467,-3,3,-2,0,-1,3
468,-1,1,1,-2,-1,1
469,3,-1,-2,3,-3,2
470,-3,1,0,2,-1,-2
471,0,-2,-1,3,-3,3
472,-1,1,-1,2,-2,1
473,-1,1,0,-1,1,-1
474,0,-1,0,1,-1,0
475,2,-2,0,0,1,-1
476,-1,1,-1,2,-2,0
477,3,-3,3,-3,0,3
478,-3,3,-1,-2,3,0
479,-1,1,0,0,-1,0
480,0,1,0,-1,0,1
481,3,-3,2,-2,2,0
482,-1,1,-2,0,2,-2
483,0,0,-1,2,-2,1
484,2,-2,1,-1,2,-3
485,3,-2,2,-3,3,-3
486,-3,2,1,-2,0,-1
487,0,-1,0,2,-2,1
488,0,0,-2,3,-2,0
489,0,0,1,0,-3,1
490,-1,1,0,0,-2,3
491,3,-3,2,-1,1,-2
492,0,-3,0,2,-2,3
493,-2,2,0,-1,0,1
494,0,1,-3,2,0,1
495,2,-1,1,1,-1,0
496,0,1,-1,1,-1,1
497,1,-1,1,-1,1,0
498,3,-1,1,-1,-1,0
499,-2,3,-1,0,0,-2
500,-2,1,1,-1,-1,2
501,-2,0,1,-1,1,-1
502,0,0,0,-1,-1,2
503,2,0,-1,0,0,1
504,-1,1,0,1,-3,3
505,-2,3,-2,1,-1,1
506,1,0,1,-1,0,0
507,-1,1,-2,2,-1,1
508,3,-3,3,-1,-1,0
509,3,-3,2,-2,2,0
510,-2,3,-2,0,1,-1
511,0,0,-2,2,-2,2
512,1,0,0,0,-1,1
513,-1,2,-2,1,-2,2
514,-1,-1,1,1,0,0
515,0,-1,-1,1,0,2
516,-1,1,-1,0,0,2
517,-1,2,-2,0,-1,3
518,-1,0,1,-1,1,0
519,-2,3,-1,0,-1,0
520,-1,1,-1,-1,1,0
521,-1,2,-1,-1,-1,3
522,0,0,-2,1,1,0
523,-1,-1,3,-2,0,0
524,1,-1,1,-1,0,-1
525,-1,0,2,-1,-2,1
526,0,-1,1,0,0,-1
527,0,-2,0,2,-2,0
528,0,-1,1,0,0,0
529,-1,1,1,-1,-1,1
530,1,-2,0,2,-2,0
531,-1,-2,3,-1,1,-1
532,3,-3,1,1,1,0
533,2,-1,-1,1,0,0
534,0,-3,1,1,0,1
535,-1,1,2,-3,3,-2
536,0,0,2,-3,3,-3
537,-1,1,0,0,-1,0
538,-1,-1,2,-3,1,2
539,-2,3,-1,-1,1,-2
540,-3,2,1,-2,1,-1
541,1,-1,0,1,0,-2
542,0,0,-1,1,-1,2
543,-2,3,-3,3,-3,3
544,-1,-1,3,-2,0,2
545,3,-3,0,1,2,-1
546,3,-2,2,-3,1,-1
547,1,0,-2,2,1,-3
548,3,-2,2,-2,1,-1
549,2,-1,1,-2,2,-1
550,1,0,-3,2,1,-2
551,-1,0,1,0,-1,1
552,-1,0,1,-1,1,-1
553,1,-1,0,1,-1,2
554,-3,3,-2,0,-1,3
555,0,1,-1,1,1,-2
556,0,2,-2,0,0,1
557,-2,2,0,0,-1,0
558,-1,3,-3,3,-3,1
559,0,0,-1,0,1,0
560,3,-3,1,2,-3,1
561,-1,-2,3,0,-2,0
562,-3,3,-1,-2,1,-1
563,-1,0,1,0,-1,0
564,-1,1,-1,-1,2,0
565,1,-1,1,-1,-1,3
566,2,-1,0,2,-1,-1
567,2,-2,1,-1,0,1
568,-1,-1,1,0,-1,1
569,0,1,-3,0,3,-1
570,0,1,0,-1,-1,2
571,0,-3,2,-2,3,-2
572,1,-2,-1,3,-3,2
573,0,-2,2,-2,0,1
574,0,0,1,-2,3,-2
575,-1,-1,2,0,-1,1
576,-1,0,1,1,-3,0
577,1,2,-3,1,1,0
578,-1,1,-1,0,1,-1
579,-2,0,2,-1,-2,1
580,2,-3,3,-1,-1,1
581,1,-1,1,-1,-1,1
582,-2,0,1,-1,0,-1
583,0,2,-3,0,3,-2
584,1,0,-1,2,-2,0
585,2,-2,1,-1,0,0
586,1,-2,0,0,1,-1
587,1,-1,-1,3,-1,-1
588,2,0,-2,3,-3,2
589,0,1,-1,3,-1,-1
590,3,-2,1,0,-2,3
591,1,-1,1,0,-1,1
592,0,1,1,-2,-1,3
593,-3,2,-2,3,-3,3
594,-2,1,-2,3,-3,3
595,-2,1,0,1,-1,1
596,0,1,-2,1,0,-1
597,-1,2,-2,0,1,0
598,1,-2,0,0,1,1
599,-3,3,-3,3,-3,2
600,1,-3,2,0,0,-1
601,3,-2,1,-1,2,0
602,3,-3,3,-3,2,0
603,-2,0,1,-2,3,-1
604,-3,3,-3,1,2,0
605,1,-2,1,2,-3,1
606,-1,3,-2,-1,3,0
607,-2,2,0,0,-1,0
608,0,1,-1,1,0,1
609,2,-1,-2,3,-2,1
610,-2,2,-1,-2,0,3
611,-3,1,2,-2,2,-1
612,-2,3,-3,0,1,-1
613,1,1,-2,0,1,-1
614,-3,0,1,2,-3,3
615,1,1,-2,2,-3,1
616,-1,0,0,1,-2,3
617,-2,0,1,0,0,-1
618,3,-1,-1,-1,1,2
619,-1,1,-2,2,-2,1
620,-2,2,-3,3,-3,3
621,1,0,-1,0,2,-2
622,-2,2,-2,1,2,-2
623,0,1,-3,1,1,-2
624,0,2,-3,2,-1,2
625,-1,1,-2,0,0,1
626,-2,-1,2,-1,2,-1
627,0,0,-2,3,-3,3
628,1,-1,1,0,0,0
629,0,-2,3,-3,3,-1
630,0,-2,2,-2,3,-3
631,-3,3,-3,1,1,1
632,0,-2,0,3,-2,1
633,3,-3,3,-3,3,-3
634,1,-1,3,0,-3,3
635,-2,3,-2,0,0,1
636,-2,3,0,-1,-2,1
637,2,-2,-1,3,-3,3
638,1,-3,3,-3,3,-2
639,3,-3,3,-3,0,2
640,-3,3,-3,3,-1,0
641,1,-1,1,-1,1,0
642,1,-3,2,0,-1,0
643,2,1,-2,-1,3,-1
644,2,-1,-2,2,-1,-1
645,-2,2,-2,1,-1,1
646,-1,0,0,1,-2,1
647,1,0,0,0,-2,1
648,-1,0,1,-3,2,-1
649,-1,1,2,-2,1,0
650,3,-2,-1,3,-2,-1
651,-2,0,2,-3,3,-1
652,0,-3,1,2,-3,3
653,-1,1,1,-2,0,1
654,1,0,-3,0,3,-2
655,0,-1,0,1,-1,1
656,-3,1,-1,3,-3,3
657,-1,2,-1,2,-3,1
658,2,-1,2,-3,1,-1
659,1,0,-1,2,-3,2
660,1,0,-1,2,-2,0
661,1,2,-1,0,-2,2
662,-2,2,1,-1,-2,1
663,1,0,-1,0,2,-1
664,-2,3,-1,-1,2,-2
665,0,-1,0,1,-1,0
666,0,0,1,-1,1,0
667,-1,2,-3,3,0,-3
668,1,-2,-1,2,-2,3
669,-2,0,2,-2,0,0
670,-1,1,1,-3,0,1
671,0,0,-2,2,-1,1
672,-2,1,-2,3,-2,1
673,0,1,-2,3,-3,2
674,2,1,-3,3,-3,3
675,0,1,-2,1,0,-1
676,0,0,0,-2,2,-1
677,-2,2,-1,0,0,2
678,0,1,-1,0,1,-2
679,1,0,-2,2,-1,0
680,0,-1,0,0,2,-3
681,-1,1,-2,2,0,0
682,-2,1,0,2,-2,-1
683,-2,3,-2,0,-1,3
684,-2,2,-1,1,-3,2
685,1,-1,0,0,2,-2
686,1,-1,0,1,-1,0
687,-3,3,-1,1,-3,3
688,1,0,-1,1,1,-3
689,0,0,-1,0,2,-3
690,-2,1,0,0,-2,3
691,0,0,-2,2,0,-1
692,-3,3,-3,3,-1,0
693,-1,3,-1,-2,2,0
694,1,-1,1,1,-2,0
695,-3,2,-2,3,0,-3
696,-2,1,-2,2,0,0
697,3,-2,1,-1,2,-3
698,-3,1,-1,3,-2,2
699,1,-1,1,-2,1,2
700,-2,-1,2,-1,2,-2
701,1,-3,3,-2,-1,3
702,1,-2,3,-1,-1,1
703,-3,2,-1,2,-1,-2
704,-2,2,-2,1,0,1
705,0,1,1,-1,-1,0
706,2,-2,0,1,-1,1
707,-1,0,1,-1,-1,3
708,-2,3,-1,1,-3,0
709,-2,-1,2,0,0,0
710,2,-2,0,1,0,-1
711,2,-2,3,-2,0,0
712,1,-2,2,-2,1,0
713,0,-1,-1,3,0,-3
714,0,-1,0,2,-2,0
715,-3,3,-2,0,0,2
716,1,-2,0,1,0,-2
717,1,2,-3,3,0,-2
718,0,-3,2,-1,0,0
719,2,-2,1,0,-1,2
720,-2,2,-1,2,-3,3
721,2,0,-3,2,-1,2
722,-1,-1,-1,3,-3,2
723,-2,1,0,1,-1,1
724,3,0,-3,2,-1,0
725,1,0,-1,1,0,1
726,2,0,-3,3,-3,3
727,0,2,0,-1,0,1
728,-3,3,-3,3,-1,-2
729,-1,0,-1,3,-2,2
730,-1,0,1,0,-1,0
731,1,-2,3,-2,1,0
732,3,-3,1,2,-2,0
733,0,-1,1,-1,0,0
734,3,-2,-1,3,-1,-1
735,1,-2,3,-2,0,2
736,0,0,2,-2,1,-1
737,3,0,-2,0,1,-1
738,1,-3,2,1,-3,0
739,0,0,-2,3,-1,-2
740,-2,1,-1,1,-1,1
741,0,-2,2,0,-1,0
742,-1,0,2,-1,-2,1
743,1,-1,0,2,-1,-1
744,3,-3,2,-1,0,0
745,-3,3,-3,3,-3,1
746,-3,3,-2,2,-1,1
747,1,-1,0,2,-2,1
748,-1,1,1,-1,-1,-1
749,1,0,-2,3,-3,2
750,0,0,-2,2,0,1
751,-1,3,-2,2,-3,2
752,-2,3,-3,3,0,-3
753,-2,1,-1,1,-1,2
754,-1,0,-1,1,1,1
755,0,0,-2,3,-3,2
756,0,0,1,-1,0,1
757,-2,2,0,-2,2,0
758,-3,0,3,-2,0,0
759,-1,1,1,0,-2,3
760,-1,1,0,0,-1,2
761,-2,0,2,-2,1,-2
762,1,-1,1,0,-1,0
763,1,0,-2,2,-2,2
764,0,0,0,0,-2,3
765,3,-1,1,-2,0,0
766,-1,1,-1,1,0,1
767,1,-3,2,0,-1,2
768,-1,1,-2,1,2,-2
769,1,1,-3,3,-2,0
770,1,-2,3,-2,1,0
771,-2,1,-2,3,-3,2
772,1,1,-3,0,3,-1
773,0,0,1,-2,1,2
774,0,1,-2,3,-1,-1
775,0,0,0,0,0,-1
776,2,-3,2,0,-1,0
777,-2,2,-2,3,-2,2
778,-1,0,1,0,0,-2
779,-1,0,1,0,0,-1
780,1,0,2,-1,-2,1
781,-1,-1,1,2,-3,3
782,-3,1,1,-1,1,1
783,-1,3,-2,-1,0,2
784,-3,0,3,0,-1,0
785,-2,3,-2,-1,2,0
786,0,3,0,-2,0,2
787,-3,1,1,0,-1,0
788,0,0,-2,0,3,0
789,2,0,0,-1,-1,3
790,-2,1,-1,-1,1,2
791,-2,1,1,-1,-1,2
792,3,-3,3,-3,1,1
793,-2,3,-3,1,-1,2
794,0,-2,1,-1,3,-3
795,1,2,-1,-1,-1,3
796,1,-2,2,1,-3,1
797,-1,2,-2,2,-3,2
798,-1,3,-3,2,0,0
799,0,-2,2,-1,0,0
800,-1,1,0,-2,2,0
801,1,-3,2,0,-1,0
802,-2,1,-2,2,0,-1
803,-2,2,-3,0,0,3
804,0,1,-1,1,-2,2
805,-1,2,-2,0,0,1
806,0,1,-1,-2,3,0
807,0,0,-2,2,-1,0
808,-1,1,0,0,-1,1
809,0,-1,1,-1,2,-2
810,-3,1,2,-2,1,-2
811,-1,-2,2,1,-3,1
812,2,0,-3,3,-1,1
813,0,0,0,-1,0,1
814,1,-1,-2,2,0,-1
815,-3,2,-2,3,-3,0
816,2,-1,2,-2,0,-1
817,0,2,-3,2,-2,3
818,0,-1,2,-1,-1,0
819,-3,2,0,1,-3,2
820,1,-1,1,-1,0,1
821,0,0,-1,1,0,-2
822,-3,1,1,1,-2,2
823,0,-1,1,1,0,-3
824,1,-1,0,2,-2,1
825,-2,0,3,-2,-1,0
826,-1,1,-2,2,1,-3
827,2,0,-2,0,0,0
828,-3,3,-2,1,-2,3
829,-2,0,0,2,-1,-2
830,0,0,-1,2,-3,1
831,-2,1,-2,3,-1,-1
832,-2,2,-3,3,-1,0
833,-1,1,-1,1,-2,2
834,-1,0,-1,3,-1,-1
835,1,0,0,1,-3,3
836,0,1,-2,1,0,-1
837,1,-1,2,-3,2,0
838,-3,3,-3,3,-2,1
839,3,-1,0,-2,2,0
840,-2,3,0,-3,3,-1
841,3,0,-3,2,1,-2
842,-3,3,-1,0,-1,0
843,1,-1,2,1,-1,-1
844,0,0,-1,0,1,0
845,0,1,-1,1,0,-1
846,1,-1,1,-1,1,-2
