,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
57,,48.0,,,-1,,,,,12.25,1.8,2.4444444444444446,,6.0,,,21.0,,1.8
58,19.0,17.333333333333332,,,,-1,,,18.0,5.176470588235294,,3.8636363636363638,-1,,14.166666666666666,,,-1,2.3157894736842106
59,-1,,,,,,,,,3.0,,2.5294117647058822,15.0,,43.0,,,,2.5294117647058822
60,,40.0,-1,,5.5,-1,,,,9.555555555555555,4.045454545454546,1.9772727272727273,21.0,72.0,18.25,,,,1.816326530612245
61,,49.0,,,-1,,,,,10.833333333333334,3.857142857142857,3.52,1.0,17.0,8.333333333333334,,-1,-1,3.142857142857143
62,-1,-1,,6.0,,,,,12.0,16.0,7.333333333333333,2.5142857142857142,,,21.25,18.0,,-1,2.2564102564102564
63,,13.2,43.0,,-1,-1,,,,9.428571428571429,,1.8863636363636365,37.0,,-1,,,,1.6274509803921569
64,,,,,,,,,,,3.3157894736842106,3.9523809523809526,,-1,,,,,2.9642857142857144
65,-1,17.6,,,,,,,,9.0,24.333333333333332,2.5428571428571427,-1,27.5,1.0,36.0,-1,3.6666666666666665,2.3076923076923075
66,,,,,4.0,,,,,5.333333333333333,3.32,1.9555555555555555,2.0,17.0,8.0,,14.333333333333334,,1.8333333333333333
67,,,,,,,,,,10.857142857142858,1.9565217391304348,1.875,-1,10.5,,,-1,-1,1.7647058823529411
68,,-1,2.3142857142857145,3.5,,,-1,,-1,7.181818181818182,11.0,9.333333333333334,-1,-1,3.0,,,,1.8666666666666667
69,,5.642857142857143,,,-1,,,,,5.5625,1.6071428571428572,1.5517241379310345,,9.714285714285714,,,,,1.4285714285714286
70,12.0,,,,,-1,,,,,,-1,,,-1,27.5,,-1,13.75
71,,,,,,,,,,45.0,3.9130434782608696,4.285714285714286,,47.0,,,,,3.75
72,,29.0,,,-1,,,22.0,,19.25,3.625,2.7419354838709675,,8.7,-1,,43.0,,2.3076923076923075
73,11.0,51.0,-1,5.4,,,,,,40.0,,24.333333333333332,27.0,,4.666666666666667,7.0,,,4.722222222222222
74,,22.0,17.0,,,,,,,10.0,8.875,6.909090909090909,-1,-1,9.6,-1,-1,-1,6.333333333333333
75,,13.666666666666666,,,,,,,,26.666666666666668,7.111111111111111,2.0,-1,,,,,,1.72
76,-1,51.0,,,,12.0,,,-1,7.090909090909091,5.545454545454546,3.7142857142857144,15.75,-1,10.833333333333334,28.5,,19.0,2.4375
77,,15.5,,,,,,,21.0,15.6,24.666666666666668,5.6,25.666666666666668,24.666666666666668,13.833333333333334,,-1,,4.473684210526316
78,-1,21.666666666666668,16.5,,,17.4,,,,11.142857142857142,8.857142857142858,3.52,13.833333333333334,25.0,19.5,42.5,-1,-1,3.142857142857143
79,,-1,,,22.0,-1,,,-1,13.0,4.4,3.0344827586206895,-1,-1,,1.0,-1,,2.838709677419355
80,,,,,,,,,,9.75,2.1707317073170733,1.6111111111111112,,-1,42.0,,26.0,,1.3692307692307693
81,25.0,43.0,10.0,,,,,,,9.75,30.0,2.933333333333333,9.555555555555555,,12.666666666666666,-1,,86.0,2.3783783783783785
82,26.333333333333332,33.5,,21.0,-1,-1,,,-1,14.666666666666666,5.6923076923076925,1.9545454545454546,6.615384615384615,13.4,18.0,-1,11.666666666666666,-1,1.4576271186440677
83,,34.0,,-1,,,,,,6.25,16.0,2.1707317073170733,11.0,-1,14.0,,,-1,2.022727272727273
84,36.5,31.5,,21.0,,-1,,-1,,32.5,,6.75,11.166666666666666,-1,34.0,37.0,,17.0,5.125
85,,18.0,12.0,,,-1,,,,8.555555555555555,,2.0697674418604652,62.0,,18.0,-1,,-1,2.022727272727273
86,-1,13.5,,,-1,,,-1,38.0,7.416666666666667,2.4166666666666665,2.0454545454545454,35.0,29.5,36.0,-1,,28.0,1.9148936170212767
87,,57.0,,,,12.0,,,28.0,,11.666666666666666,3.28,,,,,,,3.037037037037037
88,,-1,,29.0,48.0,,,,,8.6,6.071428571428571,2.5142857142857142,3.0,4.0,-1,16.0,-1,27.0,2.2564102564102564
89,,,-1,,,,,24.5,-1,9.625,2.0697674418604652,1.6481481481481481,-1,9.8,36.0,,2.0,16.75,1.5614035087719298
90,,80.0,-1,24.333333333333332,,,,,,8.0,,4.052631578947368,4.75,,12.2,26.0,,9.0,2.75
91,,13.333333333333334,26.5,,,,,,18.0,13.833333333333334,17.5,2.903225806451613,,,-1,,-1,10.0,2.8125
92,,16.8,27.5,-1,,21.0,26.0,,7.083333333333333,6.636363636363637,5.545454545454546,3.44,22.666666666666668,23.0,9.333333333333334,-1,51.0,,2.4857142857142858
93,14.0,,17.0,,,,,,,25.0,,5.6923076923076925,5.2,,14.0,,,,2.4444444444444446
94,,9.833333333333334,,17.0,2.0,18.0,,,,4.142857142857143,2.0,3.772727272727273,29.5,,8.222222222222221,,2.0,13.0,2.806451612903226
95,,,,,,,,-1,,43.0,3.0689655172413794,2.282051282051282,,12.0,-1,,20.0,,1.9777777777777779
96,,-1,,,,,,,,12.166666666666666,,5.714285714285714,36.0,,,,,,5.666666666666667
97,,56.0,,6.916666666666667,19.0,7.083333333333333,,,-1,8.0,6.333333333333333,5.6,11.2,,1.0,9.444444444444445,-1,-1,2.361111111111111
98,13.0,,,,,-1,,,,3.9545454545454546,-1,3.423076923076923,51.0,-1,24.0,,,,2.4054054054054053
99,8.75,8.0,5.857142857142857,6.888888888888889,,-1,,-1,50.0,7.3,21.333333333333332,3.8181818181818183,7.0,,3.5,18.0,,36.5,1.851063829787234
100,,,-1,,,-1,,,,,-1,3.909090909090909,,,18.5,25.0,,,3.909090909090909
101,,,,,,,,,,13.5,7.454545454545454,2.097560975609756,-1,,,,,,2.0
102,-1,8.25,12.0,22.0,,,,,,6.75,3.36,2.15,12.0,45.0,18.75,19.0,,5.0,1.8695652173913044
103,,,,,,,,,,28.0,2.3421052631578947,3.9545454545454546,,,,,23.5,,2.0697674418604652
104,,-1,,,,,-1,,,64.0,1.679245283018868,1.7450980392156863,,-1,-1,,,-1,1.5084745762711864
105,,-1,,,39.0,,,,-1,10.428571428571429,3.7083333333333335,3.423076923076923,,8.5,-1,-1,-1,-1,3.0689655172413794
106,,21.0,2.0,5.7272727272727275,,9.166666666666666,,,-1,8.11111111111111,,4.588235294117647,7.0,,12.428571428571429,-1,,,2.6363636363636362
107,-1,28.0,7.0,25.5,,21.0,,,-1,7.454545454545454,57.0,2.870967741935484,6.818181818181818,,6.0,7.0,,4.0,1.9777777777777779
108,-1,7.4,15.75,,,12.0,,,,16.6,,2.4166666666666665,20.0,,6.666666666666667,,,,2.0714285714285716
109,,-1,,,,,,,,15.75,2.0714285714285716,2.0476190476190474,,8.0,,,,,1.403225806451613
110,,10.0,-1,,,21.0,-1,,,4.666666666666667,6.125,2.8125,26.0,11.0,7.0,50.0,-1,,2.5714285714285716
111,,-1,,,,,,-1,,29.5,1.2571428571428571,2.046511627906977,,,,,,-1,1.2571428571428571
112,,13.166666666666666,32.0,,,13.0,,,-1,8.666666666666666,10.333333333333334,2.073170731707317,9.75,,12.0,,,,1.6481481481481481
113,22.0,10.666666666666666,-1,8.0,14.0,13.666666666666666,,,12.285714285714286,8.2,21.0,3.259259259259259,10.333333333333334,-1,14.5,18.5,-1,55.0,2.838709677419355
114,,15.0,,-1,,,,,-1,10.75,10.2,2.5714285714285716,12.6,,4.0,,,-1,2.3076923076923075
115,12.4,12.333333333333334,-1,,,20.0,,,,5.545454545454546,-1,3.0,14.25,,-1,30.0,,49.0,2.4
116,,33.0,,,-1,,,,,7.0,1.5789473684210527,2.225,3.0,,-1,,,,1.4516129032258065
117,-1,9.875,,,,-1,,,,10.142857142857142,2.5483870967741935,1.76,10.333333333333334,21.0,14.0,1.0,21.666666666666668,29.0,1.5172413793103448
118,16.666666666666668,-1,-1,,,74.0,,,,13.5,,6.0,21.0,17.0,6.1,11.0,,,3.1481481481481484
119,-1,14.333333333333334,,-1,,23.5,,,57.0,9.5,13.166666666666666,6.153846153846154,33.0,-1,16.0,-1,66.0,5.0,3.739130434782609
120,,43.0,12.571428571428571,,,24.0,,,,12.0,14.4,2.7666666666666666,6.071428571428571,,9.444444444444445,,-1,56.0,1.8541666666666667
121,,,-1,,,3.0,-1,,7.25,19.0,11.857142857142858,2.870967741935484,,,5.0,,,,2.5428571428571427
122,9.666666666666666,-1,,51.0,47.0,18.75,19.666666666666668,40.0,29.333333333333332,10.75,5.5,4.684210526315789,14.5,-1,16.666666666666668,-1,27.0,-1,3.56
123,,,,,-1,,,,,5.0,2.4,1.934782608695652,,24.0,,,-1,,1.7115384615384615
124,5.0,10.833333333333334,13.666666666666666,,,,,,,17.75,,4.722222222222222,10.333333333333334,,5.3125,-1,,28.0,2.6363636363636362
125,-1,27.5,,27.5,-1,,,,,16.5,,4.666666666666667,-1,-1,29.0,,-1,65.0,4.421052631578948
126,2.0,-1,10.5,,,5.0,,,,7.636363636363637,1.9318181818181819,1.5614035087719298,42.0,6.454545454545454,19.75,21.0,,42.0,1.2328767123287672
127,,,,,,,,,,-1,19.0,3.48,,,,,,,3.48
128,,,,,7.0,,,,,13.333333333333334,2.323529411764706,1.9130434782608696,,10.333333333333334,,,,,1.5172413793103448
129,,-1,,,-1,,,,,6.0,3.0,2.6363636363636362,,,,,-1,,2.25
130,,12.833333333333334,,,-1,12.833333333333334,,,,15.2,7.333333333333333,6.416666666666667,23.333333333333332,,8.555555555555555,-1,-1,,5.5
131,7.0,7.166666666666667,,-1,,16.0,,,6.5,7.454545454545454,5.636363636363637,2.9310344827586206,24.0,,12.166666666666666,-1,,14.6,2.606060606060606
132,,,-1,,,59.0,,-1,,-1,8.444444444444445,6.615384615384615,3.0,30.5,-1,,-1,,5.375
133,,24.5,,-1,,-1,,,,7.636363636363637,9.666666666666666,2.6666666666666665,12.0,-1,27.0,-1,-1,,2.5142857142857142
134,5.857142857142857,5.5,22.0,,,25.666666666666668,,,,9.0,14.0,5.642857142857143,12.666666666666666,6.0,20.666666666666668,11.833333333333334,,20.666666666666668,2.3055555555555554
135,,68.0,,,,,,,,6.666666666666667,,2.5142857142857142,11.0,,7.5,,,-1,2.1463414634146343
136,,,,11.333333333333334,,9.333333333333334,,,10.25,17.0,,6.75,17.0,,14.0,-1,,22.0,3.28
137,14.0,20.666666666666668,,4.0,,71.0,,-1,13.0,12.571428571428571,4.045454545454546,2.75,16.5,,-1,69.0,,,2.119047619047619
138,28.0,-1,-1,,-1,9.875,,,-1,17.25,8.666666666666666,3.5833333333333335,11.5,17.5,26.333333333333332,,-1,,2.774193548387097
139,,9.571428571428571,16.0,,,-1,,,,37.0,3.7083333333333335,3.1923076923076925,-1,54.0,-1,,15.4,,2.4054054054054053
140,13.25,-1,,10.5,,,,,,6.083333333333333,47.0,2.7241379310344827,-1,,,49.0,,-1,2.189189189189189
141,,23.666666666666668,,,17.75,,-1,,,-1,1.9148936170212767,2.4857142857142858,,,,,42.0,,1.6363636363636365
143,,,-1,,3.0,,,35.0,35.0,10.333333333333334,3.9545454545454546,3.6666666666666665,,16.0,-1,,27.5,,3.259259259259259
144,,5.8,,,20.0,,,,,16.0,8.181818181818182,9.0,,11.0,,,36.0,,7.5
145,51.0,10.0,,14.333333333333334,,12.0,,,-1,14.6,11.0,10.375,60.0,65.0,11.5,-1,,,7.545454545454546
146,8.875,,25.666666666666668,,,22.0,,,-1,11.0,,6.285714285714286,-1,,13.5,42.0,,-1,4.0
147,12.2,32.0,2.0,9.0,,-1,,21.0,,5.5,6.916666666666667,3.2222222222222223,9.625,21.0,13.0,-1,16.0,,2.4166666666666665
148,,,,,,,,,,5.0,1.934782608695652,2.225,,,,,29.5,,1.5614035087719298
149,-1,37.0,-1,,,,,,,6.846153846153846,7.0,2.142857142857143,-1,,25.0,4.333333333333333,-1,27.0,2.0930232558139537
150,,9.0,,-1,-1,,,17.5,,,2.1794871794871793,1.7959183673469388,21.5,10.166666666666666,69.0,,15.75,,1.6923076923076923
151,,9.0,-1,-1,,51.0,,,,6.416666666666667,9.142857142857142,2.7666666666666666,25.333333333333332,-1,14.6,-1,,,2.3714285714285714
152,,14.0,,-1,,-1,,,,15.0,-1,5.733333333333333,10.0,,9.125,18.0,,,4.631578947368421
153,,22.333333333333332,,,,7.25,,,,2.235294117647059,,1.5892857142857142,-1,,6.0,,,,1.4833333333333334
154,,-1,,,,,,,,15.5,28.0,2.6875,42.0,,,-1,-1,,2.606060606060606
155,,9.428571428571429,,,,-1,,,,15.0,,3.739130434782609,9.75,,6.071428571428571,30.0,,,2.774193548387097
156,5.25,25.0,-1,-1,,16.666666666666668,,,14.0,7.7,,4.666666666666667,11.0,-1,7.777777777777778,,,,3.107142857142857
157,,18.5,-1,-1,,-1,,,,11.0,8.88888888888889,2.1,12.0,-1,15.75,-1,,-1,1.9130434782608696
158,,-1,,,,,,,13.5,7.2,3.8181818181818183,3.2222222222222223,,1.0,,,,,2.696969696969697
159,,-1,,,,27.5,,,6.384615384615385,5.0,-1,14.166666666666666,11.2,-1,7.7,2.0,,60.0,3.4
160,,14.5,3.0,,-1,4.0,,,2.0,7.25,6.090909090909091,3.259259259259259,18.25,16.0,-1,,,-1,2.5142857142857142
161,2.5,6.666666666666667,15.333333333333334,2.0,,17.666666666666668,,,5.5,23.0,11.0,5.5,3.625,,5.0,20.0,,,2.4615384615384617
162,-1,16.5,8.666666666666666,13.0,,17.5,,,17.0,8.714285714285714,12.25,6.6,10.5,,14.0,-1,,-1,2.933333333333333
163,,-1,,,,,,,,6.545454545454546,2.4054054054054053,2.0714285714285716,,8.0,,,,,1.459016393442623
164,30.5,,,,-1,1.0,,-1,-1,8.0,25.0,2.1951219512195124,,-1,1.0,-1,62.0,,1.9565217391304348
165,,14.0,-1,-1,,54.0,,,,38.5,49.0,5.583333333333333,-1,,21.0,,,,4.0476190476190474
166,-1,21.333333333333332,-1,,,-1,30.0,,14.0,15.4,32.0,6.5,50.0,-1,,20.5,-1,1.0,5.2
167,-1,25.0,,,,,,,,9.25,,3.608695652173913,13.0,,17.0,5.0,,,3.608695652173913
168,,14.0,21.0,7.25,,-1,7.0,,14.0,7.909090909090909,-1,4.142857142857143,19.5,,21.0,19.333333333333332,,52.0,2.6363636363636362
169,,-1,-1,,,,,,,11.166666666666666,3.7083333333333335,2.4054054054054053,,14.5,9.0,,-1,,2.119047619047619
170,,,,,-1,,,-1,,13.333333333333334,2.857142857142857,2.0238095238095237,-1,9.6,,,18.0,,2.0238095238095237
171,,16.2,,,-1,10.5,,,,9.11111111111111,26.0,1.6363636363636365,,-1,7.444444444444445,-1,,,1.5254237288135593
172,,32.0,,2.0,,-1,,,,4.8125,10.5,2.888888888888889,19.5,63.0,61.0,,,,2.5161290322580645
173,-1,-1,,-1,-1,-1,,,-1,10.4,2.0,2.1707317073170733,-1,9.222222222222221,1.0,7.5,-1,,1.6481481481481481
175,38.5,19.333333333333332,,,3.6666666666666665,,,22.0,,3.3846153846153846,2.4722222222222223,2.4054054054054053,,16.8,,,7.333333333333333,,2.4054054054054053
176,,6.25,-1,,-1,,,,-1,8.0,2.119047619047619,1.8636363636363635,15.5,5.0,-1,,10.75,,1.5614035087719298
177,,9.25,20.666666666666668,23.333333333333332,,-1,,,,12.5,-1,11.666666666666666,6.545454545454546,-1,13.166666666666666,39.5,,54.0,3.590909090909091
178,,,,,,-1,,,,20.5,1.76,1.6111111111111112,,20.0,-1,,8.0,,1.459016393442623
179,2.0,5.461538461538462,-1,6.333333333333333,,52.0,,,-1,4.875,49.0,2.411764705882353,8.75,1.5,5.357142857142857,35.0,-1,38.0,2.1578947368421053
180,-1,23.0,,,,16.333333333333332,,,,17.4,,3.48,19.5,,,,,,3.107142857142857
181,,30.5,-1,-1,,16.5,,,3.75,14.6,-1,2.933333333333333,24.5,,4.722222222222222,23.0,,,2.4444444444444446
182,,21.25,,15.333333333333334,,-1,,,,5.294117647058823,16.5,2.727272727272727,5.333333333333333,,48.0,5.0,,,2.5714285714285716
183,,-1,,,,,-1,-1,-1,5.25,2.870967741935484,2.5428571428571427,,15.0,,-1,26.0,-1,2.4054054054054053
184,9.0,-1,19.0,,,2.5,-1,,27.5,14.0,2.0,6.3076923076923075,6.0,,3.0,,,6.0,4.421052631578948
185,,22.0,,,17.0,,,,,8.428571428571429,3.0833333333333335,2.361111111111111,,10.0,,,20.0,,2.263157894736842
186,,22.5,,-1,-1,8.0,,,-1,7.6,6.818181818181818,3.5217391304347827,5.0,25.0,46.0,,24.5,22.666666666666668,3.0
187,,-1,3.0,,,1.0,,,,-1,5.222222222222222,3.48,29.0,-1,12.333333333333334,19.0,,23.0,3.0344827586206895
188,,,,,,,,-1,,8.0,1.9777777777777779,1.7254901960784315,,,-1,,16.8,,1.6181818181818182
189,8.875,4.333333333333333,-1,11.0,,,,,24.333333333333332,4.764705882352941,8.666666666666666,2.230769230769231,9.857142857142858,4.0,23.0,44.0,,-1,1.9130434782608696
190,,11.166666666666666,-1,,,13.666666666666666,,,-1,6.153846153846154,,2.0476190476190474,8.125,,7.428571428571429,12.333333333333334,,-1,1.8695652173913044
191,,25.0,16.0,29.0,,22.0,,,-1,11.0,,13.4,16.0,4.0,10.666666666666666,18.75,,16.0,3.2
192,13.5,21.5,2.0,,,,,,,7.6,2.3333333333333335,1.9148936170212767,16.333333333333332,14.2,-1,,,,1.5
193,,,,,,,,-1,,10.428571428571429,4.142857142857143,3.107142857142857,,9.875,,,-1,,2.6363636363636362
194,,,53.0,,,,,,,12.6,2.4324324324324325,1.6981132075471699,,4.705882352941177,9.8,,,,1.6981132075471699
195,,31.0,,,-1,-1,,,,10.0,5.25,3.0714285714285716,,7.7,,,43.0,,2.324324324324324
196,,11.4,11.0,,,8.0,,-1,,7.875,4.5625,3.04,18.0,,7.0,,,-1,2.0
197,-1,18.25,12.333333333333334,12.0,43.5,16.25,,,14.333333333333334,10.625,9.666666666666666,3.9545454545454546,7.75,10.0,6.6923076923076925,18.5,-1,25.0,2.3421052631578947
198,,-1,,-1,,10.5,-1,,,8.3,3.107142857142857,2.388888888888889,1.0,,8.75,56.0,,1.0,1.891304347826087
199,,-1,,-1,,30.0,,-1,,-1,2.6875,1.74,,18.0,11.666666666666666,,-1,,1.459016393442623
200,,28.0,,,,-1,,,,10.5,2.4722222222222223,3.869565217391304,-1,-1,54.0,,31.5,,2.0
201,,6.111111111111111,,,,21.0,,,,8.444444444444445,10.5,4.052631578947368,8.285714285714286,,8.555555555555555,,,-1,2.962962962962963
202,-1,4.45,19.75,12.333333333333334,,18.0,,,23.0,41.0,2.870967741935484,3.1785714285714284,7.888888888888889,,6.7272727272727275,44.0,-1,-1,1.6481481481481481
203,,19.0,,,,,,,,5.0,3.6666666666666665,2.4166666666666665,,5.733333333333333,,,,,2.022727272727273
204,,22.0,-1,,5.0,-1,,,21.0,9.142857142857142,2.6470588235294117,1.9565217391304348,-1,9.8,6.071428571428571,,,,1.836734693877551
205,,,-1,,,,,,,7.2,2.8125,1.7647058823529411,-1,24.0,15.5,,18.666666666666668,,1.5789473684210527
206,-1,-1,,,,-1,,-1,,6.625,2.606060606060606,2.606060606060606,,30.0,,-1,38.0,,2.1463414634146343
207,,,,,-1,,,,,25.0,3.2962962962962963,3.0714285714285716,,5.888888888888889,,,18.0,-1,2.78125
208,,,17.0,,,-1,,,-1,-1,-1,25.5,,,-1,,,,11.0
209,,-1,-1,-1,,2.0,,,-1,6.444444444444445,12.0,2.2564102564102564,15.0,18.0,8.375,-1,,,1.6666666666666667
210,,21.0,,,,,,37.5,,16.6,2.4166666666666665,1.6181818181818182,,33.5,-1,,-1,34.0,1.328358208955224
211,,14.0,,,,,,,28.0,9.875,-1,3.3333333333333335,-1,,13.666666666666666,,,,2.8125
212,1.0,,-1,,,,,,-1,5.4,1.816326530612245,1.7647058823529411,,,4.5,,-1,,1.3235294117647058
213,,10.75,-1,7.333333333333333,,,,,9.75,2.75,1.4833333333333334,1.3650793650793651,56.0,19.25,17.5,-1,20.25,26.0,1.3088235294117647
214,,38.0,,17.5,,-1,-1,,2.0,6.6923076923076925,6.285714285714286,4.0,-1,,-1,8.0,11.666666666666666,18.0,2.588235294117647
