,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
22,23.0,,-1,,,,,,,18.0,,3.3076923076923075,19.0,,,,,,2.388888888888889
23,16.0,,46.0,10.571428571428571,,35.0,,,,14.0,13.0,5.25,-1,,-1,,,-1,4.473684210526316
24,-1,-1,,,21.0,-1,,,,27.0,4.833333333333333,2.9,,9.666666666666666,,,29.0,,2.6363636363636362
25,-1,38.5,-1,,,,,,,24.0,-1,7.7,7.0,-1,6.875,-1,,,5.133333333333334
26,14.75,8.0,7.25,12.0,,25.0,,,,11.2,,6.461538461538462,29.5,,7.636363636363637,6.0,,,2.896551724137931
27,-1,,1.0,,,11.666666666666666,,,,8.4,-1,3.8260869565217392,13.5,-1,33.0,,,,3.259259259259259
28,,21.0,-1,,,,,-1,,9.666666666666666,1.7307692307692308,1.5789473684210527,,12.833333333333334,,,3.75,,1.3846153846153846
29,9.333333333333334,21.0,5.0,9.75,,56.0,,,1.0,21.333333333333332,8.0,5.333333333333333,13.0,-1,7.0,32.5,-1,-1,2.8333333333333335
30,-1,4.777777777777778,45.0,,,8.0,,,,13.0,6.142857142857143,2.5714285714285716,6.916666666666667,-1,,21.0,7.818181818181818,-1,2.4324324324324325
31,,7.1,1.0,-1,,,,,63.0,6.2727272727272725,,2.806451612903226,,,74.0,,,,2.4166666666666665
32,,,13.0,-1,36.0,,,-1,-1,5.0,8.5,1.3432835820895523,,,32.5,,-1,,1.2328767123287672
33,,-1,,,,,,,,11.0,2.6470588235294117,2.5,-1,21.5,-1,,21.5,-1,2.1951219512195124
34,,5.4,1.0,,,-1,,,,5.357142857142857,1.0,2.4857142857142858,,,12.666666666666666,,,,2.230769230769231
35,-1,12.666666666666666,8.857142857142858,,,,,,,8.2,21.75,3.44,32.5,-1,11.5,,28.5,,3.3846153846153846
36,-1,14.6,-1,,,,,-1,6.5,5.4375,11.0,4.5,50.0,,,39.0,-1,21.0,3.4615384615384617
37,-1,5.0,-1,-1,,,,,-1,7.090909090909091,-1,3.107142857142857,20.0,,,,,,2.9
38,-1,9.428571428571429,-1,,-1,,,-1,2.0,4.944444444444445,2.4054054054054053,2.119047619047619,,7.375,21.0,,7.909090909090909,,1.8936170212765957
39,-1,14.75,,,,,,,,11.75,-1,2.7419354838709675,8.333333333333334,,-1,,,,2.361111111111111
40,14.0,31.5,,,,,,,17.0,16.4,4.3125,2.892857142857143,13.2,31.5,24.5,20.0,58.0,,2.3076923076923075
41,67.0,10.0,,7.0,,,,,,3.0,-1,2.5428571428571427,,,4.0,,,-1,2.3421052631578947
42,,,-1,,,-1,,36.5,,10.75,3.608695652173913,1.9565217391304348,,6.384615384615385,13.5,,10.125,,1.836734693877551
43,,-1,,,,,,,,11.666666666666666,8.5,5.5,,14.0,-1,,13.5,,4.285714285714286
44,-1,,,-1,,19.0,,,,7.083333333333333,5.0,2.3513513513513513,,,23.666666666666668,,,,2.0232558139534884
45,,12.0,,,,,,,41.0,18.666666666666668,6.555555555555555,6.0,2.0,-1,25.0,,15.0,,4.285714285714286
46,14.333333333333334,-1,,,,-1,,,,21.666666666666668,-1,3.0344827586206895,43.0,,-1,,,,2.5142857142857142
47,,9.6,-1,,,1.0,,19.0,-1,5.923076923076923,2.4411764705882355,2.2972972972972974,,16.0,12.0,-1,9.714285714285714,-1,2.0238095238095237
48,-1,17.0,4.333333333333333,,,1.0,,,,8.6,21.5,4.105263157894737,7.555555555555555,,,17.0,-1,,3.0
49,9.0,11.285714285714286,,,,-1,,,,9.666666666666666,,3.48,8.75,,-1,2.0,,,2.71875
50,,3.9523809523809526,3.0,,-1,8.3,,-1,7.428571428571429,6.416666666666667,10.0,1.891304347826087,,5.0,60.0,83.0,,-1,1.6415094339622642
51,,15.25,2.5,,,-1,,32.5,10.333333333333334,6.9,3.5833333333333335,2.3157894736842106,24.0,28.0,12.0,,10.285714285714286,-1,2.1463414634146343
52,-1,9.6,,,,,,,,6.25,16.666666666666668,2.5714285714285716,20.0,,6.538461538461538,40.0,,1.0,2.0
53,-1,-1,-1,9.88888888888889,,11.0,,,,-1,46.0,2.857142857142857,-1,,,,,,2.4722222222222223
54,,3.0,,,,,,,,4.142857142857143,,3.48,38.5,,-1,,,,2.71875
55,,16.0,,,,,,,,30.0,2.966666666666667,5.125,,31.0,,,-1,,2.225
56,8.5,8.5,26.0,,,,,,23.0,11.0,-1,4.157894736842105,12.2,-1,-1,-1,,59.0,2.9310344827586206
57,,68.0,,,-1,,,,,10.0,1.78,3.0357142857142856,,18.0,,,19.25,,1.7450980392156863
58,11.5,39.0,,,,1.0,,,30.0,8.777777777777779,,5.466666666666667,-1,,12.833333333333334,,,-1,3.037037037037037
59,-1,-1,2.0,,,,,,,15.0,-1,2.6363636363636362,16.5,,,-1,,,2.4166666666666665
60,,,,,-1,,,-1,5.0,8.88888888888889,3.3846153846153846,2.046511627906977,17.333333333333332,6.090909090909091,-1,33.0,-1,,1.4915254237288136
61,-1,5.0,-1,,,,,,,4.333333333333333,5.545454545454546,2.4375,35.0,6.0,6.8,23.5,21.0,69.0,2.2941176470588234
62,,80.0,,-1,,85.0,-1,,14.25,7.7,16.0,2.7333333333333334,-1,15.5,9.333333333333334,,-1,,2.3513513513513513
63,,80.0,-1,,,,,,,5.8,,2.5757575757575757,13.0,,-1,,,,2.4722222222222223
64,,5.0,,,,,,,,21.0,3.107142857142857,1.5535714285714286,,,20.0,,-1,,1.5263157894736843
65,,11.5,,,,47.0,,,,9.375,-1,3.185185185185185,46.0,4.0,7.0,,48.0,16.5,2.388888888888889
66,,21.0,,,,,,-1,,13.666666666666666,3.44,2.6875,,,10.666666666666666,1.5,25.5,,2.4571428571428573
67,,-1,,,,,,,,44.0,3.909090909090909,2.4444444444444446,-1,23.0,29.5,,26.0,,2.2564102564102564
68,42.0,1.5,1.4516129032258065,1.0,,,,,18.333333333333332,6.4,15.4,4.9375,10.5,-1,4.2,-1,14.0,-1,1.3043478260869565
69,,8.8,,,-1,,,,,6.538461538461538,1.8333333333333333,1.7254901960784315,,15.6,,,41.5,,1.6296296296296295
70,-1,32.0,,,-1,5.0,,,-1,5.916666666666667,-1,1.9148936170212767,,,29.0,,,-1,1.7647058823529411
71,,,,,,,,-1,,44.0,4.631578947368421,3.0344827586206895,,15.5,,,31.0,,2.588235294117647
72,,,,,,,,-1,44.0,33.5,5.0588235294117645,5.733333333333333,-1,44.0,-1,,-1,-1,3.5833333333333335
73,9.0,,13.333333333333334,7.111111111111111,,-1,,,,6.0,,9.571428571428571,8.25,,11.714285714285714,17.2,,3.0,3.1785714285714284
74,18.666666666666668,33.0,8.5,,,5.666666666666667,,,-1,31.0,-1,7.636363636363637,15.0,,5.6,73.0,-1,71.0,4.9411764705882355
75,,12.5,,,,,,,,2.0,3.25,1.9148936170212767,19.0,,,,,,1.7647058823529411
76,3.25,-1,-1,,,4.0,,-1,49.0,9.444444444444445,7.5,2.933333333333333,,11.0,1.0,-1,24.666666666666668,12.833333333333334,2.6666666666666665
77,19.5,16.25,,,,-1,,,13.333333333333334,12.5,-1,7.0,26.0,,10.571428571428571,,-1,,4.9411764705882355
78,12.0,25.5,8.5,-1,,,,,,16.0,17.0,5.777777777777778,6.142857142857143,,,,-1,,4.333333333333333
79,,,,,14.2,-1,-1,28.0,13.0,25.0,5.416666666666667,3.75,-1,16.5,-1,,3.5,,3.125
80,,,,,,,,,,7.222222222222222,3.103448275862069,2.7419354838709675,19.0,19.0,,-1,-1,-1,1.836734693877551
81,-1,19.75,68.0,,,,,,,18.0,-1,3.3076923076923075,8.88888888888889,-1,61.0,23.0,,-1,2.3513513513513513
82,,22.0,58.0,40.0,,-1,-1,21.0,21.0,19.0,8.125,2.46875,6.363636363636363,28.0,-1,,11.5,-1,1.588235294117647
83,-1,,-1,-1,,-1,,,,6.083333333333333,18.0,2.175,7.888888888888889,-1,18.0,-1,43.5,,1.891304347826087
84,,30.0,28.0,,,-1,,,,-1,,14.6,12.166666666666666,,18.0,-1,,-1,9.125
85,,20.666666666666668,,,,,,,,11.857142857142858,,4.421052631578948,31.0,,-1,,,-1,3.5833333333333335
86,,10.75,-1,,,19.0,,,-1,11.714285714285714,3.28,2.27027027027027,31.5,54.0,11.666666666666666,,12.0,,2.0
87,,,,8.0,,19.0,,,,9.0,17.75,3.2142857142857144,,,28.0,,,-1,2.727272727272727
88,,-1,-1,8.571428571428571,19.333333333333332,,,,,7.0,6.153846153846154,2.1794871794871793,42.0,,,61.0,24.666666666666668,,2.073170731707317
89,,41.0,,,,6.0,,,,66.0,2.4,1.872340425531915,11.0,11.285714285714286,11.75,5.5,6.357142857142857,-1,1.5614035087719298
90,,,,-1,,,,,-1,8.3,,4.25,19.5,,15.666666666666666,-1,,,3.4
91,,11.333333333333334,,,-1,,,,,-1,17.75,3.423076923076923,,,-1,,,,3.0689655172413794
92,,7.428571428571429,-1,,,-1,-1,-1,6.0,15.6,4.0,2.5428571428571427,11.2,7.0,13.0,-1,8.6,-1,2.119047619047619
93,1.0,-1,6.375,,,-1,,,,8.333333333333334,,4.25,9.0,,4.333333333333333,,,,2.5757575757575757
94,,,,,,,,-1,,65.0,57.0,28.5,,,,,5.6,,4.473684210526316
95,,39.0,,,2.6666666666666665,-1,,,,10.125,4.555555555555555,1.872340425531915,,10.833333333333334,39.5,,7.6,,1.6923076923076923
96,-1,8.75,,30.0,,41.0,,,,9.5,,4.2631578947368425,7.666666666666667,,12.0,-1,,-1,3.24
97,3.0,35.0,,5.076923076923077,-1,-1,,,,10.333333333333334,5.923076923076923,5.133333333333334,11.0,-1,-1,6.153846153846154,29.5,17.0,2.3823529411764706
98,,-1,,,,19.0,,,8.0,6.846153846153846,20.0,2.1951219512195124,-1,,10.0,,-1,,2.0
99,7.75,11.666666666666666,19.5,15.5,-1,,,,-1,6.583333333333333,15.5,3.6666666666666665,7.8,,4.277777777777778,35.0,22.0,9.285714285714286,1.875
100,,-1,-1,,,15.0,,,,12.0,,2.78125,29.0,9.0,9.0,10.0,-1,-1,2.6176470588235294
101,,2.0,,,,,,,,36.0,13.6,3.3333333333333335,,,,,19.666666666666668,,3.103448275862069
102,7.571428571428571,17.0,,-1,-1,-1,,,,11.8,2.175,1.5614035087719298,13.4,,8.2,5.0,-1,,1.390625
103,,,,,,,,,,32.0,2.606060606060606,3.230769230769231,,,-1,,-1,,2.097560975609756
104,,-1,,,,,,,,7.75,1.836734693877551,1.7647058823529411,,5.0,6.0,,22.333333333333332,,1.4516129032258065
105,,48.0,,,,-1,,,,6.166666666666667,1.9565217391304348,1.836734693877551,,48.0,36.5,,26.333333333333332,,1.6666666666666667
106,-1,12.428571428571429,,6.461538461538462,,10.5,,,21.5,9.777777777777779,,3.3333333333333335,11.0,,9.333333333333334,,,,1.9565217391304348
107,,9.166666666666666,,,,15.0,,,,27.5,10.2,3.0,6.75,,18.666666666666668,-1,,1.0,2.4166666666666665
108,,15.25,-1,,,15.666666666666666,,,,11.0,62.0,4.9411764705882355,-1,,17.0,,,,3.48
109,,,,,,,,,,10.75,2.1951219512195124,1.875,,-1,,,9.0,,1.3846153846153846
110,,19.25,,,,21.0,,,70.0,3.9523809523809526,14.75,3.0714285714285716,10.857142857142858,28.0,-1,21.0,,,2.806451612903226
111,,-1,,,,,,,,,1.2714285714285714,2.2,,1.0,,,-1,1.0,1.2714285714285714
112,,-1,,,,10.0,,,-1,17.8,34.0,5.933333333333334,7.666666666666667,44.0,4.0,20.0,,,4.045454545454546
113,20.5,27.333333333333332,-1,,,23.0,,39.0,10.0,5.25,12.428571428571429,3.0,34.5,25.666666666666668,20.5,10.5,-1,55.0,2.5714285714285716
114,,16.0,,-1,,4.5,,,,11.833333333333334,16.75,3.0344827586206895,12.0,19.0,9.6,,-1,,2.6666666666666665
115,10.333333333333334,29.0,-1,,,,,,,5.133333333333334,23.0,2.6551724137931036,12.0,,34.0,,,,2.566666666666667
116,,16.0,,,14.0,,,,,8.5,1.3692307692307693,2.0,-1,,-1,,-1,,1.289855072463768
117,,7.2,,20.0,,,,,,12.2,4.5,2.5925925925925926,-1,-1,,,-1,,2.5925925925925926
118,9.5,14.0,-1,-1,,15.0,,,-1,17.0,,4.578947368421052,7.8,,10.4,-1,,,3.3846153846153846
119,14.0,11.75,-1,,,19.0,,,15.25,8.555555555555555,8.0,3.111111111111111,43.0,-1,7.818181818181818,6.0,29.0,-1,2.289473684210526
120,-1,12.666666666666666,5.733333333333333,,,,,,,22.333333333333332,27.0,3.4,4.095238095238095,,4.882352941176471,,,27.666666666666668,1.679245283018868
121,,,,,,,,,20.0,6.75,,1.8181818181818181,,,12.0,,,,1.8181818181818181
122,,22.5,,5.0,,20.5,-1,,33.5,19.0,9.0,7.166666666666667,-1,-1,26.333333333333332,42.0,22.0,-1,5.375
123,,,,,,,,,-1,14.4,3.7083333333333335,2.282051282051282,,16.0,-1,,27.333333333333332,,2.119047619047619
124,-1,10.666666666666666,35.0,,,-1,,,,9.8,-1,4.722222222222222,27.333333333333332,-1,11.714285714285714,,,,3.0357142857142856
125,,20.666666666666668,,-1,,,,,,11.6,9.333333333333334,3.1481481481481484,33.5,-1,14.75,,21.0,,2.7419354838709675
126,,-1,,-1,,,,-1,,24.666666666666668,4.0,1.9772727272727273,,27.666666666666668,,,-1,,1.74
127,,24.0,-1,,,,,,,19.5,,2.71875,,,9.75,,,-1,2.4857142857142858
128,,4.0,,,-1,,,,,29.5,4.823529411764706,2.263157894736842,,7.444444444444445,,,12.0,,1.8695652173913044
129,,14.5,,,13.5,,-1,30.0,12.0,6.416666666666667,3.52,2.5294117647058822,-1,22.0,,,10.333333333333334,,1.6666666666666667
130,22.0,11.285714285714286,10.0,,,52.0,,,13.0,7.166666666666667,,5.176470588235294,15.0,,6.818181818181818,19.666666666666668,,19.666666666666668,4.0
131,27.0,7.0,-1,44.0,,15.2,,,,5.666666666666667,5.2,2.78125,4.9,-1,12.0,-1,-1,21.333333333333332,2.225
132,,-1,,,,,,-1,,21.5,2.15,1.74,,13.0,,,4.5625,,1.5818181818181818
133,,14.0,,,-1,-1,,,,17.0,19.0,2.5588235294117645,,11.0,,-1,-1,-1,2.5588235294117645
134,2.5,,10.0,17.0,,16.0,,,,13.5,,7.875,27.5,,12.5,9.0,,58.0,3.375
135,,,,9.0,,-1,,,,7.454545454545454,,2.0,71.0,,19.666666666666668,,,,1.9130434782608696
136,,,,,,9.5,-1,,3.44,7.636363636363637,,3.739130434782609,53.0,,9.5,-1,,-1,2.5294117647058822
137,19.333333333333332,12.0,,13.0,,,,,9.0,10.2,7.818181818181818,3.5,18.0,-1,-1,55.0,,-1,2.71875
138,,,,,-1,6.8,,,,20.5,-1,6.846153846153846,10.4,,-1,,15.0,-1,4.238095238095238
139,7.0,15.0,1.0,,,-1,,,,9.0,7.2727272727272725,3.36,8.666666666666666,8.857142857142858,13.0,7.0,10.333333333333334,16.0,2.3333333333333335
140,13.833333333333334,14.6,-1,19.25,-1,29.0,,,,7.909090909090909,36.5,2.727272727272727,11.25,,,39.0,-1,,1.875
141,,14.0,,,41.0,,,,,24.0,2.4324324324324325,2.806451612903226,,,-1,,-1,,1.836734693877551
143,,,,,-1,,,32.0,,,4.666666666666667,4.0476190476190474,,20.0,,,8.166666666666666,,3.8636363636363638
144,-1,4.315789473684211,,,7.454545454545454,,,,,8.555555555555555,2.0697674418604652,2.119047619047619,-1,,5.0,,10.4,-1,1.816326530612245
145,9.0,37.0,-1,24.666666666666668,,,,,-1,10.571428571428571,,9.25,-1,-1,21.0,21.0,,-1,7.4
146,7.9,13.5,-1,,,10.0,,,,39.0,,4.352941176470588,-1,,6.3076923076923075,44.0,,2.5,3.4166666666666665
147,13.0,15.25,-1,21.333333333333332,-1,52.0,,14.25,47.0,10.625,7.7,2.6176470588235294,-1,21.0,7.0,,10.0,-1,2.3421052631578947
148,,,,,,,,,,5.928571428571429,2.6363636363636362,3.56,,,,,52.0,,1.7450980392156863
149,,-1,,,,,,,,13.0,13.0,3.56,16.0,,19.0,-1,-1,,3.0689655172413794
150,,3.0,-1,,-1,,,10.666666666666666,,,3.56,2.3684210526315788,8.428571428571429,13.333333333333334,9.666666666666666,,7.666666666666667,-1,1.836734693877551
151,2.0,16.0,21.0,33.0,,15.0,,,47.0,3.5833333333333335,21.0,3.0,18.5,27.5,12.666666666666666,8.666666666666666,-1,9.0,2.3684210526315788
152,,51.0,81.0,-1,,25.0,,,-1,7.333333333333333,6.142857142857143,2.78125,34.0,,16.0,4.0,,11.0,2.3421052631578947
153,,22.666666666666668,-1,,,,,,,9.428571428571429,12.333333333333334,1.9555555555555555,15.0,,,,-1,,1.872340425531915
154,62.0,,,,,,,,,38.0,14.166666666666666,2.3783783783783785,16.0,,72.0,,,,2.3783783783783785
155,,15.0,-1,,,,,,,9.0,,3.9047619047619047,10.0,-1,4.9411764705882355,-1,,,2.7096774193548385
156,-1,16.75,,10.0,,11.6,,,15.4,8.555555555555555,,3.076923076923077,9.857142857142858,,13.333333333333334,-1,,-1,3.074074074074074
157,,33.0,,-1,,-1,,,,7.0,8.444444444444445,2.1,23.0,,14.75,,,,1.8125
158,,27.333333333333332,,,,,,,30.0,6.6,,3.739130434782609,,,,,,,3.625
159,-1,,48.0,,,19.5,,,5.933333333333334,56.0,,7.875,28.0,,5.133333333333334,-1,,,3.2962962962962963
160,-1,10.0,,,-1,28.0,,,,7.2727272727272725,6.9,2.896551724137931,,,28.333333333333332,27.0,38.0,,2.3783783783783785
161,28.0,-1,-1,,,-1,,,-1,8.333333333333334,8.0,9.0,15.2,-1,,-1,,14.0,4.75
162,,16.0,22.5,,,-1,,,-1,16.0,4.5,7.8,9.666666666666666,1.0,21.333333333333332,,8.0,-1,4.578947368421052
163,,,-1,,,,,,-1,9.5,2.1707317073170733,2.0930232558139537,57.0,,-1,,34.0,,1.4754098360655739
164,17.0,35.0,-1,,,13.666666666666666,,,,17.2,35.0,6.142857142857143,,,-1,,24.5,-1,4.3
165,-1,,14.0,-1,,10.714285714285714,,,21.5,67.0,-1,9.0,9.625,,6.818181818181818,22.666666666666668,,-1,3.185185185185185
166,,13.833333333333334,-1,62.0,,15.0,26.0,7.0,12.0,8.3,13.5,7.0,18.0,27.0,9.333333333333334,23.0,13.5,-1,4.666666666666667
167,,19.333333333333332,4.0,,,,,,,11.166666666666666,,4.052631578947368,7.0,,17.25,,,,3.7083333333333335
168,3.0,14.6,16.5,6.857142857142857,,15.333333333333334,,,18.75,9.333333333333334,5.5,3.5,11.0,,-1,-1,,18.75,2.8
169,,-1,,,,-1,,,,27.0,5.176470588235294,4.190476190476191,,34.0,45.0,-1,23.0,,3.259259259259259
170,,-1,,,-1,,,,,21.666666666666668,2.903225806451613,2.5,35.0,10.714285714285714,51.0,,14.8,-1,2.5
171,,11.2,-1,,,,,,,10.857142857142858,55.0,3.0689655172413794,38.0,,9.0,13.25,,,2.4722222222222223
172,,17.75,,6.0,,21.0,-1,,-1,3.8636363636363638,15.2,2.4571428571428573,24.0,76.0,-1,-1,-1,-1,2.388888888888889
173,,19.75,,,-1,,,,,18.0,2.0930232558139537,2.0930232558139537,,7.818181818181818,-1,,57.0,,1.7307692307692308
175,,-1,,,4.526315789473684,,,-1,,3.423076923076923,2.78125,2.78125,,14.8,-1,,6.615384615384615,,2.78125
176,,5.0,,,-1,,,,,21.0,1.9565217391304348,2.71875,,,,-1,-1,,1.6666666666666667
177,,16.0,20.0,10.571428571428571,,32.0,,,,15.666666666666666,-1,6.363636363636363,6.666666666666667,,11.8,-1,,13.75,3.8095238095238093
178,,-1,-1,,,,,,,16.4,4.526315789473684,3.5833333333333335,,26.0,10.5,,9.5,-1,3.0714285714285716
179,,12.5,-1,,,-1,,,,5.6923076923076925,41.5,3.074074074074074,14.0,41.5,11.5,,41.5,,2.7419354838709675
180,15.666666666666666,10.571428571428571,,,,,,,,8.3,,3.909090909090909,16.0,,-1,72.0,,17.0,3.185185185185185
181,,13.4,,,,35.0,,,23.333333333333332,11.0,,4.684210526315789,70.0,,8.9,15.0,,,4.045454545454546
182,,18.333333333333332,21.0,7.2,,,,,-1,4.45,,3.423076923076923,12.5,,23.333333333333332,,,,2.78125
183,,,,,,,-1,14.5,-1,7.0,2.4166666666666665,1.9772727272727273,,23.5,,,11.2,,1.891304347826087
184,5.0,7.2,,-1,,,,,19.0,12.5,10.0,6.25,10.714285714285714,,9.571428571428571,10.714285714285714,-1,15.0,4.764705882352941
185,,-1,,,,,,,,21.5,5.0588235294117645,2.896551724137931,,15.333333333333334,,,4.928571428571429,,2.4571428571428573
186,-1,5.0,42.0,,,14.333333333333334,,,8.11111111111111,6.071428571428571,16.5,3.0689655172413794,18.75,-1,5.5,19.5,,-1,2.870967741935484
187,,11.666666666666666,,,,2.0,,,,7.0,9.555555555555555,4.190476190476191,1.0,,19.25,,-1,31.0,2.588235294117647
188,,-1,,,,,,,,5.75,2.230769230769231,1.9148936170212767,,,,,10.0,,1.7647058823529411
189,57.0,5.666666666666667,83.0,-1,,4.0,,-1,25.5,7.8,,4.611111111111111,13.0,,21.0,-1,,,3.608695652173913
190,,12.0,-1,-1,,-1,,,,7.5,,6.166666666666667,14.8,,28.0,,,,5.285714285714286
191,27.5,42.0,13.6,10.166666666666666,,20.0,,,9.0,34.0,,32.0,20.25,-1,9.0,-1,,16.2,3.0
192,-1,1.0,18.0,,,,,,,4.6923076923076925,6.0,1.8,8.166666666666666,7.2,6.0,16.0,15.25,-1,1.44
193,,8.0,,,-1,,,14.0,58.0,7.0,4.578947368421052,3.0,,9.0,,,19.0,-1,2.71875
194,,10.25,67.0,,,,,,,12.571428571428571,2.933333333333333,2.5142857142857142,,7.888888888888889,10.333333333333334,,57.0,,2.1463414634146343
195,,-1,,,,,,,,,15.25,4.3,,8.222222222222221,,,-1,,3.185185185185185
196,,7.714285714285714,13.5,,,66.0,,,27.5,9.88888888888889,12.833333333333334,3.44,21.0,,5.5,85.0,45.0,27.5,2.282051282051282
197,,16.0,12.25,,-1,8.333333333333334,,21.0,42.0,14.0,14.0,6.214285714285714,10.0,15.0,11.666666666666666,-1,9.0,13.333333333333334,3.52
198,,6.0,,11.0,,5.25,,,,8.7,3.103448275862069,2.3157894736842106,-1,-1,10.166666666666666,,-1,-1,1.8
199,,-1,,,,23.0,,-1,,19.5,9.25,3.0,,-1,19.5,,10.333333333333334,,2.4166666666666665
200,,23.333333333333332,-1,,,,,,,7.25,1.7254901960784315,3.9130434782608696,43.0,29.0,,,21.5,,1.5254237288135593
201,,7.166666666666667,15.25,-1,,16.666666666666668,,,,7.166666666666667,,7.166666666666667,10.5,,7.6,42.0,,-1,3.0344827586206895
202,61.0,5.8,12.5,-1,,,,,10.333333333333334,19.5,3.391304347826087,2.71875,9.0,,3.2222222222222223,12.5,,33.0,1.7755102040816326
203,,-1,,,,,,,,,5.117647058823529,2.4166666666666665,,7.166666666666667,-1,,19.0,36.0,2.0232558139534884
204,,,58.0,,-1,-1,,14.0,35.0,9.125,2.3684210526315788,1.9148936170212767,,39.0,3.4615384615384617,,36.0,,1.4754098360655739
205,,,,,,,,82.0,,6.8,2.966666666666667,2.0930232558139537,46.0,19.5,16.8,,10.333333333333334,,1.7647058823529411
206,-1,7.25,,,,-1,,,,7.2,2.1707317073170733,2.3157894736842106,,15.0,,,25.0,,1.78
207,,,,,,,,-1,,,7.909090909090909,3.75,,-1,-1,,-1,,3.75
208,6.166666666666667,35.0,11.666666666666666,-1,,7.0,,,,13.4,,6.285714285714286,9.5,,5.857142857142857,,,,3.0344827586206895
209,-1,,34.0,,,,,,-1,13.8,31.0,2.78125,,,8.666666666666666,14.666666666666666,33.0,,2.225
210,,9.666666666666666,,,,-1,,-1,,32.0,5.928571428571429,2.588235294117647,26.0,17.2,-1,,-1,-1,1.9130434782608696
211,,33.0,,,,,,,,13.833333333333334,-1,3.782608695652174,,,,,,,3.625
212,,7.428571428571429,,,,4.0,,,,12.333333333333334,1.7307692307692308,1.74,,,,,,,1.3432835820895523
213,,10.5,,,,,,-1,16.5,3.7083333333333335,1.6481481481481481,1.6481481481481481,22.0,7.4,43.0,,9.75,-1,1.4126984126984128
214,,13.5,-1,42.0,-1,-1,,,-1,9.428571428571429,3.4615384615384617,2.125,13.6,,21.0,10.0,32.0,13.0,1.5254237288135593
