,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
30,-1,5.533333333333333,,,-1,,,,,12.666666666666666,4.9375,2.1463414634146343,6.285714285714286,46.0,,41.0,8.555555555555555,-1,2.1463414634146343
31,,7.9,-1,,,,,,15.0,7.636363636363637,,4.095238095238095,29.5,,10.2,3.0,,,2.774193548387097
32,,-1,-1,,47.0,,,,-1,5.466666666666667,7.166666666666667,1.2328767123287672,,12.0,-1,,26.5,,1.1818181818181819
33,,-1,,,,,,,,11.714285714285714,2.6129032258064515,2.4444444444444446,,16.8,,,14.0,,2.2564102564102564
34,,6.076923076923077,,,,,,,,5.444444444444445,,2.5428571428571427,,,73.0,,,,2.4594594594594597
35,9.75,12.0,15.4,,,,,,,8.166666666666666,-1,5.25,,-1,15.2,-1,-1,,4.421052631578948
36,,14.0,,-1,,2.0,,,,7.545454545454546,13.0,4.7368421052631575,10.75,,13.0,20.0,,8.0,3.6
37,,30.0,11.6,,,,,,,10.375,,3.0357142857142856,9.333333333333334,,,,,-1,2.8333333333333335
38,,4.157894736842105,,,-1,,,-1,7.0,4.7894736842105265,2.022222222222222,2.0454545454545454,-1,11.571428571428571,69.0,,7.363636363636363,75.0,1.6851851851851851
39,,7.0,,,,,,,,16.6,,4.190476190476191,16.0,,,,,,3.259259259259259
40,,27.0,,-1,,19.0,,,45.0,10.0,9.75,3.9565217391304346,20.0,,-1,,48.0,-1,2.84375
41,,,-1,,,,,,,6.0,-1,2.84375,,-1,,,,,2.757575757575758
42,,-1,,,-1,,,-1,,7.6,2.933333333333333,1.9130434782608696,-1,8.666666666666666,1.0,,15.75,,1.7254901960784315
43,,,,,,,,,,16.5,8.2,5.8,,30.0,,,10.833333333333334,,4.578947368421052
44,-1,7.5,,,,,,,,5.666666666666667,3.761904761904762,1.5,,55.0,4.2,,11.0,,1.3235294117647058
45,,-1,,-1,,61.0,,,,10.5,19.333333333333332,4.9375,6.909090909090909,-1,16.25,-1,12.333333333333334,,3.1481481481481484
46,-1,,,-1,,,,,,20.0,-1,3.3076923076923075,51.0,,,,,,3.0714285714285716
47,-1,16.5,,,39.0,-1,,,,6.142857142857143,4.095238095238095,2.324324324324324,10.0,28.666666666666668,32.5,,23.0,,2.097560975609756
48,20.333333333333332,7.166666666666667,,-1,,,,,,13.0,,4.578947368421052,9.666666666666666,,1.0,24.0,,38.0,3.142857142857143
49,-1,21.0,,,,,,,-1,5.416666666666667,,4.526315789473684,6.833333333333333,,10.0,-1,,,3.423076923076923
50,,7.454545454545454,,,-1,1.0,,,12.666666666666666,5.0588235294117645,8.0,2.022727272727273,-1,24.0,25.333333333333332,-1,,,1.816326530612245
51,,13.6,,,,,,19.0,27.0,7.818181818181818,3.185185185185185,2.1951219512195124,-1,19.75,26.0,,7.9,,1.8571428571428572
52,-1,12.333333333333334,29.0,,42.0,23.666666666666668,,,,27.333333333333332,-1,2.4324324324324325,40.5,-1,22.333333333333332,9.0,-1,,1.8958333333333333
53,,20.0,,17.4,-1,,,,,34.0,26.0,1.9361702127659575,52.0,,,,,,1.9361702127659575
54,,12.75,-1,,,,,,,5.125,,3.2,29.0,,,,,,3.037037037037037
55,,17.5,,,,-1,,,,6.777777777777778,2.8125,4.444444444444445,,12.4,-1,,17.0,,2.142857142857143
56,,66.0,,,,,,,13.666666666666666,13.25,,4.25,-1,,13.666666666666666,-1,,,3.8636363636363638
57,-1,11.0,,,,,,,,10.5,1.8125,3.269230769230769,,10.2,-1,,15.0,,1.8125
58,8.0,-1,-1,,,20.333333333333332,,,33.5,5.285714285714286,,4.4375,,,7.090909090909091,,,,2.2162162162162162
59,-1,,,,,,,,,10.666666666666666,13.666666666666666,2.125,28.5,-1,,-1,-1,,1.9767441860465116
60,,16.0,,,-1,,,-1,,7.714285714285714,3.5833333333333335,2.3684210526315788,-1,10.5,46.0,-1,44.0,,1.75
61,-1,-1,-1,,,-1,,,,7.5,10.2,5.055555555555555,4.0,6.0,26.0,,39.0,,4.333333333333333
62,,11.666666666666666,,,,11.666666666666666,-1,,20.75,9.0,9.333333333333334,3.375,,-1,5.75,,28.0,,2.4166666666666665
63,,10.714285714285714,,,,,,,,7.875,,3.9565217391304346,,,,,,,3.1379310344827585
64,,,,,,,,,,,4.642857142857143,2.3076923076923075,,45.0,-1,,,,2.25
65,,39.0,,,,42.0,,-1,,13.0,-1,3.0689655172413794,8.0,39.0,,3.6666666666666665,26.5,4.0,2.4054054054054053
66,,29.0,,,-1,,,,,6.615384615384615,3.033333333333333,2.0,-1,-1,13.25,-1,19.0,,1.9782608695652173
67,,27.0,-1,,-1,,,,,20.75,3.44,2.4324324324324325,,-1,37.0,,59.0,,2.3684210526315788
68,-1,45.0,1.625,9.0,,,,,,5.6,12.0,3.033333333333333,15.8,-1,7.0,30.5,-1,-1,1.3
69,,10.625,,,10.0,,,-1,,3.3076923076923075,1.5166666666666666,1.5689655172413792,,11.6,,,-1,,1.467741935483871
70,49.0,10.75,,-1,,41.5,,,,9.875,-1,1.836734693877551,-1,,9.857142857142858,,,,1.6666666666666667
71,,,,,,,,-1,,29.0,3.1785714285714284,2.282051282051282,,55.0,,,8.25,,2.119047619047619
72,,,3.0,,11.0,,,-1,69.0,12.666666666666666,5.125,2.774193548387097,,7.5,55.0,,14.333333333333334,,2.0
73,6.909090909090909,6.0,5.8,3.6666666666666665,,,,,,9.5,72.0,9.0,9.166666666666666,,6.090909090909091,13.0,,-1,2.5
74,15.333333333333334,46.0,17.6,,,16.0,,,-1,17.75,27.0,5.5,15.5,11.4,8.0,11.333333333333334,37.0,,4.631578947368421
75,,2.0,,,,,,,,20.5,6.75,1.6981132075471699,21.0,,-1,,,-1,1.6071428571428572
76,-1,17.0,-1,,,,,,,14.0,-1,5.0,,21.0,15.6,42.0,,21.0,4.35
77,-1,14.333333333333334,-1,,,4.0,,-1,6.0,11.857142857142858,10.5,4.3,-1,11.4,15.0,,21.0,,3.782608695652174
78,15.4,29.333333333333332,69.0,20.5,-1,7.5,,,,8.9,-1,3.9565217391304346,6.923076923076923,-1,17.6,22.25,,19.0,3.25
79,,-1,,,25.0,-1,,,,14.25,5.0588235294117645,3.5833333333333335,,19.5,-1,,20.333333333333332,-1,3.3076923076923075
80,,54.0,,,-1,,,,,6.5,2.3076923076923075,1.6481481481481481,,40.0,-1,,-1,17.0,1.3846153846153846
81,-1,40.0,-1,77.0,,,,,-1,17.0,-1,4.045454545454546,17.666666666666668,-1,33.5,-1,,2.0,2.870967741935484
82,-1,11.142857142857142,-1,-1,,-1,-1,-1,26.0,15.0,7.9,1.9782608695652173,4.578947368421052,38.0,29.0,-1,8.25,63.0,1.378787878787879
83,,25.0,7.5,,,-1,,,,5.642857142857143,9.0,1.7169811320754718,5.6,34.0,4.0,,-1,,1.4
84,,41.0,2.0,34.5,,22.333333333333332,,,,-1,-1,10.25,34.5,29.0,4.5,-1,,-1,8.2
85,,23.666666666666668,,,,,,,,6.833333333333333,,3.3846153846153846,,,-1,,,-1,2.838709677419355
86,,28.333333333333332,7.0,,-1,-1,,,,7.909090909090909,3.6956521739130435,2.4857142857142858,19.0,19.0,23.333333333333332,,27.0,-1,2.175
87,,-1,,,,,,,-1,16.5,16.0,7.090909090909091,,,,,,,5.714285714285714
88,,8.0,-1,12.2,-1,51.0,,,,11.0,5.923076923076923,2.27027027027027,13.666666666666666,,-1,12.8,-1,-1,2.1538461538461537
89,,10.571428571428571,,,,-1,,-1,,10.75,3.36,1.6415094339622642,-1,5.0,15.5,73.0,7.166666666666667,-1,1.5535714285714286
90,-1,32.5,,-1,,-1,,,,10.0,20.0,4.333333333333333,53.0,,4.0,8.0,,7.5,3.7142857142857144
91,,8.777777777777779,,,,,,,2.0,,50.0,2.5428571428571427,14.0,,-1,,,,2.4722222222222223
92,,10.571428571428571,41.0,,-1,13.666666666666666,8.0,12.0,8.3,6.181818181818182,5.375,2.5428571428571427,33.0,21.0,6.181818181818182,13.333333333333334,10.166666666666666,6.428571428571429,1.9777777777777779
93,,-1,12.666666666666666,,,63.0,,,-1,14.333333333333334,,7.416666666666667,4.105263157894737,,12.285714285714286,-1,,,2.1707317073170733
94,-1,8.6,9.0,-1,,48.0,,,-1,4.833333333333333,-1,2.6666666666666665,,,16.0,,12.285714285714286,,2.0952380952380953
95,,30.5,,,,,,-1,-1,20.333333333333332,7.5,2.2051282051282053,,-1,36.0,,17.333333333333332,,2.1951219512195124
96,,7.5,,,,-1,,,,5.4,,3.44,28.5,,,,,,3.2142857142857144
97,27.0,-1,,6.615384615384615,,-1,,,,12.0,9.666666666666666,5.176470588235294,12.4,,-1,5.5,,13.5,2.6666666666666665
98,-1,13.5,,,,-1,,,32.0,5.785714285714286,21.5,2.324324324324324,26.5,21.0,17.0,,-1,,2.2051282051282053
99,14.6,26.333333333333332,72.0,,,,,,,6.0,16.0,2.8125,6.916666666666667,51.0,4.75,18.5,-1,14.6,1.9565217391304348
100,-1,24.0,-1,-1,,-1,,,,16.4,37.0,2.225,17.4,10.714285714285714,13.5,-1,,,1.934782608695652
101,,,,,,,,,,12.25,4.444444444444445,2.9,12.0,,-1,,8.375,,2.289473684210526
102,25.0,65.0,,,-1,4.0,,,,9.555555555555555,2.6176470588235294,1.5964912280701755,15.6,-1,10.5,-1,12.0,-1,1.421875
103,,-1,,,,-1,,,,10.666666666666666,2.1538461538461537,2.9655172413793105,,,-1,,13.0,,1.9333333333333333
104,,-1,,,,,,,,14.5,1.9333333333333333,1.467741935483871,,24.0,57.0,,10.375,,1.421875
105,,81.0,-1,,,1.0,,,,5.375,2.6666666666666665,2.4444444444444446,,57.0,,1.0,22.666666666666668,1.0,2.0952380952380953
106,,8.777777777777779,-1,14.4,,-1,,,-1,7.833333333333333,,4.647058823529412,14.0,,21.0,,,,2.793103448275862
107,9.0,14.4,26.0,,,,,,-1,10.25,-1,4.4,11.0,,16.5,16.0,,-1,2.5714285714285716
108,,11.0,25.0,,-1,7.0,-1,,-1,6.25,39.0,2.966666666666667,-1,-1,6.428571428571429,,,-1,2.142857142857143
109,,-1,,,-1,,,-1,,8.777777777777779,1.9069767441860466,1.6666666666666667,,-1,-1,,,,1.378787878787879
110,,7.7,,-1,-1,7.0,,14.0,-1,4.190476190476191,6.5,2.6,10.571428571428571,,27.0,-1,46.0,-1,2.3333333333333335
111,,-1,,,,-1,,,,6.5,1.5084745762711864,2.870967741935484,,36.0,,,14.75,,1.4833333333333334
112,,13.666666666666666,9.0,,,-1,,,-1,8.11111111111111,33.5,2.896551724137931,5.818181818181818,19.0,13.666666666666666,-1,21.0,,2.0238095238095237
113,19.5,13.166666666666666,23.0,-1,-1,53.0,-1,-1,12.142857142857142,6.214285714285714,17.2,2.78125,33.0,,14.0,5.0,,13.0,2.119047619047619
114,,30.0,,,,-1,,,,28.0,17.25,3.6956521739130435,-1,,7.0,,,7.0,3.5416666666666665
115,-1,10.375,,,,-1,,,,9.0,6.0,3.782608695652174,19.0,,,-1,-1,,2.6363636363636362
116,,13.6,,,,,,,,11.6,1.5166666666666666,2.142857142857143,,,-1,,,,1.467741935483871
117,-1,5.0,,9.0,,-1,,,,8.333333333333334,4.846153846153846,2.3636363636363638,-1,,,17.666666666666668,-1,13.0,2.0526315789473686
118,28.5,,11.0,-1,,-1,,,,3.8636363636363638,,4.55,11.0,,5.214285714285714,27.0,,,1.9782608695652173
119,10.0,8.2,,,2.142857142857143,22.666666666666668,,,7.0,8.090909090909092,13.5,3.56,8.0,-1,7.25,,,44.0,2.6176470588235294
120,17.5,14.0,7.833333333333333,,,2.0,,,,8.555555555555555,32.0,2.4054054054054053,4.666666666666667,,5.6,-1,-1,13.8,1.459016393442623
121,-1,10.0,,,,,,,,4.285714285714286,-1,1.7272727272727273,,,2.0,,-1,,1.6521739130434783
122,,12.5,,,,-1,-1,-1,7.222222222222222,12.666666666666666,15.6,3.5217391304347827,,,1.0,19.0,20.666666666666668,72.0,2.7
123,,4.0,,,,,,53.0,-1,5.928571428571429,3.1538461538461537,2.0238095238095237,,8.666666666666666,,,8.0,,1.8085106382978724
124,,10.0,1.0,,,-1,,,-1,18.0,21.5,4.882352941176471,18.25,-1,10.25,,-1,,2.9642857142857144
125,23.0,51.0,,-1,,-1,,,,25.5,47.0,3.48,-1,47.0,-1,,47.0,-1,3.107142857142857
126,,-1,,,-1,,,,,14.0,3.5,2.116279069767442,,16.8,2.0,,,-1,1.7169811320754718
127,,,-1,,,-1,,,,33.0,16.0,3.1481481481481484,-1,29.0,14.2,,29.0,27.0,2.65625
128,,-1,,,,,,,,12.8,5.125,2.59375,,15.4,-1,,7.6,,2.048780487804878
129,,,,,,,-1,34.5,,12.5,4.4,2.6,,42.5,,,31.0,,2.1666666666666665
130,,12.0,20.333333333333332,,,7.833333333333333,,,10.0,6.7272727272727275,33.0,3.9130434782608696,12.857142857142858,,6.909090909090909,,,15.0,3.103448275862069
131,-1,6.538461538461538,14.0,,,,,,,4.933333333333334,4.611111111111111,2.6,-1,-1,12.428571428571429,8.75,,12.142857142857142,2.3947368421052633
132,,28.0,,,,,,26.666666666666668,,14.5,1.934782608695652,1.5614035087719298,,10.428571428571429,,,9.555555555555555,,1.5344827586206897
133,,20.333333333333332,-1,56.0,-1,-1,,-1,,11.666666666666666,45.0,2.7096774193548385,-1,,11.166666666666666,-1,9.0,,2.625
134,20.333333333333332,,26.0,,,14.333333333333334,,,-1,-1,-1,8.4,20.0,,8.777777777777779,14.5,,24.333333333333332,3.0
135,,1.0,,,,-1,,,-1,25.666666666666668,,2.71875,1.0,,8.2,,-1,,2.1707317073170733
136,,1.0,-1,-1,,3.0,,,3.6923076923076925,9.6,,5.857142857142857,9.375,,-1,18.5,,,2.8666666666666667
137,-1,18.333333333333332,,24.0,,68.0,-1,-1,17.0,52.0,8.2,3.28,4.0,-1,8.0,18.0,12.0,5.5,2.361111111111111
138,,,-1,,-1,13.6,,,,-1,-1,6.153846153846154,20.666666666666668,-1,44.0,,39.0,27.0,5.117647058823529
139,25.0,13.333333333333334,,,,-1,,-1,,11.166666666666666,12.142857142857142,2.6875,9.0,16.0,14.333333333333334,17.0,26.666666666666668,21.0,2.0714285714285716
140,7.3,7.5,,14.25,,24.0,,,-1,7.666666666666667,23.0,2.588235294117647,7.777777777777778,-1,-1,17.0,-1,29.0,1.8333333333333333
141,,21.5,,,27.0,,,,,44.0,2.4166666666666665,3.56,,,,,71.0,,2.119047619047619
143,,-1,,,6.0,,-1,14.6,,,3.8260869565217392,3.259259259259259,,4.0,14.0,,7.909090909090909,,2.933333333333333
144,-1,3.8260869565217392,,,7.818181818181818,-1,12.0,9.0,13.8,4.045454545454546,1.6851851851851851,1.6545454545454545,55.0,12.0,24.0,,5.6875,-1,1.5689655172413792
145,-1,85.0,,12.25,,,,,,8.5,-1,7.083333333333333,-1,,-1,21.0,,,5.3125
146,21.75,-1,45.0,,,12.666666666666666,,,29.0,80.0,,7.0,-1,,6.083333333333333,3.0,,-1,4.136363636363637
147,41.0,13.5,,-1,13.0,-1,,14.0,-1,6.153846153846154,6.461538461538462,2.6363636363636362,29.0,15.4,70.0,,15.6,11.0,2.2
148,,,,,,-1,,,,9.88888888888889,2.3157894736842106,1.9782608695652173,,-1,-1,,17.0,,1.625
149,-1,28.5,-1,,,-1,,,,6.818181818181818,10.125,2.3823529411764706,14.5,,6.333333333333333,79.0,,,2.076923076923077
150,,-1,,,,,,15.0,,25.5,2.388888888888889,1.6363636363636365,,12.0,,,7.4,,1.6363636363636365
151,,11.0,6.0,-1,,-1,,,,5.8,7.5,2.5588235294117645,12.0,-1,9.333333333333334,63.0,-1,-1,2.4857142857142858
152,,35.5,-1,-1,,-1,,,,9.875,4.666666666666667,2.9655172413793105,15.25,,18.25,17.5,25.0,8.5,2.15
153,,17.75,,,,-1,,,,9.625,11.0,1.8958333333333333,-1,,,,,-1,1.8571428571428572
154,,,,,,,,,,15.0,18.25,3.2222222222222223,-1,,,,-1,,3.2222222222222223
155,,27.333333333333332,-1,,,-1,,,,9.0,,5.294117647058823,8.875,,6.230769230769231,-1,,81.0,3.1379310344827585
156,-1,3.5,49.0,25.0,,13.25,,,-1,5.769230769230769,,3.4615384615384617,18.0,,11.0,-1,,-1,3.103448275862069
157,,24.666666666666668,-1,,,-1,,,,5.615384615384615,15.166666666666666,2.6,-1,,16.0,,,,2.275
158,,6.0,-1,,,,,,-1,5.6,16.8,2.9655172413793105,26.0,,-1,-1,75.0,-1,2.8666666666666667
159,,,-1,,,12.5,,,13.166666666666666,43.0,20.0,14.4,12.0,,6.916666666666667,-1,,1.0,4.666666666666667
160,,23.0,3.0,,-1,46.0,,,,6.384615384615385,20.0,3.3846153846153846,57.0,-1,7.0,-1,-1,-1,2.4324324324324325
161,42.0,64.0,,-1,,19.0,,,12.25,23.0,,10.11111111111111,23.0,,27.0,14.0,,,4.136363636363637
162,,12.666666666666666,41.5,-1,,,,,8.4,7.545454545454546,10.0,5.0625,13.2,-1,33.0,,-1,10.333333333333334,3.6666666666666665
163,,-1,,,-1,,,,13.0,20.0,2.3076923076923075,1.9565217391304348,,11.333333333333334,28.0,,15.0,,1.40625
164,9.333333333333334,,-1,,,-1,,,,7.909090909090909,14.2,3.7916666666666665,,,,-1,-1,,2.6
165,24.0,,16.0,,-1,5.6,,,2.0,15.75,39.0,8.666666666666666,12.5,,6.5,,,-1,3.9565217391304346
166,,32.0,,,11.0,-1,11.0,,14.0,16.0,12.75,7.166666666666667,21.5,-1,-1,19.666666666666668,-1,21.0,6.615384615384615
167,,25.0,,,,,,,,9.0,,4.136363636363637,11.0,,19.5,-1,,,3.7916666666666665
168,-1,-1,37.0,13.25,,-1,,,12.0,13.8,4.666666666666667,4.9411764705882355,19.5,12.0,,13.0,,,3.8260869565217392
169,,-1,,,-1,,,,,21.0,4.2631578947368425,2.3714285714285714,-1,15.0,,,12.4,,2.3783783783783785
170,,8.333333333333334,,,,,,,,12.166666666666666,3.3846153846153846,3.0,,21.0,23.333333333333332,,16.6,-1,2.903225806451613
171,,19.0,,,,-1,,-1,,17.5,-1,2.588235294117647,7.0,-1,6.0,-1,,-1,2.0952380952380953
172,,16.0,-1,,,45.0,-1,,-1,4.2,7.0,3.3076923076923075,39.0,-1,,,-1,,2.9655172413793105
173,,30.0,,,,,,,-1,20.0,1.9777777777777779,1.8958333333333333,4.0,9.375,,,13.5,,1.625
175,-1,-1,,,6.142857142857143,,,18.0,,4.578947368421052,2.4444444444444446,2.3157894736842106,,17.666666666666668,-1,,5.928571428571429,,2.2
176,,,,,22.0,,,,,15.666666666666666,1.78,1.7,,-1,,,15.0,-1,1.4126984126984128
177,,10.166666666666666,26.5,41.0,,-1,,,28.0,14.0,-1,7.7272727272727275,6.8,,14.0,,,11.666666666666666,4.473684210526316
178,,-1,,,,,,,,10.2,3.16,2.4054054054054053,,-1,-1,,30.5,,2.0697674418604652
179,,8.2,5.0,64.0,,,,,,10.25,-1,2.933333333333333,6.583333333333333,,8.88888888888889,,-1,,2.75
180,,8.0,,,,,,,,22.333333333333332,,4.238095238095238,9.5,,,3.0,,,3.869565217391304
181,,9.75,,,,-1,,,52.0,15.25,,6.769230769230769,,,8.75,56.0,,-1,5.866666666666666
182,-1,13.4,40.5,23.0,,-1,,,,3.7916666666666665,10.0,2.5277777777777777,8.0,,13.75,,,,2.2195121951219514
183,,75.0,,,,,,40.0,23.5,8.0,2.903225806451613,2.116279069767442,,75.0,,,21.333333333333332,,2.0681818181818183
184,-1,52.0,-1,,,,,,,20.25,-1,6.384615384615385,26.333333333333332,,16.6,61.0,8.0,13.0,4.611111111111111
185,,,,,-1,-1,,-1,11.0,16.5,2.7666666666666666,1.9111111111111112,,10.0,-1,,6.615384615384615,-1,1.836734693877551
186,,-1,,-1,,-1,60.0,,-1,9.555555555555555,17.666666666666668,4.285714285714286,14.2,-1,7.0,-1,39.0,12.333333333333334,3.6
187,,6.0,9.5,,,,,,,,9.6,8.5,,,11.6,,8.0,19.0,4.0
188,,8.5,,,-1,,-1,,,6.285714285714286,1.8,1.7647058823529411,,-1,35.0,,8.2,,1.5789473684210527
189,12.333333333333334,4.0,9.0,23.0,,-1,,,,6.3076923076923075,,3.9523809523809526,21.25,,20.25,5.0,,21.0,2.4285714285714284
190,,21.0,,,,-1,,,-1,4.9375,,3.037037037037037,22.0,,6.333333333333333,-1,,,2.933333333333333
191,-1,32.5,61.0,-1,,-1,,,,15.0,-1,14.666666666666666,10.5,-1,6.0,,,-1,3.0689655172413794
192,-1,31.0,-1,,-1,,,,,7.4,3.5,1.7843137254901962,17.5,14.4,11.0,4.5,17.25,,1.378787878787879
193,,70.0,,,-1,,,14.0,-1,22.333333333333332,7.083333333333333,3.3461538461538463,,32.0,,,-1,,3.107142857142857
194,,15.0,-1,,14.8,-1,,,,16.75,2.4166666666666665,2.0714285714285716,,8.181818181818182,52.0,,25.0,-1,2.0
195,,31.0,,,,-1,,,,50.0,7.333333333333333,3.52,,9.444444444444445,,,11.333333333333334,,2.6176470588235294
196,-1,18.5,-1,,-1,,,55.0,-1,9.2,8.3,3.909090909090909,42.0,20.666666666666668,11.142857142857142,12.0,12.4,11.166666666666666,2.588235294117647
197,,16.25,29.5,,,2.0,,-1,14.0,7.5,5.846153846153846,4.75,15.75,13.25,33.5,72.0,14.75,,2.696969696969697
198,-1,19.666666666666668,,8.0,,86.0,,,,6.9,3.0,1.9772727272727273,42.0,16.5,21.0,,18.0,-1,1.851063829787234
199,,-1,,-1,,9.0,,-1,,26.5,7.0,2.275,,14.2,28.5,,15.0,,1.8571428571428572
200,,13.25,,,,,,,,13.8,1.6730769230769231,2.2195121951219514,10.333333333333334,-1,40.0,,-1,,1.4444444444444444
201,-1,16.4,16.25,6.0,,-1,,,,5.466666666666667,-1,4.555555555555555,9.333333333333334,,16.0,6.0,-1,7.0,2.7096774193548385
202,-1,4.833333333333333,6.2,,,22.5,,,26.0,15.0,3.2222222222222223,2.1219512195121952,9.0,,16.6,11.0,-1,27.0,1.82
203,,2.0,,,,,,,,9.0,4.2631578947368425,2.27027027027027,,6.636363636363637,,,22.666666666666668,,2.0238095238095237
204,,14.0,24.0,,-1,37.5,,-1,,10.625,2.4054054054054053,2.1951219512195124,-1,-1,4.684210526315789,,76.0,,1.5166666666666666
205,,-1,-1,,,,,-1,,6.538461538461538,3.0689655172413794,1.836734693877551,-1,10.666666666666666,23.0,2.0,8.75,23.0,1.6363636363636365
206,-1,7.5,,,,39.0,,59.0,16.0,4.454545454545454,3.142857142857143,2.4444444444444446,16.0,9.333333333333334,39.0,,14.8,-1,2.2
207,,-1,,,,-1,,-1,,4.0,4.666666666666667,3.1785714285714284,,56.0,-1,,-1,,3.0689655172413794
208,-1,-1,19.0,-1,,10.571428571428571,,,,24.333333333333332,10.0,18.333333333333332,8.5,,6.461538461538462,,,,3.0
209,-1,8.0,-1,,,8.0,,,,19.666666666666668,14.0,2.282051282051282,35.0,-1,9.88888888888889,-1,21.0,14.0,1.7115384615384615
210,,21.0,,,,,,-1,,16.5,3.9523809523809526,1.8541666666666667,-1,12.75,3.0,,15.333333333333334,-1,1.6481481481481481
211,26.0,12.0,,,,,,,,12.285714285714286,,3.103448275862069,-1,-1,,,,,2.727272727272727
212,-1,7.714285714285714,,,,,,,,4.933333333333334,1.8571428571428572,1.625,-1,,-1,,2.0,,1.3582089552238805
213,,43.0,,-1,,,,23.0,,3.142857142857143,1.6666666666666667,1.6363636363636365,,21.0,,,8.4,82.0,1.4516129032258065
