CUSTNO,Monetary_식품/생활_저가_증감여부_q2_q1,Monetary_식품/생활_저가_증감여부_q3_q2,Monetary_식품/생활_저가_증감여부_q4_q3,Monetary_식품/생활_저가_증감여부_q5_q4,Monetary_식품/생활_저가_증감여부_q6_q5,Monetary_식품/생활_저가_증감여부_q7_q6,Monetary_식품/생활_저가_증감여부_q8_q7,Monetary_식품/생활_저가_q2_q1_로그변환,Monetary_식품/생활_저가_q3_q2_로그변환,Monetary_식품/생활_저가_q4_q3_로그변환,Monetary_식품/생활_저가_q5_q4_로그변환,Monetary_식품/생활_저가_q6_q5_로그변환,Monetary_식품/생활_저가_q7_q6_로그변환,Monetary_식품/생활_저가_q8_q7_로그변환
29,4,4,1,3,1,4,2,10.06005533509323,10.763064063430095,-10.057852692932933,9.2944215176145,-10.393585101134212,10.155113428271022,-9.874700354095031
30,4,2,2,1,3,4,3,11.566855699582543,-10.315590117608108,9.742335286749258,-11.32946185303701,8.414231558393677,11.684731395550745,-9.895568657218865
31,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,7.798661850272637,7.208306242951479
32,3,4,3,4,2,2,3,8.102448448329428,10.140627917680272,9.800773043599442,11.082083475911535,-9.765547508507881,-10.127732073850638,-8.613573073987903
33,2,2,2,3,2,4,2,-11.289795060483279,8.128818068083543,8.690327028412822,11.36650097621748,-11.331787769359735,11.869869911876195,-11.130550698012353
34,4,1,0,0,0,0,0,9.648382322007771,-9.648382322007771,0.0,0.0,0.0,0.0,0.0
35,1,1,4,4,4,1,4,-11.742944310141462,-10.730360771827703,9.19435592482926,10.045869094758569,10.959173975603793,-11.0345318252536,9.130359859885985
36,1,4,1,1,0,4,1,-9.778724678455172,10.665268930178968,-11.107197866088477,-9.072645560608066,0.0,8.972716312921804,-8.972716312921804
37,1,1,0,0,4,4,4,-10.190277816935097,-7.597905958280196,0.0,0.0,9.032608314935146,8.954079648811636,9.912801542671245
38,2,4,2,3,2,2,3,-8.355085909829963,11.825369348187628,-10.697801746594532,11.71764937790678,-9.588095262816138,-10.531061803953616,-7.721961992295344
39,4,1,0,0,0,0,4,8.99500991735987,-8.99500991735987,0.0,0.0,0.0,0.0,7.81673441006152
40,2,1,4,4,1,2,4,-9.156532896442277,-11.389972653002504,10.403825731844135,10.881215207963315,-11.348556838656094,-9.304733151330963,9.851645689491587
41,1,2,4,4,4,1,4,-9.842048635118832,-3.2168824871580672,7.106838996446339,10.033419605531682,11.787647194948082,-11.567658182435961,10.672785112530953
42,2,3,3,4,2,4,2,-10.258987858842836,10.501322144364444,9.797749669293315,11.700738923058255,-10.109557141205517,11.895591073117945,-11.67943498443653
43,1,2,4,4,4,3,1,-9.80512696325629,6.421297081198609,10.724547681759478,10.652492940619512,11.238451179871163,10.635058169402635,-11.672413212738466
44,4,4,1,3,4,3,2,10.185406684366964,11.254828336814937,-11.299301805301607,9.34126733459687,10.984718063533983,9.677905237103,-10.429660080945617
45,4,1,3,1,4,1,1,10.941794922609533,-10.399347741207938,9.453586732411397,-10.662782953558244,8.930022385284529,-8.858519668712933,-8.205660715652057
46,4,1,1,1,0,4,4,9.455341876321073,-9.167407457329595,-7.95113942470759,-5.885181648955392,0.0,6.978203341083647,9.88745703160213
47,3,1,2,4,1,1,2,11.337702629799262,-12.436774642853885,-9.062551752531773,12.397325432931522,-12.39283872050371,-11.453924452293231,-9.959153867546334
48,4,1,4,1,3,4,1,8.295788650831918,-8.295788650831918,9.977713919389819,-9.750632606093404,7.111061159873864,10.844948943249609,-10.948609056840038
49,1,0,0,0,0,0,0,-7.3477811453304005,0.0,0.0,0.0,0.0,0.0,0.0
50,3,2,1,4,3,3,1,9.435469754086608,-8.994519563418546,-9.919734105147448,11.470852420620792,8.685948258008452,10.552081703262527,-11.502478277537481
51,1,1,3,1,1,4,3,-11.61173030629589,-11.75765205531992,9.826198200017622,-11.210925214732095,-10.660600260910348,10.44431234192541,-8.690309629887482
52,1,1,1,4,1,4,1,-8.474834183715595,-8.073390715423786,-7.8686039524053815,10.054680272184996,-10.108452615056247,7.798661850272637,-7.798661850272637
53,1,1,4,4,3,1,4,-12.019288414706716,-11.95564127625776,11.93603274124088,12.019608568663736,11.4631370110819,-11.834867203789603,12.759362482551097
54,0,0,0,4,1,0,0,0.0,0.0,0.0,9.83209726934348,-9.83209726934348,0.0,0.0
55,1,2,2,2,3,3,1,-11.614076793827367,-8.700894556010931,-9.90561213553708,9.114695647904774,10.192748422459362,11.107103472322795,-12.172566146560616
56,4,1,4,1,4,1,0,9.207941989906743,-9.207941989906743,9.706257110596813,-9.706257110596813,8.449903677791461,-8.449903677791461,0.0
57,3,2,2,2,2,4,3,10.358563789664181,-11.854608724219554,9.905762499296603,-11.391582141572872,-8.304659718883983,12.045736843249719,9.903592001493987
58,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,4,3,1,1,0,4,-7.814326383869051,9.79815971881488,7.865266950028165,-9.99214699026336,-7.635302199878888,0.0,7.875207722426606
60,4,2,3,1,2,2,2,11.74907104896692,-10.799043772171835,11.34853726715199,-11.402787455202835,-8.226033426328177,-9.422305504279764,-10.596983287471627
61,3,1,4,2,2,3,1,7.805742508775863,-11.500811280368127,12.91563224236518,-10.95304797769744,-11.045005673704647,9.955276357518736,-12.159835777886874
62,1,2,3,4,1,4,3,-10.38706826805075,-9.097983865485594,8.6490072623137,11.387338294706536,-11.164721225952961,10.289211108812985,9.804119565121281
63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,4,1,4,4,2,1,4,10.481010242037357,-10.48190684290311,10.593521675551763,10.529678577103377,-9.61607492483734,-11.386365262012541,10.428722619472584
65,1,1,4,1,1,3,4,-9.782081007135188,-8.04765979946882,11.443243042734627,-10.397945399904954,-10.849972601013071,8.177294322902693,10.823178987529785
66,3,2,3,2,2,3,3,10.006899970048087,-10.448934823530907,10.76004051669516,-10.143335661655351,-8.933577129981083,7.372089402710295,-8.83220951874715
67,3,3,2,4,3,2,3,10.268528801529046,10.85915509854819,-8.61017919064419,11.866652972752927,10.222227451734545,-9.747392055106452,10.437105477597093
68,3,3,3,1,3,4,3,9.614117204483627,10.096512778252203,10.814983999138628,-11.550795587538685,7.756150938072068,11.376484233469094,8.514886867963163
69,3,3,1,3,3,3,3,11.880824060629209,11.167246515184665,-11.925836374540191,11.000782830947534,11.305137741995136,11.54445998923848,-9.956449798269544
70,1,1,1,4,1,4,1,-9.51899164806861,-7.8714206086059475,-7.464749463211416,8.325705280267929,-8.325705280267929,8.73841906091605,-8.73841906091605
71,1,3,1,3,3,3,1,-10.818119739391076,10.761670622919652,-10.879081905157435,10.23398261855516,9.770357878776736,9.666066413083271,-11.277643456162133
72,4,4,3,1,4,2,4,10.346908725336649,10.74150258054872,10.800216960412731,-11.247822089989096,11.716382501134879,-10.644817603823121,10.927139287927272
73,1,4,1,1,1,4,1,-10.081546273057223,9.612491436721987,-8.620705483335682,-8.231566081126944,-8.639297626601682,5.806164573760849,-5.806164573760849
74,1,4,1,4,3,1,1,-8.7733228935239,8.20720211417339,-8.882522673157611,10.888944000788005,9.219129520504605,-10.683933015292784,-9.250117208814865
75,1,3,1,1,4,1,1,-9.856839139855442,8.275924389208445,-9.930785030382312,-9.175992444064807,9.436269099403921,-9.865068089198141,-9.02277472573771
76,3,1,4,3,1,2,1,8.346008914304475,-9.88238365754329,10.986778293712183,10.022165908748526,-10.289354825635954,-9.17891101624608,-10.249351973177038
77,4,4,1,1,4,3,3,9.391744094749184,11.469361876194785,-10.797198566497705,-10.9826195540076,11.228509052286208,9.348920700406268,-7.413162836873601
78,2,1,4,4,4,2,1,-8.462681086520252,-10.12667552963433,8.972005746890975,8.368529985790644,11.028165841932966,-9.24270681439202,-10.941844011660264
79,1,3,3,2,3,3,1,-11.794107886648169,10.819972562630879,11.087935278516015,-9.954480698749485,10.858963921633588,10.979524658692231,-12.286041995424823
80,1,3,2,1,3,4,2,-11.846291466968019,11.018174066622718,9.116318176286532,-10.888645673958568,9.53571321646876,11.154502828402393,-10.655680428615684
81,4,2,4,1,4,1,1,8.800632884779354,3.4450268124797487,9.242841109707815,-9.204609645406778,9.643270039989753,-9.508667708355139,-9.31916642919139
82,2,3,2,4,1,1,4,-8.460726230670065,10.075721729804707,-9.727043587134672,11.70415288042648,-11.720323899716089,-10.640965328695405,11.06392368620797
83,4,4,1,4,1,1,4,8.457600519621014,10.633313599749433,-9.898305389239395,10.530475504977785,-10.843387842829465,-9.772213069134981,9.946712428425824
84,1,4,4,1,0,0,0,-8.45701147141839,6.085730747525512,9.298377085241652,-9.337750079592595,0.0,0.0,0.0
85,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,3,1,4,2,2,1,4,11.211327267872319,-11.413180696545176,12.604308985755424,10.276753112423043,-9.761364603091188,-12.346337152129742,11.740628914445137
87,4,1,1,4,4,1,1,11.37367132981814,-11.7204859590976,-9.80386027310249,10.468137302907506,11.429577615948727,-11.349894584785012,-10.035187272276117
88,2,2,4,2,1,4,4,-10.433706673165897,-10.006094551508447,11.866152221071317,-10.696337337820058,-11.930607982622696,10.724775336515775,10.802624991382809
89,4,2,1,4,3,2,4,11.887021272288923,-11.11046377130911,-10.743546850095933,12.22938035890379,10.236935979743144,-11.239371193554717,11.450264307982804
90,0,4,4,1,0,0,0,0.0,9.099099727838487,9.016870354226988,-9.751919011099268,0.0,0.0,0.0
91,1,1,1,4,4,4,2,-10.453319637428374,-9.808484524863129,-8.612936092441629,9.65047362848241,9.936284692851629,10.137224340315838,-9.75234932903621
92,3,1,2,3,1,3,1,10.489055763366176,-11.165500615410139,-9.967028984752,10.299664813330498,-11.330503686478817,9.52678142848156,-11.218518016837578
93,0,0,0,4,1,0,4,0.0,0.0,0.0,8.860205866067286,-8.860205866067286,0.0,9.707288069551135
94,4,1,4,2,1,1,3,8.34733349820945,-9.167387109545954,11.023297524746319,5.5233145314161165,-10.157047614238833,-9.91442587183772,-6.377344898686464
95,1,2,4,2,4,2,3,-10.134310253227092,-8.481512418502012,10.64152320201916,-4.77697551327241,10.431139766922108,-10.047120924112425,-8.939370251421703
96,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.826453735131151,-9.826453735131151
97,2,1,3,3,4,1,1,-10.125900750115992,-11.491283488297379,11.39982733152324,11.17181681175777,11.810512323937338,-12.006716215189368,-12.262080861462646
98,2,2,1,3,1,4,4,-10.071634059313363,-9.239025904765487,-10.625327539940281,7.7621585161423585,-9.519793976238596,8.407899781424561,9.072271611914518
99,4,1,1,4,2,2,1,10.54576991286592,-10.48082227748314,-9.253082908268103,10.14351443128554,-8.103612081651645,-8.595741492132253,-9.271930861560653
100,1,4,1,4,1,1,0,-10.441415543102442,6.526750633378101,-6.526750633378101,9.607577382011556,-9.058831440394542,-8.74575926825332,0.0
101,3,3,1,4,1,4,3,8.587430364111464,9.294663503851565,-8.961430885152483,9.94767686252783,-9.701535971394353,10.557454451810168,9.43003578858127
102,3,4,1,3,1,4,2,11.083153593890376,12.81972003798842,-13.187587595973056,11.996776110085008,-12.263490471618512,11.949059810022705,-12.054423690966804
103,1,3,1,3,3,4,2,-11.085061119503612,11.048996900138995,-11.071178264322217,10.081260899988528,10.325731071137774,11.539363449621174,-11.321165433832155
104,4,1,2,4,4,2,2,11.840914235273972,-11.694829991875858,-11.08992030397783,11.911296248630617,12.326542135491541,-12.026838606708324,-11.880540121947096
105,3,3,2,1,4,3,3,10.114422435392727,11.710825830251864,9.177006752305491,-12.641396952907755,11.721515794854058,11.320314879482071,11.512269762063152
106,1,0,4,2,1,4,1,-9.447276654250068,0.0,10.312321101270227,-8.576273174910014,-10.118515185207086,9.24007762522498,-9.24007762522498
107,4,1,4,4,1,4,4,10.28261009850462,-11.140005798132602,9.788054105148566,10.105892361350131,-10.707364879104952,10.411974565902728,9.966266478436259
108,4,2,1,1,0,4,1,10.515202185442195,-8.65271082538082,-10.013235195496392,-9.085708727172069,0.0,7.565575708557259,-7.565575708557259
109,2,3,2,2,3,2,3,-9.928115264039402,10.092153877713448,8.058924633415407,-10.812803634179907,-6.960532015211256,-10.181306856771068,-8.6653550487079
110,2,4,1,1,4,4,1,-9.634023619273822,11.022946686358011,-10.471503497197377,-10.666889630612143,10.02833598801673,11.020105594329623,-11.24537119337238
111,2,2,3,2,4,1,3,-9.268695591164816,-9.758159463008232,10.400360448306136,-9.960719557120955,11.789336450041183,-11.475391458999075,10.115777726799315
112,2,4,3,2,1,3,1,-9.355549339841765,10.267334788332434,10.33372469250447,-7.899923038908693,-10.707683535935638,9.289939824851366,-10.216986589924078
113,2,2,1,3,2,1,1,-9.882172541157377,-8.874732580388336,-10.575598172617346,9.670386931658205,-10.191924878047635,-10.73335339648606,-10.828708978478057
114,1,3,1,4,3,4,4,-11.82574556725317,8.874693387905774,-9.20798584971387,9.4178251499507,8.159511833317252,9.957706681644606,10.598545793580275
115,4,4,1,1,4,1,4,10.020480058641274,10.779932899359277,-11.07535466598961,-8.694307645969987,7.562814701013491,-7.562814701013491,5.912505475965071
116,4,2,2,2,2,2,4,12.386154483815426,-10.968903514990973,-10.904156414277699,9.081703168105477,-9.0413531385245,-11.49216155889405,12.171085425714598
117,4,4,3,2,4,1,4,10.225951348122138,10.846998623680756,10.198146844817721,-8.939360728369783,11.506260497390642,-12.153111581871537,11.32369393784061
118,0,0,0,4,1,0,0,0.0,0.0,0.0,8.194710926692014,-8.194710926692014,0.0,0.0
119,4,1,1,4,4,3,1,10.495357251099476,-9.646488099732155,-10.305813568367753,10.903120759654874,10.479217540197716,9.726738752300975,-11.635835609179098
120,4,3,1,4,2,3,1,7.855520764579281,8.076851951775375,-7.916557129059868,10.062853631589762,-7.925260324284152,8.849674861836858,-10.466341154811115
121,0,4,4,2,4,2,1,0.0,9.755583361926972,10.385647908587943,6.275510235211231,10.304491838321432,-8.862672079550547,-10.374933547456225
122,4,4,1,4,2,1,4,10.85754526086849,10.486634277743672,-11.436077649047064,10.714561970315376,-8.900662169474334,-9.76526423705705,11.470781742946427
123,1,2,4,2,3,1,4,-11.455525843452582,-7.523249183458858,11.57616972415808,-10.45977383141982,10.692256620859446,-11.517057933072458,11.778451999862028
124,4,4,1,0,0,0,0,8.19925921390862,8.04783604092814,-8.819410371526404,0.0,0.0,0.0,0.0
125,4,1,1,1,1,4,4,9.855093307637333,-10.161761663109223,-9.457978655215364,-8.261424968853774,-8.040606264152817,8.923314334204774,8.257100642741507
126,2,3,3,2,4,1,2,-8.245787880317252,9.795407017501862,10.60549504273114,-9.34394370749329,12.005214666927513,-11.615886439285205,-10.788453850721963
127,0,4,1,4,1,2,1,0.0,9.060684813908608,-8.148784690336344,9.430891197543277,-8.860152281128201,-7.41273482946761,-8.599868825717394
128,2,4,2,3,4,2,1,-8.893524472406709,10.709929272637938,-9.674343554198673,9.645920762603055,11.805700849615139,-11.00016261688621,-11.692186725260017
129,4,2,3,3,2,4,2,11.004431486812063,-8.630281174438622,10.044120298245598,10.595623091349408,-9.049254325752948,11.40604463216057,-11.144340740323328
130,1,4,4,2,3,1,2,-10.280318618646755,9.782339280531906,10.357020976350086,-7.8769015906028095,9.406694391697206,-10.489054551647516,-7.987454291664548
131,2,4,1,4,2,4,1,-11.197751654734736,12.432164341613111,-13.113682636748552,11.251463824828164,-9.443708731428528,11.106245553741143,-11.274206192461175
132,2,3,4,3,1,1,4,7.136175371297105,9.654270005274185,12.54243183057292,11.697688093122085,-13.04981754349715,-11.115475094973458,11.374773481717508
133,3,1,4,1,4,3,1,7.151892908999945,-10.144259633769993,10.444986183340756,-10.526391238569985,9.518660469115195,8.56822161545909,-10.536042375531903
134,1,4,4,2,1,4,1,-8.328207804960769,8.38181281767029,11.547851647915259,-9.077179427086651,-11.317849220200685,10.549587391996226,-10.847510965929082
135,1,0,4,1,1,0,4,-8.222874133904819,0.0,10.064490143534703,-9.444769881223708,-9.292186378027477,0.0,8.265282565479085
136,0,0,4,4,1,0,0,0.0,0.0,5.912505475965071,9.039030451882699,-9.081851690806888,0.0,0.0
137,4,1,4,2,3,2,3,11.72630148048343,-11.69625099023478,11.187119307014738,-10.378308581278361,9.764007960545717,-9.461951139562421,-9.095722023751776
138,1,4,4,4,2,4,1,-11.388315841532402,8.64492119238294,11.565675818840235,11.618129608449594,-10.078479077702095,11.505574794339694,-11.76965313578655
139,4,3,4,3,3,3,3,10.379635876118083,8.07431087859516,11.405970873956022,11.029266588388907,9.539874802355431,9.430520168526568,9.023623715888988
140,1,3,1,1,4,1,1,-10.050159333807777,9.019413998538672,-10.408347029754282,-7.204896490685926,10.167379634520232,-10.129236439313477,-6.88298635455101
141,3,3,2,3,4,3,2,10.861815726790415,9.309805271602766,-9.791695552124606,10.328160988191145,11.456825749882373,11.276756964647294,-11.254957975368713
143,2,2,3,2,4,3,2,-9.908643886764981,-10.064374391038466,11.611574925772286,-10.827180065501642,11.556832198522487,8.72204733297705,-10.425677695977042
144,3,2,2,2,1,1,1,12.297857469277352,10.952867502281084,-11.811992573935786,11.008554796556538,-15.177556311996119,-12.607097513100982,-12.621351566065115
145,1,4,4,1,4,1,3,-11.339091445353535,8.481555604680832,10.987924308756849,-11.066316714004303,10.863984083746569,-10.786867024801117,6.950884480358833
146,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,4,4,1,4,3,1,3,10.885047573929509,11.005466687814582,-11.281856866730084,11.307524130999747,9.109881744031073,-10.977687922636747,10.245468136357836
148,2,3,3,2,3,2,4,-10.701370656068733,10.522150562371984,11.284143281019745,-11.002159301042642,11.141083200558091,-10.876691901130753,11.228311478941272
149,4,2,1,4,4,1,4,10.250175416580811,6.851025324391864,-9.739487637948383,10.480692549118084,10.134083965915275,-10.972458096644543,9.707530812412696
150,1,3,1,4,2,1,1,-11.651432797508315,10.91620477050472,-11.182956604331363,11.610553156673571,-8.28840307686663,-11.751636130344917,-11.284884993510106
151,1,2,2,4,2,3,3,-9.727901255522687,-8.828791390722118,6.547810729967626,10.169492657875761,-9.402859644793677,8.832173758109072,7.336274269850698
152,3,3,1,2,1,4,4,10.525381688164792,10.374459324985747,-11.655579602420428,7.545553050660669,-10.68880899762489,8.600674856197317,8.69017199089268
153,2,1,2,2,1,4,1,-9.016161827482064,-9.740833077513253,-8.588312262774762,-7.216272377723337,-10.144863952458904,9.560789886663333,-9.560789886663333
154,4,1,1,1,4,1,4,10.108416511739126,-9.981951886401758,-9.47805017451461,-9.044232923489329,10.518440093040319,-10.410611715168939,11.324403389066791
155,0,0,0,4,1,4,1,0.0,0.0,0.0,9.971900513100428,-9.971900513100428,10.352716101408177,-10.352716101408177
156,0,0,4,1,0,0,4,0.0,0.0,9.517861734076558,-9.517861734076558,0.0,0.0,10.183116234650301
157,3,1,4,1,4,1,1,9.796363597567511,-11.138393355717412,10.761768744090537,-10.853987796688665,10.826706491538866,-10.355667208683517,-10.094934930686717
158,1,4,4,2,3,1,2,-8.774407926128893,11.082420935242704,11.05448158248388,-9.168144935454038,10.063181240834862,-11.040962364877096,-9.98959656431373
159,1,4,1,4,2,1,1,-9.694756984281819,8.837966358579333,-8.706839424631138,10.21482186531776,-8.666144426469964,-9.295522097688456,-9.3467519452
160,3,1,2,4,1,2,1,10.191375028568308,-10.92246144031577,-7.775638253513182,12.348054282384028,-12.289717302590574,-10.03597280971668,-11.435002534914567
161,4,1,0,4,4,1,4,9.36193479325217,-9.392574935365982,0.0,5.894607741945236,10.06158349030611,-10.07692163129228,9.659936449543538
162,2,2,1,2,4,2,1,-9.46520099589438,-9.655285886594935,-9.707784733048582,-7.93674300421439,10.294647070872822,-7.895564841702232,-10.402426490474113
163,4,2,2,2,3,1,4,11.249481103269789,-7.437525178718595,8.72300378022237,-9.402409687532222,10.80113350128957,-11.567490823570918,11.233665933373898
164,4,4,1,4,1,4,1,9.843711144580816,10.680281403448276,-10.892620409486467,10.82890703121057,-9.885436274792209,11.745647146182408,-11.42233569317876
165,1,2,1,4,4,4,4,-8.287440171140348,-6.317499793763467,-7.798661850272637,8.328207804960769,8.6177865586035,8.375386495839797,9.281270597447588
166,4,1,4,4,1,4,1,11.373180969240325,-10.378171746187421,10.686878281158709,12.139140709653947,-12.473919476161687,10.802182275035259,-10.692242110249637
167,0,0,0,4,1,0,4,0.0,0.0,0.0,10.081546273057223,-10.081546273057223,0.0,9.816453895798796
168,4,3,3,2,1,4,4,10.275582806813784,7.598425076022814,10.511247796600047,-10.150212277062614,-11.213602692926294,10.890430041092747,10.759972047612283
169,3,2,1,4,2,4,1,9.415822267364504,-8.945777767184596,-10.442855863559222,11.379434973142747,-9.462201500033034,11.89534524257537,-11.587804843630227
170,4,3,2,2,3,3,4,11.38351331339013,10.28514132163557,-9.496744519209921,-10.380716097080422,10.16259217111816,10.074573223736117,11.726731683956261
171,4,1,4,1,4,2,1,9.290385686823285,-9.594982595072652,9.686687647125096,-8.886291957018935,9.315841621253112,-8.283016615017933,-9.755687635708194
172,4,4,2,4,1,4,1,9.293674164120803,11.133474537403007,-9.923632974658457,11.639921443194009,-11.227436917546877,12.13878870184744,-12.332276877215008
173,2,3,3,2,2,3,3,-10.10740524470322,8.869518177684213,11.143281329075434,-10.443176397908829,-9.84855092557969,9.75806355418183,10.309992774050235
175,3,3,2,3,2,3,2,10.732475911372878,10.013516085956308,9.685515595436376,11.923952680286705,-11.358592321174521,10.1070090312644,-10.665531181271746
176,3,2,2,2,3,2,3,11.150516511170375,8.610343394168858,-10.394446612170471,8.997840991918032,11.05354528773736,-10.150899995929624,-9.493949374537543
177,1,1,1,4,1,4,3,-10.448828696801323,-10.080973534459153,-7.757856950757626,9.718374972063303,-9.380665786728363,8.281480350090213,5.372982800571373
178,3,4,1,3,3,3,2,10.675819034024265,12.500789654164938,-11.551504628712193,11.444313382546403,11.657701804306146,11.093678659022318,-11.939079059126378
179,4,1,4,4,1,2,1,10.719038556029357,-11.112689181988598,10.449870912353543,10.02134803779333,-10.366378318609618,-7.646837526992582,-9.719178079203742
180,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.007931107464959,-9.007931107464959
181,0,0,0,4,1,4,1,0.0,0.0,0.0,10.655023526862646,-10.432195301612493,11.482313130873763,-10.9884619567708
182,0,4,4,2,2,4,3,0.0,10.449971899389173,10.828382150691048,-9.935339007816966,-9.700537537968742,11.05210743652774,-5.631160444031428
183,2,2,4,3,2,2,3,-9.459234607562141,-10.263250141912927,11.834387061992679,10.810835699965354,-11.45663600417164,-10.203036292678785,10.173613410453246
184,4,1,4,2,1,4,4,8.607195222735456,-9.357564721993663,9.204508636465475,-5.632292516500581,-8.664298588977351,9.342293053317787,8.891554881712478
185,4,4,4,1,2,1,1,11.575137748459866,11.00573830164098,12.054889306565633,-11.739706570522983,-9.895836056582954,-10.995535277217213,-11.432279428111796
186,1,2,4,1,4,1,1,-11.24120759702966,-6.740833042246069,10.974814610144378,-10.730358271130175,12.47559682825174,-12.074432514938326,-11.314255420869403
187,4,1,3,4,4,2,1,9.995870547087254,-10.089358298037373,8.048699213676702,9.869902861705144,10.097192236825213,-8.831195117166178,-10.424754953097631
