CUSTNO,Monetary_교육문화/아동_저가_증감여부_q2_q1,Monetary_교육문화/아동_저가_증감여부_q3_q2,Monetary_교육문화/아동_저가_증감여부_q4_q3,Monetary_교육문화/아동_저가_증감여부_q5_q4,Monetary_교육문화/아동_저가_증감여부_q6_q5,Monetary_교육문화/아동_저가_증감여부_q7_q6,Monetary_교육문화/아동_저가_증감여부_q8_q7,Monetary_교육문화/아동_저가_q2_q1_로그변환,Monetary_교육문화/아동_저가_q3_q2_로그변환,Monetary_교육문화/아동_저가_q4_q3_로그변환,Monetary_교육문화/아동_저가_q5_q4_로그변환,Monetary_교육문화/아동_저가_q6_q5_로그변환,Monetary_교육문화/아동_저가_q7_q6_로그변환,Monetary_교육문화/아동_저가_q8_q7_로그변환
66,2,1,0,0,0,0,0,-7.340438482041678,-9.008885618638079,0.0,0.0,0.0,0.0,0.0
67,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.144193283393171
68,0,0,4,1,1,0,0,0.0,0.0,9.349225840365126,-9.046892798189182,-8.005972415432321,0.0,0.0
69,0,4,1,0,0,0,0,0.0,7.363799199239763,-7.363799199239763,0.0,0.0,0.0,0.0
70,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,4,2,3,3,1,0,0,7.7879634648861895,-7.134944451916153,7.074452151675035,7.874511047423405,-8.51039628978316,0.0,0.0
72,2,2,4,1,3,2,3,-7.0100217923200985,1.4380246037247262,10.02826231643945,-9.787354238569645,8.429248892480993,-6.927645578247725,9.540175428649249
73,0,0,4,1,0,0,0,0.0,0.0,7.412271503364355,-7.412271503364355,0.0,0.0,0.0
74,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,4,1,0,0,0,0,0,6.850338701867635,-6.850338701867635,0.0,0.0,0.0,0.0,0.0
77,0,4,1,4,1,0,0,0.0,9.631914357127433,-9.631914357127433,11.396376212730193,-11.396376212730193,0.0,0.0
78,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,3,1,4,1,0,0,4,9.032571558833515,-9.49474075774301,7.946104110791783,-7.946104110791783,0.0,0.0,9.353453809247702
80,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,4,1,1,0,0,0,0,10.55471387041788,-10.48667798236068,-7.833565130487401,0.0,0.0,0.0,0.0
83,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.48090327566215,-8.48090327566215,0.0
85,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1,0,0,4,2,1,0,-9.276195071411184,0.0,0.0,8.377432477347677,-7.890219543221884,-7.425239384489247,0.0
87,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,0,4,1,0,0,0,0.0,0.0,7.351684618186344,-7.351684618186344,0.0,0.0,0.0
89,0,4,3,1,4,2,2,0.0,7.329919502014941,7.432333176813474,-8.075272927559794,8.328596678177865,-6.995843901788853,-7.089748720811555
90,0,0,4,1,0,0,0,0.0,0.0,13.545449602731226,-13.545449602731226,0.0,0.0,0.0
91,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.371923978585347
92,4,4,1,4,1,4,1,7.984599703431488,9.144819092431668,-9.226035579679019,10.089546962504397,-10.174730717393752,8.21073483060113,-8.21073483060113
93,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,3,1,0,0,0,4,1,5.321723957901983,-8.554219884609816,0.0,0.0,0.0,9.039757132752747,-9.039757132752747
95,0,4,1,4,1,1,0,0.0,7.329919502014941,-7.329919502014941,8.714454470541408,-8.438822971401683,-7.291793133694641,0.0
96,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,7.830505800132005,-7.830505800132005,0.0
100,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,0,4,3,1,0,4,0.0,0.0,7.5234335788118285,7.046562966738024,-8.005972415432321,0.0,7.351684618186344
106,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.717770250140228,-9.717770250140228
109,0,4,1,0,0,0,0,0.0,9.260380320864536,-9.260380320864536,0.0,0.0,0.0,0.0
110,1,4,1,1,0,0,0,-9.608874326766184,12.784292812604486,-12.723850278806637,-9.948209356293095,0.0,0.0,0.0
111,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.268132749478829,-10.268132749478829,0.0
112,0,0,4,1,0,0,0,0.0,0.0,8.407318828316399,-8.407318828316399,0.0,0.0,0.0
113,2,1,1,4,1,4,1,-7.665668640204213,-9.46332164662483,-8.34172972320773,11.027907620278922,-11.027907620278922,10.016921189482794,-10.016921189482794
114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1,4,3,2,2,4,3,-8.922063048241933,10.689422340436638,10.333391052282224,-10.804514107151714,-9.176652553992279,10.787358141868493,11.036334707371388
123,0,4,4,1,0,0,0,0.0,10.21967186545111,11.789431321144022,-11.978469974455738,0.0,0.0,0.0
124,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,0,4,1,0,0,0,0.0,0.0,7.8369456686205625,-7.8369456686205625,0.0,0.0,0.0
126,4,1,0,0,0,0,0,6.850338701867635,-6.850338701867635,0.0,0.0,0.0,0.0,0.0
127,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,3,2,1,1,0,4,1,10.038826358787768,-9.34228194360289,-10.150328025680572,-7.979993861105256,0.0,9.227860273588494,-9.227860273588494
130,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1,4,3,1,1,1,0,-9.78286852329679,8.78314175300528,9.197282984415297,-9.508063877291775,-8.233269821336293,-6.599326826931149,0.0
133,0,4,2,1,0,0,0,0.0,9.400129856318058,-6.991953470645194,-9.305932885611922,0.0,0.0,0.0
134,0,0,4,1,0,0,0,0.0,0.0,10.665252248619632,-10.665252248619632,0.0,0.0,0.0
135,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,4,1,0,4,1,0,0.0,10.641590917764185,-10.641590917764185,0.0,12.40138104395142,-12.40138104395142,0.0
138,0,0,4,1,0,0,0,0.0,0.0,7.287188863517533,-7.287188863517533,0.0,0.0,0.0
139,0,4,1,0,0,0,0,0.0,8.680636559288047,-8.680636559288047,0.0,0.0,0.0,0.0
140,1,0,0,0,0,0,0,-7.536168845219503,0.0,0.0,0.0,0.0,0.0,0.0
141,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2,4,2,2,3,3,3,-7.17594701205829,9.762062177141448,-9.333941263776456,-8.94184540700223,8.242581795859527,7.995483787916454,8.768755507671218
144,0,4,1,0,0,0,4,0.0,10.280970224237972,-10.280970224237972,0.0,0.0,0.0,9.541370630524332
145,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,4,2,2,3,2,3,3,11.004656209201391,-7.3166644013961415,-8.41409676088359,9.744485814108655,-10.259346882778697,11.041472711717207,10.88385404908202
148,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,4,2,2,2,3,3,2,10.40122961535341,-8.280482215114219,-9.801285810944792,-9.458721612553065,8.929508301901476,8.178098792634229,-9.16321283014877
151,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.24405457369092,-11.24405457369092
156,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0,0,0,4,1,0,0,0.0,0.0,0.0,9.30216815712722,-9.30216815712722,0.0,0.0
160,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0,0,4,1,0,0,4,0.0,0.0,9.406850079354749,-9.406850079354749,0.0,0.0,9.183727067663494
163,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,9.942387754719897,11.592638581810531,-11.461765300369919
165,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,4,1,4,4,1,4,2,9.071010031158353,-9.071010031158353,8.587790280321867,11.080709341458194,-11.160123753510241,8.829648621460276,-8.05008514808546
167,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0,0,0,4,1,4,1,0.0,0.0,0.0,7.10567312340223,-7.10567312340223,11.339738629830963,-11.339738629830963
170,0,0,4,4,1,1,0,0.0,0.0,8.879952071465112,10.336598972687357,-10.509550786362386,-7.217737552910285,0.0
171,0,4,1,0,0,0,0,0.0,7.546015119454297,-7.546015119454297,0.0,0.0,0.0,0.0
172,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,7.9135773599720585,-7.9135773599720585
173,0,0,0,4,1,0,0,0.0,0.0,0.0,9.135130658912699,-9.135130658912699,0.0,0.0
175,3,3,1,3,3,4,1,4.436673012269676,6.071594159727644,-8.141684791440428,6.078261379988486,6.597224080931509,9.328589452258562,-9.270620646864725
176,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0,0,0,4,1,0,0,0.0,0.0,0.0,7.536168845219503,-7.536168845219503,0.0,0.0
180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0,0,4,1,0,0,0,0.0,0.0,8.973030125491544,-8.973030125491544,0.0,0.0,0.0
183,4,4,1,2,2,1,4,9.558469001809632,10.588592428206285,-10.660489861692199,-8.37115369548469,-8.355019969564085,-8.315860748686982,7.469396372330162
184,0,0,0,4,1,0,0,0.0,0.0,0.0,8.452139463426835,-8.452139463426835,0.0,0.0
185,0,4,1,0,0,4,1,0.0,7.329919502014941,-7.329919502014941,0.0,0.0,9.948467637902867,-9.948467637902867
186,1,0,0,0,0,0,0,-8.816717356110216,0.0,0.0,0.0,0.0,0.0,0.0
187,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0,0,4,1,4,1,0,0.0,0.0,10.173203739481426,-10.173203739481426,6.955593302225228,-6.955593302225228,0.0
189,4,1,0,0,0,0,0,9.15197015306721,-9.15197015306721,0.0,0.0,0.0,0.0,0.0
190,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0,0,4,1,0,0,0,0.0,0.0,9.73756850417493,-9.73756850417493,0.0,0.0,0.0
193,3,3,1,4,2,1,0,9.860121475164481,10.219235775465174,-10.965050585321528,7.484903626090111,-5.748601287893826,-7.291793133694641,0.0
194,1,0,0,0,0,0,4,-7.836135129522292,0.0,0.0,0.0,0.0,0.0,12.799935887562192
195,1,0,0,0,0,4,1,-9.1451799166554,0.0,0.0,0.0,0.0,7.329919502014941,-7.329919502014941
196,0,4,3,2,1,1,4,0.0,11.382558128593544,10.17123417399738,-10.930137397523188,-10.772863896166342,-9.247270695485144,11.782611107601767
197,1,4,1,4,1,4,1,-10.127853913264582,8.861225685446652,-9.209092032735109,8.565445279550293,-8.565445279550293,8.005352825917525,-8.005352825917525
198,0,0,0,4,1,4,1,0.0,0.0,0.0,7.361917060035582,-7.361917060035582,10.922333610478438,-10.922333610478438
199,2,2,1,4,1,4,1,-9.168914224078483,-8.627925284690523,-8.896578629509005,8.830508647635526,-8.528758796010553,9.104349989053802,-9.285070613473131
200,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,1,0,4,4,1,4,1,-7.025698783162744,0.0,8.262579117656648,9.121255558736241,-9.474453716672963,7.546015119454297,-7.546015119454297
204,1,1,1,0,0,4,2,-12.631763627483906,-10.300921987394544,-7.220795856384263,0.0,0.0,7.053874712018862,-6.164972392690031
205,4,2,1,0,0,0,0,9.515036585896885,-8.766219729729663,-8.874762601000162,0.0,0.0,0.0,0.0
206,1,4,1,4,4,2,4,-11.55202790281855,9.603942366114362,-9.603942366114362,8.788550714396333,11.4844781727312,-8.021866049429415,12.677000007045152
207,4,3,3,1,0,4,3,8.365859237177851,7.5529479391544445,7.485868616908332,-8.985298671942653,0.0,9.567839841698973,-6.638481305175869
208,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,6.16130413651671,6.3951874507029105
210,2,2,3,2,4,1,0,-7.6624956062186484,1.511517020626893,7.675561689891045,-7.600814578230487,8.302578105818016,-8.584067179211596,0.0
211,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,3,1,4,1,1,4,4,9.102131973620072,-10.387866227405258,10.41803773336667,-10.598819069661795,-7.484903626090111,7.428298107967745,10.794532112224351
214,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,1,4,2,2,1,4,3,-10.456133826218402,10.43588788712395,-9.587923709536216,-8.71231076074967,-9.235372693066061,9.968819333069401,8.05802531004757
216,4,1,0,0,0,4,1,8.773958174383392,-8.921885361412906,0.0,0.0,0.0,9.945952033710716,-9.900614634602794
217,1,0,4,1,4,1,0,-8.842760253878556,0.0,8.006302279992898,-8.006302279992898,11.28406881547069,-11.28406881547069,0.0
218,1,1,0,0,0,0,0,-10.536955079670609,-9.816894964404149,0.0,0.0,0.0,0.0,0.0
219,0,0,4,3,3,2,3,0.0,0.0,8.960609190284728,6.309137389393453,8.116278444270929,-7.5548199538214815,6.840260949153086
220,4,1,4,1,4,2,3,9.893134609495991,-10.013391429103224,10.107924023009737,-10.065018279892653,12.284056552475102,-11.692296131084687,-8.767946364136595
221,2,1,4,4,1,4,4,-9.022899728434695,-9.970221233530733,8.189649641594722,8.851459269146547,-9.26738527028346,7.329919502014941,9.240524141642089
222,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0,0,4,1,0,0,0,0.0,0.0,8.162258376018437,-8.162258376018437,0.0,0.0,0.0
225,0,0,0,4,1,0,0,0.0,0.0,0.0,8.617621342231093,-8.617621342231093,0.0,0.0
226,1,0,0,0,0,0,0,-10.725310213412275,0.0,0.0,0.0,0.0,0.0,0.0
227,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,1,4,1,4,1,4,3,-8.788550714396333,9.425880249537144,-9.217175361295766,8.916507204470383,-9.189192205902556,8.547129429643189,8.136830663405524
229,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.930807126104685
232,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0,4,1,0,4,1,0,0.0,8.318920546034658,-8.318920546034658,0.0,11.257365299256442,-11.257365299256442,0.0
235,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,4,1,4,1,0,0,0,12.201668653613586,-12.201668653613586,11.949949934133004,-11.949949934133004,0.0,0.0,0.0
243,0,4,1,0,0,0,0,0.0,7.428298107967745,-7.428298107967745,0.0,0.0,0.0,0.0
245,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.126687996552725
247,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,4,1,4,1,0,4,2,7.830505800132005,-7.830505800132005,8.449869141543326,-8.449869141543326,0.0,11.955459196556495,-10.254503037806028
249,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0,0,0,4,1,4,1,0.0,0.0,0.0,8.2290492715071,-8.2290492715071,9.037260549053208,-9.037260549053208
256,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.526514186213165,-8.526514186213165
