CUSTNO,가구인테리어/잡화_고가_증감여부,가구인테리어/잡화_저가_증감여부,가구인테리어/잡화_중가_증감여부,가전/레저취미/멀티샵_고가_증감여부,가전/레저취미/멀티샵_저가_증감여부,가전/레저취미/멀티샵_중가_증감여부,교육문화/아동_고가_증감여부,교육문화/아동_저가_증감여부,교육문화/아동_중가_증감여부,식품/생활_고가_증감여부,식품/생활_저가_증감여부,식품/생활_중가_증감여부,의류/이미용_고가_증감여부,의류/이미용_저가_증감여부,의류/이미용_중가_증감여부,침구/주방_고가_증감여부,침구/주방_저가_증감여부,침구/주방_중가_증감여부
48,3,2,1,0,0,1,0,0,1,1,3,3,2,4,4,2,0,1
49,3,1,4,4,0,0,0,0,4,1,0,2,3,0,1,1,0,0
50,4,2,4,0,0,2,0,2,1,4,3,2,4,1,4,0,3,4
51,0,2,4,4,0,0,0,1,2,2,1,1,4,4,4,2,2,4
52,3,2,0,0,4,4,0,0,4,3,1,3,4,0,3,1,0,1
53,4,0,4,3,0,4,0,0,0,2,3,2,4,0,1,1,0,0
54,0,3,1,0,0,0,0,0,0,4,1,3,3,0,1,0,0,0
55,0,1,0,0,4,1,0,0,0,3,3,4,0,1,0,0,2,0
56,4,2,4,1,0,0,0,0,4,3,4,2,1,0,3,4,0,4
57,0,2,0,0,2,0,0,0,0,1,2,3,0,4,0,0,3,0
58,2,1,0,0,0,4,0,0,4,3,0,3,4,0,2,0,0,3
59,4,0,0,0,0,0,0,0,0,2,1,2,4,0,4,1,0,0
60,0,4,4,0,4,4,0,0,1,2,2,4,3,1,4,1,1,0
61,0,1,1,0,1,0,1,1,1,3,2,3,4,2,4,1,3,1
62,4,3,0,4,0,1,0,0,2,3,1,1,1,1,4,4,1,4
63,0,3,4,0,0,4,0,0,0,2,0,4,2,0,1,0,0,0
64,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0
65,4,4,0,0,0,1,0,0,0,2,1,2,2,4,1,4,2,2
66,0,1,0,0,1,4,0,0,0,4,2,2,4,4,1,0,4,0
67,0,0,0,0,0,0,0,0,0,2,3,2,4,2,0,0,4,4
68,1,4,2,2,0,0,4,1,1,4,3,2,1,3,1,1,0,1
69,0,4,0,0,4,0,0,0,0,3,3,2,0,4,0,0,0,0
70,3,1,1,0,0,4,0,0,0,1,1,1,0,0,1,4,0,4
71,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,0,1,1
72,0,3,0,0,4,1,0,3,1,2,4,4,0,1,3,0,3,0
73,2,3,2,2,0,1,0,0,1,4,1,3,1,0,1,3,0,0
74,1,1,4,0,0,0,0,0,0,4,3,1,1,3,2,2,1,3
75,0,2,0,0,0,0,0,0,0,4,4,2,3,0,0,0,0,0
76,4,4,0,0,0,4,0,0,4,3,1,4,3,2,4,4,0,3
77,1,3,0,0,0,0,0,1,1,3,4,2,3,4,3,0,4,0
78,2,2,4,1,0,4,0,0,0,4,4,3,4,4,4,2,4,2
79,0,2,0,0,3,4,0,0,4,2,3,4,4,1,1,4,2,0
80,0,1,0,0,0,0,0,0,0,3,3,2,1,4,4,1,3,1
81,3,3,3,0,1,0,0,0,0,3,4,1,4,0,3,3,0,3
82,4,4,1,2,0,4,0,0,4,2,1,2,2,4,4,4,3,1
83,0,4,0,3,0,1,0,0,0,3,1,3,3,3,4,1,1,4
84,4,2,1,1,0,1,0,4,0,4,0,3,4,4,2,3,1,3
85,0,3,2,0,0,4,0,0,0,4,0,4,1,1,2,3,0,2
86,4,2,0,0,4,0,0,2,4,2,2,2,3,4,1,4,1,2
87,0,4,1,1,0,4,0,0,4,1,4,1,0,0,0,1,0,1
88,0,1,1,1,3,0,0,0,0,4,1,2,4,4,4,2,1,4
89,0,1,4,0,1,1,0,4,4,3,3,4,4,4,1,0,2,3
90,0,4,4,4,0,1,0,0,0,3,0,3,2,0,4,1,0,2
91,0,3,4,0,0,0,0,0,4,3,4,2,1,0,1,0,4,3
92,0,3,4,4,0,2,2,1,3,3,1,3,2,3,4,3,1,1
93,3,1,4,0,0,0,0,0,0,1,1,2,3,0,1,0,0,0
94,0,3,1,4,4,3,0,0,0,4,1,2,1,0,2,0,4,4
95,0,1,0,0,1,0,0,1,0,2,4,4,1,1,1,0,4,0
96,0,1,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0
97,0,1,0,3,3,2,0,0,4,1,4,1,3,1,4,3,1,4
98,4,0,1,0,0,1,0,0,1,4,1,4,2,4,1,1,0,1
99,3,4,4,3,1,3,1,4,3,2,2,4,3,1,3,1,1,2
100,1,1,4,0,0,4,0,0,1,1,1,1,0,1,1,1,0,1
101,0,1,0,0,0,0,0,0,0,3,1,1,4,0,0,0,0,0
102,2,4,4,4,0,1,0,0,0,4,1,2,3,2,3,4,1,3
103,0,1,0,0,1,0,0,0,0,1,3,4,0,0,0,0,4,0
104,0,2,0,0,0,0,4,0,0,2,4,3,0,1,3,0,1,4
105,0,4,1,0,3,4,1,1,4,2,4,1,0,1,4,4,2,4
106,0,2,4,3,0,4,0,0,1,3,1,3,4,1,4,3,1,1
107,4,2,4,4,0,4,0,0,4,2,1,4,2,0,4,4,0,2
108,4,3,4,0,0,4,0,0,0,3,0,3,2,0,4,0,0,0
109,0,4,0,0,0,0,0,0,0,4,3,2,0,4,0,0,0,0
110,0,3,4,0,0,3,4,0,1,2,4,2,3,4,1,4,3,1
111,0,4,0,0,0,0,0,4,0,1,4,4,0,0,0,0,1,4
112,0,3,2,0,0,4,0,0,2,3,1,4,3,1,2,0,1,0
113,3,3,4,4,2,3,1,1,3,4,2,3,4,1,1,2,4,3
114,1,1,0,1,0,0,0,0,4,3,3,3,4,1,3,1,0,4
115,2,4,4,0,0,4,0,0,0,3,4,2,2,0,4,3,0,3
116,0,4,0,0,4,0,0,0,0,3,2,2,4,1,4,0,0,0
117,4,1,0,0,0,4,0,0,0,3,4,1,4,4,4,3,2,4
118,3,1,4,1,0,4,0,0,0,3,1,2,3,4,2,3,0,1
119,4,2,1,4,0,2,0,0,1,3,4,1,2,4,1,1,3,3
120,1,3,1,0,0,4,0,0,0,4,2,2,2,0,4,1,2,4
121,1,1,4,1,0,4,2,0,1,2,4,2,1,0,1,0,0,0
122,4,1,1,1,4,4,4,2,2,3,2,2,3,1,1,4,4,3
123,0,0,1,0,4,0,0,0,1,3,3,2,0,3,0,0,2,1
124,4,4,4,0,0,0,0,0,0,3,0,2,4,1,4,4,0,4
125,4,3,0,4,4,0,0,0,0,1,1,2,3,4,3,0,3,3
126,1,4,4,0,0,4,0,0,0,2,4,4,4,4,1,4,0,4
127,1,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,0
128,0,0,0,0,4,1,0,0,0,2,4,4,0,4,0,0,0,0
129,0,3,0,0,4,0,0,0,0,3,2,4,0,0,0,0,1,0
130,1,3,0,0,4,4,0,0,1,3,3,1,3,0,2,4,4,0
131,4,3,1,4,1,2,0,0,2,3,2,3,2,0,3,3,0,4
132,0,1,4,0,0,4,0,1,0,1,1,1,4,1,1,0,4,0
133,0,1,0,2,0,2,0,0,0,3,4,4,4,2,1,3,4,0
134,3,4,4,0,0,2,0,0,1,3,1,1,4,4,1,4,0,2
135,0,2,0,0,0,0,0,0,0,4,1,3,2,0,4,0,0,4
136,0,1,0,4,0,3,0,0,2,2,1,4,4,0,4,4,0,4
137,2,3,1,3,0,4,0,4,4,1,3,4,4,0,3,4,0,1
138,4,1,4,1,1,3,0,0,4,4,2,4,3,4,1,0,4,0
139,0,4,4,0,1,4,0,0,0,2,3,2,1,4,4,0,4,0
140,3,2,0,2,0,0,0,0,0,3,4,2,2,0,0,1,0,3
141,0,2,0,0,1,0,4,0,0,4,4,3,0,1,0,0,4,0
143,0,1,4,0,4,4,0,3,4,4,4,4,0,1,4,0,3,0
144,0,2,0,0,2,0,0,0,0,2,1,1,0,4,0,0,1,0
145,4,1,1,3,0,4,0,0,4,1,4,3,2,4,4,3,0,1
146,2,1,2,0,0,1,0,0,4,4,0,4,1,0,1,4,0,4
147,1,3,3,2,1,4,0,2,1,3,3,2,4,4,2,1,4,1
148,0,0,0,0,0,0,0,0,0,4,3,2,0,1,0,0,4,0
149,4,4,4,0,0,0,0,0,1,3,4,3,4,0,2,4,4,4
150,0,4,1,4,4,0,0,3,0,0,2,3,4,4,4,0,4,0
151,0,4,1,2,0,1,0,0,1,2,2,4,4,4,4,4,1,0
152,0,1,0,3,0,1,0,0,0,2,1,1,4,0,1,4,0,1
153,0,2,0,0,0,4,0,0,1,2,1,3,2,0,4,0,0,0
154,0,4,0,0,0,0,0,0,0,2,4,4,4,0,0,4,4,0
155,1,3,1,0,0,2,0,0,0,2,1,3,2,1,3,1,0,0
156,2,1,2,4,0,4,0,0,4,4,0,4,1,4,2,1,0,1
157,0,2,3,2,0,2,0,0,0,3,4,2,1,4,4,4,0,4
158,0,4,0,0,0,0,0,0,4,4,3,4,1,4,0,0,0,0
159,1,4,0,1,0,3,1,1,2,4,2,1,3,4,4,2,1,4
160,1,1,4,0,4,3,0,0,4,2,1,1,4,4,3,0,1,4
161,1,1,2,4,0,4,0,0,4,2,4,3,3,0,4,4,0,1
162,1,3,4,2,1,4,0,0,2,2,4,1,3,0,4,1,1,2
163,0,1,0,0,0,0,0,0,1,3,3,3,0,4,1,0,1,0
164,4,0,1,1,4,2,0,4,4,3,1,2,1,4,3,2,4,1
165,1,2,1,1,0,1,0,0,1,1,4,1,1,1,1,0,0,1
166,4,4,4,0,0,3,2,1,3,3,1,2,3,1,1,3,2,3
167,4,1,1,0,0,0,0,0,0,2,1,2,4,1,4,2,0,1
168,0,4,4,3,0,4,3,0,2,4,1,4,4,0,4,4,1,4
169,0,4,4,0,0,0,0,1,0,3,2,4,0,1,4,0,4,0
170,0,0,0,0,0,4,0,1,0,2,3,3,4,3,0,0,3,1
171,0,3,0,0,4,3,0,0,0,3,4,4,1,2,4,1,0,1
172,0,2,0,4,0,4,0,0,0,3,1,3,3,4,2,0,0,1
173,4,2,0,4,4,4,0,1,4,3,2,3,4,4,4,4,3,0
175,3,4,0,0,2,0,0,3,1,3,2,3,0,3,1,0,2,1
176,0,4,4,0,2,0,0,0,2,3,3,2,4,4,4,0,4,0
177,0,3,2,4,0,4,0,0,0,3,1,3,2,4,1,2,0,2
178,0,0,1,0,0,1,1,0,0,2,3,3,0,1,4,0,2,0
179,4,3,2,3,0,4,0,1,4,2,1,3,2,4,2,4,4,4
180,1,2,0,0,0,4,0,0,0,4,0,4,1,0,1,1,0,0
181,0,1,2,3,1,4,0,0,2,4,1,3,3,0,4,3,0,1
182,0,3,0,3,0,4,0,0,0,3,2,3,4,1,1,2,1,1
183,0,1,0,0,0,0,4,2,1,2,2,2,0,2,0,4,3,4
184,4,2,4,0,0,4,4,1,4,3,1,2,4,1,4,1,0,2
185,0,2,0,0,4,0,0,0,0,3,2,2,0,3,0,0,3,1
186,1,4,0,4,4,4,0,0,4,4,4,3,2,3,4,1,2,2
187,0,1,4,0,0,3,0,0,0,1,4,4,4,4,4,3,1,1
188,0,1,0,0,1,0,0,4,0,3,1,2,0,0,4,0,2,0
189,3,2,4,3,0,0,0,0,3,2,3,1,3,4,4,1,0,2
190,0,3,4,0,0,3,0,0,4,1,0,2,3,0,2,3,0,2
191,1,3,3,4,0,4,0,0,4,1,0,1,2,4,1,3,0,2
192,4,4,4,0,0,0,0,0,0,3,3,3,1,4,2,0,0,1
193,0,1,0,0,1,0,0,2,0,3,3,3,0,4,0,0,1,0
194,0,1,3,0,1,0,0,0,0,2,3,3,1,4,3,0,1,0
195,0,4,0,0,1,4,0,0,0,3,1,4,0,3,0,0,3,1
196,0,1,3,0,0,4,0,1,1,3,2,3,4,1,2,1,1,2
197,1,3,2,4,2,4,0,1,2,4,4,2,4,2,3,2,2,3
198,0,1,0,2,0,3,4,1,0,2,3,4,4,1,4,2,1,3
199,1,4,0,4,1,3,0,1,0,1,4,3,0,3,4,0,4,0
200,0,2,0,0,0,4,0,0,0,2,2,2,4,2,4,1,3,1
201,0,2,1,0,0,4,0,0,0,3,3,2,2,1,3,1,1,3
202,1,2,1,4,0,4,0,0,4,2,2,2,3,1,2,1,4,1
203,0,4,0,0,0,0,0,1,0,1,2,3,0,3,0,0,0,0
204,0,4,3,0,0,2,0,0,4,3,2,3,4,3,3,0,1,0
205,0,1,4,0,0,0,0,0,0,2,4,3,1,4,1,1,3,0
206,4,1,0,0,1,4,0,4,1,2,2,2,1,1,1,1,4,1
207,0,0,0,0,0,4,0,0,0,3,3,3,0,4,0,0,4,4
208,1,1,1,0,0,2,0,0,4,1,1,1,1,0,1,0,0,0
209,0,2,2,4,0,4,0,0,4,4,4,3,4,4,4,4,0,1
210,0,3,0,0,0,0,0,4,0,3,4,4,0,2,1,0,3,4
211,1,4,0,0,0,0,0,0,2,3,4,3,4,0,4,0,0,0
212,4,1,4,0,0,0,0,0,4,2,3,4,0,0,4,0,2,0
213,0,3,2,4,1,1,0,1,2,3,3,3,3,2,4,4,2,2
214,0,2,0,3,0,4,4,0,4,3,2,2,4,0,1,4,2,3
215,0,2,4,4,0,4,0,1,1,3,2,2,3,1,4,2,1,1
216,0,3,1,0,0,0,0,0,0,2,1,4,0,3,0,2,1,0
217,0,3,0,0,4,2,0,4,3,3,4,4,0,0,2,2,4,4
218,3,2,1,4,0,3,4,0,1,2,4,1,3,4,4,0,0,1
219,4,1,2,0,0,2,1,3,4,3,1,3,4,2,4,0,2,0
220,0,4,0,0,0,1,4,4,4,4,2,3,0,4,0,0,4,2
221,0,4,1,0,1,0,0,1,1,3,2,2,0,2,1,0,1,0
222,4,4,2,1,0,2,1,0,1,4,4,2,2,2,2,4,4,2
223,4,3,2,4,0,4,0,0,4,4,0,4,1,0,3,3,0,4
224,3,0,2,1,0,1,0,0,3,4,1,2,3,0,3,1,0,0
225,1,1,4,3,0,2,0,1,0,3,2,1,2,1,3,3,0,3
226,0,4,0,0,0,0,0,0,0,0,4,4,4,2,4,1,0,1
227,0,2,0,0,2,0,0,0,0,2,2,2,0,3,0,0,4,0
228,0,4,0,0,1,0,1,1,0,2,2,4,0,3,0,0,2,0
229,4,3,1,2,0,0,0,0,0,2,0,2,4,0,1,1,0,1
230,0,2,4,0,0,2,0,0,0,4,0,3,0,0,3,2,0,1
231,0,1,0,0,0,0,0,0,0,4,3,3,0,3,0,0,4,0
232,0,1,0,0,2,0,0,0,0,3,2,1,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,2,4,4,4,1,4,4,1,0
234,4,1,2,0,0,0,0,4,2,4,4,3,1,4,4,1,1,3
235,1,3,2,0,0,0,0,0,4,2,2,4,4,0,0,4,0,1
236,0,4,0,0,0,0,0,0,0,4,3,4,0,4,0,0,1,0
237,1,4,4,1,0,4,1,0,1,1,2,1,3,4,4,4,3,3
238,0,1,0,0,1,4,0,0,0,3,4,4,4,1,4,0,0,1
239,4,3,2,3,0,4,0,0,2,3,0,4,3,0,3,3,0,3
240,0,4,0,0,0,0,0,0,4,3,0,4,3,0,4,0,0,0
241,4,4,3,2,0,4,0,0,3,3,0,3,4,0,2,4,0,4
242,0,4,0,0,3,3,0,0,4,2,3,3,0,4,1,0,4,2
243,0,0,0,0,4,0,0,0,0,2,1,3,0,3,0,0,0,0
245,0,2,4,0,4,4,0,0,0,3,3,3,1,0,1,1,2,2
246,1,4,4,2,4,1,0,0,4,1,2,4,4,0,3,0,4,1
247,1,2,0,0,0,0,0,0,0,2,3,3,1,1,3,0,0,0
248,0,3,0,0,1,3,0,0,4,1,2,2,1,3,1,4,2,1
249,3,2,0,4,0,3,0,0,0,3,1,1,3,0,3,1,0,4
250,4,1,3,4,0,2,0,0,1,3,3,2,4,1,1,4,4,4
251,0,3,2,1,0,3,0,0,2,1,2,3,1,0,2,1,0,4
252,0,3,4,1,0,4,0,0,0,3,4,3,2,0,4,1,4,1
253,4,3,1,2,0,3,0,0,1,4,1,1,2,0,2,3,0,1
254,2,2,0,4,0,0,0,0,0,2,4,2,1,1,2,0,0,1
255,3,3,0,1,1,2,0,1,4,2,1,3,2,0,3,0,0,0
256,2,4,4,4,0,2,0,0,2,4,4,4,3,4,4,4,2,3
257,0,4,0,0,1,1,0,4,4,4,2,3,1,2,1,0,1,4
258,3,1,0,1,0,0,0,0,0,3,4,4,2,0,1,1,0,4
259,4,4,4,0,0,4,0,1,0,2,1,2,0,3,4,0,1,0
260,0,1,0,0,0,0,0,0,0,2,3,3,0,1,0,4,3,0
261,0,3,1,0,0,1,0,0,2,3,0,2,4,0,2,0,0,2
262,0,1,4,0,0,4,0,1,3,2,0,2,4,0,2,4,0,0
263,0,4,0,0,0,4,0,3,4,3,2,3,0,4,0,0,2,1
264,0,1,0,0,1,0,0,0,0,3,2,2,0,2,1,0,3,0
265,1,3,4,1,0,2,0,0,4,1,4,3,4,0,4,0,0,4
266,1,4,2,1,0,1,0,0,0,3,4,4,4,0,4,1,0,2
267,2,3,4,0,4,1,0,1,4,1,4,1,1,4,2,3,1,2
268,2,1,1,0,0,2,2,1,1,3,1,3,1,1,2,2,4,2
269,1,2,1,4,1,1,0,0,1,3,2,2,1,2,2,0,3,4
270,0,3,0,0,2,0,1,2,1,1,2,3,0,3,1,0,4,1
271,1,3,4,0,0,4,0,0,0,2,4,4,3,0,2,1,0,1
272,0,1,2,4,2,4,2,4,1,1,2,3,1,3,1,1,3,3
273,2,3,1,0,4,1,0,2,1,4,1,3,1,1,3,4,0,1
274,0,4,0,0,4,0,0,4,4,2,3,4,0,2,0,0,1,1
275,0,4,4,0,2,4,0,4,4,4,2,2,3,2,4,1,3,3
276,0,3,1,0,3,0,0,0,0,3,1,3,1,0,4,4,1,3
277,4,4,4,4,0,2,0,0,0,3,2,3,3,0,3,1,2,4
278,0,0,0,0,3,0,0,0,0,1,3,3,0,0,0,0,4,0
279,1,1,0,4,0,0,0,0,4,3,0,2,2,0,4,2,0,3
280,4,4,4,4,0,4,0,0,0,4,4,4,3,4,3,2,0,4
281,3,2,3,3,1,4,0,0,1,1,3,1,4,4,4,4,1,4
282,0,1,2,4,0,4,0,0,0,3,1,4,1,3,3,3,0,4
283,4,4,4,4,0,3,0,0,1,2,0,2,4,0,1,0,0,4
284,0,1,0,0,2,0,0,4,0,2,1,1,0,4,0,0,0,0
285,0,2,0,0,1,1,0,0,1,4,4,2,0,3,2,0,0,2
286,4,2,2,4,0,0,0,4,0,4,4,2,2,2,3,4,1,0
287,0,0,0,0,0,1,4,4,1,2,2,4,0,2,0,0,2,0
288,0,4,0,0,0,0,0,4,4,3,1,2,1,2,4,0,2,0
289,0,3,1,0,0,0,1,4,1,3,1,1,4,4,1,0,0,0
290,0,4,1,0,1,4,1,2,2,3,2,2,0,4,0,0,0,1
291,0,3,0,0,4,0,0,4,0,3,4,4,0,3,0,0,4,4
292,1,2,2,4,0,3,0,0,1,4,0,2,2,3,3,2,4,4
293,0,4,4,0,4,4,0,4,0,2,1,2,1,4,3,0,2,2
294,4,0,2,4,0,4,0,0,2,4,4,4,1,0,3,4,1,3
295,2,4,1,2,0,4,0,0,0,4,4,4,1,4,2,1,4,2
296,4,4,3,1,0,4,0,0,2,3,4,1,2,0,4,2,0,3
297,0,1,2,4,3,0,0,0,1,3,1,1,3,4,4,2,2,0
298,2,4,4,1,3,4,0,0,4,3,4,2,3,0,2,4,2,4
299,0,2,0,0,0,1,0,0,0,2,1,2,1,1,1,4,0,1
300,0,2,0,1,1,2,0,2,2,3,2,4,0,2,0,0,3,0
301,4,1,1,0,0,2,0,0,0,4,0,4,2,0,1,0,0,1
302,4,3,4,0,0,0,0,0,4,4,2,4,4,0,4,1,4,0
303,0,4,1,1,0,0,0,0,0,3,2,3,2,1,4,1,2,4
304,3,1,4,4,0,2,0,0,0,4,2,3,0,0,4,4,0,4
305,4,4,1,1,1,3,0,0,3,4,2,3,4,4,3,1,4,2
306,0,3,1,3,0,4,0,0,2,1,1,4,3,0,4,3,0,0
307,1,1,2,0,0,3,1,0,1,3,1,3,4,4,3,1,3,1
308,0,1,4,1,0,1,0,0,2,3,1,2,1,0,2,3,0,1
309,1,4,3,0,0,4,0,0,1,3,4,4,3,0,1,2,0,1
310,0,3,4,0,0,4,4,1,0,2,3,3,1,1,3,0,1,1
311,4,3,4,0,0,4,0,0,2,2,2,1,3,0,3,2,0,1
312,0,4,0,0,1,4,0,0,0,4,1,4,0,0,0,0,1,0
313,1,4,4,2,1,4,0,4,3,3,1,3,2,1,4,1,3,3
314,4,2,4,0,0,0,0,0,3,4,0,2,4,0,2,0,0,2
315,3,4,2,3,0,3,0,4,3,2,4,2,4,0,4,3,4,2
316,0,4,1,1,0,4,0,1,3,2,4,3,2,2,4,2,1,4
317,0,2,4,0,1,0,4,0,4,2,2,2,1,4,4,1,4,0
318,0,4,4,0,0,0,4,0,1,4,1,3,3,0,4,1,0,1
319,4,4,4,4,0,1,0,0,1,3,0,3,2,0,2,4,0,4
320,0,1,3,0,0,4,0,4,2,3,2,1,4,2,3,4,4,4
321,4,3,3,4,0,1,0,0,0,1,1,2,1,2,4,1,2,2
322,0,4,0,1,0,0,0,3,2,1,3,4,4,3,3,1,1,3
323,4,1,4,3,0,3,0,1,3,3,3,4,3,3,2,0,2,4
324,1,2,0,2,2,2,1,1,1,1,1,1,1,4,1,3,0,2
325,2,2,0,0,0,3,0,0,1,2,3,3,4,2,4,2,1,2
326,1,4,2,2,0,2,0,4,1,1,2,1,4,4,3,1,1,1
327,1,3,2,2,0,3,4,0,2,2,4,3,2,4,2,3,0,1
328,1,3,4,4,0,2,0,0,1,1,0,2,3,0,1,0,0,1
329,0,2,0,4,0,0,0,0,0,1,3,3,2,4,4,0,1,4
330,0,2,1,0,1,0,0,1,0,3,2,3,0,2,0,0,2,2
331,0,1,1,4,0,1,0,0,0,3,4,3,0,4,1,1,1,1
332,1,3,3,4,1,1,4,0,4,3,2,4,1,3,2,2,1,4
333,0,3,4,0,0,4,0,0,0,3,3,3,2,4,1,4,3,3
334,4,3,4,1,0,4,0,0,0,4,0,4,3,0,4,3,0,4
335,2,2,4,0,0,4,0,0,0,4,2,2,4,0,2,3,1,3
336,0,2,0,0,0,3,0,0,1,2,1,3,0,1,4,4,2,1
337,1,2,2,2,1,4,0,0,1,2,1,4,1,3,4,4,1,4
338,0,0,1,0,1,0,0,2,0,2,3,1,0,4,3,0,3,0
339,0,4,0,0,4,2,0,4,4,3,4,3,0,3,2,0,3,1
340,0,2,2,0,0,0,0,0,0,2,4,3,2,0,1,2,0,1
341,2,4,1,1,0,4,2,1,2,2,1,4,2,1,4,3,1,1
342,0,2,0,0,1,0,0,0,0,3,2,1,0,4,0,0,1,0
343,4,2,1,3,1,1,0,0,0,2,3,4,3,0,4,2,0,0
344,0,2,1,0,0,4,0,0,0,4,4,4,2,0,3,4,0,0
345,0,2,1,4,0,4,0,0,0,2,1,3,3,1,3,1,0,3
346,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0
347,1,3,0,1,3,1,0,2,0,4,3,2,4,2,1,1,3,3
348,0,3,0,0,1,0,0,0,0,3,3,3,4,4,0,0,3,0
349,4,2,1,3,0,1,1,1,2,1,4,2,3,2,3,1,1,1
350,0,1,0,4,1,0,0,1,4,3,4,4,4,4,0,1,4,0
351,1,2,1,0,0,3,0,4,1,2,1,1,2,1,1,4,4,4
352,1,1,4,0,0,2,0,4,0,1,4,3,1,4,4,4,0,1
353,0,2,0,0,0,0,0,0,4,2,1,3,0,1,0,0,1,2
354,0,1,0,0,1,4,0,4,0,2,3,4,0,1,0,0,3,0
355,1,4,1,1,1,1,0,0,0,3,1,1,1,4,1,1,1,0
356,0,2,4,4,0,2,0,0,3,2,1,1,1,2,3,2,0,3
