CUSTNO,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
15,0.0,429729.0013728032,74682.92106691071,0.0,0.0,0.0,0.0,0.0,0.0,360430.8037982835,79375.90086607446,486304.6188008674,177401.09397217983,36432.89437408359,0.0,107150.2240706023,0.0,19380.564007208028
16,0.0,87205.03629118092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285081.07684602146,8965.72483692922,418341.9341789002,133612.21634613545,0.0,292799.7034875616,0.0,0.0,106593.10203964416
17,780272.8042632684,99385.49682577906,8474346.8187446,0.0,0.0,0.0,0.0,0.0,0.0,4773542.714693699,26478.124328192054,3197805.0628306065,1878915.1442585783,0.0,999650.0447286749,63962.12355234933,6803.638618892593,0.0
18,0.0,82909.51156158834,0.0,0.0,0.0,224373.86226136674,0.0,0.0,0.0,103180.11121798182,4146.647737079764,529361.7351112805,138280.66618750858,0.0,545842.8793454543,0.0,0.0,0.0
19,0.0,107870.6292368373,0.0,126715.54028144586,0.0,893709.1401198064,0.0,0.0,0.0,120503.59628644711,0.0,1785173.770026598,3472227.527968341,20608.505908572537,497720.645901855,89415.76861728424,0.0,0.0
20,0.0,73082.76320758887,0.0,279852.811601548,0.0,86689.90132825532,0.0,0.0,0.0,1021394.7783931075,0.0,359677.6315189829,427015.4247311697,0.0,150997.1049387425,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,61469.921273190885,0.0,0.0,1681.940950922499,50933.149185026254,444112.5936345606,312349.2862183719,1552164.8055782455,0.0,207346.8043454339,17223.511969856565,0.0,4450.978535724126,83982.44403123479
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288579.00416928553,0.0,579349.0635686329,1930197.1793515356,0.0,0.0,0.0,0.0,0.0
23,52548.75439591311,33540.39857353112,443627.37474919844,2272200.8888843744,0.0,390423.2688496793,0.0,0.0,0.0,1213492.2021684619,0.0,451051.0956652065,3782508.068944466,0.0,293706.204117554,472729.29468536336,0.0,41991.22201561739
24,0.0,40013.10707017748,0.0,0.0,228128.47020364075,75216.23791716271,0.0,0.0,5724.1383258401065,82384.93328117694,110531.7946744035,529996.4046217301,0.0,198935.1692807104,128205.08909893231,0.0,36152.84606567759,198004.76227364203
25,0.0,147130.5484092232,57581.61450376304,0.0,16128.246670688697,0.0,0.0,0.0,0.0,8657.370125078565,30015.68749754565,335891.733896013,705113.2089527148,0.0,1711991.1897857427,0.0,0.0,0.0
26,0.0,79720.23155687713,289964.55875109247,1796802.3414354126,0.0,1139717.2321685334,0.0,0.0,0.0,158919.5831141947,58637.78950413382,876762.7743087306,756643.440113188,0.0,3904168.713287486,15580.517275572272,0.0,0.0
27,1715877.694560428,0.0,32470.83524648292,0.0,0.0,50484.11900880752,0.0,0.0,0.0,5915056.317367694,0.0,1292774.429389562,3786762.8586733122,0.0,2261188.121462169,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96673.96639671065,159451.51808355274,586795.5367352664,1107722.687044807,32826.4058400834,0.0,0.0,6176.868172025318,39407.14681465633
29,0.0,28621.140116079892,1043526.0559279703,2662453.935151731,0.0,945111.1522015013,0.0,0.0,0.0,606986.5835877054,58277.21144003993,249705.5089128075,1006789.6195882837,58019.25285893023,3218750.6369411945,81018.68983297581,5450.177798845869,46944.03281745945
30,0.0,185472.51983117562,0.0,0.0,0.0,71455.42602130458,0.0,0.0,0.0,270294.46356875345,339751.27001889097,1972834.1770514364,8263971.720595177,0.0,2812068.554308581,47014.894235060194,56427.50747738423,61371.78602282543
31,0.0,101586.21771463883,163436.53740729735,0.0,0.0,0.0,0.0,0.0,170696.1412595421,298259.5180364188,2436.3382709046796,730334.0983008181,0.0,0.0,328930.22859726066,0.0,0.0,0.0
32,0.0,3530.568270898013,70353.47636737966,0.0,9129.196228691715,0.0,0.0,0.0,0.0,519753.52303648443,98305.27469569545,1206182.7737340096,0.0,537314.2188468743,0.0,0.0,13716.280793762104,15073.772005606244
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162501.46069321712,386620.57113924687,846137.6022597216,0.0,113136.49162053085,0.0,0.0,0.0,0.0
34,0.0,48839.527747422515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85620.5160551962,0.0,360814.3530302359,566123.4111437318,0.0,0.0,382679.37168072246,0.0,61371.78602282543
35,0.0,111801.32857843708,989137.4068901115,46000.09777742044,0.0,0.0,0.0,0.0,0.0,752269.4970321552,30496.133404568052,1067646.7340858974,868804.4249097228,0.0,1970965.4697655858,168378.92353951788,5441.094169181126,0.0
36,0.0,318045.35840339604,0.0,0.0,0.0,225725.2048408954,0.0,0.0,0.0,1318596.173414239,7883.9906446475425,1041142.1775151807,139048.89211077252,0.0,2262962.272695154,240103.97148881902,0.0,448272.4454867217
37,0.0,138869.01865532185,460436.4437951278,2391721.832592258,3651.6784914766863,0.0,0.0,0.0,0.0,454826.74502571847,16109.06864722174,1332464.955490814,1594127.885074458,0.0,0.0,0.0,1798.5586736191367,36607.73201361517
38,56443.34521580355,78731.67244102569,80094.72694132454,0.0,0.0,184853.46606760327,0.0,27016.17652419264,262025.35234406855,575458.8901412955,436204.9276286989,1222337.4809447674,131543.91578350175,55832.22774210212,271600.5387547381,129017.61673807215,9029.127886754655,0.0
39,0.0,71670.53589922967,277625.641357429,0.0,0.0,0.0,0.0,0.0,0.0,94444.0377281298,0.0,443690.82387984305,16122934.734445607,0.0,90650.06299924507,0.0,0.0,85834.36459192356
40,0.0,197947.1943883486,48598.0167522361,3793535.1571024414,0.0,174272.19869959564,0.0,0.0,0.0,118163.48290718344,35022.84991190895,310225.5094398454,1080952.9683341484,16612.97925282888,333074.2314772262,87469.57066987942,22164.0563819732,44359.95761649838
41,0.0,176528.41354490066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306156.08896868746,51046.15945199484,1098139.2886252601,98569.29538494203,46537.37099558268,0.0,0.0,3633.451865897246,0.0
42,0.0,30480.572738752846,0.0,0.0,0.0,0.0,0.0,2470.3507716674203,0.0,225953.8623372273,408888.7029353156,937929.7588292566,0.0,165803.84166953078,233100.16199805876,0.0,11336.369821599406,0.0
43,0.0,17652.841354490065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98993.09221203472,243946.6529244521,458518.4087262129,0.0,20608.505908572537,0.0,0.0,0.0,15504.451205766423
44,7766604.301694569,34128.826618680796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41747.76260315664,112705.00841205046,892837.9110137007,87282.2837431411,0.0,164206.1141186325,0.0,0.0,0.0
45,3078307.1613794942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11455.711983689818,9180.122604768832,710043.6193249513,17604783.44611995,36327.74893577454,565008.8926652946,0.0,0.0,0.0
46,1188098.5507855352,211834.0962538808,209859.00819801912,4670822.736143245,0.0,486483.32863032696,0.0,0.0,0.0,436506.3506701229,1071.988839198059,913952.5130852258,1616347.3425473226,0.0,1665643.1075751286,34441.14345126502,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,170447.64422923143,0.0,9933.96374138601,0.0,269054.4483326563,140234.656337965,252858.01657068258,0.0,218702.51168281058,0.0,64508.80836903607,5904.3592820830245,0.0
48,1615284.364716823,120510.06364665218,116895.0068873385,0.0,1521.5327047819526,0.0,0.0,3258.760592412342,0.0,1106263.240073802,56873.88059599884,901808.5382733393,4069233.621227283,0.0,904091.9283184707,304339.4374495117,545.0177798845868,8613.584003203568
49,4097786.862667338,36364.85319024954,373555.3122872883,16221492.608346894,0.0,0.0,0.0,0.0,0.0,303191.59556222113,0.0,875995.4872886348,3905069.6508559585,0.0,208754.1450782615,202218.7136924275,0.0,21533.960008008922
50,0.0,95325.34331424635,0.0,0.0,9940.680337908756,157112.69764256157,4490.442390848429,14138.816118692257,496983.70774737885,249577.11451489117,158444.82311001493,1001887.394659909,274197.56030343584,73843.64132444128,120823.58396899379,109938.3166357047,0.0,37684.43001401561
51,0.0,24125.549851136424,0.0,0.0,0.0,95486.376610093,0.0,0.0,33643.915057998995,270682.7335016357,73021.93065555504,549623.796049366,56730.529717952246,38010.07594871924,153328.10655872308,0.0,12717.08153064036,86028.17023199564
52,539598.380263082,67021.95434254728,0.0,0.0,0.0,0.0,0.0,0.0,65477.1332986404,53028.57822068325,2436.3382709046796,1322793.3499659027,1566117.186026219,0.0,222960.3049511432,48108.263868433685,0.0,0.0
53,0.0,0.0,0.0,741609.9507441021,0.0,140233.66391335422,0.0,0.0,0.0,59158.69585470353,284539.9466589575,795686.1125186074,215576.01292821852,0.0,51670.53590956969,0.0,0.0,0.0
54,0.0,300745.57387599576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133795.72011485056,0.0,507243.0290381484,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,25890.83398658543,32470.83524648292,0.0,0.0,0.0,0.0,0.0,0.0,172108.51808656187,294114.7560636129,244091.99918306957,0.0,277562.9280482132,0.0,0.0,14660.978278895387,0.0
56,312041.38969104836,32304.69967871682,0.0,0.0,0.0,0.0,0.0,0.0,112146.38352666331,243158.4178767016,0.0,949816.0767652593,2103839.8757299013,0.0,627751.6862697721,0.0,0.0,0.0
57,0.0,1176.8560902993377,0.0,0.0,1521.5327047819526,0.0,0.0,0.0,0.0,34183.494766598094,530917.0906424641,511799.38776242104,0.0,90004.49519254128,0.0,0.0,6649.21691459196,0.0
58,32398.480153871238,64315.185334858805,0.0,0.0,0.0,0.0,0.0,0.0,110043.63883553837,212708.96052768792,0.0,449450.2128701918,0.0,0.0,1877090.8545253677,0.0,0.0,0.0
59,0.0,19182.754271879203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42254.962065029926,0.0,1093630.2932972899,1961339.8763946197,0.0,306915.21329744405,0.0,0.0,0.0
60,0.0,17535.15574546013,0.0,0.0,15205.183496454312,566161.5467629145,0.0,26679.78833400814,8995.074512034453,822030.410603672,166772.22731996712,1328398.3342843063,1206055.605222591,38882.78308668431,390442.7713467484,142794.07411857817,39931.636006210734,46190.34421717913
61,215726.46541480118,47662.671657123174,0.0,0.0,2525.744289938041,53416.27743608674,0.0,0.0,0.0,260709.26822117905,379571.7572538654,975684.0692896743,660319.7281962483,229553.52091630388,572066.6475702359,42641.41570156622,7448.576325089354,104170.53153874316
62,40074.77510322052,704936.7980893033,32470.83524648292,0.0,0.0,215704.8721285412,0.0,0.0,129435.61765369057,25106.37336272784,95305.6550165576,694432.6439037429,46093.5553958362,0.0,0.0,0.0,2270.907416185779,470344.75449493085
63,0.0,46368.129957793906,8550.653281573836,0.0,0.0,0.0,0.0,0.0,0.0,145356.36991823828,0.0,431082.6877841947,332109.97605717875,0.0,115902.58054903477,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5607.47616431421,35532.01990591796,0.0,15351.233993120359,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417.7901169510924,24532.0213964576,302464.02667898225,17648.8344344335,403356.155588881,521566.3075944234,7402.238856956666,0.0,0.0,5958.861060071483,46298.01401721918
66,0.0,10003.27676754437,184001.39973006988,0.0,0.0,87964.75281837673,0.0,0.0,0.0,123826.62724354796,259635.69685376986,1185543.7001613586,0.0,3154.3631492713066,327505.72760727257,0.0,12126.645602432058,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204069.08003922566,334904.9059304074,803050.1733756751,0.0,170377.66823597415,0.0,0.0,0.0,0.0
68,0.0,0.0,12939627.845723443,3901510.756072593,0.0,2601818.9091589665,23397.568247052342,0.0,112286.56650607164,703615.0769292136,145829.46354327048,535310.5776868381,90414.28173798638,5257.271915452177,484874.236973962,0.0,0.0,70523.71902622921
69,0.0,61667.25913168529,0.0,0.0,4818.186898476183,0.0,0.0,0.0,0.0,246183.25052949422,644071.3598316694,1208772.6042438145,0.0,18821.033457318794,0.0,0.0,25361.494023962776,0.0
70,1444543.2454390172,58.842804514966886,0.0,0.0,0.0,303159.6843508694,0.0,0.0,0.0,0.0,6237.025973515979,134587.82693235998,0.0,0.0,775446.5389135422,0.0,0.0,0.0
71,0.0,2353.7121805986753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23033.85142369388,156924.5480289704,482447.34380601544,0.0,20818.79678519062,0.0,0.0,3179.27038266009,0.0
72,0.0,0.0,128800.9798110489,0.0,0.0,0.0,0.0,9460.917848939056,89950.74512034452,205879.2574290148,172395.2960492151,428470.12284416484,0.0,117657.74546781972,65786.04571945214,0.0,8629.448181505959,0.0
73,21649025.676226143,67469.15965686103,0.0,2757196.0084558665,0.0,1442813.1739448966,0.0,0.0,0.0,43636.64335771924,331.3420048430364,217881.09566942655,893742.220264906,0.0,2192837.973960738,322106.693991831,0.0,0.0
74,0.0,0.0,53035.69756925543,0.0,0.0,0.0,0.0,0.0,0.0,28770.45223384695,20367.78794476312,526984.0926169095,11700.67175432765,17769.57907422836,236765.01454502824,68138.79555183607,0.0,14729.228645478102
75,0.0,65668.56983870304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50588.773912706565,10281.347503217747,372371.02172797517,101051.25606010243,0.0,0.0,0.0,0.0,0.0
76,0.0,49427.95579257218,0.0,0.0,0.0,73941.3864270413,0.0,0.0,38281.635293424544,43531.70553802131,46475.58885577766,558196.570780066,418387.6566698978,0.0,99585.56920917066,25584.849420939732,0.0,33269.96821237378
77,138737.74254044512,0.0,85723.0050507149,0.0,0.0,107788.69348976453,0.0,0.0,0.0,198787.20978109693,86729.74430297314,904191.8643752665,626399.598969056,142577.21434706304,1508170.99813644,0.0,0.0,0.0
78,3069490.7108567855,56018.349898248474,113539.68724520195,732171.9996483901,0.0,525876.2396750783,0.0,0.0,0.0,306575.84024747915,63783.335932284506,1332256.5565470844,5003869.098330546,0.0,1531791.8145522433,275321.4073797792,0.0,146064.85073432451
79,0.0,45897.38752167417,0.0,0.0,98595.31926987052,0.0,0.0,0.0,0.0,312660.484826297,358827.79868007463,1216314.7514709784,0.0,41006.72094052698,210877.94655424383,0.0,4905.160018961282,0.0
80,0.0,13004.259797807681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208902.3411181458,228869.61716878557,576305.4917222529,0.0,34908.28551860246,0.0,0.0,7157.900175817575,0.0
81,14993124.8103572,23537.121805986753,60612.22579343478,0.0,0.0,67630.87155094037,0.0,0.0,0.0,180117.02269317495,11148.683927659813,760059.365820085,2085260.6272472716,0.0,503561.0999608064,0.0,4450.978535724126,41452.87301541717
82,6178288.5673218565,15063.757955831523,229503.86352214127,0.0,0.0,100713.26771959075,0.0,0.0,217727.53085103654,50370.15345500256,38833.28296760387,566627.2553218594,24958762.0134581,318043.9217971949,1812949.4599489018,16400.54450060239,15242.330577438946,0.0
83,0.0,95325.34331424635,0.0,1369341.3343057283,12172.26163825562,75216.23791716271,0.0,0.0,0.0,627877.9545259,0.0,1042477.825290903,27283957.324831236,0.0,2272286.2791750766,38267.93716807225,0.0,279887.6452040959
84,56623.96392049413,70611.36541796026,710158.8140640791,0.0,0.0,61192.871525827286,0.0,0.0,129715.98361250722,24704.11172055247,0.0,311329.0765736869,0.0,0.0,205905.14309828525,218127.2418580118,0.0,67562.799525128
85,0.0,84498.26728349245,0.0,0.0,0.0,33146.13874315645,0.0,0.0,0.0,808213.5976767789,0.0,1087217.2894379706,367448.36852731986,0.0,4532.503149962254,71069.02616927703,0.0,0.0
86,0.0,67080.79714706224,147525.82813652072,713794.6206841102,0.0,201299.05029016937,0.0,0.0,0.0,1178271.571950516,264829.97004733863,1204065.6299193008,648737.2450454998,38378.084982800894,488474.339475932,64508.80836903607,13062.259457900598,352080.24613094586
87,4110080.22325534,8944.106286274966,356594.7126768754,0.0,0.0,343444.99143870565,0.0,0.0,173125.9795692865,129808.08296632952,58481.86385479592,432039.4283894994,0.0,0.0,238992.4160930097,228514.25337505998,0.0,0.0
88,0.0,3530.568270898013,0.0,416674.77730601333,10143.551365213018,961607.7304836722,0.0,0.0,1650853.1750872373,229256.7802122194,119472.1815933153,949096.1531414657,373889.647422379,10409.39839259531,106190.07379911565,188168.9139035781,11863.220342154507,35014.21897302251
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3048.517973547029,0.0,79911.02418179842,323597.3727474846,780897.3656572053,50525.628030051215,48577.19249877812,138824.0964788439,6232.206910228909,18712.277109370818,10766.980004004461
90,0.0,0.0,245133.15888744837,4655810.388962191,0.0,274794.2386956682,0.0,0.0,0.0,1201013.3464427174,0.0,775518.7783731264,483864.143052701,0.0,696839.9842841967,36562.2805400096,0.0,114183.8229424673
91,666031.4735464819,176999.1559810204,142438.73061457174,0.0,0.0,0.0,0.0,0.0,14018.297940832914,44985.09434083753,65245.138894827316,1375726.6816732527,0.0,0.0,109039.07577909193,0.0,0.0,71277.40762650954
92,484735.4487133209,340335.01275366545,0.0,0.0,0.0,653425.1312617245,145466.69955616884,3679.2458301429665,483806.5076829959,952993.6840685095,112285.95822945486,1456045.5291225405,1135969.7633002042,56862.65303753075,2871560.895654086,767261.2065235148,21755.29304705976,106108.58793946396
93,0.0,31069.000783902517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098366.6691415333,0.0,1499089.3836819888,7262725.146514752,0.0,5858920.771785207,0.0,0.0,0.0
94,7298858.299891205,491902.30862331716,0.0,3395622.9812544105,0.0,117490.31332958839,0.0,8430.729016499026,0.0,1267159.1521256408,16079.832587970885,689345.8151408855,27656.13323750172,5782.999106997395,1529266.5627972644,0.0,0.0,16150.470006006692
95,0.0,93877.81032317817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75657.54455670931,109128.4638303624,462617.23704220616,0.0,181007.87204901848,255115.1772978754,0.0,1380.7117090409533,17141.032166375102
96,0.0,74483.22195504508,0.0,614089.9752552187,0.0,378286.6826637236,0.0,0.0,0.0,612775.6533077074,18516.170858875565,890905.4844445705,400836.6490384063,68449.68033918735,71225.04949940684,0.0,0.0,90011.95283347729
97,1196598.9185750354,118627.09390217323,946849.5557874419,51436765.491191015,23249.019729068234,8644410.996095993,0.0,0.0,0.0,2099062.462599226,293900.3582957733,6928256.985940015,4146469.873666203,0.0,1321755.6185829926,31762333.181018297,6440.2934323028685,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96492.61749273322,451696.1000713971,5876.447909422087,655626.8660454162,60630.75363606146,0.0,1292993.648594232,0.0,0.0,0.0
99,21622881.11872218,48133.414093242915,199890.46177734886,157488.01948427194,0.0,0.0,0.0,0.0,54905.00026826224,639413.244356194,25259.955192739715,862620.0641728906,1650149.283170936,0.0,1509647.2991624277,432930.64003056823,0.0,875237.0375455186
100,0.0,35305.68270898013,54118.0587441382,0.0,0.0,110147.16874648911,0.0,0.0,0.0,113869.7771178768,0.0,851565.4474759549,400836.6490384063,5257.271915452177,498963.8467658447,49201.63350180718,0.0,176438.5013256211
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108378.90570218304,71207.34591138524,666204.0597076257,114524.75686811609,0.0,0.0,0.0,0.0,0.0
102,3422634.144533982,11650.875293963443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408999.5246818051,513808.14876886306,1089737.9693891741,623326.6952760003,19451.906087173058,1238707.210866684,32801.08900120478,8329.688402569436,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39366.548577844624,316281.53618761204,235919.91878508625,140644.43825908995,0.0,0.0,0.0,4995.996315608713,0.0
104,0.0,5884.280451496688,0.0,0.0,24648.82981746763,0.0,0.0,0.0,33643.915057998995,195857.69564786326,462475.47593620984,1336084.466236229,0.0,50890.392141577075,0.0,0.0,0.0,0.0
105,0.0,0.0,10823.61174882764,0.0,0.0,0.0,125968.72601695856,0.0,0.0,525811.0586785469,526286.0988571285,1009258.0863924589,0.0,30912.758862858802,1340843.9318488336,0.0,54565.36339611189,0.0
106,0.0,58489.74768787708,0.0,7372682.666386077,0.0,159738.89171221165,0.0,0.0,0.0,285142.29057417857,10300.838209384985,414608.75128236006,690339.6335053314,43046.54244372243,335690.1332952044,0.0,0.0,0.0
107,338660.07129482133,17064.413309340398,0.0,0.0,0.0,304995.4704966442,0.0,0.0,0.0,823966.5133770987,38672.48464172416,476589.4389513581,6746548.239243533,0.0,605671.920924956,136463.46394134563,0.0,0.0
108,0.0,74906.89014755284,150448.2033087042,0.0,0.0,175929.50563675346,333001.7541423914,16609.166890359676,11565.095801187153,167533.2291477325,1929.579910556506,925963.8703874664,46093.5553958362,0.0,302641.71032747964,0.0,0.0,0.0
109,0.0,588.4280451496688,0.0,0.0,13369.200699350757,0.0,0.0,0.0,0.0,118101.3946971955,179285.26067933356,487506.7017990175,0.0,17212.30825119043,0.0,0.0,2180.0711195383474,0.0
110,0.0,54017.6945447396,349602.65948713274,0.0,9119.052677326503,471567.56619590655,0.0,0.0,0.0,331657.72811894416,109202.5285137979,688436.437931883,800195.9405320743,44476.52040472542,514970.05788971134,10933.696333734928,34081.77850211617,0.0
111,0.0,5648.909233436821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39064.8523462131,247181.13561290514,234875.0822626595,0.0,44161.08408979829,0.0,0.0,0.0,0.0
112,0.0,373063.38062489004,1087015.32793476,0.0,4808.04334711097,211217.39488331386,0.0,0.0,259910.92573799292,1166326.1501415693,58407.79917136042,1653607.7277783188,3485736.485357428,0.0,3328022.8128822846,7146919.945509173,18803.11340601825,176416.9673656131
113,1504610.2534176754,292448.73843938543,219015.7837375273,0.0,211087.30391008288,404127.9223684844,32851.131175154296,22401.351040099034,1248621.4795049382,383710.3846164367,70712.28197473742,1257261.354842165,659078.7478586681,86345.43393938657,595532.0638780404,120194.12379674807,26978.38010428705,233309.68970677265
114,0.0,51546.29675511099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18827.593817468838,59078.27946351339,573381.2756345544,165464.04501069404,0.0,530302.8685455837,0.0,0.0,0.0
115,1202243.2530966157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243980.43079766867,0.0,760466.6910282841,1004898.6019310186,0.0,0.0,33894.45863457827,0.0,10766.980004004461
116,0.0,117.68560902993377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2623.44549244805,294099.1634986791,289359.0915649438,108910.7981981104,0.0,12950.008999892152,0.0,2716.0052697581914,0.0
117,0.0,117.68560902993377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381361.5264188649,49106.83418835472,2662029.3765920806,0.0,0.0,0.0,109446.30030068663,0.0,0.0
118,1149378.415967494,0.0,0.0,397390.99247419817,0.0,217706.3889680318,0.0,0.0,0.0,658239.9636918321,0.0,221897.51167585395,895763.245386108,41847.884446999335,11017608.656928247,83096.09213638546,0.0,0.0
119,1715798.6738771258,80967.69901259443,254354.87609744954,217197.506008165,0.0,379650.7737581535,0.0,0.0,281557.51414162904,233486.64882787646,113077.2808998447,282172.16981004644,471690.7168840571,0.0,5665797.287569815,98403.26700361435,0.0,142124.13605285887
120,264888.61909776606,52958.5240634702,3254216.284790769,0.0,0.0,75216.23791716271,0.0,0.0,0.0,126355.62869826789,35112.50716027824,484698.0523982965,21658534.360278375,0.0,8093017.474419602,236167.84080867443,0.0,0.0
121,0.0,96266.82818648583,69812.29577993827,0.0,0.0,0.0,116869.67169866043,0.0,89483.46852231676,373025.0911256958,72973.20389013695,743851.6116054688,524048.2682695839,24025.73265361645,281015.1952976597,0.0,9283.469517367463,0.0
122,0.0,46462.27844501785,894982.8082870599,146554.49870712645,0.0,198621.8621609144,262690.8798646331,64123.99875392027,571257.3230038919,142846.60706379634,28203.05182399257,1059841.2463752932,920606.4898584279,21870.25116828106,2552006.473572747,187709.69865756124,3905.960755839539,6567.857802442721
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34812.1065530684,169266.45213640982,171837.8618528321,561983.7479483907,183192.33554755413,66798.89695773537,0.0,0.0,1998.3985262434853,15418.315365734388
