CUSTNO,가구인테리어/잡화_고가_증감여부,가구인테리어/잡화_저가_증감여부,가구인테리어/잡화_중가_증감여부,가전/레저취미/멀티샵_고가_증감여부,가전/레저취미/멀티샵_저가_증감여부,가전/레저취미/멀티샵_중가_증감여부,교육문화/아동_고가_증감여부,교육문화/아동_저가_증감여부,교육문화/아동_중가_증감여부,식품/생활_고가_증감여부,식품/생활_저가_증감여부,식품/생활_중가_증감여부,의류/이미용_고가_증감여부,의류/이미용_저가_증감여부,의류/이미용_중가_증감여부,침구/주방_고가_증감여부,침구/주방_저가_증감여부,침구/주방_중가_증감여부
48,1,2,4,0,1,4,0,1,0,1,1,1,2,0,4,3,3,1
49,2,4,2,1,0,0,0,0,0,2,0,2,3,0,3,1,0,1
50,0,3,4,0,2,2,1,2,1,3,1,2,2,1,4,2,0,3
51,0,4,0,0,0,3,0,0,4,3,3,2,1,4,1,4,3,1
52,1,2,0,0,4,0,0,0,1,3,1,2,2,0,1,1,0,0
53,0,4,0,3,0,2,0,0,0,2,4,2,2,0,1,0,4,0
54,4,2,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0
55,0,1,1,0,0,0,0,0,0,2,1,2,0,2,0,0,3,0
56,4,4,4,0,0,0,0,0,4,3,0,4,2,0,2,0,0,4
57,0,4,0,0,4,0,0,0,0,4,3,3,0,1,0,0,3,0
58,4,3,0,0,0,4,0,0,1,4,0,4,4,0,2,4,0,4
59,0,1,0,0,0,0,0,0,0,4,4,4,2,0,1,0,0,4
60,0,2,0,0,2,1,0,4,4,2,2,2,4,2,2,1,1,1
61,2,3,0,0,1,1,0,0,0,2,1,2,2,3,3,3,3,2
62,2,1,4,0,0,3,0,0,3,4,3,4,1,4,4,0,1,1
63,0,3,1,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0
64,0,4,4,0,0,0,0,0,0,4,4,4,0,4,0,0,4,0
65,4,4,0,0,0,4,0,1,1,3,4,4,1,4,4,4,2,3
66,0,1,1,0,0,1,0,0,0,3,3,2,4,4,2,0,3,4
67,0,0,0,0,0,0,0,4,0,2,3,3,0,3,0,0,0,0
68,4,4,3,1,0,1,1,0,1,2,3,2,1,1,4,4,4,1
69,0,2,0,0,3,0,0,0,0,3,3,3,0,3,0,0,2,0
70,3,1,4,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0
71,0,1,0,0,0,0,0,0,0,3,1,2,0,1,0,0,1,0
72,0,4,1,0,0,0,0,3,1,3,4,3,0,4,1,0,2,0
73,2,1,4,2,0,1,0,0,0,4,1,1,4,0,3,2,0,0
74,4,4,4,0,0,0,0,0,0,4,1,4,4,4,4,1,0,2
75,0,2,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0
76,0,4,0,0,0,2,0,0,1,4,1,2,2,0,3,3,0,3
77,2,4,4,4,0,4,0,0,4,4,3,3,3,2,2,4,4,4
78,2,4,4,3,0,1,0,0,0,1,1,3,1,4,3,2,4,2
79,0,1,0,0,2,4,0,4,0,2,1,2,4,2,1,0,1,0
80,0,3,4,0,0,0,0,0,0,3,2,3,0,3,4,0,3,4
81,1,3,3,0,0,1,0,0,0,2,1,2,3,0,1,0,1,3
82,2,2,1,4,0,2,4,0,2,3,4,3,2,1,1,2,3,4
83,4,2,0,1,1,1,0,0,0,2,4,2,1,4,1,1,4,1
84,4,1,1,4,0,4,0,0,4,4,0,4,0,0,4,2,0,3
85,0,2,0,0,0,1,0,0,0,2,0,2,3,4,4,1,0,0
86,0,3,1,1,4,4,0,0,4,2,4,3,3,3,2,4,3,1
87,1,1,1,4,0,1,0,0,3,4,1,2,4,0,3,2,0,0
88,4,4,0,4,1,1,0,0,1,4,4,4,4,1,4,2,1,3
89,0,0,0,0,4,4,0,2,0,3,4,4,1,4,1,1,1,1
90,0,4,2,2,0,1,0,0,0,2,0,2,4,0,1,1,0,1
91,1,2,1,0,0,0,0,4,4,3,2,3,0,4,1,0,4,3
92,2,3,4,0,0,2,2,1,2,2,1,4,2,4,2,3,2,2
93,4,1,4,0,0,4,0,0,4,1,4,1,2,0,1,0,0,4
94,1,1,0,2,0,3,0,1,0,2,3,4,4,4,2,4,0,4
95,0,1,0,0,0,0,0,0,4,4,3,2,0,2,1,0,4,1
96,0,2,0,1,0,1,0,0,4,3,1,2,3,1,3,0,0,1
97,1,3,3,2,2,2,0,0,4,1,1,1,2,0,1,2,1,0
98,0,0,0,0,0,0,0,0,1,4,4,4,3,0,1,0,0,0
99,3,1,3,2,4,4,0,0,1,3,1,2,4,4,1,2,0,1
100,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
101,0,4,0,0,0,0,0,0,0,2,3,4,1,0,0,0,0,0
102,1,3,4,4,0,0,0,0,0,2,2,3,4,2,1,2,2,4
103,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0
104,0,4,0,0,1,0,0,0,1,2,2,2,0,2,0,0,4,0
105,0,0,1,0,0,0,1,4,0,3,3,3,0,3,1,0,2,0
106,0,2,4,3,0,4,0,0,4,2,1,3,2,1,3,4,0,0
107,1,1,4,4,0,3,0,0,4,1,4,2,4,0,4,4,0,0
108,4,3,3,0,0,4,1,1,1,2,1,2,4,0,1,0,0,0
109,0,3,0,0,1,0,0,0,0,2,3,3,0,1,4,0,1,0
110,0,1,2,0,2,1,0,0,0,3,1,2,2,1,1,1,2,0
111,0,1,0,0,0,0,0,0,0,4,3,3,0,1,0,0,0,0
112,4,1,2,0,1,4,0,0,2,1,1,1,1,0,4,1,3,1
113,2,3,1,4,1,3,1,1,1,3,1,2,3,1,4,2,2,1
114,0,2,0,0,4,4,0,0,4,3,4,4,3,4,1,0,0,4
115,4,4,0,0,0,4,0,0,0,2,4,2,3,4,0,1,4,1
116,0,4,0,0,0,0,0,0,0,4,4,3,1,0,4,0,1,0
117,4,2,0,4,0,0,0,0,0,1,4,1,4,4,0,3,4,4
118,3,4,4,3,0,3,0,0,4,2,0,3,3,1,2,3,0,0
119,1,1,1,1,0,1,0,0,2,1,1,2,2,0,1,1,0,2
120,2,3,2,0,0,1,0,0,0,2,1,1,3,0,1,1,4,4
121,0,1,2,0,0,4,2,0,3,3,1,2,1,1,4,4,1,4
122,0,3,2,1,0,2,1,3,2,4,4,3,2,3,1,1,4,4
123,0,0,0,0,0,0,0,0,3,3,4,3,1,1,0,0,2,1
124,0,3,1,0,0,1,0,0,0,4,0,4,4,0,2,4,0,3
125,0,4,0,4,0,0,0,0,0,4,4,4,0,2,4,0,4,4
126,0,4,0,0,0,4,0,0,4,3,2,3,4,1,1,0,0,0
127,0,4,4,0,0,0,0,0,0,4,1,2,4,0,4,0,0,0
128,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
129,0,1,0,0,0,0,0,1,0,3,2,2,0,4,0,0,0,0
130,0,2,0,0,4,4,0,0,1,1,2,1,3,0,3,0,0,1
131,4,2,4,4,4,2,0,0,1,2,1,2,1,1,1,1,1,1
132,0,4,3,1,1,4,0,0,0,4,4,3,4,4,4,0,0,0
133,1,1,0,4,0,0,0,0,0,1,1,1,4,2,4,0,0,0
134,2,3,3,4,0,3,0,0,4,4,1,3,2,1,3,4,0,2
135,0,1,1,0,0,1,0,0,0,3,4,3,1,0,1,4,0,1
136,0,4,3,4,0,4,0,0,3,3,0,4,4,0,4,4,0,3
137,3,4,1,1,0,1,0,0,1,1,3,2,3,0,1,1,3,0
138,4,4,4,4,2,3,0,0,0,4,1,4,2,1,4,0,0,4
139,0,2,1,0,1,1,0,0,0,2,3,2,3,1,2,4,2,1
140,1,3,0,3,0,0,0,0,0,2,1,4,2,0,4,3,0,0
141,0,2,0,0,3,0,0,0,0,1,2,4,0,2,0,0,3,0
143,0,1,0,0,0,1,0,3,0,0,2,3,0,1,0,0,3,4
144,0,1,0,1,2,0,1,4,1,1,1,2,1,2,1,0,3,1
145,2,2,0,3,0,1,0,0,0,1,3,2,3,4,1,3,0,0
146,3,3,4,0,0,1,0,0,1,1,0,3,4,4,1,4,0,0
147,4,1,4,3,2,4,4,3,4,3,3,2,1,4,2,1,1,3
148,0,0,0,0,1,0,0,0,0,2,4,4,0,1,0,0,4,0
149,4,2,0,0,0,0,0,0,0,3,4,4,4,0,1,0,0,0
150,0,1,0,0,0,1,0,2,0,1,1,1,4,1,1,1,2,0
151,1,1,3,3,0,2,0,0,1,2,3,3,2,4,4,4,4,0
152,4,2,2,4,0,3,0,0,0,3,4,2,1,1,1,2,4,4
153,0,4,0,0,0,0,0,0,0,3,1,1,0,1,3,0,1,0
154,2,0,4,1,0,0,0,0,0,4,4,3,2,3,2,0,0,0
155,1,2,4,1,0,4,0,1,0,3,1,4,1,4,2,1,0,1
156,3,3,3,4,0,3,0,0,4,3,4,1,3,4,3,4,0,1
157,0,4,2,3,0,4,0,0,0,3,1,2,2,0,3,0,1,2
158,0,3,0,0,0,1,0,0,3,4,2,4,1,3,2,3,3,4
159,0,3,4,4,0,3,1,0,3,3,1,4,4,0,4,3,1,0
160,0,3,1,0,0,2,0,0,0,3,1,3,3,1,0,0,2,0
161,3,4,3,4,0,2,0,0,1,4,4,4,3,0,4,4,0,1
162,4,3,1,4,0,3,0,4,1,4,1,2,1,1,2,3,1,4
163,0,1,1,0,4,0,0,0,0,4,4,3,0,4,1,0,1,1
164,1,4,0,4,4,3,0,1,4,2,1,1,1,3,1,1,2,3
165,1,0,1,4,0,4,0,0,0,4,4,2,4,0,4,1,0,3
166,0,2,3,0,4,3,4,2,2,4,1,4,1,4,2,3,4,3
167,1,2,0,4,0,4,0,0,0,2,4,3,1,0,1,1,0,4
168,3,2,2,2,0,3,0,0,3,2,4,4,3,0,3,4,3,0
169,1,4,4,0,0,0,0,1,0,2,1,1,1,1,4,0,4,3
170,0,1,0,0,0,4,0,0,0,3,4,3,1,3,0,0,2,0
171,2,3,4,1,0,1,0,0,1,3,1,2,1,4,1,4,0,1
172,0,3,0,0,0,0,1,1,4,2,1,1,4,1,3,1,1,1
173,0,1,0,0,3,0,0,0,0,4,3,4,0,4,1,0,2,0
175,3,2,0,0,2,1,0,1,0,3,2,2,0,2,0,0,3,0
176,0,1,0,0,3,0,2,0,1,1,3,4,0,1,0,0,2,0
177,4,3,3,2,0,2,0,0,0,1,3,4,4,0,1,2,0,4
178,0,0,2,0,0,0,4,0,0,3,2,3,0,4,4,4,2,2
179,1,1,4,4,0,1,0,0,4,3,1,3,2,4,2,2,0,1
180,3,3,0,0,0,0,0,0,1,4,1,3,3,0,4,1,0,4
181,4,4,4,4,0,3,0,0,3,3,1,2,1,0,3,3,0,0
182,1,2,2,2,0,1,0,0,0,3,3,2,2,0,3,4,0,0
183,0,4,0,0,0,0,0,4,4,4,3,3,0,4,0,0,3,4
184,0,4,4,4,1,1,0,0,4,4,4,4,4,1,4,3,1,3
185,0,2,0,0,0,1,0,1,0,1,1,1,0,2,1,0,2,1
186,0,2,1,1,0,1,0,0,4,3,1,1,2,2,1,4,1,2
187,0,2,2,0,0,1,0,0,0,1,1,1,1,1,4,1,0,1
188,0,2,1,0,3,4,4,0,4,2,3,3,0,0,4,0,4,0
189,2,4,4,2,1,0,0,0,4,3,1,4,2,1,2,1,0,2
190,0,3,1,4,0,4,0,0,0,4,4,4,4,0,3,1,0,4
191,2,1,2,1,0,3,0,0,0,4,0,2,2,3,1,1,0,3
192,4,4,1,0,0,1,0,0,0,1,4,3,1,4,1,2,4,2
193,0,2,0,0,0,4,0,0,0,3,3,3,0,3,0,0,0,2
194,0,1,1,0,0,0,0,4,0,2,1,2,0,2,4,1,1,0
195,0,3,0,0,1,0,0,1,0,2,3,2,0,2,0,0,0,0
196,0,2,2,0,1,3,0,4,2,3,1,2,4,4,4,4,1,2
197,1,3,2,1,1,1,0,1,4,3,1,2,1,1,4,2,2,2
198,1,4,2,2,0,1,1,1,1,1,2,1,0,3,4,4,1,2
199,0,4,0,1,4,1,0,1,0,1,1,2,0,4,4,0,4,0
200,0,2,0,0,4,0,0,0,0,0,1,1,4,1,4,0,1,0
201,1,3,2,2,0,1,0,0,0,2,4,2,4,1,2,2,0,3
202,4,4,2,1,0,1,0,0,4,4,2,4,4,0,1,4,0,3
203,0,1,0,0,0,0,0,1,0,2,1,1,0,3,2,0,4,0
204,0,4,2,0,2,1,0,2,0,2,2,2,4,3,3,0,3,1
205,0,1,0,4,1,0,0,0,0,2,1,3,2,3,2,0,2,4
206,4,3,0,0,0,4,0,4,1,4,2,3,1,3,4,0,3,0
207,0,0,0,0,1,0,0,3,0,2,1,4,0,1,0,0,1,2
208,0,0,0,0,0,1,0,0,0,2,4,4,1,0,1,0,0,0
209,0,2,0,0,0,0,0,3,0,4,1,2,1,3,1,1,0,4
210,0,1,0,0,0,0,0,0,0,4,3,4,0,2,1,0,1,2
211,2,3,2,0,0,1,0,0,0,4,0,2,0,0,2,1,0,4
212,0,1,0,0,0,1,4,0,4,3,3,2,0,0,1,0,2,0
213,0,3,1,2,0,0,0,4,2,2,2,2,3,2,4,4,3,2
214,4,3,1,2,0,4,0,0,0,3,3,3,2,0,4,2,3,2
215,0,2,0,0,4,1,0,3,4,4,2,2,1,3,1,0,4,1
216,0,2,0,0,4,4,0,1,0,2,4,2,1,4,1,0,1,0
217,0,1,0,0,0,4,0,0,4,4,4,3,2,0,0,0,1,0
218,2,4,2,2,0,4,2,0,4,2,4,3,4,4,1,0,4,0
219,4,1,2,1,4,3,1,3,4,2,4,3,4,0,2,0,0,0
220,0,1,1,0,4,0,2,3,2,3,3,4,0,1,1,0,3,0
221,0,4,2,0,4,4,4,4,1,3,4,2,0,2,4,0,2,0
222,3,4,1,1,0,1,2,0,3,2,4,3,1,4,1,4,2,1
223,1,4,2,2,0,4,0,0,4,1,0,2,3,2,1,3,0,1
224,4,4,1,3,0,4,0,0,4,4,4,3,1,0,1,4,0,1
225,4,2,4,2,0,3,0,0,4,4,2,4,4,4,4,3,0,3
226,0,4,0,0,0,1,0,0,0,2,4,4,0,1,0,0,1,0
227,0,1,0,0,4,0,0,0,0,3,2,2,0,4,0,0,3,0
228,0,1,4,0,0,4,0,3,2,2,2,2,0,4,1,0,1,1
229,2,2,2,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1
230,1,3,0,0,0,2,0,0,0,2,1,2,1,1,4,1,1,1
231,0,4,0,0,0,0,0,4,0,1,3,3,0,1,1,0,1,0
232,0,4,0,0,3,4,0,0,0,1,2,1,4,4,1,0,4,0
233,0,0,1,0,2,4,0,0,0,3,2,2,0,0,4,1,3,0
234,4,4,0,1,0,0,0,0,1,4,4,4,2,1,1,0,0,0
235,4,3,0,0,1,1,0,0,1,4,1,1,1,1,4,3,0,4
236,0,2,0,0,2,4,4,0,4,2,2,3,0,1,4,0,3,0
237,1,3,0,1,2,3,1,0,1,4,2,1,4,4,4,4,1,4
238,0,1,0,0,0,0,0,0,1,2,0,3,1,0,1,1,0,1
239,1,1,4,4,1,4,0,0,2,4,1,1,4,1,1,2,1,1
240,0,1,0,0,0,1,0,0,2,2,1,4,3,0,3,1,0,0
241,0,1,4,0,0,4,0,0,4,2,1,3,1,0,2,2,0,3
242,0,1,4,0,1,1,0,0,4,2,2,1,0,2,0,0,3,1
243,0,1,0,0,1,2,0,0,0,1,3,2,1,4,4,0,4,4
245,0,2,0,0,4,4,0,0,0,3,2,3,1,1,1,2,4,4
246,4,4,2,4,0,2,4,4,4,1,1,3,1,4,4,4,0,3
247,0,1,0,0,0,0,0,0,0,2,1,3,1,1,4,0,0,0
248,0,4,1,0,0,1,0,2,1,3,3,2,1,2,4,1,2,0
249,4,2,1,4,0,1,0,0,0,3,1,3,2,1,4,1,0,2
250,1,1,1,2,0,2,0,0,1,1,4,1,1,0,2,3,0,2
251,1,4,3,4,0,1,0,0,1,1,3,2,1,0,3,4,0,2
252,4,4,0,0,0,4,0,0,0,2,4,4,4,0,4,4,0,0
253,1,4,0,4,0,3,0,0,4,3,4,1,1,0,3,2,0,2
254,2,4,0,4,0,1,0,0,0,2,4,4,2,0,4,4,1,4
255,2,1,4,3,0,3,0,1,1,1,1,4,3,1,3,0,4,0
256,3,3,2,4,4,4,0,1,3,4,4,4,1,1,2,2,3,2
257,0,4,4,0,2,0,1,0,4,4,3,4,0,4,1,2,1,3
258,3,3,2,4,0,3,0,0,0,1,4,2,3,0,1,4,0,1
259,0,1,0,0,4,4,0,0,0,3,3,4,0,3,4,0,0,0
260,0,4,4,0,0,0,0,0,4,3,3,2,0,4,4,0,3,0
261,1,3,1,0,0,1,0,0,2,3,1,2,4,0,1,1,3,4
262,0,3,1,0,0,1,4,0,1,2,0,2,3,0,3,4,0,0
263,0,0,4,0,0,0,0,3,0,3,3,1,0,4,2,0,1,1
264,0,0,0,0,0,0,0,0,0,3,2,3,0,3,1,0,4,0
265,4,2,0,0,0,4,0,0,1,1,0,1,1,4,4,4,0,0
266,4,1,3,1,0,4,0,0,0,2,1,1,1,4,2,2,0,4
267,2,4,1,0,0,4,0,0,4,4,0,4,1,0,4,2,0,3
268,4,4,4,0,4,2,4,2,2,3,4,4,1,3,3,4,4,2
269,0,2,0,0,2,4,0,0,1,3,1,1,3,2,4,3,4,0
270,0,1,0,0,2,1,0,4,0,4,2,2,0,2,4,0,2,4
271,4,3,4,4,0,1,0,0,0,4,4,3,3,0,3,1,0,1
272,4,4,1,1,1,0,4,0,2,2,2,2,3,3,4,1,1,4
273,1,1,4,0,0,4,1,2,1,2,1,4,3,3,4,2,0,3
274,0,3,0,0,0,0,0,1,2,2,3,3,0,2,0,0,1,2
275,0,1,4,4,1,1,0,3,1,3,2,3,1,4,2,0,1,2
276,0,2,0,0,4,0,0,0,0,4,2,3,0,4,0,0,4,0
277,0,1,4,4,0,4,0,0,0,1,2,3,3,1,1,4,3,0
278,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,0,1,0
279,4,3,0,0,0,4,0,0,1,3,1,4,4,0,3,4,0,3
280,1,2,0,4,1,4,0,4,1,3,4,4,2,4,2,4,4,1
281,1,1,3,2,3,2,0,0,3,1,1,1,1,1,1,4,1,2
282,3,4,3,3,0,2,0,0,4,2,2,3,2,4,3,2,0,2
283,4,4,1,3,0,1,0,4,4,4,0,2,1,4,2,0,0,0
284,0,1,4,0,2,0,0,0,0,0,4,4,0,2,0,0,1,0
285,0,1,0,0,4,2,0,0,1,4,4,3,4,2,1,2,0,4
286,2,1,1,1,0,1,0,0,0,3,3,2,0,3,4,0,3,0
287,0,1,0,0,1,1,2,4,1,3,3,2,0,2,1,0,4,0
288,0,1,4,0,0,0,0,0,4,3,2,3,3,3,1,0,1,0
289,0,2,0,0,0,4,1,3,1,2,4,3,0,0,1,0,0,0
290,0,4,0,0,3,4,1,1,4,3,2,2,0,1,1,0,4,1
291,0,1,0,0,0,0,0,0,0,3,3,4,0,3,4,0,4,4
292,4,4,1,1,1,3,0,0,0,3,4,3,4,1,2,2,0,4
293,4,4,0,4,4,0,0,0,4,3,1,2,4,1,1,1,4,1
294,1,2,2,2,0,3,4,0,1,4,0,1,4,0,2,1,0,3
295,2,2,1,1,0,2,0,0,4,3,4,1,3,4,1,2,3,3
296,4,1,2,4,0,3,0,0,1,4,1,2,2,1,4,3,0,3
297,4,4,3,2,0,4,0,0,1,1,1,2,4,1,4,1,0,0
298,4,2,1,1,2,3,0,0,4,3,1,3,4,0,3,0,3,2
299,0,2,4,0,4,0,0,0,0,4,1,3,2,0,1,0,0,0
300,0,2,1,0,4,1,1,2,4,4,2,2,0,3,4,0,2,0
301,3,2,0,1,0,4,0,0,0,4,4,2,3,0,4,0,0,1
302,0,3,0,4,0,0,4,0,4,4,1,4,3,1,2,2,4,2
303,0,4,0,0,0,0,0,0,0,3,3,4,1,2,1,0,3,2
304,3,2,0,1,0,3,0,0,1,3,1,2,1,0,1,2,3,1
305,2,1,2,1,1,4,0,1,1,1,1,1,1,1,1,3,4,3
306,4,4,1,2,0,1,4,0,1,1,0,1,4,4,2,3,0,1
307,0,1,1,0,1,1,2,0,3,1,3,1,1,2,2,0,1,2
308,0,4,0,4,4,0,0,0,2,3,1,3,3,0,1,2,4,3
309,0,4,1,1,0,4,0,0,4,1,0,3,2,0,4,2,0,1
310,0,1,0,0,0,1,4,0,1,3,1,1,1,1,1,0,1,0
311,0,1,1,3,0,4,0,0,1,2,1,1,2,1,2,4,0,1
312,0,3,1,0,2,0,0,0,0,2,1,1,0,0,0,0,4,0
313,4,2,3,3,0,1,0,0,2,2,1,4,3,1,1,4,1,4
314,4,3,0,0,0,1,0,0,3,4,0,3,4,0,2,4,0,2
315,3,2,2,2,3,1,1,0,1,2,4,2,3,0,4,2,4,1
316,0,1,1,4,0,1,0,0,3,2,4,4,2,0,1,1,1,1
317,1,4,2,0,3,0,0,0,4,2,1,2,3,1,1,0,4,4
318,0,3,3,0,0,1,0,0,2,2,0,3,2,0,1,1,0,1
319,4,4,0,4,0,1,0,0,1,4,0,2,1,0,1,4,0,4
320,0,2,4,4,0,1,0,0,1,2,3,3,1,4,2,4,0,2
321,1,4,2,1,4,4,0,0,0,1,2,1,3,4,2,1,3,4
322,0,4,2,0,0,0,0,1,4,1,3,3,2,4,2,0,4,3
323,4,4,3,2,0,1,4,4,4,3,2,4,4,3,1,3,1,3
324,1,1,0,1,1,4,2,4,2,1,1,2,2,4,1,1,4,2
325,4,1,1,0,0,1,0,0,1,4,3,2,1,3,4,1,3,2
326,2,3,3,1,4,1,0,4,2,2,2,4,3,4,3,4,3,3
327,2,3,2,3,0,1,0,0,2,2,1,1,3,0,1,1,0,2
328,0,1,1,0,0,4,0,0,1,4,0,1,3,0,3,0,0,4
329,0,4,2,2,0,4,0,0,0,1,3,3,3,4,4,2,1,1
330,0,1,0,0,3,0,0,0,0,2,1,2,0,1,0,0,1,1
331,4,4,0,0,0,1,0,0,0,3,1,1,0,2,2,4,4,0
332,4,3,0,1,0,1,0,0,1,4,2,2,3,4,1,2,2,2
333,0,4,4,0,0,3,4,0,4,3,2,2,3,4,3,2,2,1
334,0,4,1,2,0,2,0,0,0,4,0,3,1,0,3,2,0,2
335,3,2,4,0,0,1,0,0,3,3,3,4,4,0,4,3,1,1
336,0,1,4,0,0,1,0,0,4,1,3,3,0,4,4,0,3,1
337,0,3,4,3,0,3,0,0,4,4,4,3,3,0,4,3,4,2
338,0,4,4,0,0,1,0,1,4,3,4,4,0,3,0,0,1,4
339,0,1,0,0,0,1,0,4,1,2,1,3,0,2,3,0,3,4
340,1,0,1,0,0,4,0,0,0,1,1,2,2,4,3,1,0,4
341,3,4,2,1,0,2,1,0,4,3,0,3,1,0,3,1,0,1
342,0,1,0,0,4,0,0,0,0,4,2,1,0,4,1,0,0,0
343,4,1,2,4,2,3,0,0,4,3,1,4,1,1,3,0,4,2
344,4,2,4,0,0,2,0,0,4,2,1,3,1,1,3,1,0,1
345,0,1,4,0,0,0,0,0,0,2,4,3,4,0,2,4,4,2
346,3,2,4,0,0,1,0,0,0,3,0,4,1,0,1,4,0,2
347,1,3,1,3,0,4,0,3,0,4,2,2,1,2,2,4,2,3
348,0,1,0,0,0,0,0,0,0,3,2,2,0,1,0,0,3,0
349,4,2,1,1,1,4,4,0,4,1,3,1,3,1,1,1,2,4
350,1,3,1,4,0,3,4,0,1,1,2,1,1,1,2,0,2,4
351,0,1,1,0,0,1,0,0,1,1,4,1,1,0,1,0,4,1
352,2,1,0,0,0,1,0,0,0,3,2,3,1,1,3,4,4,0
353,0,4,0,0,0,1,0,0,0,3,3,3,0,2,1,0,0,0
354,0,1,0,0,0,0,0,1,0,3,3,3,0,4,0,0,1,2
355,1,3,1,1,1,0,0,0,0,3,2,3,0,2,4,4,0,4
356,0,4,0,0,0,2,0,0,2,1,1,1,4,4,2,2,0,3
