CUSTNO,금토일,평일,금토일 비율
346,177,337,0.3443579766536965
347,618,541,0.5332182916307161
348,643,1219,0.34532760472610097
349,606,675,0.47306791569086654
350,492,689,0.4165961049957663
351,283,570,0.33177022274325907
352,267,291,0.478494623655914
353,683,347,0.6631067961165048
354,410,593,0.4087736789631107
355,387,427,0.47542997542997545
356,313,220,0.5872420262664165
357,532,551,0.49122807017543857
358,238,202,0.5409090909090909
359,622,738,0.4573529411764706
360,774,1169,0.39835306227483275
361,409,516,0.44216216216216214
362,518,709,0.4221678891605542
363,292,404,0.41954022988505746
364,447,657,0.4048913043478261
365,479,857,0.35853293413173654
366,231,331,0.4110320284697509
367,580,871,0.39972432804962094
368,474,905,0.34372733865119653
369,293,177,0.6234042553191489
370,386,882,0.30441640378548895
371,650,539,0.5466778805719091
372,700,706,0.49786628733997157
373,425,432,0.4959159859976663
374,177,396,0.3089005235602094
375,318,275,0.5362563237774031
376,400,645,0.3827751196172249
377,435,374,0.5377008652657602
378,397,368,0.5189542483660131
379,223,236,0.485838779956427
380,436,697,0.3848190644307149
381,329,155,0.6797520661157025
382,274,313,0.46678023850085176
383,179,196,0.47733333333333333
384,638,659,0.4919043947571318
385,481,666,0.41935483870967744
386,343,437,0.43974358974358974
387,613,841,0.42159559834938104
388,334,316,0.5138461538461538
389,961,1588,0.3770105923891722
390,465,610,0.4325581395348837
391,479,470,0.5047418335089568
392,261,262,0.49904397705544934
393,222,243,0.4774193548387097
394,623,727,0.4614814814814815
395,583,908,0.39101274312541917
396,391,727,0.34973166368515207
397,592,697,0.45927075252133437
398,305,485,0.3860759493670886
399,245,153,0.6155778894472361
400,447,624,0.4173669467787115
401,284,150,0.6543778801843319
402,282,267,0.5136612021857924
403,467,484,0.491062039957939
404,283,564,0.33412042502951594
405,316,254,0.5543859649122806
406,542,639,0.45893310753598643
407,331,116,0.7404921700223713
408,225,223,0.5022321428571429
409,290,294,0.4965753424657534
410,217,326,0.3996316758747698
411,523,320,0.6204033214709371
412,500,723,0.4088307440719542
413,426,660,0.39226519337016574
414,304,307,0.49754500818330605
415,770,1268,0.3778213935230618
416,389,174,0.6909413854351687
417,206,237,0.4650112866817156
418,502,895,0.3593414459556192
419,215,291,0.424901185770751
420,513,316,0.6188178528347407
421,1415,1516,0.48277038553394747
422,162,315,0.33962264150943394
423,285,394,0.41973490427098675
424,497,683,0.4211864406779661
425,555,343,0.6180400890868597
426,285,431,0.39804469273743015
427,303,181,0.6260330578512396
428,413,725,0.36291739894551844
429,286,536,0.34793187347931875
430,296,328,0.47435897435897434
431,272,258,0.5132075471698113
432,565,169,0.7697547683923706
433,385,285,0.5746268656716418
434,578,1205,0.32417274256870443
435,293,251,0.5386029411764706
436,279,353,0.44145569620253167
437,456,712,0.3904109589041096
438,338,240,0.5847750865051903
439,728,920,0.441747572815534
440,374,227,0.6222961730449251
441,361,284,0.5596899224806201
442,198,2945,0.06299713649379574
443,255,208,0.550755939524838
444,400,612,0.3952569169960474
445,206,299,0.4079207920792079
446,556,1230,0.3113101903695409
447,238,370,0.39144736842105265
448,250,279,0.4725897920604915
449,599,755,0.4423929098966027
450,423,495,0.46078431372549017
451,1016,351,0.7432333577176299
452,649,1626,0.28527472527472525
453,340,444,0.4336734693877551
454,366,578,0.3877118644067797
455,314,478,0.39646464646464646
456,949,1339,0.4147727272727273
457,1775,2146,0.45269064014282073
458,422,733,0.36536796536796534
459,1121,154,0.8792156862745099
461,316,355,0.47093889716840537
462,339,440,0.43517329910141206
463,449,260,0.6332863187588152
464,639,940,0.4046865104496517
465,634,629,0.5019794140934284
466,322,437,0.42424242424242425
467,504,724,0.41042345276872966
468,338,991,0.254326561324304
469,199,430,0.3163751987281399
470,453,760,0.3734542456718879
471,453,172,0.7248
472,417,627,0.3994252873563218
473,472,663,0.41585903083700443
474,779,1129,0.4082809224318658
475,486,503,0.4914054600606673
476,868,1215,0.4167066730676908
477,265,307,0.4632867132867133
478,267,546,0.3284132841328413
479,369,762,0.32625994694960214
480,672,109,0.8604353393085787
481,359,385,0.4825268817204301
482,442,516,0.4613778705636743
483,176,265,0.39909297052154197
484,249,269,0.4806949806949807
485,352,188,0.6518518518518519
486,554,292,0.6548463356973995
487,558,919,0.3777928232904536
488,835,1290,0.39294117647058824
489,517,628,0.451528384279476
490,318,471,0.40304182509505704
491,497,823,0.3765151515151515
492,306,379,0.4467153284671533
493,683,943,0.4200492004920049
494,378,364,0.5094339622641509
495,395,578,0.40596094552929085
496,390,789,0.33078880407124683
497,802,858,0.4831325301204819
498,347,608,0.3633507853403141
499,262,402,0.39457831325301207
500,802,801,0.5003119151590767
501,249,153,0.6194029850746269
502,833,968,0.4625208217656857
503,1250,1843,0.40413837698027805
504,367,299,0.551051051051051
505,851,596,0.5881133379405666
506,335,436,0.4345006485084306
507,370,455,0.4484848484848485
508,339,321,0.5136363636363637
509,353,331,0.5160818713450293
510,373,513,0.42099322799097066
511,451,689,0.3956140350877193
512,454,569,0.44379276637341153
513,137,307,0.30855855855855857
514,560,504,0.5263157894736842
515,241,465,0.3413597733711048
516,593,1037,0.3638036809815951
517,345,385,0.4726027397260274
518,508,580,0.46691176470588236
519,302,362,0.45481927710843373
520,448,157,0.740495867768595
521,773,936,0.4523112931538912
522,430,722,0.3732638888888889
523,464,1464,0.24066390041493776
524,597,1109,0.3499413833528722
525,477,439,0.5207423580786026
526,754,755,0.49966865473823724
527,659,836,0.4408026755852843
528,159,291,0.35333333333333333
529,560,671,0.45491470349309504
530,374,195,0.6572934973637962
531,236,327,0.4191829484902309
532,243,198,0.5510204081632653
533,644,539,0.5443786982248521
534,217,286,0.43141153081510936
535,276,236,0.5390625
536,177,495,0.26339285714285715
537,409,949,0.3011782032400589
538,281,400,0.41262848751835535
539,383,523,0.4227373068432671
540,350,670,0.3431372549019608
541,548,1143,0.32406859846244823
542,489,167,0.7454268292682927
543,352,470,0.4282238442822384
544,450,266,0.6284916201117319
545,185,233,0.44258373205741625
546,268,175,0.6049661399548533
547,544,725,0.42868400315208827
548,499,438,0.5325506937033084
549,383,246,0.6089030206677265
550,314,509,0.38153098420413123
551,706,842,0.4560723514211886
552,284,392,0.42011834319526625
553,253,465,0.35236768802228413
554,253,290,0.46593001841620624
555,322,553,0.368
556,778,616,0.5581061692969871
557,503,1004,0.33377571333775713
558,277,306,0.4751286449399657
559,859,79,0.9157782515991472
560,241,166,0.5921375921375921
561,529,713,0.42592592592592593
562,295,268,0.5239786856127886
563,563,1335,0.2966280295047418
564,343,621,0.3558091286307054
565,265,299,0.4698581560283688
566,250,277,0.47438330170777987
567,417,603,0.4088235294117647
568,229,516,0.3073825503355705
569,412,524,0.44017094017094016
570,408,457,0.47167630057803467
571,309,348,0.4703196347031963
572,299,328,0.4768740031897927
573,795,986,0.446378439079169
574,610,662,0.47955974842767296
575,394,452,0.4657210401891253
576,382,456,0.45584725536992843
577,361,398,0.4756258234519104
578,1115,599,0.6505250875145857
579,116,336,0.25663716814159293
580,371,424,0.4666666666666667
581,385,536,0.4180238870792617
582,304,239,0.5598526703499079
583,279,662,0.2964930924548353
584,410,269,0.6038291605301914
585,369,451,0.45
586,274,295,0.48154657293497366
587,319,272,0.5397631133671743
588,966,1210,0.44393382352941174
589,327,254,0.5628227194492255
590,347,535,0.3934240362811791
591,458,827,0.35642023346303503
592,307,541,0.36202830188679247
593,248,152,0.62
594,343,139,0.7116182572614108
595,193,119,0.6185897435897436
596,472,657,0.41806908768821965
597,433,317,0.5773333333333334
598,413,417,0.4975903614457831
599,458,486,0.4851694915254237
600,940,1048,0.47283702213279677
601,217,328,0.3981651376146789
602,239,192,0.5545243619489559
603,275,357,0.435126582278481
604,278,309,0.4735945485519591
605,372,516,0.4189189189189189
606,195,348,0.35911602209944754
607,383,603,0.38843813387423937
608,518,854,0.37755102040816324
609,219,431,0.33692307692307694
610,180,447,0.28708133971291866
611,516,130,0.7987616099071208
612,302,329,0.4786053882725832
613,549,812,0.4033798677443057
614,219,288,0.4319526627218935
615,288,361,0.4437596302003082
616,530,587,0.4744852282900627
617,422,461,0.47791619479048697
618,492,521,0.4856860809476802
619,665,1251,0.34707724425887265
620,343,136,0.7160751565762005
621,372,409,0.47631241997439183
622,360,298,0.547112462006079
623,460,932,0.33045977011494254
624,458,739,0.38262322472848787
625,216,499,0.3020979020979021
626,432,647,0.40037071362372567
627,236,305,0.43622920517560076
628,1187,1199,0.4974853310980721
629,650,738,0.46829971181556196
630,407,330,0.5522388059701493
631,288,280,0.5070422535211268
632,365,302,0.5472263868065967
633,876,696,0.5572519083969466
634,222,248,0.4723404255319149
635,465,212,0.6868537666174298
636,299,299,0.5
637,625,539,0.5369415807560137
638,290,392,0.4252199413489736
639,777,1434,0.3514246947082768
640,436,286,0.6038781163434903
641,323,333,0.4923780487804878
642,534,397,0.5735767991407089
643,254,311,0.4495575221238938
644,496,837,0.37209302325581395
645,606,494,0.5509090909090909
646,782,1256,0.3837095191364082
647,813,1348,0.3762147154095326
648,279,264,0.5138121546961326
649,85,349,0.195852534562212
650,304,293,0.509212730318258
651,285,114,0.7142857142857143
652,349,190,0.647495361781076
653,377,595,0.38786008230452673
654,382,641,0.3734115347018573
655,666,889,0.4282958199356913
656,297,140,0.6796338672768879
657,375,254,0.5961844197138315
658,791,611,0.5641940085592011
659,421,445,0.48614318706697457
660,742,1275,0.36787307882994547
661,509,216,0.7020689655172414
662,414,560,0.42505133470225875
663,369,561,0.3967741935483871
664,212,327,0.39332096474953615
665,816,1060,0.4349680170575693
666,495,708,0.4114713216957606
667,406,398,0.5049751243781094
668,489,720,0.4044665012406948
669,432,248,0.6352941176470588
670,579,749,0.43599397590361444
671,345,1182,0.22593320235756384
672,296,231,0.5616698292220114
673,252,368,0.4064516129032258
674,236,130,0.644808743169399
675,513,791,0.3934049079754601
676,360,325,0.5255474452554745
677,372,1036,0.26420454545454547
678,518,629,0.45161290322580644
679,672,1275,0.34514637904468415
680,757,911,0.4538369304556355
681,299,196,0.604040404040404
682,475,978,0.3269098417068135
683,466,682,0.4059233449477352
684,318,277,0.534453781512605
685,825,1402,0.370453524921419
686,331,382,0.4642356241234222
687,210,451,0.3177004538577912
688,298,356,0.45565749235474007
689,298,137,0.6850574712643678
690,416,434,0.4894117647058824
691,288,402,0.41739130434782606
692,633,750,0.45770065075921906
693,668,494,0.5748709122203098
694,492,382,0.562929061784897
695,259,267,0.4923954372623574
696,228,224,0.504424778761062
697,278,113,0.710997442455243
698,276,217,0.5598377281947262
699,695,833,0.4548429319371728
700,801,1009,0.4425414364640884
701,846,1179,0.4177777777777778
702,240,521,0.31537450722733246
703,263,213,0.5525210084033614
704,445,303,0.5949197860962567
705,683,578,0.5416336241078509
706,345,423,0.44921875
707,324,434,0.42744063324538256
708,566,358,0.6125541125541125
709,525,914,0.3648366921473245
710,406,749,0.3515151515151515
711,252,238,0.5142857142857142
712,314,676,0.31717171717171716
713,316,320,0.4968553459119497
714,204,369,0.35602094240837695
715,271,292,0.48134991119005327
716,692,943,0.42324159021406726
717,241,126,0.6566757493188011
718,225,336,0.40106951871657753
719,591,1084,0.3528358208955224
720,654,746,0.46714285714285714
721,255,783,0.24566473988439305
722,559,561,0.49910714285714286
723,444,472,0.4847161572052402
724,263,336,0.43906510851419034
725,690,1158,0.37337662337662336
726,236,272,0.4645669291338583
727,254,669,0.27518959913326113
728,348,171,0.6705202312138728
729,401,504,0.4430939226519337
730,571,1520,0.2730750836920134
731,356,810,0.3053173241852487
732,311,228,0.5769944341372912
733,668,1022,0.3952662721893491
734,252,625,0.28734321550741165
735,320,332,0.49079754601226994
736,190,416,0.31353135313531355
737,520,765,0.4046692607003891
738,275,456,0.3761969904240766
739,270,398,0.4041916167664671
740,508,1190,0.29917550058892817
741,546,731,0.42756460454189504
742,296,613,0.3256325632563256
743,446,485,0.4790547798066595
744,537,594,0.47480106100795755
745,515,514,0.500485908649174
746,225,317,0.4151291512915129
747,515,693,0.42632450331125826
748,424,305,0.5816186556927297
749,800,1414,0.36133694670280037
750,349,260,0.5730706075533661
751,479,510,0.48432760364004046
752,232,212,0.5225225225225225
753,618,645,0.48931116389548696
754,215,241,0.47149122807017546
755,743,1033,0.41835585585585583
756,524,732,0.4171974522292994
757,290,267,0.5206463195691203
758,558,377,0.5967914438502674
759,711,808,0.46807109940750496
760,512,814,0.3861236802413273
761,680,859,0.44184535412605586
762,823,1156,0.415866599292572
763,345,325,0.5149253731343284
764,418,644,0.3935969868173258
765,266,178,0.5990990990990991
766,665,1258,0.3458138325533021
767,400,564,0.4149377593360996
768,442,170,0.7222222222222222
769,538,999,0.35003253090435915
770,217,443,0.3287878787878788
771,394,362,0.5211640211640212
772,255,377,0.40348101265822783
773,453,343,0.5690954773869347
774,513,315,0.6195652173913043
775,258,842,0.23454545454545456
776,456,1328,0.2556053811659193
777,272,437,0.383638928067701
778,1403,1105,0.5594098883572568
779,901,1345,0.40115761353517365
780,663,973,0.40525672371638144
781,455,348,0.5666251556662516
782,532,412,0.5635593220338984
783,181,214,0.4582278481012658
784,411,115,0.7813688212927756
785,210,484,0.3025936599423631
786,217,135,0.6164772727272727
787,308,309,0.4991896272285251
788,816,1227,0.39941262848751835
789,200,212,0.4854368932038835
790,377,515,0.4226457399103139
791,556,1004,0.3564102564102564
792,337,78,0.8120481927710843
793,515,930,0.356401384083045
794,245,173,0.5861244019138756
795,323,696,0.3169774288518155
796,684,1410,0.32664756446991405
797,544,727,0.42800944138473646
798,329,692,0.32223310479921646
799,474,337,0.5844636251541308
800,583,368,0.6130389064143007
801,467,406,0.5349369988545246
802,510,455,0.5284974093264249
803,167,201,0.453804347826087
804,382,508,0.42921348314606744
805,302,922,0.24673202614379086
806,255,324,0.44041450777202074
807,233,488,0.3231622746185853
808,348,880,0.28338762214983715
809,607,1672,0.2663448881088197
810,297,209,0.5869565217391305
811,348,351,0.4978540772532189
812,396,151,0.7239488117001828
813,954,1521,0.38545454545454544
814,293,350,0.4556765163297045
815,220,299,0.4238921001926782
816,364,873,0.2942603071948262
817,334,225,0.5974955277280859
818,567,718,0.4412451361867704
819,284,275,0.5080500894454383
820,689,668,0.5077376565954311
821,838,1086,0.43555093555093555
822,384,547,0.41245972073039744
823,509,567,0.47304832713754646
824,593,972,0.37891373801916933
825,157,331,0.32172131147540983
826,360,572,0.38626609442060084
827,343,399,0.46226415094339623
828,242,243,0.49896907216494846
829,390,648,0.37572254335260113
830,546,720,0.4312796208530806
831,253,1002,0.20159362549800797
832,712,91,0.8866749688667497
833,484,825,0.3697478991596639
834,611,699,0.466412213740458
835,932,812,0.5344036697247706
836,358,606,0.37136929460580914
837,472,812,0.367601246105919
838,493,455,0.520042194092827
839,558,1517,0.2689156626506024
840,133,218,0.3789173789173789
841,427,124,0.7749546279491834
842,247,368,0.4016260162601626
843,438,926,0.32111436950146627
844,488,258,0.6541554959785523
845,594,121,0.8307692307692308
846,448,329,0.5765765765765766
847,399,416,0.48957055214723927
848,200,244,0.45045045045045046
849,591,603,0.4949748743718593
850,597,455,0.5674904942965779
851,158,388,0.2893772893772894
852,395,783,0.33531409168081494
853,186,281,0.39828693790149894
854,635,924,0.40731237973059653
855,257,540,0.3224592220828105
856,379,382,0.4980289093298292
857,360,205,0.6371681415929203
858,428,340,0.5572916666666666
859,679,551,0.5520325203252032
860,1363,559,0.7091571279916753
861,431,233,0.6490963855421686
862,375,811,0.31618887015177066
863,328,506,0.3932853717026379
864,449,1005,0.30880330123796423
865,470,455,0.5081081081081081
866,221,367,0.3758503401360544
867,495,798,0.382830626450116
868,237,394,0.375594294770206
869,279,284,0.4955595026642984
870,220,249,0.4690831556503198
871,611,678,0.474010861132661
872,497,349,0.5874704491725768
873,365,575,0.3882978723404255
874,571,490,0.5381715362865221
875,671,924,0.4206896551724138
876,658,1121,0.3698707138842046
877,472,1061,0.30789302022178733
878,555,533,0.5101102941176471
879,993,1530,0.3935790725326992
880,445,803,0.35657051282051283
881,466,656,0.41532976827094475
882,324,458,0.4143222506393862
883,381,95,0.8004201680672269
884,344,630,0.3531827515400411
885,460,315,0.5935483870967742
886,336,564,0.37333333333333335
887,461,438,0.5127919911012235
888,592,1375,0.30096593797661414
889,675,723,0.48283261802575106
890,351,161,0.685546875
891,1474,2391,0.3813712807244502
892,484,510,0.4869215291750503
893,476,751,0.38793806030969846
894,431,331,0.5656167979002624
895,442,282,0.6104972375690608
896,410,566,0.42008196721311475
897,519,391,0.5703296703296703
898,516,543,0.48725212464589235
899,288,430,0.4011142061281337
900,466,906,0.3396501457725947
901,536,632,0.4589041095890411
902,507,635,0.44395796847635727
903,969,1354,0.41713301764959104
904,340,165,0.6732673267326733
906,512,585,0.4667274384685506
907,400,359,0.5270092226613966
908,200,231,0.46403712296983757
909,788,1133,0.41020301926080166
910,364,366,0.4986301369863014
911,528,455,0.5371312309257376
912,287,196,0.5942028985507246
913,526,345,0.6039035591274398
914,508,578,0.4677716390423573
915,300,390,0.43478260869565216
916,263,250,0.5126705653021443
917,436,764,0.36333333333333334
918,264,682,0.27906976744186046
919,309,249,0.553763440860215
920,495,549,0.47413793103448276
921,252,330,0.4329896907216495
922,815,1271,0.39069990412272293
923,206,379,0.35213675213675216
924,330,134,0.7112068965517241
925,398,399,0.4993726474278545
926,585,915,0.39
927,340,370,0.4788732394366197
928,984,1519,0.3931282461046744
929,416,202,0.6731391585760518
930,331,669,0.331
931,265,191,0.581140350877193
932,272,308,0.4689655172413793
933,722,787,0.4784625579854208
934,718,922,0.4378048780487805
935,328,205,0.6153846153846154
936,454,216,0.6776119402985075
937,213,495,0.3008474576271186
938,393,435,0.4746376811594203
