,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
133,7,3,7,4,7,3,7,6,7,2,4,3,4,4,3,4,3,7
134,1,4,2,7,7,2,7,1,3,2,3,4,3,4,3,2,6,2
135,7,3,7,7,7,7,7,7,7,2,5,3,4,7,4,7,7,4
136,7,3,6,3,7,3,7,7,1,4,5,5,4,7,3,5,7,2
137,2,3,6,3,7,4,7,6,2,3,3,3,3,3,3,3,6,6
138,4,4,6,3,5,1,7,6,6,4,4,4,3,4,3,3,6,7
139,2,2,4,7,6,6,7,7,6,3,3,3,3,3,4,7,3,6
140,2,3,6,3,7,7,7,7,7,2,5,3,2,7,3,3,7,3
141,7,2,7,7,2,7,6,7,7,5,2,3,7,6,7,7,3,7
143,7,3,6,7,1,7,7,3,4,4,3,3,7,3,6,7,2,6
144,7,1,7,7,1,7,7,7,7,2,2,3,7,4,6,7,1,7
145,4,3,1,2,7,3,7,7,6,3,5,5,4,5,4,3,6,2
146,2,1,2,7,7,3,7,7,6,5,7,5,3,7,3,3,7,5
147,2,3,3,3,4,3,7,3,6,2,3,3,3,3,3,4,5,2
148,7,6,7,7,7,7,7,7,7,2,2,2,7,6,7,7,3,7
149,5,4,6,7,7,6,7,7,6,2,4,3,4,6,3,3,6,4
150,6,4,1,6,5,7,7,2,7,6,2,2,4,3,5,7,2,6
151,7,3,3,3,7,2,6,7,4,1,4,3,4,5,3,4,3,7
152,6,3,3,3,7,3,7,7,7,3,4,4,4,7,2,3,6,3
153,7,2,7,1,7,3,7,7,6,1,4,2,4,7,4,7,7,7
154,7,6,7,7,7,6,7,7,7,5,5,3,4,7,6,6,6,6
155,3,1,5,7,7,5,7,7,7,2,6,3,2,6,1,3,7,7
156,1,3,4,6,7,3,7,7,3,3,4,4,3,6,2,5,7,2
157,7,2,2,5,7,5,7,7,7,3,4,3,3,6,4,5,6,6
158,7,5,7,7,7,7,7,7,3,3,3,3,4,1,6,7,7,7
159,3,3,6,6,7,3,3,6,1,4,5,5,2,4,2,3,6,3
160,6,2,1,7,4,4,7,7,1,2,3,3,3,4,5,6,3,5
161,2,2,2,3,7,3,7,7,2,3,5,4,1,7,3,2,7,4
162,3,2,2,3,6,3,7,6,3,2,4,4,1,6,3,2,6,3
163,7,5,7,7,6,7,7,7,6,2,2,2,7,4,6,7,3,7
164,3,7,6,2,6,3,7,6,6,3,4,3,3,5,3,4,4,4
165,6,5,2,4,7,2,7,7,6,5,5,5,3,5,2,1,7,6
166,5,3,3,7,6,3,3,3,2,3,4,4,4,4,3,3,4,3
167,3,3,3,7,7,7,7,7,7,3,3,4,3,6,3,3,7,3
168,7,3,4,2,3,3,3,7,3,3,4,4,2,3,4,3,3,5
169,7,5,6,7,7,7,7,6,7,3,3,4,6,3,2,7,6,7
170,7,7,7,7,6,7,7,4,7,3,3,3,5,3,7,7,2,5
171,7,3,7,7,6,2,7,7,7,2,4,3,4,4,3,3,7,3
172,7,3,7,1,7,5,7,7,7,1,4,3,4,4,4,7,3,6
173,6,5,7,6,5,6,7,6,6,3,2,2,6,2,1,1,4,3
175,3,3,7,7,1,6,7,4,6,1,2,3,7,2,6,7,1,6
176,7,1,6,7,4,7,7,7,4,4,2,2,2,1,6,7,3,7
177,7,2,1,3,7,5,7,7,7,4,5,5,1,5,3,3,7,3
178,7,6,5,7,7,3,6,7,7,3,2,2,7,3,5,7,3,2
179,4,1,4,3,7,5,6,6,4,1,4,3,1,4,2,3,6,3
180,3,3,7,7,7,2,7,7,7,3,7,4,2,7,6,6,7,7
181,6,3,4,3,6,3,7,7,3,3,4,3,2,7,1,3,7,1
182,7,3,6,2,7,4,7,6,7,1,4,3,2,4,4,4,4,2
183,7,4,7,7,7,7,6,4,4,1,2,2,7,3,6,6,3,6
184,1,3,3,7,7,3,4,6,3,3,4,5,3,1,3,3,7,2
185,7,4,2,7,3,7,7,7,7,3,3,2,7,2,7,7,3,3
186,1,4,7,6,6,3,7,7,5,2,4,4,4,3,4,3,3,3
187,7,3,3,7,7,3,7,7,7,4,4,3,3,6,2,2,6,1
188,7,4,6,7,4,7,7,5,7,3,2,1,7,7,5,7,1,7
189,2,3,5,3,7,3,7,7,3,1,4,3,1,3,4,3,7,2
190,6,2,5,7,7,3,7,7,6,2,7,3,2,7,3,3,7,3
191,3,3,3,3,7,3,7,7,6,4,7,5,2,4,2,3,7,2
192,3,3,5,6,7,7,7,6,7,2,3,1,2,3,4,7,6,3
193,7,4,7,7,4,7,7,4,7,3,3,3,7,3,7,7,3,7
194,7,2,3,7,6,7,7,7,7,3,3,2,5,1,3,7,5,7
195,7,5,7,7,5,6,7,7,7,4,3,3,7,2,7,7,4,6
196,6,1,3,6,6,3,7,4,6,2,3,3,3,4,3,3,4,3
197,5,3,2,2,3,2,7,6,2,3,4,4,2,3,2,2,3,3
198,7,3,7,3,7,3,6,6,7,3,3,3,4,4,3,3,4,3
199,6,5,7,6,6,3,6,2,7,4,3,1,7,3,3,7,4,7
200,7,3,7,7,7,6,7,7,7,4,2,3,3,5,4,5,3,1
201,1,1,3,3,7,2,7,7,1,2,4,4,1,6,2,1,6,4
202,3,1,2,3,7,3,7,7,3,3,2,3,1,3,2,3,4,3
203,7,5,7,7,7,7,7,4,7,3,3,3,7,2,7,7,3,7
204,7,5,2,7,4,4,7,7,3,3,2,2,5,3,1,7,3,7
205,7,6,6,7,6,7,7,7,7,2,3,2,4,3,3,1,2,7
206,6,4,7,7,6,3,7,4,6,2,3,3,6,3,3,3,3,6
207,7,4,7,7,5,7,7,6,7,5,3,3,7,3,7,7,3,6
208,2,4,1,2,7,1,7,7,6,3,5,5,2,4,2,1,7,7
209,6,2,5,5,7,5,7,7,5,3,4,3,3,3,2,6,7,1
210,7,4,7,7,6,7,7,3,7,3,3,1,7,4,5,6,3,4
211,2,3,7,7,7,7,7,7,3,3,5,3,4,7,3,7,6,7
212,1,4,6,7,7,6,7,7,6,1,1,2,7,7,4,7,5,7
213,7,2,3,3,2,6,7,4,3,1,1,1,4,3,4,5,1,2
214,7,3,7,3,7,6,6,7,1,1,3,3,4,7,4,4,2,3
215,7,2,2,6,3,5,7,3,6,3,3,2,4,3,3,5,3,3
216,7,5,6,7,6,7,7,7,7,3,3,2,7,3,6,5,4,7
217,7,3,7,7,5,3,7,4,3,3,5,4,6,7,5,4,6,1
218,2,3,2,3,7,2,3,7,3,3,5,5,1,1,3,2,7,4
219,6,4,4,7,6,2,4,3,4,2,3,2,3,4,2,6,3,7
220,7,3,7,7,3,7,2,3,3,2,3,3,7,2,7,7,2,2
221,7,4,4,7,2,7,7,3,4,3,3,3,6,2,4,7,4,6
222,4,1,2,6,7,3,4,7,3,3,3,3,2,4,3,3,3,4
223,3,4,2,3,7,1,7,7,1,3,7,4,3,7,4,3,7,3
224,4,6,3,4,7,3,7,6,3,5,5,5,3,6,2,4,7,7
225,3,3,3,2,7,1,7,6,7,4,4,5,2,6,4,2,7,2
226,7,6,7,7,6,6,7,7,6,6,3,3,6,4,1,3,2,3
227,7,2,7,7,3,7,7,7,7,3,2,2,7,4,7,7,4,7
228,7,5,7,7,4,7,6,3,7,2,3,3,7,3,7,7,3,7
229,4,2,2,3,7,7,7,7,7,3,7,4,2,7,4,1,7,3
230,7,1,4,7,7,3,7,7,6,1,6,4,7,7,3,3,7,4
231,7,6,7,7,7,7,7,7,7,4,2,1,7,3,1,7,5,7
232,7,4,7,7,2,7,7,7,7,5,1,3,7,7,7,7,6,7
233,7,7,7,6,7,7,7,7,7,3,3,2,3,5,3,5,4,7
234,3,3,4,7,7,7,7,3,1,3,4,2,4,6,3,2,6,3
235,4,3,4,7,1,7,7,7,4,3,4,4,3,7,3,3,6,6
236,7,3,7,7,7,7,7,7,7,4,3,3,7,6,7,7,6,7
237,3,2,3,4,6,6,3,7,3,4,4,3,1,3,4,5,3,3
238,6,3,6,7,5,6,7,7,7,2,6,4,4,6,4,7,7,3
239,3,1,3,2,7,4,7,7,3,2,6,4,3,6,3,3,7,3
240,7,3,1,7,7,6,7,7,6,3,7,4,3,7,4,7,7,7
241,6,2,2,4,7,5,7,7,1,2,6,4,4,7,1,2,7,2
242,7,2,6,7,1,5,7,6,4,3,3,2,7,2,4,7,2,3
243,7,7,7,7,3,7,7,7,3,4,3,3,7,3,1,7,7,7
245,7,1,3,7,5,5,7,7,7,1,3,3,3,7,3,4,3,2
246,3,2,3,2,6,3,7,7,3,3,4,4,3,6,3,7,6,2
247,6,1,7,7,7,7,7,7,7,1,4,3,2,4,3,7,6,7
248,7,3,7,7,6,3,7,6,2,2,3,3,3,3,3,4,2,3
249,2,3,1,3,7,3,7,7,7,3,5,4,3,6,3,3,7,4
250,5,2,3,2,7,2,7,7,3,3,4,4,1,4,3,3,6,2
251,7,3,1,6,7,3,7,7,3,4,5,4,2,6,2,3,7,6
252,7,3,1,3,7,1,7,7,6,4,5,3,3,7,4,4,5,6
253,3,4,3,3,7,3,7,7,3,4,6,5,3,7,3,3,7,2
254,2,1,7,6,7,6,7,7,7,3,6,3,2,6,3,3,6,5
255,1,4,6,3,6,4,7,6,3,3,4,4,2,7,3,7,7,7
256,2,2,6,4,6,3,7,7,2,3,4,4,2,5,3,2,3,2
257,7,4,6,7,3,1,7,6,5,1,3,2,6,2,4,7,3,6
258,2,3,7,3,7,7,7,7,7,5,4,4,1,7,2,6,6,5
259,6,5,4,7,7,6,7,3,7,2,1,1,7,3,4,7,5,7
260,7,4,7,7,7,7,7,7,7,2,3,3,7,3,1,6,5,7
261,7,3,3,7,7,4,7,7,4,2,6,4,4,6,3,7,7,5
262,7,2,1,7,7,1,7,6,2,1,4,2,4,7,3,1,7,7
263,7,6,7,7,6,7,6,3,3,4,3,3,7,3,7,7,3,6
264,7,3,7,7,4,7,7,7,7,1,1,2,6,3,4,7,3,6
265,1,3,3,3,7,1,7,7,3,5,5,5,1,7,1,7,6,1
266,4,2,3,6,7,6,7,7,7,2,4,3,3,7,3,3,7,2
267,4,4,3,7,6,3,7,6,3,3,4,4,4,5,2,3,6,2
268,4,1,2,6,7,3,3,3,3,3,3,3,4,1,2,3,6,2
269,6,1,2,6,2,1,7,7,3,1,1,1,3,4,3,7,2,6
270,7,3,7,7,3,7,6,3,2,4,3,3,7,2,6,7,4,6
271,1,4,6,7,7,4,7,7,7,3,6,5,4,6,3,3,7,3
272,7,5,3,6,2,3,3,5,6,3,3,3,4,3,4,4,2,3
273,2,3,2,7,6,3,7,2,1,2,4,3,3,1,2,2,7,2
274,7,4,7,7,6,7,7,4,3,3,2,2,7,3,7,7,4,1
275,6,3,5,7,3,5,7,3,3,1,2,1,3,3,3,4,2,4
276,7,1,2,7,3,7,7,7,7,3,1,2,3,7,5,4,4,1
277,6,4,4,2,7,2,7,7,6,3,3,3,3,7,3,3,3,4
278,7,7,7,7,3,7,7,7,7,5,1,2,7,7,7,7,1,7
279,2,3,4,6,7,7,7,7,4,3,6,4,3,7,4,2,7,4
280,5,3,2,3,7,3,7,7,7,3,5,3,2,6,2,3,7,4
281,3,3,3,3,5,3,6,7,4,2,3,3,4,6,4,6,2,3
282,1,3,2,4,7,6,7,7,7,3,6,4,1,3,2,3,7,6
283,4,5,4,3,7,3,7,7,4,4,7,3,3,7,2,7,7,1
284,7,5,7,7,1,7,7,4,7,5,4,5,7,5,7,7,7,7
285,7,3,7,7,3,6,7,6,3,4,3,3,6,3,4,7,7,5
286,6,3,4,4,7,6,7,1,7,3,4,3,3,4,4,5,4,6
287,7,7,7,7,6,5,3,5,3,3,3,3,7,3,6,7,3,7
288,7,6,7,7,7,7,7,1,1,1,2,1,4,3,5,7,2,6
289,7,3,6,7,7,7,2,4,2,1,5,4,1,6,4,7,7,7
290,7,5,6,7,3,7,3,3,3,4,3,3,7,3,6,7,1,3
291,7,4,7,7,6,7,7,4,7,3,3,3,6,2,7,7,4,1
292,5,1,1,4,7,2,7,7,4,1,7,2,1,5,2,4,6,5
293,7,5,6,7,6,6,7,6,7,3,4,4,3,5,3,7,3,2
294,3,6,2,5,6,2,7,7,2,5,4,5,2,7,3,4,6,3
295,3,3,3,3,7,4,7,7,7,3,4,3,2,6,3,2,1,1
296,1,2,1,1,7,2,7,7,3,1,4,1,3,7,2,2,7,2
297,7,3,4,4,4,6,7,7,3,3,4,4,3,5,3,2,3,7
298,2,2,4,6,3,3,7,7,6,3,4,4,2,6,2,2,4,4
299,7,3,7,7,7,2,7,7,7,3,4,3,3,6,4,6,7,3
300,7,3,7,6,3,5,7,1,2,2,3,3,7,1,7,7,2,7
301,3,3,1,6,7,2,7,7,7,3,6,3,3,6,3,7,6,4
302,1,2,3,7,6,7,7,7,3,3,4,4,1,7,3,2,5,3
303,7,4,6,1,7,6,7,7,7,1,3,2,4,3,4,2,2,6
304,2,4,6,4,7,4,7,7,7,3,5,5,7,7,5,3,3,6
305,3,4,2,3,3,1,7,7,2,3,3,4,4,6,1,2,3,1
306,7,2,4,3,7,5,7,6,2,3,6,5,3,7,3,4,7,7
307,3,4,3,7,7,3,3,7,3,2,4,4,3,4,4,3,4,1
308,6,3,5,3,7,6,7,7,3,3,4,4,5,7,4,3,7,3
309,6,3,3,7,7,4,6,7,4,1,6,4,3,7,4,3,7,3
310,7,3,3,7,7,1,5,6,7,2,3,2,1,4,3,7,3,1
311,2,2,1,7,7,4,7,7,2,1,4,4,1,7,4,2,7,1
312,7,3,6,7,3,2,7,6,7,5,1,4,7,7,7,7,5,7
313,3,2,5,3,3,4,7,3,3,2,3,3,3,4,3,4,3,3
314,3,3,3,7,7,7,7,7,2,2,4,4,3,7,2,6,7,3
315,2,2,2,3,6,2,6,5,1,3,4,3,2,7,2,2,4,2
316,2,5,6,3,7,1,7,3,2,3,4,3,3,5,4,3,3,5
317,7,2,5,7,3,6,6,7,6,1,3,2,5,4,3,4,2,2
318,6,3,2,7,7,7,6,7,3,3,6,4,4,7,4,3,7,2
319,4,6,5,4,7,5,7,7,3,4,7,4,3,7,2,1,7,4
320,6,2,4,7,7,4,7,6,3,3,4,3,4,3,1,5,6,5
321,1,1,3,5,7,3,7,7,7,2,3,3,2,3,1,3,2,3
322,7,4,7,6,7,6,7,3,4,2,3,2,5,3,3,2,3,1
323,3,4,3,2,7,3,6,4,2,4,4,4,2,3,3,7,3,4
324,2,2,6,3,4,2,3,4,2,3,3,3,1,4,2,2,3,2
325,3,3,7,7,7,3,7,7,6,4,4,4,3,4,4,3,1,5
326,3,4,5,1,7,2,7,3,2,3,3,3,2,4,2,1,3,3
327,6,3,3,2,7,2,6,7,2,4,5,5,2,6,3,2,7,4
328,1,3,3,4,7,3,7,7,3,3,7,5,3,6,2,7,7,3
329,6,4,7,4,7,7,7,7,7,3,3,3,3,4,4,7,4,5
330,7,3,6,7,3,7,7,6,7,3,2,3,7,2,7,7,2,3
331,7,6,6,3,6,5,7,7,7,3,2,2,7,3,4,4,3,6
332,2,1,4,3,6,3,6,6,4,2,3,2,2,3,2,1,3,2
333,6,3,5,7,7,3,7,7,7,1,2,1,3,2,3,3,3,2
334,6,2,2,2,7,4,7,7,6,4,7,5,2,7,2,3,7,6
335,2,3,2,7,7,2,7,7,3,4,4,4,2,7,1,2,6,3
336,7,3,7,7,3,4,7,6,2,5,3,4,7,3,3,1,3,4
337,1,2,2,1,6,3,7,7,3,1,4,3,3,4,2,2,6,2
338,7,7,6,7,2,1,7,2,6,3,3,3,7,2,2,7,2,6
339,7,3,7,7,5,3,7,3,1,2,2,3,7,2,5,7,1,2
340,7,5,2,7,7,7,7,7,7,4,5,4,3,3,3,3,7,3
341,2,5,2,2,7,5,4,6,2,2,5,3,4,6,3,2,6,3
342,7,5,7,7,5,7,7,7,7,3,2,2,7,4,7,7,6,7
343,1,3,6,3,6,4,7,7,7,4,4,4,3,7,4,2,7,7
344,7,4,3,7,7,3,7,7,7,3,4,4,3,6,3,5,7,6
345,1,4,2,6,7,6,7,7,7,3,4,5,3,5,3,3,6,3
346,7,3,7,7,7,1,7,7,7,4,7,4,2,7,3,6,7,7
347,4,1,6,6,3,3,6,3,6,4,3,3,2,2,3,2,1,2
348,7,2,7,7,6,7,7,7,7,3,1,1,6,6,7,7,3,7
349,6,3,5,3,7,2,3,5,2,2,4,4,3,3,3,4,5,6
350,7,3,7,6,6,7,7,3,3,4,3,2,1,4,3,6,3,7
351,6,2,2,7,7,3,7,6,5,3,5,4,1,5,3,5,4,3
352,2,5,4,7,7,3,7,6,6,4,4,5,2,4,1,3,2,6
353,7,4,7,7,7,7,7,7,6,4,3,3,7,3,7,7,4,3
354,7,2,7,7,6,6,7,6,7,2,3,3,7,3,7,7,3,7
355,2,5,2,2,2,1,7,7,7,3,3,2,2,4,1,2,4,7
356,6,5,4,4,6,1,7,7,2,4,4,4,3,3,2,3,7,3
357,7,3,4,7,5,3,6,3,4,3,2,2,7,7,4,6,1,7
358,3,3,3,2,7,2,7,7,4,5,5,5,1,5,3,2,7,3
359,7,4,2,7,7,4,7,7,6,3,3,1,3,3,3,6,4,7
360,5,3,7,7,4,7,6,2,3,2,3,2,7,2,5,4,2,1
361,2,3,2,3,6,3,7,7,4,4,4,4,3,4,3,4,5,3
