,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
147,3,2,5,3,4,3,7,2,4,2,3,3,3,3,3,6,3,3
148,7,6,7,7,7,6,7,7,7,2,2,3,7,6,6,7,3,7
149,4,4,6,7,7,4,7,7,7,2,4,3,3,6,3,4,6,6
150,6,5,5,7,5,7,7,1,7,4,3,2,3,3,4,7,2,5
151,1,3,2,4,7,2,6,7,5,1,4,3,3,4,3,3,5,1
152,6,3,3,5,7,4,7,7,6,2,3,3,3,7,3,3,4,2
153,7,2,6,1,7,4,7,7,7,3,4,2,4,7,1,7,6,6
154,4,7,7,7,7,6,7,7,7,5,4,3,4,7,5,7,6,6
155,7,2,4,7,7,6,7,7,7,2,7,4,2,6,1,4,7,4
156,4,3,4,3,7,2,7,7,3,2,4,3,2,7,3,4,7,3
157,7,3,6,5,7,5,7,7,7,2,4,3,4,7,3,6,6,7
158,7,3,6,7,7,7,7,7,3,2,3,3,4,7,5,6,5,6
159,4,7,4,7,7,3,7,7,1,4,5,5,2,7,1,4,7,1
160,6,3,1,7,4,3,7,7,7,2,4,3,4,4,3,4,4,3
161,2,3,4,4,7,3,7,7,2,3,3,5,1,6,3,2,7,4
162,7,2,3,5,7,5,7,6,3,3,4,4,1,5,3,2,4,2
163,7,4,6,7,3,7,7,7,4,3,2,2,4,2,4,7,3,7
164,2,3,4,2,7,3,7,7,7,2,4,3,7,6,5,6,4,5
165,3,6,2,6,6,1,7,7,3,4,4,5,2,7,1,3,7,3
166,6,3,6,4,1,3,3,3,2,2,4,4,3,4,3,2,3,3
167,1,2,3,7,7,7,7,7,7,3,7,4,3,7,3,3,7,1
168,3,3,3,2,3,3,7,7,2,3,4,4,2,3,5,3,3,3
169,7,5,7,7,6,6,7,7,7,5,3,4,4,4,4,6,3,7
170,7,3,7,7,6,7,7,6,7,4,3,3,5,3,3,7,2,4
171,7,3,6,7,7,6,7,6,7,3,4,3,4,4,3,3,7,5
172,7,3,6,1,7,3,4,7,4,1,4,3,4,5,5,6,5,6
173,7,3,7,7,5,7,7,7,6,3,2,2,1,2,6,7,4,3
175,6,5,7,7,1,6,7,4,7,1,2,3,7,3,5,7,1,7
176,7,1,7,7,3,7,7,7,6,4,2,2,7,6,7,6,4,6
177,7,2,2,2,7,4,7,7,3,5,5,5,1,7,3,4,7,2
178,7,5,5,7,7,6,7,7,7,3,3,3,7,4,4,7,3,4
179,6,2,4,3,7,5,6,7,3,2,5,3,1,4,2,7,4,7
180,3,2,7,7,7,7,7,7,7,3,7,4,2,7,6,3,7,2
181,6,2,1,2,7,3,7,7,3,3,7,4,3,7,2,3,7,6
182,6,2,3,2,7,4,7,6,6,1,4,3,2,2,3,6,3,6
183,7,5,7,7,7,7,6,3,3,1,2,2,7,3,6,7,3,7
184,1,3,4,6,7,2,2,7,3,3,5,5,2,7,2,2,4,2
185,7,6,2,7,3,6,7,6,2,3,3,2,7,2,6,7,1,4
186,6,3,3,6,7,2,3,7,3,2,4,4,3,4,3,4,4,3
187,7,2,2,7,7,1,7,7,7,4,4,4,1,7,3,7,5,3
188,7,3,6,7,4,7,6,6,7,2,2,2,7,6,3,7,2,7
189,3,2,3,3,7,3,7,6,4,1,7,4,2,7,3,1,7,2
190,6,3,5,6,7,4,7,7,6,2,7,4,3,7,3,6,7,1
191,3,4,2,3,7,2,7,7,1,4,6,5,2,5,1,4,7,2
192,3,4,3,6,6,7,7,6,7,2,3,1,2,1,4,2,3,4
193,7,4,7,7,4,7,7,3,4,3,3,3,7,3,7,7,4,6
194,7,2,4,7,2,6,7,7,7,3,2,3,6,1,3,7,4,6
195,7,3,7,7,7,6,7,7,7,5,4,3,7,1,7,7,3,7
196,4,2,2,6,4,4,7,3,4,3,4,3,3,3,2,4,3,2
197,7,3,2,2,6,1,7,3,2,3,4,4,1,3,3,4,3,3
198,6,3,7,3,7,2,7,7,7,2,3,2,5,3,3,7,4,4
199,7,5,7,6,7,3,6,3,7,4,3,2,7,3,3,7,3,7
200,7,2,6,7,7,7,7,7,7,3,1,3,3,4,4,6,4,7
201,4,1,2,3,7,2,7,7,1,1,6,4,1,7,2,2,6,3
202,3,1,2,4,7,2,7,7,3,3,2,2,1,7,2,3,5,3
203,7,3,7,7,7,7,7,6,7,4,3,3,7,2,6,7,3,3
204,7,4,3,7,4,3,7,3,3,2,2,2,5,4,1,7,4,7
205,7,6,6,7,6,7,7,3,7,2,3,2,4,3,3,1,2,2
206,4,3,7,7,7,3,7,4,2,2,2,3,2,3,3,6,2,6
207,7,5,7,7,6,6,7,4,7,4,3,3,7,3,5,7,5,7
208,2,4,1,4,7,1,7,7,7,3,5,5,1,4,1,1,7,7
209,5,3,4,6,7,3,7,7,5,3,4,3,3,6,2,3,3,1
210,7,3,7,7,6,6,7,3,7,3,3,2,2,3,4,6,4,3
211,3,3,7,7,7,7,7,7,6,3,5,3,5,6,7,7,6,7
212,6,2,7,7,7,5,7,7,7,2,1,1,6,7,5,7,1,7
213,7,3,4,3,7,7,7,3,4,1,1,1,4,2,5,3,2,2
214,7,3,6,3,6,6,7,7,4,2,3,3,3,7,3,2,3,2
215,6,4,4,7,3,5,7,2,7,3,2,2,4,3,3,7,2,5
216,7,3,7,7,5,7,7,4,7,3,3,2,5,4,5,6,4,7
217,7,3,7,7,5,4,7,6,3,2,5,4,5,7,6,6,6,6
218,1,3,2,4,7,1,6,6,2,2,5,3,1,7,2,2,7,6
219,7,3,3,7,3,2,2,1,3,3,3,3,4,6,2,4,3,7
220,7,1,7,7,2,7,3,4,3,2,3,3,7,2,7,7,2,7
221,7,4,2,7,4,7,7,4,5,3,3,3,5,3,4,7,3,4
222,4,3,2,3,7,3,4,7,3,3,3,4,1,3,2,4,4,3
223,1,4,4,3,7,3,7,7,7,3,5,5,2,7,5,3,7,2
224,3,5,3,3,7,4,7,6,2,5,6,5,3,6,2,3,7,6
225,3,3,6,2,7,1,7,7,7,4,5,5,2,7,3,2,4,2
226,7,3,7,7,5,5,7,7,6,4,3,2,7,1,7,5,5,6
227,7,2,7,7,5,7,7,7,7,2,2,2,7,3,7,7,4,7
228,7,5,7,7,1,6,1,4,6,3,3,4,7,2,5,7,2,7
229,6,2,4,3,7,2,7,7,6,2,6,4,2,7,3,3,7,2
230,7,2,6,7,7,6,7,7,5,2,5,4,6,6,4,6,7,6
231,7,7,7,7,7,6,7,7,7,4,2,1,7,3,4,7,1,6
232,7,3,6,7,2,3,7,7,1,4,1,2,7,6,3,7,6,7
233,3,6,6,6,6,6,7,7,7,3,2,2,7,6,7,6,3,7
234,1,3,7,7,7,6,7,6,1,5,4,3,5,7,3,4,6,3
235,7,3,4,7,1,6,7,7,6,2,3,4,3,7,4,4,4,6
236,7,1,7,7,3,7,7,7,7,3,2,3,7,6,7,7,7,7
237,3,3,5,4,6,7,6,7,4,4,4,3,1,6,3,5,3,7
238,6,3,4,7,6,7,7,7,7,2,7,4,5,7,3,2,7,3
239,3,2,3,2,7,3,7,7,3,3,5,4,2,5,3,3,6,2
240,2,2,2,7,7,4,7,7,2,2,6,3,3,7,3,7,7,1
241,7,2,3,4,7,4,7,7,4,2,6,4,5,7,1,1,7,7
242,7,3,3,7,3,5,3,5,3,4,3,3,7,3,5,7,3,4
243,7,6,7,7,3,6,7,6,5,4,3,3,7,3,1,7,1,7
245,7,1,4,6,5,4,7,7,7,1,3,3,4,6,3,4,4,3
246,4,4,2,2,7,3,7,7,6,3,5,4,3,6,3,7,7,4
247,4,1,7,7,7,7,7,7,7,1,4,2,3,4,2,7,6,7
248,7,3,6,7,6,6,7,5,3,3,3,3,4,3,3,3,3,4
249,3,4,2,3,7,3,7,7,7,3,5,5,2,6,3,3,7,2
250,3,2,3,2,7,3,7,7,3,2,4,4,1,6,2,3,7,4
251,2,2,2,2,7,3,7,7,5,3,5,5,3,6,3,3,7,6
252,7,3,7,1,7,7,7,7,6,3,5,3,3,7,4,4,6,3
253,6,4,3,3,7,2,7,7,3,4,7,4,3,7,3,2,7,2
254,2,1,7,4,7,3,7,7,7,2,6,3,2,7,2,3,3,2
255,2,3,4,3,7,2,7,7,3,3,4,3,3,6,3,1,6,7
256,2,3,2,2,6,3,7,7,3,3,4,4,3,5,2,3,5,4
257,7,4,5,7,4,7,6,4,6,1,3,2,7,3,1,7,3,7
258,2,2,7,3,7,1,7,7,7,4,4,4,2,6,3,6,6,4
259,6,4,4,7,6,4,7,1,7,2,2,2,7,2,4,7,3,7
260,7,5,7,7,5,7,7,7,4,1,3,2,7,3,4,7,1,6
261,6,3,3,7,7,5,7,7,4,2,4,4,4,6,2,6,7,4
262,7,2,3,7,7,6,3,7,3,1,5,3,3,6,2,2,7,6
263,7,3,7,7,6,7,6,3,7,4,2,3,7,4,6,7,4,6
264,7,4,7,7,4,7,7,7,7,2,1,1,6,3,3,7,3,6
265,1,4,4,2,7,2,7,7,3,5,5,5,2,7,1,1,5,2
266,2,3,3,7,7,7,7,7,7,3,4,4,2,6,3,1,6,2
267,3,3,2,7,7,6,7,6,3,3,4,4,3,5,1,4,6,3
268,3,3,2,3,7,3,2,6,3,3,4,3,6,4,1,2,3,2
269,4,1,7,6,3,1,7,7,3,1,1,1,3,4,4,7,2,5
270,7,4,6,7,3,6,7,4,4,5,3,3,6,3,7,7,3,7
271,6,2,6,3,7,2,7,7,4,2,7,4,3,6,3,3,7,4
272,6,5,5,7,3,3,4,5,3,3,3,3,3,3,4,5,3,4
273,3,2,3,7,7,3,7,2,1,2,5,3,4,3,2,3,7,2
274,7,5,7,7,7,7,7,1,7,4,3,3,7,3,7,7,3,7
275,3,1,3,7,7,1,7,1,3,1,2,2,3,3,3,5,2,3
276,7,1,7,7,6,7,7,7,7,2,1,2,7,1,7,7,2,7
277,6,3,5,3,6,2,7,7,4,3,3,2,2,1,3,6,3,4
278,7,7,7,7,3,7,7,7,6,5,2,2,6,6,7,7,6,7
279,3,2,4,6,7,1,7,7,4,3,6,3,2,7,3,4,7,3
280,4,2,3,4,7,3,7,7,6,2,4,2,2,7,2,1,6,3
281,7,5,3,2,2,3,6,7,4,3,3,3,5,6,3,4,3,2
282,2,3,2,3,7,6,7,7,1,3,4,4,1,6,2,3,6,7
283,3,3,4,2,7,3,7,7,4,3,7,3,2,6,3,7,7,7
284,7,6,7,7,1,7,7,5,7,6,4,5,7,4,6,7,7,7
285,7,3,7,7,4,1,7,6,4,5,4,3,5,4,5,6,7,6
286,7,3,3,4,7,6,7,4,7,4,4,3,4,5,4,5,5,6
287,7,7,7,7,5,4,7,6,3,3,3,3,7,3,4,7,3,7
288,2,5,6,7,7,7,7,7,5,1,2,2,4,3,4,7,3,4
289,7,3,7,7,7,4,3,2,2,1,4,4,3,3,3,7,3,7
290,7,4,7,7,5,7,6,2,4,3,3,3,7,2,6,7,2,6
291,7,5,7,7,6,7,7,3,7,3,2,3,6,2,6,7,2,7
292,5,1,2,3,7,2,7,7,6,1,7,2,1,5,2,1,7,3
293,7,4,1,6,7,2,7,7,7,3,4,3,2,4,6,3,3,3
294,3,5,3,6,6,2,7,7,2,5,5,5,2,7,3,2,7,2
295,4,3,3,3,7,3,7,7,7,4,6,4,3,7,3,2,7,2
296,7,1,3,3,7,2,7,7,7,1,4,1,1,7,2,3,6,3
297,6,3,4,3,4,4,7,7,3,3,4,4,3,6,3,3,4,6
298,2,2,3,7,4,3,7,7,5,2,4,4,3,5,3,2,5,3
299,7,4,2,6,6,4,7,7,7,4,4,3,2,7,3,6,3,3
300,7,3,6,7,2,5,5,1,3,2,3,3,7,2,4,7,2,1
301,4,3,7,6,7,2,7,6,7,3,5,3,4,4,4,7,1,2
302,7,1,2,7,6,7,7,7,3,3,4,4,1,7,3,2,5,3
303,7,6,7,7,7,5,7,6,7,1,3,2,5,3,4,6,2,7
304,3,4,7,3,7,6,7,7,7,4,5,5,7,7,5,2,4,7
305,3,3,2,4,2,1,7,6,2,3,2,3,3,7,1,2,4,2
306,7,3,3,4,7,3,7,6,2,3,7,5,3,6,1,5,7,3
307,4,4,4,7,7,1,7,7,3,2,4,4,2,3,3,2,4,3
308,4,2,5,3,7,3,7,7,1,3,5,4,4,6,3,3,7,2
309,4,4,5,6,7,3,3,7,3,2,3,4,4,7,4,2,7,3
310,7,4,1,7,7,6,4,7,4,3,3,3,1,4,3,7,4,6
311,2,2,3,7,7,6,7,7,4,2,4,3,1,4,6,6,4,6
312,7,2,5,7,3,7,7,5,6,5,1,3,7,2,7,7,5,7
313,4,2,3,3,2,4,6,2,2,2,3,3,3,4,3,3,3,2
314,3,3,3,7,7,2,7,7,1,2,4,4,2,7,2,2,7,2
315,3,2,2,3,5,3,6,6,2,1,4,3,1,6,3,2,5,3
316,2,3,7,2,6,1,7,3,2,2,3,3,3,6,3,4,3,4
317,6,2,4,1,6,3,7,7,6,1,3,2,4,4,3,4,3,2
318,4,3,7,7,7,3,7,7,4,2,5,4,5,7,4,3,7,2
319,2,3,3,3,7,2,7,7,3,4,7,4,3,7,1,3,7,2
320,4,3,6,3,7,4,6,6,3,3,4,3,3,3,2,3,7,3
321,1,1,3,5,7,4,7,7,7,1,3,3,2,3,1,3,2,1
322,7,4,4,7,7,6,7,3,6,2,3,2,5,3,3,3,2,6
323,2,3,2,2,7,3,6,4,2,3,3,3,2,4,2,1,3,3
324,2,1,3,2,3,3,2,4,2,3,4,3,2,4,2,2,3,3
325,2,3,2,7,7,2,7,7,6,3,4,4,3,5,3,2,3,2
326,4,4,4,3,7,4,7,1,2,3,5,4,2,5,3,3,6,5
327,3,3,3,3,7,2,7,7,2,3,5,5,2,5,3,2,7,2
328,7,3,1,3,7,1,7,7,3,5,7,5,2,5,1,7,7,7
329,4,5,3,6,7,7,7,7,7,3,3,3,2,4,4,5,3,6
330,7,2,7,7,7,7,7,7,7,4,5,5,7,7,6,7,7,6
331,7,5,7,6,3,3,7,7,7,3,3,1,3,3,3,3,3,6
332,3,1,6,4,7,2,7,6,4,2,3,2,2,3,2,1,3,1
333,6,2,4,6,6,2,7,7,7,1,2,1,3,2,3,4,3,3
334,7,3,3,4,7,3,7,7,5,3,7,4,2,6,2,3,7,3
335,2,2,2,3,7,3,7,7,3,3,4,4,3,7,1,3,7,4
336,7,4,7,7,5,3,7,5,3,5,3,4,7,3,3,6,2,7
337,7,3,2,1,2,1,7,7,3,2,4,4,4,4,2,7,6,2
338,7,3,7,7,1,1,7,3,4,3,3,3,7,2,3,7,1,6
339,7,6,2,7,5,3,7,3,6,2,2,3,7,2,3,7,1,3
340,1,3,5,7,7,7,7,7,7,5,6,4,3,4,3,4,7,3
341,3,4,6,6,7,3,3,7,3,3,5,4,3,7,3,3,7,3
342,7,4,7,7,3,7,7,7,7,3,2,2,7,3,5,7,2,7
343,3,3,1,4,7,3,7,7,6,3,4,4,3,6,3,1,7,6
344,7,3,6,7,7,2,7,7,7,1,3,3,3,4,3,5,3,6
345,2,3,2,7,7,6,7,7,7,4,5,4,2,6,2,5,6,4
346,7,2,7,7,7,2,7,7,7,4,7,3,6,7,4,5,7,4
347,5,1,6,6,2,1,6,2,4,4,2,2,2,1,2,7,1,3
348,7,2,7,7,6,7,7,7,7,3,1,1,7,7,7,7,3,7
349,3,3,5,3,6,3,4,3,2,1,4,3,3,3,3,4,5,3
350,7,4,6,4,7,1,6,5,7,4,3,2,6,5,4,3,5,1
351,4,1,3,7,6,3,7,7,5,1,4,4,2,6,3,4,3,3
352,3,3,3,7,7,3,7,6,6,3,4,4,1,4,1,3,4,3
353,7,5,7,7,3,6,3,4,4,3,3,3,7,4,5,7,3,7
354,7,5,7,7,6,7,7,6,7,3,3,3,7,2,6,7,3,7
355,1,5,2,2,7,1,7,7,7,4,3,2,3,4,2,1,6,7
356,4,6,5,6,6,2,7,7,3,4,4,3,4,2,2,3,7,2
357,7,3,7,6,3,3,6,2,4,3,2,2,7,3,4,7,1,7
358,4,3,5,4,7,3,7,7,3,4,6,5,1,7,3,4,7,4
359,6,4,4,6,7,2,6,7,6,2,3,2,3,4,3,1,3,1
360,6,4,6,7,4,3,7,2,3,2,3,2,7,2,4,7,2,3
361,2,3,2,6,6,2,7,7,3,3,4,4,3,6,3,1,4,6
