,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
39,6,3,7,7,7,7,7,7,7,3,6,4,1,7,3,6,7,7
40,2,3,3,4,7,4,7,7,3,3,3,3,2,3,3,2,4,4
41,4,3,6,1,7,7,7,7,7,4,5,3,7,5,5,7,7,6
42,7,4,6,7,6,6,6,4,7,2,3,2,6,2,3,7,2,6
43,7,5,7,7,7,7,7,7,7,3,3,4,7,3,4,7,1,7
44,5,1,1,6,7,2,7,7,7,1,3,2,7,4,3,7,2,7
45,7,4,6,6,7,4,7,7,3,4,4,4,1,5,3,5,2,7
46,3,4,7,6,7,3,7,7,7,4,5,3,3,7,6,1,7,7
47,6,3,4,7,3,4,7,2,3,1,3,3,1,3,3,6,2,6
48,2,2,2,6,7,4,7,7,7,3,4,4,1,7,4,3,6,4
49,3,2,6,7,7,6,7,7,6,2,6,3,1,7,3,3,7,6
50,6,1,2,7,3,2,6,4,2,1,4,2,4,3,3,4,6,4
51,7,2,1,2,6,6,7,2,3,2,2,2,3,2,4,7,1,3
52,3,3,3,7,3,3,7,7,7,4,4,3,3,6,2,4,6,1
53,6,4,4,2,6,4,7,7,7,5,4,3,4,7,7,7,7,7
54,7,2,5,7,7,7,7,7,7,1,7,3,3,7,6,7,6,7
55,7,3,7,7,6,6,7,7,7,3,2,4,7,3,5,7,3,7
56,2,3,2,7,7,7,7,7,3,4,6,3,2,6,3,5,7,3
57,6,4,7,7,6,7,7,7,7,3,1,3,7,3,6,7,2,7
58,2,4,6,6,7,2,7,7,4,2,7,4,6,7,2,6,7,6
59,1,4,3,7,7,7,7,7,7,3,4,2,3,6,7,4,6,6
60,7,3,7,7,3,6,7,4,3,3,3,2,3,2,4,4,4,7
61,4,4,4,7,7,6,7,7,7,1,3,3,3,3,2,2,3,2
62,7,3,7,6,7,2,4,6,3,3,4,3,4,4,3,7,4,6
63,7,3,6,7,7,7,7,7,7,2,7,3,2,7,6,7,7,7
64,7,1,7,7,7,7,7,6,7,4,3,1,7,4,4,7,6,7
65,7,4,7,6,7,4,7,6,7,3,5,3,3,3,4,3,4,2
66,7,3,7,7,6,4,7,4,7,2,3,2,6,5,3,3,3,7
67,7,5,6,7,6,7,7,7,7,4,3,3,6,4,3,7,4,7
68,3,3,1,3,7,7,7,7,3,2,4,4,3,5,2,4,4,3
69,7,1,7,7,2,7,7,6,7,1,1,1,7,3,7,7,3,7
70,3,3,7,6,6,3,7,7,6,2,5,2,6,7,3,7,7,6
71,7,6,7,7,7,7,7,4,7,5,3,3,7,3,7,7,3,7
72,7,6,1,7,1,7,7,3,4,4,3,3,6,3,5,7,3,6
73,1,3,1,2,6,6,7,7,6,4,5,5,1,6,1,2,7,3
74,3,3,2,7,7,3,7,7,4,4,5,4,3,3,1,3,4,4
75,7,2,7,7,7,7,7,7,7,4,4,2,4,6,6,7,7,6
76,2,3,4,7,7,3,7,6,3,3,4,3,7,3,3,4,3,1
77,3,3,5,7,7,3,7,6,3,3,4,4,4,3,3,7,3,7
78,2,3,3,3,6,3,7,7,7,3,5,4,1,5,3,3,5,3
79,7,5,7,7,2,4,6,3,3,3,3,3,4,3,5,7,3,6
80,7,4,7,7,5,7,7,7,7,2,2,2,3,4,6,6,5,3
81,4,3,3,4,7,7,7,7,5,3,5,3,2,4,4,3,7,3
82,4,2,4,3,7,5,3,4,3,4,3,3,1,3,4,6,3,3
83,6,5,3,6,7,4,7,7,7,2,4,2,1,4,3,6,4,7
84,7,3,2,4,6,3,7,7,6,5,5,5,3,5,3,3,7,3
85,7,3,7,7,7,7,7,7,7,2,7,4,3,7,5,6,7,4
86,7,3,3,7,6,4,7,3,6,2,3,3,3,3,3,7,2,5
87,7,6,7,3,7,2,7,7,5,3,4,4,7,7,4,1,7,6
88,6,4,5,2,3,4,7,7,7,3,3,3,3,7,6,2,3,5
89,7,3,7,7,7,2,7,6,7,4,2,2,3,2,3,2,1,2
90,6,4,6,4,7,4,7,7,6,3,4,4,3,7,3,3,7,3
91,7,2,7,7,6,7,7,7,5,4,4,3,5,7,5,6,6,6
92,6,1,4,1,4,3,3,3,1,2,3,3,3,3,2,3,2,2
93,1,5,1,7,7,4,7,7,5,3,7,4,1,7,2,6,7,7
94,6,3,1,6,7,3,7,5,6,2,5,4,7,7,3,7,1,7
95,7,3,7,7,1,6,7,6,5,3,3,2,6,3,3,7,2,6
96,6,1,7,3,7,2,7,7,7,2,7,4,3,7,3,6,7,3
97,3,4,6,1,6,2,7,7,6,3,3,4,3,6,4,1,3,2
98,6,4,6,7,7,4,7,7,3,1,4,2,4,5,3,6,4,6
99,2,3,2,2,6,7,7,7,6,2,4,3,1,5,1,2,4,1
100,6,4,1,6,7,1,7,7,6,4,5,3,3,3,3,3,5,4
101,7,3,7,7,7,7,7,7,7,3,4,3,5,7,6,7,1,7
102,2,3,6,5,4,3,7,7,7,3,2,1,2,5,3,4,3,4
103,7,5,7,7,7,5,7,7,7,4,2,3,7,7,5,7,4,7
104,7,5,7,7,7,7,7,7,7,3,2,1,7,4,4,7,2,7
105,7,4,6,7,6,4,7,7,7,1,2,2,7,4,4,1,3,1
106,6,2,5,2,7,3,7,7,3,3,6,4,2,7,3,7,7,7
107,4,2,4,6,7,3,7,7,5,3,4,3,2,7,3,3,6,3
108,7,1,3,7,6,3,6,7,6,3,5,3,4,6,3,7,7,6
109,7,5,7,7,6,7,7,6,7,2,2,1,7,5,5,7,1,7
110,7,2,7,6,6,1,7,5,3,1,3,3,1,3,4,3,4,6
111,7,5,7,7,7,6,7,7,7,5,1,3,7,4,7,7,3,1
112,1,3,4,7,7,1,7,7,3,3,5,4,2,4,3,2,3,7
113,3,3,3,5,5,3,5,4,2,1,4,3,4,3,3,3,6,3
114,6,3,7,6,7,3,7,7,7,3,4,3,3,4,3,7,5,1
115,3,2,6,7,7,6,7,7,6,2,4,3,3,7,4,5,6,7
116,7,3,6,7,2,7,7,7,6,3,1,3,4,6,5,7,5,6
117,6,1,7,3,7,6,7,7,7,3,3,3,4,6,3,2,5,1
118,2,2,4,4,7,3,7,7,1,2,7,4,1,7,2,3,7,6
119,2,2,6,6,1,2,7,7,2,2,4,3,3,4,2,1,3,3
120,3,2,1,7,7,1,7,7,7,3,5,3,1,7,1,5,5,2
121,5,1,7,7,7,6,7,7,3,3,6,3,7,7,3,7,6,6
122,7,3,7,1,7,3,4,5,2,3,4,4,4,5,3,3,4,3
123,7,4,7,7,6,7,7,4,5,2,3,2,7,3,6,7,2,7
124,6,2,3,6,6,4,7,7,6,3,5,4,3,5,2,1,6,6
125,5,3,7,4,7,5,7,7,7,3,4,3,4,4,3,6,4,5
126,7,5,7,6,6,6,7,6,7,3,3,2,2,3,4,6,4,6
127,7,3,4,7,7,6,7,7,7,4,4,3,5,3,2,7,3,4
128,7,5,7,7,3,7,7,7,7,4,3,3,7,2,6,7,2,7
129,7,2,7,7,2,7,5,3,2,3,3,3,6,3,7,7,2,7
130,3,2,3,7,7,2,7,7,3,2,4,4,2,7,1,2,7,2
131,4,1,4,3,1,2,7,7,7,1,3,3,2,5,3,3,4,2
132,7,4,7,7,1,7,7,3,7,3,2,1,2,2,6,7,1,7
133,7,3,6,4,3,4,7,6,7,3,4,3,6,2,3,5,4,6
134,3,1,3,3,7,3,7,7,4,3,5,5,3,7,3,3,7,2
135,7,1,7,2,7,3,7,7,6,3,6,3,3,7,3,7,6,6
136,7,1,6,6,7,1,6,7,1,2,7,4,2,7,3,2,7,6
137,3,2,6,3,7,5,6,6,3,3,3,3,3,5,3,3,5,3
138,6,3,6,7,4,1,7,7,7,4,4,4,2,5,4,7,3,4
139,3,3,4,7,7,5,7,6,7,3,4,3,1,3,3,2,3,3
140,1,3,4,2,6,3,7,6,6,2,4,3,2,6,5,3,5,4
141,7,2,7,7,3,7,7,7,7,4,2,3,7,7,6,7,3,7
143,7,4,7,7,3,7,6,2,7,7,3,3,7,3,3,7,2,7
144,5,1,7,7,1,6,1,1,2,1,1,1,5,4,4,7,1,5
145,3,4,6,2,7,1,7,7,6,2,5,5,4,6,4,3,7,6
146,1,4,3,7,7,3,7,7,4,5,7,4,4,7,1,3,7,2
147,3,3,6,3,4,4,7,2,4,2,3,3,3,3,3,7,3,4
148,7,7,7,7,7,6,7,7,7,2,2,3,7,6,6,7,4,7
149,6,4,6,7,7,6,7,7,7,3,4,3,3,7,3,4,6,6
150,7,4,4,7,5,7,7,2,6,5,2,2,2,3,2,7,2,5
151,1,3,2,3,7,3,7,7,4,1,4,3,3,4,3,3,5,1
152,7,3,4,3,7,3,7,7,6,3,3,3,3,7,3,3,3,2
153,7,2,6,7,7,6,7,7,2,2,4,2,4,7,2,7,6,6
154,3,6,6,7,7,7,7,7,7,5,4,3,4,7,4,6,5,7
155,7,3,3,6,7,6,7,7,7,2,7,4,2,6,1,3,7,5
156,4,2,5,3,7,2,7,7,3,2,7,3,2,7,2,4,7,3
157,6,3,6,6,7,5,7,7,7,2,4,3,3,7,3,7,7,7
158,7,3,6,7,7,7,7,7,4,2,5,3,3,7,6,6,5,6
159,6,3,3,7,7,2,7,7,1,5,5,5,3,6,1,4,7,1
160,6,3,5,7,5,3,7,7,7,2,4,3,4,6,3,3,4,6
161,3,3,6,3,7,3,7,7,3,3,5,4,1,6,3,3,7,3
162,7,3,3,6,7,6,7,7,3,2,4,4,2,4,3,2,4,2
163,7,6,6,7,5,7,7,7,4,3,2,2,4,4,4,7,4,7
164,3,5,4,6,7,2,7,7,7,3,4,4,7,7,5,5,3,6
165,3,6,1,6,6,2,7,7,3,4,5,5,3,6,2,3,7,3
166,6,3,5,4,1,3,2,1,3,3,4,5,3,3,4,3,2,3
167,7,2,2,7,7,7,7,7,7,3,7,3,3,7,3,6,7,7
168,3,3,3,2,7,3,7,7,2,3,4,4,2,2,5,4,6,3
169,6,4,6,7,5,6,7,7,6,4,3,3,6,3,4,6,2,6
170,7,3,7,7,4,7,7,7,7,3,3,3,3,3,3,7,3,4
171,7,3,6,7,7,4,7,6,7,3,4,3,4,5,3,3,7,4
172,7,3,6,1,7,3,4,7,4,1,4,3,4,4,5,6,5,3
173,7,3,7,7,3,7,7,7,6,4,2,2,1,2,6,7,4,6
175,6,4,7,7,1,7,7,4,6,1,2,3,7,3,5,7,1,7
176,7,5,7,7,3,7,7,7,7,4,2,2,7,6,7,6,4,5
177,7,3,2,2,7,3,7,7,5,4,5,5,1,6,3,6,7,2
178,7,5,6,7,7,1,7,7,7,3,3,3,7,3,3,7,3,1
179,7,2,4,4,7,2,7,7,3,2,5,3,1,4,2,6,4,7
180,3,1,7,7,7,6,7,7,6,3,7,3,2,7,6,3,7,2
181,7,3,7,7,7,3,7,7,3,3,7,4,4,7,1,3,7,5
182,6,3,3,3,7,6,7,7,6,1,4,3,2,7,3,3,7,7
183,7,5,7,7,7,6,6,3,3,2,2,2,7,3,7,7,2,3
184,1,3,6,6,7,1,7,7,3,3,5,5,2,7,3,2,4,2
185,7,6,7,7,6,6,7,6,2,4,3,3,7,2,6,7,1,6
186,6,4,3,4,7,3,4,6,2,2,4,3,3,5,2,3,4,3
187,2,2,4,7,7,1,7,7,7,5,4,3,3,7,3,1,4,3
188,7,3,7,7,5,7,6,7,7,2,2,1,7,6,4,7,2,6
189,3,3,3,3,7,1,7,6,3,2,6,4,3,6,3,3,7,2
190,1,3,6,6,7,5,7,7,6,2,7,4,3,7,3,6,7,7
191,3,3,2,2,7,3,7,7,1,4,6,5,2,5,1,3,7,2
192,5,4,2,7,6,6,7,7,6,2,3,3,3,3,3,2,2,6
193,7,4,7,7,5,7,7,3,4,2,3,3,7,3,6,6,4,6
194,7,3,4,7,2,6,7,6,7,3,2,2,6,1,3,7,3,6
195,7,4,7,7,6,6,7,6,7,5,4,3,7,2,7,7,3,7
196,6,2,3,7,6,4,7,4,4,3,4,3,3,4,2,3,3,2
197,7,2,2,1,6,2,7,3,2,2,3,4,3,3,3,4,3,2
198,6,3,7,3,7,3,7,7,6,2,3,2,4,3,3,7,3,4
199,7,5,7,6,7,3,7,4,7,4,4,3,7,3,3,7,2,7
200,7,3,3,7,7,7,7,7,7,2,1,3,3,4,4,6,4,1
201,6,1,2,4,7,3,7,7,7,1,5,4,1,7,2,3,6,3
202,4,1,1,3,7,2,7,7,3,4,3,3,1,7,3,3,6,3
203,7,3,7,7,6,7,7,6,7,4,3,3,7,1,6,7,3,3
204,7,5,3,7,4,3,6,4,3,2,2,2,5,4,1,7,4,7
205,7,5,6,7,6,7,7,3,7,2,2,2,3,3,3,4,2,4
206,4,2,7,7,7,4,7,5,2,2,2,2,2,3,3,7,3,6
207,7,5,7,7,6,6,7,4,7,5,3,3,7,3,5,7,5,7
208,3,4,2,3,7,1,7,7,7,3,5,5,2,7,1,7,7,7
209,5,1,3,7,7,4,7,7,6,4,4,3,4,6,2,3,3,1
210,7,3,7,7,7,6,7,4,7,4,3,2,2,3,5,7,4,5
211,3,2,7,7,7,7,7,7,7,3,5,3,5,5,3,7,6,1
212,6,2,7,7,7,1,7,7,7,2,1,2,6,7,4,7,1,7
213,7,3,7,5,6,7,7,3,3,1,1,1,4,2,4,6,1,3
214,7,2,2,3,6,6,7,7,4,3,3,3,2,7,3,2,3,2
215,3,3,4,7,6,5,7,4,7,3,2,2,4,3,3,7,2,6
216,7,3,7,7,5,6,7,3,7,3,3,2,5,3,4,6,4,7
217,7,2,7,7,6,5,7,6,3,2,5,4,4,7,6,5,5,5
218,1,4,1,6,7,2,6,4,2,3,5,3,1,7,2,3,7,6
219,7,3,4,7,1,2,7,7,3,2,3,4,3,7,3,6,7,6
220,7,1,7,7,3,6,6,3,3,3,3,3,7,2,7,7,2,7
221,7,4,7,7,6,7,7,3,4,3,3,3,6,3,4,7,2,1
222,5,4,3,3,7,3,3,7,3,3,4,4,2,5,2,4,3,4
223,7,4,2,3,7,2,7,7,7,3,5,4,4,7,4,3,6,2
224,3,5,4,4,7,4,7,7,3,4,4,5,4,7,2,3,7,5
225,4,3,6,2,7,1,7,7,7,3,5,5,2,7,2,2,3,1
226,7,3,7,7,3,3,7,2,7,4,3,2,7,4,6,6,4,7
227,7,2,7,7,5,7,7,7,7,2,2,3,7,3,7,7,5,7
228,7,5,7,7,3,5,2,4,6,3,3,3,7,2,5,7,2,7
229,6,1,4,3,7,2,7,7,6,2,5,4,1,7,3,3,7,3
230,7,2,4,7,7,6,7,7,4,2,4,4,5,6,3,1,7,7
231,7,7,7,7,7,6,7,7,7,3,2,1,7,4,3,7,2,6
232,7,3,5,7,3,3,7,7,1,3,1,2,7,6,3,7,6,7
233,3,6,6,7,6,4,7,7,7,2,2,2,7,7,7,7,3,7
234,7,3,7,7,7,6,7,6,1,4,4,3,4,6,3,3,6,5
235,7,3,4,7,7,6,7,7,7,1,3,3,3,7,4,4,5,6
236,7,1,7,7,3,7,7,7,7,4,2,2,7,6,7,7,6,7
237,3,2,5,4,4,7,7,7,4,4,4,3,1,6,3,2,4,6
238,7,3,3,7,7,7,7,7,7,2,7,4,4,7,2,2,7,4
239,2,2,2,2,7,2,7,7,2,3,5,4,2,6,3,3,6,1
240,2,3,5,7,7,5,7,7,2,2,6,3,2,7,3,7,7,1
241,7,2,3,3,7,4,7,7,4,2,7,4,5,7,2,5,7,7
242,7,3,3,7,3,6,3,6,4,3,3,3,7,3,6,7,3,1
243,7,6,7,7,4,6,7,6,6,4,3,3,7,4,7,7,1,7
245,7,1,4,6,6,1,7,7,7,1,3,3,4,6,3,4,4,3
246,4,4,3,3,7,3,7,7,3,4,6,4,3,7,4,7,7,6
247,4,1,7,7,7,7,7,7,7,1,4,3,3,4,5,7,7,7
248,7,3,6,7,6,6,7,6,3,4,3,3,4,3,3,3,3,3
249,3,4,3,3,7,2,7,7,7,3,6,5,2,7,3,3,7,3
250,3,3,3,2,7,3,7,7,3,2,4,4,1,6,2,2,7,2
251,4,2,2,2,6,3,7,7,4,4,4,4,3,6,1,6,7,6
252,7,3,7,1,7,7,7,7,7,3,4,3,3,7,3,6,7,3
253,2,4,3,3,7,2,7,7,3,4,7,5,3,7,3,2,7,2
254,2,1,7,5,7,2,7,7,7,3,6,3,1,7,2,5,4,3
255,2,2,2,2,7,2,7,7,2,2,4,3,2,4,3,4,6,7
256,2,3,3,2,7,3,7,7,3,3,4,4,3,6,2,3,5,4
257,7,4,4,7,3,7,6,3,7,1,3,2,6,2,4,7,3,7
258,2,2,6,2,7,1,7,6,7,3,4,4,2,6,3,6,6,3
259,6,4,3,7,6,4,7,6,7,2,2,2,6,2,3,7,3,7
260,7,4,7,7,5,6,7,7,4,1,3,2,7,3,4,7,1,6
261,3,3,3,6,7,4,7,7,3,2,6,4,3,6,2,6,7,4
262,7,2,3,7,7,6,3,7,3,1,5,2,3,6,3,3,7,6
263,7,3,7,7,5,7,7,3,6,3,2,3,7,4,4,7,3,2
264,7,2,7,7,3,7,7,7,7,3,1,1,7,3,3,7,3,7
265,2,4,3,3,7,3,7,7,3,5,4,5,1,7,1,1,6,2
266,7,2,3,1,7,7,7,7,7,2,4,4,2,6,3,2,6,2
267,6,3,7,7,7,6,6,5,3,3,4,5,4,4,1,4,6,3
268,2,3,3,4,7,2,2,4,3,5,3,3,1,3,2,3,4,3
269,4,1,7,6,2,4,7,7,3,1,1,1,3,3,3,7,2,5
270,7,3,6,7,3,6,7,4,3,5,3,3,6,3,7,7,2,7
271,6,2,6,3,7,2,7,7,4,2,7,4,2,7,3,3,7,3
272,6,6,5,6,3,3,4,4,4,3,3,3,3,3,4,5,3,3
273,1,2,2,6,7,2,7,1,2,3,4,4,4,4,2,3,7,2
274,7,5,7,7,7,7,7,5,7,4,3,2,7,3,7,7,3,7
275,3,2,1,7,7,6,7,4,3,1,2,2,4,3,3,6,3,3
276,7,1,7,7,4,7,7,7,7,3,1,2,7,1,7,7,5,7
277,6,3,6,3,6,2,7,7,6,3,3,2,2,1,3,6,3,4
278,7,6,7,7,3,7,7,7,6,4,2,2,3,5,7,7,6,7
279,3,2,1,6,7,1,7,7,4,3,7,3,3,7,3,1,7,3
280,2,2,3,4,7,4,7,7,4,2,7,2,2,7,3,7,6,5
281,6,4,6,3,3,3,7,7,4,3,3,3,4,5,3,4,5,3
282,6,3,2,2,7,6,7,7,1,3,4,4,1,4,2,3,6,7
283,3,5,6,1,7,3,7,7,3,3,7,4,2,6,2,7,7,6
284,7,2,7,7,1,7,7,6,7,6,4,5,7,4,6,7,2,7
285,7,3,7,7,1,1,7,7,5,5,4,3,6,4,5,6,6,3
286,7,2,7,6,7,6,7,4,7,3,4,3,5,6,5,6,4,7
287,7,6,7,7,4,4,6,3,3,4,3,3,7,3,5,7,3,7
288,2,5,6,7,7,7,7,1,3,1,3,2,4,3,4,7,3,6
289,7,2,7,7,7,4,3,3,2,1,4,4,3,3,3,7,4,7
290,7,3,7,7,6,7,7,7,4,3,3,3,7,2,7,7,3,4
291,7,3,6,7,4,7,7,3,7,3,3,3,7,2,6,7,2,7
292,4,2,3,2,7,1,7,7,6,1,6,2,1,6,3,1,7,3
293,7,3,1,6,7,2,7,7,7,3,4,3,3,4,5,3,3,4
294,3,6,5,6,7,3,7,7,3,3,6,5,3,7,4,1,7,6
295,4,4,4,3,7,2,7,7,7,4,7,4,3,7,3,3,7,3
296,7,1,3,3,7,2,7,7,1,1,4,1,1,7,2,3,6,2
297,6,3,3,3,4,3,7,7,4,3,4,4,3,6,3,3,4,6
298,2,2,3,7,3,2,7,7,5,2,4,4,3,4,3,2,4,3
299,1,3,2,6,4,3,7,6,7,3,4,3,2,7,3,3,5,1
300,7,3,6,7,3,5,5,1,4,2,3,3,7,2,4,7,1,2
301,4,3,7,7,7,3,7,6,7,2,5,3,3,4,3,7,6,1
302,7,2,4,7,7,7,7,7,3,3,4,4,1,7,4,2,5,2
303,7,5,7,6,7,5,7,6,7,1,3,2,4,3,4,4,2,7
304,5,5,6,3,7,6,7,7,7,4,4,4,7,7,5,2,6,7
305,1,2,2,3,3,1,7,6,2,2,2,3,3,7,1,2,4,2
306,7,3,3,4,6,3,7,7,2,3,6,5,3,6,1,4,6,3
307,4,3,3,7,7,1,7,7,3,2,6,4,2,1,3,2,6,3
308,6,1,4,3,6,4,7,7,1,2,4,3,3,6,2,6,7,2
309,4,3,5,6,7,3,1,7,4,2,3,3,4,7,3,2,7,4
310,7,4,1,7,7,3,3,7,4,3,3,2,2,4,2,7,4,6
311,2,2,3,7,7,7,7,7,4,2,4,3,1,5,4,7,4,3
312,7,2,6,7,2,7,7,6,6,4,1,3,7,4,7,7,5,7
313,1,3,3,3,4,3,5,2,2,2,3,3,3,3,3,3,3,3
314,3,3,1,2,7,2,7,7,6,2,7,3,2,7,1,2,7,1
315,4,2,3,3,6,3,7,7,2,2,4,3,2,6,3,3,5,2
316,7,3,7,1,6,1,7,6,3,2,3,3,3,6,4,3,3,6
317,6,2,3,1,7,3,7,7,4,1,3,2,2,4,3,4,3,2
318,6,3,3,6,7,3,7,7,3,1,5,4,3,7,4,3,7,5
319,7,5,3,3,7,2,7,7,3,4,7,3,3,7,1,3,7,4
320,6,3,4,3,7,5,6,6,3,4,4,4,3,6,2,2,7,4
321,1,1,4,2,7,4,7,7,7,1,3,3,2,3,1,6,3,7
322,7,3,4,7,7,6,7,3,7,2,2,1,5,3,2,6,2,5
323,3,3,2,2,7,3,6,1,2,3,3,3,2,3,2,1,3,2
324,3,1,3,2,3,2,3,3,3,3,3,3,2,4,2,3,3,4
325,2,2,2,7,7,3,7,7,6,3,4,4,3,3,3,2,3,2
326,5,3,4,3,7,5,7,7,1,2,5,4,2,6,3,4,7,3
327,3,4,3,3,7,2,7,7,3,3,5,5,3,5,2,4,7,2
328,7,3,2,2,7,2,7,7,3,5,7,5,3,6,1,7,7,7
329,3,4,3,6,7,6,7,7,6,3,3,3,2,4,3,5,4,7
330,7,2,7,7,7,7,7,7,7,4,5,5,7,7,6,7,7,6
331,7,5,7,6,3,3,7,7,7,3,3,1,4,3,3,7,4,3
332,3,2,6,5,7,1,7,7,6,3,3,2,2,4,2,2,3,2
333,7,3,3,6,6,3,7,7,7,1,2,1,3,2,3,6,3,4
334,1,2,3,2,7,3,7,7,4,3,7,4,2,6,2,3,7,3
335,2,2,1,4,7,3,7,7,7,3,4,4,4,7,1,3,7,3
336,7,3,7,7,5,3,7,5,3,5,3,3,6,3,2,6,2,3
337,6,3,2,2,2,2,7,7,3,3,4,4,4,4,3,6,5,7
338,7,3,7,7,3,7,7,3,3,3,3,3,7,1,3,7,1,7
339,7,5,2,7,4,3,7,3,6,2,2,3,7,2,3,7,1,4
340,1,4,3,7,7,7,7,7,7,5,6,4,3,4,2,5,7,2
341,2,4,7,6,7,2,7,7,3,3,6,4,4,7,3,3,7,5
342,7,6,7,7,3,7,7,7,7,3,2,2,7,3,5,7,3,7
343,3,3,1,4,7,4,7,7,5,3,4,4,4,6,3,1,7,6
344,7,3,6,7,7,2,7,6,7,1,3,3,5,4,3,5,3,6
345,3,3,3,6,7,6,7,7,7,4,4,4,2,7,3,6,6,2
346,7,2,7,7,7,5,7,7,7,3,7,3,5,7,4,1,7,4
347,6,1,6,4,3,4,7,2,4,5,3,3,1,1,2,7,1,3
348,7,2,7,7,6,7,7,7,7,2,1,1,7,6,7,7,4,7
349,3,2,3,3,6,2,3,3,2,1,4,3,2,3,2,6,3,3
350,7,4,5,4,7,3,6,6,6,5,3,3,6,5,5,3,3,2
351,4,1,2,7,5,3,7,7,5,1,4,3,1,5,3,2,4,2
352,2,4,3,6,7,3,7,6,7,3,4,4,1,3,1,3,3,3
353,7,5,7,7,3,6,3,4,4,3,3,3,7,4,4,7,4,7
354,7,4,7,7,6,7,7,6,1,3,3,3,7,3,6,7,3,7
355,1,3,2,3,7,3,7,7,7,5,3,2,3,4,2,7,7,7
356,6,7,6,7,7,3,6,7,2,5,6,3,4,5,2,3,7,2
357,7,3,7,6,2,3,6,2,3,3,2,2,7,4,5,7,3,7
358,4,3,6,6,7,4,7,7,2,4,7,5,1,7,4,2,7,5
359,6,4,4,5,7,2,6,7,6,2,3,2,4,4,3,5,3,1
360,7,5,6,7,3,3,7,2,3,2,3,2,7,2,3,7,2,3
361,2,3,3,1,3,1,7,6,3,3,4,4,3,6,3,4,4,7
