,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
106,7,3,1,1,7,3,7,7,4,2,5,4,3,5,3,4,6,6
107,4,3,1,3,7,3,7,7,6,2,4,3,1,7,3,3,7,3
108,6,1,2,7,7,2,6,6,6,3,6,3,3,7,2,7,7,7
109,7,5,7,7,1,7,7,7,7,3,2,2,7,4,7,7,6,7
110,7,2,3,7,6,2,5,7,2,1,4,3,3,3,4,4,3,1
111,7,5,7,7,7,7,7,6,7,4,1,2,7,6,7,7,6,6
112,7,2,2,7,6,3,7,7,4,2,4,3,2,4,2,1,5,1
113,2,2,3,1,3,2,4,3,2,2,4,3,2,4,3,3,4,2
114,6,2,7,2,7,7,7,7,6,3,4,3,3,4,3,6,7,6
115,2,3,3,7,7,2,7,7,7,3,6,4,3,7,4,4,7,3
116,7,3,7,7,6,7,7,7,7,4,1,3,4,6,3,7,6,7
117,6,3,7,7,7,6,7,7,7,3,3,3,3,3,3,3,2,2
118,2,3,6,4,7,4,7,7,7,2,6,5,3,4,1,3,7,3
119,3,1,3,3,7,2,7,7,3,3,4,4,3,6,3,3,4,3
120,5,4,1,7,7,3,7,7,7,3,4,3,1,7,2,3,4,3
121,6,4,5,6,7,1,3,7,3,3,4,3,4,2,3,7,6,7
122,1,3,4,3,3,3,2,3,2,3,4,4,3,4,3,1,4,4
123,7,7,6,7,6,7,7,7,5,2,2,2,6,3,7,7,5,4
124,1,3,2,7,7,6,7,7,7,4,7,4,3,6,2,6,7,3
125,6,3,7,3,6,7,7,7,7,3,5,4,5,4,4,7,5,3
126,2,5,3,7,7,1,7,7,7,2,3,1,4,2,3,2,7,3
127,6,3,7,7,7,7,7,7,7,5,4,3,3,6,3,7,2,7
128,7,7,7,7,4,7,7,7,7,4,3,3,7,3,7,7,6,7
129,7,5,7,7,6,7,7,6,7,2,3,3,7,7,7,7,4,7
130,1,2,7,7,6,2,7,7,3,3,4,4,2,7,3,6,6,6
131,3,1,6,6,6,2,7,7,3,1,3,3,3,6,3,4,1,2
132,7,6,4,6,6,4,7,3,7,3,3,3,5,3,4,7,6,7
133,6,3,7,4,7,3,7,7,7,2,4,3,4,4,4,4,4,7
134,1,3,2,7,7,2,7,7,4,2,4,4,3,4,3,2,7,2
135,7,3,6,7,7,6,7,7,7,2,6,3,4,7,3,7,7,3
136,7,1,6,2,7,3,7,7,2,4,6,5,2,7,3,3,7,3
137,2,3,4,3,7,3,7,6,3,3,3,3,3,7,4,3,6,6
138,3,5,6,6,4,1,7,7,6,4,3,4,2,4,3,7,6,7
139,7,3,2,7,5,3,7,7,7,4,3,3,4,3,3,7,2,1
140,2,3,7,2,7,7,7,7,7,3,5,3,3,7,7,3,7,3
141,7,2,7,7,2,7,6,7,7,5,2,3,7,5,7,7,3,7
143,7,5,6,7,3,7,7,3,3,4,3,4,7,3,6,7,3,7
144,7,2,7,6,2,7,6,7,1,3,3,3,3,3,2,7,2,2
145,2,3,6,2,7,3,7,7,6,3,4,5,4,4,3,4,7,3
146,2,5,2,7,7,2,7,7,4,5,7,5,3,7,3,4,7,6
147,2,3,3,4,5,3,7,2,6,2,3,3,2,3,3,4,3,5
148,7,7,7,7,6,7,7,7,7,2,2,3,7,5,7,7,3,7
149,6,4,6,7,7,7,7,7,6,2,4,3,5,7,3,3,6,2
150,7,3,6,6,6,6,7,2,7,5,3,2,4,2,4,6,3,7
151,6,2,3,3,7,3,7,7,4,1,4,3,4,6,3,5,6,7
152,7,3,1,3,7,3,7,7,7,4,4,4,3,6,1,3,7,2
153,7,2,7,7,7,1,7,7,6,1,4,1,4,6,2,7,6,7
154,1,6,7,6,7,7,7,7,7,5,5,3,4,6,1,6,6,7
155,5,2,6,6,7,5,7,3,7,3,5,3,2,6,1,3,7,1
156,2,3,3,6,7,2,7,7,2,2,7,4,3,6,2,5,7,5
157,7,3,2,4,7,5,7,7,7,3,4,3,3,6,3,6,6,4
158,7,2,7,7,7,6,7,7,3,3,3,3,5,4,6,6,6,7
159,3,4,7,6,7,3,4,6,1,5,5,5,3,4,2,3,5,3
160,6,2,4,7,4,4,7,7,1,2,3,3,3,3,5,7,5,6
161,2,3,3,3,7,3,7,7,3,4,5,5,2,7,2,3,7,4
162,3,3,2,1,6,2,7,7,4,3,4,4,1,1,3,3,5,3
163,7,4,6,7,7,7,7,7,6,2,2,2,7,4,4,7,4,6
164,3,7,6,5,6,4,7,2,4,2,4,2,4,3,4,4,2,4
165,5,4,3,4,7,3,7,7,6,4,4,5,3,5,3,1,7,3
166,6,3,4,7,6,3,2,3,3,3,4,5,4,3,3,3,4,3
167,2,3,6,7,7,7,7,7,7,3,3,3,3,6,3,3,7,6
168,6,2,4,2,7,5,3,7,2,3,4,4,3,7,3,2,5,3
169,6,6,6,7,7,7,7,5,7,3,3,3,6,3,4,7,6,6
170,7,1,7,7,6,7,7,4,7,3,3,3,4,3,7,7,2,6
171,2,3,7,6,6,3,7,7,6,2,4,2,4,4,2,3,7,4
172,7,3,7,1,7,6,6,6,7,1,4,3,4,4,5,6,6,4
173,6,4,7,6,4,6,7,6,6,4,2,2,6,3,5,1,3,7
175,3,4,7,7,1,6,7,3,6,1,2,3,7,3,6,7,1,6
176,7,2,6,7,4,7,6,7,4,4,2,2,2,3,6,7,2,7
177,7,2,2,3,7,3,7,7,7,4,5,5,1,5,3,3,7,3
178,7,7,3,7,7,3,6,7,7,3,2,1,7,3,5,6,2,6
179,3,1,4,2,7,3,7,6,6,1,4,3,1,4,2,4,6,3
180,3,3,7,7,7,2,7,7,6,3,6,3,2,7,6,4,7,7
181,7,3,4,3,6,3,7,7,2,3,4,3,2,7,1,4,7,1
182,1,3,6,3,7,4,7,7,7,1,4,3,2,6,3,3,6,3
183,7,4,7,7,7,7,6,3,4,3,2,3,7,2,7,6,3,6
184,1,3,2,7,3,1,6,6,3,3,4,5,3,4,1,4,6,3
185,7,4,7,7,2,6,7,6,7,3,3,3,7,2,6,7,4,3
186,1,3,3,4,6,4,7,7,3,2,4,3,3,3,4,3,3,2
187,7,3,1,7,7,3,7,7,7,5,4,3,2,4,3,3,6,2
188,7,4,6,7,4,7,7,6,7,2,2,1,7,7,6,7,1,7
189,2,3,4,3,6,7,7,7,3,1,4,3,1,4,3,3,7,3
190,7,2,4,7,7,3,7,7,6,2,7,3,2,7,3,3,7,3
191,3,3,2,3,7,4,7,7,6,4,7,5,1,3,3,2,7,2
192,2,3,1,7,7,6,7,7,7,2,3,1,2,3,4,3,7,2
193,7,5,7,7,1,7,7,4,7,3,3,3,7,2,7,7,3,1
194,7,2,4,7,6,7,7,7,7,3,3,2,6,1,3,6,5,7
195,7,4,7,7,4,6,7,6,7,3,3,3,7,2,7,7,4,6
196,7,1,3,7,6,3,7,5,5,2,3,3,3,4,3,3,3,3
197,4,3,1,2,3,2,7,4,2,3,3,4,2,3,2,2,4,2
198,2,3,3,4,7,3,5,4,4,2,3,3,3,4,3,3,4,3
199,6,4,7,5,6,3,7,3,7,5,3,1,7,3,3,7,6,7
200,7,4,7,7,7,6,7,7,7,4,3,4,6,4,4,6,3,1
201,2,2,3,6,7,3,7,7,7,3,4,4,2,5,2,5,6,3
202,3,1,2,3,7,2,7,7,3,3,3,3,1,3,2,3,6,4
203,7,4,7,7,7,7,7,5,7,4,3,3,7,1,6,7,7,7
204,7,3,3,7,3,4,7,6,3,3,2,1,4,3,1,7,4,6
205,7,4,6,7,4,7,7,7,7,1,3,2,4,4,3,1,2,7
206,6,5,7,7,6,6,7,3,4,2,3,3,5,3,4,3,4,6
207,7,7,7,7,4,7,7,1,7,4,3,3,7,3,7,7,3,3
208,1,6,2,7,7,3,7,7,6,5,5,5,4,7,3,7,7,7
209,7,3,5,6,7,1,7,6,6,3,4,2,3,3,3,5,7,1
210,7,5,7,7,7,7,7,3,7,4,2,1,7,3,4,7,3,2
211,4,2,1,7,7,1,7,7,3,3,6,3,6,7,3,2,7,7
212,1,4,6,7,7,6,7,7,6,1,2,2,7,7,4,7,3,7
213,7,2,4,2,2,6,7,5,2,1,1,1,4,3,3,6,1,2
214,7,3,6,3,7,6,6,7,1,1,3,4,4,7,3,3,2,3
215,7,2,2,6,5,4,7,3,5,3,3,2,4,2,3,5,4,5
216,7,4,6,7,7,7,7,1,7,3,3,2,6,2,6,5,5,7
217,7,4,7,7,6,4,7,3,3,3,5,4,3,7,5,4,4,1
218,2,4,2,3,7,3,3,7,2,3,4,4,2,3,2,7,7,6
219,6,4,4,1,2,2,5,2,1,2,3,2,3,4,3,7,3,7
220,7,3,6,7,6,7,1,3,3,2,3,3,7,2,5,7,2,2
221,7,5,5,7,3,7,7,5,4,3,3,3,7,2,3,7,3,7
222,5,2,2,5,7,3,4,7,3,3,4,4,2,3,3,3,4,4
223,2,4,3,3,7,1,7,7,1,3,7,4,3,6,4,3,7,2
224,3,7,4,4,7,3,7,7,3,4,3,5,3,7,2,5,7,6
225,1,3,4,3,7,2,7,6,7,4,4,5,2,6,3,2,7,2
226,7,6,7,7,6,7,7,7,7,5,3,3,6,4,1,6,2,4
227,7,2,7,7,2,7,7,7,7,5,2,2,7,4,7,7,3,7
228,7,3,7,7,5,7,6,4,6,2,2,3,7,2,6,7,3,6
229,2,2,3,3,7,6,7,7,4,3,4,4,2,6,4,1,7,4
230,6,1,4,7,7,3,7,7,7,2,4,3,6,6,4,4,6,5
231,7,6,7,7,7,7,7,7,7,5,2,1,7,3,6,7,2,7
232,7,5,7,7,3,7,7,7,7,5,1,2,7,7,6,7,7,7
233,7,7,6,7,6,7,7,7,7,3,3,2,3,6,3,3,4,7
234,1,4,5,1,7,7,7,3,1,4,4,3,4,4,3,6,6,3
235,4,3,5,7,6,6,7,7,2,3,3,4,3,6,7,3,7,6
236,7,3,7,7,2,7,7,7,7,4,2,2,7,5,7,7,5,7
237,3,2,2,4,6,5,5,7,5,5,4,3,1,4,5,5,4,3
238,7,2,7,7,6,6,7,7,6,2,6,4,4,6,3,6,7,3
239,2,1,4,2,6,2,7,7,3,2,4,4,3,6,2,4,1,3
240,7,5,7,7,7,2,7,7,4,3,4,3,3,7,3,1,7,7
241,6,2,1,3,7,4,7,7,2,2,4,4,4,7,1,3,7,3
242,7,2,7,7,1,6,7,7,3,4,3,2,7,3,4,7,2,3
243,7,6,7,7,4,6,7,7,7,3,3,2,6,3,3,7,7,7
245,7,1,3,7,6,6,7,7,7,1,3,3,4,6,5,3,3,2
246,3,4,2,3,6,3,7,7,4,3,4,4,2,4,5,7,6,5
247,6,1,7,7,7,7,7,7,7,1,4,3,3,4,4,7,7,7
248,7,4,1,7,6,3,7,2,2,3,3,3,3,3,2,3,2,3
249,2,3,6,3,7,3,7,7,7,3,5,3,2,6,3,3,7,2
250,3,2,3,2,7,1,7,7,2,2,4,3,1,3,3,2,6,2
251,1,4,3,6,7,3,7,7,3,3,5,4,2,7,2,2,7,3
252,7,3,1,3,7,1,7,7,7,4,5,3,3,7,3,6,6,6
253,3,4,2,3,7,3,7,7,3,4,6,5,3,7,3,3,7,2
254,2,1,7,6,7,6,7,7,7,4,5,3,3,6,4,7,6,4
255,2,4,7,4,6,3,7,5,3,3,4,4,3,6,3,7,7,7
256,2,2,4,6,7,2,7,6,2,2,4,4,2,3,3,3,3,2
257,7,4,7,7,4,1,6,6,3,1,3,3,6,2,4,6,3,3
258,2,2,1,3,7,6,7,7,7,4,4,4,1,7,1,6,7,2
259,6,3,6,7,6,6,7,1,7,3,2,1,7,3,3,7,6,7
260,7,6,6,7,7,7,7,7,7,3,3,3,7,3,7,6,3,7
261,1,3,3,7,7,3,7,7,4,3,6,4,3,7,2,6,6,5
262,7,2,1,7,7,2,7,6,3,1,7,2,3,7,3,1,7,7
263,7,6,7,7,6,7,7,4,3,3,3,3,7,3,6,7,3,5
264,7,3,7,7,4,7,7,7,7,2,1,2,7,4,5,7,3,7
265,5,3,1,4,7,2,7,7,3,5,6,5,1,7,1,7,7,1
266,6,1,3,5,7,6,7,7,7,2,4,3,2,7,3,3,7,2
267,4,4,3,7,6,3,7,6,3,4,4,5,3,6,2,3,6,3
268,4,5,6,7,7,3,4,4,3,3,3,3,5,4,2,3,6,2
269,6,1,2,6,1,1,7,7,3,1,1,1,2,3,4,6,2,6
270,7,3,7,7,3,6,6,3,6,4,3,3,7,2,6,7,3,6
271,3,3,2,7,7,3,7,7,7,3,6,4,3,7,4,3,7,4
272,7,6,3,5,2,3,3,6,5,3,3,3,4,3,4,5,3,3
273,2,3,2,7,6,5,6,2,1,3,4,3,3,4,1,2,7,3
274,7,3,7,7,6,7,7,3,3,4,2,2,7,2,7,7,4,4
275,7,3,6,7,4,3,7,3,3,1,2,1,3,3,3,6,2,4
276,7,1,3,7,4,7,7,7,7,3,1,2,3,7,5,4,4,1
277,6,3,2,2,7,2,7,7,7,3,2,2,3,6,3,3,3,3
278,7,7,7,7,2,7,7,7,7,4,2,2,7,7,7,7,3,7
279,2,4,7,6,7,7,7,7,4,3,6,4,3,7,4,2,7,4
280,4,3,2,1,6,3,7,7,6,3,4,3,2,6,2,2,7,3
281,4,3,3,3,4,3,7,7,5,3,3,3,4,3,4,4,5,2
282,3,3,2,3,7,3,7,7,7,3,5,5,1,3,2,3,7,4
283,3,3,3,4,7,2,7,7,4,4,7,3,3,7,3,7,7,1
284,7,5,7,7,1,7,7,3,7,4,4,5,7,5,7,7,6,7
285,7,3,7,7,3,3,7,7,3,3,3,3,7,3,4,6,7,5
286,4,3,4,5,7,6,7,1,7,3,4,3,3,4,4,6,5,7
287,7,6,7,7,3,5,3,4,3,3,3,3,7,3,3,7,4,7
288,7,4,7,7,7,7,7,1,1,1,2,1,4,3,3,7,3,7
289,7,4,6,7,7,6,3,4,2,1,5,4,1,6,4,7,7,7
290,7,5,6,7,4,7,4,3,3,3,3,3,7,3,6,7,7,4
291,7,5,7,7,6,7,7,4,7,2,3,3,7,2,7,7,3,1
292,5,1,1,3,6,1,7,7,6,1,3,2,1,3,2,3,6,3
293,7,4,6,7,6,6,7,6,7,3,3,3,3,4,4,3,3,3
294,3,3,2,5,7,3,7,7,2,6,4,5,3,7,3,5,6,3
295,3,4,3,3,7,3,7,7,7,4,4,3,2,6,3,1,2,2
296,1,2,2,1,7,1,7,7,3,1,3,2,3,2,2,1,7,2
297,7,3,4,3,4,7,7,7,4,3,4,4,3,5,3,4,3,7
298,2,2,3,5,3,2,7,7,4,2,4,4,2,7,3,2,4,3
299,7,3,7,7,7,2,7,7,7,3,4,3,4,6,4,6,7,6
300,7,3,6,6,3,5,6,2,2,2,3,3,7,1,7,7,2,7
301,3,3,1,6,7,3,7,7,7,3,7,3,2,7,3,7,7,5
302,1,2,6,7,7,7,7,7,3,3,4,4,1,6,3,5,6,3
303,7,4,6,1,7,7,7,7,7,1,2,2,3,3,3,2,2,3
304,2,5,6,3,7,3,7,7,3,3,4,4,4,7,4,2,4,1
305,2,4,2,3,4,1,7,1,1,3,3,3,3,5,1,2,3,1
306,6,2,3,3,7,2,7,7,2,3,6,4,3,7,2,3,7,6
307,3,4,3,7,1,2,4,7,4,2,4,3,3,5,4,3,4,2
308,7,3,6,3,7,6,7,7,3,3,4,4,5,7,4,3,7,2
309,6,3,4,6,7,3,7,7,5,1,6,4,3,7,4,3,7,2
310,7,4,3,7,7,4,6,6,6,2,2,2,4,3,3,7,3,1
311,3,2,2,6,7,2,7,7,3,2,5,4,1,6,3,2,7,2
312,7,3,6,7,3,2,7,7,7,4,1,3,7,7,7,7,5,7
313,1,3,3,3,3,4,7,3,3,3,3,4,2,5,3,3,5,3
314,3,3,3,7,7,2,7,7,2,1,7,3,3,7,2,7,7,3
315,3,1,3,2,1,2,4,6,1,2,4,3,2,7,2,2,4,2
316,7,4,4,3,7,3,7,6,2,2,4,3,3,5,3,3,5,4
317,6,2,3,7,5,7,6,7,6,2,3,1,4,4,3,6,2,7
318,7,3,3,7,7,1,6,7,4,2,6,4,4,7,3,4,7,5
319,1,6,6,4,7,5,7,7,3,5,7,4,4,7,2,1,7,6
320,7,3,4,7,7,4,7,6,3,3,4,3,4,4,1,6,6,3
321,4,1,2,4,7,6,7,7,7,2,3,3,2,3,2,5,3,4
322,7,5,4,6,7,7,7,2,4,2,3,2,5,3,3,6,3,3
323,2,4,3,3,7,2,7,6,2,3,4,4,2,3,2,6,3,3
324,3,1,7,3,4,2,3,4,3,3,3,3,2,4,2,2,7,1
325,4,3,6,7,7,3,7,7,5,4,4,4,3,5,3,3,3,3
326,4,3,4,4,7,3,7,4,3,3,3,3,2,4,2,1,4,3
327,5,4,3,3,7,4,6,7,3,4,5,5,2,6,2,2,7,4
328,1,3,3,4,7,3,7,7,3,3,7,5,3,7,2,7,7,3
329,7,3,6,3,7,7,7,7,7,3,3,3,2,4,4,6,3,5
330,7,3,6,7,3,7,7,6,7,2,2,2,7,3,7,7,2,3
331,6,6,6,3,7,4,7,7,7,4,2,2,7,3,4,4,1,6
332,2,2,4,3,6,4,6,7,5,2,3,2,2,3,2,2,4,1
333,7,3,4,7,7,3,7,7,7,2,2,1,2,3,3,2,3,3
334,6,2,2,3,7,3,7,7,7,3,7,4,1,7,1,2,7,3
335,2,2,2,7,7,3,7,7,1,3,4,4,3,7,1,2,5,2
336,7,3,7,7,5,3,7,7,3,5,3,3,7,3,2,1,3,4
337,1,1,3,1,6,3,7,7,3,1,4,3,3,3,3,2,6,3
338,7,7,6,7,3,6,7,2,6,2,3,3,7,2,2,7,3,7
339,7,3,7,7,4,2,7,3,2,1,2,2,7,2,4,7,1,3
340,6,4,3,7,7,7,7,7,7,5,5,4,3,2,2,3,7,2
341,3,5,5,4,7,2,3,6,2,3,1,4,3,6,3,2,6,2
342,7,4,7,7,6,7,7,7,7,3,3,3,7,3,6,7,6,7
343,1,2,5,3,5,4,7,7,7,3,4,3,3,6,4,2,7,6
344,7,4,3,7,7,4,7,7,7,3,5,4,4,6,3,4,7,6
345,7,3,2,6,7,6,7,7,7,3,5,5,3,6,3,3,7,3
346,6,3,6,7,7,2,7,7,7,3,7,4,3,7,2,7,7,2
347,5,1,6,5,4,3,7,4,7,3,3,3,2,2,3,2,1,2
348,7,3,7,7,6,7,7,7,7,3,1,1,6,4,7,7,3,7
349,3,3,5,3,6,3,3,6,3,2,4,4,3,3,2,5,3,6
350,4,3,2,6,6,6,7,4,2,3,3,2,3,3,2,6,2,7
351,6,2,2,7,7,3,7,6,5,3,5,4,1,5,3,6,4,3
352,2,5,6,7,7,4,7,6,7,5,4,4,4,4,1,4,6,6
353,7,4,7,7,7,6,7,7,6,3,3,3,7,3,6,7,3,3
354,7,5,7,7,6,6,7,3,7,2,3,3,7,3,7,7,3,2
355,5,4,4,3,4,3,7,7,7,4,3,2,3,3,2,2,6,7
356,7,5,1,2,7,2,7,7,2,4,5,4,3,3,1,3,7,3
357,7,3,4,7,6,3,5,4,3,2,2,2,7,6,5,6,3,7
358,3,3,3,1,7,1,7,7,3,5,5,5,1,5,2,2,7,2
359,7,4,2,2,7,4,7,7,6,2,3,1,1,4,3,6,3,7
360,4,1,6,7,3,7,2,3,2,2,2,2,7,2,4,3,2,3
361,3,3,4,3,7,1,6,6,3,3,4,4,2,4,3,3,4,2
