CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
43,8,6,8,8,8,8,8,8,8,6,7,6,8,5,6,8,6,8
44,5,8,5,8,8,8,8,8,8,4,7,6,8,8,5,8,8,8
45,8,6,4,8,8,8,8,8,8,6,7,7,1,8,6,6,8,8
46,2,6,8,8,8,6,8,8,8,6,8,6,3,8,8,5,8,8
47,8,4,6,8,4,8,8,6,5,4,3,3,8,5,6,8,3,8
48,8,4,6,8,8,7,8,8,8,4,8,5,2,8,6,5,8,5
49,6,4,6,8,8,8,8,8,8,2,7,5,2,8,8,7,8,7
50,7,4,5,8,8,7,5,6,6,5,7,4,6,8,6,6,6,7
51,8,4,8,5,7,8,8,6,4,4,3,3,6,5,6,8,4,5
52,8,7,8,8,8,6,8,8,8,7,7,5,6,8,3,5,8,8
53,8,7,5,4,8,6,8,8,8,7,4,7,8,8,8,8,8,8
54,8,5,7,8,8,8,8,8,8,4,8,6,6,8,8,8,5,8
55,8,7,8,8,7,8,8,8,8,5,4,7,8,5,7,8,5,8
56,3,2,8,8,8,8,8,8,3,3,8,5,4,8,5,8,8,5
57,8,7,8,8,8,8,8,8,8,6,2,6,8,5,8,8,6,8
58,7,7,8,6,8,8,8,8,6,5,8,5,8,8,5,7,8,8
59,8,7,4,8,8,8,8,8,8,7,7,5,4,8,8,8,8,7
60,8,5,8,8,6,7,8,3,6,6,6,5,8,6,5,8,8,8
61,7,6,6,8,8,8,8,8,8,3,5,3,5,3,5,5,4,5
62,8,4,8,8,8,6,8,7,7,7,6,5,7,6,7,8,6,5
63,8,6,8,8,8,8,8,8,8,6,8,7,8,8,8,8,8,8
64,8,8,8,8,8,8,8,7,8,7,7,6,8,6,7,8,8,8
65,8,6,8,6,8,5,8,8,8,5,7,5,8,8,7,6,7,6
66,8,6,8,8,8,6,8,6,8,6,5,4,8,7,5,8,6,8
67,8,8,8,8,8,8,8,8,8,7,6,6,8,7,7,8,7,8
68,2,8,1,5,8,8,8,8,8,4,6,7,6,8,5,7,8,4
69,8,5,8,8,8,8,8,8,8,5,4,5,8,7,8,8,7,8
70,4,8,8,8,8,7,8,8,8,7,7,5,8,8,7,8,8,8
71,8,6,8,8,8,8,8,8,8,7,6,7,8,7,8,8,7,8
72,8,7,8,8,8,8,8,7,7,5,7,7,8,6,6,8,7,8
73,2,3,4,3,7,8,8,8,4,7,7,7,6,2,3,4,8,8
74,7,6,5,8,8,6,8,8,8,7,7,5,6,6,4,6,8,8
75,8,6,8,8,8,8,8,8,8,7,6,7,7,7,8,8,8,8
76,8,3,8,8,8,6,8,8,6,6,7,6,8,8,7,7,7,4
77,7,6,3,8,8,8,8,8,5,5,8,4,5,7,5,8,8,8
78,5,3,8,6,8,3,8,8,8,4,7,4,2,7,8,6,6,7
79,8,6,8,8,5,8,8,7,7,5,4,4,6,6,8,8,6,8
80,8,7,8,8,7,8,8,8,8,6,5,6,8,7,8,8,7,8
81,6,5,7,8,8,8,8,8,6,6,7,6,2,7,8,4,8,5
82,4,6,5,6,8,8,8,8,8,7,6,6,2,6,7,8,6,5
83,8,7,6,8,8,8,8,8,8,3,7,6,2,6,8,8,8,8
84,8,6,4,6,4,2,8,8,6,6,7,5,6,7,4,3,8,5
85,8,5,8,8,8,8,8,8,8,6,8,7,6,8,7,7,8,6
86,8,7,8,8,8,8,8,6,8,5,5,4,5,7,6,8,2,6
87,8,8,8,1,8,8,8,8,5,3,6,6,8,8,6,3,8,8
88,6,7,8,5,6,8,8,8,8,3,5,4,5,8,8,8,7,6
89,8,7,8,8,8,6,8,8,8,7,6,6,7,6,8,8,6,8
90,8,6,6,8,8,6,8,8,8,4,8,7,5,8,5,5,8,7
91,8,6,8,8,8,8,8,8,7,4,7,2,7,8,8,7,7,7
92,7,5,8,6,6,7,7,8,5,4,5,3,4,6,5,7,2,6
93,8,3,5,8,8,8,8,8,5,2,8,5,2,8,3,8,8,8
94,8,6,8,8,8,8,8,7,8,8,7,7,8,8,8,8,6,8
95,8,6,8,8,8,8,8,8,7,7,6,6,7,6,6,8,6,7
96,8,5,8,5,8,8,8,8,8,4,8,5,5,8,7,8,8,6
97,4,1,5,1,8,1,8,8,6,2,4,1,2,8,5,1,6,2
98,8,5,7,8,8,8,8,8,8,4,6,4,7,7,7,7,6,5
99,3,6,3,8,8,8,8,8,8,3,7,5,3,6,3,8,6,4
100,8,4,8,8,8,8,8,8,7,7,7,7,6,5,8,7,6,5
101,8,5,8,8,8,8,8,8,8,6,7,6,5,8,8,8,4,8
102,1,3,7,4,6,8,8,8,8,5,2,2,5,7,5,2,8,6
103,8,7,8,8,8,7,8,8,8,6,5,7,8,8,8,8,7,8
104,8,7,8,8,8,8,8,8,8,5,4,4,8,8,7,8,5,8
105,8,6,8,8,7,8,8,8,8,4,2,3,8,6,8,8,3,8
106,8,4,7,2,8,4,8,8,7,7,7,7,5,8,7,8,8,8
107,6,5,6,3,8,6,8,8,6,6,7,6,5,8,5,5,7,5
108,8,3,6,8,8,5,8,8,8,6,8,6,6,8,6,8,8,8
109,8,7,8,8,8,8,8,8,8,3,5,5,8,7,7,8,8,8
110,8,5,8,8,8,6,8,6,6,4,7,4,7,7,7,6,6,8
111,8,8,8,8,8,8,8,8,8,6,5,7,8,7,8,8,6,8
112,3,5,7,8,8,8,8,8,8,3,7,6,6,8,4,8,8,8
113,5,5,8,7,7,6,7,6,3,5,5,3,6,5,3,4,8,5
114,7,5,8,8,8,7,8,8,8,6,6,5,6,7,7,8,7,8
115,8,5,8,8,8,8,8,8,7,6,8,4,5,8,6,7,8,8
116,8,7,7,8,8,8,8,8,7,7,5,7,6,7,8,8,7,6
117,8,6,8,8,8,8,8,8,8,4,7,2,8,8,3,8,7,8
118,7,8,4,6,8,4,8,8,5,5,8,7,5,8,3,6,8,7
119,8,4,8,7,8,4,8,8,5,5,7,7,6,8,5,8,8,8
120,8,8,2,8,8,8,8,8,8,6,7,6,1,8,3,6,7,8
121,6,8,8,8,8,7,8,8,6,2,8,5,8,8,6,8,8,6
122,8,8,8,8,8,5,5,6,6,4,7,5,6,7,5,8,6,4
123,8,7,8,8,7,8,8,8,8,5,5,5,8,4,8,8,8,8
124,8,5,5,5,7,8,8,8,8,6,8,7,4,8,4,3,8,7
125,6,6,8,8,8,7,8,8,8,6,7,4,8,7,5,7,7,7
126,8,7,8,8,8,7,8,8,8,6,6,5,4,7,5,6,6,8
127,8,5,8,8,8,8,8,8,8,7,8,7,6,8,6,8,8,5
128,8,7,8,8,2,8,8,8,8,7,7,7,8,2,8,8,6,8
129,8,8,8,8,6,8,8,6,8,6,6,7,8,7,8,8,4,8
130,6,3,5,8,8,6,8,8,4,3,7,4,5,8,3,8,8,6
131,8,3,8,8,6,7,8,8,8,4,3,3,6,7,8,5,6,5
132,8,7,8,8,2,8,8,6,8,6,5,5,6,6,7,8,6,8
133,8,5,8,8,8,8,8,8,8,6,7,2,8,8,7,8,7,8
134,5,5,8,3,8,6,8,8,4,7,7,7,2,8,6,6,8,1
135,8,8,8,8,8,8,8,8,8,6,7,7,8,8,7,8,8,7
136,8,8,8,8,8,8,8,8,7,7,8,7,8,8,8,8,8,8
137,5,3,4,6,8,7,8,8,6,4,6,5,4,8,3,5,6,6
138,5,6,8,8,5,4,8,8,8,6,6,5,4,7,6,8,8,5
139,6,3,7,8,8,8,8,8,8,7,7,2,4,6,7,6,4,5
140,1,5,7,5,8,8,8,7,8,3,7,1,3,8,5,6,8,7
141,8,6,8,8,7,8,8,8,8,6,5,7,8,8,8,8,6,8
143,8,6,8,8,5,8,8,6,8,8,4,7,8,6,8,8,5,8
144,8,6,8,8,2,8,8,8,8,2,1,1,8,7,8,8,4,8
145,6,7,8,5,8,4,8,8,8,5,6,4,7,8,5,7,8,8
146,3,7,3,8,8,7,8,8,6,3,8,6,6,8,4,6,8,8
147,3,4,8,7,6,8,8,6,7,4,6,2,5,7,4,8,5,8
148,8,8,8,8,8,8,8,8,8,6,5,7,8,8,8,8,7,8
149,8,8,8,8,8,8,8,8,8,7,7,4,6,8,5,7,8,7
150,8,6,7,8,6,8,8,6,7,7,4,5,4,6,8,8,2,5
151,8,3,2,7,8,7,8,8,4,2,7,4,5,8,5,7,6,8
152,8,3,7,4,8,5,8,8,8,5,6,6,5,8,6,7,8,4
153,8,5,8,8,8,8,8,8,6,6,7,6,7,8,7,8,8,8
154,2,6,6,8,8,8,8,8,8,8,7,4,6,8,4,7,7,8
155,8,3,8,5,8,8,8,8,8,5,8,5,6,8,5,5,8,5
156,6,2,6,8,8,4,8,8,2,3,8,4,2,8,3,4,8,5
157,6,4,8,8,8,7,8,8,8,7,6,6,6,8,7,8,8,8
158,8,6,8,8,8,8,8,8,6,7,7,5,8,8,8,8,8,8
159,8,5,7,8,8,5,8,8,3,8,7,7,6,7,3,2,8,8
160,8,3,6,8,8,8,8,8,8,4,6,5,8,8,6,8,8,8
161,3,2,8,2,8,2,8,8,2,2,7,5,1,8,5,3,8,7
162,8,5,8,8,8,8,8,8,8,4,6,6,3,8,6,5,6,8
163,8,8,8,8,6,8,8,8,7,6,6,6,5,6,7,8,7,8
164,1,6,8,6,8,2,8,8,8,5,7,7,8,8,7,6,8,8
165,8,3,8,8,8,6,8,8,4,8,7,7,6,7,7,7,8,8
166,5,5,5,8,8,6,8,8,6,8,7,7,7,8,8,7,8,8
167,8,5,4,8,8,8,8,8,8,7,8,5,4,8,5,8,8,8
168,8,5,8,4,8,6,8,8,3,7,7,6,2,8,7,7,7,5
169,7,8,4,8,2,8,8,8,7,6,7,7,8,7,6,8,4,7
170,8,8,8,8,7,8,8,8,8,7,6,6,8,6,6,8,4,8
171,8,7,8,8,8,4,8,8,8,7,7,7,7,6,5,7,8,6
172,8,7,8,8,8,8,8,8,8,3,7,5,6,7,7,8,8,6
173,8,7,8,8,6,8,8,8,8,6,5,6,8,5,8,8,6,7
175,8,4,8,8,3,8,8,7,7,3,4,2,8,6,8,8,2,8
176,8,7,8,8,6,8,8,8,8,7,5,6,8,8,8,8,7,7
177,8,5,4,2,8,8,8,8,6,5,7,6,3,7,6,8,8,5
178,8,2,8,8,8,5,8,8,8,6,5,5,8,6,5,8,7,7
179,8,3,7,7,8,5,8,8,6,2,7,5,3,7,5,7,7,8
180,7,3,8,8,8,7,8,8,7,4,8,2,4,8,8,7,8,7
181,8,4,8,8,8,6,8,8,3,5,8,6,8,8,3,5,8,6
182,8,6,8,5,8,8,8,8,8,3,8,4,5,8,5,3,8,8
183,8,7,8,8,8,7,8,7,6,7,5,4,8,6,8,8,4,6
184,8,4,8,8,8,5,8,8,5,5,7,7,3,8,4,7,8,8
185,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8
186,8,5,6,2,8,5,7,6,2,1,6,5,6,7,6,2,8,7
187,5,2,6,8,8,8,8,8,8,7,7,6,7,8,4,6,7,4
188,8,8,8,8,7,8,8,8,8,5,2,4,8,8,7,8,6,6
189,7,6,7,8,8,8,8,8,6,4,7,4,2,7,5,6,8,8
190,5,5,8,8,8,7,8,8,8,5,8,3,5,8,5,8,8,8
191,5,3,8,8,8,2,8,8,8,3,8,7,2,8,5,5,8,6
192,6,6,8,8,8,7,8,8,7,7,7,7,7,7,7,8,8,8
193,8,8,8,8,8,8,8,6,8,6,6,6,8,6,7,7,5,8
194,8,3,7,8,8,8,8,7,8,7,5,5,7,4,7,8,8,8
195,8,7,8,8,4,8,8,6,8,8,7,7,8,2,8,8,6,8
196,8,2,7,8,8,6,8,8,8,5,6,6,6,6,6,6,8,3
197,8,5,8,6,8,5,8,5,4,5,6,6,5,5,6,6,4,3
198,8,6,8,8,8,6,8,8,7,6,6,7,7,7,7,8,7,8
199,8,6,8,8,8,6,8,5,8,6,6,7,8,6,7,8,4,8
200,8,4,7,8,8,8,8,8,8,6,4,7,6,7,8,7,5,4
201,8,2,6,7,8,5,8,8,8,2,7,4,2,8,3,5,8,4
202,8,6,8,7,8,8,8,8,5,7,4,6,2,8,6,8,8,5
203,8,8,8,8,5,8,8,7,8,7,6,6,8,4,8,8,6,8
204,8,6,8,8,8,7,7,1,6,5,6,5,7,7,5,8,6,8
205,8,6,8,8,6,8,8,8,8,5,5,4,5,5,4,7,4,5
206,8,5,8,8,8,7,8,3,8,5,5,6,8,6,6,8,7,8
207,8,6,8,8,6,8,8,8,8,7,7,6,8,5,8,8,7,8
208,3,8,5,6,8,7,8,8,8,7,7,7,6,8,6,8,8,8
209,8,8,7,8,8,6,8,8,8,7,8,7,3,8,5,7,8,8
210,8,7,8,8,8,8,8,7,8,7,7,7,8,6,8,8,7,7
211,8,5,8,8,8,8,8,8,8,6,7,5,7,5,6,8,7,4
212,8,3,8,8,8,8,8,8,8,4,2,6,8,8,5,8,8,8
213,8,6,8,6,6,8,8,5,5,4,2,3,4,6,8,7,4,8
214,8,4,7,6,8,8,8,8,8,6,6,6,7,8,6,7,6,4
215,7,7,8,8,8,8,8,5,8,6,6,6,6,6,7,8,6,8
216,8,5,8,8,5,7,8,7,8,4,6,6,6,6,8,8,7,8
217,8,3,8,8,8,7,8,6,5,6,8,7,7,8,8,7,7,4
218,8,4,4,8,8,1,8,4,8,5,7,7,8,8,4,8,8,5
219,8,5,7,8,8,2,8,8,6,4,8,6,5,8,5,8,8,5
220,8,8,8,8,6,7,7,7,6,5,4,3,8,5,8,8,4,8
221,8,5,8,8,8,8,8,5,5,5,6,6,8,7,8,8,5,8
222,6,4,5,8,8,7,8,8,5,6,7,6,5,7,2,7,8,7
223,8,7,8,8,8,4,8,8,8,3,8,5,6,8,5,8,3,6
224,5,3,6,8,8,5,8,8,3,8,7,6,1,8,4,8,8,6
225,6,3,8,2,8,1,8,8,8,5,7,7,5,8,8,3,7,2
226,8,8,8,8,5,8,8,4,8,6,5,5,8,7,7,8,6,8
227,8,7,8,8,8,8,8,8,8,7,5,7,8,7,8,8,7,8
228,8,6,8,8,6,7,3,6,8,5,6,6,8,5,7,8,4,8
229,7,4,6,8,8,8,8,8,8,7,7,5,2,8,7,8,8,5
230,8,3,4,8,8,7,8,8,5,5,8,7,7,8,6,6,8,8
231,8,8,8,8,8,8,8,8,8,6,6,5,8,7,8,8,6,8
232,8,7,7,8,6,8,8,8,8,8,3,7,8,8,7,8,7,8
233,8,8,8,8,8,5,8,8,8,5,5,5,8,8,8,8,8,8
234,8,5,8,8,8,8,8,8,5,7,7,5,5,7,7,8,8,6
235,8,6,8,8,8,8,8,8,8,2,5,2,5,8,6,7,7,8
236,8,7,8,8,8,8,8,8,8,7,3,5,8,8,8,8,7,8
237,6,5,6,8,6,8,8,8,5,7,6,2,3,8,6,7,7,7
238,8,7,8,8,8,8,8,8,8,6,8,6,8,8,8,8,8,7
239,6,7,6,6,8,8,8,8,1,4,8,6,1,8,3,6,8,8
240,8,4,7,8,8,8,8,8,5,6,8,7,5,8,5,8,8,8
241,8,4,8,5,8,7,8,8,6,5,8,6,8,8,3,7,8,8
242,8,6,8,8,7,8,8,8,8,5,7,7,8,5,8,8,6,8
243,8,8,8,8,8,8,8,8,8,5,7,6,8,7,8,8,8,8
245,8,5,7,8,8,8,8,8,8,4,6,3,6,8,7,8,7,5
246,8,5,5,6,8,7,8,8,5,2,7,6,6,8,7,8,8,8
247,8,3,8,8,8,8,8,8,8,5,8,2,5,7,7,8,8,8
248,8,5,8,8,8,7,8,8,7,4,6,5,6,7,5,7,6,7
249,2,3,5,3,8,8,8,8,8,7,8,7,2,8,4,2,8,2
250,6,6,5,4,8,7,8,8,3,2,7,6,3,6,4,3,8,2
251,4,7,8,8,6,8,8,8,5,2,5,6,6,7,5,8,8,8
252,8,7,8,8,8,8,8,8,8,7,8,6,6,8,6,8,8,8
253,6,5,2,2,8,3,8,8,8,7,8,7,5,8,5,3,8,2
254,3,5,8,7,8,8,8,8,8,7,8,7,4,8,4,6,8,4
255,2,8,8,5,8,6,8,8,2,1,7,5,2,7,4,7,8,8
256,5,6,7,6,8,4,8,8,4,7,7,6,5,8,2,8,8,6
257,8,4,7,8,5,8,8,7,8,4,6,4,7,3,7,8,6,8
258,2,2,6,8,8,8,8,6,8,8,7,7,5,8,5,8,7,6
259,8,7,5,8,8,8,8,7,8,5,3,3,7,6,5,8,7,8
260,8,8,8,8,8,7,8,8,6,3,6,5,8,6,8,8,7,8
261,5,5,6,7,8,5,8,8,6,4,8,4,4,5,5,8,8,7
262,8,6,4,8,8,8,8,8,7,2,8,2,6,8,5,8,8,8
263,8,8,8,8,7,8,8,6,7,5,5,6,8,6,7,8,5,6
264,8,7,8,8,7,8,8,8,8,6,5,6,8,6,8,8,7,8
265,5,4,5,4,8,4,8,8,2,7,8,7,1,8,1,8,8,8
266,8,2,8,7,8,8,8,8,8,6,8,7,4,8,6,6,8,4
267,6,6,8,8,8,8,7,6,5,4,8,7,6,8,4,6,8,8
268,8,6,6,7,8,5,2,6,5,7,5,2,2,6,6,6,7,3
269,7,6,8,8,5,7,8,8,2,2,1,1,6,8,4,8,5,8
270,8,5,8,8,8,8,8,6,6,7,6,6,8,7,8,8,6,8
271,8,1,8,8,8,8,8,8,8,4,8,5,4,8,5,6,8,6
272,8,8,6,7,3,6,7,6,8,3,4,4,4,4,8,7,3,5
273,8,3,5,7,8,8,8,8,5,7,8,7,7,4,6,2,8,5
274,8,7,8,8,8,8,8,7,8,7,7,7,8,7,8,8,6,8
275,8,7,8,8,8,6,8,6,6,2,4,2,7,7,5,8,8,5
276,8,6,8,8,6,8,8,8,8,7,3,7,8,8,8,8,7,8
277,8,6,8,8,8,5,8,8,8,6,6,6,7,8,6,8,7,7
278,8,7,8,8,5,8,8,8,8,7,4,7,6,7,8,8,8,8
279,8,4,8,8,8,8,8,8,6,3,8,3,6,8,8,8,8,4
280,6,6,8,6,8,7,8,8,5,4,8,4,3,8,4,8,8,6
281,6,1,6,2,2,5,8,8,6,6,5,2,6,7,7,8,6,8
282,8,4,4,4,8,8,8,8,8,7,8,7,4,6,6,8,8,8
283,5,6,8,8,8,5,8,8,5,6,8,6,1,8,8,8,8,6
284,8,6,8,8,4,8,8,8,8,7,7,7,8,4,8,8,6,8
285,8,6,8,8,8,8,8,8,7,7,7,7,8,6,8,8,7,7
286,8,4,8,8,8,7,8,8,8,3,6,2,4,8,6,8,4,8
287,8,6,8,8,7,7,6,7,6,5,6,7,8,5,7,8,7,8
288,8,8,8,8,8,8,8,6,5,2,5,3,6,7,6,8,6,8
289,8,8,8,8,8,7,8,7,5,4,8,7,8,8,6,8,8,8
290,8,6,8,8,8,8,8,8,6,7,6,7,8,6,8,8,5,6
291,8,8,7,8,5,8,8,8,8,6,6,6,8,6,8,8,6,8
292,7,4,6,8,8,8,8,8,6,4,7,4,3,8,4,8,8,8
293,8,6,8,8,8,8,8,8,8,7,6,6,5,6,7,8,4,6
294,8,8,7,6,8,3,8,8,2,8,8,7,5,8,6,6,8,6
295,8,8,5,8,8,8,8,8,8,8,8,7,7,8,7,8,8,8
296,8,1,2,4,8,3,8,8,6,2,7,4,3,8,3,6,8,2
297,8,7,8,6,8,8,8,8,8,4,5,7,4,8,8,5,6,8
298,8,7,6,8,7,8,8,8,8,2,5,7,7,7,6,5,6,8
299,5,6,8,8,6,5,8,7,8,5,7,6,4,8,4,7,7,8
300,8,7,8,8,5,8,8,1,7,4,5,5,8,5,6,8,1,6
301,7,5,8,8,8,6,8,8,8,5,7,6,6,8,3,8,8,8
302,8,5,6,8,8,8,8,8,4,5,7,6,3,8,6,5,7,4
303,8,7,8,3,8,4,8,8,8,5,6,5,8,7,6,3,5,8
304,5,7,7,8,8,8,8,8,8,8,8,7,8,8,8,6,8,8
305,8,6,6,2,6,5,8,8,4,6,4,6,6,8,4,6,8,5
306,8,4,4,6,7,7,8,8,3,6,7,6,6,8,5,6,7,8
307,5,4,3,8,8,4,8,8,7,4,8,6,5,8,5,7,8,6
308,8,1,8,8,7,7,8,8,8,5,7,6,7,8,6,8,8,8
309,5,4,6,8,8,7,8,8,6,3,2,2,4,8,5,5,8,6
310,8,8,8,8,8,6,8,8,8,5,6,6,4,8,5,8,8,8
311,6,2,8,8,8,8,8,8,8,6,6,6,3,7,6,8,5,6
312,8,7,8,8,5,8,8,8,8,7,4,7,8,7,8,8,8,8
313,8,5,5,6,7,3,7,4,5,4,5,2,4,5,5,1,5,3
314,8,4,8,1,8,8,8,8,8,2,8,3,2,8,4,3,8,1
315,5,6,7,8,8,8,8,8,2,3,5,5,4,8,7,4,7,8
316,8,7,8,2,8,8,8,8,5,1,4,4,5,8,6,4,6,8
317,8,7,8,8,8,8,8,8,7,5,5,6,4,6,7,6,5,5
318,8,6,7,6,8,8,8,8,4,2,8,6,5,8,7,7,8,6
319,8,6,8,6,8,5,8,8,3,6,8,5,5,8,3,2,8,6
320,8,2,6,6,8,7,8,8,5,6,7,5,8,6,5,6,8,7
321,8,6,7,3,8,7,8,8,8,3,6,6,2,6,3,8,3,8
322,8,6,8,8,8,7,8,7,8,2,5,5,7,5,7,7,3,6
323,6,7,5,5,8,6,7,3,6,6,6,6,4,6,5,8,4,6
324,8,4,5,6,8,1,5,6,3,6,5,6,5,7,5,7,6,5
325,4,5,8,8,8,6,8,8,8,4,7,6,5,8,5,8,8,4
326,5,7,8,8,8,7,8,8,2,6,7,6,5,8,6,4,8,4
327,5,5,4,5,8,5,8,8,3,6,7,6,5,7,3,6,8,8
328,8,4,7,8,8,6,8,8,6,8,8,7,6,8,4,8,8,8
329,4,6,8,7,8,5,8,8,6,2,5,4,3,8,8,5,7,8
330,8,8,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8
331,8,8,8,8,8,8,8,8,8,4,6,5,7,6,7,8,7,6
332,6,5,6,7,8,7,8,8,8,5,6,6,4,5,5,4,5,3
333,8,7,7,8,8,6,8,8,8,6,4,3,7,5,7,8,8,6
334,7,5,8,8,8,8,8,8,5,6,8,7,6,8,6,5,8,5
335,8,6,4,8,8,4,8,8,8,5,7,7,5,8,4,6,8,6
336,8,5,8,8,5,6,8,7,5,7,5,6,7,5,5,8,4,5
337,7,5,4,3,8,2,8,8,5,3,7,7,7,8,8,7,7,8
338,8,6,8,8,4,8,8,8,8,5,5,5,8,2,7,8,5,8
339,8,7,8,8,4,7,8,8,8,4,2,4,8,2,8,8,2,4
340,8,5,5,8,8,8,8,8,8,8,8,7,3,7,6,4,8,8
341,7,7,8,8,8,8,8,8,3,4,7,3,5,8,7,4,8,6
342,8,8,8,8,8,8,8,8,8,6,5,4,8,6,8,8,7,8
343,5,5,8,4,8,6,8,8,6,5,7,5,6,8,4,8,8,8
344,8,6,8,8,8,3,8,7,8,2,6,4,2,8,6,7,8,6
345,8,3,1,6,8,8,8,8,8,5,7,7,6,8,4,8,7,7
346,8,8,8,8,8,7,8,8,8,7,8,6,7,8,7,8,8,8
347,8,5,7,7,6,7,8,5,7,7,7,7,4,4,7,8,5,7
348,8,7,8,8,8,8,8,8,8,4,4,5,8,7,8,8,7,8
349,7,4,5,6,8,8,7,4,4,1,5,2,5,5,5,8,4,6
350,8,8,5,8,8,7,8,8,6,7,6,7,8,6,7,8,6,5
351,8,2,5,8,7,8,8,8,6,5,7,1,3,7,5,6,5,5
352,4,6,7,6,8,5,8,8,8,4,7,7,3,8,2,5,5,4
353,8,8,8,8,8,8,8,8,8,5,7,7,8,7,7,8,7,8
