CUSTNO,금토일,평일,금토일 비율
631,264,290,0.47653429602888087
632,375,322,0.5380200860832137
633,781,642,0.5488404778636683
634,295,305,0.49166666666666664
635,477,255,0.6516393442622951
636,275,276,0.49909255898366606
637,573,504,0.532033426183844
638,302,371,0.4487369985141159
639,806,1409,0.363882618510158
640,444,237,0.6519823788546255
641,324,304,0.5159235668789809
642,543,367,0.5967032967032967
643,260,336,0.436241610738255
644,445,861,0.34073506891271055
645,566,472,0.5452793834296724
646,804,1297,0.3826749167063303
647,749,1347,0.3573473282442748
648,259,241,0.518
649,79,270,0.22636103151862463
650,315,296,0.5155482815057283
651,251,102,0.7110481586402266
652,307,180,0.6303901437371663
653,370,584,0.38784067085953877
654,328,650,0.33537832310838445
655,606,892,0.4045393858477971
656,304,165,0.6481876332622601
657,389,248,0.6106750392464678
658,830,648,0.5615696887686062
659,391,496,0.44081172491544535
660,706,1234,0.36391752577319586
661,521,244,0.681045751633987
662,378,571,0.39831401475237094
663,353,492,0.41775147928994083
664,179,283,0.3874458874458874
665,806,1035,0.43780554046713743
666,495,695,0.41596638655462187
667,403,404,0.4993804213135068
668,544,777,0.4118092354277063
669,422,211,0.6666666666666666
670,569,828,0.4073013600572656
671,375,1141,0.24736147757255936
672,282,223,0.5584158415841585
673,259,401,0.3924242424242424
674,273,125,0.6859296482412061
675,456,728,0.38513513513513514
676,357,276,0.5639810426540285
677,426,1071,0.2845691382765531
678,518,608,0.46003552397868563
679,603,1302,0.3165354330708661
680,675,899,0.42884371029224905
681,346,169,0.6718446601941748
682,502,971,0.3408010862186015
683,476,698,0.40545144804088584
684,267,232,0.5350701402805611
685,848,1316,0.39186691312384475
686,344,353,0.4935437589670014
687,209,461,0.3119402985074627
688,252,312,0.44680851063829785
689,299,127,0.7018779342723005
690,405,392,0.5081555834378921
691,285,385,0.4253731343283582
692,602,686,0.4673913043478261
693,656,499,0.567965367965368
694,432,353,0.5503184713375796
695,277,238,0.537864077669903
696,221,212,0.5103926096997691
697,248,95,0.7230320699708455
698,252,182,0.5806451612903226
699,765,823,0.4817380352644836
700,794,959,0.452937820878494
701,807,1254,0.3915574963609898
702,219,544,0.2870249017038008
703,238,185,0.5626477541371159
704,398,269,0.5967016491754122
705,742,583,0.56
706,314,421,0.4272108843537415
707,349,449,0.43734335839599
708,537,335,0.6158256880733946
709,495,847,0.36885245901639346
710,416,721,0.3658751099384345
711,236,242,0.49372384937238495
712,318,609,0.343042071197411
713,270,274,0.4963235294117647
714,206,353,0.3685152057245081
715,270,278,0.4927007299270073
716,686,901,0.4322621298046629
717,220,94,0.7006369426751592
718,210,321,0.3954802259887006
719,572,1060,0.35049019607843135
720,598,847,0.413840830449827
721,234,715,0.2465753424657534
722,543,531,0.505586592178771
723,457,478,0.48877005347593583
724,206,305,0.40313111545988256
725,669,1105,0.37711386696730553
726,215,282,0.43259557344064387
727,229,738,0.23681489141675285
728,317,147,0.6831896551724138
729,465,508,0.4779033915724563
730,602,1505,0.2857142857142857
731,371,819,0.31176470588235294
732,292,252,0.5367647058823529
733,690,978,0.4136690647482014
734,216,527,0.29071332436069985
735,289,363,0.4432515337423313
736,181,406,0.3083475298126065
737,441,659,0.4009090909090909
738,259,438,0.3715925394548063
739,240,340,0.41379310344827586
740,469,1143,0.29094292803970223
741,573,697,0.4511811023622047
742,309,636,0.326984126984127
743,399,474,0.4570446735395189
744,543,598,0.4758983347940403
745,507,478,0.5147208121827411
746,221,309,0.4169811320754717
747,465,661,0.4129662522202487
748,398,276,0.5905044510385756
749,888,1697,0.3435203094777563
750,351,269,0.5661290322580645
751,488,478,0.505175983436853
752,233,185,0.5574162679425837
753,583,576,0.5030198446937014
754,228,250,0.4769874476987448
755,654,912,0.41762452107279696
756,556,776,0.4174174174174174
757,278,273,0.5045372050816697
758,485,336,0.5907429963459196
759,788,890,0.4696066746126341
760,491,796,0.3815073815073815
761,557,698,0.4438247011952191
762,814,1165,0.4113188479029813
763,319,335,0.4877675840978593
764,425,682,0.3839205058717254
765,237,158,0.6
766,634,1157,0.35399218313791175
767,373,547,0.40543478260869564
768,428,179,0.7051070840197694
769,519,976,0.34715719063545153
770,196,400,0.3288590604026846
771,412,371,0.5261813537675607
772,248,394,0.3862928348909657
773,476,354,0.5734939759036145
774,535,265,0.66875
775,268,715,0.2726347914547304
776,415,1302,0.2417006406523005
777,302,423,0.416551724137931
778,1392,1227,0.5315005727376861
779,794,1256,0.3873170731707317
780,611,887,0.40787716955941256
781,466,370,0.5574162679425837
782,560,404,0.5809128630705395
783,180,206,0.46632124352331605
784,393,72,0.8451612903225807
785,213,514,0.29298486932599727
786,173,134,0.5635179153094463
787,296,275,0.5183887915936952
788,746,1215,0.38041815400305967
789,197,221,0.47129186602870815
790,379,533,0.4155701754385965
791,557,967,0.36548556430446194
792,344,74,0.8229665071770335
793,558,968,0.3656618610747051
794,223,195,0.5334928229665071
795,354,640,0.3561368209255533
796,745,1426,0.3431598341777983
797,551,705,0.43869426751592355
798,388,684,0.3619402985074627
799,420,344,0.5497382198952879
800,548,308,0.6401869158878505
801,433,375,0.5358910891089109
802,498,419,0.5430752453653217
803,176,211,0.45478036175710596
804,391,525,0.4268558951965066
805,315,886,0.2622814321398834
806,230,302,0.4323308270676692
807,259,488,0.3467202141900937
808,312,847,0.26919758412424505
809,573,1672,0.2552338530066815
810,317,191,0.6240157480314961
811,316,357,0.46953937592867756
812,360,159,0.6936416184971098
813,946,1445,0.3956503554997909
814,291,333,0.46634615384615385
815,260,325,0.4444444444444444
816,380,828,0.31456953642384106
817,320,231,0.5807622504537205
818,528,641,0.4516680923866553
819,306,272,0.5294117647058824
820,646,828,0.43826322930800543
821,728,1048,0.4099099099099099
822,364,508,0.41743119266055045
823,406,519,0.43891891891891893
824,619,941,0.3967948717948718
825,166,349,0.32233009708737864
826,366,587,0.38405036726128017
827,385,309,0.5547550432276657
828,254,256,0.4980392156862745
829,330,509,0.3933253873659118
830,495,665,0.4267241379310345
831,267,897,0.22938144329896906
832,713,42,0.9443708609271523
833,491,835,0.3702865761689291
834,576,615,0.4836272040302267
835,818,768,0.5157629255989912
836,320,525,0.378698224852071
837,458,785,0.3684633950120676
838,422,363,0.5375796178343949
839,533,1374,0.27949659150498163
840,104,179,0.3674911660777385
841,406,103,0.7976424361493124
842,239,343,0.4106529209621993
843,368,1035,0.26229508196721313
844,406,234,0.634375
845,638,102,0.8621621621621621
846,472,317,0.5982256020278834
847,433,427,0.5034883720930232
848,210,230,0.4772727272727273
849,541,525,0.5075046904315197
850,563,414,0.5762538382804504
851,176,360,0.3283582089552239
852,404,776,0.3423728813559322
853,195,290,0.4020618556701031
854,626,958,0.3952020202020202
855,251,564,0.3079754601226994
856,350,356,0.49575070821529743
857,343,193,0.6399253731343284
858,338,304,0.5264797507788161
859,594,525,0.5308310991957105
860,1358,479,0.7392487751769189
861,424,226,0.6523076923076923
862,364,818,0.3079526226734349
863,345,541,0.3893905191873589
864,433,1000,0.30216329378925333
865,454,432,0.5124153498871332
866,211,361,0.3688811188811189
867,539,738,0.4220830070477682
868,233,406,0.3646322378716745
869,218,212,0.5069767441860465
870,213,276,0.43558282208588955
871,623,685,0.47629969418960244
872,515,364,0.5858930602957907
873,331,521,0.3884976525821596
874,540,473,0.5330700888450148
875,692,967,0.41711874623267026
876,657,1150,0.36358605423353624
877,478,990,0.32561307901907355
878,568,524,0.5201465201465202
879,938,1508,0.38348323793949307
880,400,750,0.34782608695652173
881,447,638,0.4119815668202765
882,264,421,0.3854014598540146
883,433,88,0.8310940499040307
884,341,584,0.36864864864864866
885,481,319,0.60125
886,332,623,0.34764397905759165
887,438,374,0.5394088669950738
888,502,1519,0.2483918852053439
889,709,722,0.4954577218728162
890,344,170,0.669260700389105
891,1374,2148,0.3901192504258944
892,441,477,0.4803921568627451
893,432,704,0.38028169014084506
894,421,303,0.5814917127071824
895,454,382,0.5430622009569378
896,412,575,0.41742654508611954
897,505,333,0.6026252983293556
898,502,438,0.5340425531914894
899,286,366,0.4386503067484663
900,441,888,0.33182844243792325
901,514,674,0.43265993265993263
902,509,592,0.4623069936421435
903,893,1240,0.4186591654946085
904,352,191,0.6482504604051565
906,519,577,0.47354014598540145
907,413,339,0.5492021276595744
908,166,319,0.3422680412371134
909,754,1100,0.40668824163969797
910,362,339,0.5164051355206848
911,573,422,0.5758793969849246
912,320,208,0.6060606060606061
913,492,335,0.5949214026602176
914,489,501,0.49393939393939396
915,240,260,0.48
916,242,236,0.5062761506276151
917,416,716,0.3674911660777385
918,248,649,0.27647714604236345
919,319,229,0.5821167883211679
920,492,521,0.4856860809476802
921,289,331,0.4661290322580645
922,825,1414,0.3684680661009379
923,187,347,0.350187265917603
924,298,118,0.7163461538461539
925,362,365,0.49793672627235214
926,540,929,0.36759700476514634
927,349,359,0.4929378531073446
928,1047,1549,0.40331278890600925
929,397,201,0.6638795986622074
930,340,649,0.3437815975733064
931,269,223,0.5467479674796748
932,252,312,0.44680851063829785
933,607,780,0.437635183850036
934,735,914,0.44572468162522744
935,335,230,0.5929203539823009
936,450,193,0.6998444790046656
937,242,485,0.3328748280605227
938,368,442,0.454320987654321
939,367,279,0.5681114551083591
940,397,496,0.44456886898096304
941,247,254,0.4930139720558882
