CUSTNO,주말,평일,주말 비율
432,211.0,127.0,0.6242603550295858
433,137.0,171.0,0.4448051948051948
434,143.0,788.0,0.1535982814178303
435,108.0,171.0,0.3870967741935484
436,83.0,315.0,0.20854271356783918
437,180.0,586.0,0.2349869451697128
438,59.0,192.0,0.2350597609561753
439,284.0,760.0,0.2720306513409962
440,130.0,118.0,0.5241935483870968
441,91.0,207.0,0.3053691275167785
442,25.0,1644.0,0.014979029358897543
443,81.0,147.0,0.35526315789473684
444,154.0,385.0,0.2857142857142857
445,50.0,206.0,0.1953125
446,182.0,704.0,0.2054176072234763
447,70.0,209.0,0.25089605734767023
448,51.0,160.0,0.24170616113744076
449,159.0,585.0,0.21370967741935484
450,132.0,290.0,0.3127962085308057
451,487.0,220.0,0.6888260254596889
452,131.0,1312.0,0.09078309078309078
453,94.0,274.0,0.2554347826086957
454,77.0,388.0,0.16559139784946236
455,76.0,207.0,0.26855123674911663
456,316.0,946.0,0.25039619651347067
457,619.0,1447.0,0.2996127783155857
458,114.0,507.0,0.18357487922705315
459,451.0,162.0,0.7357259380097879
461,78.0,299.0,0.20689655172413793
462,123.0,331.0,0.2709251101321586
463,96.0,190.0,0.3356643356643357
464,178.0,546.0,0.24585635359116023
465,164.0,501.0,0.24661654135338346
466,119.0,212.0,0.3595166163141994
467,156.0,525.0,0.2290748898678414
468,56.0,723.0,0.07188703465982028
469,44.0,270.0,0.14012738853503184
470,85.0,551.0,0.13364779874213836
471,158.0,108.0,0.5939849624060151
472,174.0,439.0,0.2838499184339315
473,189.0,386.0,0.32869565217391306
474,144.0,697.0,0.17122473246135553
475,172.0,331.0,0.341948310139165
476,120.0,1020.0,0.10526315789473684
477,43.0,233.0,0.15579710144927536
478,79.0,318.0,0.19899244332493704
479,102.0,506.0,0.16776315789473684
480,269.0,132.0,0.6708229426433915
481,102.0,225.0,0.3119266055045872
482,158.0,346.0,0.3134920634920635
483,68.0,165.0,0.2918454935622318
484,96.0,135.0,0.4155844155844156
485,137.0,200.0,0.4065281899109792
486,110.0,243.0,0.311614730878187
487,188.0,595.0,0.24010217113665389
488,257.0,739.0,0.2580321285140562
489,193.0,439.0,0.30537974683544306
490,66.0,376.0,0.1493212669683258
491,168.0,395.0,0.2984014209591474
492,53.0,159.0,0.25
493,217.0,598.0,0.26625766871165646
494,100.0,241.0,0.2932551319648094
495,133.0,402.0,0.2485981308411215
496,106.0,475.0,0.18244406196213425
497,238.0,647.0,0.2689265536723164
498,119.0,539.0,0.18085106382978725
499,129.0,339.0,0.27564102564102566
500,279.0,501.0,0.3576923076923077
501,77.0,121.0,0.3888888888888889
502,336.0,636.0,0.345679012345679
503,348.0,1250.0,0.21777221526908636
504,140.0,238.0,0.37037037037037035
505,280.0,543.0,0.3402187120291616
506,131.0,370.0,0.26147704590818366
507,143.0,213.0,0.40168539325842695
508,83.0,234.0,0.2618296529968454
509,111.0,210.0,0.34579439252336447
510,53.0,363.0,0.12740384615384615
511,164.0,325.0,0.33537832310838445
512,212.0,464.0,0.3136094674556213
513,44.0,195.0,0.18410041841004185
514,171.0,368.0,0.3172541743970315
515,42.0,288.0,0.12727272727272726
516,152.0,655.0,0.18835192069392812
517,125.0,233.0,0.34916201117318435
518,159.0,358.0,0.30754352030947774
519,143.0,351.0,0.2894736842105263
520,115.0,153.0,0.4291044776119403
521,291.0,663.0,0.3050314465408805
522,138.0,364.0,0.2749003984063745
523,52.0,1021.0,0.048462255358807084
524,197.0,648.0,0.2331360946745562
525,103.0,425.0,0.19507575757575757
526,296.0,584.0,0.33636363636363636
527,240.0,583.0,0.2916160388821385
528,51.0,203.0,0.20078740157480315
529,160.0,550.0,0.22535211267605634
530,146.0,171.0,0.4605678233438486
531,13.0,212.0,0.057777777777777775
532,121.0,124.0,0.49387755102040815
533,281.0,374.0,0.42900763358778626
534,51.0,191.0,0.21074380165289255
535,120.0,196.0,0.379746835443038
536,43.0,412.0,0.0945054945054945
537,151.0,625.0,0.19458762886597938
538,91.0,238.0,0.2765957446808511
539,138.0,389.0,0.2618595825426945
540,56.0,459.0,0.1087378640776699
541,160.0,757.0,0.17448200654307525
542,188.0,132.0,0.5875
543,103.0,346.0,0.22939866369710468
544,180.0,193.0,0.48257372654155495
545,66.0,116.0,0.3626373626373626
546,111.0,148.0,0.42857142857142855
547,131.0,431.0,0.23309608540925267
548,198.0,302.0,0.396
549,120.0,171.0,0.41237113402061853
550,131.0,367.0,0.26305220883534136
551,130.0,693.0,0.15795868772782504
552,72.0,230.0,0.23841059602649006
553,59.0,303.0,0.16298342541436464
554,111.0,161.0,0.40808823529411764
555,107.0,331.0,0.24429223744292236
556,130.0,524.0,0.19877675840978593
557,88.0,718.0,0.10918114143920596
558,118.0,240.0,0.329608938547486
559,382.0,50.0,0.8842592592592593
560,82.0,108.0,0.43157894736842106
561,125.0,485.0,0.20491803278688525
562,8.0,217.0,0.035555555555555556
563,179.0,831.0,0.17722772277227722
564,47.0,265.0,0.15064102564102563
565,52.0,213.0,0.19622641509433963
566,72.0,177.0,0.2891566265060241
567,99.0,555.0,0.15137614678899083
568,84.0,380.0,0.1810344827586207
569,144.0,255.0,0.3609022556390977
570,118.0,243.0,0.3268698060941828
571,86.0,209.0,0.29152542372881357
572,115.0,229.0,0.33430232558139533
573,317.0,711.0,0.30836575875486383
574,64.0,503.0,0.1128747795414462
575,121.0,256.0,0.3209549071618037
576,154.0,252.0,0.3793103448275862
577,157.0,274.0,0.3642691415313225
578,453.0,407.0,0.5267441860465116
579,28.0,226.0,0.11023622047244094
580,127.0,347.0,0.2679324894514768
581,137.0,415.0,0.24818840579710144
582,77.0,187.0,0.2916666666666667
583,63.0,334.0,0.15869017632241814
584,129.0,217.0,0.37283236994219654
585,129.0,319.0,0.28794642857142855
586,100.0,198.0,0.33557046979865773
587,116.0,174.0,0.4
588,240.0,742.0,0.24439918533604887
589,112.0,174.0,0.3916083916083916
590,152.0,366.0,0.29343629343629346
591,195.0,440.0,0.30708661417322836
592,92.0,327.0,0.21957040572792363
593,39.0,136.0,0.22285714285714286
594,111.0,89.0,0.555
595,76.0,114.0,0.4
596,80.0,278.0,0.22346368715083798
597,170.0,164.0,0.5089820359281437
598,117.0,341.0,0.2554585152838428
599,198.0,293.0,0.40325865580448067
600,260.0,814.0,0.24208566108007448
601,29.0,241.0,0.10740740740740741
602,116.0,197.0,0.3706070287539936
603,70.0,181.0,0.2788844621513944
604,38.0,201.0,0.1589958158995816
605,93.0,302.0,0.23544303797468355
606,59.0,124.0,0.3224043715846995
607,129.0,404.0,0.24202626641651032
608,151.0,596.0,0.20214190093708165
609,76.0,258.0,0.2275449101796407
610,52.0,263.0,0.16507936507936508
611,58.0,248.0,0.1895424836601307
612,59.0,126.0,0.31891891891891894
613,126.0,586.0,0.17696629213483145
614,89.0,143.0,0.38362068965517243
615,60.0,307.0,0.16348773841961853
616,170.0,365.0,0.3177570093457944
617,167.0,351.0,0.3223938223938224
618,229.0,263.0,0.4654471544715447
619,150.0,736.0,0.16930022573363432
620,137.0,109.0,0.556910569105691
621,129.0,259.0,0.3324742268041237
622,109.0,197.0,0.3562091503267974
623,108.0,574.0,0.15835777126099707
624,126.0,478.0,0.20860927152317882
625,33.0,342.0,0.088
626,115.0,409.0,0.21946564885496184
627,53.0,183.0,0.2245762711864407
628,428.0,808.0,0.34627831715210355
629,277.0,528.0,0.3440993788819876
630,86.0,161.0,0.3481781376518219
631,109.0,187.0,0.36824324324324326
632,68.0,184.0,0.2698412698412698
633,280.0,530.0,0.345679012345679
634,33.0,215.0,0.13306451612903225
635,186.0,116.0,0.6158940397350994
636,115.0,238.0,0.32577903682719545
637,164.0,470.0,0.2586750788643533
638,78.0,243.0,0.24299065420560748
639,217.0,874.0,0.19890009165902842
640,116.0,244.0,0.32222222222222224
641,118.0,234.0,0.3352272727272727
642,133.0,394.0,0.2523719165085389
643,107.0,150.0,0.4163424124513619
644,165.0,429.0,0.2777777777777778
645,174.0,389.0,0.30905861456483125
646,223.0,730.0,0.23399790136411333
647,274.0,949.0,0.22403924775143091
648,108.0,190.0,0.3624161073825503
649,29.0,298.0,0.08868501529051988
650,76.0,188.0,0.2878787878787879
651,72.0,166.0,0.3025210084033613
652,131.0,162.0,0.447098976109215
653,101.0,442.0,0.1860036832412523
654,156.0,345.0,0.31137724550898205
655,175.0,619.0,0.22040302267002518
656,66.0,109.0,0.37714285714285717
657,83.0,235.0,0.2610062893081761
658,283.0,442.0,0.3903448275862069
659,125.0,328.0,0.27593818984547464
660,182.0,815.0,0.18254764292878636
661,232.0,165.0,0.5843828715365239
662,126.0,469.0,0.21176470588235294
663,112.0,399.0,0.2191780821917808
664,79.0,251.0,0.23939393939393938
665,217.0,699.0,0.2368995633187773
666,158.0,477.0,0.24881889763779527
667,163.0,207.0,0.44054054054054054
668,106.0,281.0,0.2739018087855297
669,88.0,224.0,0.28205128205128205
670,138.0,464.0,0.2292358803986711
671,32.0,693.0,0.044137931034482755
672,111.0,115.0,0.4911504424778761
673,74.0,205.0,0.26523297491039427
674,59.0,104.0,0.3619631901840491
675,195.0,508.0,0.2773826458036984
676,84.0,222.0,0.27450980392156865
677,101.0,541.0,0.1573208722741433
678,127.0,501.0,0.20222929936305734
679,185.0,801.0,0.1876267748478702
680,276.0,560.0,0.33014354066985646
681,96.0,99.0,0.49230769230769234
682,146.0,560.0,0.20679886685552407
683,50.0,538.0,0.08503401360544217
684,125.0,268.0,0.31806615776081426
685,258.0,872.0,0.22831858407079647
686,100.0,241.0,0.2932551319648094
687,52.0,241.0,0.17747440273037543
688,98.0,284.0,0.25654450261780104
689,79.0,131.0,0.3761904761904762
690,147.0,353.0,0.294
691,86.0,255.0,0.25219941348973607
692,195.0,484.0,0.28718703976435933
693,289.0,269.0,0.517921146953405
694,102.0,385.0,0.20944558521560575
695,48.0,154.0,0.2376237623762376
696,57.0,128.0,0.3081081081081081
697,115.0,105.0,0.5227272727272727
698,62.0,189.0,0.24701195219123506
699,234.0,504.0,0.3170731707317073
700,257.0,593.0,0.3023529411764706
701,340.0,629.0,0.3508771929824561
702,61.0,356.0,0.14628297362110312
703,66.0,172.0,0.2773109243697479
704,121.0,297.0,0.2894736842105263
705,213.0,469.0,0.312316715542522
706,86.0,293.0,0.22691292875989447
707,74.0,259.0,0.2222222222222222
708,265.0,285.0,0.4818181818181818
709,152.0,568.0,0.2111111111111111
710,106.0,525.0,0.16798732171156894
711,71.0,174.0,0.2897959183673469
712,60.0,502.0,0.10676156583629894
713,77.0,273.0,0.22
714,111.0,204.0,0.3523809523809524
715,75.0,185.0,0.28846153846153844
716,254.0,552.0,0.315136476426799
717,123.0,97.0,0.5590909090909091
718,48.0,206.0,0.1889763779527559
719,159.0,687.0,0.1879432624113475
720,203.0,485.0,0.29505813953488375
721,3.0,599.0,0.0049833887043189366
722,186.0,396.0,0.31958762886597936
723,146.0,289.0,0.335632183908046
724,99.0,266.0,0.27123287671232876
725,267.0,727.0,0.2686116700201207
726,67.0,174.0,0.27800829875518673
727,53.0,395.0,0.11830357142857142
728,154.0,179.0,0.4624624624624625
729,91.0,276.0,0.24795640326975477
730,202.0,871.0,0.18825722273998136
731,75.0,500.0,0.13043478260869565
732,62.0,250.0,0.1987179487179487
733,253.0,556.0,0.3127317676143387
734,128.0,426.0,0.23104693140794225
735,65.0,263.0,0.19817073170731708
736,40.0,267.0,0.13029315960912052
737,160.0,620.0,0.20512820512820512
738,96.0,313.0,0.23471882640586797
739,92.0,265.0,0.25770308123249297
740,127.0,697.0,0.154126213592233
741,160.0,498.0,0.24316109422492402
742,91.0,326.0,0.2182254196642686
743,143.0,332.0,0.30105263157894735
744,192.0,429.0,0.30917874396135264
745,140.0,348.0,0.28688524590163933
746,46.0,208.0,0.18110236220472442
