CUSTNO,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
42,0.0,107452.39562876064,86086.85465776875,0.0,0.0,0.0,0.0,4449.881310400976,0.0,209322.40755060982,286846.7105330844,1072697.9742219136,40201.35126338289,547267.1215157396,0.0,0.0,4937.360080753294,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.8622533728985,0.0,60488.26642411209,126384.65176419199,334663.5965391859,0.0,37216.75880282683,0.0,0.0,4559.797251048631,0.0
44,484454.02505811723,224248.47783393526,230668.62337786754,0.0,0.0,63384.28489615768,0.0,0.0,0.0,149155.4931451328,37779.87625790531,787182.1605920345,0.0,0.0,5125260.733119196,0.0,0.0,0.0
45,0.0,37893.84000434554,275963.5530593397,341766.87675854785,0.0,436886.7476942495,6521.59905400346,0.0,0.0,161826.2087617459,8658.750390982132,873143.4177357014,25243192.28395212,0.0,655604.8980943991,0.0,7260.823648166609,0.0
46,40115059.72639132,15572.810960689947,384962.75518756075,1419150.3239221338,0.0,0.0,0.0,0.0,0.0,101147.16851677264,0.0,1270583.3607225267,634025.5611126274,0.0,0.0,1019086.4343319307,0.0,0.0
47,0.0,121364.10675364366,153411.18971063918,0.0,37191.67872855385,62327.88014788838,0.0,2623.0879303416277,93102.12126584159,327353.05921359453,475572.2961158386,743567.3670794357,122212.10784068398,27859.40230383037,0.0,0.0,6757.406541893724,0.0
48,4509105.416856722,220355.27509376276,37525.03920979663,0.0,0.0,422709.79597247555,0.0,0.0,11687.287563158838,1454048.4278354214,4375.927616947959,610224.2171366747,6690459.632319418,0.0,338781.6260027742,247386.7541222133,0.0,78676.5126267101
49,1063645.7261275996,264083.7282713801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668039.2374780753,0.0,899377.5051437733,3721991.855031226,0.0,593780.2068857605,6431762.091499454,0.0,0.0
50,0.0,252071.9000837013,0.0,0.0,0.0,602013.3738962229,0.0,12038.099966032114,522247.6437232404,170566.61323401562,114270.6772028538,1001103.1454847651,0.0,113819.4817787024,0.0,0.0,27010.263971179786,0.0
51,0.0,223677.47476537662,0.0,0.0,0.0,0.0,0.0,1498.9073887666445,288272.5255319731,367748.9527376892,81315.70080439182,1002353.5273019342,0.0,9463.690095575965,0.0,312300.6814888175,22305.250247167824,0.0
52,802040.5525962163,141920.2172217544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379862.1642758634,24548.64358160167,1921659.3665748495,280705.93519657105,0.0,728100.3624115456,173538.20951451923,0.0,205519.53037874916
53,0.0,0.0,0.0,2195070.7635265603,0.0,0.0,0.0,0.0,0.0,54268.66942943487,327377.3176499648,1172786.3522472817,0.0,0.0,786532.6113024504,92750.95427675407,0.0,0.0
54,0.0,54920.11332136655,22073.55247635096,0.0,0.0,0.0,0.0,0.0,0.0,235689.01654933745,18620.968582757272,341053.1074518018,141910.7699597416,0.0,219891.94295855987,0.0,0.0,0.0
55,0.0,8824.592877724304,0.0,0.0,0.0,252903.29673566914,0.0,0.0,0.0,76291.00661428063,200765.0762697613,210474.95653536468,0.0,278275.02224856516,0.0,0.0,39498.88064602635,0.0
56,0.0,891688.7737351327,0.0,386718.46326878143,0.0,0.0,0.0,0.0,0.0,191134.99459967684,0.0,586462.9741517126,19082124.14574456,0.0,1385350.0810236337,0.0,0.0,0.0
57,0.0,6229.1243842759795,0.0,0.0,12645.17076770831,0.0,0.0,0.0,0.0,1593702.2733978578,364588.2198678414,177674.8689151243,0.0,0.0,0.0,0.0,2904.329459266644,0.0
58,704413.1508213466,96914.79354536044,0.0,0.0,0.0,0.0,0.0,0.0,47541.50873149357,552355.0374486713,0.0,433595.3215279383,0.0,0.0,1103098.8801881864,0.0,0.0,46085.560762506524
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212694.28853000523,2068.9965091952527,1222881.3941089895,763624.667247958,0.0,45746.57064822774,23481.25424727951,0.0,0.0
60,0.0,4619.933918338018,0.0,0.0,20806.08770014527,0.0,0.0,0.0,10947.057931593916,294121.3709233925,182868.2564652224,856546.4437749505,824429.2110338246,72923.58053422469,186070.321063578,113120.94233626904,4346.81309070241,0.0
61,0.0,45161.151786000846,28695.618219256252,0.0,33791.296673371784,0.0,23058.510940940803,1452.0665328676869,17515.292690550265,208591.7252949814,421139.06695542065,627606.917470575,125076.45411820001,344552.7529965708,178154.62232219928,16436.877973095656,26235.77611537535,93222.1035264385
62,0.0,10381.8739737933,0.0,0.0,0.0,201266.232640266,0.0,0.0,461288.16969845025,120091.19414558697,136487.56171859242,1174237.1541164853,213871.18872119696,23393.391247491152,0.0,0.0,3678.817315071082,0.0
63,0.0,84923.72910562919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228641.4982155832,0.0,293420.9388663365,126634.2564796561,0.0,132613.65423868268,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4946.394382929927,0.0,20807.311684992197,108721.62856519212,328325.9355902804,0.0,10527.026061371018,0.0,0.0,0.0,0.0
65,0.0,38983.936771593835,0.0,0.0,0.0,43154.133966800684,0.0,0.0,0.0,411701.01845647726,65622.36228214583,1052994.9880119744,1039204.9301584477,0.0,1088501.0980936957,0.0,8335.425548095267,478512.105249013
66,0.0,10381.8739737933,0.0,0.0,20189.768452643522,0.0,0.0,0.0,0.0,92608.65090347247,265627.08233477786,1498309.3984531423,0.0,2977.3407042261465,348393.5459030198,0.0,13359.915512626561,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133449.06595190385,324506.5849934564,785558.8578820253,0.0,226458.66063537227,0.0,0.0,0.0,0.0
68,844026.5681012531,0.0,32685412.829356685,1958995.1071421134,0.0,0.0,0.0,2997.814777533289,1408938.4846434302,350181.0916613005,56249.80809549133,461881.4709613166,7382777.152763951,11058.694044268545,707838.2296592632,79425.34249142294,0.0,111614.28855138409
69,0.0,14534.623563310617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228455.35482726723,459631.7125107437,1031009.6062840923,0.0,15790.539092056526,0.0,0.0,0.0,0.0
70,1127559.6606615828,2076.37479475866,411230.2826344184,0.0,0.0,0.0,0.0,0.0,0.0,20188.685896957,4127.648035844529,808311.0208040087,0.0,0.0,587509.3286620709,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4965.130725289509,0.0,186337.86648287697,123646.33488427207,344542.01174069743,0.0,68436.30275856957,0.0,0.0,38627.58180824636,23121.60403136017
72,0.0,23878.31013972459,0.0,0.0,0.0,70779.11813404274,0.0,5901.947843268663,26064.42364665218,298170.22114089224,91806.54760426634,395490.5837742528,0.0,327709.5112983772,3084.038470667039,0.0,5711.847936557732,0.0
73,31072654.52206972,61959.0238755984,234023.80335427288,3432995.5910838377,0.0,1553971.3847041323,0.0,0.0,340714.14590903727,69641.7054794113,5648.360470103039,61621.68764039689,3483999.855551999,0.0,2855171.975758838,478547.9615595564,0.0,0.0
74,632000.0228652912,88661.20373619477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30792.3764254046,53928.394012174256,1134626.7731858257,226132.60085652876,34771.08608149821,1093826.2045197142,55767.978837288836,12391.805692871012,11876.096616107723
75,0.0,52739.919786869956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16992.66833002061,462003.11895309866,54131.11947614506,0.0,0.0,0.0,0.0,0.0
76,0.0,10381.8739737933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128990.88549741068,85581.97160635242,255773.87675386356,400003.44507065974,40619.433893370995,0.0,0.0,0.0,47294.190064145805
77,45102.38642646331,149478.22147467593,0.0,0.0,0.0,0.0,0.0,88997.62620801952,167437.8575060936,189894.03867757032,0.0,1238017.5950536695,1456545.2079614413,0.0,512669.9951072174,0.0,0.0,0.0
78,434818.7354732154,658511.8842837352,620906.9576072762,3943937.012706603,0.0,179588.8072057801,0.0,0.0,0.0,278677.9522987294,12527.773863177254,2042360.099404462,3816766.5406346507,0.0,30737.58342431482,499622.38724648976,4308.088697912188,136627.6601853101
79,0.0,11420.06137117263,0.0,0.0,76083.54848469874,0.0,0.0,0.0,0.0,118539.07315644478,248170.95878669753,845320.9266316561,0.0,54761.80223844519,30326.378294892547,0.0,4404.899679887742,0.0
80,0.0,15572.810960689947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121156.19363097691,145148.38110608375,592092.6836730343,261308.78321198878,0.0,94577.17976712252,23481.25424727951,7047.839487820389,15764.730021381934
81,2822752.11933863,72673.11781655309,80568.46653868101,0.0,15726.767005217058,0.0,0.0,0.0,0.0,85690.78468098308,9207.034465918874,1300157.78233117,1758356.8525712884,0.0,1251626.172935511,220723.7899244274,0.0,28376.514038487483
82,0.0,8201.680439296706,292739.4529413665,1557162.6929235612,0.0,0.0,0.0,0.0,0.0,134213.08732185749,203691.671832018,1026380.0027935687,10134760.653498827,12760.031589540627,29812.37188311471,0.0,33990.33577161728,322252.10127707524
83,0.0,0.0,0.0,92244.77105493868,0.0,21128.09496538589,0.0,0.0,0.0,494715.41312635,68732.06403546629,761326.976764923,10265565.800172059,3190.007897385157,0.0,3405545.0066185654,13069.482566699897,0.0
84,0.0,106839.86506430684,829237.1458790766,28783916.444950677,0.0,1297846.053486242,0.0,0.0,0.0,51425.58384669827,0.0,697950.3672758675,0.0,0.0,224713.323101036,62460.1362977635,6805.812032881501,162586.91562051902
85,0.0,149602.80396236145,176809.1553355712,0.0,0.0,0.0,0.0,0.0,0.0,44915.195688184154,0.0,530684.3785755993,443119.3943006379,21692.053702219066,220570.4314221066,170239.09329277644,0.0,190164.68333792314
86,0.0,333829.1576273235,0.0,0.0,0.0,0.0,0.0,4346.831427423269,58175.79357932766,658243.7688917017,512293.8806592905,1635864.3608326837,1046441.1733858567,6911.68377766784,934155.2527650461,0.0,1694.1921845722088,83027.57811261152
87,0.0,0.0,55183.8811908774,4233798.466367699,0.0,79283.17635761056,0.0,0.0,0.0,259859.87443514378,51435.25321859398,1298562.3988323896,0.0,0.0,0.0,608164.4850045394,0.0,158845.41969544438
88,0.0,36751.83386722828,1666564.2487407357,4146165.933865507,13814.052099177146,0.0,0.0,0.0,0.0,366967.3357240639,225847.52095073537,1287314.9451659871,790559.5725944245,0.0,0.0,139067.7282795129,18103.653629428747,0.0
89,0.0,56373.57567769761,0.0,0.0,103605.3907438286,902169.6550219776,0.0,0.0,0.0,94368.21527063845,371749.0167861662,661813.9339138024,0.0,6380.015794770314,130300.62538568239,0.0,100973.85420050364,89081.23444082218
90,0.0,3529.8371510897214,109043.34923317375,0.0,0.0,94020.02259596722,0.0,0.0,0.0,336632.44603412243,0.0,370876.8077321298,944731.7546894979,0.0,348085.1420559531,909393.7551157646,0.0,436136.51095153834
91,0.0,189292.7081641732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143015.53959023254,19314.08241333768,1840633.8271305347,447240.03280513466,0.0,122950.33369725928,0.0,0.0,44982.02966100979
92,0.0,130292.51837110589,0.0,0.0,0.0,718566.5097727742,139049.8084014309,26230.879303416277,849595.9531862744,470655.68562162784,181888.58661811842,1061498.3820604745,943324.7073952795,186041.26057550235,133024.85936810492,212787.12598884694,122736.96294860836,35102.79884761044
93,7719647.401399767,102334.13175968055,55183.8811908774,0.0,0.0,0.0,0.0,0.0,0.0,998219.3872234395,7044.933113809835,823168.0296364021,6355029.607715568,0.0,1511374.1730633245,0.0,0.0,0.0
94,0.0,130977.72205337626,597972.5365843476,0.0,0.0,72891.92763058133,0.0,0.0,0.0,684850.2342962694,62069.895275857576,907523.9321344212,534577.468424834,0.0,1754992.6519895494,0.0,0.0,0.0
95,0.0,58969.044171145935,0.0,0.0,1062.6193922443958,0.0,0.0,6089.3112668644935,0.0,68113.66273950401,98318.71411695839,402577.0778528984,103518.47950321094,251478.95591052985,46671.78218942785,0.0,0.0,0.0
96,0.0,68873.35194214474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880421.1832742225,0.0,917933.809463964,1123778.5228787893,0.0,30840.384706670386,0.0,0.0,0.0
97,0.0,2567074.06813,0.0,47486330.903790906,3474.7654126391744,60836236.64333214,0.0,0.0,37949.80082952557,3709995.163844011,323091.3913811668,19885250.79775738,4775267.258131857,27115.067127773833,230274.87247647223,32852117.970402446,28936.802512493327,0.0
98,0.0,0.0,441471.0495270192,0.0,0.0,125712.16504404607,0.0,0.0,18766.38502558957,240013.84054652962,15020.914656757534,649929.3239625744,118392.97947066261,0.0,949472.6438360256,1502095.8341984702,0.0,12611.784017105547
99,9467954.152835818,58761.40669167007,221916.45982099438,1236517.5034860545,31878.581767331874,124655.76029577677,48795.5357790616,0.0,14074.788769192177,1007313.5567421605,33972.92268098605,582784.6180723368,3239022.871290759,1063.3359657950523,6559945.149545267,726099.0844615006,26797.279810833566,513919.6888770368
100,149211.83971790012,2076.37479475866,0.0,0.0,0.0,66553.49914096556,0.0,0.0,39617.923942911315,13400.471785732467,14876.084901113865,432478.553078792,0.0,106120.92938634622,350696.2946277845,628123.5511147269,0.0,36784.37004989118
101,0.0,259546.84934483247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68072.91493310648,49086.94218065737,657696.8473722619,0.0,0.0,0.0,0.0,0.0,0.0
102,1342192.6252136468,26992.872331862578,103800.8805200404,69774.89092617157,0.0,95541.24543347501,0.0,0.0,0.0,267911.27054469165,570956.1386845035,2040827.5341309458,745132.0456668019,122815.30404932854,597881.9780517477,91576.89156439008,23447.61983447937,263985.6591180476
103,0.0,36336.558908276544,0.0,0.0,21252.387844887915,0.0,0.0,0.0,0.0,199300.29934983602,183096.88057948847,180715.0715949879,0.0,0.0,0.0,0.0,3833.7148862319696,0.0
104,0.0,7163.493041917376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179676.5262233902,404052.25928423164,843385.5270246981,0.0,27115.067127773833,85325.0643551214,0.0,3097.951423217753,0.0
105,0.0,0.0,156225.56765137395,0.0,66945.02171139694,0.0,26668.681845835577,2997.814777533289,0.0,691088.3530211272,320613.7680614055,1306224.228085283,0.0,93573.56498996461,0.0,0.0,20717.550142768723,0.0
106,0.0,89875.88299112859,0.0,2223808.5575859835,0.0,59158.6659030805,0.0,0.0,44038.45019338352,260508.13499146808,24796.9231627051,327302.89592168736,0.0,85470.9449306063,375522.8043166542,108953.01970737692,8693.62618140482,11560.802015680085
107,0.0,138961.3831392233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932948.810066672,50100.75047016304,381865.01157998055,17908797.457433652,0.0,117913.07086183644,34576.14687911908,0.0,63899.70568666811
108,0.0,85027.54784536711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159268.35782379197,0.0,487140.3802057589,201006.75631691446,0.0,259470.4366654535,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60403.992551789925,206742.4071848264,422903.26074204873,0.0,2116.038571932154,0.0,0.0,0.0,0.0
110,0.0,75092.09445244692,0.0,0.0,0.0,236793.1243245624,8384.91306943302,0.0,50690.09110800916,265583.0890609784,25454.864052629193,978125.6346435789,482215.20840427774,0.0,1208223.4715249902,0.0,6805.812032881501,133474.71418103372
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186976.86617411094,211658.34289067434,257862.83202257927,0.0,0.0,0.0,0.0,4182.2344213439665,0.0
112,0.0,264322.5113727774,1819699.5190454207,0.0,0.0,0.0,0.0,0.0,72104.6215760986,290680.0334558194,92277.24431010826,516335.8982334421,1378705.3415777162,37748.426785724354,4991917.189775789,0.0,8703.307279602375,0.0
113,3021179.9550992763,152405.90993528563,0.0,0.0,75180.322001291,762977.7653900153,99920.21407741016,61567.620993589924,536791.5921180723,241503.9137395665,143257.31829667927,1209412.368920535,945234.2715802902,119391.36223946848,3449692.3518775585,993832.3453889816,0.0,214925.81929150704
114,335888.1240402946,287577.90907407436,0.0,224698.80128767117,0.0,0.0,0.0,0.0,0.0,146905.10292817838,34469.48184319291,869818.0402554307,609150.9750184092,37748.426785724354,258339.62255954227,49075.82137681418,0.0,0.0
115,12276178.317551652,28550.15342793157,33110.32871452644,0.0,0.0,0.0,0.0,0.0,0.0,158823.8362994553,0.0,1671712.6280502817,1928408.568415398,0.0,40914.91037751605,36395.94408328324,0.0,38339.823412000864
116,0.0,4256.568329255252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53938.98263221851,400487.3782988882,423754.7966845228,0.0,61673.486016113035,0.0,0.0,0.0,0.0
117,0.0,117055.62905451944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714068.2636563149,139454.5027127784,2431334.538700883,66834.74647537405,9952.824639841689,0.0,95099.07970148201,37156.054882217926,0.0
118,608202.281283489,121364.10675364366,0.0,151376.03455169426,0.0,0.0,0.0,0.0,0.0,943774.761357288,3620.7438910916917,227082.8987576697,1623581.8224607971,0.0,8814356.7113464,569948.743717092,0.0,165235.3902641112
119,735894.1632567021,191337.9373370105,1508727.3117585883,0.0,0.0,660031.1226711726,0.0,0.0,515064.28856622305,603419.447556846,60750.910001245604,729085.2733692557,805032.0590492424,0.0,6739055.823793373,532601.8088367939,1926.5385413135402,89438.56832130684
120,1133225.7896096308,61253.05644538046,5107985.594671185,0.0,0.0,0.0,0.0,0.0,0.0,53879.71309564029,30906.669854358683,322795.9375376325,20498658.95886112,0.0,726465.8220220921,74435.57596387605,9874.720161506588,0.0
121,1155890.3054018235,24916.497537103918,0.0,59131.26349675557,0.0,0.0,123211.63927027966,0.0,289044.032471914,457635.83539110865,50170.06185322108,757268.7199899,184423.698920769,0.0,1657670.6779835334,0.0,0.0,0.0
122,0.0,93125.40954492589,119197.1833722952,933800.913140764,0.0,99354.86657472716,39828.33707980684,25387.74389723504,416957.79796022427,172076.1342437422,52955.96565285249,1334089.595120858,813273.3360582358,101867.58552316601,2789461.396077159,0.0,10407.18056237214,49185.957666711634
123,0.0,0.0,43043.427328884376,0.0,0.0,0.0,0.0,0.0,96959.6559655461,275252.35830180993,228238.2464171105,821474.9288983213,0.0,27008.733531194328,0.0,0.0,9584.287215579923,45087.12786115233
124,0.0,74022.76143314622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90987.99951266171,0.0,410252.8667114061,166383.34254132592,3402.6750905441672,1143612.8655645158,0.0,0.0,0.0
