CUSTNO,purchase_sum_증감여부
846,1
847,1
848,1
849,0
850,0
851,0
852,1
853,0
854,1
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,1
863,1
864,1
865,1
866,0
867,0
868,1
869,0
870,1
871,1
872,1
873,0
874,1
875,1
876,1
877,1
878,0
879,0
880,1
881,1
882,0
883,1
884,1
885,0
886,0
887,0
888,0
889,1
890,1
891,0
892,0
893,0
894,1
895,1
896,1
897,0
898,0
899,0
900,0
901,0
902,1
903,0
904,1
906,0
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,0
915,0
916,0
917,0
918,0
919,0
920,1
921,1
922,1
923,0
924,1
925,1
926,0
927,0
928,0
929,1
930,1
931,0
932,1
933,0
934,0
935,1
936,0
937,0
938,0
939,0
940,0
941,0
942,1
943,0
944,1
945,1
946,1
947,1
948,0
949,1
950,0
951,0
952,1
953,0
954,1
955,0
956,0
957,0
958,0
959,0
960,1
961,1
962,0
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,1
972,1
973,0
974,0
975,1
976,1
977,1
978,0
979,1
980,0
981,0
982,0
983,0
984,1
986,0
987,1
988,1
989,1
990,1
991,0
992,0
993,0
994,1
995,1
996,0
997,1
998,0
999,0
1000,1
1001,0
1002,0
1003,0
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,1
1013,1
1014,0
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,0
1022,1
1023,1
1024,0
1025,0
1026,0
1027,1
1028,1
1029,0
1030,1
1031,1
1032,0
1033,0
1034,1
1035,0
1036,0
1037,1
1038,1
1039,1
1040,0
1041,0
1042,1
1043,1
1044,1
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,1
1052,0
1053,0
1054,1
1055,0
1056,0
1057,0
1058,1
1059,0
1060,0
1061,0
1062,0
1063,0
1064,1
1065,1
1066,0
1068,0
1069,1
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,1
1090,1
1091,0
1092,1
1094,0
1095,1
1096,1
1097,0
1098,1
1099,1
1100,0
1101,1
1102,1
1103,1
1104,0
1105,1
1106,0
1107,0
1108,0
1109,1
1110,1
1111,0
1112,1
1113,1
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1122,1
1123,1
1124,0
1125,0
1126,1
1127,0
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,1
1139,0
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,1
1157,1
1158,1
1159,0
1160,0
1161,0
1162,1
1163,0
1164,1
1165,1
1166,1
1167,1
1168,0
1169,0
1170,0
1172,0
1173,1
1174,0
1175,0
1176,1
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,1
1188,0
1189,0
1190,0
1191,0
1192,1
1193,1
1194,0
1195,1
1196,1
1197,0
1198,1
1199,0
1200,1
1201,0
1202,1
1203,0
1204,1
1205,1
1206,0
1207,0
1209,1
1210,0
1211,1
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,1
1219,0
1220,1
1221,0
1222,1
1223,0
1224,0
1225,1
1226,1
1227,0
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,0
1239,1
1240,0
1241,1
1242,0
1243,1
1244,0
1245,1
1246,1
1247,1
1248,0
1249,1
1250,0
1251,1
1252,1
1253,1
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1263,0
1264,1
1265,0
1266,1
1267,1
1268,0
1269,0
1270,0
1271,0
1272,1
1273,1
1274,1
1275,0
1276,0
1277,0
1278,0
1279,0
1280,1
1281,1
1282,0
1283,1
1284,1
1285,1
1286,1
1287,0
1288,1
1289,0
1290,0
1291,0
1292,0
1293,1
1294,1
1295,1
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,1
1303,1
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,1
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,1
1318,1
1319,0
1320,1
1321,0
1322,1
1323,1
1324,0
1325,0
1326,0
1327,1
1328,1
1329,1
1331,1
1332,0
1333,0
1334,1
1335,1
1336,0
1337,0
1338,1
1339,0
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,0
1348,1
1349,0
1350,0
1351,0
1352,1
1353,1
1354,0
1355,1
1356,0
1357,1
1358,1
1359,1
1360,0
1361,0
1362,0
1363,1
1364,0
1365,1
1366,1
1367,0
1368,0
1369,1
1370,0
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,0
1378,0
1380,1
1381,0
1382,0
1383,1
1384,0
1385,0
1386,0
1387,1
1388,1
1389,1
1390,0
1391,1
1392,1
1393,0
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,0
1401,1
1402,0
1403,1
1404,0
1405,1
1406,1
1407,0
1408,0
1409,0
1410,0
1411,1
1412,1
1413,1
1414,1
1415,1
1416,0
1417,1
1418,1
1419,0
1420,0
1421,1
1422,0
1423,1
1424,1
1425,1
1426,0
1427,1
1428,1
1429,0
1430,1
1431,1
1432,1
1433,1
1434,0
1435,1
1436,0
1437,1
1438,1
1439,0
1440,0
1441,0
1442,1
1443,1
1444,0
1445,0
1446,1
1447,1
1448,1
1449,1
1450,0
1451,1
1452,0
1453,0
1454,1
1455,1
1456,0
1457,0
1458,1
1459,1
1460,1
1461,0
1462,1
1463,1
1464,0
1465,0
1466,0
1467,1
1468,1
1469,0
1470,0
1471,0
1472,0
1473,1
1474,0
1475,0
1476,1
1477,1
1478,0
1479,0
1480,1
1481,1
1482,1
1483,1
1484,1
1485,0
1486,1
1487,0
1488,0
1489,0
1490,1
1491,1
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,1
1500,1
1501,1
1502,0
1503,1
1504,0
1505,1
1506,1
1507,1
1508,0
1509,1
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,0
1518,1
1519,1
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,0
1530,0
1531,0
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,0
1542,0
1543,1
1544,0
1545,0
1546,1
1547,1
1548,1
1549,0
1550,1
1551,1
1552,1
1553,0
1554,0
1555,0
1556,1
1557,1
1558,0
1559,1
1560,1
1561,1
1562,1
1563,0
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,1
1574,0
1575,0
1576,0
1577,1
1578,0
1579,1
1580,1
1581,0
1582,1
1583,1
1584,1
1585,1
1586,0
1587,1
1588,0
1589,1
1590,0
1591,0
1592,0
1593,1
1594,0
1595,1
1596,0
1597,1
1598,0
1599,1
1600,1
1601,0
1602,0
1603,1
1604,0
1605,0
1606,1
1607,1
1608,0
1609,1
1610,1
1611,0
1612,1
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,1
1625,1
1626,1
1627,1
1628,0
1629,0
1630,1
1631,0
1632,0
1633,1
1635,1
1636,0
1637,1
1638,1
1639,0
1640,0
1641,1
1642,0
1644,1
1645,1
1646,0
1647,1
1648,1
1649,1
1650,0
1651,1
1652,1
1653,0
1654,1
1655,1
1656,0
1657,1
1658,0
1659,0
1660,0
1661,0
1662,1
1663,1
1664,1
1665,1
1666,0
1667,0
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,1
1675,0
1676,1
1677,1
1678,0
1679,0
1680,0
1681,1
1682,1
1683,1
1684,1
1685,1
1687,1
1688,1
1689,0
1690,0
1691,1
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,0
1699,1
1700,1
1701,1
1702,0
1703,0
1704,0
1705,1
1706,1
1707,1
1708,0
1709,1
1710,1
1711,1
1712,0
1713,1
1714,0
1715,1
1716,1
1717,1
1718,0
1719,0
1720,1
1721,1
1722,0
1723,0
1724,0
1725,1
1726,0
1727,1
1728,0
1729,1
1730,0
1731,0
1732,0
1733,1
1734,1
1735,0
1736,1
1737,1
1738,1
1739,0
1740,1
1741,0
1742,1
1743,1
1744,0
1745,0
1746,1
1747,1
1748,0
1749,1
1750,1
1751,1
1752,1
1753,0
1754,0
1755,0
1756,0
1757,1
1758,1
1759,1
1760,0
1762,0
1763,0
1764,1
1765,1
1766,1
1767,0
1768,0
1769,0
1770,0
1771,1
1772,0
1773,0
1774,1
1775,0
1776,0
1777,0
1778,0
1779,0
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,1
1791,1
1792,1
1793,0
1794,0
1795,1
1796,1
1797,1
1798,0
1799,1
1800,0
1801,0
1802,1
1803,1
1804,0
1805,1
1806,0
1807,0
1808,0
1809,1
1810,1
1811,1
1812,0
1813,0
1814,1
1815,1
1816,0
1817,0
1818,1
1819,0
1820,1
1821,1
1822,0
1823,1
1824,1
1825,1
1826,0
1827,0
1828,1
1829,1
1830,0
1831,1
1832,0
1833,1
1834,1
1835,1
1836,0
1837,1
1838,1
1839,1
1840,1
1841,0
1842,1
1843,1
1844,0
1845,0
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,1
1853,1
1854,1
1855,1
1856,0
1857,0
1858,0
1859,1
1860,1
1861,0
1862,1
1863,0
1864,1
1865,1
1866,0
1867,1
1868,0
1869,0
1870,1
1871,1
1872,1
1873,0
1874,1
1876,1
1877,1
1878,0
1879,0
1880,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,0
1888,0
1889,0
1890,0
1891,1
1892,0
1893,1
1894,0
1895,1
1896,0
1897,0
1898,0
1899,0
1900,0
1901,1
1902,1
1903,1
1904,0
1905,1
1906,0
1907,1
1908,0
1909,1
1910,0
1911,0
1912,1
1913,1
1914,0
1915,0
1916,1
1917,1
1918,0
1919,0
1920,1
1921,1
1922,0
1923,1
1924,1
1925,0
1926,0
1928,1
1929,1
1930,1
1931,1
1932,0
1933,1
1934,0
1935,0
1936,1
1937,1
1938,0
1939,0
1940,0
1941,1
1942,1
1943,0
1944,0
1945,0
1946,1
1947,0
1948,0
1949,0
1950,1
1951,0
1952,0
1953,1
1954,0
1955,0
1956,1
1957,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,1
1964,1
1965,1
1966,1
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,1
1974,0
1975,0
1976,1
1977,0
1978,0
1979,0
1980,1
1981,0
1982,0
1983,1
1984,1
1985,0
1986,0
1987,1
1988,1
1989,0
1990,1
1991,1
1992,1
1993,1
1994,0
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0
2002,1
2003,0
2004,1
2005,0
2006,1
2007,1
2008,1
2009,0
2010,0
2011,0
2012,1
2013,0
2014,1
2015,1
2016,0
2017,0
2018,1
2020,0
2021,1
2022,1
2023,0
2024,0
2025,0
2026,1
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,0
2034,1
2035,1
2036,1
2037,0
2038,0
2039,0
2040,1
2041,0
2042,1
2043,1
2044,0
2045,1
2046,1
2047,1
2048,0
2049,1
2050,1
2051,0
2052,0
2053,1
2054,1
2055,0
2056,1
2057,0
2058,1
2059,1
2060,0
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,0
2068,0
2069,0
2070,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,1
2079,1
2080,1
2081,1
2082,0
2083,1
2084,0
2085,0
2086,0
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,0
2095,1
2096,1
2097,1
2098,1
2099,1
2100,0
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,0
2109,0
2110,1
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,0
2120,1
2121,0
2122,0
2123,1
2124,0
2125,0
2126,1
2127,1
2128,0
2129,1
2130,1
2131,0
2132,0
2133,1
2134,1
2135,0
2136,1
2137,1
2138,0
2139,1
2140,0
2141,0
2142,1
2143,0
2144,0
2145,0
2146,1
2147,1
2148,0
2149,0
2150,1
2151,0
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,0
2160,1
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,0
2168,1
2169,1
2170,0
2171,1
2172,0
2173,1
2174,1
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,1
2185,1
2186,1
2187,0
2188,1
2189,0
2190,0
2191,0
2192,0
2193,1
2195,0
2196,0
2197,1
2198,1
2199,0
2200,1
2201,0
2202,1
2203,1
2204,0
2205,1
2206,0
2207,0
2208,1
2209,1
2210,1
2211,0
2212,1
2213,1
2214,1
2215,1
2216,1
2217,1
2218,0
2219,1
2220,1
2221,0
2222,1
2223,0
2224,0
2225,0
2226,1
2227,0
2228,0
2229,0
2230,0
2231,0
2232,1
2233,1
2234,1
2235,0
2236,0
2237,1
2238,0
2239,1
2240,1
2241,1
2242,1
2243,0
2244,1
2245,0
2246,1
2247,0
2248,0
2249,1
2250,1
2251,1
2252,1
2253,1
2254,0
2255,0
2256,0
2257,1
2258,0
2259,1
2260,0
2261,1
2262,1
2263,1
2264,1
2265,0
2266,1
2267,0
2268,0
2269,0
2270,0
2271,1
2272,1
2273,0
2274,0
2275,0
2276,1
2277,0
2278,1
2279,0
2280,0
2281,1
2282,0
2283,0
2284,0
2285,0
2286,1
2287,1
2288,0
2289,1
2290,0
2291,1
2292,1
2293,1
2294,0
2295,1
2296,1
2297,0
2298,1
2299,1
2300,1
2301,0
2302,0
2303,1
2304,1
2305,0
2306,1
2307,0
2308,1
2309,1
2310,0
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,1
2319,1
2320,0
2321,0
2322,1
2323,1
2324,0
2325,1
2326,0
2327,0
2328,1
2329,0
2330,1
2331,1
2332,0
2333,1
2334,1
2335,1
2336,1
2337,0
2338,1
2339,0
2340,1
2341,0
2342,0
2343,1
2344,0
2345,0
2346,1
2347,1
2348,0
2349,1
2350,0
2351,0
2352,0
2353,0
2354,0
2355,1
2356,1
2357,1
2358,1
2359,1
2360,0
2361,1
2362,0
2363,1
2364,1
2365,1
2367,1
2368,0
2369,1
2370,1
2371,0
2372,0
2373,0
2374,0
2375,0
2376,1
2377,0
2378,0
2379,1
2380,0
2381,1
2382,1
2383,0
2384,0
2385,1
2386,0
2387,1
2388,1
2389,0
2390,1
2391,1
2392,0
2393,1
2394,1
2395,1
2396,0
2397,1
2398,1
2399,0
2400,0
2401,0
2402,1
2403,1
2404,1
2405,0
2406,1
2407,1
2408,0
2409,0
2410,1
2411,0
2412,1
2413,1
2414,0
2415,0
2416,1
2417,1
2418,1
2419,0
2420,0
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,1
2428,1
2429,1
2430,0
2431,0
2432,1
2433,1
2434,1
2435,1
2436,0
2437,0
2438,0
2439,1
2440,0
2441,1
2442,0
2443,0
2444,0
2445,1
2446,0
2447,0
2448,1
2449,0
2450,1
2451,1
2452,0
2453,0
2454,0
2455,1
2456,1
2457,1
2458,1
2459,1
2460,0
2461,1
2462,1
2463,1
2464,0
2465,0
2466,1
2467,1
2468,1
2469,0
2470,1
2471,1
2472,1
2473,1
2474,1
2475,0
2476,1
2477,1
2478,0
2479,1
2480,1
2481,1
2482,0
2483,1
2484,1
2485,0
2486,0
2487,1
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,1
2495,1
2496,1
2497,0
2498,0
2499,1
2500,0
2501,1
2502,0
2503,1
2504,1
2505,0
2506,0
2507,1
2508,0
2509,1
2510,0
2511,0
2512,0
2513,0
2514,0
2515,1
2516,1
2517,0
2518,0
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,1
2532,0
2533,0
2534,1
2535,0
2536,1
2537,0
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,1
2545,0
2546,0
2547,1
2548,1
2549,0
2550,1
2551,1
2552,1
2553,0
2554,0
2555,1
2556,1
2557,0
2558,1
2559,0
2560,1
2561,1
2562,1
2563,0
2564,0
2565,0
2566,0
2567,0
2568,1
2569,1
2570,1
2571,0
2572,1
2573,1
2574,0
2575,0
2576,0
2577,1
2578,1
2579,0
2580,0
2581,1
2582,1
2583,0
2584,1
2585,1
2586,1
2587,1
2588,1
2589,1
2590,0
2591,0
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2598,0
2599,0
2600,1
2601,0
2602,1
2603,1
2604,1
2605,1
2606,0
2607,1
2608,1
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,1
2616,1
2617,0
2618,1
2619,0
2620,1
2622,1
2623,0
2624,1
2625,0
2626,0
2627,1
2628,1
2629,0
2630,0
2631,0
2632,0
2633,1
2634,1
2635,0
2636,0
2637,0
2638,1
2639,0
2640,0
2641,1
2642,1
2643,1
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,0
2651,0
2652,0
2653,1
2654,1
2655,0
2656,1
2657,1
2658,0
2659,1
2660,1
2661,0
2662,0
2663,1
2664,0
2665,1
2666,1
2667,1
2668,0
2669,1
2670,0
2671,1
2672,0
2673,0
2674,1
2675,0
2676,1
2677,1
2678,1
2679,1
2680,0
2681,0
2682,1
2683,1
2684,0
2685,1
2686,1
2687,1
2688,1
2689,1
2690,0
2691,0
2692,0
2693,1
2694,1
2695,1
2696,0
2697,1
2698,0
2699,0
2700,1
2701,1
2702,1
2703,0
2704,1
2705,1
2706,1
2707,1
2708,0
2710,0
2711,1
2712,1
2713,0
2714,0
2715,1
2716,1
2717,0
2718,0
2719,0
2720,1
2721,1
2722,0
2723,0
2724,0
2725,0
2726,1
2727,1
2728,0
2729,0
2730,0
2731,1
2732,1
2733,1
2734,0
2735,1
2736,1
2737,1
2738,0
2739,0
2740,0
2741,0
2742,1
2743,0
2744,0
2745,1
2746,1
2747,1
2748,1
2749,1
2750,0
2751,1
2752,1
2753,0
2754,1
2755,1
2756,0
2757,0
2758,0
2759,1
2760,1
2761,0
2762,0
2763,1
2764,0
2765,0
2766,1
2767,0
2768,1
2769,1
2770,1
2771,1
2772,0
2774,1
2775,1
2776,1
2777,0
2778,1
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,1
2787,1
2788,0
2789,1
2790,1
2791,0
2792,0
2793,1
2794,0
2795,1
2796,0
2797,1
2798,1
2799,1
2800,0
2801,1
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1
2808,1
2809,1
2810,0
2811,0
2812,0
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,1
2820,1
2821,0
2822,1
2823,1
2824,1
2825,0
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,0
2836,0
2837,0
2838,0
2839,0
2840,1
2841,1
2842,0
2843,0
2844,1
2845,1
2846,1
2847,1
2848,1
2849,0
2850,1
2851,0
2852,1
2853,0
2854,0
2855,1
2856,1
2857,0
2858,1
2859,1
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,0
2867,1
2868,1
2869,1
2870,1
2871,1
2872,0
2873,0
2874,1
2875,0
2876,0
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,0
2884,1
2885,1
2886,1
2887,1
2888,0
2889,0
2890,0
2891,1
2892,1
2893,0
2894,1
2895,1
2896,0
2897,0
2898,1
2899,1
2901,1
2902,1
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,1
2910,0
2911,0
2912,0
2913,0
2914,1
2916,1
2917,0
2918,0
2919,1
2920,1
2921,1
2922,0
2924,1
2925,1
2926,0
2927,0
2928,0
2929,1
2930,0
2931,1
2932,1
2933,0
2934,1
2935,1
2936,1
2937,1
2938,1
2939,1
2940,0
2941,1
2942,1
2943,1
2944,0
2946,0
2947,0
2948,1
2949,1
2950,0
2951,0
2952,0
2953,1
2954,1
2955,1
2956,1
2957,0
2958,1
2959,1
2960,0
2961,1
2962,1
2963,0
2964,0
2965,1
2966,0
2967,1
2968,0
2969,1
2970,1
2971,1
2972,0
2973,1
2974,0
2975,1
2976,0
2977,1
2978,1
2979,0
2980,1
2981,1
2982,0
2983,1
2984,0
2985,1
2986,1
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,0
2994,1
2995,1
2996,1
2997,1
2998,1
2999,0
3000,1
3001,0
3002,0
3003,0
3004,0
3005,1
3006,1
3007,1
3008,1
3009,0
3010,0
3011,1
3012,1
3013,1
3014,1
3015,1
3016,0
3017,0
3018,0
3019,0
3020,1
3021,1
3022,1
