CUSTNO,사치품_월별 평균 구매횟수,일용품_월별 평균 구매횟수,선매품_월별 평균 구매횟수,사치품_월별 평균,일용품_월별 평균,선매품_월별 평균,전체 월별 평균구매액,전체 월별 평균구매횟수
77,0.7272727272727273,40.583333333333336,4.25,179434.0909090909,560996.0833333334,789007.5,1514484.8333333333,45.5
78,5.541666666666667,33.125,4.208333333333333,2192950.4166666665,870869.7083333334,784759.1666666666,3848579.2916666665,42.875
79,0.13636363636363635,83.83333333333333,0.7083333333333334,25515.909090909092,600624.4583333334,39667.5,663681.5416666666,84.66666666666667
80,0.0,68.70833333333333,1.1818181818181819,0.0,341101.25,122581.81818181818,453467.9166666667,69.79166666666667
81,2.25,27.0,3.875,1775209.5833333333,394764.5,926895.8333333334,3096869.9166666665,33.125
82,5.25,41.666666666666664,2.375,5338966.666666667,588062.0833333334,503016.6666666667,6430045.416666667,49.291666666666664
83,3.9130434782608696,36.666666666666664,3.909090909090909,3592498.695652174,535955.375,1223025.0,5099872.875,44.0
84,0.9166666666666666,15.208333333333334,4.791666666666667,348017.0833333333,332262.0833333333,1954925.0,2635204.1666666665,20.916666666666668
85,0.09090909090909091,34.291666666666664,2.1666666666666665,11272.727272727272,371855.8333333333,209520.41666666666,591709.5833333334,36.541666666666664
86,0.22727272727272727,89.875,4.583333333333333,14863.636363636364,809336.9166666666,878809.5833333334,1701771.5,94.66666666666667
87,0.18181818181818182,21.0,2.2083333333333335,199565.45454545456,333251.75,1634027.5,2150214.25,23.375
88,2.2083333333333335,57.333333333333336,3.125,1380619.5833333333,696141.75,576925.8333333334,2653687.1666666665,62.666666666666664
89,0.045454545454545456,83.20833333333333,1.9130434782608696,12911.363636363636,518465.6666666667,142207.8260869565,666583.5833333334,85.08333333333333
90,1.5454545454545454,18.0,3.1666666666666665,789509.0909090909,556852.5833333334,1129517.5,2410086.75,22.583333333333332
91,0.0,37.625,0.875,0.0,691376.5416666666,102937.5,794314.0416666666,38.5
92,0.4166666666666667,66.25,8.083333333333334,50647.916666666664,1217904.7916666667,1079313.3333333333,2347866.0416666665,74.75
93,7.478260869565218,19.291666666666668,6.166666666666667,3519594.347826087,524018.2083333333,942880.4166666666,4839843.208333333,32.625
94,1.8636363636363635,41.083333333333336,6.318181818181818,831154.0909090909,1598886.9583333333,723771.3636363636,3024235.2916666665,48.583333333333336
95,0.09090909090909091,52.375,1.4583333333333333,4045.4545454545455,269110.0416666667,59004.166666666664,331822.5416666667,53.916666666666664
96,0.5909090909090909,27.833333333333332,3.0,184538.18181818182,587845.8333333334,578324.5833333334,1335330.4166666667,31.375
97,2.7083333333333335,47.583333333333336,17.75,2217529.5833333335,3969165.6666666665,34628050.833333336,40814746.083333336,68.04166666666667
98,0.18181818181818182,30.791666666666668,2.0416666666666665,78556.81818181818,601893.2083333334,250683.33333333334,924586.9583333334,33.0
99,10.652173913043478,32.708333333333336,12.0,8183345.652173913,747677.3333333334,2159940.0,10749990.25,54.916666666666664
100,0.3181818181818182,24.916666666666668,3.909090909090909,42121.36363636364,398694.875,779089.0909090909,1151471.125,28.791666666666668
101,0.0,34.708333333333336,0.9583333333333334,0.0,246895.875,46447.916666666664,293343.7916666667,35.666666666666664
102,1.5833333333333333,106.5,5.0,2076104.5833333333,995783.9166666666,1660971.25,4732859.75,113.08333333333333
103,0.0,37.375,0.25,0.0,185659.08333333334,11875.0,197534.08333333334,37.625
104,0.09090909090909091,103.83333333333333,0.18181818181818182,65590.90909090909,586888.75,10440.90909090909,656584.5833333334,104.08333333333333
105,0.0,97.875,1.1818181818181819,0.0,821629.1666666666,131815.9090909091,942460.4166666666,98.95833333333333
106,5.25,22.333333333333332,5.208333333333333,2101001.25,280670.375,530062.5,2911734.125,32.791666666666664
107,4.130434782608695,26.458333333333332,4.625,4529857.391304348,461982.7083333333,825231.6666666666,5628327.708333333,35.041666666666664
108,0.8695652173913043,36.291666666666664,4.75,43734.782608695656,333107.5,244638.33333333334,619658.3333333334,41.875
109,0.0,60.708333333333336,0.17391304347826086,0.0,363432.0416666667,5121.739130434783,368340.375,60.875
110,0.5454545454545454,54.875,3.875,112074.09090909091,522837.2916666667,499340.4166666667,1124912.2916666667,59.25
111,0.0,65.33333333333333,0.045454545454545456,0.0,215501.29166666666,1363.6363636363637,216751.29166666666,65.375
112,1.1363636363636365,29.75,7.666666666666667,228245.9090909091,649033.1666666666,3345127.0833333335,4203385.666666667,38.458333333333336
113,2.1363636363636362,59.916666666666664,7.541666666666667,1096440.0,1174451.4166666667,1792269.1666666667,3971790.5833333335,69.41666666666667
114,1.1363636363636365,30.916666666666668,1.9166666666666667,408454.54545454547,447054.0416666667,175989.58333333334,997460.2916666666,33.875
115,1.5909090909090908,20.375,2.9166666666666665,1531372.7272727273,488610.3333333333,973312.9166666666,2865681.5833333335,24.75
116,0.0,72.20833333333333,0.9130434782608695,0.0,284006.125,58715.217391304344,340274.875,73.08333333333333
117,0.5,52.625,1.9166666666666667,270504.0909090909,765549.7916666666,853870.0,1867381.875,55.0
118,2.608695652173913,14.666666666666666,12.5,490809.5652173913,343848.75,3572580.0,4386787.916666667,29.666666666666668
119,1.3043478260869565,32.791666666666664,6.791666666666667,644112.1739130435,633215.0,1540519.5833333333,2791008.75,40.833333333333336
120,13.625,22.666666666666668,12.416666666666666,7245629.583333333,315107.4166666667,2638530.4166666665,10199267.416666666,48.708333333333336
121,0.125,34.708333333333336,2.9166666666666665,27458.333333333332,417174.0,393564.1666666667,838196.5,37.75
122,0.9090909090909091,45.0,4.833333333333333,183227.72727272726,722283.75,799169.1666666666,1689411.6666666667,50.666666666666664
123,0.0,70.125,0.13636363636363635,0.0,435643.25,10345.454545454546,445126.5833333333,70.25
124,1.3333333333333333,21.083333333333332,6.041666666666667,494322.9166666667,249777.5,899320.4166666666,1643420.8333333333,28.458333333333332
125,0.782608695652174,33.541666666666664,1.173913043478261,155808.69565217392,414385.4583333333,92655.65217391304,652497.125,35.416666666666664
126,0.625,61.208333333333336,2.6666666666666665,382283.3333333333,541899.5416666666,771542.5,1695725.375,64.5
127,0.045454545454545456,25.75,1.8695652173913044,1318.1818181818182,196236.41666666666,103278.26086956522,296419.75,27.583333333333332
128,0.0,33.166666666666664,0.045454545454545456,0.0,363976.25,2681.818181818182,366434.5833333333,33.208333333333336
129,0.045454545454545456,41.875,0.0,2263.6363636363635,298767.0416666667,0.0,300842.0416666667,41.916666666666664
130,0.2608695652173913,35.25,8.5,89369.56521739131,636065.4166666666,1190299.1666666667,1912010.4166666667,44.0
131,1.0833333333333333,86.08333333333333,5.333333333333333,71691.66666666667,838176.4583333334,457866.6666666667,1367734.7916666667,92.5
132,0.045454545454545456,75.58333333333333,1.0434782608695652,2681.818181818182,384407.4583333333,124188.26086956522,505879.5416666667,76.625
133,0.2727272727272727,48.833333333333336,2.0,34948.181818181816,609478.2083333334,420441.36363636365,1026918.625,50.916666666666664
134,4.25,20.708333333333332,7.75,1494792.0833333333,850730.1666666666,2038455.4166666667,4383977.666666667,32.708333333333336
135,0.6818181818181818,27.25,1.5416666666666667,231540.9090909091,230086.58333333334,99668.33333333333,542000.75,29.416666666666668
136,0.7727272727272727,18.5,5.2272727272727275,163820.9090909091,320967.2727272727,920810.9090909091,1405599.0909090908,24.5
137,3.5833333333333335,40.458333333333336,3.4166666666666665,3450057.5,712093.7083333334,559963.3333333334,4722114.541666667,47.458333333333336
138,0.4583333333333333,32.75,7.833333333333333,258485.0,461643.8333333333,1302908.75,2023037.5833333333,41.041666666666664
139,1.5,51.666666666666664,3.9166666666666665,592640.8333333334,796782.5833333334,649962.5,2039385.9166666667,57.083333333333336
140,4.208333333333333,30.333333333333332,5.208333333333333,7619316.666666667,1876790.25,881399.5833333334,10377506.5,39.75
141,0.0,56.25,0.045454545454545456,0.0,239359.29166666666,909.0909090909091,240192.625,56.291666666666664
143,0.0,67.16666666666667,0.18181818181818182,0.0,300128.0,7227.272727272727,306753.0,67.33333333333333
144,0.5454545454545454,247.125,0.5454545454545454,260498.63636363635,2533500.3333333335,170129.54545454544,2928242.8333333335,248.125
145,4.166666666666667,28.958333333333332,3.875,2714530.0,729737.2083333334,2399932.0833333335,5844199.291666667,37.0
146,4.708333333333333,8.208333333333334,7.666666666666667,2732724.1666666665,254946.66666666666,1227713.75,4215384.583333333,20.583333333333332
147,2.391304347826087,68.45833333333333,4.291666666666667,2114591.7391304346,911066.75,1120949.5833333333,4058500.0833333335,75.04166666666667
148,0.0,60.041666666666664,0.09090909090909091,0.0,231337.375,5181.818181818182,236087.375,60.125
149,0.4090909090909091,31.5,2.9583333333333335,138722.72727272726,504524.2916666667,517397.5,1149084.2916666667,34.833333333333336
150,1.125,69.375,0.7272727272727273,415901.25,460982.0833333333,148478.18181818182,1012988.3333333334,71.16666666666667
151,1.4166666666666667,50.125,6.375,909194.1666666666,847507.125,1701213.3333333333,3457914.625,57.916666666666664
152,0.782608695652174,29.75,7.583333333333333,150888.69565217392,339424.5833333333,886356.25,1370382.5,38.083333333333336
153,0.13636363636363635,43.625,1.1304347826086956,28590.909090909092,266877.4166666667,170920.86956521738,456884.9166666667,44.833333333333336
154,1.0,29.416666666666668,1.9583333333333333,2033518.3333333333,399203.7083333333,555784.1666666666,2988506.2083333335,32.375
155,0.36363636363636365,30.083333333333332,10.041666666666666,86209.09090909091,689122.9583333334,1552552.5,2320700.4583333335,40.458333333333336
156,2.782608695652174,41.083333333333336,10.25,1503758.2608695652,1208343.75,3619285.0,6268730.416666667,54.0
157,0.9565217391304348,38.041666666666664,2.125,69245.65217391304,326956.0833333333,193688.33333333334,587004.8333333334,41.083333333333336
158,0.0,48.041666666666664,0.6818181818181818,0.0,462183.0,31965.909090909092,491485.0833333333,48.666666666666664
159,0.8181818181818182,16.25,9.666666666666666,1666076.8181818181,1143176.25,3324570.4166666665,5994983.75,26.666666666666668
160,0.8181818181818182,53.458333333333336,1.9583333333333333,70740.90909090909,582287.7916666666,208243.33333333334,855376.9583333334,56.166666666666664
161,7.458333333333333,17.375,5.875,4566646.25,1028819.0833333334,1556137.0833333333,7151602.416666667,30.708333333333332
162,3.3043478260869565,34.0,6.375,1592864.7826086956,532608.3333333334,865930.8333333334,2925034.5833333335,43.541666666666664
163,0.0,63.333333333333336,0.9583333333333334,0.0,382918.0833333333,95052.08333333333,477970.1666666667,64.29166666666667
164,1.875,35.041666666666664,2.8260869565217392,2994952.5,832950.25,774486.9565217391,4570119.416666667,39.625
165,0.6818181818181818,12.25,8.541666666666666,95641.36363636363,359748.75,1253383.3333333333,1700803.3333333333,21.416666666666668
166,0.13636363636363635,37.5,5.590909090909091,19170.0,644483.75,842462.7272727273,1434313.75,42.75
167,0.2727272727272727,34.833333333333336,4.333333333333333,228860.9090909091,475430.8333333333,1159263.75,1844483.75,39.416666666666664
168,3.782608695652174,40.583333333333336,3.7916666666666665,1696376.0869565217,860726.6666666666,1064974.1666666667,3551394.5833333335,48.0
169,0.18181818181818182,40.541666666666664,0.7083333333333334,10068.181818181818,246795.45833333334,93814.58333333333,349839.2083333333,41.416666666666664
170,0.0,79.75,0.3181818181818182,0.0,569510.125,33727.27272727273,600426.7916666666,80.04166666666667
171,0.13636363636363635,29.125,3.7083333333333335,8045.454545454545,538645.8333333334,637245.4166666666,1183266.25,32.958333333333336
172,0.30434782608695654,58.291666666666664,1.5416666666666667,50400.0,750719.5833333334,141440.41666666666,940460.0,60.125
173,0.18181818181818182,86.0,0.4090909090909091,19631.81818181818,424667.3333333333,65195.454545454544,502425.6666666667,86.54166666666667
175,0.5454545454545454,199.875,0.4166666666666667,265545.45454545453,1190508.9583333333,24687.5,1458613.125,200.79166666666666
176,0.09090909090909091,55.5,0.22727272727272727,6772.727272727273,304880.2916666667,29536.363636363636,338163.625,55.791666666666664
177,3.7916666666666665,14.166666666666666,9.375,1735508.3333333333,355788.75,1825920.8333333333,3917217.9166666665,27.333333333333332
178,0.0,80.58333333333333,1.5217391304347827,0.0,590961.4583333334,265559.1304347826,845455.625,82.04166666666667
179,2.4347826086956523,49.75,8.458333333333334,438727.39130434784,681171.1666666666,964785.8333333334,2066404.0833333333,60.541666666666664
180,0.9583333333333334,23.291666666666668,5.416666666666667,543495.8333333334,619313.75,1061882.5,2224692.0833333335,29.666666666666668
181,1.4545454545454546,29.5,7.625,1034600.9090909091,584329.3333333334,1294812.0833333333,2827525.5833333335,38.458333333333336
182,1.6666666666666667,58.125,4.541666666666667,1109286.25,822546.4166666666,1498484.5833333333,3430317.25,64.33333333333333
183,0.0,96.625,0.18181818181818182,0.0,550236.1666666666,11495.454545454546,560773.6666666666,96.79166666666667
184,0.9545454545454546,20.625,4.125,406403.1818181818,435524.875,767320.4166666666,1575381.5416666667,25.625
185,0.0,61.65217391304348,0.045454545454545456,0.0,465689.8695652174,9772.727272727272,475037.6956521739,61.69565217391305
186,0.4090909090909091,53.666666666666664,5.916666666666667,305665.45454545453,914237.2083333334,2047173.75,3241604.2916666665,59.958333333333336
187,0.20833333333333334,23.083333333333332,3.0,88499.16666666667,388451.1666666667,369544.5833333333,846494.9166666666,26.291666666666668
188,0.0,132.20833333333334,0.6818181818181818,0.0,613499.9583333334,29377.272727272728,640429.125,132.83333333333334
189,2.772727272727273,49.5,5.958333333333333,530970.0,1157070.8333333333,2494589.1666666665,4138382.5,58.0
190,0.5,43.791666666666664,6.208333333333333,336888.63636363635,742270.125,1011912.0833333334,2062996.7916666667,50.458333333333336
191,4.75,8.208333333333334,8.208333333333334,1678398.75,425394.1666666667,1579716.6666666667,3683509.5833333335,21.166666666666668
192,0.9166666666666666,44.791666666666664,3.0833333333333335,890916.6666666666,517664.0833333333,351512.5,1760093.25,48.791666666666664
193,0.0,59.791666666666664,0.3333333333333333,0.0,427477.375,4578.333333333333,432055.7083333333,60.125
194,0.043478260869565216,84.04166666666667,2.0,5608.695652173913,525114.0416666666,99195.83333333333,629684.875,86.08333333333333
195,0.0,34.416666666666664,0.13636363636363635,0.0,289845.4166666667,5390.454545454545,294786.6666666667,34.541666666666664
196,0.5416666666666666,55.583333333333336,5.666666666666667,59255.0,655292.9583333334,588796.25,1303344.2083333333,61.791666666666664
197,2.0454545454545454,44.041666666666664,7.291666666666667,2477122.272727273,677295.0833333334,1107596.25,4055586.75,53.208333333333336
198,1.3181818181818181,52.166666666666664,3.7916666666666665,94900.0,278331.875,231272.5,596596.0416666666,57.166666666666664
199,0.22727272727272727,39.875,1.9166666666666667,45081.818181818184,540230.1666666666,198212.5,779767.6666666666,42.0
200,0.0,44.916666666666664,1.3333333333333333,0.0,272189.5416666667,254260.41666666666,526449.9583333334,46.25
201,1.0416666666666667,27.208333333333332,10.875,742066.25,1365840.1666666667,3026131.25,5134037.666666667,39.125
202,1.9565217391304348,62.791666666666664,11.666666666666666,1211943.4782608696,745708.7083333334,2354652.5,4261807.041666667,76.33333333333333
203,0.0,46.625,0.0,0.0,281947.625,0.0,281947.625,46.625
204,0.045454545454545456,64.95833333333333,9.916666666666666,11363.636363636364,431574.5416666667,569379.1666666666,1011370.375,74.91666666666667
205,0.045454545454545456,63.625,2.125,5345.454545454545,509163.375,531162.5,1045225.875,65.79166666666667
206,0.2727272727272727,83.33333333333333,2.5833333333333335,13127.272727272728,497771.25,177377.5,687182.0833333334,86.16666666666667
207,0.0,51.541666666666664,0.045454545454545456,0.0,332920.0833333333,2727.2727272727275,335420.0833333333,51.583333333333336
208,1.6521739130434783,7.304347826086956,9.916666666666666,1277008.6956521738,91035.65217391304,1611034.1666666667,2922076.6666666665,18.5
209,1.1304347826086956,23.083333333333332,3.875,266719.5652173913,226329.66666666666,264675.8333333333,746611.75,28.041666666666668
210,0.0,45.958333333333336,0.7727272727272727,0.0,237306.95833333334,23063.636363636364,258448.625,46.666666666666664
211,0.6363636363636364,24.958333333333332,1.434782608695652,281758.63636363635,358218.5,295355.652173913,899546.4166666666,26.916666666666668
212,0.18181818181818182,75.125,0.75,74670.45454545454,675995.5,111320.41666666667,855763.8333333334,76.04166666666667
213,0.8260869565217391,176.875,2.5833333333333335,413415.652173913,1120890.5416666667,478034.1666666667,1995114.7083333333,180.25
214,1.2173913043478262,46.791666666666664,2.5217391304347827,240741.30434782608,456077.3333333333,194421.73913043478,873108.5833333334,50.375
215,0.6363636363636364,75.75,2.727272727272727,16372.727272727272,456599.125,135043.18181818182,595397.0416666666,78.83333333333333
216,0.045454545454545456,58.041666666666664,0.5,5454.545454545455,416125.0833333333,65363.75,486488.8333333333,58.583333333333336
217,0.09090909090909091,24.791666666666668,1.5217391304347827,4706.818181818182,507060.0,92999.13043478261,600498.75,26.333333333333332
218,5.2272727272727275,20.083333333333332,14.045454545454545,3340193.1818181816,1168239.5833333333,5060327.2727272725,8868716.666666666,37.75
219,0.18181818181818182,46.625,6.291666666666667,54609.09090909091,573850.4166666666,1494428.3333333333,2118337.0833333335,53.083333333333336
220,0.0,98.125,0.36363636363636365,0.0,761562.125,47763.63636363636,805345.4583333334,98.45833333333333
221,0.0,53.791666666666664,0.625,0.0,406585.75,39765.0,446350.75,54.416666666666664
222,1.4583333333333333,40.041666666666664,8.0,726971.25,770834.0833333334,1672542.9166666667,3170348.25,49.5
223,0.9545454545454546,21.208333333333332,5.041666666666667,557082.7272727273,1611830.4166666667,3568852.5,5691342.083333333,27.125
224,1.4166666666666667,12.291666666666666,8.916666666666666,3029418.3333333335,704466.7083333334,3646071.25,7379956.291666667,22.625
225,3.2083333333333335,17.041666666666668,15.125,1251539.1666666667,1010696.5416666666,4757789.583333333,7020025.291666667,35.375
226,0.0,38.583333333333336,0.4782608695652174,0.0,390727.9166666667,75865.21739130435,463432.0833333333,39.041666666666664
227,0.0,66.95833333333333,0.0,0.0,248280.83333333334,0.0,248280.83333333334,66.95833333333333
228,0.0,72.29166666666667,0.25,0.0,516101.4166666667,15112.5,531213.9166666666,72.54166666666667
229,3.625,36.416666666666664,2.4166666666666665,1856776.25,631247.5,569139.5833333334,3057163.3333333335,42.458333333333336
230,0.18181818181818182,33.833333333333336,2.1666666666666665,8627.272727272728,369946.6666666667,216217.08333333334,594072.0833333334,36.166666666666664
231,0.0,72.33333333333333,0.36363636363636365,0.0,354741.0,93029.09090909091,440017.6666666667,72.66666666666667
232,0.0,90.95833333333333,0.8181818181818182,0.0,381454.8333333333,33722.72727272727,412367.3333333333,91.70833333333333
233,0.18181818181818182,59.5,1.2272727272727273,171886.36363636365,444212.5,285555.45454545453,863534.1666666666,60.791666666666664
234,0.0,40.875,2.9583333333333335,0.0,525253.25,850540.4166666666,1375793.6666666667,43.833333333333336
235,0.8636363636363636,43.916666666666664,3.4583333333333335,200620.45454545456,979483.9166666666,569126.6666666666,1732512.6666666667,48.166666666666664
236,0.0,72.45833333333333,0.18181818181818182,0.0,345580.5,25459.090909090908,368918.0,72.625
