CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
36,8,2,7,8,8,8,8,8,5,3,8,4,5,8,8,2,8,3
37,8,5,8,7,8,8,8,8,8,3,7,4,2,8,6,6,8,8
38,8,8,6,8,6,8,8,4,6,3,3,5,7,6,7,7,6,7
39,8,5,8,8,8,8,8,8,8,6,8,5,1,8,8,8,8,8
40,8,5,8,6,8,5,8,8,8,6,7,7,6,7,6,5,8,7
41,8,8,8,8,8,8,8,8,8,7,6,3,6,7,7,8,8,8
42,8,8,8,8,6,8,8,7,8,5,5,4,8,3,8,8,7,8
43,8,8,8,8,7,8,8,8,8,7,6,6,8,7,8,8,4,8
44,6,6,8,8,8,6,8,8,8,5,6,6,8,8,5,7,6,8
45,7,5,8,5,8,7,8,8,8,7,7,6,1,7,5,8,8,8
46,5,4,8,8,8,5,8,8,8,4,8,4,3,8,5,6,8,8
47,8,8,8,7,5,8,8,8,7,5,5,5,8,6,8,8,6,8
48,4,5,8,8,8,8,8,8,8,6,7,5,2,7,6,5,8,8
49,5,6,7,7,8,8,8,8,6,6,8,5,2,8,7,3,8,8
50,7,4,6,8,8,5,8,6,6,5,6,6,6,7,6,8,5,6
51,8,4,6,6,8,8,8,8,5,6,7,6,7,7,7,6,6,7
52,6,5,8,8,6,6,8,8,6,5,8,1,4,8,5,8,8,8
53,6,8,7,4,8,6,8,8,8,7,4,5,6,8,7,8,8,8
54,8,5,8,8,8,8,8,8,8,4,8,7,6,8,8,8,8,8
55,8,7,8,8,7,8,8,8,8,6,5,7,8,6,8,8,5,8
56,4,2,4,8,8,8,8,8,3,6,7,6,3,8,5,4,8,5
57,8,7,8,8,7,8,8,8,8,7,4,7,8,6,8,8,7,8
58,7,7,8,8,8,7,8,8,5,4,8,6,7,8,5,8,8,6
59,6,8,8,8,8,8,8,8,8,7,8,4,4,8,6,8,8,8
60,8,6,7,8,4,6,8,8,8,5,6,3,5,7,5,8,8,8
61,8,7,8,8,7,8,8,8,8,5,4,6,6,4,6,8,4,7
62,7,7,8,6,8,8,8,8,5,6,7,6,8,8,6,6,8,7
63,8,5,7,8,8,7,8,8,8,6,8,7,7,8,7,8,8,8
64,8,8,8,8,8,8,8,8,8,8,6,7,8,7,8,8,8,8
65,7,4,8,8,8,8,8,8,8,5,7,5,5,4,7,6,7,5
66,8,8,8,8,8,7,8,8,8,5,5,3,6,6,7,8,4,8
67,8,8,8,8,8,8,8,8,8,6,4,6,6,5,8,8,7,7
68,8,7,1,5,8,8,5,8,7,3,7,7,7,7,6,8,8,8
69,8,5,8,8,7,8,8,8,8,5,2,5,8,6,8,8,8,8
70,5,8,8,8,8,7,8,8,8,8,8,7,8,8,6,6,8,7
71,8,8,8,8,8,8,8,8,8,7,6,7,8,7,8,8,8,8
72,8,6,8,8,7,8,8,6,8,6,5,6,8,5,7,8,6,8
73,2,5,6,3,8,8,8,8,8,5,8,7,6,8,5,5,8,8
74,8,7,6,8,8,8,8,8,8,7,7,6,7,6,6,7,7,7
75,8,6,8,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8
76,7,5,8,8,8,6,8,8,7,6,7,7,6,7,6,6,8,5
77,8,4,8,8,8,8,8,8,7,5,7,4,4,5,6,8,7,8
78,6,2,2,8,8,4,8,8,8,3,7,2,1,6,6,5,5,5
79,8,7,8,8,4,6,8,8,7,7,5,3,6,7,8,6,7,8
80,8,8,8,8,8,8,8,8,8,6,6,6,8,7,6,8,6,8
81,4,4,6,8,8,8,8,8,8,6,7,6,2,8,5,5,8,5
82,3,6,8,6,8,7,8,8,6,6,6,5,2,6,5,7,4,6
83,8,6,8,6,8,8,8,8,8,3,7,5,1,7,5,8,8,5
84,5,6,8,3,8,6,8,7,8,6,8,6,4,6,6,6,8,4
85,8,3,7,8,8,7,8,8,8,5,8,3,7,8,7,5,8,5
86,7,4,8,8,5,8,8,7,5,4,3,3,5,7,6,6,8,7
87,8,6,8,8,8,4,8,8,5,8,6,6,8,8,8,8,8,8
88,8,7,8,7,6,8,8,8,8,2,7,5,3,7,7,7,7,6
89,8,8,7,8,8,8,8,7,7,6,4,5,7,5,7,8,2,4
90,8,5,5,6,8,8,8,8,8,4,8,6,5,8,5,6,8,3
91,8,3,6,8,8,8,8,8,7,6,7,3,8,8,7,8,6,6
92,8,4,5,7,8,4,6,8,3,4,6,4,6,5,5,5,5,8
93,3,8,4,8,8,8,8,8,8,7,8,6,1,8,6,8,8,8
94,8,2,8,7,7,6,8,8,8,2,7,6,6,8,5,8,6,5
95,8,8,8,8,8,8,8,7,8,7,6,6,8,6,7,8,6,8
96,8,7,8,8,8,8,8,8,8,4,8,6,6,8,8,8,8,8
97,8,4,8,1,7,1,8,8,5,5,3,6,2,8,5,1,7,5
98,6,8,8,8,8,7,8,8,8,4,7,5,7,6,7,8,8,8
99,2,2,1,4,8,6,8,7,7,4,7,5,2,8,2,6,8,4
100,8,8,7,8,8,5,8,8,8,8,7,7,8,8,7,6,8,8
101,8,8,8,8,8,8,8,8,8,6,7,7,7,8,8,8,8,8
102,6,3,5,4,8,8,8,8,8,2,4,3,4,6,6,2,8,3
103,8,8,8,8,8,8,8,8,8,7,5,7,8,8,8,8,5,8
104,8,7,8,8,8,8,6,8,8,7,2,5,8,7,7,8,8,7
105,8,7,8,8,4,6,8,8,7,5,3,5,8,6,7,7,6,7
106,8,6,7,2,8,4,8,8,7,5,8,7,6,8,5,6,8,8
107,6,5,5,6,8,6,8,8,6,4,7,5,1,8,6,5,8,6
108,7,4,6,8,8,5,8,8,8,5,8,6,6,8,6,8,8,8
109,8,7,8,8,8,8,8,8,8,6,5,7,8,7,8,8,8,8
110,8,3,6,8,8,6,6,8,8,6,7,5,5,6,6,6,6,8
111,8,7,8,8,8,8,8,5,8,7,4,7,8,8,8,8,8,7
112,8,2,2,8,8,3,8,8,7,4,7,3,4,8,4,8,8,8
113,4,3,7,4,4,4,8,8,3,4,6,3,3,7,5,5,6,2
114,8,5,8,7,8,8,8,8,7,6,7,5,3,8,6,8,8,6
115,4,3,6,8,8,6,8,8,8,5,7,4,4,8,7,6,8,6
116,8,5,8,8,6,8,8,8,8,7,4,7,7,8,6,8,8,8
117,6,7,8,8,8,7,8,8,8,3,5,2,5,4,6,6,5,5
118,5,7,7,8,8,7,8,8,8,2,8,7,4,6,3,4,8,8
119,4,4,8,7,8,5,8,8,6,3,6,7,6,7,6,7,7,4
120,8,5,3,8,8,5,8,8,8,5,7,7,1,8,3,8,6,4
121,8,8,7,8,8,6,6,8,6,5,6,6,8,8,7,8,8,8
122,5,6,8,7,6,5,2,6,5,5,7,4,5,7,5,6,4,6
123,8,8,8,8,7,8,8,8,8,5,5,6,8,6,8,8,6,8
124,5,3,4,8,8,8,8,8,8,6,8,7,6,8,3,7,8,6
125,6,6,8,5,5,8,8,8,8,7,8,5,6,6,7,8,5,4
126,7,7,5,8,8,7,8,8,8,5,5,4,5,4,5,6,8,4
127,8,8,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8
128,8,8,8,8,3,8,8,8,8,7,5,6,8,4,8,8,8,8
129,8,6,8,8,7,8,8,8,8,6,6,6,8,8,8,8,7,8
130,8,4,8,8,7,4,8,8,8,4,7,6,5,8,5,7,7,8
131,7,2,8,5,8,5,8,8,6,5,6,5,7,8,6,7,8,2
132,8,8,6,8,8,6,8,7,8,7,6,7,5,6,7,8,7,8
133,8,7,8,7,8,7,8,8,8,5,7,3,6,5,6,6,4,8
134,2,3,6,8,8,5,8,8,8,3,7,7,5,2,5,3,8,3
135,8,5,8,8,8,8,8,8,8,5,8,6,6,8,6,8,8,7
136,8,8,8,5,8,4,8,8,6,7,8,7,5,8,6,6,8,4
137,5,6,8,4,8,6,8,2,2,6,6,5,5,8,6,4,8,8
138,7,7,7,8,7,2,8,8,7,5,5,3,3,6,6,8,7,8
139,8,1,6,8,8,6,8,8,8,7,5,5,6,6,7,8,1,8
140,2,6,8,4,8,8,8,8,8,1,7,1,6,8,8,7,8,5
141,8,7,8,8,6,8,7,8,8,7,4,7,8,8,8,8,4,8
143,8,8,6,8,7,7,8,6,7,6,4,6,8,7,7,8,5,8
144,8,6,8,8,5,8,8,8,8,3,2,6,8,6,8,8,5,8
145,5,7,8,3,8,2,8,8,4,5,7,5,4,6,5,6,8,8
146,3,8,2,8,8,6,8,8,6,7,8,7,7,8,7,5,8,7
147,5,6,5,4,8,7,8,4,8,4,6,4,4,5,5,7,2,8
148,8,8,8,8,8,8,8,8,8,5,5,7,8,8,8,8,6,8
149,7,5,6,8,8,8,8,8,8,4,6,3,7,8,7,2,5,5
150,8,6,8,7,3,8,8,6,8,8,5,5,3,5,7,8,3,8
151,8,3,7,7,8,6,8,8,8,4,7,4,5,6,4,4,8,8
152,8,5,8,6,8,7,8,8,8,6,7,7,6,8,6,2,8,8
153,8,6,8,8,8,5,8,8,8,7,8,6,7,8,6,8,8,8
154,8,5,8,8,8,8,8,8,8,6,7,4,6,8,8,7,7,8
155,8,3,8,8,8,6,8,8,8,6,8,3,5,8,4,7,8,8
156,4,6,6,6,8,2,8,8,3,1,8,5,5,5,1,8,8,8
157,8,5,6,7,8,7,8,8,8,6,6,6,7,7,6,7,8,7
158,8,7,8,8,8,8,8,8,6,6,6,2,8,7,8,8,8,8
159,8,4,8,8,8,2,8,8,2,7,7,7,5,7,2,4,8,1
160,8,5,4,8,5,6,8,8,6,5,6,5,5,5,7,8,8,6
161,5,5,5,6,8,4,8,8,2,6,7,7,2,8,6,5,8,8
162,7,4,3,6,8,5,8,8,6,5,7,7,2,8,6,7,8,6
163,8,7,8,8,8,8,8,8,8,5,5,6,8,6,8,8,8,8
164,3,8,8,8,6,4,8,5,7,5,7,1,8,7,6,6,6,8
165,8,6,7,7,8,6,8,8,8,7,7,7,7,8,6,8,8,8
166,7,4,7,8,8,4,6,8,4,5,7,6,7,7,8,4,7,5
167,7,6,8,8,8,8,8,8,8,6,8,5,3,8,5,5,8,8
168,8,3,5,2,8,6,4,8,3,2,7,2,2,8,5,3,8,5
169,8,7,6,8,8,8,8,8,8,6,6,6,8,7,7,8,7,8
170,8,8,8,8,8,7,8,7,8,7,5,4,7,3,8,8,4,8
171,8,6,8,8,7,5,8,8,8,6,7,6,8,7,4,7,8,8
172,8,7,8,6,8,7,8,8,8,3,6,4,6,7,7,8,8,8
173,7,7,8,7,6,7,8,8,7,6,5,6,6,4,6,5,7,8
175,5,6,8,8,2,8,8,7,8,3,3,1,8,5,8,8,3,8
176,8,6,7,8,7,8,8,8,7,7,5,7,6,7,7,8,5,8
177,8,3,5,4,8,7,8,8,8,6,7,7,2,6,5,5,8,6
178,8,8,8,8,8,7,8,8,8,6,2,4,8,6,6,8,5,8
179,7,4,7,6,8,6,8,8,7,2,7,3,4,6,5,6,3,6
180,5,6,8,8,8,4,8,8,8,4,8,2,4,8,8,8,8,8
181,8,5,5,5,8,4,8,8,5,5,7,3,4,8,3,6,8,8
182,8,5,8,4,8,5,8,8,8,2,7,3,1,8,6,5,8,8
183,8,7,8,8,8,8,6,7,7,6,5,5,8,6,8,7,3,6
184,6,6,5,8,8,6,6,8,6,6,7,7,6,8,6,8,8,4
185,8,6,8,8,3,8,8,8,8,6,6,3,8,5,8,8,3,8
186,8,5,8,5,7,5,8,8,7,1,5,3,6,6,5,8,5,5
187,8,7,6,8,8,5,8,8,8,7,7,6,6,7,6,6,8,5
188,8,8,8,8,8,8,8,7,8,5,4,5,8,8,7,8,6,8
189,5,6,7,5,8,8,8,8,4,3,7,2,3,6,6,5,8,5
190,8,3,7,8,8,5,8,8,6,5,8,2,3,8,4,4,8,6
191,8,3,5,5,8,6,8,8,3,5,8,7,5,4,6,5,8,3
192,5,5,6,8,8,8,8,8,8,6,6,5,6,6,7,8,8,8
193,8,8,8,8,8,8,8,7,8,5,6,6,8,3,8,8,7,8
194,8,8,6,8,8,8,8,8,8,7,5,5,8,3,6,8,8,8
195,8,7,8,8,6,7,8,8,8,5,7,6,8,5,8,8,7,8
196,8,4,3,8,8,7,8,6,8,5,6,6,6,8,6,8,8,6
197,7,3,3,5,4,5,8,8,4,2,6,7,1,6,5,5,7,5
198,8,7,8,7,8,6,6,8,8,6,6,7,6,8,6,7,8,7
199,8,7,8,7,8,5,8,7,8,7,5,3,8,6,6,8,7,8
200,8,7,8,8,8,6,8,8,8,7,5,7,5,7,7,8,4,8
201,8,4,8,8,8,5,8,8,8,2,7,5,3,8,4,8,8,6
202,7,2,6,5,8,5,8,8,4,6,4,6,3,8,4,7,7,7
203,8,6,8,8,8,8,8,8,8,7,6,6,8,4,8,8,8,8
204,8,6,7,8,8,6,8,8,7,5,6,6,7,5,5,8,8,8
205,8,8,7,8,8,8,8,8,8,5,6,5,7,5,7,8,5,8
206,7,7,8,8,8,7,8,3,8,6,4,6,8,7,8,6,7,8
207,8,8,8,8,8,7,8,8,8,6,5,6,8,5,8,8,6,6
208,8,8,6,8,8,5,8,8,5,7,7,7,8,8,6,8,8,8
209,8,6,7,6,8,7,8,8,7,5,7,6,4,7,5,7,8,8
210,8,7,8,8,8,8,8,7,8,6,6,6,8,7,7,8,5,6
211,8,5,8,8,8,8,8,8,5,5,7,5,7,8,6,8,8,8
212,5,8,7,8,8,8,8,8,7,4,4,5,8,8,5,8,7,8
213,8,6,6,4,8,8,8,8,5,3,2,2,4,5,6,7,4,6
214,8,6,8,6,8,7,6,8,5,4,6,7,3,8,7,5,5,6
215,8,5,6,7,8,7,8,7,8,6,6,6,7,7,6,7,8,8
216,8,7,8,8,8,8,8,8,8,6,6,5,8,5,8,7,8,8
217,8,5,8,8,5,7,8,4,5,5,7,2,8,8,7,7,7,4
218,3,6,6,5,8,1,2,8,5,5,7,6,3,5,3,8,8,8
219,7,7,7,8,8,4,8,6,6,4,7,3,6,7,3,8,6,8
220,8,5,8,8,8,8,3,2,6,3,5,3,8,5,8,8,3,6
221,8,7,8,8,8,8,8,8,8,5,6,6,8,5,8,8,7,8
222,7,5,5,8,8,4,7,8,6,5,6,4,4,5,5,4,6,7
223,1,6,5,4,8,2,8,8,4,1,8,4,5,8,7,5,8,1
224,4,8,5,7,8,5,8,8,4,5,8,6,3,8,2,8,8,8
225,8,7,6,1,8,2,8,8,8,5,7,7,3,8,4,1,8,2
226,8,7,8,8,8,8,8,8,8,8,6,5,6,6,6,8,8,8
227,8,7,8,8,7,8,8,8,8,7,6,7,8,7,8,8,7,8
228,8,7,8,8,7,8,8,8,8,5,4,6,8,5,8,8,5,8
229,5,3,6,5,8,8,8,8,8,6,8,3,2,8,7,8,8,8
230,8,4,5,8,8,6,8,8,8,4,8,5,8,8,6,7,8,8
231,8,8,8,8,8,8,8,8,8,7,5,5,8,7,8,8,7,8
232,8,8,8,8,7,8,8,8,8,4,5,7,8,8,8,8,8,8
233,8,8,8,8,8,8,8,8,8,5,5,4,4,8,5,7,8,8
234,6,6,4,8,8,8,8,4,5,6,6,3,7,7,6,8,8,7
235,6,5,6,8,8,8,8,8,6,2,6,2,2,8,8,4,8,8
236,8,7,8,8,8,8,8,8,8,7,5,6,8,7,8,8,8,8
237,8,4,4,7,8,6,8,8,8,7,6,4,4,7,6,7,6,5
238,8,6,8,8,8,6,8,8,8,5,7,5,5,8,7,8,8,8
239,4,2,6,4,8,2,8,8,2,3,8,4,1,8,3,5,8,5
240,8,7,8,8,8,8,8,8,7,7,8,7,6,8,6,8,8,8
241,6,4,5,6,8,7,8,8,3,5,8,6,6,8,2,4,8,6
242,8,5,8,8,3,7,8,8,7,7,6,6,8,4,7,8,3,7
243,8,8,8,8,6,8,8,8,8,7,7,6,8,6,8,8,8,8
245,8,4,7,8,6,7,8,8,8,3,4,3,8,8,8,8,7,6
246,8,4,4,5,6,7,8,8,5,6,7,4,2,8,6,8,6,8
247,8,5,8,8,8,8,8,8,8,5,7,3,8,7,6,8,8,8
248,8,6,8,8,8,5,8,8,4,7,5,5,6,6,6,5,5,6
249,5,3,8,4,8,6,8,8,8,6,8,6,2,8,3,4,8,2
250,6,5,5,4,8,3,8,8,4,3,6,6,1,8,6,4,6,2
251,8,6,5,8,8,5,8,8,6,7,7,7,6,8,5,8,8,5
252,8,5,6,7,8,7,8,8,8,7,7,7,6,8,6,8,7,8
253,6,6,8,6,8,5,8,8,5,5,8,7,6,8,5,4,8,8
254,2,2,8,6,8,8,8,8,8,6,7,7,5,8,5,8,8,8
255,4,5,8,8,8,4,8,8,4,2,7,5,5,8,4,8,8,8
256,5,1,6,5,8,7,8,8,1,1,5,3,4,7,5,4,5,2
257,8,5,8,8,8,8,8,7,7,4,6,5,8,5,7,8,7,6
258,1,7,8,8,8,8,8,8,8,7,6,6,1,8,3,8,8,7
259,7,4,6,8,8,6,8,7,8,5,4,3,8,5,4,8,8,8
260,8,8,8,8,8,8,8,8,8,6,6,6,8,7,8,7,6,8
261,8,5,7,8,8,6,8,8,7,4,8,7,4,8,6,8,8,7
262,8,6,5,8,8,5,8,8,4,4,8,2,5,8,5,4,8,8
263,8,7,8,8,8,7,8,7,6,6,6,7,8,5,8,8,4,8
264,8,7,8,8,7,8,8,8,8,6,5,6,8,7,8,8,7,8
265,8,4,3,6,8,3,8,8,1,7,7,7,1,8,2,8,8,4
266,8,3,5,8,8,8,8,8,8,4,7,5,5,8,4,8,8,5
267,7,6,5,8,7,5,8,8,4,7,7,7,7,6,5,5,8,6
268,5,8,8,8,8,6,6,8,8,7,7,2,8,8,6,6,7,5
269,8,6,8,5,5,8,8,8,5,3,1,1,5,7,7,8,5,7
270,8,6,8,8,4,8,8,7,8,7,5,6,8,4,8,8,4,8
271,8,6,6,8,8,6,8,8,8,4,7,6,3,8,6,7,8,8
272,8,8,7,6,4,5,6,7,8,7,5,4,7,5,7,8,6,5
273,6,4,7,8,6,8,8,2,4,4,7,5,7,8,4,3,8,6
274,8,6,8,8,7,8,8,6,7,7,5,5,8,5,8,8,7,8
275,8,4,6,8,6,7,8,2,5,1,5,4,6,6,5,8,4,5
276,8,6,8,8,7,8,8,8,8,6,4,6,8,8,7,5,7,4
277,5,7,6,6,8,7,8,8,8,6,5,7,6,8,5,7,6,5
278,8,8,8,8,6,8,8,8,8,7,5,7,8,8,8,8,6,8
279,5,6,8,6,8,8,8,8,6,6,8,4,6,8,6,5,8,7
280,6,1,5,5,8,5,8,8,8,4,7,5,5,6,4,5,8,4
281,5,2,4,5,7,4,8,8,8,6,6,2,6,5,6,5,8,1
282,8,5,5,6,8,7,8,8,8,6,8,6,6,5,4,4,8,5
283,6,5,6,6,8,5,8,8,8,7,8,4,2,8,3,8,8,6
284,8,8,8,8,2,8,8,7,8,7,7,7,8,7,8,8,8,8
285,8,6,8,8,6,8,8,8,6,7,7,7,8,6,7,8,8,6
286,6,5,5,4,8,8,8,6,8,6,7,3,6,7,6,6,8,8
287,8,8,8,8,8,7,5,7,7,5,6,7,8,5,8,8,7,8
288,8,7,8,8,8,8,8,5,5,2,5,2,6,6,7,8,5,8
289,8,7,8,8,8,8,8,3,6,3,7,5,7,7,7,8,8,8
290,8,7,8,8,8,7,8,7,7,6,5,5,8,5,8,8,8,8
291,8,7,8,8,6,8,8,6,8,5,6,5,8,5,8,8,5,6
292,8,3,5,6,8,4,8,8,8,3,8,2,3,6,3,6,6,7
293,8,5,7,8,7,6,8,7,8,6,6,6,6,6,6,8,3,6
294,7,8,6,7,8,2,8,8,2,7,7,5,6,8,5,6,8,6
295,6,6,7,6,8,6,8,8,8,4,7,5,6,7,5,6,1,4
296,6,3,3,8,8,1,8,8,6,2,6,4,6,8,2,4,8,2
297,8,6,6,6,7,8,8,8,8,3,6,6,4,6,4,5,6,8
298,3,4,5,8,4,3,8,8,5,1,6,5,2,8,3,3,7,3
299,8,5,8,8,8,8,8,8,8,5,6,5,7,8,7,7,8,8
300,8,5,8,8,8,7,8,5,5,4,3,5,8,2,8,8,4,8
301,5,7,8,8,8,5,8,8,8,5,8,4,6,8,6,8,8,8
302,6,5,7,8,8,8,8,8,5,4,7,5,3,8,6,8,7,8
303,8,7,8,8,8,8,8,8,8,4,6,5,6,7,7,8,6,6
304,3,7,6,1,8,6,8,8,8,1,7,7,8,8,7,1,8,6
305,4,5,5,6,8,4,8,8,2,4,6,7,6,7,2,3,6,1
306,8,2,7,6,8,7,8,8,2,5,8,6,6,8,5,6,8,8
307,6,7,6,8,8,5,6,8,8,2,7,4,5,5,6,8,3,6
308,8,6,6,7,8,8,8,8,6,5,7,6,7,8,7,6,8,7
309,8,4,5,8,8,3,8,8,8,2,7,4,3,8,6,5,8,8
310,8,6,6,8,8,6,5,8,8,5,6,5,8,6,7,8,7,8
311,6,3,6,8,8,5,8,8,5,3,7,7,4,8,7,5,8,6
312,8,5,8,8,6,7,8,8,8,6,1,7,8,8,8,8,7,8
313,8,4,5,6,7,3,8,4,6,4,7,2,6,7,5,7,5,5
314,5,6,1,8,8,8,8,8,5,3,8,6,5,8,5,8,8,6
315,2,4,5,4,8,4,8,3,2,5,6,6,3,8,5,4,5,6
316,8,7,8,7,8,4,8,8,4,4,6,5,6,7,7,6,8,6
317,8,5,7,8,8,8,4,8,7,5,7,6,7,5,6,8,3,8
318,8,2,5,8,8,8,6,8,7,2,8,6,7,8,6,8,8,8
319,6,6,7,6,8,8,8,8,5,7,8,7,6,8,4,4,8,7
320,8,6,7,8,8,3,8,7,6,6,7,5,6,7,5,7,6,6
321,7,5,5,7,8,8,8,8,8,5,6,5,5,4,5,8,5,6
322,8,6,8,8,8,8,8,3,6,5,5,3,7,6,6,8,6,5
323,5,7,6,3,8,5,8,8,3,5,6,6,4,5,6,8,6,3
324,7,2,8,5,6,4,7,8,5,7,6,6,8,6,5,3,8,4
325,6,6,8,8,8,4,8,8,8,7,7,7,6,7,5,5,7,6
326,6,6,7,7,8,5,8,6,5,6,6,6,5,6,5,8,8,5
327,8,6,5,5,8,4,6,8,3,5,7,7,6,7,5,4,8,8
328,8,2,5,7,8,5,8,8,6,8,8,7,5,8,5,8,8,6
329,8,5,8,6,8,8,8,8,8,6,6,4,4,6,6,8,6,5
330,8,7,8,8,6,8,8,8,8,6,5,3,8,6,8,8,6,6
331,8,8,8,7,8,7,8,8,8,6,5,5,8,6,7,7,8,8
332,7,4,7,6,8,8,6,8,6,4,6,4,5,6,5,5,7,2
333,8,6,2,8,8,5,8,8,8,3,3,2,6,3,6,5,5,5
334,6,4,3,8,8,6,8,8,8,5,8,7,4,8,5,6,8,7
335,5,3,2,8,8,4,8,8,8,5,7,6,4,8,2,5,8,5
336,8,6,8,8,8,6,8,8,6,7,6,7,8,7,5,5,5,7
337,6,5,5,2,8,4,8,8,4,3,6,3,6,7,4,3,8,3
338,8,8,8,8,8,8,8,5,8,5,5,6,8,5,5,8,4,8
339,8,6,8,8,3,5,8,3,6,4,2,3,8,4,7,8,2,8
340,8,7,6,8,8,8,8,8,8,5,7,6,4,8,6,5,8,8
341,5,6,8,8,8,5,7,8,3,1,8,1,7,8,5,1,8,6
342,8,7,8,8,8,8,8,8,8,6,4,6,8,6,8,8,8,8
343,5,5,8,6,8,8,8,8,8,4,7,2,3,8,4,6,8,8
344,8,6,8,8,8,5,8,8,8,4,7,6,7,8,6,6,8,8
345,8,6,8,7,8,6,8,8,8,3,8,6,4,8,5,7,8,5
346,8,5,8,8,8,8,8,8,8,4,8,6,6,8,8,8,8,8
347,8,2,8,8,7,7,8,7,8,6,6,7,5,5,7,8,5,5
348,8,6,8,8,8,8,8,8,8,5,3,5,6,7,8,8,6,8
349,7,6,8,6,8,7,7,8,6,3,6,4,6,6,5,8,7,8
350,8,7,8,6,8,8,8,7,5,7,6,3,7,7,8,8,5,8
351,8,4,7,8,8,6,8,7,8,5,7,5,4,7,5,6,4,3
352,5,8,7,8,8,5,8,7,8,7,7,7,7,6,1,6,8,8
353,8,7,8,8,8,8,8,8,7,6,6,3,8,7,8,8,6,6
