CUSTNO,Recency_가구인테리어/잡화_고가,Recency_가구인테리어/잡화_저가,Recency_가구인테리어/잡화_중가,Recency_가전/레저취미/멀티샵_고가,Recency_가전/레저취미/멀티샵_저가,Recency_가전/레저취미/멀티샵_중가,Recency_교육문화/아동_고가,Recency_교육문화/아동_저가,Recency_교육문화/아동_중가,Recency_식품/생활_고가,Recency_식품/생활_저가,Recency_식품/생활_중가,Recency_의류/이미용_고가,Recency_의류/이미용_저가,Recency_의류/이미용_중가,Recency_침구/주방_고가,Recency_침구/주방_저가,Recency_침구/주방_중가
64,-2939,-2939,-2939,-2939,-2939,-2939,-2939,-2939,-2939,-2939,26,1,-2939,4,75,-2939,-2939,-2939
65,-2939,39,-2939,-2939,-2939,30,-2939,89,-2939,27,65,3,53,50,-2939,73,35,73
66,-2939,55,-2939,-2939,67,-2939,-2939,-2939,-2939,1,1,4,5,4,36,29,15,-2939
67,-2939,32,73,-2939,49,-2939,-2939,-2939,-2939,9,2,2,-2939,69,32,-2939,11,-2939
68,89,1,1,46,-2939,-2939,-2939,-2939,-2939,8,8,1,5,61,7,1,36,61
69,-2939,1,-2939,-2939,21,-2939,-2939,29,-2939,6,1,1,-2939,28,-2939,-2939,29,-2939
70,9,45,-2939,92,-2939,9,-2939,-2939,-2939,10,58,2,48,-2939,18,-2939,-2939,-2939
71,-2939,-2939,-2939,-2939,-2939,-2939,-2939,36,-2939,16,2,2,-2939,12,-2939,-2939,46,-2939
72,-2939,-2939,67,-2939,68,-2939,-2939,90,12,12,4,4,-2939,4,34,-2939,4,-2939
73,13,69,54,32,-2939,-2939,-2939,-2939,-2939,4,10,10,28,-2939,22,32,-2939,32
74,26,35,1,-2939,-2939,29,-2939,-2939,78,1,51,1,19,15,1,32,15,-2939
75,-2939,28,-2939,-2939,-2939,-2939,-2939,-2939,-2939,29,37,2,69,-2939,55,-2939,-2939,33
76,39,3,81,-2939,-2939,-2939,-2939,-2939,-2939,3,58,10,-2939,69,10,3,-2939,38
77,14,6,29,-2939,-2939,54,-2939,92,5,6,29,6,8,35,29,-2939,29,-2939
78,15,2,2,8,2,73,-2939,-2939,-2939,1,2,1,2,89,2,1,-2939,37
79,-2939,74,-2939,-2939,27,54,-2939,-2939,-2939,25,4,4,-2939,4,54,-2939,27,54
80,-2939,18,-2939,-2939,45,-2939,-2939,-2939,-2939,6,1,1,-2939,11,66,-2939,6,25
81,12,8,74,3,-2939,-2939,-2939,-2939,88,1,88,1,2,88,5,56,-2939,66
82,46,9,40,10,-2939,17,59,7,7,9,13,1,5,15,37,84,13,19
83,-2939,36,75,-2939,-2939,59,-2939,-2939,-2939,5,2,1,5,13,78,-2939,2,-2939
84,-2939,4,80,13,-2939,13,-2939,-2939,-2939,35,56,4,4,56,73,82,-2939,4
85,-2939,18,-2939,-2939,-2939,-2939,-2939,-2939,-2939,8,-2939,2,-2939,-2939,17,-2939,-2939,56
86,-2939,6,50,-2939,46,10,-2939,-2939,-2939,4,4,4,19,23,6,-2939,46,37
87,-2939,90,-2939,-2939,-2939,-2939,-2939,-2939,73,18,72,10,-2939,-2939,-2939,-2939,-2939,-2939
88,-2939,10,39,8,42,18,-2939,-2939,-2939,3,7,3,39,-2939,74,10,79,39
89,-2939,11,-2939,-2939,-2939,87,-2939,89,-2939,31,6,5,89,62,6,17,6,90
90,31,25,-2939,38,-2939,88,-2939,-2939,-2939,48,25,14,37,-2939,88,67,-2939,75
91,-2939,1,-2939,-2939,-2939,-2939,-2939,-2939,19,-2939,40,1,43,-2939,39,-2939,-2939,-2939
92,-2939,18,33,-2939,22,22,46,18,5,24,3,3,26,18,5,33,18,11
93,-2939,30,32,-2939,-2939,26,-2939,-2939,73,3,-2939,3,12,-2939,4,64,-2939,-2939
94,49,3,63,67,-2939,5,-2939,-2939,89,2,90,2,-2939,-2939,25,-2939,4,-2939
95,-2939,30,-2939,-2939,-2939,-2939,-2939,57,82,10,1,5,-2939,71,21,-2939,5,-2939
96,-2939,5,-2939,-2939,-2939,91,-2939,-2939,-2939,8,-2939,1,32,-2939,-2939,-2939,-2939,-2939
97,46,47,-2939,3,-2939,72,-2939,-2939,-2939,27,3,3,27,-2939,73,3,-2939,47
98,82,41,-2939,-2939,-2939,10,-2939,-2939,6,3,24,3,25,67,10,-2939,67,-2939
99,12,2,17,-2939,-2939,-2939,-2939,-2939,-2939,2,16,2,9,2,9,2,87,18
100,26,27,91,5,-2939,90,-2939,-2939,-2939,4,32,2,4,13,17,4,-2939,-2939
101,-2939,-2939,-2939,-2939,-2939,-2939,-2939,-2939,-2939,28,8,3,22,-2939,67,-2939,23,-2939
102,10,14,-2939,-2939,25,81,-2939,-2939,-2939,4,2,1,10,9,15,11,24,12
103,-2939,57,-2939,-2939,-2939,19,-2939,-2939,-2939,25,7,4,-2939,-2939,4,-2939,12,-2939
104,-2939,59,-2939,-2939,-2939,-2939,-2939,-2939,-2939,32,4,1,-2939,36,32,-2939,4,-2939
105,-2939,4,54,-2939,-2939,54,-2939,-2939,-2939,4,4,4,-2939,28,-2939,54,4,53
106,-2939,8,22,17,-2939,54,-2939,-2939,22,16,-2939,8,61,-2939,26,-2939,-2939,-2939
107,27,8,2,-2939,-2939,-2939,-2939,-2939,25,5,12,4,6,-2939,21,15,-2939,46
108,-2939,11,39,-2939,65,83,67,-2939,65,16,26,2,92,65,39,-2939,-2939,22
109,-2939,22,-2939,-2939,68,-2939,-2939,22,-2939,10,10,1,-2939,18,30,-2939,-2939,-2939
110,-2939,4,-2939,85,72,33,-2939,43,85,4,1,1,17,-2939,11,89,40,57
111,-2939,84,-2939,-2939,-2939,39,-2939,-2939,-2939,26,1,1,-2939,31,-2939,-2939,31,-2939
112,-2939,7,59,-2939,-2939,82,-2939,-2939,85,8,25,8,25,48,7,60,27,-2939
113,3,3,32,5,90,7,3,4,4,3,4,3,16,-2939,3,7,-2939,13
114,-2939,6,-2939,-2939,-2939,59,-2939,-2939,-2939,6,20,4,66,-2939,10,-2939,-2939,67
115,4,3,-2939,-2939,-2939,69,-2939,-2939,-2939,14,24,3,12,-2939,-2939,12,78,-2939
116,-2939,9,-2939,-2939,-2939,-2939,-2939,-2939,-2939,32,1,1,-2939,-2939,52,-2939,-2939,-2939
117,8,19,-2939,8,-2939,8,-2939,-2939,-2939,7,19,4,52,-2939,-2939,4,21,8
118,16,-2939,46,2,-2939,4,-2939,-2939,-2939,6,-2939,1,12,-2939,19,34,-2939,-2939
119,47,1,-2939,-2939,50,22,-2939,-2939,26,1,2,1,32,79,26,-2939,-2939,1
120,32,5,36,-2939,-2939,64,-2939,-2939,-2939,7,19,2,5,-2939,5,19,59,10
121,21,11,-2939,-2939,-2939,-2939,-2939,-2939,-2939,8,30,1,-2939,-2939,19,-2939,11,-2939
122,-2939,12,-2939,-2939,-2939,73,36,36,22,12,9,9,-2939,-2939,82,12,25,16
123,-2939,31,-2939,-2939,-2939,-2939,-2939,5,4,4,4,4,-2939,4,-2939,-2939,4,-2939
124,-2939,17,9,-2939,-2939,53,-2939,-2939,66,15,11,4,6,45,4,-2939,45,-2939
125,5,15,-2939,59,-2939,46,-2939,-2939,-2939,15,45,5,53,45,59,-2939,45,17
126,-2939,81,-2939,-2939,48,-2939,-2939,-2939,-2939,26,1,1,-2939,4,86,-2939,-2939,88
127,-2939,-2939,49,-2939,-2939,17,-2939,-2939,-2939,14,1,1,75,4,5,-2939,4,4
128,-2939,40,-2939,-2939,-2939,-2939,-2939,-2939,-2939,20,6,4,-2939,7,33,-2939,46,-2939
129,-2939,-2939,-2939,-2939,-2939,-2939,5,5,-2939,6,4,1,-2939,6,-2939,-2939,22,-2939
130,-2939,30,27,-2939,-2939,32,-2939,-2939,33,16,57,2,2,-2939,16,-2939,-2939,62
131,18,3,18,-2939,-2939,-2939,-2939,-2939,-2939,18,7,1,17,62,1,18,-2939,3
132,-2939,12,-2939,-2939,-2939,-2939,-2939,3,-2939,9,1,1,-2939,8,-2939,-2939,3,-2939
133,-2939,7,28,19,78,66,-2939,28,-2939,56,41,7,54,-2939,19,77,28,-2939
134,20,-2939,20,-2939,-2939,11,-2939,-2939,3,37,16,1,20,-2939,2,20,-2939,7
135,-2939,55,-2939,-2939,-2939,64,-2939,-2939,84,11,-2939,1,88,-2939,47,-2939,16,-2939
136,-2939,51,84,73,-2939,81,-2939,-2939,3,39,-2939,5,14,-2939,37,51,-2939,-2939
137,54,26,-2939,5,-2939,16,10,10,26,29,8,6,26,81,64,5,22,7
138,-2939,-2939,68,-2939,36,13,-2939,-2939,-2939,68,51,1,26,35,24,-2939,12,13
139,22,46,-2939,-2939,-2939,19,-2939,46,-2939,19,6,6,5,6,5,19,6,19
140,9,70,-2939,9,-2939,55,-2939,-2939,79,18,12,1,9,81,79,27,81,17
141,-2939,5,-2939,-2939,36,-2939,-2939,-2939,-2939,33,4,2,-2939,-2939,-2939,-2939,14,-2939
143,-2939,21,-2939,-2939,4,-2939,67,15,-2939,-2939,4,4,-2939,60,38,-2939,4,-2939
144,51,1,-2939,-2939,6,16,49,49,16,2,1,1,16,14,16,-2939,1,16
145,3,3,-2939,39,-2939,-2939,-2939,-2939,-2939,3,6,3,14,-2939,10,3,-2939,-2939
146,5,19,5,-2939,-2939,50,-2939,-2939,1,1,-2939,1,40,-2939,19,78,-2939,92
147,49,2,-2939,8,16,43,-2939,37,51,2,2,2,26,2,12,-2939,8,8
148,-2939,-2939,-2939,-2939,-2939,47,-2939,-2939,-2939,2,3,1,-2939,15,47,-2939,33,-2939
149,38,28,81,-2939,-2939,76,-2939,-2939,-2939,14,8,8,8,-2939,50,8,-2939,-2939
150,-2939,75,-2939,-2939,-2939,-2939,-2939,1,-2939,13,5,1,-2939,37,-2939,-2939,4,-2939
151,-2939,59,53,75,-2939,59,-2939,-2939,-2939,2,5,2,68,18,53,18,59,81
152,-2939,1,86,42,-2939,42,-2939,-2939,-2939,7,1,1,26,-2939,14,34,57,52
153,-2939,8,-2939,-2939,-2939,81,-2939,-2939,-2939,11,13,1,47,-2939,-2939,-2939,-2939,20
154,-2939,-2939,-2939,-2939,-2939,-2939,-2939,-2939,-2939,17,14,3,60,-2939,-2939,-2939,87,-2939
155,-2939,3,76,-2939,-2939,92,-2939,-2939,-2939,1,-2939,1,21,-2939,2,73,-2939,2
156,17,67,18,17,-2939,14,-2939,-2939,18,14,-2939,1,12,-2939,12,17,-2939,18
157,-2939,4,39,-2939,-2939,10,-2939,-2939,-2939,14,1,1,15,-2939,4,-2939,-2939,-2939
158,-2939,32,13,-2939,-2939,-2939,-2939,-2939,6,3,2,1,27,-2939,86,61,11,27
159,-2939,-2939,91,-2939,-2939,41,-2939,-2939,12,19,47,19,26,-2939,8,58,-2939,7
160,-2939,7,72,-2939,24,22,-2939,-2939,-2939,8,6,1,15,24,13,72,24,29
161,5,8,-2939,61,-2939,4,-2939,-2939,17,3,-2939,1,4,-2939,12,1,-2939,-2939
162,-2939,9,9,84,-2939,-2939,-2939,-2939,5,9,4,4,18,47,17,-2939,60,54
163,-2939,73,-2939,-2939,16,-2939,-2939,-2939,12,10,2,2,-2939,9,25,-2939,16,-2939
164,29,-2939,40,-2939,-2939,90,-2939,-2939,-2939,1,1,1,-2939,-2939,-2939,77,72,-2939
165,49,-2939,71,-2939,90,45,-2939,-2939,12,14,53,14,1,-2939,10,-2939,-2939,49
166,-2939,3,-2939,-2939,76,67,76,-2939,17,3,36,1,3,87,3,8,87,25
167,-2939,15,-2939,-2939,-2939,-2939,-2939,-2939,-2939,28,-2939,1,64,-2939,33,72,-2939,-2939
168,64,20,14,4,-2939,88,-2939,-2939,4,8,6,6,14,8,-2939,64,-2939,-2939
169,-2939,92,-2939,-2939,79,-2939,-2939,-2939,-2939,6,4,4,12,56,-2939,-2939,23,-2939
170,-2939,33,-2939,-2939,-2939,-2939,-2939,-2939,-2939,15,1,1,-2939,40,4,-2939,4,65
171,-2939,15,-2939,-2939,-2939,45,-2939,49,-2939,14,91,3,52,57,17,14,-2939,52
172,-2939,15,85,-2939,-2939,18,60,-2939,90,7,14,5,10,71,-2939,-2939,31,-2939
173,-2939,1,-2939,-2939,-2939,-2939,-2939,-2939,45,16,1,1,44,8,-2939,-2939,27,-2939
175,8,9,-2939,-2939,1,-2939,-2939,1,-2939,2,1,1,-2939,12,15,-2939,1,-2939
176,-2939,-2939,-2939,-2939,14,-2939,-2939,-2939,-2939,14,2,6,-2939,41,-2939,-2939,14,61
177,-2939,18,18,40,-2939,84,-2939,-2939,33,33,47,1,18,-2939,33,-2939,-2939,51
178,-2939,82,-2939,-2939,-2939,-2939,-2939,-2939,-2939,26,11,1,-2939,61,10,-2939,29,-2939
179,-2939,33,25,10,-2939,-2939,-2939,-2939,-2939,5,24,3,10,-2939,7,-2939,24,-2939
180,-2939,15,-2939,-2939,-2939,-2939,-2939,-2939,-2939,3,-2939,3,26,-2939,-2939,20,-2939,-2939
181,-2939,2,-2939,-2939,-2939,68,-2939,-2939,16,7,-2939,2,-2939,-2939,7,12,-2939,68
182,5,15,1,7,-2939,81,-2939,-2939,-2939,1,13,1,26,-2939,9,-2939,-2939,-2939
183,-2939,9,-2939,-2939,-2939,-2939,-2939,27,29,4,1,1,-2939,1,-2939,-2939,8,-2939
184,85,40,92,-2939,-2939,-2939,-2939,-2939,-2939,11,54,9,13,-2939,9,14,46,14
185,-2939,-2939,-2939,-2939,57,67,-2939,79,31,1,8,5,-2939,31,77,-2939,5,81
186,-2939,20,-2939,62,-2939,5,13,-2939,13,5,20,1,5,59,76,20,20,39
187,-2939,62,52,-2939,-2939,-2939,-2939,-2939,-2939,-2939,41,21,-2939,-2939,15,-2939,1,15
188,-2939,41,-2939,-2939,87,-2939,69,-2939,-2939,4,2,2,-2939,41,19,-2939,7,-2939
189,10,6,20,14,-2939,80,-2939,-2939,-2939,3,-2939,2,2,-2939,2,15,-2939,3
190,-2939,25,-2939,-2939,-2939,17,-2939,-2939,25,6,-2939,3,25,-2939,38,50,-2939,-2939
191,18,9,19,53,-2939,52,-2939,-2939,-2939,33,25,2,4,9,11,-2939,-2939,91
192,34,48,83,-2939,34,-2939,-2939,-2939,-2939,12,1,1,13,2,62,50,13,-2939
193,-2939,13,-2939,-2939,39,-2939,-2939,5,8,9,4,2,-2939,9,-2939,-2939,9,-2939
194,-2939,24,49,-2939,16,7,-2939,-2939,-2939,24,4,4,-2939,1,7,-2939,37,5
195,-2939,21,-2939,-2939,-2939,43,-2939,-2939,-2939,33,2,2,-2939,1,-2939,-2939,9,-2939
196,28,16,55,-2939,68,-2939,-2939,26,27,13,5,2,34,24,8,2,24,19
197,-2939,19,30,-2939,-2939,86,-2939,15,8,26,15,15,26,25,19,3,24,-2939
198,62,11,-2939,3,-2939,3,-2939,-2939,-2939,13,8,2,40,21,40,-2939,8,77
199,-2939,69,-2939,25,-2939,33,-2939,84,-2939,16,6,1,-2939,7,24,-2939,25,-2939
200,-2939,25,-2939,-2939,-2939,-2939,-2939,-2939,-2939,21,5,1,45,31,38,-2939,34,-2939
201,64,3,22,13,-2939,81,-2939,-2939,-2939,3,74,3,3,-2939,5,81,26,19
202,5,5,19,-2939,-2939,19,-2939,-2939,61,19,5,5,1,-2939,2,19,71,19
203,-2939,25,-2939,-2939,-2939,-2939,-2939,-2939,-2939,35,2,3,-2939,10,-2939,-2939,2,-2939
204,-2939,69,20,-2939,58,1,-2939,34,-2939,7,2,2,83,48,3,-2939,2,-2939
205,-2939,63,74,-2939,-2939,-2939,-2939,77,-2939,3,3,2,54,37,5,78,9,57
206,7,20,-2939,-2939,-2939,35,-2939,15,7,7,2,2,19,2,35,-2939,13,52
207,-2939,77,-2939,-2939,-2939,35,-2939,75,-2939,35,2,1,-2939,19,43,-2939,75,-2939
208,10,68,12,12,-2939,15,-2939,-2939,-2939,12,63,12,2,-2939,5,-2939,-2939,-2939
209,48,25,57,-2939,-2939,53,-2939,-2939,-2939,6,23,1,7,65,1,28,23,52
210,-2939,18,-2939,-2939,-2939,-2939,-2939,44,-2939,25,2,2,88,30,15,-2939,4,18
211,2,44,-2939,-2939,-2939,-2939,-2939,-2939,-2939,4,-2939,2,89,33,-2939,-2939,-2939,-2939
212,49,4,-2939,-2939,-2939,-2939,-2939,-2939,-2939,7,1,1,25,-2939,47,-2939,26,-2939
213,-2939,6,-2939,83,-2939,-2939,-2939,2,-2939,1,1,1,-2939,6,-2939,-2939,28,1
214,-2939,83,-2939,-2939,-2939,-2939,-2939,-2939,9,6,1,2,-2939,-2939,55,19,28,17
215,-2939,69,15,-2939,-2939,51,-2939,41,-2939,7,2,1,10,4,3,-2939,58,-2939
216,-2939,6,-2939,-2939,85,-2939,-2939,-2939,-2939,26,1,1,30,55,56,47,-2939,-2939
217,-2939,14,-2939,-2939,-2939,-2939,-2939,-2939,32,16,2,2,-2939,-2939,68,62,2,-2939
218,8,14,38,38,-2939,3,-2939,-2939,7,3,26,3,5,-2939,14,12,-2939,-2939
219,-2939,5,30,-2939,16,66,-2939,-2939,10,6,4,1,-2939,-2939,25,-2939,-2939,-2939
220,-2939,-2939,-2939,-2939,2,-2939,-2939,-2939,10,30,15,6,-2939,9,-2939,-2939,10,-2939
221,-2939,37,-2939,-2939,-2939,-2939,-2939,-2939,-2939,10,1,1,-2939,27,84,-2939,14,-2939
222,-2939,57,29,14,-2939,66,45,-2939,8,45,15,2,8,10,8,84,31,69
223,-2939,72,72,35,-2939,-2939,-2939,-2939,-2939,7,43,2,38,-2939,35,43,-2939,-2939
224,13,50,-2939,-2939,-2939,-2939,-2939,-2939,19,19,-2939,4,16,-2939,3,46,-2939,-2939
225,82,80,12,64,-2939,3,-2939,-2939,-2939,80,4,4,12,-2939,80,5,-2939,22
226,-2939,69,-2939,-2939,-2939,-2939,-2939,-2939,-2939,19,12,1,-2939,89,-2939,-2939,-2939,-2939
227,-2939,26,-2939,-2939,10,-2939,-2939,-2939,-2939,2,1,1,-2939,10,-2939,-2939,28,-2939
228,-2939,44,-2939,-2939,86,73,-2939,78,90,2,2,2,-2939,2,75,-2939,2,-2939
229,-2939,12,73,19,-2939,66,-2939,-2939,79,2,26,2,47,-2939,54,47,-2939,47
230,-2939,7,85,-2939,-2939,-2939,-2939,-2939,-2939,7,50,7,-2939,-2939,39,-2939,-2939,-2939
231,-2939,-2939,-2939,-2939,-2939,53,-2939,-2939,-2939,26,2,2,-2939,2,53,-2939,16,60
232,-2939,54,62,-2939,55,91,-2939,-2939,-2939,42,1,1,-2939,74,68,-2939,-2939,-2939
233,21,-2939,72,-2939,64,86,-2939,-2939,-2939,2,2,1,-2939,-2939,-2939,-2939,20,-2939
234,-2939,42,-2939,-2939,-2939,57,-2939,74,35,-2939,74,35,56,-2939,39,92,74,57
235,-2939,18,78,-2939,-2939,-2939,-2939,-2939,-2939,5,19,5,28,-2939,18,78,27,-2939
236,-2939,2,-2939,-2939,-2939,-2939,-2939,-2939,-2939,2,2,2,-2939,11,-2939,-2939,-2939,-2939
237,85,28,90,36,-2939,-2939,-2939,-2939,-2939,11,11,1,6,-2939,13,-2939,46,-2939
238,-2939,6,68,-2939,-2939,-2939,-2939,-2939,-2939,8,-2939,6,-2939,-2939,40,40,-2939,68
239,54,4,54,54,-2939,63,-2939,-2939,21,27,28,4,11,-2939,5,6,-2939,32
240,81,3,13,-2939,-2939,15,-2939,-2939,6,6,30,2,19,-2939,19,-2939,-2939,69
241,-2939,2,12,90,-2939,16,-2939,-2939,6,5,-2939,12,9,-2939,15,67,-2939,-2939
242,-2939,15,3,-2939,17,-2939,18,-2939,5,-2939,6,9,-2939,10,47,-2939,22,-2939
243,-2939,-2939,-2939,-2939,5,-2939,-2939,33,-2939,16,1,1,-2939,62,-2939,-2939,15,-2939
245,-2939,11,52,75,-2939,-2939,-2939,-2939,-2939,9,5,5,40,41,55,12,-2939,25
246,81,18,4,19,-2939,27,-2939,-2939,86,32,-2939,6,19,-2939,4,-2939,-2939,-2939
247,87,3,-2939,-2939,-2939,-2939,-2939,-2939,-2939,3,50,3,22,36,3,-2939,-2939,-2939
248,-2939,4,5,-2939,43,-2939,-2939,-2939,5,12,10,4,-2939,6,5,21,6,46
249,62,26,26,5,-2939,90,-2939,-2939,-2939,1,67,1,13,-2939,1,13,-2939,11
