CUSTNO,Recency_가구인테리어/잡화_고가,Recency_가구인테리어/잡화_저가,Recency_가구인테리어/잡화_중가,Recency_가전/레저취미/멀티샵_고가,Recency_가전/레저취미/멀티샵_저가,Recency_가전/레저취미/멀티샵_중가,Recency_교육문화/아동_고가,Recency_교육문화/아동_저가,Recency_교육문화/아동_중가,Recency_식품/생활_고가,Recency_식품/생활_저가,Recency_식품/생활_중가,Recency_의류/이미용_고가,Recency_의류/이미용_저가,Recency_의류/이미용_중가,Recency_침구/주방_고가,Recency_침구/주방_저가,Recency_침구/주방_중가
121,66,-3122,-3122,-3122,-3122,21,-3122,-3122,2,7,-3122,5,-3122,-3122,19,-3122,-3122,54
122,-3122,-3122,-3122,-3122,-3122,20,48,48,48,57,80,6,10,80,20,-3122,80,47
123,-3122,29,-3122,-3122,8,-3122,-3122,-3122,-3122,5,4,2,-3122,29,-3122,-3122,-3122,-3122
124,-3122,2,2,45,59,-3122,-3122,-3122,-3122,2,-3122,2,27,-3122,2,46,-3122,45
125,38,9,-3122,-3122,-3122,37,-3122,-3122,-3122,19,2,2,-3122,63,3,51,63,51
126,-3122,43,-3122,-3122,-3122,50,-3122,-3122,-3122,11,1,2,32,80,32,36,36,-3122
127,-3122,53,-3122,-3122,-3122,-3122,-3122,-3122,-3122,11,-3122,7,46,-3122,19,-3122,-3122,34
128,-3122,53,-3122,-3122,18,-3122,-3122,-3122,-3122,1,3,1,-3122,8,-3122,-3122,14,-3122
129,-3122,-3122,-3122,-3122,22,-3122,-3122,15,-3122,2,5,1,-3122,3,-3122,-3122,14,-3122
130,35,3,83,-3122,-3122,1,-3122,-3122,1,3,15,1,19,-3122,1,-3122,-3122,3
131,-3122,16,-3122,-3122,16,37,-3122,-3122,-3122,7,5,1,23,56,-3122,87,52,31
132,-3122,29,-3122,-3122,72,-3122,-3122,29,-3122,6,3,1,38,14,52,-3122,3,-3122
133,-3122,25,-3122,-3122,-3122,-3122,-3122,-3122,-3122,6,15,2,-3122,-3122,15,-3122,59,-3122
134,49,18,-3122,20,-3122,72,-3122,-3122,49,6,85,6,15,-3122,79,33,-3122,18
135,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,6,28,1,-3122,-3122,75,-3122,-3122,88
136,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,1,1,-3122,1,-3122,-3122,-3122,-3122,-3122,-3122
137,10,17,87,87,-3122,71,-3122,-3122,50,7,1,1,9,-3122,9,11,12,21
138,84,13,-3122,-3122,62,3,-3122,-3122,-3122,43,8,3,3,13,1,-3122,-3122,43
139,18,35,80,-3122,-3122,-3122,-3122,-3122,-3122,21,18,5,11,70,65,18,18,4
140,2,7,4,23,-3122,-3122,-3122,79,-3122,7,12,2,23,-3122,67,8,-3122,27
141,-3122,6,-3122,-3122,5,-3122,-3122,-3122,-3122,6,6,3,-3122,-3122,-3122,-3122,6,-3122
143,-3122,10,-3122,-3122,44,-3122,-3122,10,-3122,-3122,3,2,-3122,17,-3122,-3122,3,-3122
144,-3122,5,-3122,-3122,32,-3122,-3122,-3122,-3122,13,1,1,-3122,86,-3122,-3122,11,-3122
145,89,51,-3122,30,-3122,37,-3122,-3122,-3122,2,12,2,30,-3122,37,89,-3122,-3122
146,4,89,17,-3122,-3122,89,-3122,-3122,59,4,-3122,4,11,-3122,17,28,-3122,-3122
147,18,21,-3122,20,29,-3122,-3122,8,32,1,8,1,32,78,23,-3122,29,-3122
148,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,1,1,1,-3122,-3122,-3122,-3122,61,-3122
149,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,6,5,3,44,-3122,5,63,-3122,55
150,-3122,10,24,-3122,77,-3122,-3122,3,57,10,1,1,56,4,-3122,-3122,8,56
151,-3122,2,2,62,-3122,66,-3122,-3122,23,2,16,2,72,-3122,14,58,72,-3122
152,-3122,8,73,2,-3122,18,-3122,-3122,-3122,6,6,6,2,-3122,23,53,-3122,18
153,-3122,17,-3122,-3122,-3122,-3122,-3122,-3122,14,1,5,3,70,-3122,17,-3122,-3122,-3122
154,3,79,79,-3122,-3122,-3122,-3122,-3122,-3122,-3122,13,3,30,-3122,6,44,17,-3122
155,-3122,11,-3122,46,-3122,-3122,-3122,-3122,-3122,11,-3122,7,56,-3122,8,20,-3122,85
156,11,24,65,-3122,-3122,9,-3122,-3122,9,3,-3122,3,11,-3122,3,67,-3122,32
157,37,24,-3122,-3122,-3122,74,-3122,-3122,-3122,11,5,2,20,-3122,2,-3122,-3122,-3122
158,-3122,15,-3122,-3122,-3122,-3122,-3122,-3122,35,24,76,15,-3122,-3122,-3122,-3122,-3122,-3122
159,-3122,43,8,-3122,-3122,7,-3122,-3122,4,-3122,67,7,4,67,4,64,-3122,-3122
160,-3122,7,88,-3122,-3122,-3122,-3122,-3122,-3122,19,4,3,-3122,-3122,5,-3122,-3122,-3122
161,11,15,-3122,5,-3122,15,-3122,-3122,5,1,71,1,2,-3122,5,23,-3122,12
162,-3122,32,-3122,-3122,-3122,-3122,-3122,-3122,-3122,11,17,11,11,-3122,18,26,62,-3122
163,-3122,-3122,-3122,-3122,46,-3122,-3122,-3122,90,25,3,2,10,5,10,-3122,86,-3122
164,10,66,-3122,75,-3122,2,-3122,-3122,-3122,4,27,24,-3122,-3122,56,25,-3122,-3122
165,-3122,88,-3122,-3122,-3122,78,-3122,-3122,32,-3122,76,4,69,57,68,32,-3122,-3122
166,20,4,23,-3122,-3122,23,-3122,-3122,87,-3122,12,4,4,-3122,-3122,4,-3122,-3122
167,-3122,2,28,-3122,-3122,-3122,-3122,-3122,-3122,2,-3122,2,25,-3122,24,-3122,-3122,-3122
168,-3122,14,-3122,24,-3122,72,-3122,-3122,9,3,22,3,14,-3122,74,46,22,74
169,14,-3122,10,-3122,70,-3122,-3122,-3122,88,8,10,7,-3122,36,88,-3122,10,3
170,-3122,-3122,-3122,-3122,28,-3122,-3122,-3122,-3122,28,15,15,-3122,28,7,-3122,76,-3122
171,-3122,68,-3122,-3122,-3122,31,-3122,-3122,-3122,7,24,5,41,24,11,79,-3122,2
172,-3122,75,-3122,-3122,-3122,-3122,-3122,-3122,-3122,13,8,8,24,55,76,-3122,-3122,34
173,-3122,57,-3122,-3122,28,-3122,-3122,-3122,-3122,5,2,2,-3122,5,-3122,-3122,74,82
175,-3122,18,-3122,-3122,5,-3122,-3122,6,78,5,5,5,-3122,12,-3122,-3122,5,-3122
176,-3122,90,-3122,-3122,8,-3122,-3122,-3122,-3122,70,3,2,-3122,-3122,-3122,-3122,27,6
177,-3122,8,64,25,-3122,-3122,-3122,-3122,84,25,1,1,25,84,8,-3122,-3122,25
178,-3122,81,-3122,-3122,-3122,31,-3122,-3122,-3122,20,3,1,-3122,19,3,-3122,45,5
179,-3122,1,16,10,-3122,8,-3122,-3122,28,1,19,1,2,44,2,6,44,-3122
180,69,2,-3122,-3122,-3122,57,-3122,-3122,65,22,-3122,2,41,-3122,-3122,9,-3122,9
181,-3122,26,-3122,-3122,-3122,36,-3122,-3122,5,6,-3122,6,-3122,-3122,1,9,-3122,8
182,-3122,33,-3122,67,-3122,-3122,-3122,-3122,-3122,6,-3122,6,20,-3122,53,41,-3122,-3122
183,-3122,16,-3122,-3122,-3122,90,-3122,17,17,18,2,1,-3122,1,-3122,-3122,7,45
184,-3122,38,-3122,-3122,-3122,38,-3122,-3122,18,8,38,8,2,-3122,2,70,-3122,-3122
185,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,42,19,-3122,-3122,-3122,-3122,-3122,-3122
186,-3122,89,17,32,-3122,21,71,71,6,11,11,6,17,76,17,6,-3122,89
187,18,1,17,-3122,-3122,-3122,-3122,-3122,-3122,65,14,2,30,-3122,1,16,28,76
188,-3122,-3122,-3122,-3122,32,-3122,-3122,-3122,-3122,3,1,1,-3122,-3122,11,-3122,11,2
189,3,37,8,-3122,-3122,-3122,-3122,-3122,29,8,45,8,20,45,34,55,-3122,-3122
190,9,9,-3122,-3122,-3122,54,-3122,-3122,-3122,2,-3122,2,23,-3122,23,-3122,-3122,-3122
191,8,9,-3122,-3122,-3122,9,-3122,-3122,-3122,4,-3122,2,4,-3122,7,3,-3122,19
192,75,89,-3122,-3122,-3122,88,-3122,-3122,88,79,78,78,89,82,72,-3122,-3122,-3122
193,-3122,-3122,-3122,-3122,-3122,-3122,-3122,32,-3122,2,6,1,-3122,20,70,88,28,-3122
194,-3122,84,79,-3122,-3122,-3122,-3122,88,-3122,5,2,1,57,5,1,-3122,-3122,-3122
195,-3122,49,-3122,-3122,16,-3122,-3122,20,-3122,-3122,13,4,-3122,4,-3122,-3122,5,-3122
196,-3122,1,79,-3122,-3122,77,-3122,-3122,-3122,19,16,1,8,62,11,51,-3122,15
197,-3122,6,-3122,23,-3122,35,-3122,32,2,6,10,6,3,21,2,34,10,67
198,-3122,16,-3122,-3122,-3122,24,-3122,-3122,62,18,1,1,23,14,32,-3122,66,-3122
199,-3122,61,-3122,-3122,-3122,59,-3122,22,-3122,25,4,1,-3122,14,49,-3122,3,-3122
200,-3122,3,42,-3122,-3122,-3122,-3122,-3122,-3122,5,3,8,44,24,-3122,44,14,35
201,-3122,6,18,87,-3122,30,-3122,-3122,-3122,2,7,2,18,-3122,20,2,-3122,33
202,-3122,5,-3122,2,-3122,-3122,-3122,-3122,36,5,5,2,2,-3122,2,-3122,-3122,15
203,-3122,-3122,-3122,-3122,67,-3122,-3122,73,-3122,37,10,3,-3122,20,-3122,-3122,9,-3122
204,-3122,23,-3122,-3122,-3122,24,16,19,38,6,3,1,19,41,2,-3122,49,-3122
205,-3122,23,-3122,-3122,41,-3122,-3122,-3122,-3122,3,2,2,9,10,10,59,4,44
206,-3122,14,-3122,-3122,-3122,87,-3122,40,-3122,8,1,3,-3122,1,17,-3122,62,-3122
207,-3122,66,-3122,-3122,12,-3122,-3122,-3122,-3122,31,12,4,-3122,4,-3122,-3122,68,-3122
208,37,-3122,38,21,-3122,17,-3122,-3122,-3122,11,41,10,26,-3122,17,-3122,-3122,-3122
209,-3122,-3122,6,-3122,-3122,5,-3122,-3122,-3122,28,-3122,3,19,-3122,9,29,-3122,-3122
210,-3122,50,-3122,-3122,-3122,-3122,-3122,18,-3122,10,4,3,-3122,24,-3122,-3122,49,89
211,-3122,21,-3122,-3122,-3122,-3122,-3122,-3122,-3122,13,21,3,46,75,14,-3122,68,32
212,-3122,2,-3122,-3122,-3122,-3122,-3122,-3122,-3122,10,1,1,-3122,-3122,15,-3122,-3122,-3122
213,-3122,43,-3122,55,87,-3122,-3122,42,42,10,1,1,18,8,-3122,74,4,-3122
214,-3122,4,9,28,-3122,-3122,-3122,-3122,-3122,6,5,4,18,-3122,9,31,5,23
215,30,20,-3122,-3122,-3122,-3122,-3122,15,-3122,34,1,1,16,5,16,-3122,7,-3122
216,-3122,61,-3122,-3122,66,66,-3122,10,-3122,8,1,1,71,1,-3122,-3122,75,-3122
217,-3122,7,-3122,-3122,-3122,34,-3122,58,7,7,-3122,7,35,-3122,-3122,79,58,55
218,-3122,15,3,-3122,-3122,3,-3122,39,-3122,15,15,15,-3122,-3122,18,-3122,-3122,25
219,-3122,7,67,-3122,-3122,25,-3122,-3122,19,11,-3122,2,9,-3122,2,-3122,-3122,75
220,-3122,-3122,-3122,-3122,3,32,64,42,11,17,2,2,-3122,11,-3122,-3122,3,-3122
221,-3122,46,-3122,-3122,-3122,-3122,-3122,14,37,14,10,1,-3122,27,-3122,-3122,10,-3122
222,51,76,72,-3122,-3122,66,-3122,-3122,26,19,25,19,25,25,19,87,-3122,87
223,-3122,28,-3122,-3122,-3122,4,-3122,-3122,-3122,10,-3122,4,10,-3122,50,-3122,28,83
224,33,72,65,-3122,-3122,26,-3122,-3122,8,-3122,52,8,24,-3122,15,-3122,-3122,45
225,51,66,-3122,16,-3122,16,-3122,-3122,-3122,26,19,3,26,-3122,-3122,16,3,16
226,-3122,-3122,-3122,-3122,40,-3122,-3122,41,-3122,30,4,4,-3122,40,34,-3122,44,-3122
227,-3122,1,-3122,-3122,-3122,-3122,-3122,-3122,-3122,11,1,1,-3122,7,-3122,-3122,61,-3122
228,-3122,57,-3122,-3122,2,33,7,43,-3122,2,2,2,-3122,2,69,-3122,10,-3122
229,50,7,55,-3122,-3122,-3122,-3122,-3122,-3122,11,43,6,44,-3122,29,-3122,-3122,55
230,-3122,2,65,-3122,-3122,2,-3122,-3122,2,2,-3122,2,2,-3122,2,2,-3122,-3122
231,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,2,2,1,-3122,2,-3122,-3122,14,-3122
232,-3122,54,14,-3122,11,-3122,-3122,-3122,-3122,-3122,1,8,-3122,-3122,14,-3122,84,-3122
233,-3122,-3122,-3122,-3122,-3122,18,-3122,-3122,-3122,30,6,1,-3122,-3122,-3122,-3122,-3122,-3122
234,-3122,11,-3122,-3122,-3122,-3122,-3122,-3122,6,61,3,3,74,75,67,-3122,-3122,6
235,-3122,25,-3122,-3122,-3122,-3122,-3122,-3122,-3122,11,11,3,3,-3122,26,73,39,-3122
236,-3122,8,-3122,-3122,-3122,-3122,-3122,-3122,-3122,42,1,1,-3122,-3122,-3122,-3122,47,-3122
237,6,20,5,-3122,3,-3122,-3122,-3122,73,85,3,3,5,-3122,36,13,66,31
238,-3122,4,-3122,-3122,-3122,-3122,-3122,-3122,-3122,4,-3122,3,-3122,-3122,-3122,-3122,-3122,81
239,3,56,46,46,-3122,-3122,-3122,-3122,10,29,-3122,4,10,-3122,1,71,-3122,-3122
240,-3122,19,57,-3122,-3122,-3122,-3122,-3122,19,3,-3122,1,9,-3122,1,-3122,-3122,-3122
241,-3122,11,-3122,11,-3122,64,-3122,-3122,74,6,-3122,4,-3122,-3122,11,86,-3122,-3122
