CUSTNO,Recency_가구인테리어/잡화_고가,Recency_가구인테리어/잡화_저가,Recency_가구인테리어/잡화_중가,Recency_가전/레저취미/멀티샵_고가,Recency_가전/레저취미/멀티샵_저가,Recency_가전/레저취미/멀티샵_중가,Recency_교육문화/아동_고가,Recency_교육문화/아동_저가,Recency_교육문화/아동_중가,Recency_식품/생활_고가,Recency_식품/생활_저가,Recency_식품/생활_중가,Recency_의류/이미용_고가,Recency_의류/이미용_저가,Recency_의류/이미용_중가,Recency_침구/주방_고가,Recency_침구/주방_저가,Recency_침구/주방_중가
39,-2757,28,-2757,-2757,-2757,-2757,-2757,-2757,-2757,64,-2757,1,3,-2757,-2757,-2757,-2757,-2757
40,-2757,12,8,30,-2757,9,-2757,-2757,-2757,6,16,1,72,49,16,6,77,2
41,17,-2757,-2757,-2757,-2757,5,-2757,-2757,-2757,54,8,1,54,89,-2757,-2757,-2757,-2757
42,-2757,12,47,-2757,-2757,-2757,-2757,12,-2757,7,5,2,62,2,-2757,-2757,49,-2757
43,-2757,-2757,-2757,-2757,-2757,-2757,-2757,19,-2757,1,1,1,-2757,1,-2757,-2757,12,-2757
44,25,2,3,-2757,-2757,11,-2757,-2757,-2757,10,28,3,-2757,-2757,8,-2757,-2757,-2757
45,-2757,9,60,18,-2757,19,69,-2757,-2757,6,36,2,4,-2757,18,-2757,36,-2757
46,67,35,18,8,-2757,-2757,-2757,-2757,-2757,33,-2757,1,14,-2757,-2757,6,-2757,-2757
47,-2757,6,73,-2757,5,-2757,-2757,33,10,22,1,1,55,16,-2757,-2757,55,-2757
48,11,8,19,-2757,-2757,52,-2757,-2757,74,19,33,8,11,-2757,14,11,-2757,74
49,74,8,-2757,-2757,-2757,-2757,-2757,-2757,-2757,1,-2757,1,1,-2757,3,17,-2757,-2757
50,-2757,2,-2757,-2757,-2757,32,-2757,42,14,6,8,2,-2757,40,-2757,-2757,40,-2757
51,-2757,34,-2757,-2757,-2757,-2757,-2757,46,1,2,4,2,-2757,46,-2757,16,46,-2757
52,52,21,-2757,-2757,-2757,-2757,-2757,-2757,-2757,2,46,2,2,-2757,66,67,-2757,39
53,-2757,-2757,-2757,3,-2757,-2757,-2757,-2757,-2757,13,8,2,-2757,-2757,75,72,-2757,-2757
54,-2757,50,52,-2757,-2757,-2757,-2757,-2757,-2757,7,49,5,56,-2757,52,-2757,-2757,-2757
55,-2757,4,-2757,-2757,30,-2757,-2757,-2757,-2757,3,1,12,-2757,20,-2757,-2757,39,-2757
56,-2757,33,-2757,27,-2757,-2757,-2757,-2757,-2757,2,-2757,2,3,-2757,18,-2757,-2757,-2757
57,-2757,5,-2757,-2757,25,-2757,-2757,-2757,-2757,5,3,3,-2757,-2757,-2757,-2757,19,-2757
58,52,3,-2757,-2757,-2757,-2757,-2757,-2757,62,3,-2757,3,-2757,-2757,12,-2757,-2757,39
59,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,12,32,3,5,-2757,75,71,-2757,-2757
60,-2757,12,-2757,-2757,11,-2757,-2757,-2757,1,5,3,1,18,59,36,75,1,-2757
61,-2757,5,48,-2757,44,-2757,81,44,81,5,2,2,5,5,5,57,50,5
62,-2757,1,-2757,-2757,-2757,11,-2757,-2757,19,8,2,5,1,71,-2757,-2757,85,-2757
63,-2757,29,-2757,-2757,-2757,-2757,-2757,-2757,-2757,4,-2757,7,5,-2757,36,-2757,-2757,-2757
64,-2757,-2757,-2757,-2757,-2757,-2757,-2757,74,-2757,8,5,1,-2757,32,-2757,-2757,-2757,-2757
65,-2757,9,-2757,-2757,-2757,87,-2757,-2757,-2757,5,5,3,57,-2757,70,-2757,74,9
66,-2757,20,-2757,-2757,61,-2757,-2757,-2757,-2757,6,4,1,-2757,28,19,-2757,34,-2757
67,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,4,1,1,-2757,11,-2757,-2757,-2757,-2757
68,67,-2757,1,46,-2757,-2757,-2757,32,32,1,1,1,46,50,46,58,-2757,74
69,-2757,9,-2757,-2757,-2757,-2757,-2757,-2757,-2757,3,2,2,-2757,23,-2757,-2757,-2757,-2757
70,40,4,17,-2757,-2757,-2757,-2757,-2757,-2757,45,4,4,-2757,-2757,56,-2757,-2757,-2757
71,-2757,-2757,-2757,-2757,-2757,-2757,-2757,37,-2757,34,2,2,-2757,34,-2757,-2757,89,55
72,-2757,4,-2757,-2757,32,-2757,-2757,59,31,11,1,1,-2757,4,33,-2757,12,-2757
73,18,53,33,1,-2757,18,-2757,-2757,34,25,63,18,1,-2757,1,81,-2757,-2757
74,13,2,-2757,-2757,-2757,-2757,-2757,-2757,-2757,6,21,2,38,33,6,81,43,27
75,-2757,15,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,45,2,54,-2757,-2757,-2757,-2757,-2757
76,-2757,33,-2757,-2757,-2757,-2757,-2757,-2757,-2757,18,1,4,31,18,-2757,-2757,-2757,68
77,36,62,-2757,-2757,-2757,-2757,-2757,89,89,22,-2757,2,36,-2757,36,-2757,-2757,-2757
78,24,10,3,12,-2757,10,-2757,-2757,-2757,10,8,2,45,-2757,9,52,71,64
79,-2757,15,-2757,-2757,35,-2757,-2757,-2757,-2757,14,14,14,-2757,15,34,-2757,82,-2757
80,-2757,11,-2757,-2757,-2757,-2757,-2757,-2757,-2757,15,2,2,59,-2757,18,59,11,81
81,47,3,9,-2757,40,-2757,-2757,-2757,-2757,40,34,3,5,-2757,19,6,-2757,80
82,-2757,16,32,47,-2757,-2757,-2757,-2757,-2757,2,2,2,12,64,45,-2757,48,29
83,-2757,-2757,-2757,25,-2757,74,-2757,-2757,-2757,2,20,1,11,76,-2757,25,76,-2757
84,-2757,31,25,34,-2757,10,-2757,-2757,-2757,10,-2757,10,-2757,-2757,60,71,22,67
85,-2757,9,87,-2757,-2757,-2757,-2757,-2757,-2757,24,-2757,3,10,33,33,37,-2757,47
86,-2757,9,-2757,-2757,-2757,-2757,-2757,42,66,3,4,3,3,83,57,-2757,76,89
87,-2757,-2757,17,36,-2757,17,-2757,-2757,-2757,9,45,17,-2757,-2757,-2757,81,-2757,55
88,-2757,24,24,13,81,-2757,-2757,-2757,-2757,3,1,1,3,-2757,-2757,3,25,-2757
89,-2757,13,-2757,-2757,48,17,-2757,-2757,-2757,37,3,2,-2757,67,35,-2757,2,30
90,-2757,38,35,-2757,-2757,11,-2757,-2757,-2757,26,-2757,10,17,-2757,17,35,-2757,26
91,-2757,5,-2757,-2757,-2757,-2757,-2757,-2757,-2757,9,9,5,58,-2757,5,-2757,-2757,17
92,-2757,17,-2757,-2757,-2757,59,4,4,11,11,4,4,12,5,25,56,5,5
93,4,18,43,-2757,-2757,-2757,-2757,-2757,-2757,4,42,4,13,-2757,6,-2757,-2757,-2757
94,-2757,2,26,-2757,-2757,66,-2757,-2757,-2757,1,59,1,28,-2757,2,-2757,-2757,-2757
95,-2757,83,-2757,-2757,12,-2757,-2757,25,-2757,5,1,1,25,33,60,-2757,-2757,-2757
96,-2757,47,-2757,-2757,-2757,-2757,-2757,-2757,-2757,3,-2757,3,12,-2757,25,-2757,-2757,-2757
97,-2757,19,-2757,1,43,1,-2757,-2757,54,11,2,2,26,31,38,6,31,-2757
98,-2757,-2757,13,-2757,-2757,43,-2757,-2757,87,6,42,6,28,-2757,31,53,-2757,54
99,12,7,18,75,14,42,41,-2757,37,4,37,2,3,56,10,33,46,33
100,24,16,-2757,-2757,-2757,67,-2757,-2757,24,7,61,7,-2757,32,18,55,-2757,57
101,-2757,32,-2757,-2757,-2757,-2757,-2757,-2757,-2757,43,1,1,-2757,-2757,-2757,-2757,-2757,-2757
102,5,57,1,27,-2757,70,-2757,-2757,-2757,11,1,1,1,8,1,27,22,11
103,-2757,78,-2757,-2757,78,-2757,-2757,-2757,-2757,3,2,4,-2757,-2757,-2757,-2757,45,-2757
104,-2757,22,-2757,-2757,-2757,-2757,-2757,-2757,-2757,11,3,3,-2757,62,11,-2757,54,-2757
105,-2757,-2757,8,-2757,12,-2757,90,25,-2757,12,7,7,-2757,19,-2757,-2757,9,-2757
106,-2757,2,-2757,1,-2757,86,-2757,-2757,5,7,16,2,-2757,16,10,59,23,61
107,-2757,34,-2757,-2757,-2757,-2757,-2757,-2757,-2757,7,1,1,7,-2757,43,52,-2757,52
108,-2757,13,-2757,-2757,-2757,-2757,-2757,-2757,-2757,13,-2757,1,74,-2757,24,-2757,-2757,-2757
109,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,2,3,1,-2757,83,-2757,-2757,-2757,-2757
110,-2757,4,-2757,-2757,-2757,1,71,-2757,57,4,8,1,52,-2757,4,-2757,8,80
111,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,44,2,2,-2757,-2757,-2757,-2757,89,-2757
112,-2757,3,1,-2757,-2757,-2757,-2757,-2757,78,9,16,3,18,42,2,-2757,86,-2757
113,1,33,-2757,-2757,18,12,41,9,41,32,9,1,12,34,16,32,-2757,1
114,30,6,-2757,10,-2757,-2757,-2757,-2757,-2757,15,7,1,30,9,13,22,-2757,-2757
115,5,37,16,-2757,-2757,-2757,-2757,-2757,-2757,1,-2757,1,13,-2757,11,82,-2757,34
116,-2757,49,-2757,-2757,-2757,-2757,-2757,-2757,-2757,27,1,1,-2757,22,-2757,-2757,-2757,-2757
117,-2757,65,-2757,-2757,-2757,-2757,-2757,-2757,-2757,2,5,2,13,31,-2757,61,31,-2757
118,19,20,-2757,25,-2757,-2757,-2757,-2757,-2757,12,19,5,32,-2757,5,17,-2757,18
119,14,1,17,-2757,-2757,5,-2757,-2757,18,11,8,1,35,-2757,5,68,43,35
120,74,63,8,-2757,-2757,-2757,-2757,-2757,-2757,44,12,1,1,-2757,3,9,56,-2757
121,39,24,-2757,81,-2757,-2757,36,-2757,19,13,15,2,36,-2757,6,-2757,-2757,-2757
122,-2757,31,52,25,-2757,89,35,18,4,6,18,6,24,4,6,-2757,35,52
123,-2757,-2757,64,-2757,-2757,-2757,-2757,-2757,11,5,2,2,-2757,67,-2757,-2757,59,39
124,-2757,12,-2757,-2757,-2757,-2757,-2757,-2757,-2757,20,-2757,5,20,64,5,-2757,-2757,-2757
125,-2757,13,-2757,27,-2757,-2757,-2757,-2757,-2757,10,61,4,58,-2757,80,-2757,61,37
126,16,-2757,75,-2757,-2757,-2757,-2757,-2757,-2757,1,6,1,71,9,32,-2757,-2757,82
127,35,16,-2757,-2757,-2757,-2757,-2757,-2757,-2757,26,21,2,25,64,43,-2757,43,-2757
128,-2757,-2757,-2757,-2757,69,-2757,-2757,-2757,-2757,3,1,2,-2757,12,-2757,-2757,-2757,-2757
129,-2757,67,-2757,-2757,-2757,-2757,-2757,-2757,-2757,8,1,1,-2757,-2757,-2757,-2757,36,-2757
130,76,43,-2757,-2757,-2757,60,-2757,-2757,51,37,25,12,18,-2757,18,-2757,-2757,-2757
131,-2757,3,11,-2757,18,31,-2757,-2757,48,3,3,3,11,-2757,11,89,-2757,11
132,-2757,3,-2757,-2757,-2757,-2757,-2757,13,-2757,10,1,1,85,7,69,-2757,-2757,-2757
133,-2757,19,-2757,19,-2757,8,-2757,-2757,-2757,6,3,3,19,38,19,8,56,-2757
134,3,82,-2757,-2757,-2757,18,-2757,-2757,18,2,7,1,50,76,31,74,-2757,14
135,-2757,9,-2757,-2757,-2757,-2757,-2757,-2757,-2757,3,55,1,33,-2757,49,-2757,-2757,-2757
136,-2757,5,-2757,-2757,-2757,88,-2757,-2757,3,10,49,10,-2757,-2757,80,-2757,-2757,-2757
137,4,1,33,6,-2757,-2757,-2757,-2757,5,1,4,1,32,-2757,34,-2757,-2757,54
138,-2757,59,-2757,75,16,24,-2757,-2757,-2757,43,11,11,6,22,67,-2757,-2757,-2757
139,-2757,5,-2757,-2757,9,-2757,-2757,-2757,-2757,43,1,1,47,68,-2757,-2757,1,-2757
140,12,17,-2757,11,-2757,-2757,-2757,-2757,-2757,11,-2757,8,18,-2757,-2757,18,-2757,29
141,-2757,2,-2757,-2757,2,-2757,-2757,-2757,-2757,12,2,2,-2757,65,-2757,-2757,8,-2757
143,-2757,59,-2757,-2757,-2757,-2757,-2757,22,-2757,59,4,3,-2757,25,-2757,-2757,4,-2757
144,-2757,9,-2757,-2757,6,-2757,-2757,-2757,-2757,5,1,1,-2757,-2757,-2757,-2757,5,-2757
145,-2757,7,87,15,-2757,-2757,-2757,-2757,-2757,7,-2757,7,31,-2757,-2757,88,-2757,10
146,5,67,5,-2757,-2757,12,-2757,-2757,-2757,67,-2757,5,8,-2757,33,5,-2757,-2757
147,12,12,54,29,37,-2757,-2757,23,82,30,2,2,44,2,29,82,-2757,58
148,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,2,1,1,-2757,49,-2757,-2757,7,-2757
149,-2757,26,-2757,-2757,-2757,-2757,-2757,-2757,86,7,3,3,-2757,-2757,3,74,-2757,-2757
150,-2757,-2757,89,-2757,-2757,-2757,-2757,17,-2757,-2757,3,2,89,9,-2757,-2757,12,-2757
151,-2757,44,18,3,-2757,3,-2757,-2757,52,7,8,2,63,-2757,3,87,77,-2757
152,-2757,9,-2757,10,-2757,5,-2757,-2757,-2757,13,34,9,10,-2757,14,-2757,-2757,45
153,-2757,11,-2757,-2757,-2757,-2757,-2757,-2757,79,1,8,1,74,-2757,-2757,-2757,-2757,-2757
154,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,45,-2757,1,52,-2757,-2757,-2757,-2757,-2757
155,37,8,25,-2757,-2757,67,-2757,-2757,-2757,11,25,8,11,25,8,29,-2757,-2757
156,11,3,10,-2757,-2757,10,-2757,-2757,15,3,-2757,3,12,-2757,5,67,-2757,67
157,-2757,7,18,45,-2757,88,-2757,-2757,-2757,7,7,7,12,-2757,-2757,-2757,-2757,-2757
158,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,34,24,8,8,24,-2757,-2757,-2757,-2757,-2757
159,26,30,-2757,80,-2757,32,22,32,8,65,15,7,30,15,8,28,22,28
160,51,11,-2757,-2757,-2757,64,-2757,-2757,-2757,11,6,1,19,-2757,49,-2757,42,-2757
161,3,5,9,69,-2757,87,-2757,-2757,46,30,46,25,3,-2757,9,80,-2757,70
162,47,29,40,5,42,-2757,-2757,-2757,17,1,30,1,5,-2757,-2757,19,88,33
163,-2757,24,-2757,-2757,-2757,-2757,-2757,-2757,32,25,1,1,-2757,76,24,-2757,27,-2757
164,81,-2757,5,76,-2757,75,-2757,-2757,-2757,9,1,1,45,-2757,1,19,-2757,6
165,58,80,17,44,-2757,19,-2757,-2757,81,44,1,1,17,5,17,-2757,-2757,67
166,-2757,3,6,-2757,7,25,31,23,25,3,3,3,45,3,6,6,31,25
167,-2757,11,11,-2757,-2757,-2757,-2757,-2757,-2757,9,19,7,2,19,11,43,-2757,43
168,-2757,19,-2757,18,-2757,-2757,38,-2757,10,10,12,10,19,-2757,19,11,71,-2757
169,-2757,-2757,-2757,-2757,-2757,-2757,-2757,16,-2757,4,4,2,-2757,2,-2757,-2757,-2757,-2757
170,-2757,-2757,-2757,-2757,-2757,-2757,-2757,63,-2757,15,7,1,-2757,5,-2757,-2757,8,5
171,-2757,19,-2757,-2757,-2757,19,-2757,-2757,-2757,8,22,8,38,48,36,38,-2757,31
172,-2757,29,-2757,-2757,-2757,-2757,-2757,-2757,-2757,7,7,1,33,12,70,-2757,-2757,12
173,-2757,43,-2757,-2757,-2757,-2757,-2757,86,-2757,7,2,2,-2757,9,-2757,-2757,4,-2757
175,6,71,-2757,-2757,2,-2757,-2757,37,28,1,2,2,-2757,6,68,-2757,9,51
176,-2757,-2757,-2757,-2757,74,-2757,-2757,-2757,48,35,1,2,-2757,-2757,-2757,-2757,5,-2757
177,-2757,43,16,71,-2757,-2757,-2757,-2757,-2757,10,31,16,10,16,12,10,-2757,16
178,-2757,-2757,5,-2757,-2757,25,42,-2757,-2757,5,2,2,-2757,17,19,-2757,28,-2757
179,-2757,5,55,7,-2757,-2757,-2757,45,-2757,5,15,5,5,15,7,-2757,-2757,-2757
180,5,3,-2757,-2757,-2757,-2757,-2757,-2757,-2757,10,-2757,2,5,-2757,10,30,-2757,-2757
181,-2757,68,55,12,43,-2757,-2757,-2757,1,2,8,1,48,-2757,1,68,-2757,68
182,-2757,36,-2757,2,-2757,-2757,-2757,-2757,-2757,2,26,2,8,26,2,20,26,8
183,-2757,18,-2757,-2757,-2757,-2757,-2757,82,18,6,1,1,-2757,1,-2757,-2757,46,-2757
184,-2757,1,-2757,-2757,-2757,-2757,-2757,53,25,1,24,1,1,24,-2757,78,-2757,1
185,-2757,20,-2757,-2757,-2757,-2757,-2757,-2757,-2757,15,2,2,-2757,21,-2757,-2757,86,49
186,14,11,-2757,-2757,-2757,-2757,-2757,-2757,-2757,11,17,7,14,17,29,20,39,87
187,-2757,45,-2757,-2757,-2757,8,-2757,-2757,-2757,24,9,1,11,-2757,-2757,34,44,3
188,-2757,26,-2757,-2757,23,-2757,-2757,-2757,-2757,6,1,2,-2757,-2757,-2757,-2757,5,-2757
189,9,11,-2757,3,-2757,-2757,-2757,-2757,82,3,10,2,2,28,9,6,-2757,9
190,-2757,3,-2757,-2757,-2757,1,-2757,-2757,-2757,1,-2757,1,4,-2757,4,17,-2757,25
191,39,3,3,3,-2757,-2757,-2757,-2757,-2757,14,-2757,3,15,85,14,64,-2757,61
192,-2757,49,-2757,-2757,-2757,-2757,-2757,-2757,-2757,1,6,1,7,18,49,-2757,-2757,65
193,-2757,21,-2757,-2757,29,-2757,-2757,44,-2757,1,1,1,-2757,15,-2757,-2757,29,-2757
194,-2757,2,27,-2757,33,-2757,-2757,-2757,-2757,5,3,3,53,5,5,-2757,45,-2757
195,-2757,64,-2757,-2757,85,-2757,-2757,-2757,-2757,16,2,1,-2757,26,-2757,-2757,81,20
196,-2757,1,30,-2757,-2757,-2757,-2757,60,56,13,13,1,25,45,22,18,1,30
197,89,36,1,14,8,43,-2757,36,1,14,8,11,3,14,3,28,23,63
198,-2757,48,-2757,5,-2757,27,-2757,5,-2757,1,1,1,19,8,17,88,3,4
199,4,-2757,-2757,-2757,17,24,-2757,12,-2757,49,1,3,-2757,35,4,-2757,-2757,-2757
200,-2757,25,-2757,-2757,-2757,-2757,-2757,-2757,-2757,25,2,7,-2757,36,-2757,17,45,17
201,-2757,24,59,-2757,-2757,-2757,-2757,-2757,-2757,19,19,19,3,32,17,73,32,17
202,19,9,30,12,-2757,-2757,-2757,-2757,35,22,1,2,16,29,32,69,-2757,36
203,-2757,-2757,-2757,-2757,-2757,-2757,-2757,71,-2757,5,5,5,-2757,7,-2757,-2757,-2757,-2757
204,-2757,-2757,3,-2757,-2757,4,-2757,-2757,-2757,18,1,1,-2757,16,1,-2757,19,-2757
205,-2757,10,-2757,-2757,-2757,-2757,-2757,-2757,-2757,5,3,1,10,71,2,33,8,-2757
206,-2757,62,-2757,-2757,74,-2757,-2757,58,61,1,1,1,84,4,47,84,-2757,75
207,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,26,1,1,-2757,86,-2757,-2757,86,-2757
208,80,18,17,-2757,-2757,17,-2757,-2757,-2757,57,57,57,17,-2757,17,-2757,-2757,-2757
209,-2757,11,54,-2757,-2757,-2757,-2757,-2757,-2757,62,34,2,35,-2757,9,-2757,-2757,31
210,-2757,76,-2757,-2757,-2757,-2757,-2757,28,-2757,12,1,1,-2757,25,54,-2757,48,-2757
211,52,58,-2757,-2757,-2757,-2757,-2757,-2757,52,15,-2757,7,-2757,-2757,-2757,-2757,-2757,-2757
212,-2757,45,-2757,-2757,-2757,-2757,-2757,-2757,-2757,4,1,2,-2757,-2757,-2757,-2757,67,-2757
213,-2757,25,27,-2757,42,62,-2757,48,5,5,1,1,33,13,-2757,-2757,9,27
214,-2757,6,-2757,59,-2757,-2757,-2757,-2757,-2757,6,3,4,32,-2757,2,-2757,7,7
215,-2757,22,3,-2757,-2757,-2757,-2757,51,54,16,2,2,80,9,17,45,11,45
216,-2757,26,26,-2757,-2757,-2757,-2757,-2757,-2757,6,1,1,-2757,3,-2757,60,11,-2757
217,-2757,27,-2757,-2757,-2757,20,-2757,-2757,20,20,27,20,-2757,-2757,83,45,-2757,-2757
218,28,35,18,18,-2757,18,-2757,-2757,28,48,-2757,21,18,-2757,28,-2757,-2757,72
219,-2757,19,61,-2757,-2757,31,6,1,-2757,10,1,1,4,1,5,-2757,73,-2757
220,-2757,62,-2757,-2757,89,-2757,-2757,89,81,2,2,2,-2757,3,-2757,-2757,67,25
221,-2757,-2757,5,-2757,35,-2757,-2757,73,5,39,7,7,-2757,7,5,-2757,5,-2757
222,-2757,7,17,45,-2757,11,17,-2757,17,7,7,3,3,13,11,56,82,84
223,-2757,89,67,81,-2757,-2757,-2757,-2757,-2757,9,-2757,9,19,-2757,44,62,-2757,22
224,32,-2757,5,54,-2757,18,-2757,-2757,54,7,7,7,5,-2757,5,87,-2757,-2757
225,34,57,-2757,24,-2757,17,-2757,63,-2757,57,15,17,3,63,3,17,-2757,24
226,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,3,2,-2757,15,-2757,88,-2757,17
227,-2757,47,-2757,-2757,2,-2757,-2757,-2757,-2757,11,1,1,-2757,56,-2757,-2757,-2757,-2757
228,-2757,30,-2757,-2757,61,-2757,39,2,-2757,2,2,2,-2757,2,-2757,-2757,11,-2757
229,-2757,15,18,24,-2757,-2757,-2757,-2757,-2757,6,-2757,3,1,-2757,18,43,-2757,3
230,-2757,7,85,-2757,-2757,7,-2757,-2757,-2757,7,-2757,5,-2757,-2757,45,17,-2757,51
231,-2757,13,-2757,-2757,-2757,-2757,-2757,-2757,-2757,59,2,2,-2757,20,-2757,-2757,-2757,-2757
232,-2757,35,-2757,-2757,13,-2757,-2757,-2757,-2757,84,3,3,-2757,-2757,-2757,-2757,-2757,-2757
233,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,31,2,2,-2757,72,-2757,-2757,43,-2757
234,-2757,51,49,-2757,-2757,-2757,-2757,-2757,9,11,5,5,31,-2757,5,81,9,9
235,9,32,83,-2757,-2757,-2757,-2757,-2757,-2757,4,4,4,32,-2757,-2757,56,-2757,56
236,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,19,1,1,-2757,-2757,-2757,-2757,89,-2757
237,4,4,-2757,26,-2757,-2757,45,-2757,45,45,11,4,15,-2757,81,-2757,42,24
238,-2757,13,-2757,-2757,33,-2757,-2757,-2757,-2757,13,-2757,5,68,33,13,-2757,-2757,33
239,85,3,89,19,-2757,-2757,-2757,-2757,11,12,-2757,3,11,-2757,11,26,-2757,26
240,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,-2757,46,-2757,4,20,-2757,12,-2757,-2757,-2757
241,-2757,7,2,7,-2757,-2757,-2757,-2757,3,9,-2757,9,61,-2757,2,31,-2757,-2757
