CUSTNO,Recency_가구인테리어/잡화_고가,Recency_가구인테리어/잡화_저가,Recency_가구인테리어/잡화_중가,Recency_가전/레저취미/멀티샵_고가,Recency_가전/레저취미/멀티샵_저가,Recency_가전/레저취미/멀티샵_중가,Recency_교육문화/아동_고가,Recency_교육문화/아동_저가,Recency_교육문화/아동_중가,Recency_식품/생활_고가,Recency_식품/생활_저가,Recency_식품/생활_중가,Recency_의류/이미용_고가,Recency_의류/이미용_저가,Recency_의류/이미용_중가,Recency_침구/주방_고가,Recency_침구/주방_저가,Recency_침구/주방_중가
93,5,-2666,13,-2666,-2666,-2666,-2666,-2666,-2666,25,-2666,14,3,-2666,7,-2666,-2666,-2666
94,-2666,8,-2666,11,8,28,-2666,-2666,-2666,2,8,3,7,-2666,10,-2666,8,7
95,-2666,-2666,-2666,-2666,-2666,-2666,-2666,25,-2666,5,2,2,-2666,5,81,-2666,5,-2666
96,-2666,91,-2666,-2666,-2666,-2666,-2666,-2666,-2666,18,-2666,6,30,-2666,-2666,-2666,-2666,-2666
97,-2666,3,-2666,2,3,2,-2666,-2666,3,43,3,3,20,-2666,2,2,59,20
98,54,-2666,-2666,-2666,-2666,74,-2666,-2666,-2666,2,37,2,35,67,38,-2666,-2666,-2666
99,5,26,19,19,-2666,48,-2666,8,22,5,8,5,5,-2666,19,2,-2666,2
100,-2666,-2666,76,-2666,-2666,55,-2666,-2666,-2666,-2666,18,5,-2666,-2666,18,5,-2666,-2666
101,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,7,7,4,73,-2666,-2666,-2666,-2666,-2666
102,84,46,57,31,-2666,-2666,-2666,-2666,-2666,5,6,4,31,4,9,31,-2666,66
103,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,4,2,4,-2666,-2666,-2666,-2666,43,-2666
104,-2666,69,-2666,-2666,-2666,-2666,59,-2666,-2666,13,2,2,-2666,71,71,-2666,-2666,14
105,-2666,83,-2666,-2666,18,-2666,-2666,-2666,57,8,2,2,-2666,48,48,45,26,65
106,-2666,64,4,4,-2666,5,-2666,-2666,47,3,-2666,6,54,-2666,3,60,-2666,-2666
107,48,6,29,17,-2666,47,-2666,-2666,59,3,8,1,12,-2666,1,8,-2666,25
108,21,8,10,-2666,-2666,40,-2666,-2666,-2666,5,-2666,2,2,-2666,2,-2666,-2666,-2666
109,-2666,59,-2666,-2666,-2666,-2666,-2666,-2666,-2666,18,3,4,-2666,5,-2666,-2666,-2666,-2666
110,-2666,3,67,-2666,-2666,25,40,-2666,-2666,4,42,1,10,37,18,38,45,-2666
111,-2666,53,-2666,-2666,-2666,-2666,-2666,70,-2666,11,1,1,-2666,-2666,-2666,-2666,-2666,84
112,-2666,12,11,-2666,-2666,12,-2666,-2666,52,2,9,2,9,-2666,3,-2666,-2666,-2666
113,45,25,32,23,74,3,-2666,-2666,2,3,4,1,2,74,3,32,28,14
114,-2666,4,-2666,89,-2666,-2666,-2666,-2666,89,2,2,1,26,-2666,52,-2666,-2666,88
115,4,26,62,-2666,-2666,42,-2666,-2666,-2666,24,83,5,2,-2666,62,50,-2666,31
116,-2666,9,-2666,-2666,88,-2666,-2666,-2666,-2666,2,1,1,75,-2666,13,-2666,-2666,-2666
117,91,8,-2666,-2666,-2666,19,-2666,-2666,-2666,7,12,3,33,36,19,77,21,26
118,39,83,47,-2666,-2666,10,-2666,-2666,-2666,4,-2666,23,26,28,28,45,-2666,-2666
119,74,4,-2666,52,-2666,5,-2666,-2666,19,33,10,10,19,10,4,33,23,33
120,-2666,4,2,-2666,-2666,12,-2666,-2666,-2666,6,16,8,4,-2666,4,-2666,88,12
121,-2666,-2666,71,-2666,-2666,43,31,-2666,31,2,2,2,-2666,-2666,55,-2666,-2666,-2666
122,33,39,-2666,2,43,2,2,50,2,5,39,2,2,40,39,2,50,40
123,-2666,-2666,-2666,-2666,50,-2666,-2666,-2666,-2666,11,6,2,-2666,7,-2666,-2666,63,-2666
124,13,24,13,-2666,-2666,-2666,-2666,-2666,-2666,17,-2666,3,37,-2666,2,88,-2666,54
125,4,33,-2666,28,18,-2666,-2666,-2666,-2666,55,-2666,4,28,18,4,-2666,18,23
126,87,73,61,-2666,-2666,68,-2666,-2666,-2666,1,2,2,5,12,3,5,-2666,5
127,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,91,12,4,-2666,-2666,-2666,-2666,-2666,-2666
128,-2666,-2666,-2666,-2666,47,-2666,-2666,-2666,-2666,24,9,1,-2666,9,-2666,-2666,-2666,-2666
129,-2666,1,-2666,-2666,89,-2666,-2666,-2666,-2666,44,4,4,-2666,-2666,-2666,-2666,71,-2666
130,-2666,4,-2666,-2666,45,4,-2666,-2666,-2666,4,23,4,10,-2666,4,81,45,-2666
131,61,1,-2666,9,-2666,23,-2666,-2666,10,2,5,2,2,-2666,2,13,-2666,2
132,-2666,-2666,7,-2666,-2666,7,-2666,25,-2666,75,14,4,4,14,4,-2666,50,-2666
133,-2666,36,-2666,29,-2666,70,-2666,-2666,-2666,5,56,1,12,72,28,40,85,-2666
134,3,3,11,-2666,-2666,3,-2666,-2666,-2666,3,72,3,12,14,18,3,-2666,18
135,-2666,21,-2666,-2666,-2666,-2666,-2666,-2666,-2666,4,-2666,3,50,-2666,4,-2666,-2666,80
136,-2666,-2666,-2666,53,-2666,32,-2666,-2666,6,31,-2666,6,26,-2666,11,33,-2666,58
137,4,13,-2666,3,-2666,4,-2666,57,4,3,2,3,38,-2666,33,20,-2666,-2666
138,11,10,39,-2666,10,10,-2666,-2666,89,19,12,4,19,4,10,-2666,84,-2666
139,-2666,15,3,-2666,-2666,73,-2666,-2666,-2666,3,2,2,62,25,79,-2666,8,-2666
140,5,57,-2666,40,-2666,-2666,-2666,-2666,-2666,5,21,1,46,-2666,-2666,18,-2666,82
141,-2666,7,-2666,-2666,7,-2666,4,-2666,-2666,83,1,4,-2666,-2666,-2666,-2666,7,-2666
143,-2666,-2666,80,-2666,4,-2666,-2666,32,32,60,4,3,-2666,39,44,-2666,32,-2666
144,-2666,21,-2666,-2666,21,-2666,-2666,-2666,-2666,70,1,1,-2666,28,-2666,-2666,50,-2666
145,37,20,-2666,45,-2666,37,-2666,-2666,61,15,19,5,20,15,15,37,-2666,-2666
146,8,-2666,8,-2666,-2666,16,-2666,-2666,60,15,-2666,1,89,-2666,12,29,-2666,33
147,27,12,47,47,-2666,30,-2666,30,-2666,2,2,2,12,16,12,71,49,-2666
148,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,15,2,2,-2666,-2666,-2666,-2666,21,-2666
149,2,33,56,-2666,-2666,-2666,-2666,-2666,-2666,2,1,1,54,-2666,4,29,26,27
150,-2666,72,-2666,11,69,-2666,-2666,19,-2666,-2666,1,1,12,25,12,-2666,21,-2666
151,-2666,7,17,80,-2666,23,-2666,-2666,-2666,7,14,7,11,57,8,60,-2666,-2666
152,-2666,52,-2666,19,-2666,20,-2666,-2666,-2666,37,13,3,40,-2666,1,26,-2666,-2666
153,-2666,14,-2666,-2666,-2666,8,-2666,-2666,-2666,1,-2666,1,89,-2666,9,-2666,-2666,-2666
154,-2666,32,-2666,-2666,-2666,-2666,-2666,-2666,-2666,1,1,1,4,-2666,-2666,80,85,-2666
155,-2666,15,-2666,-2666,-2666,11,-2666,-2666,-2666,6,-2666,5,49,-2666,6,34,-2666,-2666
156,47,12,12,39,-2666,4,-2666,-2666,12,12,-2666,7,39,4,4,-2666,-2666,-2666
157,-2666,52,78,19,-2666,73,-2666,-2666,-2666,1,6,5,61,30,24,17,-2666,17
158,-2666,4,-2666,-2666,-2666,-2666,-2666,-2666,36,1,4,1,-2666,72,-2666,-2666,-2666,-2666
159,-2666,89,-2666,-2666,-2666,36,-2666,-2666,8,50,55,6,12,55,12,27,-2666,27
160,-2666,2,61,-2666,29,31,-2666,-2666,61,2,23,2,9,23,45,-2666,-2666,54
161,27,51,31,80,-2666,31,-2666,-2666,52,50,39,36,58,-2666,73,43,-2666,-2666
162,61,19,19,76,-2666,8,-2666,-2666,61,1,25,8,5,-2666,5,85,-2666,5
163,-2666,50,-2666,-2666,-2666,-2666,-2666,-2666,-2666,3,2,3,-2666,29,-2666,-2666,-2666,-2666
164,18,-2666,-2666,-2666,68,20,-2666,21,21,3,8,1,-2666,21,78,43,21,-2666
165,-2666,35,40,50,-2666,35,-2666,-2666,-2666,11,6,21,38,-2666,28,-2666,-2666,-2666
166,4,4,51,-2666,-2666,45,37,-2666,38,3,16,2,30,16,-2666,2,16,2
167,45,11,-2666,-2666,-2666,-2666,-2666,-2666,-2666,26,-2666,3,38,-2666,11,33,-2666,-2666
168,-2666,19,54,31,-2666,87,31,-2666,17,2,46,2,11,-2666,3,17,-2666,22
169,-2666,32,31,-2666,-2666,-2666,-2666,-2666,-2666,5,2,2,-2666,33,55,-2666,36,-2666
170,-2666,-2666,-2666,-2666,41,-2666,-2666,6,-2666,6,6,6,32,8,-2666,-2666,13,-2666
171,-2666,3,-2666,-2666,12,38,-2666,-2666,-2666,4,12,1,-2666,82,1,57,-2666,-2666
172,-2666,10,-2666,52,-2666,36,-2666,-2666,-2666,7,7,7,10,7,14,-2666,-2666,-2666
173,69,11,-2666,76,11,11,-2666,-2666,48,7,2,2,76,5,75,11,61,-2666
175,6,21,-2666,-2666,2,-2666,-2666,32,-2666,2,2,2,-2666,6,-2666,-2666,2,-2666
176,-2666,45,61,-2666,28,-2666,-2666,-2666,69,41,2,7,58,11,45,-2666,2,-2666
177,-2666,12,19,11,-2666,49,-2666,-2666,-2666,22,22,11,2,19,2,2,-2666,27
178,-2666,-2666,-2666,-2666,-2666,32,-2666,-2666,-2666,32,2,1,-2666,26,5,-2666,18,-2666
179,15,3,51,28,-2666,5,-2666,-2666,8,3,10,3,8,7,3,22,10,7
180,59,15,-2666,-2666,-2666,10,-2666,-2666,-2666,3,-2666,3,9,-2666,-2666,-2666,-2666,-2666
181,-2666,25,25,64,-2666,53,-2666,-2666,25,5,43,3,26,-2666,3,7,-2666,-2666
182,-2666,1,-2666,40,-2666,22,-2666,-2666,-2666,1,44,1,29,-2666,26,56,-2666,-2666
183,-2666,40,-2666,-2666,-2666,-2666,61,86,61,60,1,1,-2666,26,-2666,18,44,72
184,49,49,28,-2666,-2666,5,60,-2666,5,3,39,5,55,-2666,49,-2666,-2666,5
185,-2666,12,-2666,-2666,3,-2666,-2666,-2666,-2666,12,10,4,-2666,12,-2666,-2666,12,-2666
186,-2666,34,-2666,83,61,79,-2666,-2666,62,11,7,6,49,7,11,-2666,22,11
187,-2666,14,4,-2666,-2666,52,-2666,-2666,-2666,3,14,4,4,37,23,50,-2666,68
188,-2666,-2666,-2666,-2666,-2666,-2666,-2666,24,-2666,2,1,2,-2666,-2666,80,-2666,2,-2666
189,11,2,80,47,-2666,-2666,-2666,-2666,4,8,43,2,1,61,6,8,-2666,89
190,-2666,6,20,-2666,-2666,25,-2666,-2666,60,1,-2666,1,5,-2666,21,1,-2666,24
191,-2666,6,3,23,-2666,43,-2666,-2666,67,23,-2666,10,17,23,5,1,-2666,1
192,6,3,3,-2666,-2666,-2666,-2666,-2666,-2666,2,2,1,40,2,31,-2666,-2666,-2666
193,-2666,-2666,-2666,-2666,-2666,-2666,-2666,79,-2666,12,4,4,-2666,6,-2666,-2666,26,-2666
194,-2666,-2666,4,-2666,-2666,-2666,-2666,-2666,-2666,6,1,1,-2666,9,34,-2666,-2666,-2666
195,-2666,17,-2666,-2666,48,48,-2666,-2666,-2666,13,4,2,-2666,4,-2666,-2666,33,-2666
196,-2666,25,26,-2666,-2666,42,-2666,12,-2666,8,11,8,17,-2666,9,-2666,-2666,37
197,21,15,15,30,1,24,-2666,-2666,3,4,1,1,18,21,3,15,76,15
198,-2666,23,-2666,62,-2666,31,85,-2666,-2666,2,2,3,74,-2666,5,33,-2666,73
199,-2666,18,-2666,62,-2666,2,-2666,88,-2666,91,3,3,-2666,13,45,-2666,68,-2666
200,-2666,14,-2666,-2666,-2666,81,-2666,-2666,-2666,15,2,1,81,15,15,-2666,15,-2666
201,-2666,24,-2666,-2666,-2666,39,-2666,-2666,-2666,3,53,2,24,-2666,2,-2666,-2666,12
202,79,1,9,11,-2666,1,-2666,-2666,19,33,1,1,3,-2666,3,35,47,79
203,-2666,56,-2666,-2666,-2666,-2666,-2666,-2666,-2666,75,1,3,-2666,1,-2666,-2666,-2666,-2666
204,-2666,1,75,-2666,28,10,-2666,-2666,39,9,1,1,28,33,4,-2666,-2666,-2666
205,-2666,-2666,11,-2666,-2666,-2666,-2666,-2666,-2666,17,1,1,11,8,3,-2666,30,-2666
206,59,78,-2666,-2666,-2666,87,-2666,69,-2666,3,5,5,-2666,47,-2666,87,52,-2666
207,-2666,-2666,-2666,-2666,28,-2666,-2666,-2666,-2666,11,2,5,-2666,2,-2666,-2666,54,16
208,-2666,-2666,70,-2666,-2666,88,-2666,-2666,70,84,84,33,-2666,-2666,87,-2666,-2666,-2666
209,-2666,88,9,26,-2666,18,-2666,-2666,19,15,34,2,1,16,4,91,-2666,-2666
210,-2666,18,-2666,-2666,-2666,-2666,-2666,11,-2666,5,2,1,-2666,18,3,-2666,74,5
211,-2666,11,-2666,-2666,-2666,-2666,-2666,-2666,53,2,71,1,84,-2666,14,-2666,-2666,-2666
212,23,-2666,11,-2666,-2666,-2666,-2666,-2666,82,10,2,1,-2666,-2666,60,-2666,47,-2666
213,-2666,2,56,55,-2666,-2666,-2666,-2666,19,2,2,5,19,6,14,13,9,12
214,-2666,3,-2666,40,-2666,73,87,-2666,87,3,2,2,75,-2666,75,81,15,61
215,-2666,45,12,38,54,38,-2666,43,-2666,45,2,2,45,2,9,24,-2666,-2666
216,-2666,27,-2666,-2666,-2666,-2666,-2666,-2666,-2666,9,2,1,-2666,31,-2666,14,-2666,-2666
217,-2666,27,-2666,-2666,26,60,-2666,30,10,3,26,2,-2666,-2666,50,75,30,61
218,11,18,73,6,-2666,23,9,-2666,14,5,9,4,11,4,4,-2666,-2666,-2666
219,82,33,19,-2666,-2666,1,-2666,33,60,3,20,3,1,40,3,-2666,78,-2666
220,-2666,10,-2666,-2666,-2666,-2666,10,42,15,12,12,12,-2666,12,-2666,-2666,25,76
221,-2666,3,-2666,-2666,-2666,-2666,-2666,-2666,-2666,24,3,3,-2666,14,-2666,-2666,28,-2666
222,81,9,48,-2666,-2666,13,61,-2666,85,5,9,2,48,13,5,5,54,90
223,65,13,52,52,-2666,13,-2666,-2666,52,8,-2666,8,8,-2666,24,37,-2666,4
224,39,-2666,40,47,-2666,73,-2666,-2666,2,89,-2666,2,41,-2666,18,-2666,-2666,-2666
225,-2666,18,18,10,-2666,12,-2666,-2666,-2666,10,12,10,3,-2666,3,12,-2666,12
226,-2666,67,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,8,2,5,13,5,-2666,-2666,-2666
227,-2666,13,-2666,-2666,56,-2666,-2666,-2666,-2666,58,1,5,-2666,51,-2666,-2666,13,-2666
228,-2666,40,-2666,-2666,48,-2666,-2666,-2666,-2666,7,1,1,-2666,2,-2666,-2666,16,-2666
229,2,3,45,28,-2666,-2666,-2666,-2666,-2666,9,-2666,3,10,-2666,17,-2666,-2666,-2666
230,-2666,3,47,-2666,-2666,10,-2666,-2666,-2666,3,-2666,3,-2666,-2666,40,75,-2666,-2666
231,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,58,2,1,-2666,7,-2666,-2666,6,-2666
232,-2666,-2666,-2666,-2666,29,-2666,-2666,-2666,-2666,19,1,1,-2666,-2666,-2666,-2666,-2666,-2666
233,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,-2666,18,2,1,60,-2666,20,20,-2666,-2666
234,55,89,32,-2666,-2666,-2666,-2666,26,25,25,26,24,89,59,26,-2666,-2666,60
235,33,39,60,-2666,-2666,-2666,-2666,-2666,7,19,4,7,33,-2666,-2666,19,-2666,-2666
236,-2666,4,-2666,-2666,-2666,-2666,-2666,-2666,-2666,6,1,2,-2666,71,-2666,-2666,-2666,-2666
237,-2666,6,12,28,-2666,87,-2666,-2666,-2666,5,17,5,7,25,8,87,18,51
238,-2666,12,-2666,-2666,-2666,12,-2666,-2666,-2666,6,75,6,6,-2666,40,-2666,-2666,-2666
239,10,6,38,4,-2666,10,-2666,-2666,19,10,-2666,4,26,-2666,8,68,-2666,4
240,-2666,28,-2666,-2666,-2666,-2666,-2666,-2666,1,1,-2666,5,8,-2666,29,-2666,-2666,-2666
241,60,2,18,13,-2666,40,-2666,-2666,26,8,-2666,5,12,-2666,4,32,-2666,13
242,-2666,4,-2666,-2666,4,81,-2666,-2666,60,48,4,3,-2666,39,87,-2666,27,17
243,-2666,-2666,-2666,-2666,43,-2666,-2666,-2666,-2666,17,7,4,-2666,6,-2666,-2666,-2666,-2666
245,-2666,2,55,-2666,84,58,-2666,-2666,-2666,2,2,2,-2666,-2666,-2666,-2666,35,75
246,-2666,82,13,39,52,27,-2666,-2666,33,9,18,6,13,-2666,89,-2666,18,-2666
