CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
44,-1,-2,0,0,0,-2,0,0,0,-1,0,-1,1,-4,-2,0,-2,0
45,0,-6,0,-3,0,-3,0,0,0,0,0,-1,0,0,-2,0,-1,-3
46,0,2,2,5,0,-1,0,0,0,0,0,-2,-3,0,-3,-2,0,0
47,0,-3,0,0,0,0,-2,0,-2,0,0,-1,-2,3,-1,1,0,-1
48,3,1,-2,0,1,-3,0,1,0,5,1,2,1,0,-2,0,0,1
49,1,-2,1,7,0,0,0,0,0,0,0,1,0,0,0,2,0,1
50,0,-1,-4,0,0,1,1,1,1,-1,1,1,0,2,-1,1,0,0
51,0,-4,0,0,0,-1,0,0,-3,0,0,0,1,-1,0,-3,-1,3
52,2,1,0,0,-1,0,0,0,2,0,1,1,0,0,2,1,0,0
53,0,-1,0,0,0,1,0,0,0,0,-3,1,1,0,1,0,-3,0
54,-1,2,0,0,0,0,0,0,0,-1,0,-1,-2,0,0,0,0,0
55,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,-2,0
56,-2,-5,-1,0,0,0,0,0,-3,0,0,-2,1,0,0,0,0,-2
57,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0
58,0,0,0,0,0,-1,0,0,2,-2,0,-2,-4,0,0,-1,0,-4
59,0,2,0,0,0,0,0,0,0,-1,-1,-2,0,0,1,0,0,-2
60,0,0,0,0,1,4,0,-2,-1,2,0,2,-2,1,0,2,4,2
61,0,-1,0,0,1,1,0,0,0,1,1,1,1,-1,-1,0,-1,1
62,0,4,-2,0,0,0,0,0,-1,0,0,-2,1,-1,-1,0,1,5
63,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
64,0,-2,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0
65,-2,-2,0,0,0,-2,0,1,1,0,0,-1,1,-1,-2,-2,0,-1
66,0,1,2,0,0,1,0,0,0,0,0,0,-2,0,0,0,-1,-2
67,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
68,-2,-1,0,5,0,6,1,0,2,0,0,1,1,1,-1,-1,-3,3
69,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0
70,0,1,-1,0,0,2,0,0,0,0,1,0,0,0,-1,0,0,0
71,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
72,0,-2,2,0,0,0,0,-1,2,-1,-1,-1,0,-2,0,0,0,0
73,1,3,-3,0,0,4,0,0,0,-5,1,0,-2,0,0,1,0,0
74,-1,-2,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,1,0,0
75,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0
76,0,-4,0,0,0,0,0,0,1,-1,0,1,0,0,0,-1,0,0
77,0,-2,-3,-1,0,-3,0,0,-1,-2,0,-1,0,0,0,-1,-2,-3
78,0,-3,-2,0,0,2,0,0,0,2,0,-1,3,-3,-1,1,-2,1
79,0,2,0,0,0,-1,0,-2,0,1,2,1,-2,1,2,0,1,0
80,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-3
81,3,0,0,0,0,1,0,0,0,0,1,1,-1,0,0,0,1,0
82,0,0,2,-4,0,-1,-2,0,1,0,-1,0,0,3,1,0,-1,-4
83,-2,0,0,3,2,1,0,0,0,1,-1,0,1,-1,2,1,-3,4
84,-2,1,4,-1,0,-4,0,0,-2,-1,0,-1,0,0,0,0,0,-1
85,0,1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,1,0,0
86,0,-1,2,3,-1,-2,0,0,-2,1,-2,0,0,0,0,-5,-1,5
87,4,1,3,-3,0,3,0,0,0,-1,0,0,-3,0,0,1,0,0
88,-3,-1,0,-4,0,3,0,0,3,-1,0,-2,-2,1,-1,0,2,-1
89,0,0,0,0,-3,-2,0,0,0,-1,-1,-1,1,-1,0,1,2,1
90,0,-2,1,2,0,2,0,0,0,1,0,1,-3,0,2,1,0,3
91,1,1,2,0,0,0,0,-1,-1,0,0,-1,0,-1,1,0,-1,0
92,1,0,-1,0,0,1,0,1,0,0,1,-1,0,-2,1,0,1,2
93,-3,2,-3,0,0,-1,0,0,-1,4,-1,3,0,0,3,0,0,-3
94,3,3,0,1,0,0,0,2,0,1,0,-5,0,-1,0,-1,0,-2
95,0,2,0,0,0,0,0,0,-1,-2,0,1,0,0,1,0,-1,1
96,0,0,0,2,0,3,0,0,-2,-1,1,0,0,2,0,0,0,3
97,1,-1,-1,0,1,0,0,0,-3,3,1,5,2,0,1,0,2,0
98,0,0,0,0,0,0,0,0,1,-2,0,-1,0,0,1,0,0,0
99,0,1,-1,0,-3,-1,0,0,1,-2,0,1,-2,-2,1,0,0,5
100,0,2,1,0,0,2,0,0,0,1,0,2,1,1,2,1,0,4
101,0,-1,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0
102,3,-1,-1,-5,0,0,0,0,0,1,2,-1,-1,0,1,0,0,-2
103,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
104,0,-1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,-4,0
105,0,0,1,0,0,0,3,-1,0,0,0,0,0,0,1,0,2,0
106,0,1,-2,0,0,-3,0,0,-1,0,1,-1,1,2,0,-2,0,0
107,2,1,-2,-2,0,0,0,0,-2,2,0,1,-1,0,-1,-2,0,0
108,-1,-2,0,0,0,-2,5,2,1,0,1,0,-1,0,1,0,0,0
109,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,1,0
110,0,1,0,0,0,3,0,0,0,0,1,0,0,2,2,1,2,0
111,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
112,-3,3,2,0,1,-2,0,0,0,4,0,3,2,0,-3,4,-1,4
113,1,0,1,-3,6,-1,1,3,3,-1,0,2,-1,2,-1,1,1,3
114,0,0,0,0,-2,-1,0,0,-3,0,-1,-1,0,-2,2,0,0,-1
115,-2,-1,0,0,0,-4,0,0,0,1,-1,0,-1,-1,0,1,-2,1
116,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,-1,0,1,0
117,-3,0,0,-2,0,0,0,0,0,1,-1,3,-2,-1,0,-1,-2,-1
118,0,-3,-1,-1,0,-1,0,0,-1,1,0,0,0,2,0,-1,0,0
119,2,1,2,2,0,2,0,0,0,2,2,0,0,0,2,2,0,0
120,1,-2,2,0,0,1,0,0,0,1,1,1,0,0,2,2,-2,-1
121,0,1,0,0,0,-1,1,0,0,-2,0,1,3,1,-1,-2,2,-4
122,0,-1,1,1,0,0,3,-1,1,-1,-1,-1,0,-1,1,2,-5,-1
123,0,0,0,0,0,0,0,0,-1,-1,-2,0,2,1,0,0,0,1
124,0,-1,1,0,0,1,0,0,0,-2,0,-1,-4,0,0,-2,0,-1
125,0,-2,0,-1,0,0,0,0,0,-2,0,-3,0,0,-2,0,-1,-2
126,0,-2,0,0,0,-1,0,0,-5,0,0,0,-5,1,2,0,0,0
127,0,-1,-2,0,0,0,0,0,0,-1,0,0,-2,0,-1,0,0,0
128,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,1,0
129,0,2,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0
130,0,0,0,0,-2,-2,0,0,2,2,0,1,-1,0,-1,0,0,2
131,-1,1,-2,-1,-2,1,0,0,2,1,1,0,1,1,1,2,5,2
132,0,-1,0,1,1,-2,0,0,0,0,0,0,-2,-1,0,0,0,0
133,1,2,0,-1,0,0,0,0,0,3,1,2,-1,1,-2,0,0,0
134,1,-1,0,-3,0,-1,0,0,-2,-2,0,0,0,2,-1,-4,0,2
135,0,2,1,0,0,1,0,0,0,-1,-1,0,2,0,2,-1,0,2
136,0,-2,-1,-2,0,-6,0,0,-1,0,0,0,-2,0,-3,-4,0,-2
137,0,-1,4,2,0,3,0,0,1,0,0,0,0,0,1,1,0,0
138,-2,-2,-2,-2,0,-2,0,0,0,-1,1,-2,1,0,-2,0,0,-2
139,0,0,2,0,2,3,0,0,0,1,0,2,-1,1,1,-1,3,4
140,4,-1,0,0,0,0,0,0,0,1,1,-3,1,0,-2,-1,0,0
141,0,0,0,0,-1,0,0,0,0,3,1,-1,0,0,0,0,0,0
143,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1
144,0,1,0,2,1,0,4,-2,2,4,3,1,5,0,4,0,0,4
145,1,0,0,-1,0,3,0,0,0,2,0,1,-1,-3,1,0,0,0
146,-1,-1,-2,0,0,2,0,0,2,1,0,0,-2,-2,1,-2,0,0
147,-1,3,-4,0,0,-5,-2,-1,-3,-1,0,2,1,0,1,3,1,-1
148,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,-2,0
149,-2,0,0,0,0,0,0,0,0,-1,0,-3,-3,0,1,0,0,0
150,0,2,0,0,0,1,0,0,0,1,1,0,-2,4,2,2,1,0
151,5,2,-1,0,0,1,0,0,3,0,0,0,0,-2,-3,-3,-2,0
152,-2,1,2,-1,0,-1,0,0,0,0,0,0,1,1,1,0,-1,-3
153,0,-3,0,0,0,0,0,0,0,-1,1,1,0,1,0,0,1,0
154,2,0,-1,1,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0
155,2,1,-1,1,0,-2,0,4,0,-1,1,-2,1,-1,0,4,0,7
156,0,-1,-1,-4,0,0,0,0,-2,-1,-1,3,-1,-4,-1,-5,0,1
157,0,-1,2,0,0,-2,0,0,0,0,0,1,0,0,0,0,1,1
158,0,-1,0,0,0,2,0,0,0,-1,1,-3,1,0,0,-1,-1,-4
159,0,0,-2,-1,0,0,2,0,0,0,1,0,-5,0,-1,-1,1,0
160,0,-1,1,0,0,1,0,0,0,1,1,-1,0,1,0,0,1,0
161,0,-3,0,-2,0,1,0,0,4,-1,-1,-1,0,0,-4,-1,0,2
162,-3,-1,3,-3,0,-1,0,-2,2,-4,0,0,3,1,1,-1,4,-3
163,0,2,2,0,-1,0,0,0,0,-1,-1,0,0,-1,3,0,2,2
164,4,-2,0,-3,-1,-1,0,2,-1,1,0,1,2,0,2,2,0,0
165,1,0,1,-5,0,-1,0,0,0,-1,0,0,-1,0,-1,3,0,0
166,0,0,0,0,-1,-1,-1,1,1,-3,1,-1,1,-2,0,0,-1,-1
167,2,1,0,-1,0,-2,0,0,0,1,-1,-2,2,0,2,1,0,-2
168,-1,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-6,-1,0
169,1,-1,-2,0,0,0,0,5,0,1,1,2,1,1,-1,0,-1,-1
170,0,2,0,0,0,-1,0,0,0,0,-2,0,1,-2,0,0,2,0
171,0,0,-1,2,0,2,0,0,1,0,0,0,2,-1,2,-1,0,1
172,0,0,0,0,0,0,2,1,-2,0,1,2,-1,2,-1,3,4,3
173,0,2,0,0,-1,0,0,0,0,0,-1,-1,0,-1,1,0,1,0
175,1,0,0,0,1,2,0,1,0,-1,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,1,0,1,1,0,-1,0,1,0,0,1,0
177,-1,-2,-1,2,0,0,0,0,0,2,0,0,-2,0,1,0,0,-3
178,0,0,1,0,0,0,-1,0,0,-1,0,0,0,-1,-2,-2,1,0
179,2,2,-1,-2,0,1,0,0,-3,-1,0,-1,0,-1,1,0,0,2
180,-1,-1,0,0,0,0,0,0,1,-1,1,-1,-1,0,-2,2,0,-4
181,-4,-5,-2,-2,0,-1,0,0,-1,-1,1,0,2,0,0,-1,0,0
182,3,1,1,2,0,2,0,0,0,-1,0,0,1,0,-1,-1,0,0
183,0,-1,0,0,0,0,0,-1,-2,-1,0,0,0,-1,0,0,-2,-2
184,0,-3,-3,-3,2,1,0,0,-1,-2,0,0,-2,1,-2,-1,1,-1
185,0,1,0,0,0,2,0,3,0,1,1,1,0,1,1,0,1,2
186,0,1,1,2,0,1,0,0,-1,-1,1,2,0,0,1,-2,1,2
187,0,1,2,0,0,1,0,0,0,1,0,2,2,1,-2,2,0,4
188,0,0,1,0,-1,-3,-1,0,-1,1,0,-1,0,0,-1,0,-2,0
189,0,-4,-1,1,3,0,0,0,-3,-1,1,-2,0,1,1,2,0,2
190,0,-1,1,-4,0,-2,0,0,0,-3,-1,-2,-1,0,0,1,0,-2
191,2,2,2,3,0,0,0,0,0,-1,0,0,1,0,1,3,0,-1
192,-2,-2,1,0,0,2,0,0,0,2,-1,-2,1,-1,1,0,-1,2
193,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0
194,0,2,1,0,0,0,0,-7,0,1,1,1,0,1,-1,1,1,0
195,0,-1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0
196,0,0,1,0,2,0,0,-6,0,0,1,1,-1,-2,-1,-2,3,2
197,2,-1,1,3,3,2,0,1,-2,0,1,1,1,1,-1,1,0,1
198,2,-3,1,0,0,1,2,4,1,2,0,1,0,0,-1,-1,2,1
199,0,-1,0,2,-2,1,0,2,0,3,2,0,0,-4,-2,0,-2,0
200,0,0,0,0,-1,0,0,0,0,0,1,0,-3,2,-1,0,3,0
201,2,-1,1,1,0,1,0,0,0,0,0,0,-2,2,0,1,0,0
202,-2,-2,1,3,0,2,0,0,-3,-1,1,-3,-1,0,1,-4,0,-2
203,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0
204,0,-2,0,0,0,1,0,0,0,1,1,1,-1,-1,0,0,-1,3
205,0,1,0,-1,2,0,0,0,0,0,0,-1,0,-1,0,0,1,-2
206,-1,0,0,0,0,-1,0,-2,3,-3,1,-1,1,0,-1,0,-1,0
207,0,0,0,0,1,0,0,0,0,0,1,-1,0,2,0,0,4,1
208,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0
209,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,-1
210,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,4,2
211,0,0,2,0,0,2,0,0,0,-1,0,0,0,0,1,2,0,-2
212,0,4,0,0,0,2,-2,0,-1,0,-1,1,0,0,2,0,1,0
213,0,0,4,0,0,0,0,-3,1,0,0,0,-1,0,-1,-1,-1,1
214,-2,-1,1,0,0,-3,0,0,0,-2,0,0,0,0,-2,1,0,0
215,0,1,0,0,-2,1,0,0,0,-1,0,1,0,0,1,0,-1,1
216,0,1,0,0,-3,-1,0,2,0,1,-1,0,2,-2,0,0,2,0
217,0,1,0,0,0,-2,0,0,-1,-4,0,0,1,0,0,0,1,0
218,0,-2,1,1,0,-5,1,0,-7,1,0,-1,-2,0,1,0,-2,0
219,-2,2,0,3,-3,0,2,0,-2,2,0,0,-1,0,1,0,0,0
220,0,1,3,0,-4,0,1,0,0,0,0,-2,0,2,2,0,0,0
221,0,-2,0,0,-1,-1,-1,-1,2,-1,-1,1,0,1,-1,0,1,0
222,-1,-4,5,1,0,2,1,0,-1,0,-1,-1,2,-2,2,-3,0,2
223,3,-3,1,2,0,-2,0,0,-1,1,0,1,-1,0,1,0,0,5
224,-3,-6,2,-1,0,-3,0,0,-2,-3,-1,0,1,0,2,-2,0,1
225,-4,1,-3,1,0,0,0,0,-4,-7,0,0,-3,-1,-1,-2,0,0
226,0,-1,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,3,0
227,0,1,0,0,-1,0,0,0,0,0,1,0,0,-2,0,0,-1,0
228,0,1,-2,0,0,-1,0,-1,0,1,1,1,0,-3,1,0,2,1
229,1,1,1,0,0,1,0,0,2,2,0,1,3,1,2,0,0,4
230,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,1,1
231,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,2,0
232,0,-3,0,0,0,-1,0,0,0,3,0,1,-1,-1,1,0,-1,0
233,0,0,3,0,0,-2,0,0,0,0,0,0,0,0,-3,4,-1,0
234,-1,-2,0,6,0,0,0,0,0,-1,0,-2,0,0,0,0,0,0
235,-2,-1,0,0,1,1,0,0,3,-2,1,4,2,1,-2,-1,0,-3
236,0,0,0,0,1,-2,-4,0,-2,0,0,0,0,4,-2,0,0,0
237,3,-1,0,2,1,-1,1,0,1,-3,0,2,-1,-2,-2,-5,1,-2
238,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,3
239,3,2,-4,-4,1,-5,0,0,2,-3,1,1,-1,3,2,0,6,6
240,0,1,0,0,0,3,0,0,1,0,1,-1,-1,0,-1,3,0,0
241,0,3,-1,0,0,-1,0,0,-2,1,1,-1,1,0,0,0,0,-1
242,0,1,-1,0,4,1,0,0,-2,1,0,1,0,1,0,0,0,2
243,0,1,0,0,1,0,0,0,0,2,0,0,1,-3,0,0,-1,-2
245,0,1,0,0,-1,-1,0,0,0,0,1,0,2,0,1,0,0,-3
246,-1,-2,1,-3,0,3,-4,-4,-2,4,2,0,1,-1,-1,-1,0,0
247,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
248,0,-6,1,0,0,2,0,1,1,0,0,0,1,1,-1,3,1,0
249,-4,1,2,-2,0,2,0,0,0,-1,1,-1,1,1,-3,2,0,2
250,3,0,2,1,0,0,0,0,1,3,0,1,2,0,1,-1,0,1
251,0,-4,-1,-2,0,2,0,0,2,5,0,1,3,0,-1,-3,0,0
252,-2,-1,0,0,0,-2,0,0,0,0,-1,-1,-2,0,-2,-1,0,0
253,5,-4,0,-3,0,0,0,0,-2,0,-1,1,2,0,-1,0,0,1
254,1,-3,0,-3,0,3,0,0,0,0,0,-1,1,0,-1,-2,1,-2
255,0,1,-2,0,0,0,0,2,2,3,0,-2,0,1,-1,0,-1,0
256,-2,-1,0,-7,-3,-6,0,1,0,-1,-1,-3,4,1,0,0,0,2
257,0,-1,-2,0,1,0,1,0,0,-1,0,-2,0,0,0,0,3,-1
258,0,-1,1,-2,0,-1,0,0,0,5,0,0,0,0,1,-6,0,3
259,0,1,0,0,-3,-2,0,0,0,-1,-1,-2,0,0,-2,0,0,0
260,0,-2,-1,0,0,0,0,0,-1,-1,0,0,0,-2,-1,0,-1,0
261,1,-1,3,0,0,2,0,0,0,-1,0,1,-1,0,1,3,0,-2
262,0,-1,5,0,0,2,-3,0,3,2,0,1,-1,0,0,-1,0,0
263,0,0,-1,0,0,0,0,-1,0,-1,-1,1,0,-2,0,0,2,1
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0
265,-2,0,0,0,0,-2,0,0,5,1,0,0,3,-4,-1,-6,0,0
266,-2,4,-1,2,0,-2,0,0,0,1,1,2,2,-3,0,1,0,-2
267,0,-3,1,0,0,-1,0,0,-2,-2,0,0,1,0,-1,1,0,-1
268,-4,-3,-1,0,-1,1,-4,0,0,-1,-1,-3,1,0,-1,-2,-2,2
269,0,0,0,0,1,-1,0,0,2,-1,0,1,-1,0,0,-1,-1,0
270,0,2,0,0,1,2,0,-2,0,-2,0,0,0,0,-1,0,0,-1
271,-4,0,-3,-1,0,2,0,0,0,-2,-1,0,-1,0,-1,5,0,1
272,-2,-1,2,3,6,0,-2,0,0,0,2,2,-1,-1,-1,1,3,-2
273,2,3,-2,0,0,-2,1,0,3,0,0,-2,-1,-1,0,0,0,-2
274,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
275,0,4,-3,-1,2,2,0,0,1,0,0,-1,4,0,0,0,5,1
276,0,0,0,0,-1,0,0,0,0,-2,0,0,0,-1,0,0,-1,0
277,0,3,-3,-2,0,-2,0,0,0,1,0,0,-1,1,1,-1,0,0
278,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0
279,-4,-1,0,0,0,-2,0,0,3,-1,1,-2,-2,0,-1,-1,0,-1
280,2,0,0,-1,2,-3,0,-1,1,0,0,-1,1,-2,0,-5,-2,3
281,6,3,0,1,-1,1,0,0,0,1,0,3,5,2,3,-3,1,2
282,-1,-3,-1,0,0,0,0,0,-3,1,0,-1,0,-4,-1,1,0,0
283,-1,-4,4,0,0,2,0,-4,-2,-1,0,0,1,-2,1,0,0,0
284,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
285,0,2,0,0,-3,1,0,0,1,-1,0,0,-1,0,1,0,0,-1
286,0,1,2,2,0,1,0,0,0,0,0,0,0,0,-2,0,-1,0
287,0,1,0,0,1,3,1,-2,1,0,0,0,0,1,2,0,-2,0
288,0,2,-2,0,0,0,0,0,-2,0,0,0,0,-1,0,0,2,0
289,0,0,0,0,0,-1,4,0,1,1,0,0,0,0,1,0,0,0
290,0,-1,0,0,0,-1,1,3,0,-1,1,1,0,2,1,0,-5,1
291,0,2,0,0,0,0,0,0,0,0,-1,-3,0,-1,-1,0,-3,-1
292,-2,-4,4,2,2,0,0,0,0,-1,0,0,-1,3,0,0,0,-4
293,-2,-3,0,-1,-1,0,0,0,-3,-1,1,1,-2,1,1,1,-3,3
294,4,1,2,1,0,0,-1,0,2,-1,0,0,-3,0,0,1,0,-1
295,0,0,3,1,0,1,0,0,-2,-1,0,0,-1,-1,1,1,0,-1
296,-3,2,1,-2,0,-1,0,0,2,-1,0,1,1,1,-1,-1,0,-2
297,-1,-2,-1,0,0,-1,0,0,1,4,1,0,-2,1,-2,2,0,0
298,-5,1,5,1,1,-1,0,0,-1,-1,1,-1,-2,0,0,0,0,0
299,0,2,-1,0,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0
300,0,1,3,0,-1,2,1,1,-2,-2,1,0,0,1,-1,0,1,0
301,0,1,0,2,0,-2,0,0,0,-2,-1,0,0,0,-2,0,0,2
302,0,-1,0,-1,0,0,-4,0,-2,-1,0,-1,0,1,0,0,-4,2
303,0,-1,0,0,0,0,0,0,0,-1,0,-2,1,0,2,0,0,0
304,-2,1,0,4,0,-1,0,0,6,0,1,1,1,0,2,0,0,3
305,1,1,1,2,1,-5,0,3,3,4,1,0,2,3,3,-2,-2,0
306,-2,-2,3,1,0,1,-3,0,2,3,0,1,-2,-1,1,-1,0,2
307,0,2,3,0,3,4,1,0,0,2,0,2,3,0,0,0,6,1
308,0,-3,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,-1
309,0,-2,2,1,0,-3,0,0,-2,1,0,0,1,0,-1,2,0,6
310,0,1,0,0,0,2,-1,0,1,0,0,2,2,3,1,0,1,0
311,0,3,3,-1,0,-3,0,0,2,0,1,1,0,1,0,-1,0,1
312,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,-2,0
313,-1,1,0,0,0,2,0,0,0,1,1,-1,-1,1,2,-1,2,-2
314,-5,0,0,0,0,2,0,0,0,-2,0,0,-2,0,0,-2,0,1
315,-1,1,0,0,-1,2,4,0,1,0,-3,1,-2,0,-1,0,-4,3
316,0,1,2,-7,0,3,0,0,0,1,0,-1,0,0,1,4,1,3
317,3,-2,1,0,0,0,0,0,-1,1,2,0,0,1,1,0,-2,-2
318,0,-1,-1,0,0,2,0,0,0,2,0,-1,0,0,2,1,0,2
319,-2,-2,0,-1,0,2,0,0,3,-2,0,0,1,0,1,-2,0,-4
