CUSTNO,Monetary_가구인테리어/잡화_저가_증감여부_q2_q1,Monetary_가구인테리어/잡화_저가_증감여부_q3_q2,Monetary_가구인테리어/잡화_저가_증감여부_q4_q3,Monetary_가구인테리어/잡화_저가_증감여부_q5_q4,Monetary_가구인테리어/잡화_저가_증감여부_q6_q5,Monetary_가구인테리어/잡화_저가_증감여부_q7_q6,Monetary_가구인테리어/잡화_저가_증감여부_q8_q7,Monetary_가구인테리어/잡화_저가_q2_q1_로그변환,Monetary_가구인테리어/잡화_저가_q3_q2_로그변환,Monetary_가구인테리어/잡화_저가_q4_q3_로그변환,Monetary_가구인테리어/잡화_저가_q5_q4_로그변환,Monetary_가구인테리어/잡화_저가_q6_q5_로그변환,Monetary_가구인테리어/잡화_저가_q7_q6_로그변환,Monetary_가구인테리어/잡화_저가_q8_q7_로그변환
24,4,1,4,1,1,4,1,10.666287053065474,-10.283083713057673,10.3655116981803,-10.463541223119833,-9.247912994484755,10.596987347674682,-10.596987347674682
25,2,3,2,3,3,2,4,-10.253389215229952,10.586804724334131,-10.708689979186044,11.573924200686983,11.05481489498277,-11.480007698173115,14.005598515927648
26,3,2,1,3,3,2,2,11.02524640228557,-10.119555407357492,-12.536568303261271,10.83986519842037,11.123724239734573,-11.248072917152921,-10.60926227628812
27,0,0,4,1,0,0,0,0.0,0.0,9.268483363962083,-9.268483363962083,0.0,0.0,0.0
28,2,3,1,1,4,1,0,-7.168590224910278,9.11479878189893,-9.884254951420163,-7.3565265370696356,8.36391179961504,-8.36391179961504,0.0
29,2,2,3,3,1,4,3,-9.85278158484721,-10.706825551925858,9.099146978986841,10.910231805305614,-11.571193743588625,10.26193582725678,7.3376055055703375
30,3,2,3,2,3,4,2,10.871907614991706,-10.727355348266698,8.124474408745058,-10.799217783915584,9.534990572803572,11.845499001051992,-11.013642573845337
31,2,3,3,2,2,3,2,-10.987598659102952,11.268398103480326,10.180116521902264,-11.302318880042455,-10.380206724606573,10.772137507088532,-10.36803182068608
32,1,4,1,4,1,4,1,-8.060688934098781,9.778708679162213,-9.633424497556376,10.548050774688809,-10.608817928107921,8.16949732064513,-8.16949732064513
33,1,3,3,1,4,1,0,-10.070427172718885,7.304434564112591,7.572323513453316,-8.965453589346023,8.612321868868959,-8.612321868868959,0.0
34,2,3,2,3,3,1,2,-11.420792988616753,12.350368481593655,-12.422699407664107,9.99627365178369,-6.903665300805453,-11.840452776279134,-9.806919156797736
35,3,2,2,2,4,2,2,11.905936124153738,-9.653575845581923,-11.4824069685468,-10.966382969324707,12.070183896103806,-11.732532931639104,-10.94829935056734
36,3,1,2,1,4,2,2,11.603980891430906,-12.704301689896521,-11.01457202019488,-10.89732597968199,13.170850853567403,-12.341987124094219,-11.73352188285702
37,2,4,3,3,3,3,2,-7.2692372624072465,10.16310419293527,9.066552898259696,10.134369451464913,10.262150406638352,10.78441943419582,-9.098621267723948
38,4,2,2,2,1,4,3,11.639762142720786,-10.80824111546857,-10.353575240699596,-10.422643422243029,-10.326259020704432,11.273813499982266,10.638499804232472
39,2,1,4,1,4,2,3,-12.319335523586453,-11.961521084153082,10.95901493753247,-11.126683615646531,11.35769223426737,-10.24616113851612,10.61460238703122
40,2,4,3,2,2,3,1,-10.399890474975152,12.173581528679168,11.276617001001076,-12.142550692976442,-10.409943594036067,11.359645572113617,-11.759593539884916
41,1,1,4,1,0,4,2,-12.450390702708964,-8.897455689113865,12.143384987351656,-12.143384987351656,0.0,12.081242790450696,-11.32184043443294
42,1,4,1,4,1,4,3,-12.17420403474113,8.862502911021897,-8.862502911021897,11.584812503514188,-11.584812503514188,10.324877607509846,10.108212776619565
43,1,1,0,0,0,4,2,-9.633432285783005,-8.612321868868959,0.0,0.0,0.0,9.778708679162213,-9.192879795905846
44,0,4,3,3,1,2,4,0.0,11.832783028908917,10.702809996122337,10.647271882796707,-12.071211577193145,-9.639143668878388,11.680000228932121
45,4,3,2,1,3,1,4,11.459197482765067,10.4188357377877,-10.440105008678179,-11.26657599730546,10.90142593044354,-11.431145948424719,12.923757651165575
46,3,1,4,1,4,3,1,8.924746838009083,-10.80045633814305,11.417117498411825,-11.229116387694159,11.816824916442808,11.014522460461103,-11.83236623447846
47,2,4,1,4,1,0,4,-10.723234795577058,12.112538585735289,-12.492025151740608,11.706558692517817,-11.706558692517817,0.0,10.907676478475764
48,2,4,1,3,2,3,2,8.092315968061834,13.080312691602296,-13.145087410574247,11.393097304142856,-11.72607025875229,10.082101056942,-10.54574148202907
49,3,1,3,3,1,2,4,11.609109814217357,-12.013592085335633,10.958333868195968,11.679856210499285,-12.24568790418098,-9.885262145511936,11.316987627562984
50,3,2,2,3,2,2,3,12.206465274132444,-12.04471135310656,-9.614403399992367,10.896389050697204,-11.352856996690166,-11.178012182718776,10.035532361152727
51,2,2,2,4,2,1,4,8.460876609967967,7.587773159486818,-11.717711572938693,11.943863836416515,-11.30836010907073,-11.678895540409192,12.581977312489217
52,4,3,2,3,2,3,2,10.651201999128675,11.194577262212736,-11.089758315354349,11.346945816419101,-11.285131825163855,8.461805977886838,-10.190018487849413
53,1,4,4,1,0,0,4,-9.54406239066582,11.058736110031768,11.791200375125925,-12.184006749952685,0.0,0.0,7.3565265370696356
54,2,3,2,2,3,4,2,-9.37178185672355,11.430246373633738,-10.713660975277513,-11.243855400570563,10.992711318187155,12.13558653039244,-11.989041975379314
55,2,3,1,3,1,4,1,-8.665653472829506,9.418195730256443,-9.583881380377356,8.11574224517036,-8.87852420513923,10.09585982451294,-9.96155243194858
56,2,1,1,4,2,1,4,-12.20083284371325,-12.787678953564013,-11.304430757368719,13.700873563777668,-13.023511041712718,-12.915210890197029,13.556475697272019
57,3,2,3,2,2,2,4,7.205079890966458,-7.584993356578792,8.533077658263924,-7.775485973425147,-8.301750823025694,-6.930831601456994,8.677334294053955
58,3,2,3,4,1,4,3,9.729831033073447,-9.83135708251175,10.028528506284486,10.994440503267748,-11.30185360971766,10.786676000159309,9.968881063621678
59,2,1,4,1,0,4,1,-6.052224961737483,-9.3053781197023,8.86010726777271,-8.86010726777271,0.0,9.861819068171457,-9.861819068171457
60,1,4,3,1,4,2,2,-11.280834145734117,10.759002414072427,11.30701065417651,-11.726592362105297,9.87623526371577,-8.786776300241206,-9.042739740825752
61,3,1,4,1,1,4,3,10.167181589626436,-10.751632192959756,11.989010050647417,-11.746326505461655,-10.692116975419372,10.747403083719716,10.635022129660348
62,2,4,1,2,3,4,1,-11.521679618716776,13.639736092361185,-13.718126856247558,-9.12548539570764,6.421833109830078,13.450143366280033,-13.35191286548787
63,1,4,2,3,3,2,3,-9.91602803107691,11.29497731020526,-8.150441693915514,-7.473374867679755,9.595675151879743,-10.882878205495723,10.66879138136836
64,4,1,0,0,0,0,4,9.73712864972022,-9.73712864972022,0.0,0.0,0.0,0.0,10.053930803585747
65,2,1,4,3,4,1,4,-6.474911150979717,-10.527707333868694,9.901652394466621,9.423301810296758,11.458769843049499,-11.803446537010418,9.881667669682175
66,3,1,1,4,1,4,1,9.855149596856254,-10.413044632374294,-9.256748578074014,9.247912994484755,-9.247912994484755,9.210767957302984,-9.210767957302984
67,4,3,1,0,0,0,0,8.889909519359643,8.646299358796579,-9.46857434879008,0.0,0.0,0.0,0.0
68,4,2,1,0,4,1,4,11.842951585955648,8.289970637003979,-11.87118130284753,0.0,8.998885576497615,-8.998885576497615,7.73133277686069
69,2,2,2,2,4,2,2,-9.800949608639298,-9.572930897934802,-8.999749524037458,-9.182955235301476,11.135991894815579,-9.974110424963639,-10.495500334480186
70,4,4,1,1,1,4,1,9.656008095023099,10.802613111328105,-10.833186270026887,-9.39375317209577,-7.6388602576492755,4.091721199462503,-4.091721199462503
71,1,0,0,0,0,4,1,-9.968139396134275,0.0,0.0,0.0,0.0,7.764173782675202,-7.764173782675202
72,1,0,0,4,3,1,4,-9.653345997928549,0.0,0.0,10.080767678468005,8.410137749286442,-10.253111828906842,10.21812530534426
73,1,4,2,3,3,2,1,-12.477280108105951,11.042794761969283,-8.229760904130867,8.076795677335033,9.16072985922304,-8.295514592196527,-11.119440699957208
74,4,1,4,3,1,1,4,10.865070764438316,-11.088749531638417,10.79032484375198,10.387912780051938,-11.155807530385204,-9.83596892670899,10.689007684428313
75,4,1,2,4,2,3,2,12.016485550191927,-12.0660473933964,-8.829925517295907,10.79924884257051,-8.914274550842897,9.921623830421018,-9.377572021556354
76,1,4,3,1,4,2,4,-12.35033907247627,10.980953508569183,11.641138487924863,-12.145614586810074,11.300795495459326,-10.641605100323412,12.81728063049628
77,3,3,1,4,3,1,4,10.52637035039388,11.56929564056029,-12.119668619637588,11.87217561216434,9.276088014790044,-11.983914815979896,9.916260576785744
78,1,3,4,4,2,1,4,-12.110067507774849,9.967705536345385,11.987469871340299,12.98941302459633,-12.791486176687581,-12.402251287974998,12.891902418674501
79,1,4,4,1,2,4,1,-10.608817928107921,9.903865157988651,10.628116946900201,-10.817090936305334,-6.46921588049794,10.466591647518522,-10.734185265184806
80,1,4,3,2,1,4,3,-9.754692303219375,10.009808711428041,9.382934909842442,-9.82841969987762,-9.653345997928549,9.473109154446593,9.277689538634998
81,4,1,1,4,3,1,3,12.275515094723161,-12.33876729066714,-10.45045334713197,10.948412736650234,11.377331780061315,-11.823755528762984,8.794455892627537
82,3,2,1,2,4,1,2,11.097875577659988,-8.727613087860256,-11.43174991159583,-8.744988785555359,10.649251288759999,-10.471608179735252,-8.621050223021841
83,1,4,3,1,4,4,2,-9.584357712885327,11.28865038035517,9.875878300927102,-11.506544112743196,10.028037310199103,11.193746888248857,-8.37522945016935
84,3,3,1,4,2,3,1,10.001797156891366,11.106811711258961,-11.61426200801746,11.412047208133211,-11.150008403385613,10.414390564101543,-10.870669530442122
85,2,3,4,1,3,2,2,-10.049812498793411,8.608430631248888,12.937095424618356,-12.657431996063385,11.146613214080924,-11.808822443695416,-10.507761058166235
86,4,2,2,4,2,2,3,11.954007757392073,-11.156602592928134,-10.62344300696747,12.539396738416805,-12.178242922838647,-11.187743224143071,11.312847728265558
87,0,4,3,1,4,1,1,0.0,10.248691066346497,-6.746747679691673,-10.21812530534426,10.499237208020824,-10.216241645212746,-9.098861878071776
88,4,1,3,3,1,1,4,11.101705128852206,-11.01089871928642,9.436442193726075,9.493414777691626,-10.156455121867412,-8.918172973393105,9.8715857360049
89,4,3,2,2,1,0,0,11.342504596911942,10.280668870071176,-10.505975541413438,-10.299699038076081,-10.939773549995236,0.0,0.0
90,1,4,3,1,4,1,4,-9.94101201766162,11.149000763965523,9.236405775584915,-11.241478825088258,11.176332153708676,-11.224573313593467,9.881667669682175
91,4,3,2,3,3,2,2,11.85407817839979,11.167165518106426,-11.989370551375975,11.34699186809737,10.191287254047529,-10.57037688878112,-11.594061935329952
92,3,2,2,3,3,3,3,11.282011929886552,-10.716197644198598,-10.413751046840986,10.556155607789364,11.004750740112186,11.9176251431698,10.808976844231958
93,1,2,1,4,1,4,1,-12.158330492378122,-10.084369706729545,-10.248691066346497,11.536008311945633,-11.536008311945633,10.3439980276173,-10.3439980276173
94,1,4,2,2,3,3,1,-9.835656852938662,12.730853262622674,-11.089200162071469,-11.860623856903814,12.174531646450596,12.026565169476946,-12.969992353864226
95,2,2,2,4,1,4,1,-9.2191993420072,-8.229974454535203,-8.36877001757133,10.715264209105383,-10.984784868038629,11.44975997757084,-11.389626775889475
96,3,2,2,2,1,4,2,11.734622259579188,-11.27901409548134,-11.352040460393736,-9.184938035309157,-10.948852146252099,11.042899082997794,-8.589032995945658
97,1,2,2,4,1,3,3,-13.008028504605033,-11.558064843012012,-11.115886583381663,14.730516153384658,-14.709473676499382,-8.202336338603802,11.667281303923597
98,1,4,1,1,0,0,0,-11.486749091789468,11.195815824375602,-11.12324596817671,-9.658536894032324,0.0,0.0,0.0
99,4,2,3,1,4,1,1,11.749520678904883,-11.309618512929939,11.646946110568681,-11.918700353547424,12.525130675160804,-12.563027337524845,-10.428545296013782
100,1,3,4,1,1,4,1,-12.065674030721848,8.22032168473404,10.88527766324355,-11.097696798655251,-7.6388602576492755,10.471827536873283,-10.471827536873283
101,1,1,0,4,1,0,4,-11.243698401452864,-8.948742146658837,0.0,12.466696355129088,-12.466696355129088,0.0,8.292231766505376
102,1,4,2,1,4,1,3,-12.518474772606066,12.371746047236048,-11.094263965446629,-11.930877764090248,12.06214669742881,-12.14702500190031,9.317084536934019
103,1,4,1,4,1,0,0,-8.89127932645719,10.877283203853557,-10.877283203853557,10.500607166008619,-10.500607166008619,0.0,0.0
104,3,2,1,4,2,3,4,8.567176260105665,-8.425718710534463,-8.680209673868447,8.87689258296732,-7.418475625764587,5.959144392233409,10.243012362789926
105,2,3,1,0,4,1,0,-8.443122093077653,10.140118330131967,-10.659684423087722,0.0,8.226744961423817,-8.226744961423817,0.0
106,3,2,1,3,2,3,2,10.94054446545602,-11.454953782133252,-11.668871387114837,10.784705183080392,-10.974049148575753,10.201894749835395,-9.58429416455186
107,2,3,3,2,2,1,1,-9.788322696953077,10.575671271073865,11.781904108313102,-11.354993457779196,-10.852325125123398,-11.159742356241487,-9.744809080756886
108,2,2,4,1,3,2,3,-11.900895724057968,-11.248847524370802,12.19481154497593,-12.177646987128476,11.59260680660764,-11.68194941684782,11.767760009281268
109,1,4,1,0,4,2,3,-9.430218499075364,7.712902839635382,-7.712902839635382,0.0,7.0036110967452165,-6.238661131659291,6.9624589607103475
110,2,3,2,2,3,1,1,-7.854139659338511,11.76863745695866,-11.805647139960413,-10.067618756840012,11.734597950806483,-11.890612660551183,-10.8435143259214
111,4,4,1,0,4,2,1,7.0036110967452165,10.405178368290226,-10.437926961860917,0.0,9.673459437021243,-9.234185410695222,-8.639394759133006
112,1,4,1,4,3,3,1,-11.196475444624738,12.89410416895101,-12.771782780335448,12.209519486071551,11.492802398086344,9.281270688759927,-12.631683396842229
113,4,2,3,2,3,3,3,12.202666604158326,-11.746515159561767,10.84217108985227,-10.375126932213918,11.041176721377994,11.260015804023876,11.487665575733342
114,3,1,4,2,1,2,2,11.462087362046486,-12.012806985543861,12.817915367454491,-11.408370626302197,-12.158478379561084,-10.721713213234445,-10.184942111724554
115,2,3,2,2,4,1,4,-10.558696948162769,10.534173463525573,-8.685219944788935,-10.660656315536166,12.274042793253127,-12.399238624491867,8.87115554417964
116,4,2,1,3,4,1,4,9.671617098785882,-8.542177880445651,-9.436690781042234,7.554590868592637,11.195834043285457,-11.251109950103002,9.100810625526
117,1,4,1,4,1,1,2,-10.730041516929406,10.409111709050388,-10.419956385268366,11.66974423717379,-11.526703350941064,-9.651984366427738,-3.6992329989418526
118,4,1,4,3,1,1,4,10.517255221425847,-10.517255221425847,11.031571663994162,10.994932246089547,-11.61158551041639,-9.3053781197023,11.487859600756769
119,2,3,3,2,2,2,1,-11.022547636282171,11.198898413330493,10.993230527694038,-9.63163080445762,-10.004799372285055,-11.38781344670931,-10.975535718998463
120,4,3,2,2,3,2,3,11.459382816457836,9.296254308676255,-8.92704264346942,-10.515903567707277,9.793626361395688,-10.174037539861791,11.128526494079528
121,0,4,4,2,1,4,1,0.0,9.210767957302984,10.851193127149488,-10.510053829170497,-10.123325547999585,11.474889462909001,-11.074272986954712
122,4,1,2,3,1,3,3,11.724774117076427,-11.253754504679156,-8.25568943380247,10.830676714089728,-11.1723263557929,10.105255101732446,9.757377518005116
123,1,4,1,1,0,0,0,-9.639923845303592,10.273382815428892,-9.95819958735148,-8.965453589346023,0.0,0.0,0.0
124,3,3,2,2,4,2,3,11.22844715876343,11.610001919297362,-11.429502356260603,-11.245939768797777,11.910883993499596,-11.883629557755217,10.94788073589396
125,3,2,4,1,3,1,4,8.611198404798746,-9.827363283375142,11.928132537964487,-11.939300452975454,6.091947300947768,-10.111803645914982,10.06730835788621
126,3,3,1,0,4,2,4,6.421833109830078,6.485965097015628,-9.363222415478578,0.0,9.3053781197023,-8.746649462578597,10.95302050123465
127,2,1,4,4,1,4,4,-10.864529530573229,-10.352638084997686,9.658536894032324,11.60747082994985,-11.7406167851935,9.08561814189358,10.020483864720578
128,3,1,3,1,0,0,0,9.556302407298132,-9.584671548759873,-5.174395788300586,-8.965453589346023,0.0,0.0,0.0
129,4,1,0,4,3,2,1,11.388483034897728,-11.388483034897728,0.0,9.577189718345428,9.940658419719492,-8.845585088389084,-10.248691066346497
130,2,2,4,2,3,2,2,-11.271994173187181,-10.948324156168809,12.225874721729332,-12.138144289213088,10.382883533230785,-10.472037700278321,5.569754926398589
131,3,3,1,3,3,2,2,12.624771498869638,10.934277421841553,-13.005513944066404,11.88794714797088,12.462017215142918,-11.54684177841451,-11.914745070515528
132,2,4,1,1,1,0,4,-8.833087752638068,11.008859265222947,-10.778565957793022,-9.603065412239586,-8.044164893954186,0.0,9.5832794026716
133,1,4,1,4,1,3,1,-11.312314300886527,12.214452347653056,-12.293354323176771,11.06673971355613,-10.854992702858407,9.413856413493585,-10.283493777544882
134,1,0,4,2,4,1,3,-11.164753454440506,0.0,10.567764863612656,-9.93857471695792,12.208888661821339,-12.075513370015791,9.47028753644148
135,0,4,4,3,2,3,1,0.0,8.700008969483841,10.18417522252095,10.81880407508446,-9.810078554610145,9.13677671891035,-11.161616935523945
136,0,4,4,1,1,0,4,0.0,11.164960555707966,12.290776806372696,-12.290843978238941,-11.164753454440506,0.0,9.658536894032324
137,3,1,2,2,3,1,4,10.889435366231728,-12.247772109406359,-10.878054602773704,-9.528460957286093,8.938177709150223,-10.854994397856627,3.6922402490701582
138,1,0,4,2,1,1,4,-10.38247037472633,0.0,11.96605200498053,-10.31202990146849,-11.683966828074231,-9.056942408086927,10.594591424697347
139,3,3,3,1,4,1,2,11.440053886706835,13.211465743809075,12.993469094009319,-14.055321384897084,13.735838250762288,-13.73831724907197,-8.631643989861056
140,3,1,1,4,2,4,3,10.38186890083053,-11.397795267350922,-10.43059154992834,10.784654987279213,-10.22715372423935,11.4280620096363,11.430414540617209
141,2,3,2,3,2,3,2,-9.852424487870381,8.772397656895127,-8.392842274398117,9.286271424673462,-9.649960870060527,6.746192330569274,2.214277052141433
143,1,4,3,1,1,4,1,-9.94101201766162,9.016633362043478,9.382461880902396,-9.800337890679987,-7.6388602576492755,9.393072854416399,-9.099680148858374
144,4,2,1,2,2,4,1,12.264644088464099,-10.19544109522798,-12.15348908233256,-9.757325290124234,-8.393045323400543,11.199722755327269,-11.158548945586485
145,4,1,4,4,1,4,2,9.795235196670813,-9.663409770664655,11.201219593135727,11.801863045848036,-12.250986629408414,10.60714583244444,-9.10554062770568
146,4,1,4,1,1,4,3,10.814174388845688,-10.832891341851479,12.678087532832444,-12.501693715285002,-11.07302644833845,9.373271893100762,9.365798152107756
147,2,3,2,1,3,4,1,-9.046486644818714,10.555507129372895,-11.535911809861824,-10.885847677501483,7.629943808390975,12.241406058834636,-12.086956759317442
148,0,0,4,1,0,0,0,0.0,0.0,3.6922402490701582,-3.6922402490701582,0.0,0.0,0.0
149,4,3,1,4,4,2,2,11.097061807841678,11.303832605679714,-11.898922366611771,9.835656852938662,11.261235552115306,-10.565402124355652,-8.701046895566423
150,1,1,4,1,4,3,1,-10.446286794015391,-9.69215547732495,8.085202969258452,-8.420818916557302,9.941912127150065,10.258670198176752,-10.805907938033485
151,2,1,4,1,4,2,1,-8.084934526002643,-12.27090277315303,12.901553086004276,-12.997712988132818,12.277593399514105,-11.655643086178431,-11.50186175166431
152,1,2,4,4,1,3,2,-12.217690742544658,-9.280278093842329,11.059839799716338,11.847140478381155,-11.968252970797398,10.998889985185905,-10.882025695135829
153,1,3,3,2,2,3,4,-10.696976552651284,9.011762040908465,10.816046689048743,-10.130902605304597,-10.206470424629785,9.451512987115887,12.383093145718899
154,1,0,0,0,4,1,0,-9.832875359027486,0.0,0.0,0.0,10.991702976270437,-10.991702976270437,0.0
155,1,3,3,2,3,2,2,-12.259237957544487,10.668569970039476,11.90685700129647,-11.024726339538036,11.20150939639962,-11.645116844200123,-10.20006825554781
156,1,1,2,4,1,2,3,-12.95626448142339,-11.447688196231256,-8.19387218537078,12.622213584252561,-12.577653868665095,-9.366735318602785,9.670181957684814
157,1,4,1,3,2,1,4,-11.678109723813767,12.961533071346219,-12.823815092557753,11.226964023796427,-10.743557335858426,-11.50700559330222,10.257739495085973
158,2,1,4,1,4,4,3,-9.137658837083826,-9.873247781001133,10.626096314543695,-10.757106596517822,9.295328702372224,10.23821567482819,11.080165096370315
159,1,0,0,4,4,1,3,-11.627279134114223,0.0,0.0,9.653345997928549,11.954214664607505,-12.028466508347304,8.314337905060599
160,2,3,2,3,1,3,3,-11.920443454842557,11.202840785001893,-10.745495797564562,11.504374584525749,-11.947963862458423,10.537265133893776,11.33383759132882
161,1,3,4,2,1,3,4,-12.997993916545498,8.501505036670112,13.586985039028798,-13.15096574329969,-12.277515751135574,11.35059032598271,14.323885534482258
162,3,2,2,3,3,1,3,11.243799592060737,-11.131551646091564,-9.713083510312051,11.459166975742455,9.635966620179822,-11.83909909295079,9.659854171678806
163,0,4,1,3,1,4,1,0.0,11.148153677422497,-10.851085175374164,9.92645726412226,-10.494350431930394,11.19664112418494,-11.00564768249836
164,4,1,0,0,0,0,4,12.101631597713777,-12.261087218024995,0.0,0.0,0.0,0.0,10.057292006938349
165,1,0,4,1,2,1,0,-12.310744703602927,0.0,12.060909223201307,-11.767234623946221,-9.288431756427242,-10.410574125928376,0.0
166,3,2,3,2,4,3,2,10.169710136967785,-11.187612784871396,9.512019632065524,-10.303210473413035,11.32825790700304,10.833053832019132,-9.07476194581036
167,1,3,3,4,1,4,2,-10.748019081584275,9.70422093753869,10.465178983116084,11.881440377430973,-12.174838696539776,10.979086461303082,-10.745991403824075
168,2,1,4,3,4,2,2,-7.578624088677615,-11.332255699406707,10.658076444262669,9.418790333411252,12.16804938414884,-11.193879806912674,-10.838782631161616
169,4,2,3,1,4,1,4,9.710812916064123,-9.018818160776558,8.91151248817422,-9.658536894032324,7.0036110967452165,-7.0036110967452165,9.370876113991775
170,4,2,1,0,0,4,1,11.50252186367307,-10.481509341389177,-11.055891092684211,0.0,0.0,10.774390827051333,-10.774390827051333
171,4,2,1,3,3,2,3,11.926140065227887,-11.377606736930426,-10.854142192084309,9.229553252173512,9.78909655030579,-9.944058984283787,8.376244343016706
172,4,1,2,3,2,3,3,11.394986444354583,-10.97933166841109,-9.984610053500406,8.519737887540531,-7.834798702849374,8.831620349281826,8.18405374434282
173,4,4,1,4,2,4,1,9.961778714461715,10.861052511702212,-11.260798524655979,8.122981455084949,-7.577914682851304,11.005015121887787,-10.877708547988837
175,1,3,2,2,4,1,2,-11.752568380615218,7.192004086580625,-7.735059594501661,-6.197847363704734,10.807556844222976,-10.747167307581973,-6.634863261268377
176,2,1,0,0,4,1,1,-9.305432668408104,-8.802910667030046,0.0,0.0,10.804930527510304,-10.562855369552219,-9.191158740498192
177,4,3,3,2,3,2,3,11.68609391895446,10.862100797305024,9.40405181627936,-10.11344160457182,9.495458344809407,-11.386079600006273,12.147721456504671
178,1,2,4,1,0,0,0,-12.624397519895462,-6.812634464282605,10.635618822806345,-10.740299839108912,0.0,0.0,0.0
179,1,3,2,3,3,2,1,-12.316969039325079,11.46727255125772,-11.464852850838177,11.397764529848967,10.640344799955683,-10.933069566675147,-11.609086185809849
180,2,3,1,4,2,3,3,-12.082720020222869,10.591655841466249,-11.896886709289031,10.95816769989326,-10.759359072879787,9.264463612852472,10.16313924879378
181,2,3,3,3,1,1,4,-10.790366746602125,10.237894585011285,9.456971873562107,12.068457951936624,-12.3487022330315,-11.461613786004394,12.76824521720406
182,3,3,2,2,3,3,2,11.022016917951145,9.853405227850324,-10.539640988906326,-10.869276948534457,10.333837798850796,8.682817813769654,-9.705369133818154
