CUSTNO,Monetary_침구/주방_중가_증감여부_q2_q1,Monetary_침구/주방_중가_증감여부_q3_q2,Monetary_침구/주방_중가_증감여부_q4_q3,Monetary_침구/주방_중가_증감여부_q5_q4,Monetary_침구/주방_중가_증감여부_q6_q5,Monetary_침구/주방_중가_증감여부_q7_q6,Monetary_침구/주방_중가_증감여부_q8_q7,Monetary_침구/주방_중가_q2_q1_로그변환,Monetary_침구/주방_중가_q3_q2_로그변환,Monetary_침구/주방_중가_q4_q3_로그변환,Monetary_침구/주방_중가_q5_q4_로그변환,Monetary_침구/주방_중가_q6_q5_로그변환,Monetary_침구/주방_중가_q7_q6_로그변환,Monetary_침구/주방_중가_q8_q7_로그변환
20,4,1,4,1,0,0,0,9.30415944311048,-9.30415944311048,10.01499137927894,-10.01499137927894,0.0,0.0,0.0
21,4,1,0,0,0,4,1,11.91280709813506,-11.91280709813506,0.0,0.0,0.0,11.338374963533452,-11.338374963533452
22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4,1,4,1,4,2,2,10.25611235135456,-10.25611235135456,10.891100459187767,-10.891100459187767,12.172592109204908,-11.92783598939289,-10.192390389781576
24,1,0,0,0,4,4,2,-11.916126926315394,0.0,0.0,0.0,9.53813401532106,12.123385017880022,-11.761723520780873
25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,4,1,1,4,1,4,0.0,11.51791292048502,-11.472398835875696,-8.405732348438256,11.04455054314828,-11.04455054314828,11.336821080537337
27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,0,4,1,0,4,1,0.0,0.0,9.088718525226309,-9.088718525226309,0.0,10.581727845857245,-10.581727845857245
29,4,1,4,2,1,4,3,10.83448280756736,-10.83448280756736,10.708116197389637,-8.223901502394932,-10.621066288579687,10.756732681754272,11.160572034740913
30,2,3,3,1,4,2,1,-6.958693763120088,8.798916356105996,7.613327328559773,-10.261841673700452,11.968774493562307,-11.476048083688765,-11.024721791498322
31,0,0,4,1,0,0,4,0.0,0.0,10.43368641356798,-10.43368641356798,0.0,0.0,9.88716410653206
32,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.620777897474799,-9.620777897474799
33,4,1,0,0,0,0,0,11.275633652077591,-11.275633652077591,0.0,0.0,0.0,0.0,0.0
34,1,0,0,4,1,4,1,-9.66559387736959,0.0,0.0,11.552609706649877,-11.552609706649877,11.024721791498322,-11.024721791498322
35,1,0,0,0,4,1,0,-10.64638348664849,0.0,0.0,0.0,10.304065099028435,-10.304065099028435,0.0
36,3,2,3,1,4,3,2,12.122905844465071,-12.051207406332297,8.936832373729661,-11.048716277883505,12.637476730099973,11.85218630737278,-12.71987578192219
37,1,4,3,1,0,4,1,-9.522502791945186,9.466638273585584,6.20560824257422,-9.504195571334067,0.0,10.50804207054084,-10.50804207054084
38,1,4,1,4,1,1,4,-10.32480888502595,10.534167670711648,-10.534167670711648,11.247952720728295,-11.108537204406067,-9.208858367739445,11.179360642539214
39,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,11.360186375286426,-10.802997907415469
40,1,4,2,4,1,4,1,-11.071642982177757,9.814922205495181,-8.494941394553155,11.942707453047998,-11.98802296053636,10.547205944913564,-10.700115028618548
41,4,1,0,0,0,0,0,9.208858367739445,-9.208858367739445,0.0,0.0,0.0,0.0,0.0
42,1,0,0,0,0,0,0,-10.63633339106477,0.0,0.0,0.0,0.0,0.0,0.0
43,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.648946931773269,-9.648946931773269
44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.769704032899238
46,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,4,1,4,1,0,0,4,11.337001843804178,-11.337001843804178,10.484978236734621,-10.484978236734621,0.0,0.0,9.088718525226309
48,1,4,3,2,1,4,1,-12.139943067833949,12.017638368239156,9.42276152999593,-11.506305207525486,-11.273112658209548,9.061211860298016,-9.061211860298016
49,1,0,4,1,0,4,1,-9.176787147191188,0.0,10.077024080005396,-10.077024080005396,0.0,9.977432940417014,-9.977432940417014
50,2,1,4,1,4,3,3,-9.17082158931293,-9.945970201893628,10.55496871894141,-10.55496871894141,10.30740388863844,8.953233699720888,9.621245896197337
51,1,1,4,1,4,4,1,-11.317403752979677,-9.614290092520294,9.66403326085465,-9.66403326085465,9.43994942296495,11.204347787451576,-11.362441706468282
52,4,1,4,4,1,0,0,10.978629910858153,-10.978629910858153,8.99341963862784,12.193350018139489,-12.233301212447763,0.0,0.0
53,0,0,4,1,0,0,0,0.0,0.0,11.339909273683409,-11.339909273683409,0.0,0.0,0.0
54,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2,1,0,0,4,1,4,-10.448361670915306,-11.141163316366814,0.0,0.0,11.61363814291755,-11.61363814291755,10.722018793803363
57,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,4,1,0,4,3,1,4,10.5697604488457,-10.5697604488457,0.0,10.738276662893599,9.253967545598439,-10.942553090516453,12.124680312161846
59,1,0,4,1,0,0,4,-9.442466183108465,0.0,10.566556033841222,-10.566556033841222,0.0,0.0,10.444157406931097
60,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.74054770491025,-10.74054770491025
61,2,1,4,3,1,4,2,-11.808309867201807,-10.45868864888155,10.2555722804433,11.078806582158812,-11.387713745510649,11.504685974120497,-10.91478984808408
62,1,0,0,0,4,4,1,-12.020081300644737,0.0,0.0,0.0,9.850664814113292,13.020055512597684,-13.06122335109154
63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0,0,4,1,0,0,0,0.0,0.0,9.821416182944775,-9.821416182944775,0.0,0.0,0.0
65,3,2,1,4,2,2,3,11.584885804194569,-11.9241156257952,-10.592597243764773,13.078438877690301,-12.856218588510187,-10.800636430544905,11.187212448406177
66,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.78507558202815
67,0,0,4,1,4,1,0,0.0,0.0,10.646242221076868,-10.646242221076868,9.67882444066359,-9.67882444066359,0.0
68,1,2,2,4,1,4,1,-12.224263033586464,-9.987342574641344,-9.24318762848777,11.540165629948461,-11.62281331373453,11.163718551831481,-11.163718551831481
69,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,4,1,0,0,4,1,0,9.10350897960974,-9.10350897960974,0.0,0.0,9.84538803591261,-9.84538803591261,0.0
71,0,0,4,2,1,0,0,0.0,0.0,10.706114239533992,-9.976100460350725,-10.0485659475581,0.0,0.0
72,4,1,0,0,0,0,0,11.499280863606272,-11.499280863606272,0.0,0.0,0.0,0.0,0.0
73,4,1,4,1,0,0,0,13.048105148516262,-13.012694678092204,12.616842866414858,-12.669008333584173,0.0,0.0,0.0
74,4,1,0,4,3,2,2,11.15468267170135,-11.15468267170135,0.0,9.382367170464377,8.867126725186182,-8.352727457280537,-8.678699116726966
75,0,4,1,0,0,0,0,0.0,9.926142090032824,-9.926142090032824,0.0,0.0,0.0,0.0
76,2,2,2,2,3,2,3,-11.148693995425154,-11.269434812673325,-8.272105430808809,-10.092598124672271,10.828778444759969,-11.074052388998505,10.091906640067977
77,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.478212409415828
78,1,4,1,4,2,3,2,-10.358709343069007,12.1257179955545,-12.002081818113597,11.654119652152211,-10.352821745263919,10.616009752717115,-11.543824947557669
79,0,4,1,0,0,0,0,0.0,9.274282797105489,-9.274282797105489,0.0,0.0,0.0,0.0
80,4,4,1,4,1,0,4,8.97316265556676,11.018992375340183,-11.140551824880177,9.66559387736959,-9.66559387736959,0.0,11.38104971741324
81,2,3,2,2,3,2,3,-9.816164511256105,11.290916247303473,-11.234235794274142,-11.015896661323318,11.493480268008673,-11.350381890019706,8.450515554126817
82,3,1,3,3,1,1,4,12.449918639726238,-12.702326260900698,11.102128821772807,12.29810636150325,-12.540117224421122,-10.667396529479658,12.00954420351201
83,0,0,0,0,4,3,1,0.0,0.0,0.0,0.0,11.858833208780496,11.839076207295621,-12.542147107349821
84,1,3,3,3,3,2,3,-11.801755525873906,10.595332680981922,11.05765972727319,10.602717736013044,11.723277421000702,-12.294245367705035,9.643598891542768
85,2,3,3,3,2,1,0,-10.68921350049405,10.292033910854743,11.207006419500022,10.860568619750103,-11.525904709240969,-11.394820744834924,0.0
86,1,4,2,4,2,4,1,-10.865514335635137,9.977432940417014,-9.201170111147382,11.17608584642622,-11.051845045127616,12.713230142727715,-12.771617240819047
87,4,1,4,3,1,0,0,10.461549799168745,-10.461549799168745,11.713135961766653,10.51002593969097,-11.975693100541827,0.0,0.0
88,1,4,2,1,4,2,3,-10.541025613955082,11.717158830082065,-11.119829286704412,-10.918048686507085,10.774891920508491,-9.456503896312334,10.533255094744733
89,4,2,3,3,3,1,1,11.034935238786622,-10.094551032358154,10.124823136555875,10.178703227899252,11.383268032095911,-12.020669646031845,-9.284332194899545
90,1,4,1,4,2,2,1,-10.015292621941018,11.989759183585154,-11.920996957505269,12.960861398240931,-11.37033368381799,-12.368378090529834,-11.645573668444595
91,1,0,0,4,3,3,3,-9.260160483116152,0.0,0.0,10.71404057898111,8.769903878690489,9.896454091485685,11.276828764527636
92,2,4,1,3,1,4,2,-9.661443000890557,13.014677834551714,-13.002445250668385,7.668059622895375,-10.466064632874243,11.572227687526423,-11.308001120498592
93,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.635531156888073
94,0,0,4,1,4,2,4,0.0,0.0,10.972933772819289,-10.972933772819289,11.450116646225979,-11.261405971755906,11.849397148204387
95,1,0,0,0,0,4,1,-10.071037842349162,0.0,0.0,0.0,0.0,9.749288747922773,-9.749288747922773
96,2,1,0,0,0,4,1,-10.247283037934885,-10.758891916551994,0.0,0.0,0.0,11.407708859328828,-11.407708859328828
97,2,2,3,1,4,1,0,-12.650568666566699,-11.972627846355374,10.49472838196876,-12.274211292801683,11.930060231609033,-11.930060231609033,0.0
98,1,0,4,2,1,0,0,-12.022609731790876,0.0,10.413484306748169,-9.937595785471796,-9.442466183108465,0.0,0.0
99,3,2,2,4,2,3,1,12.765036004449286,-13.07981643155126,-11.377303539603774,12.932448251005756,-12.581811356296187,13.388613427915564,-13.653696491448281
100,2,1,4,2,1,4,1,-10.488293390813636,-10.983727541171554,10.59158514505899,-8.011074983070888,-10.512855492119794,12.080733327903507,-12.080733327903507
101,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,4,3,3,3,1,4,-11.160693435160653,10.31816832470779,10.50834622109773,12.191421048543935,11.965391224707947,-12.950872705273595,10.292612273540037
103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,0,4,1,4,1,0,0.0,0.0,9.088718525226309,-9.088718525226309,9.796600521290818,-9.796600521290818,0.0
105,0,4,1,0,4,1,0,0.0,12.945235960851916,-12.945235960851916,0.0,10.194612380753696,-10.194612380753696,0.0
106,0,0,0,4,1,0,0,0.0,0.0,0.0,9.355462013787115,-9.355462013787115,0.0,0.0
107,1,3,1,4,2,1,0,-11.740806997866517,10.787213651176732,-11.161425881807006,11.065085683914475,-10.209827010011997,-10.511426414504438,0.0
108,0,4,1,1,0,0,0,0.0,11.285731873675322,-11.166672987264842,-9.098767731752211,0.0,0.0,0.0
109,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,4,4,3,1,0,0,0.0,8.7735684811696,10.919611579840714,11.181182705746876,-11.801674824026735,0.0,0.0
111,4,1,0,0,4,1,0,10.538508720610038,-10.538508720610038,0.0,0.0,9.069611264984012,-9.069611264984012,0.0
112,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.08061127318201,-12.08061127318201
113,2,3,3,2,3,2,1,-10.17771621370325,12.203959083538999,12.177105142118215,-12.470938163304467,12.81895929353522,-12.76787598168187,-12.336897705119918
114,0,4,1,0,4,1,4,0.0,10.97065547544246,-10.97065547544246,0.0,10.273503488168961,-10.273503488168961,9.88716410653206
115,0,0,4,3,3,2,1,0.0,0.0,10.19730548197871,9.351061061628585,8.681205217963898,-10.418225089775635,-9.284332194899545
116,1,0,0,0,0,0,0,-11.169621939483747,0.0,0.0,0.0,0.0,0.0,0.0
117,0,4,1,0,4,1,4,0.0,12.85658756940483,-12.85658756940483,0.0,11.769089243668596,-11.769089243668596,9.281070654456629
118,1,0,4,3,1,0,0,-7.651103058509565,0.0,10.871930903529728,11.631246704756355,-12.015132395860027,0.0,0.0
119,4,3,2,3,3,2,2,10.125089008822009,10.690789579643912,-10.678706974969858,11.06587659440504,11.566407229892361,-10.874421907243189,-10.660344522246431
120,4,3,2,1,4,1,4,12.15425453746588,10.289602349081763,-11.903468248709029,-11.178111440587976,12.002380433468476,-12.002380433468476,9.281070654456629
121,1,0,4,1,0,0,4,-10.759709623376049,0.0,10.01499137927894,-10.01499137927894,0.0,0.0,12.53987855898811
122,2,3,3,2,3,1,4,-12.13902159513819,8.501980241557504,11.087906310459477,-11.43712298027732,9.07375858876466,-10.846253689595926,10.526025105191362
123,0,0,0,4,1,4,1,0.0,0.0,0.0,10.716374250507736,-10.716374250507736,9.643376247022337,-9.643376247022337
124,1,0,0,0,4,2,3,-9.51633038600373,0.0,0.0,0.0,10.667396529479658,-8.8181815713273,10.495627723020805
125,1,4,1,4,3,1,4,-9.723859195182484,9.243514069868834,-9.243514069868834,11.521838348324598,11.734062548426444,-12.326712552467393,10.871930903529728
126,0,4,1,4,4,1,0,0.0,9.977432940417014,-9.977432940417014,10.391498142815234,12.505812751152208,-12.619777211000246,0.0
127,1,4,1,0,0,0,0,-11.561159624027196,10.360508699543416,-10.534167670711648,0.0,0.0,0.0,0.0
128,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,3,2,2,1,0,4,1,11.65956450923506,-11.364484068050434,-10.579035423214426,-10.923223248732837,0.0,10.801582313642514,-10.801582313642514
131,3,3,2,2,4,2,1,11.52700724589757,12.209626658543701,-11.714172098408916,-12.122916554175676,13.265382409195219,-13.063580191579032,-12.000028857486727
132,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,4,1,0,0,0,0,0,10.909881592276397,-10.909881592276397,0.0,0.0,0.0,0.0,0.0
134,1,3,2,4,2,3,2,-15.105322073342712,11.9780905604458,-12.13584285273316,13.620639670285932,-12.980467245515369,11.249620352270668,-12.856457079826756
135,1,0,4,1,4,4,1,-9.260160483116152,0.0,10.9704753012209,-10.9704753012209,9.850664814113292,11.570514946789777,-11.66095490994508
136,4,1,0,0,4,2,3,10.949241960738867,-10.949241960738867,0.0,0.0,12.14845439365101,-11.539238330367382,12.74511697753472
137,2,4,1,4,1,0,0,-10.68561339091908,13.84996928488377,-13.880369701194128,10.32480888502595,-10.32480888502595,0.0,0.0
138,2,3,1,0,0,0,4,-11.381723228183358,11.212679161723242,-11.729199712115308,0.0,0.0,0.0,11.021460000875017
139,2,2,2,1,0,4,1,-10.19718369150986,-10.099366126272876,-8.344567284004063,-11.044582044647784,0.0,12.272649498791802,-12.272649498791802
140,1,4,1,4,3,1,0,-8.567108438086226,10.761309251514518,-10.761309251514518,10.423245881994397,10.75879266982382,-11.29816248270443,0.0
141,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0,0,4,1,0,0,4,0.0,0.0,9.07856730613608,-9.07856730613608,0.0,0.0,8.571212680606346
144,4,3,1,0,0,4,1,13.1464509189931,11.65865602941081,-13.350100265470077,0.0,0.0,13.448577700002469,-13.379098272101619
145,4,1,4,2,1,0,0,11.537020816130488,-11.537020816130488,13.706862611308255,-13.442804449071884,-12.246156038594822,0.0,0.0
146,4,1,2,1,4,1,0,14.157291839184245,-14.14853261409789,-8.702023645062786,-8.742140702449355,9.850664814113292,-9.850664814113292,0.0
147,4,3,3,2,1,4,3,10.290597336169341,11.597424633606021,12.006614533255236,-12.357675733604095,-11.147149403994488,9.466638273585584,10.79526316581657
148,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,1,0,4,1,4,1,0,-9.279961244919308,0.0,11.003760715688086,-11.003760715688086,11.529389506649999,-11.529389506649999,0.0
150,2,1,4,1,0,0,0,-11.765602260246498,-10.30740388863844,10.264961692185356,-10.264961692185356,0.0,0.0,0.0
151,4,2,1,0,0,0,0,13.535603745881703,-13.29676140560889,-11.986612967662529,0.0,0.0,0.0,0.0
152,3,2,2,2,1,0,4,12.276680887707274,-9.813640473156614,-11.366890918182117,-12.31244668563122,-11.31099103435232,0.0,11.821273621061696
153,0,4,1,0,0,0,0,0.0,10.56519896683034,-10.56519896683034,0.0,0.0,0.0,0.0
154,0,0,4,1,0,0,0,0.0,0.0,9.90160406204329,-9.90160406204329,0.0,0.0,0.0
155,1,4,1,0,0,4,1,-11.961432937311706,10.989004301400314,-10.989004301400314,0.0,0.0,15.351970440361118,-15.351970440361118
156,3,1,4,1,1,4,1,13.226522983316821,-13.43206714195877,11.90764014005808,-11.891507838893984,-9.987659910508064,9.222462718904021,-9.222462718904021
157,0,0,0,0,4,3,2,0.0,0.0,0.0,0.0,9.90195547289049,10.841435781716935,-9.81453662574339
158,0,4,1,0,0,0,4,0.0,10.348982085535814,-10.348982085535814,0.0,0.0,0.0,12.114196304017668
159,0,4,1,4,4,1,0,0.0,12.191418643052847,-12.191418643052847,10.77740882787557,14.694799327016618,-14.714496578793188,0.0
160,0,4,2,1,4,1,0,0.0,10.670556902647117,-9.695178885965325,-10.19730548197871,10.516847804037745,-10.516847804037745,0.0
161,3,1,4,3,1,4,1,11.867909567825825,-12.067645047567892,11.136769067007117,11.099543287303485,-11.811469148597581,11.968685997797783,-11.851523240413567
162,4,4,1,2,2,2,4,10.261012434388658,13.472610112838536,-13.30903609043978,-11.319892213096775,-9.664159170887032,-9.516161304519146,11.90631011585636
163,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.645239690011353,-10.645239690011353
164,4,1,4,3,1,4,3,10.511698183164924,-10.511698183164924,11.287860851759934,10.086374732996592,-11.550789887439135,10.3795437719711,9.887290181257345
165,4,2,1,4,1,4,3,10.5697604488457,-7.442567581347574,-10.524956568018508,8.452842327626204,-8.452842327626204,12.109781724628036,10.444120798331848
166,4,2,2,2,3,2,3,11.742462977414494,-10.442389591020103,-9.052022222703874,-9.77707235848752,11.389592968776812,-9.931588872409208,11.029831469825396
167,0,0,4,2,1,0,4,0.0,0.0,13.787156744341432,-13.48188149563795,-12.451861605436905,0.0,10.78507558202815
168,4,1,4,1,4,1,0,13.968123577550791,-14.107881519859049,10.97890109719948,-10.97890109719948,11.899126349008037,-11.899126349008037,0.0
169,1,0,0,0,0,4,3,-10.176394129327624,0.0,0.0,0.0,0.0,9.689766346552306,10.20531273685586
170,4,3,1,3,1,0,0,10.304065099028435,9.404219146377349,-10.476263201726951,9.574077448785127,-9.94824778975,0.0,0.0
171,1,4,4,1,1,4,1,-10.786142326404335,10.46292289599284,15.423655127157364,-15.417320045441945,-11.105380606032284,10.054390541834591,-10.054390541834591
172,3,1,0,4,1,4,1,10.86355511208208,-11.627533978888884,0.0,10.312317809534974,-10.312317809534974,11.398093507967664,-11.398093507967664
173,1,0,4,1,0,0,0,-9.953260092516835,0.0,10.962753388477097,-10.962753388477097,0.0,0.0,0.0
175,0,0,0,4,1,0,0,0.0,0.0,0.0,9.143638425674336,-9.143638425674336,0.0,0.0
176,1,4,1,0,0,0,0,-9.953260092516835,10.97527434204038,-10.97527434204038,0.0,0.0,0.0,0.0
177,2,3,1,4,2,1,4,-11.331976311553401,11.24473374190057,-12.009165248774147,11.269205933250038,-10.271004698857224,-11.0897640852932,12.001181950811327
178,2,1,4,1,0,4,2,-6.043893037438326,-9.208858367739445,11.137290028434396,-11.137290028434396,0.0,8.913310235910666,-7.897402856866229
179,0,0,0,0,4,2,1,0.0,0.0,0.0,0.0,10.925991703837509,-9.518687735936298,-10.645239690011353
180,4,1,0,0,0,0,4,12.811488065314167,-12.872681337724435,0.0,0.0,0.0,0.0,12.40371354644637
181,1,4,1,4,1,0,0,-10.946481912154692,9.814922205495181,-9.814922205495181,11.540414551481556,-11.540414551481556,0.0,0.0
182,0,0,4,2,1,0,0,0.0,0.0,11.94380433632513,-7.137540958864221,-11.935598900878556,0.0,0.0
183,1,0,0,0,4,1,4,-11.17110230380216,0.0,0.0,0.0,11.153253099361184,-11.153253099361184,11.165532835302672
184,4,2,1,4,2,1,3,13.780827564188947,-13.488596630601885,-12.408061021505967,13.036087508179845,-12.157172589346406,-12.375781931102821,10.641685206548468
185,0,4,2,4,1,4,1,0.0,10.31031420702495,-9.913600425445104,11.902264668234231,-11.966787668346266,10.235546896308392,-10.235546896308392
186,3,4,1,4,2,3,2,7.802795506643489,12.135448743632407,-12.228683190052461,12.234067981918816,-11.025272904485531,12.688885670914228,-12.714568632383655
187,2,2,3,4,1,4,1,-11.90087284867997,-11.17178911348498,11.461710284858563,13.304683662902447,-13.35902359720712,13.087744582782856,-13.200640210888977
188,1,0,0,0,0,0,0,-10.904888763190872,0.0,0.0,0.0,0.0,0.0,0.0
189,0,4,3,2,2,3,2,0.0,12.21239341339665,12.82225617158132,-12.975896042225624,-9.696840242477585,10.78148302464112,-11.685622821020122
190,0,0,4,3,2,1,4,0.0,0.0,10.708116197389637,9.526557304696183,6.511464531513853,-10.987111581805449,10.81427414085729
191,3,1,3,3,2,2,3,12.372796781471646,-12.498423986259219,12.519296360470708,11.788283150252855,-9.063551249428862,-12.614180980068502,11.64574690450119
192,4,1,4,1,1,4,2,9.796600521290818,-9.796600521290818,10.322464240145473,-10.132739934688408,-8.567108438086226,12.683103747643836,-12.067708202495236
193,4,1,0,0,0,4,2,9.60760155247523,-9.60760155247523,0.0,0.0,0.0,11.793846135947497,-10.43847044786102
194,0,4,1,0,0,0,0,0.0,11.680323217406444,-11.680323217406444,0.0,0.0,0.0,0.0
195,0,0,0,4,1,0,0,0.0,0.0,0.0,8.732593853124218,-8.732593853124218,0.0,0.0
196,2,3,2,3,2,4,2,-12.800624475635395,12.2899171776489,-11.625607906658784,8.976170110042046,-11.81629738028662,13.314933111960402,-12.925574898193448
197,2,1,4,2,3,4,2,-12.15569776835224,-11.913676861203706,11.806713577480421,-11.563574933057113,10.947479016422358,13.636381449504867,-13.198282421354703
198,4,3,3,2,3,3,2,9.208858367739445,7.985206942803028,6.20560824257422,-7.9745590830727755,9.506975116430093,8.890573547540104,-9.563321306717498
199,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1,0,0,4,1,0,0,-12.299819050083807,0.0,0.0,12.38137663101475,-12.38137663101475,0.0,0.0
201,2,3,1,3,3,3,3,-12.013929700642517,12.361283083436032,-12.514772231273973,8.666250887340222,10.19533513940922,10.712213878773445,10.42749374059411
202,2,2,2,4,1,3,3,-7.862559834675948,-9.601729844135864,-10.30261908635774,13.409683162956862,-13.443459982318918,8.440359782085588,11.1305377075047
203,4,1,0,0,0,0,0,11.486035772021323,-11.486035772021323,0.0,0.0,0.0,0.0,0.0
204,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.782398837041642,-11.782398837041642
205,1,4,1,0,0,0,4,-11.47927916483037,11.124803698257264,-11.124803698257264,0.0,0.0,0.0,10.705512869814104
206,0,4,1,4,1,0,0,0.0,10.478189935144979,-10.478189935144979,9.260160483116152,-9.260160483116152,0.0,0.0
207,0,0,0,0,4,2,2,0.0,0.0,0.0,0.0,10.681253243607618,-9.41799096157928,-9.841298525466243
208,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0,4,1,4,1,0,4,0.0,11.23016273970472,-11.23016273970472,9.847904862655126,-9.847904862655126,0.0,9.088718525226309
210,3,2,3,1,4,3,2,9.487246367023078,-9.378871907141887,10.886386964117797,-11.164266228626293,10.461549799168745,11.75526275386657,-11.533604746195579
211,1,0,0,0,0,0,4,-12.387268546199042,0.0,0.0,0.0,0.0,0.0,10.379620826985064
212,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,4,2,3,3,2,3,2,10.998031288177948,-10.707339683296569,10.769117994558624,11.78126292374535,-11.80168103096356,12.29122352440733,-12.031407083774011
