CUSTNO,D-Recency,Frequancy,Monetary,Recency
129,1,219,1629435,20140630
130,3,294,17848306,20140628
131,2,615,9205290,20140629
132,1,508,2769124,20140630
133,3,339,4233018,20140628
134,8,116,24479781,20140623
135,2,200,4855450,20140629
136,2,141,3328150,20140629
137,1,261,20794597,20140630
138,2,184,10263470,20140629
139,3,280,11612940,20140628
140,1,255,68087330,20140630
141,1,313,1299941,20140630
143,2,324,1449750,20140629
144,1,2065,23078425,20140630
145,9,222,13278805,20140622
146,2,148,28444740,20140629
147,1,419,24056593,20140630
148,2,290,1028103,20140629
149,1,148,4637967,20140630
150,1,449,10320657,20140630
151,1,410,33096734,20140630
152,2,312,7780259,20140629
153,3,288,1976212,20140628
154,2,198,34604059,20140629
155,1,213,11078240,20140630
156,8,374,26913120,20140623
157,1,264,2797045,20140630
158,4,174,1690460,20140627
159,1,136,23523390,20140630
160,1,330,5179314,20140630
161,1,219,54670131,20140630
162,4,249,13995386,20140627
163,1,371,3056622,20140630
164,3,110,41200283,20140628
165,1,124,7349140,20140630
166,4,202,8379080,20140627
167,1,222,8248450,20140630
168,3,292,19468036,20140628
169,1,219,2635597,20140630
170,1,414,3132565,20140630
171,1,150,3675630,20140630
172,5,349,5979720,20140626
173,1,456,2518384,20140630
175,1,1088,6983134,20140630
176,1,277,1825330,20140630
177,8,211,28993591,20140623
178,3,361,4802374,20140628
179,3,350,11672022,20140628
180,2,210,9995560,20140629
181,1,180,9752750,20140630
182,2,269,15135810,20140629
183,3,516,3321860,20140628
184,7,186,19471807,20140624
185,3,139,950855,20140628
186,2,383,34101346,20140629
187,3,172,8577914,20140628
188,1,633,3245153,20140630
189,5,246,13334640,20140626
190,2,213,11430940,20140629
191,1,121,23006650,20140630
192,1,159,6151812,20140630
193,2,371,2488707,20140629
194,1,437,3790619,20140630
195,1,145,1362443,20140630
196,1,331,8746283,20140630
197,1,327,8441283,20140630
198,1,336,3546657,20140630
199,2,144,3593690,20140629
200,1,406,3393276,20140630
201,3,266,30310044,20140628
202,4,343,17560215,20140627
203,1,283,1742198,20140630
204,1,471,6277121,20140630
205,1,424,8233587,20140630
206,1,539,3258895,20140630
207,1,237,1591960,20140630
208,3,126,26618470,20140628
209,2,144,5228550,20140629
210,3,172,1147749,20140628
211,4,144,2469004,20140627
212,1,432,5046871,20140630
213,1,940,9034143,20140630
214,1,321,5125736,20140630
215,1,393,2829636,20140630
216,1,358,3028944,20140630
217,1,154,2834680,20140630
218,2,168,36241501,20140629
219,3,142,12331400,20140628
220,1,633,4286493,20140630
221,7,254,2181689,20140624
222,2,163,16305500,20140629
223,8,134,9551730,20140623
224,3,141,40762629,20140628
225,4,253,33698427,20140627
226,2,273,3044822,20140629
227,1,353,1346696,20140630
228,2,330,2422076,20140629
229,2,265,19122400,20140629
230,2,176,3882710,20140629
231,1,414,2794139,20140630
232,1,536,2471600,20140630
233,1,342,2671463,20140630
234,1,196,4395512,20140630
235,4,338,9295722,20140627
236,1,566,2417468,20140630
237,4,265,12835968,20140627
238,4,168,3054690,20140627
239,1,212,49030290,20140630
240,1,225,10241530,20140630
241,10,176,9619320,20140621
242,2,222,1618971,20140629
243,3,234,1415392,20140628
245,2,501,5341984,20140629
246,1,107,8201390,20140630
247,1,595,5968195,20140630
248,1,344,8531661,20140630
249,1,124,51086600,20140630
250,1,231,30939187,20140630
251,1,236,15510199,20140630
252,1,158,2071400,20140630
253,7,144,28138760,20140624
254,2,225,20269832,20140629
255,4,289,50439858,20140627
256,1,216,45922269,20140630
257,1,751,4095952,20140630
258,2,181,60237560,20140629
259,2,748,14168661,20140629
260,1,429,4066464,20140630
261,2,193,13344530,20140629
262,4,447,10937490,20140627
263,2,346,1713370,20140629
264,1,574,2132346,20140630
265,1,199,68090270,20140630
266,4,129,8979537,20140627
267,3,131,11191600,20140628
268,3,393,16197554,20140628
269,1,1227,22547365,20140630
270,1,334,2003181,20140630
271,3,303,18090680,20140628
272,2,441,7787062,20140629
273,5,180,19616860,20140626
274,1,259,1060148,20140630
275,1,569,13562677,20140630
276,1,696,2159647,20140630
277,1,332,4308410,20140630
278,1,444,1546724,20140630
279,3,197,11132490,20140628
280,1,269,15718370,20140630
281,1,382,18872459,20140630
282,1,236,11110437,20140630
283,6,150,48212860,20140625
284,2,83,515037,20140629
285,2,188,976196,20140629
286,3,254,7987690,20140628
287,1,257,2681116,20140630
288,1,400,8369745,20140630
289,9,152,4163330,20140622
290,3,216,1508126,20140628
291,1,455,2523834,20140630
292,2,345,14435360,20140629
293,5,278,3255131,20140626
294,5,62,7568940,20140626
295,6,65,3605530,20140625
296,2,519,29402410,20140629
297,3,215,11292380,20140628
298,4,348,14560497,20140627
299,4,190,8775240,20140627
300,1,520,6078606,20140630
301,2,217,10166460,20140629
302,6,281,9466399,20140625
303,1,503,9455380,20140630
304,13,39,5020660,20140618
305,2,550,23762142,20140629
306,17,227,8713220,20140614
307,1,211,17185630,20140630
308,1,263,7830620,20140630
309,2,208,26102590,20140629
310,1,340,7822559,20140630
311,3,339,12315476,20140628
312,1,273,2451273,20140630
313,5,536,27381628,20140626
314,1,318,42355830,20140630
315,1,359,28262436,20140630
316,1,391,17967823,20140630
317,3,427,9000626,20140628
318,11,209,6781740,20140620
319,1,182,18764880,20140630
320,3,232,5465610,20140628
321,2,381,29044233,20140629
322,1,495,6087459,20140630
323,3,368,22107366,20140628
324,1,457,16766886,20140630
325,1,217,16932197,20140630
326,1,258,11807745,20140630
327,11,133,20328930,20140620
328,4,118,7567920,20140627
329,4,398,21642732,20140627
330,2,64,289220,20140629
331,2,323,2997167,20140629
332,1,351,11592854,20140630
333,1,646,6500463,20140630
334,3,154,6237730,20140628
335,2,200,18040761,20140629
336,1,304,4757962,20140630
337,2,195,25617503,20140629
338,1,335,4184570,20140630
339,1,645,6989267,20140630
340,3,113,9251760,20140628
341,1,95,10703580,20140630
342,1,400,2650703,20140630
343,2,218,12425260,20140629
344,1,364,11396834,20140630
345,1,170,18557103,20140630
346,9,144,1908970,20140622
347,4,367,5274730,20140627
348,1,505,3128682,20140630
349,3,539,21478684,20140628
350,1,249,2736712,20140630
351,1,396,18131835,20140630
352,1,184,40498487,20140630
353,2,222,2325132,20140629
354,1,330,2572796,20140630
355,1,212,6961487,20140630
356,2,119,6209070,20140629
357,2,430,2797987,20140629
358,2,107,9844580,20140629
359,4,483,7856822,20140627
360,26,577,6332950,20140605
361,2,291,24988158,20140629
362,2,384,3551001,20140629
363,1,372,86135450,20140630
364,2,197,3618048,20140629
365,1,517,57806981,20140630
366,2,165,1718985,20140629
367,2,832,29633001,20140629
368,1,377,13138054,20140630
369,3,167,16852920,20140628
370,1,359,3133623,20140630
371,1,273,3745813,20140630
372,3,441,3096192,20140628
373,3,214,6087484,20140628
374,4,167,16438560,20140627
375,1,175,51808978,20140630
376,1,263,956911,20140630
377,2,241,22026100,20140629
378,1,183,17040851,20140630
379,6,113,4270070,20140625
380,1,312,1976917,20140630
381,4,169,4400720,20140627
382,5,148,21689376,20140626
383,3,115,11692110,20140628
384,1,273,1624924,20140630
385,1,366,2720047,20140630
386,3,368,10449653,20140628
387,1,408,21628462,20140630
388,1,262,56797586,20140630
389,1,854,4811305,20140630
390,2,300,2605149,20140629
391,1,639,49863390,20140630
392,1,210,1272066,20140630
393,11,136,23286500,20140620
394,1,442,4530044,20140630
395,2,505,2939850,20140629
396,1,363,3503318,20140630
397,1,356,4236090,20140630
398,3,453,19031951,20140628
399,1,133,40712140,20140630
400,8,334,37511378,20140623
401,1,147,47452630,20140630
402,3,204,7806125,20140628
403,2,292,1732158,20140629
404,1,240,12144524,20140630
405,1,309,8803340,20140630
406,2,314,1846052,20140629
407,1,213,34084110,20140630
408,1,154,150035940,20140630
409,1,220,25449158,20140630
410,1,148,983634,20140630
411,1,332,19762690,20140630
412,2,308,17020175,20140629
413,4,304,9490473,20140627
414,2,257,17048935,20140629
415,1,408,1715418,20140630
416,4,182,60939420,20140627
417,3,179,11501230,20140628
418,2,278,3561591,20140629
419,1,230,14068070,20140630
420,2,241,5440610,20140629
421,3,875,22226587,20140628
422,1,187,4445150,20140630
423,3,254,13751300,20140628
424,1,372,793768,20140630
425,2,222,4930628,20140629
426,1,198,9227140,20140630
427,5,124,2999934,20140626
428,2,383,46143540,20140629
429,1,286,19465861,20140630
430,1,267,20111660,20140630
431,3,119,2921280,20140628
432,3,269,21884506,20140628
433,2,222,17805150,20140629
434,1,509,11042985,20140630
435,2,223,10880360,20140629
436,2,122,17894660,20140629
437,19,26,106420,20140612
438,1,279,25279943,20140630
439,4,360,1759443,20140627
440,2,175,21431460,20140629
441,3,220,10133486,20140628
442,1,904,7078788,20140630
443,1,162,16879522,20140630
444,5,237,11851297,20140626
445,1,195,2076763,20140630
446,1,584,4090285,20140630
447,1,288,4482420,20140630
448,1,196,23274758,20140630
449,2,400,6773765,20140629
450,3,398,29401208,20140628
451,1,337,6831857,20140630
452,1,204,1022754,20140630
453,1,240,27226281,20140630
454,1,295,2909786,20140630
455,1,268,48630169,20140630
456,1,632,4905507,20140630
457,1,1488,44418832,20140630
458,2,405,2568081,20140629
459,3,429,6705800,20140628
461,15,109,1860249,20140616
462,1,183,14708900,20140630
463,9,256,12981400,20140622
464,1,529,5608900,20140630
465,2,471,6161033,20140629
466,4,270,34492541,20140627
467,3,375,7188460,20140628
468,3,303,14449900,20140628
469,4,191,9892320,20140627
470,1,437,2378120,20140630
471,2,121,21586140,20140629
472,1,261,1612107,20140630
473,1,359,3221275,20140630
474,1,632,25672578,20140630
475,3,305,10393935,20140628
476,1,600,2880249,20140630
477,2,149,19972466,20140629
478,1,269,54124120,20140630
479,2,349,3299113,20140629
480,1,315,24478774,20140630
481,1,267,16908210,20140630
482,1,275,1612707,20140630
483,1,137,2218090,20140630
484,6,202,10574272,20140625
485,4,130,24116120,20140627
486,1,264,33684500,20140630
487,3,373,2349685,20140628
488,1,627,2857905,20140630
489,2,234,16237790,20140629
490,1,235,5700260,20140630
491,1,489,4122110,20140630
492,2,290,15367300,20140629
493,3,492,2799053,20140628
494,1,222,11611051,20140630
495,1,274,1781201,20140630
496,1,412,4621240,20140630
497,2,463,2910051,20140629
498,3,196,2283466,20140628
499,3,150,1785102,20140628
500,2,660,4863853,20140629
501,3,97,24274730,20140628
502,1,483,16274555,20140630
503,1,944,15460952,20140630
504,1,195,28549550,20140630
505,1,455,87316475,20140630
506,2,192,7493202,20140629
507,4,337,9866410,20140627
508,2,333,44854767,20140629
509,8,220,10563230,20140623
510,1,309,31665746,20140630
511,1,337,2142634,20140630
512,1,210,1585507,20140630
513,5,123,10666100,20140626
514,1,400,3104302,20140630
515,1,203,19180350,20140630
516,3,524,2698473,20140628
517,3,203,8577890,20140628
518,3,341,49241955,20140628
519,9,49,2470310,20140622
520,2,145,23995060,20140629
521,1,431,47463678,20140630
522,1,264,3972842,20140630
523,1,747,4997458,20140630
524,1,595,4761927,20140630
525,2,243,11629730,20140629
526,1,376,21969736,20140630
527,3,125,3694673,20140628
528,7,107,856348,20140624
529,1,358,107515551,20140630
530,9,135,3890765,20140622
531,5,167,5717091,20140626
532,6,125,16221960,20140625
533,1,295,2355278,20140630
534,12,101,3599120,20140619
535,4,181,33037283,20140627
536,4,128,1649390,20140627
537,2,336,1682057,20140629
538,6,188,7646840,20140625
539,1,196,11893930,20140630
540,1,348,3828056,20140630
541,1,485,3018708,20140630
542,2,135,2275937,20140629
543,3,257,6131108,20140628
544,2,265,29782470,20140629
545,1,205,9116860,20140630
546,3,138,46144190,20140628
547,1,430,59779185,20140630
548,1,269,8313672,20140630
549,1,228,13483210,20140630
550,5,122,1656184,20140626
551,1,443,2752778,20140630
552,4,262,5461148,20140627
553,4,230,9053790,20140627
554,4,164,25020110,20140627
555,3,242,4289235,20140628
556,1,545,5110837,20140630
557,1,528,4345926,20140630
558,1,161,4100779,20140630
559,2,311,24500340,20140629
560,2,157,19999099,20140629
561,1,340,14150009,20140630
562,1,257,142225590,20140630
563,1,618,4732633,20140630
564,4,412,18224983,20140627
565,3,170,27105520,20140628
566,2,212,25005758,20140629
567,3,195,21043640,20140628
568,1,122,614170,20140630
569,1,216,6035660,20140630
570,2,334,1893558,20140629
571,2,240,16870370,20140629
572,1,143,5051171,20140630
573,6,63,3677824,20140625
574,1,679,25399047,20140630
575,3,346,5050371,20140628
576,1,283,10174135,20140630
577,2,174,9311770,20140629
578,2,532,37249416,20140629
579,3,135,745949,20140628
580,3,230,2866420,20140628
581,6,238,2023906,20140625
582,1,216,5080570,20140630
583,2,358,1771358,20140629
584,1,192,10153032,20140630
585,4,168,35283040,20140627
586,3,157,19233420,20140628
587,2,194,16682200,20140629
588,2,897,39018644,20140629
589,8,336,10808757,20140623
590,2,181,967880,20140629
591,2,446,1444379,20140629
592,1,256,3248423,20140630
593,2,137,8614230,20140629
594,2,113,25005100,20140629
595,5,79,5971760,20140626
596,4,519,27450640,20140627
597,1,316,15407221,20140630
598,1,210,2532118,20140630
599,1,273,11141712,20140630
600,3,444,4440762,20140628
601,3,213,8219990,20140628
602,16,61,8570810,20140615
603,9,253,14027813,20140622
604,4,247,8100320,20140627
605,1,318,1434506,20140630
606,1,264,37740110,20140630
607,3,301,3975518,20140628
608,1,399,43798995,20140630
609,1,172,1224085,20140630
610,5,133,9423630,20140626
611,4,204,16432960,20140627
612,1,250,15071980,20140630
613,1,405,13601719,20140630
614,3,204,19509596,20140628
615,4,118,6338592,20140627
616,1,331,1803518,20140630
617,1,222,20641346,20140630
618,3,165,7418570,20140628
619,1,636,3525420,20140630
620,3,125,18788410,20140628
621,1,221,1566294,20140630
622,4,237,27907580,20140627
623,2,249,1770517,20140629
624,1,434,3276223,20140630
625,4,174,2213030,20140627
626,1,307,2072823,20140630
627,3,156,3939684,20140628
628,1,821,7713606,20140630
629,2,475,4534048,20140629
630,2,336,13529090,20140629
631,1,179,12173940,20140630
632,4,244,4033295,20140627
633,1,424,22297447,20140630
634,8,254,11358710,20140623
635,1,302,58182020,20140630
636,2,174,11229017,20140629
637,2,222,8689078,20140629
638,2,215,11167310,20140629
639,1,673,11661718,20140630
640,2,263,33395360,20140629
641,3,171,22489020,20140628
642,2,285,11158900,20140629
643,2,218,11216650,20140629
644,6,350,3254044,20140625
645,2,315,74121874,20140629
646,1,742,4895813,20140630
647,1,599,2392678,20140630
648,4,124,12291240,20140627
649,1,83,3593350,20140630
650,1,234,1730737,20140630
651,9,109,7030240,20140622
652,1,126,12373530,20140630
653,2,319,2025469,20140629
654,1,248,5644378,20140630
655,5,450,2379176,20140626
656,3,165,17843670,20140628
657,3,232,22301392,20140628
658,1,441,6679321,20140630
659,3,314,1873820,20140628
660,1,657,2802796,20140630
661,9,264,11637262,20140622
662,3,244,3044584,20140628
663,1,256,1983963,20140630
664,4,149,35351260,20140627
665,1,593,6070405,20140630
666,1,372,1622588,20140630
667,4,218,14215484,20140627
668,1,377,3014007,20140630
669,2,201,26395189,20140629
670,1,464,68265447,20140630
671,1,474,3827439,20140630
672,2,172,6495530,20140629
673,1,253,15891470,20140630
674,3,127,33248117,20140628
675,2,334,3560113,20140629
676,1,205,76527260,20140630
677,1,591,4602220,20140630
678,1,360,2417158,20140630
679,1,631,3648435,20140630
680,5,489,4889899,20140626
681,2,174,8856890,20140629
682,1,584,3559920,20140630
683,1,347,4642769,20140630
684,5,67,2005420,20140626
685,1,791,4068180,20140630
686,1,244,12568650,20140630
687,1,298,6486780,20140630
688,5,143,1157613,20140626
689,1,147,7298910,20140630
690,2,224,10112337,20140629
691,1,176,9648148,20140630
692,1,416,2861601,20140630
693,4,350,26685073,20140627
694,3,208,15207986,20140628
695,4,166,9787264,20140627
696,3,124,4841420,20140628
697,4,103,8497940,20140627
698,2,122,9828978,20140629
699,2,591,3932062,20140629
700,1,661,2778054,20140630
701,1,670,26769027,20140630
702,1,277,2087722,20140630
703,2,131,8212960,20140629
704,1,169,9496383,20140630
705,1,511,3770033,20140630
706,3,224,2494235,20140628
707,1,253,11914080,20140630
708,1,276,28693855,20140630
709,1,432,11510496,20140630
710,4,338,3962449,20140627
711,1,173,16610900,20140630
712,5,268,15333447,20140626
713,1,166,22852390,20140630
714,1,176,2206648,20140630
715,4,211,29194967,20140627
716,1,493,10704878,20140630
717,20,114,38467770,20140611
718,1,126,8880370,20140630
719,1,438,2516438,20140630
720,1,553,5931084,20140630
721,1,264,1868594,20140630
722,2,345,2776014,20140629
723,1,338,5226965,20140630
724,4,80,807495,20140627
725,1,555,2529657,20140630
726,2,132,2638066,20140629
727,1,371,30681471,20140630
728,2,137,16590180,20140629
729,1,430,13855137,20140630
730,1,694,17887751,20140630
731,1,419,3877099,20140630
732,1,217,16518718,20140630
733,2,580,16110734,20140629
734,2,146,1415332,20140629
735,4,251,27174040,20140627
736,1,225,15432247,20140630
737,2,177,1532453,20140629
738,1,164,1180969,20140630
739,1,151,1844386,20140630
740,4,475,2927863,20140627
741,1,438,3774123,20140630
742,1,345,16370398,20140630
743,1,261,4045250,20140630
744,3,365,3534646,20140628
745,1,282,4847198,20140630
746,3,135,8789543,20140628
747,2,316,20235567,20140629
748,1,161,19360000,20140630
749,1,982,3315158,20140630
750,6,186,3953021,20140625
751,3,352,1761378,20140628
752,2,167,11982710,20140629
753,1,307,2230133,20140630
754,1,187,12110341,20140630
755,1,348,8940794,20140630
756,2,504,6298282,20140629
757,3,224,17537993,20140628
758,3,323,29196126,20140628
759,2,664,9403263,20140629
760,1,360,3389733,20140630
761,2,262,1544497,20140629
762,3,582,2437064,20140628
763,7,200,5100673,20140624
764,1,354,6896069,20140630
765,7,108,6285740,20140624
766,1,468,4365576,20140630
767,4,294,8144738,20140627
768,2,186,1431292,20140629
769,1,394,7911047,20140630
770,5,230,18654890,20140626
771,4,337,7198797,20140627
772,5,211,10014755,20140626
773,1,249,3333569,20140630
774,10,282,7108683,20140621
775,1,317,6523859,20140630
776,1,503,6085461,20140630
777,1,288,7858784,20140630
778,1,1024,6750553,20140630
779,2,646,21797480,20140629
780,3,387,13060416,20140628
781,2,298,25439140,20140629
782,3,354,3262211,20140628
783,1,105,13544950,20140630
784,2,194,22629910,20140629
785,4,266,10015168,20140627
786,14,119,10005820,20140617
787,2,184,5355000,20140629
788,1,569,6913375,20140630
789,1,121,8036110,20140630
790,1,289,2339137,20140630
791,1,513,13041481,20140630
792,3,118,12876450,20140628
793,1,485,3669565,20140630
794,4,137,22232336,20140627
795,9,297,22382720,20140622
796,1,778,10380491,20140630
797,1,395,20127516,20140630
798,2,353,964578,20140629
799,10,250,5599018,20140621
800,3,258,12969239,20140628
801,1,244,17107940,20140630
802,1,309,4785656,20140630
803,1,134,2819090,20140630
804,2,325,2770210,20140629
805,3,335,1440104,20140628
806,4,167,9309930,20140627
807,1,248,8470737,20140630
808,5,316,11602140,20140626
809,1,783,5783678,20140630
810,4,187,25427960,20140627
811,3,172,12219776,20140628
812,3,120,7830822,20140628
813,1,677,2353432,20140630
814,2,220,12349022,20140629
815,1,263,8970060,20140630
816,4,408,28187452,20140627
817,4,182,19130920,20140627
818,5,250,5717511,20140626
819,1,203,14621065,20140630
820,1,566,2772130,20140630
821,1,488,2667558,20140630
822,1,296,2952685,20140630
823,2,231,29668650,20140629
824,1,572,8247968,20140630
825,1,155,8184890,20140630
826,1,414,2208314,20140630
827,5,155,15262770,20140626
828,2,205,23748778,20140629
829,1,242,2076118,20140630
830,3,271,3842223,20140628
831,1,335,1487281,20140630
832,2,230,20434980,20140629
833,1,431,4963728,20140630
834,2,370,3555644,20140629
835,3,391,17166398,20140628
836,1,186,797833,20140630
837,2,412,2962286,20140629
838,1,192,13506675,20140630
839,1,451,7351303,20140630
840,1,68,36659800,20140630
841,9,119,68801224,20140622
842,5,206,44179020,20140626
843,2,537,3228742,20140629
844,1,158,10738760,20140630
845,3,286,13044238,20140628
846,1,244,15396707,20140630
847,1,314,11116484,20140630
848,9,133,15772332,20140622
849,4,300,4678868,20140627
850,3,244,8611988,20140628
851,1,154,1145660,20140630
852,4,358,13613639,20140627
853,1,159,2749400,20140630
854,1,501,5095418,20140630
855,2,264,7680180,20140629
856,2,234,8506200,20140629
857,2,157,17578990,20140629
858,2,188,19555520,20140629
859,1,402,14613392,20140630
860,1,612,3884117,20140630
861,1,211,29727430,20140630
862,3,337,2177911,20140628
863,1,398,18332830,20140630
864,1,422,4286670,20140630
865,2,301,19557129,20140629
866,7,203,8917680,20140624
867,2,414,4844305,20140629
868,1,193,5018220,20140630
869,3,100,7823090,20140628
870,2,145,11527780,20140629
871,1,462,3750721,20140630
872,3,298,2515079,20140628
873,1,216,13980160,20140630
874,1,327,14779466,20140630
875,1,476,16269972,20140630
876,2,628,6135614,20140629
877,1,412,3161581,20140630
878,2,310,32402688,20140629
879,1,808,15038165,20140630
880,5,313,2688860,20140626
881,1,273,2335635,20140630
882,4,118,13616310,20140627
883,9,206,18068420,20140622
884,2,288,73948787,20140629
885,4,294,5790630,20140627
886,2,396,37327041,20140629
887,1,230,16459700,20140630
888,1,888,14448971,20140630
889,1,589,5522889,20140630
890,1,168,22797180,20140630
891,1,1082,8851263,20140630
892,3,210,805156,20140628
893,1,346,5782066,20140630
894,2,238,19328851,20140629
895,1,359,5170675,20140630
896,1,297,1380025,20140630
897,1,249,35923650,20140630
898,2,243,2099346,20140629
899,1,219,25719560,20140630
900,1,372,2185429,20140630
901,1,454,3312215,20140630
902,4,349,2128826,20140627
903,2,611,9797529,20140629
904,2,230,7957330,20140629
906,1,347,3083880,20140630
907,2,205,7433670,20140629
908,1,182,1796120,20140630
909,1,597,3892559,20140630
910,1,244,1821240,20140630
911,1,265,42154902,20140630
912,3,155,6404265,20140628
913,1,273,9267340,20140630
914,3,194,6381860,20140628
915,3,97,3693985,20140628
916,2,143,12037710,20140629
917,1,328,2424088,20140630
918,1,271,15723309,20140630
919,2,191,24456158,20140629
920,1,344,11194742,20140630
921,2,259,4073188,20140629
922,4,795,5034813,20140627
923,1,149,5421930,20140630
924,4,83,17054110,20140627
925,4,187,24969810,20140627
926,1,483,3088552,20140630
927,1,218,15694963,20140630
928,1,942,26375963,20140630
929,3,161,14622920,20140628
930,4,366,4888176,20140627
931,2,214,14571925,20140629
932,1,192,2068744,20140630
933,2,371,2262923,20140629
934,2,589,40669055,20140629
935,3,184,6342236,20140628
936,9,173,35440400,20140622
937,1,227,17707467,20140630
938,2,265,1832708,20140629
939,3,244,25099282,20140628
940,23,8,674160,20140608
941,1,116,9970478,20140630
942,1,486,3789485,20140630
943,2,876,16359260,20140629
944,2,527,18166930,20140629
945,1,319,5029582,20140630
946,2,199,31601390,20140629
947,1,266,178613168,20140630
948,2,118,2237230,20140629
949,2,150,18794520,20140629
950,4,211,1776803,20140627
951,1,98,2557517,20140630
952,2,247,12070937,20140629
953,1,248,27269520,20140630
954,3,196,12415727,20140628
955,1,617,50702675,20140630
956,6,349,2647482,20140625
957,10,97,14013710,20140621
958,15,142,9646828,20140616
959,1,182,14078770,20140630
960,1,471,5185218,20140630
961,1,459,4270480,20140630
962,5,135,14789140,20140626
963,4,216,20976557,20140627
964,1,540,4188425,20140630
965,5,454,17268105,20140626
966,3,157,24499370,20140628
967,1,318,1642609,20140630
968,2,200,3572849,20140629
969,1,423,3620083,20140630
970,2,135,962726,20140629
971,1,516,12827107,20140630
972,2,153,30633532,20140629
973,3,235,9175082,20140628
974,6,134,20932240,20140625
975,2,702,6384515,20140629
976,1,424,2453018,20140630
977,2,205,51099181,20140629
978,9,124,14803050,20140622
979,1,421,2672306,20140630
980,4,362,7623059,20140627
981,2,354,3150231,20140629
982,1,226,12356718,20140630
983,1,459,6493831,20140630
984,1,342,12237730,20140630
986,2,500,22403068,20140629
987,1,240,775656,20140630
988,1,403,4664438,20140630
989,2,295,52945328,20140629
990,5,197,14650970,20140626
991,3,344,12249262,20140628
992,1,401,17924013,20140630
993,4,97,26210410,20140627
994,2,291,11920693,20140629
995,1,449,6927743,20140630
996,2,246,10000610,20140629
997,1,553,23118750,20140630
998,2,223,7369290,20140629
999,1,377,15681310,20140630
1000,3,1048,4547335,20140628
1001,2,207,6944929,20140629
1002,1,263,32882462,20140630
1003,3,272,1760476,20140628
