CUSTNO,D-Recency,Frequancy,Monetary,Recency
108,2,263,3308000,20141230
109,1,382,2561042,20141231
110,2,441,10005087,20141230
111,1,358,1423193,20141231
112,2,244,14816654,20141230
113,5,473,30489659,20141227
114,1,144,7688035,20141231
115,3,146,18301547,20141229
116,1,449,1876045,20141231
117,1,337,19413088,20141231
118,3,238,37146710,20141229
119,1,262,16404850,20141231
120,1,333,54796370,20141231
121,1,220,3308727,20141231
122,1,316,6973853,20141231
123,1,399,2763158,20141231
124,2,170,7745720,20141230
125,4,198,3162240,20141228
126,1,347,12152664,20141231
127,2,131,1766894,20141230
128,3,192,3505615,20141229
129,1,235,1716307,20141231
130,3,346,12366380,20141229
131,5,558,7521141,20141227
132,1,694,3770725,20141231
133,3,286,5303828,20141229
134,1,210,15684230,20141231
135,2,186,3613888,20141230
136,3,164,9098730,20141229
137,2,257,17180614,20141230
138,3,157,14740470,20141229
139,3,334,20489220,20141229
140,2,271,71901806,20141230
141,1,262,1130413,20141231
143,7,391,1683772,20141225
144,1,2375,26472719,20141231
145,4,243,62527672,20141228
146,2,119,22498140,20141230
147,1,439,25894330,20141231
148,1,398,1509869,20141231
149,1,213,9621288,20141231
150,1,544,5823848,20141231
151,3,316,15359376,20141229
152,4,289,6769231,20141228
153,1,243,4903906,20141231
154,1,150,3495825,20141231
155,1,242,16819190,20141231
156,3,339,27866310,20141229
157,1,232,3567557,20141231
158,4,375,3378984,20141228
159,2,150,27078655,20141230
160,1,266,4121379,20141231
161,2,182,55029420,20141230
162,3,316,20435990,20141229
163,1,450,2643332,20141231
164,2,171,17073707,20141230
165,3,143,13668166,20141229
166,4,319,9696623,20141228
167,1,197,17691190,20141231
168,4,313,20389576,20141228
169,10,144,713888,20141222
170,1,457,3366079,20141231
171,4,158,11405665,20141228
172,1,365,5357358,20141231
173,1,494,3178679,20141231
175,1,1162,7223238,20141231
176,3,367,2479589,20141229
177,2,144,19865518,20141230
178,2,381,5574672,20141230
179,7,337,11466021,20141225
180,2,154,9875590,20141230
181,3,203,17582350,20141229
182,5,446,22345381,20141227
183,1,598,3760915,20141231
184,7,187,9238674,20141225
185,1,537,3946837,20141231
186,1,276,14158429,20141231
187,1,121,3263610,20141231
188,1,709,3756560,20141231
189,1,341,47087270,20141231
190,3,290,8346610,20141229
191,1,130,20410870,20141231
192,1,350,14918956,20141231
193,1,332,2532937,20141231
194,1,570,3782778,20141231
195,5,181,1508219,20141227
196,6,359,7777702,20141226
197,1,261,16918186,20141231
198,2,330,3215770,20141230
199,1,265,5644718,20141231
200,2,341,4070508,20141230
201,1,293,44913580,20141231
202,1,540,24792257,20141231
203,1,318,1784172,20141231
204,2,343,6434661,20141230
205,1,398,7248649,20141231
206,1,523,4435139,20141231
207,2,378,2387201,20141230
208,8,168,32116090,20141224
209,1,184,5490118,20141231
210,1,274,1744395,20141231
211,1,151,3994680,20141231
212,1,493,5918370,20141231
213,1,994,9692108,20141231
214,1,354,3375738,20141231
215,6,448,3209399,20141226
216,1,399,3132443,20141231
217,1,143,2577910,20141231
218,4,271,68473840,20141228
219,1,415,14551121,20141231
220,1,576,4509821,20141231
221,1,347,3242820,20141231
222,11,386,16705567,20141221
223,4,164,30725340,20141228
224,12,124,45928968,20141220
225,1,191,38042760,20141231
226,1,239,2415854,20141231
227,2,543,2279937,20141230
228,1,290,2299642,20141231
229,7,275,14459050,20141225
230,6,187,2455170,20141226
231,1,422,3723403,20141231
232,2,651,2732536,20141230
233,2,359,6652592,20141230
234,1,271,5804680,20141231
235,5,278,11429945,20141227
236,5,268,1343912,20141227
237,1,383,14085202,20141231
238,6,233,7525070,20141226
239,1,168,29852924,20141231
240,1,204,3684310,20141231
241,1,210,19089440,20141231
242,1,322,2484771,20141231
243,1,245,1615180,20141231
245,1,711,9506677,20141231
246,8,180,26795409,20141224
247,1,676,8042857,20141231
248,2,423,4874290,20141230
249,6,171,19664852,20141226
250,2,217,33184350,20141230
251,2,131,10332110,20141230
252,1,205,3033470,20141231
253,5,149,15424550,20141227
254,1,299,36633980,20141231
255,5,230,28715186,20141227
256,8,298,76618021,20141224
257,1,706,4286135,20141231
258,4,171,42700240,20141228
259,2,924,9472409,20141230
260,1,448,3950153,20141231
261,2,159,6330061,20141230
262,1,422,7669403,20141231
263,1,287,1675700,20141231
264,1,574,4352996,20141231
265,9,192,43164889,20141223
266,3,147,13296093,20141229
267,1,141,17205140,20141231
268,1,376,12819715,20141231
269,1,1110,18232178,20141231
270,1,346,2049864,20141231
271,1,125,14438770,20141231
272,2,392,6287087,20141230
273,2,290,16380478,20141230
274,2,261,1183634,20141230
275,1,691,17005272,20141231
276,1,780,2634326,20141231
277,1,361,4745048,20141231
278,1,601,1592737,20141231
279,2,274,15202000,20141230
280,7,228,26447450,20141225
281,3,353,18787174,20141229
282,1,170,13395490,20141231
283,5,173,28176510,20141227
284,1,121,570784,20141231
285,2,226,1448882,20141230
286,1,244,8855517,20141231
287,2,175,1520175,20141230
288,1,709,9529319,20141231
289,4,323,4952830,20141228
290,1,609,4389843,20141231
291,1,519,3121608,20141231
292,1,406,25805650,20141231
293,1,301,5731975,20141231
294,5,163,20456150,20141227
295,2,114,7414340,20141230
296,2,509,12092425,20141230
297,7,212,18419539,20141225
298,1,363,40299937,20141231
299,5,157,4681580,20141227
300,1,492,5730502,20141231
301,6,191,8442633,20141226
302,7,350,12950781,20141225
303,1,579,4121043,20141231
304,1,117,31254800,20141231
305,1,430,33962082,20141231
306,5,201,14238850,20141227
307,2,293,19028456,20141230
308,1,232,9826969,20141231
309,6,186,23487790,20141226
310,1,295,3144118,20141231
311,1,269,9593448,20141231
312,1,429,6445846,20141231
313,5,592,15198103,20141227
314,7,208,18438170,20141225
315,4,385,67549126,20141228
316,2,381,16733099,20141230
317,1,397,8596164,20141231
318,4,176,10059870,20141228
319,3,154,11527790,20141229
320,1,265,4393574,20141231
321,3,528,20703576,20141229
322,3,441,6298715,20141229
323,6,309,19354262,20141226
324,1,360,26499068,20141231
325,2,188,10809942,20141230
326,1,204,6221814,20141231
327,3,178,16292304,20141229
328,1,135,17178260,20141231
329,1,358,16049808,20141231
330,8,30,217890,20141224
331,1,336,2348390,20141231
332,3,522,11353513,20141229
333,1,787,8777845,20141231
334,17,116,5921630,20141215
335,3,244,30457825,20141229
336,5,269,2555867,20141227
337,1,273,59633410,20141231
338,1,287,3054317,20141231
339,1,566,6838969,20141231
340,3,107,10773720,20141229
341,1,167,36451820,20141231
342,2,411,2742737,20141230
343,6,169,8819484,20141226
344,1,304,8797778,20141231
345,1,150,36512890,20141231
346,1,179,2631330,20141231
347,1,434,4412720,20141231
348,1,731,4094817,20141231
349,2,428,22644097,20141230
350,1,340,2888089,20141231
351,2,329,10438418,20141230
352,7,227,29169660,20141225
353,3,282,2736920,20141229
354,1,324,2550973,20141231
355,1,287,51994979,20141231
356,1,217,22832905,20141231
357,1,309,2651024,20141231
358,1,106,15714390,20141231
359,1,425,9437238,20141231
360,1,710,6856602,20141231
361,1,317,16563281,20141231
362,2,311,2453105,20141230
363,5,157,41735750,20141227
364,1,385,4842525,20141231
365,1,566,24834355,20141231
366,1,213,2067400,20141231
367,5,445,33573361,20141227
368,2,387,12892821,20141230
369,3,120,10580350,20141229
370,2,362,2616062,20141230
371,1,371,3845788,20141231
372,1,451,3114469,20141231
373,5,208,13515187,20141227
374,1,176,11984890,20141231
375,1,172,26878585,20141231
376,1,320,1256153,20141231
377,2,283,24581036,20141230
378,1,293,13884912,20141231
379,2,117,4184390,20141230
380,1,371,1947105,20141231
381,5,146,9533410,20141227
382,13,157,16627882,20141219
383,3,104,17673740,20141229
384,2,286,1618029,20141230
385,5,409,3114874,20141227
386,2,321,12132178,20141230
387,1,527,36021005,20141231
388,2,243,52133451,20141230
389,1,680,3325862,20141231
390,1,377,3395855,20141231
391,8,281,23260811,20141224
392,1,128,1789877,20141231
393,2,138,19034580,20141230
394,1,336,2715846,20141231
395,1,433,2807453,20141231
396,1,453,3807856,20141231
397,3,319,5995164,20141229
398,1,196,20898188,20141231
399,11,127,33302190,20141221
400,6,364,39207742,20141226
401,5,134,25302380,20141227
402,5,176,6184045,20141227
403,1,309,1764024,20141231
404,1,306,9235095,20141231
405,4,228,6194860,20141228
406,1,318,2074829,20141231
407,4,166,46646910,20141228
408,2,151,233920790,20141230
409,2,185,19328480,20141230
410,6,163,1928910,20141226
411,1,267,15520300,20141231
412,1,391,13090883,20141231
413,1,346,24235345,20141231
414,5,164,23823238,20141227
415,2,574,2168741,20141230
416,1,176,36827072,20141231
417,4,183,9626130,20141228
418,3,475,6114875,20141229
419,2,160,14653970,20141230
420,3,310,7848875,20141229
421,1,805,18951244,20141231
422,3,174,3736481,20141229
423,2,202,13953540,20141230
424,1,377,643960,20141231
425,3,264,3113655,20141229
426,2,249,12090196,20141230
427,9,179,5871040,20141223
428,2,380,24270910,20141230
429,5,251,7843693,20141227
430,3,190,24938120,20141229
431,2,165,4329105,20141230
432,4,251,9287365,20141228
433,2,258,17736280,20141230
434,1,609,13492684,20141231
435,1,133,3135390,20141231
436,6,157,22679960,20141226
437,1,398,1011094,20141231
438,1,179,28722956,20141231
439,7,353,1629953,20141225
440,7,265,20686174,20141225
441,1,243,6931927,20141231
442,3,1016,7344403,20141229
443,1,145,34329830,20141231
444,3,335,48816400,20141229
445,5,140,1931039,20141227
446,1,624,3807586,20141231
447,2,206,4037853,20141230
448,1,179,24068080,20141231
449,1,395,18646176,20141231
450,3,269,28732630,20141229
451,2,489,7658218,20141230
452,1,682,4902813,20141231
453,1,249,10409590,20141231
454,1,332,3966114,20141231
455,1,355,29108378,20141231
456,1,762,7255469,20141231
457,1,1089,41790507,20141231
458,1,342,2839092,20141231
459,5,451,9220260,20141227
461,1,229,2588655,20141231
462,5,241,27829801,20141227
463,2,292,19415680,20141230
464,1,477,4246488,20141231
465,5,381,4236708,20141227
466,3,309,68168593,20141229
467,1,369,3850722,20141231
468,3,388,12287157,20141229
469,2,235,8392050,20141230
470,3,315,1904539,20141229
471,3,264,29124060,20141229
472,1,299,1579920,20141231
473,2,391,3256961,20141230
474,2,723,28435462,20141230
475,1,340,5523145,20141231
476,1,653,3605016,20141231
477,1,221,99221895,20141231
478,1,250,75573422,20141231
479,2,311,1890280,20141230
480,1,228,24991392,20141231
481,1,281,23956614,20141231
482,1,288,2430155,20141231
483,2,130,1353920,20141230
484,2,192,10005137,20141230
485,3,152,32348110,20141229
486,1,304,39699550,20141231
487,1,473,2902598,20141231
488,1,781,3810194,20141231
489,3,394,18426220,20141229
490,1,201,5735690,20141231
491,1,513,4414060,20141231
492,2,296,22097760,20141230
493,2,547,4041782,20141230
494,3,270,7548989,20141229
495,1,294,1190022,20141231
496,1,405,4950860,20141231
497,1,534,2790855,20141231
498,1,246,3035261,20141231
499,2,139,881229,20141230
500,1,440,4048631,20141231
501,7,131,59697210,20141225
502,1,570,14211103,20141231
503,1,1068,22489076,20141231
504,13,176,21857030,20141219
505,1,393,54267177,20141231
506,1,177,4765801,20141231
507,5,301,8783730,20141227
508,2,224,57832462,20141230
509,2,261,15956400,20141230
510,3,295,17523214,20141229
511,3,448,2679916,20141229
512,3,241,1639904,20141229
513,8,142,22283640,20141224
514,1,309,3606593,20141231
515,2,258,16664334,20141230
516,2,537,2233680,20141230
517,1,250,18239190,20141231
518,2,375,33432207,20141230
519,1,148,9365870,20141231
520,6,238,14224250,20141226
521,1,549,26706038,20141231
522,1,482,7714120,20141231
523,1,471,3479699,20141231
524,2,565,4105655,20141230
525,1,246,9243454,20141231
526,1,429,13867936,20141231
527,1,555,2206177,20141231
528,1,137,1083163,20141231
529,2,328,49188085,20141230
530,3,160,5489208,20141229
531,3,202,12915710,20141229
532,9,138,17784330,20141223
533,1,392,2836821,20141231
534,1,207,6903960,20141231
535,5,115,26098684,20141227
536,1,151,1456740,20141231
537,2,390,1849964,20141230
538,1,245,24507120,20141231
539,1,251,8329883,20141231
540,3,272,3006499,20141229
541,1,536,4513098,20141231
542,3,249,7179994,20141229
543,2,228,4920370,20141230
544,2,193,17029568,20141230
545,2,154,12914130,20141230
546,1,124,13242530,20141231
547,2,474,32692199,20141230
548,1,337,9718359,20141231
549,3,238,10289030,20141229
550,1,253,6461263,20141231
551,1,459,3495036,20141231
552,12,211,5559710,20141220
553,1,249,19249300,20141231
554,4,161,24807070,20141228
555,2,322,4768665,20141230
556,1,477,3908648,20141231
557,1,391,3323418,20141231
558,3,148,2849370,20141229
559,4,338,48810690,20141228
560,5,134,21277466,20141227
561,3,426,14050531,20141229
562,1,187,239807820,20141231
563,1,557,4646340,20141231
564,3,419,33484860,20141229
565,7,202,28711380,20141225
566,7,163,5489790,20141225
567,1,283,11312292,20141231
568,1,201,1472842,20141231
569,2,395,11110730,20141230
570,1,328,2233622,20141231
571,1,225,18115974,20141231
572,2,207,10067306,20141230
573,3,703,9479759,20141229
574,7,401,8907241,20141225
575,5,282,8032322,20141227
576,2,276,19013433,20141230
577,1,250,12641722,20141231
578,1,546,26491048,20141231
579,1,116,493530,20141231
580,2,224,4162259,20141230
581,2,269,2043820,20141230
582,1,141,2338320,20141231
583,5,369,1765866,20141227
584,3,238,6635263,20141229
585,1,263,83073488,20141231
586,22,163,17257630,20141210
587,1,200,23629570,20141231
588,1,807,36888072,20141231
589,10,150,6444172,20141222
590,3,283,1911830,20141229
591,1,422,1536757,20141231
592,1,321,5388690,20141231
593,3,128,7116670,20141229
594,4,204,57653220,20141228
595,6,81,3810830,20141226
596,2,531,20713320,20141230
597,4,244,11318389,20141228
598,3,251,2153610,20141229
599,1,314,12247757,20141231
600,1,650,11924750,20141231
601,1,175,5755850,20141231
602,1,97,19989535,20141231
603,5,243,26347338,20141227
604,2,186,4581816,20141230
605,1,300,1419793,20141231
606,2,191,25872860,20141230
607,1,273,5501457,20141231
608,1,423,22161070,20141231
609,3,233,1729537,20141229
610,1,231,170074650,20141231
611,3,222,12627776,20141229
612,1,326,22215220,20141231
613,1,456,19917622,20141231
614,1,155,12388500,20141231
615,4,213,6228000,20141228
616,3,400,2673062,20141229
617,1,252,25003376,20141231
618,2,429,15019940,20141230
619,1,688,4291107,20141231
620,7,148,24982370,20141225
621,1,287,2145794,20141231
622,3,200,8015107,20141229
623,1,565,4244151,20141231
624,1,388,2668408,20141231
625,3,243,2867990,20141229
626,6,362,2080301,20141226
627,5,227,10384193,20141227
628,1,769,7057812,20141231
629,2,353,5101891,20141230
630,4,303,11573420,20141228
631,1,178,20331450,20141231
632,6,310,5624980,20141226
633,1,496,30454575,20141231
634,2,132,7549080,20141230
635,1,210,51803782,20141231
636,1,152,7022950,20141231
637,1,417,13467259,20141231
638,1,235,33917323,20141231
639,1,747,12844218,20141231
640,1,209,15336619,20141231
641,2,217,44197840,20141230
642,2,256,13613010,20141230
643,1,208,5509680,20141231
644,1,533,7186915,20141231
645,1,350,57305578,20141231
646,1,676,5663081,20141231
647,2,659,2867757,20141230
648,6,173,10650860,20141226
649,2,57,1612390,20141230
650,7,237,2742325,20141225
651,11,90,6757540,20141221
652,2,170,8085430,20141230
653,5,283,2617305,20141227
654,3,405,21263363,20141229
655,1,516,2360871,20141231
656,1,175,22837630,20141231
657,1,173,18671280,20141231
658,3,481,6156572,20141229
659,3,270,1793063,20141229
660,1,679,3090834,20141231
661,1,207,8391242,20141231
662,1,264,2571921,20141231
663,1,286,1973575,20141231
664,9,125,33443310,20141223
665,1,615,6154990,20141231
666,1,377,1597351,20141231
667,3,329,18068039,20141229
668,1,565,4760209,20141231
669,10,214,16078030,20141222
670,5,450,55894077,20141227
671,1,550,3400279,20141231
672,2,191,17383700,20141230
673,5,196,15682930,20141227
674,3,146,18102590,20141229
675,1,415,6695675,20141231
676,2,259,91925740,20141230
677,5,462,3064256,20141227
678,1,350,2385748,20141231
679,1,659,4235135,20141231
680,2,555,5976673,20141230
681,11,218,10397920,20141221
682,1,428,3142500,20141231
683,2,351,2996098,20141230
684,3,161,4880810,20141229
685,1,680,3778917,20141231
686,2,246,10065974,20141230
687,1,147,4671708,20141231
688,2,204,2223632,20141230
689,4,122,10342450,20141228
690,6,220,13472002,20141226
691,1,269,18342018,20141231
692,2,450,10832354,20141230
693,1,416,32165467,20141231
694,1,264,18022289,20141231
695,1,223,11824688,20141231
696,3,197,7626500,20141229
697,6,118,5444920,20141226
698,7,149,14098360,20141225
699,1,503,2720955,20141231
700,1,562,3364243,20141231
701,1,697,39515671,20141231
702,1,215,1378741,20141231
703,1,145,8806090,20141231
704,1,222,10605240,20141231
705,1,342,2369495,20141231
706,1,273,3581031,20141231
707,1,291,10306300,20141231
708,1,236,14060023,20141231
709,1,459,13266580,20141231
710,1,364,5135012,20141231
711,5,152,11767070,20141227
712,1,310,10054087,20141231
713,1,187,19877230,20141231
714,2,179,2639520,20141230
715,6,172,21763762,20141226
716,1,607,13600859,20141231
717,15,106,13227410,20141217
718,1,226,9185899,20141231
719,1,617,3195506,20141231
720,4,428,4597263,20141228
721,1,312,2362345,20141231
722,1,364,3940119,20141231
723,2,292,3628451,20141230
724,6,201,1782893,20141226
725,1,579,3201866,20141231
726,5,202,5041310,20141227
727,1,296,23065354,20141231
728,3,122,13630386,20141229
729,2,308,10661292,20141230
730,1,668,14843687,20141231
731,9,396,6745873,20141223
732,3,134,20016280,20141229
733,1,547,19172659,20141231
734,2,275,2815079,20141230
735,6,182,14105986,20141226
736,1,174,10146776,20141231
737,1,434,3291219,20141231
738,6,233,1724103,20141226
739,1,229,2681818,20141231
740,2,591,3906681,20141230
741,1,403,3137770,20141231
742,1,288,3662280,20141231
743,1,307,3868310,20141231
744,1,362,3583344,20141231
745,1,382,7181328,20141231
746,3,205,13999174,20141229
747,1,411,44043592,20141231
748,1,229,35779230,20141231
749,1,919,4484268,20141231
750,1,227,3286868,20141231
751,6,254,1109925,20141226
752,3,140,7484940,20141229
753,3,418,2986030,20141229
754,5,176,25014720,20141227
755,1,566,22138164,20141231
756,1,434,5179763,20141231
757,3,135,10986130,20141229
758,1,191,11082369,20141231
759,5,474,5817408,20141227
760,1,421,2540696,20141231
761,1,391,10965844,20141231
762,2,703,4626060,20141230
763,1,236,8890240,20141231
764,3,363,8080916,20141229
765,6,139,10625940,20141226
766,2,601,12507100,20141230
767,1,303,4177788,20141231
768,1,237,2893388,20141231
769,3,554,9711470,20141229
770,2,170,45790100,20141230
771,5,262,11295235,20141227
772,1,244,39669756,20141231
773,3,296,13842708,20141229
774,1,286,7041474,20141231
775,1,337,8415742,20141231
776,12,546,6886235,20141220
777,2,208,6323820,20141230
778,1,847,5641142,20141231
779,2,607,25366446,20141230
780,1,399,16016153,20141231
781,1,261,21574680,20141231
782,1,260,2956266,20141231
783,1,132,28519678,20141231
784,11,112,9220300,20141221
785,2,246,10522250,20141230
786,5,67,10475570,20141227
787,1,181,5277520,20141231
788,2,813,7250696,20141230
789,1,158,18110520,20141231
790,1,349,2671222,20141231
791,1,445,5392565,20141231
792,5,154,30262320,20141227
793,1,588,3468331,20141231
794,2,159,10791620,20141230
795,2,304,10837430,20141230
796,1,666,9347337,20141231
797,2,404,15433384,20141230
798,3,449,1175580,20141229
799,8,253,4539218,20141224
800,7,314,14175935,20141225
801,1,301,15409434,20141231
802,1,344,4834932,20141231
803,1,149,6724420,20141231
804,1,330,2523438,20141231
805,1,390,2337266,20141231
806,3,191,9756970,20141229
807,1,272,11234869,20141231
808,1,372,13674990,20141231
809,3,761,5436025,20141229
810,2,139,35844430,20141230
811,1,189,11025215,20141231
812,4,210,14469920,20141228
813,1,902,3594939,20141231
814,1,187,19050470,20141231
815,7,201,7769350,20141225
816,2,403,21378000,20141230
817,2,183,32493550,20141230
818,1,407,13588326,20141231
819,7,212,63562970,20141225
820,1,446,2510915,20141231
821,1,636,3312571,20141231
822,1,266,3287733,20141231
823,1,333,32923140,20141231
824,1,474,5899027,20141231
825,2,93,6019500,20141230
826,2,331,2254470,20141230
827,1,292,21164228,20141231
828,1,158,10645120,20141231
829,3,303,2446249,20141229
830,1,409,5057554,20141231
831,1,422,1662023,20141231
832,1,285,28597660,20141231
833,1,441,5772773,20141231
834,1,469,4239893,20141231
835,3,558,12354412,20141229
836,1,310,1471496,20141231
837,1,416,2058245,20141231
838,3,290,14290930,20141229
839,2,689,11209953,20141230
840,1,118,123684100,20141231
841,3,220,75526411,20141229
842,12,146,27215971,20141220
843,9,430,2176949,20141223
844,1,252,12769004,20141231
845,4,228,15620100,20141228
846,1,259,15320350,20141231
847,3,306,14287880,20141229
848,1,159,21357870,20141231
849,2,301,2396718,20141230
850,7,263,6773677,20141225
851,2,202,1377475,20141230
852,1,423,11636019,20141231
853,1,168,3029840,20141231
854,1,546,5737188,20141231
855,1,267,18878070,20141231
856,2,194,15858964,20141230
857,4,208,26786430,20141228
858,5,244,27556922,20141227
859,5,318,14371202,20141227
860,1,570,3661986,20141231
861,4,236,50545633,20141228
862,1,368,2042874,20141231
863,7,290,125124452,20141225
864,1,480,5463984,20141231
865,2,275,19547640,20141230
866,6,232,13612928,20141226
867,1,401,8316476,20141231
868,1,244,5732090,20141231
869,3,149,3387890,20141229
870,2,170,13449850,20141230
871,3,413,3435088,20141229
872,2,345,2005860,20141230
873,2,254,14106976,20141230
874,2,319,10905225,20141230
875,8,615,21370785,20141224
876,1,592,3329753,20141231
877,1,501,2711082,20141231
878,2,337,24819336,20141230
879,1,816,19082038,20141231
880,1,403,3689724,20141231
881,1,407,3009299,20141231
882,2,228,35733763,20141230
883,2,153,10048920,20141230
884,1,374,50607438,20141231
885,5,285,7991073,20141227
886,3,260,10180496,20141229
887,5,260,10826038,20141227
888,5,698,11535679,20141227
889,3,367,2660181,20141229
890,3,134,17389500,20141229
891,3,1123,10071861,20141229
892,1,370,1509479,20141231
893,2,405,9357412,20141230
894,1,267,14016189,20141231
895,1,238,5561434,20141231
896,1,372,1533086,20141231
897,1,279,44418650,20141231
898,2,227,4336017,20141230
899,1,226,29966870,20141231
900,2,392,2733849,20141230
901,1,333,1229322,20141231
902,1,392,2611878,20141231
903,2,760,16381027,20141230
904,2,172,4122300,20141230
906,3,352,3322707,20141229
907,1,256,13169570,20141231
908,2,213,2110761,20141230
909,1,601,3435786,20141231
910,3,193,1262877,20141229
911,5,366,28226948,20141227
912,3,202,10694750,20141229
913,3,256,16200530,20141229
914,3,394,16894712,20141229
915,6,165,6576690,20141226
916,8,147,14005700,20141224
917,6,351,1364811,20141226
918,9,336,18829530,20141223
919,1,191,58404840,20141231
920,1,282,6369766,20141231
921,2,200,3391765,20141230
922,1,760,3987122,20141231
923,1,198,20574470,20141231
924,2,147,21402740,20141230
925,1,295,10707030,20141231
926,3,554,3700228,20141229
927,2,228,28681886,20141230
928,1,878,28259401,20141231
929,7,212,25010230,20141225
930,1,339,4475559,20141231
931,1,164,18832420,20141231
932,4,165,1981805,20141228
933,8,427,3735777,20141224
934,5,472,40323746,20141227
935,5,189,6845096,20141227
936,5,197,35540030,20141227
937,4,224,26579449,20141228
938,1,261,2150097,20141231
939,4,257,26350137,20141228
940,3,473,5017058,20141229
941,3,196,23261077,20141229
942,1,565,4337231,20141231
943,1,929,19713779,20141231
944,3,447,11958194,20141229
945,1,296,6222840,20141231
946,4,207,19333610,20141228
947,8,293,170828107,20141224
948,4,104,2086060,20141228
949,3,86,5182790,20141229
950,1,218,2940790,20141231
951,1,335,6128995,20141231
952,2,214,17355450,20141230
953,2,223,24650940,20141230
954,2,158,12709210,20141230
955,1,775,106880132,20141231
956,2,435,2184476,20141230
957,2,286,20785696,20141230
958,1,123,14067390,20141231
959,1,159,10405394,20141231
960,1,361,4424325,20141231
961,3,354,3332651,20141229
962,1,140,27166990,20141231
963,1,218,8458928,20141231
964,1,440,3330799,20141231
965,1,435,25613495,20141231
966,1,222,43240070,20141231
967,1,344,1908430,20141231
968,1,246,3897141,20141231
969,1,412,3629538,20141231
970,1,203,1501387,20141231
971,1,619,15570437,20141231
972,2,187,49807457,20141230
973,2,205,7074535,20141230
974,2,177,15048200,20141230
975,1,631,11059777,20141231
976,1,397,1946417,20141231
977,3,198,41561355,20141229
978,1,144,15920710,20141231
979,1,392,2167883,20141231
980,2,385,10929738,20141230
981,3,440,3231734,20141229
982,5,336,18072091,20141227
983,3,536,6378708,20141229
984,3,276,5719690,20141229
986,7,447,18680241,20141225
987,1,266,1132216,20141231
988,2,339,3468803,20141230
989,2,235,31226056,20141230
990,4,234,18679525,20141228
991,1,303,21480788,20141231
992,1,498,17447128,20141231
993,2,97,23152500,20141230
994,1,307,18973183,20141231
995,1,491,6590314,20141231
996,5,342,17200655,20141227
997,2,398,29141194,20141230
998,2,291,16649170,20141230
999,6,331,26490958,20141226
1000,1,872,3426828,20141231
1001,4,256,10973560,20141228
1002,2,221,55396320,20141230
