CUSTNO,D-Recency,Frequancy,Monetary,Recency
117,3,439,8442320,20150628
118,4,166,24769160,20150627
119,4,290,21306466,20150627
120,2,276,52304566,20150629
121,2,236,5944172,20150629
122,2,338,14868228,20150629
123,2,446,2930237,20150629
124,2,177,10741350,20150629
125,4,209,4466080,20150627
126,1,508,14472146,20150630
127,4,201,1687650,20150627
128,1,247,1561779,20150630
129,1,230,1686647,20150630
130,4,277,11239631,20150627
131,1,481,8196560,20150630
132,4,481,3954536,20150627
133,1,299,6601230,20150630
134,3,252,33998670,20150628
135,3,183,2175850,20150628
136,6,95,4065150,20150625
137,2,343,23086208,20150629
138,4,335,13192790,20150627
139,2,314,6234084,20150629
140,1,222,45054220,20150630
141,1,374,1421011,20150630
143,3,420,2064231,20150628
144,1,1157,11551154,20150630
145,5,197,19793082,20150626
146,1,133,30913450,20150630
147,2,438,29263875,20150629
148,2,353,1603009,20150629
149,1,256,7082099,20150630
150,1,502,6130581,20150630
151,7,324,10691178,20150624
152,1,155,10206650,20150630
153,1,288,2403553,20150630
154,1,141,2908960,20150630
155,5,260,12155431,20150626
156,4,343,66290100,20150627
157,1,251,2799794,20150630
158,1,272,3522544,20150630
159,6,180,51169805,20150625
160,2,439,6391162,20150629
161,27,181,32397271,20150604
162,1,263,22375963,20150630
163,2,343,2517822,20150629
164,1,232,21976571,20150630
165,6,139,9049705,20150625
166,2,278,6656556,20150629
167,3,228,7796700,20150628
168,2,264,23430626,20150629
169,2,260,1830568,20150629
170,6,461,3452928,20150625
171,1,234,5035380,20150630
172,7,359,5343879,20150624
173,2,542,3689860,20150629
175,2,1363,10519166,20150629
176,2,381,2218214,20150629
177,2,173,22431368,20150629
178,1,603,4620074,20150630
179,3,437,14869875,20150628
180,3,172,20223630,20150628
181,3,256,16084160,20150628
182,1,374,22520152,20150630
183,1,711,3757678,20150630
184,3,111,4249746,20150628
185,3,508,4123656,20150628
186,6,441,19445969,20150625
187,3,153,3599770,20150628
188,1,903,3749266,20150630
189,1,410,21727200,20150630
190,1,398,18023650,20150630
191,1,109,13159020,20150630
192,1,299,6028830,20150630
193,4,357,2446150,20150627
194,1,560,3767895,20150630
195,2,247,1854557,20150629
196,8,348,7092248,20150623
197,1,357,33245609,20150630
198,2,358,3310875,20150629
199,2,324,5209772,20150629
200,1,241,3353906,20150630
201,2,203,16911340,20150629
202,1,507,21529160,20150630
203,1,273,1815632,20150630
204,1,426,4530229,20150630
205,1,353,5130701,20150630
206,3,489,3855629,20150628
207,2,310,2065914,20150629
208,33,107,10608440,20150529
209,1,178,4468200,20150630
210,1,349,1562632,20150630
211,1,185,6372070,20150630
212,1,465,5892645,20150630
213,2,1191,12970726,20150629
214,2,243,6210696,20150629
215,2,466,3969470,20150629
216,1,357,3055189,20150630
217,2,157,3483700,20150629
218,4,192,31440086,20150627
219,1,478,12420691,20150630
220,10,566,4909477,20150621
221,3,329,2706721,20150628
222,2,409,20617053,20150629
223,4,179,62293380,20150627
224,2,138,42561047,20150629
225,3,222,56036320,20150628
226,2,220,3172392,20150629
227,1,350,1172924,20150630
228,1,451,3086767,20150630
229,2,263,19727530,20150629
230,3,281,4651920,20150628
231,1,463,2124847,20150630
232,1,462,2285180,20150630
233,1,373,6574311,20150630
234,24,343,7627676,20150607
235,4,303,14088740,20150627
236,1,361,1577471,20150630
237,5,365,15406717,20150626
238,6,231,3651660,20150625
239,4,278,40081810,20150627
240,1,96,1521190,20150630
241,2,282,24930770,20150629
242,3,385,2835313,20150628
243,4,262,1748155,20150627
245,2,715,5984454,20150629
246,6,248,17431108,20150625
247,1,502,5825479,20150630
248,2,581,9847154,20150629
249,1,205,26626700,20150630
250,1,265,28169993,20150630
251,1,195,13758915,20150630
252,3,178,3678050,20150628
253,6,130,10239790,20150625
254,4,210,52990340,20150627
255,3,245,26771222,20150628
256,1,336,27940270,20150630
257,2,652,3799503,20150629
258,2,248,103111780,20150629
259,1,934,8114578,20150630
260,2,249,1742837,20150629
261,2,136,6265400,20150629
262,5,464,11410830,20150626
263,4,285,1608933,20150627
264,4,561,2802101,20150627
265,6,162,42876601,20150625
266,2,217,10304711,20150629
267,3,167,11683750,20150628
268,2,406,12804488,20150629
269,1,1365,19146147,20150630
270,2,452,2649043,20150629
271,3,116,8868870,20150628
272,1,488,6588026,20150630
273,1,373,18245545,20150630
274,1,467,2062824,20150630
275,1,747,11812738,20150630
276,1,849,4744308,20150630
277,1,371,6039601,20150630
278,5,511,1375713,20150626
279,1,152,16713320,20150630
280,4,185,13417644,20150627
281,1,408,20168476,20150630
282,4,204,10744414,20150627
283,1,218,30426610,20150630
284,1,195,883732,20150630
285,1,215,1697096,20150630
286,1,247,8953330,20150630
287,1,237,1861890,20150630
288,2,623,9425989,20150629
289,1,232,4610010,20150630
290,6,548,3458885,20150625
291,1,435,2492558,20150630
292,1,358,22365040,20150630
293,1,309,6242325,20150630
294,10,120,12962230,20150621
295,1,198,17693345,20150630
296,2,630,26053011,20150629
297,4,313,10749260,20150627
298,1,299,53975041,20150630
299,1,271,4314988,20150630
300,2,565,6496631,20150629
301,1,171,11993700,20150630
302,2,269,7242205,20150629
303,1,584,11184457,20150630
304,1,95,64937180,20150630
305,1,384,37983233,20150630
306,7,204,16228750,20150624
307,2,266,14503032,20150629
308,4,241,3983591,20150627
309,1,178,15908718,20150630
310,1,484,4814153,20150630
311,1,301,11457590,20150630
312,1,420,4858142,20150630
313,4,371,15712148,20150627
314,1,273,11957270,20150630
315,1,355,43217406,20150630
316,1,304,7015225,20150630
317,1,366,3991721,20150630
318,17,154,4525770,20150614
319,1,122,12990870,20150630
320,2,320,7148441,20150629
321,2,436,14928861,20150629
322,1,486,6423613,20150630
323,5,262,17909351,20150626
324,3,413,19286762,20150628
325,5,146,5726120,20150626
326,3,416,16846230,20150628
327,12,144,29032360,20150619
328,7,126,13938540,20150624
329,2,427,9200150,20150629
330,2,711,4047139,20150629
331,1,359,2732241,20150630
332,2,462,13359792,20150629
333,1,742,9890492,20150630
334,2,127,8936300,20150629
335,2,309,34238820,20150629
336,1,281,3491909,20150630
337,3,434,42614686,20150628
338,2,397,4915576,20150629
339,1,703,7166699,20150630
340,4,142,10568400,20150627
341,4,196,39374170,20150627
342,6,465,2830359,20150625
343,2,268,15105224,20150629
344,2,122,4097572,20150629
345,2,131,11020980,20150629
346,1,145,1886760,20150630
347,1,330,4432035,20150630
348,1,629,3431722,20150630
349,5,381,14941275,20150626
350,2,365,2760079,20150629
351,15,275,12963340,20150616
352,2,141,56384820,20150629
353,2,463,3906621,20150629
354,2,274,3015460,20150629
355,3,260,15465592,20150628
356,1,206,12257826,20150630
357,1,343,3345610,20150630
358,2,184,16921710,20150629
359,2,483,9396795,20150629
360,1,545,6068221,20150630
361,3,293,13391168,20150628
362,1,471,5575641,20150630
363,1,251,44408760,20150630
364,1,369,4443858,20150630
365,3,348,9890748,20150628
366,2,164,1910096,20150629
367,2,414,22559173,20150629
368,1,518,10722744,20150630
369,4,181,18889480,20150627
370,1,449,2845607,20150630
371,2,478,4549958,20150629
372,1,454,2638757,20150630
373,1,418,38360543,20150630
374,5,214,13292794,20150626
375,3,218,50629560,20150628
376,1,368,1328067,20150630
377,1,280,17873250,20150630
378,1,317,14423981,20150630
379,4,174,8927280,20150627
380,1,387,1451053,20150630
381,3,158,8826060,20150628
382,3,274,26793030,20150628
383,5,141,16351070,20150626
384,1,580,3018785,20150630
385,1,387,1860133,20150630
386,3,127,4869200,20150628
387,8,462,24184747,20150623
388,4,229,41389990,20150627
389,1,959,4819574,20150630
390,2,346,2877308,20150629
391,2,115,7067663,20150629
392,4,189,1747609,20150627
393,5,152,39960640,20150626
394,4,546,4880836,20150627
395,2,551,5418617,20150629
396,4,339,3350109,20150627
397,1,514,3933616,20150630
398,2,223,27298635,20150629
399,5,122,42090250,20150626
400,12,380,29548230,20150619
401,2,165,43518840,20150629
402,8,188,9831117,20150623
403,4,360,2458306,20150627
404,2,283,10989944,20150629
405,1,130,4299270,20150630
406,1,435,2309663,20150630
407,3,117,22239370,20150628
408,2,166,191834530,20150629
409,1,218,20144360,20150630
410,2,188,2037767,20150629
411,3,246,11379110,20150628
412,1,470,10353734,20150630
413,5,311,14961401,20150626
414,2,232,20139650,20150629
415,6,858,3261871,20150625
416,1,181,16253060,20150630
417,7,126,8926310,20150624
418,1,388,3997718,20150630
419,5,144,9109490,20150626
420,4,265,9119544,20150627
421,1,1030,21459249,20150630
422,7,137,4328704,20150624
423,1,184,5671840,20150630
424,1,404,815280,20150630
425,2,311,4051485,20150629
426,1,221,13559310,20150630
427,1,145,7766320,20150630
428,1,358,27137470,20150630
429,1,317,11599093,20150630
430,3,178,10337440,20150628
431,1,191,4119247,20150630
432,1,270,9609480,20150630
433,2,220,38843730,20150629
434,4,560,10338768,20150627
435,3,169,5319590,20150628
436,1,299,16469805,20150630
437,1,428,1978880,20150630
438,5,179,12966040,20150626
439,2,634,2876883,20150629
440,4,200,12700189,20150627
441,1,170,5868438,20150630
442,2,1136,9133856,20150629
443,5,127,27149570,20150626
444,1,315,22695115,20150630
445,1,163,1834750,20150630
446,1,580,4828609,20150630
447,2,157,6731900,20150629
448,14,133,12788295,20150617
449,1,466,12412154,20150630
450,2,310,23466993,20150629
451,4,434,6003370,20150627
452,1,854,4460707,20150630
453,2,216,6915614,20150629
454,1,302,3463444,20150630
455,2,196,27129444,20150629
456,1,718,6691499,20150630
457,1,1306,40091234,20150630
458,2,424,2916367,20150629
459,5,428,7109370,20150626
461,2,231,2328979,20150629
462,1,307,16126910,20150630
463,5,169,9469030,20150626
464,2,491,5944023,20150629
465,2,407,5383880,20150629
466,1,204,43069831,20150630
467,1,479,4068721,20150630
468,2,523,14682690,20150629
469,1,193,3890490,20150630
470,1,368,1567197,20150630
471,3,210,39786390,20150628
472,1,415,2189485,20150630
473,1,355,2926866,20150630
474,8,597,20910563,20150623
475,1,305,5255828,20150630
476,2,730,3974590,20150629
477,2,217,53811190,20150629
478,1,294,80061138,20150630
479,1,395,2417205,20150630
480,1,281,25524597,20150630
481,2,234,15106255,20150629
482,2,278,2277173,20150629
483,1,153,2250890,20150630
484,3,144,7440680,20150628
485,11,211,35380640,20150620
486,11,247,35390530,20150620
487,1,507,3307118,20150630
488,1,617,3037754,20150630
489,1,408,15651650,20150630
490,1,319,7864950,20150630
491,2,342,2339920,20150629
492,3,131,8372840,20150628
493,1,562,3912110,20150630
494,2,214,7839814,20150629
495,1,365,1876454,20150630
496,1,394,6254940,20150630
497,3,604,3733226,20150628
498,2,409,3749564,20150629
499,1,294,2135823,20150630
500,2,518,5374686,20150629
501,4,133,26099830,20150627
502,2,674,19349818,20150629
503,2,1146,35966201,20150629
504,4,292,25498304,20150627
505,2,500,33509337,20150629
506,1,332,12852256,20150630
507,11,254,6682700,20150620
508,2,243,36208196,20150629
509,1,216,10463730,20150630
510,2,288,14760064,20150629
511,1,369,2269797,20150630
512,23,407,2482418,20150608
513,2,150,7959390,20150629
514,1,349,3290977,20150630
515,2,193,17885114,20150629
516,2,551,2684259,20150629
517,3,288,15740280,20150628
518,1,354,18075612,20150630
519,1,357,14021030,20150630
520,5,179,8454490,20150626
521,4,657,41292654,20150627
522,2,351,11226508,20150629
523,1,706,4560837,20150630
524,1,573,4710603,20150630
525,1,366,7838918,20150630
526,1,567,7638115,20150630
527,2,492,1616345,20150629
528,1,183,1250246,20150630
529,1,433,47248215,20150630
530,3,204,3711880,20150628
531,2,134,9157600,20150629
532,4,159,24801420,20150627
533,1,415,2579329,20150630
534,4,137,3551560,20150627
535,1,188,35143775,20150630
536,5,273,1546952,20150626
537,1,486,2458334,20150630
538,1,237,10191220,20150630
539,1,299,6164270,20150630
540,1,299,2361087,20150630
541,1,537,3735909,20150630
542,2,218,3599230,20150629
543,1,363,5632851,20150630
544,3,251,18255252,20150628
545,3,119,5736878,20150628
546,11,172,54639940,20150620
547,1,388,22516901,20150630
548,4,363,13883589,20150627
549,4,211,10667470,20150627
550,2,275,15699999,20150629
551,2,564,4211711,20150629
552,2,180,3434749,20150629
553,1,255,12775870,20150630
554,2,210,34415590,20150629
555,2,229,6688595,20150629
556,6,454,3430751,20150625
557,1,586,3574700,20150630
558,2,257,4383280,20150629
559,3,303,17388480,20150628
560,3,129,28905900,20150628
561,1,409,22750818,20150630
562,1,160,90691360,20150630
563,4,651,5596201,20150627
564,6,216,18000366,20150625
565,1,188,21194060,20150630
566,2,162,19617050,20150629
567,4,422,24210381,20150627
568,1,314,2014440,20150630
569,3,242,7177474,20150628
570,4,274,1968847,20150627
571,3,174,20818840,20150628
572,5,222,45856838,20150626
573,1,762,12113188,20150630
574,8,347,8302848,20150623
575,3,261,10843601,20150628
576,1,286,16401548,20150630
577,1,293,12773208,20150630
578,6,621,22462417,20150625
579,5,214,826878,20150626
580,4,331,4557980,20150627
581,1,369,2668150,20150630
582,1,178,3034880,20150630
583,1,255,1231965,20150630
584,1,230,6909580,20150630
585,3,230,49160053,20150628
586,1,180,11553950,20150630
587,3,172,14138970,20150628
588,2,635,24146905,20150629
589,5,184,5237484,20150626
590,2,378,2604979,20150629
591,1,418,1592536,20150630
592,1,325,4398998,20150630
593,2,128,8656420,20150629
594,2,160,64271530,20150629
595,11,110,3406370,20150620
596,3,262,18301720,20150628
597,1,202,7850002,20150630
598,2,270,1809010,20150629
599,1,347,8132354,20150630
600,2,703,8023957,20150629
601,5,170,7150170,20150626
602,5,210,15969658,20150626
603,1,154,15237120,20150630
604,1,148,5289000,20150630
605,2,274,1286675,20150629
606,1,114,5815740,20150630
607,1,341,3838225,20150630
608,2,453,18903443,20150629
609,1,209,1552225,20150630
610,5,257,11714180,20150626
611,1,201,13836089,20150630
612,5,144,5359080,20150626
613,1,461,19993254,20150630
614,1,166,17651470,20150630
615,7,274,9313112,20150624
616,1,362,2393316,20150630
617,3,268,21266702,20150628
618,4,352,7132618,20150627
619,1,678,5223687,20150630
620,3,207,36663160,20150628
621,1,235,1464486,20150630
622,1,177,6442280,20150630
623,2,400,3724363,20150629
624,2,422,2558654,20150629
625,2,250,1998920,20150629
626,5,306,1739601,20150626
627,4,157,9096486,20150627
628,2,850,8121744,20150629
629,1,424,4557373,20150630
630,1,169,6533716,20150630
631,2,197,17952380,20150629
632,8,143,2445434,20150623
633,1,503,31932061,20150630
634,14,214,8636500,20150617
635,1,220,10927716,20150630
636,2,225,2394550,20150629
637,2,438,22674350,20150629
638,4,223,12412955,20150627
639,3,795,14933983,20150628
640,3,209,56243170,20150628
641,1,240,37626860,20150630
642,2,369,16226314,20150629
643,11,170,8038073,20150620
644,3,423,5227491,20150628
645,1,373,64657520,20150630
646,4,683,6188125,20150627
647,2,838,3686665,20150629
648,3,203,9312910,20150628
649,1,209,3859520,20150630
650,3,140,718567,20150628
651,4,154,7502180,20150627
652,3,191,17159950,20150628
653,2,352,3257179,20150629
654,4,325,17458032,20150627
655,2,532,2216991,20150629
656,3,129,22344990,20150628
657,2,232,13154840,20150629
658,2,556,5777888,20150629
659,1,303,1955524,20150630
660,1,604,2895858,20150630
661,1,294,15186667,20150630
662,2,441,3374670,20150629
663,1,303,2323920,20150630
664,5,188,33605410,20150626
665,1,633,6843884,20150630
666,1,441,3176033,20150630
667,1,260,10064252,20150630
668,6,379,2893881,20150625
669,5,218,5777160,20150626
670,4,483,66432963,20150627
671,2,492,2882793,20150629
672,4,142,5253660,20150627
673,5,211,29317030,20150626
674,4,125,18232730,20150627
675,1,435,5832889,20150630
676,5,169,29211410,20150626
677,2,444,9991920,20150629
678,2,416,2953694,20150629
679,2,615,3175818,20150629
680,1,530,4998113,20150630
681,3,123,3779250,20150628
682,1,461,2516256,20150630
683,1,476,3377445,20150630
684,1,271,3967680,20150630
685,4,693,3512760,20150627
686,1,207,3954508,20150630
687,2,225,8675340,20150629
688,1,217,2348431,20150630
689,2,157,33680650,20150629
690,1,353,32673754,20150630
691,1,225,15935064,20150630
692,1,422,4523993,20150630
693,3,389,34398190,20150628
694,5,313,11526880,20150626
695,2,126,9206960,20150629
696,1,112,1185850,20150630
697,1,122,10345280,20150630
698,3,163,23594630,20150628
699,1,494,2274727,20150630
700,1,530,2414074,20150630
701,3,694,45309118,20150628
702,1,271,2432752,20150630
703,1,147,7721610,20150630
704,4,276,10212424,20150627
705,2,472,3326811,20150629
706,2,238,2801205,20150629
707,8,254,12618670,20150623
708,1,360,37424256,20150630
709,2,451,12109330,20150629
710,1,435,5447379,20150630
711,1,153,15867090,20150630
712,5,349,13476936,20150626
713,1,191,26553472,20150630
714,2,204,3451903,20150629
715,4,165,24968110,20150627
716,2,487,6544975,20150629
717,3,94,11378310,20150628
718,1,179,14679930,20150630
719,1,577,3579993,20150630
720,1,464,5826322,20150630
721,2,373,2796211,20150629
722,2,365,5029907,20150629
723,4,305,3221889,20150627
724,1,230,1779635,20150630
725,1,640,3396635,20150630
726,1,163,9206208,20150630
727,1,300,12787906,20150630
728,5,205,44176238,20150626
729,1,235,7957476,20150630
730,1,745,28275188,20150630
731,2,375,5031493,20150629
732,2,193,23377580,20150629
733,4,541,17856831,20150627
734,1,322,2568552,20150630
735,1,219,19934461,20150630
736,2,188,13606625,20150629
737,1,489,4363030,20150630
738,2,300,4083036,20150629
739,2,200,2782270,20150629
740,2,546,3217469,20150629
741,1,429,3660738,20150630
742,2,312,17160927,20150629
743,2,305,4696852,20150629
744,1,414,5138135,20150630
745,1,321,6118678,20150630
746,1,190,14555855,20150630
747,1,399,44065932,20150630
748,2,284,50401530,20150629
749,2,684,6472125,20150629
750,4,207,3097135,20150627
751,2,360,1369986,20150629
752,2,111,9877330,20150629
753,1,434,2814115,20150630
754,3,115,8299774,20150628
755,1,652,12354984,20150630
756,2,394,6656395,20150629
757,12,192,21751220,20150619
758,1,307,38201243,20150630
759,1,540,9316987,20150630
760,1,506,3540660,20150630
761,6,602,6220961,20150625
762,1,694,2908343,20150630
763,1,218,3785890,20150630
764,2,390,6575542,20150629
765,8,148,17302390,20150623
766,2,722,7845294,20150629
767,1,323,5063140,20150630
768,7,184,3536150,20150624
769,1,547,10234652,20150630
770,1,196,15030128,20150630
771,2,184,8662432,20150629
772,2,187,14702000,20150629
773,3,285,3691126,20150628
774,3,232,3988222,20150628
775,2,329,6356626,20150629
776,2,668,8817824,20150629
777,5,229,4516646,20150626
778,4,748,5067184,20150627
779,3,797,13981443,20150628
780,1,712,23514320,20150630
781,1,277,24085750,20150630
782,2,350,2431040,20150629
783,6,149,12991410,20150625
784,3,159,13677560,20150628
785,12,215,13731520,20150619
786,2,121,12537690,20150629
787,2,206,6141450,20150629
788,22,579,6949683,20150609
789,4,139,18427600,20150627
790,5,274,2327107,20150626
791,1,566,9867084,20150630
792,3,146,31505380,20150628
793,2,453,2493127,20150629
794,8,122,19333190,20150623
795,1,393,17969677,20150630
796,2,727,13957538,20150629
797,5,457,34176709,20150626
798,1,270,836110,20150630
799,6,261,4175943,20150625
800,4,284,14012291,20150627
801,2,263,11172214,20150629
802,1,264,7703224,20150630
803,1,104,4843820,20150630
804,1,261,2106625,20150630
805,2,476,1660803,20150629
806,11,174,6074940,20150620
807,2,227,9499641,20150629
808,1,471,12298676,20150630
809,1,701,7378501,20150630
810,1,182,40649048,20150630
811,2,312,38291951,20150629
812,2,189,14758490,20150629
813,1,812,3421869,20150630
814,1,217,23870500,20150630
815,10,121,3073250,20150621
816,2,397,20403977,20150629
817,1,186,33199160,20150630
818,3,512,11944409,20150628
819,1,163,20963577,20150630
820,2,462,2587316,20150629
821,2,652,3027127,20150629
822,2,310,2797247,20150629
823,4,361,42431458,20150627
824,1,514,8158466,20150630
825,1,267,12795580,20150630
826,1,208,1505300,20150630
827,1,247,7252043,20150630
828,2,147,10903470,20150629
829,1,294,1986512,20150630
830,2,480,3788450,20150629
831,1,407,1693999,20150630
832,4,240,23141010,20150627
833,3,454,4739407,20150628
834,1,352,3924882,20150630
835,2,637,24351305,20150629
836,1,349,1409371,20150630
837,2,415,1968035,20150629
838,1,303,15376839,20150630
839,2,767,8652733,20150629
840,2,97,129795770,20150629
841,3,170,82037116,20150628
842,2,230,24105645,20150629
843,1,436,2274394,20150630
844,2,230,13994773,20150629
845,4,226,14722380,20150627
846,1,286,17390410,20150630
847,2,240,17617658,20150629
848,1,148,17393500,20150630
849,1,465,3406764,20150630
850,1,470,14614260,20150630
851,2,180,1183716,20150629
852,1,399,7664687,20150630
853,4,158,3554860,20150627
854,2,537,4433470,20150629
855,4,284,5759180,20150627
856,1,278,27434624,20150630
857,4,171,17595310,20150627
858,2,210,17483874,20150629
859,1,399,12502701,20150630
860,1,655,3837370,20150630
861,5,203,47741030,20150626
862,2,477,2723935,20150629
863,1,198,154891882,20150630
864,2,531,6642017,20150629
865,2,310,27506430,20150629
866,1,137,7323500,20150630
867,1,462,9784256,20150630
868,3,202,5076900,20150628
869,3,181,2855276,20150628
870,1,174,12214281,20150630
871,6,433,3126257,20150625
872,4,236,1323970,20150627
873,1,382,33163681,20150630
874,1,367,19467215,20150630
875,2,568,17956310,20150629
876,1,587,3965900,20150630
877,12,555,3941832,20150619
878,1,445,22022548,20150630
879,1,822,16057228,20150630
880,2,434,2675870,20150629
881,1,405,4334892,20150630
882,1,339,37378281,20150630
883,3,162,16988850,20150628
884,2,263,21867845,20150629
885,1,221,5694600,20150630
886,4,299,43851958,20150627
887,2,322,14394326,20150629
888,4,435,9499066,20150627
889,1,475,3692034,20150630
890,3,212,24635560,20150628
891,2,1317,11978373,20150629
892,3,338,1331071,20150628
893,2,385,6628365,20150629
894,4,219,20341170,20150627
895,2,239,4779094,20150629
896,2,318,1314519,20150629
897,1,310,57954980,20150630
898,1,470,4524154,20150630
899,1,207,16921969,20150630
900,2,565,3684098,20150629
901,2,401,1388088,20150629
902,6,360,2765402,20150625
903,1,762,9449966,20150630
904,4,141,7936090,20150627
906,1,397,3281346,20150630
907,3,291,7184620,20150628
908,7,90,772099,20150624
909,2,656,3318094,20150629
910,7,264,2203365,20150624
911,1,364,33856828,20150630
912,1,171,8923326,20150630
913,3,298,12361900,20150628
914,2,402,11114440,20150629
915,2,238,20180059,20150629
916,1,188,21411710,20150630
917,2,453,1910897,20150629
918,1,290,17783342,20150630
919,2,166,11007950,20150629
920,2,387,5871842,20150629
921,2,161,1583364,20150629
922,1,684,4209691,20150630
923,4,187,11779263,20150627
924,2,186,38575020,20150629
925,3,245,12269780,20150628
926,4,432,3366974,20150627
927,2,262,41795131,20150629
928,1,776,28733684,20150630
929,3,225,15889870,20150628
930,2,284,2526969,20150629
931,4,114,8375414,20150627
932,1,207,2113128,20150630
933,3,589,3102539,20150628
934,4,588,36213575,20150627
935,11,192,10088405,20150620
936,1,273,46652150,20150630
937,5,276,18668479,20150626
938,1,284,2565200,20150630
939,1,145,24601639,20150630
940,2,412,4135927,20150629
941,2,189,24147146,20150629
942,1,444,4800323,20150630
943,2,1027,13610868,20150629
944,2,491,17148893,20150629
945,1,331,3475767,20150630
946,1,187,33620040,20150630
947,1,335,203632125,20150630
948,2,159,2719620,20150629
949,2,302,27402504,20150629
950,1,135,2170141,20150630
951,1,427,6310700,20150630
952,4,172,19334680,20150627
953,5,197,28187960,20150626
954,3,166,14002241,20150628
955,2,710,76961794,20150629
956,6,353,1789235,20150625
957,1,306,23387096,20150630
958,5,155,12149410,20150626
959,2,161,9182905,20150629
960,44,275,3787221,20150518
961,18,322,2318947,20150613
962,4,112,23387250,20150627
963,3,276,14269581,20150628
964,2,545,4081433,20150629
965,1,393,25075069,20150630
966,4,141,7625280,20150627
967,2,186,2496787,20150629
968,1,330,4264008,20150630
969,1,443,4373686,20150630
970,8,137,693160,20150623
971,4,517,11136443,20150627
972,2,131,6656316,20150629
973,2,318,17249457,20150629
974,1,172,19277150,20150630
975,1,567,8867735,20150630
976,2,580,2347122,20150629
977,8,210,57174599,20150623
978,2,105,17254010,20150629
979,2,397,2378671,20150629
980,1,610,11733166,20150630
981,1,349,3628201,20150630
982,4,283,47396620,20150627
983,2,503,6142473,20150629
984,2,288,5058090,20150629
986,1,504,20067695,20150630
987,1,244,744380,20150630
988,16,272,2753445,20150615
989,1,365,36226150,20150630
990,3,124,22757420,20150628
991,1,428,18174802,20150630
992,2,443,24427908,20150629
993,5,214,27595302,20150626
994,8,406,31822169,20150623
995,1,512,6960824,20150630
996,1,171,19765407,20150630
997,3,432,57321643,20150628
998,1,363,14902192,20150630
999,1,165,18807138,20150630
1000,1,843,3466738,20150630
1001,9,169,7671570,20150622
1002,1,360,29551763,20150630
