CUSTNO,D-Recency,Frequancy,Monetary,Recency
357,1,372,2832119,20150930
358,2,195,17361430,20150929
359,2,432,6622080,20150929
360,2,796,11251820,20150929
361,5,356,24015419,20150926
362,5,529,6928444,20150926
363,1,199,27920330,20150930
364,1,363,3757368,20150930
365,2,341,9210951,20150929
366,2,172,2141360,20150929
367,1,422,23372141,20150930
368,4,525,17395004,20150927
369,6,150,15445300,20150925
370,1,489,3458025,20150930
371,2,533,5074349,20150929
372,1,500,3033424,20150930
373,5,359,36322876,20150926
374,1,184,12201944,20150930
375,3,206,34241350,20150928
376,1,403,1370597,20150930
377,2,314,18006840,20150929
378,6,198,15959166,20150925
379,3,208,7046860,20150928
380,5,393,1419963,20150926
381,7,170,6479940,20150924
382,1,227,26536864,20150930
383,17,160,14781200,20150914
384,2,626,3587387,20150929
385,1,388,1967900,20150930
386,1,192,7218600,20150930
387,2,449,28192103,20150929
388,9,166,27358488,20150922
389,1,1005,4500734,20150930
390,1,394,2862908,20150930
391,3,283,21200466,20150928
392,3,260,3349082,20150928
393,2,170,30282800,20150929
394,1,560,4049591,20150930
395,2,564,4753704,20150929
396,1,302,2882666,20150930
397,1,576,5221263,20150930
398,6,223,49843301,20150925
399,7,132,41156410,20150924
400,10,323,29573200,20150921
401,1,141,13958630,20150930
402,5,190,5559624,20150926
403,8,344,2254106,20150923
404,1,309,14234023,20150930
405,9,117,3687512,20150922
406,1,498,2670296,20150930
407,2,120,23106630,20150929
408,6,171,248316570,20150925
409,2,168,13895800,20150929
410,5,221,2290853,20150926
411,2,344,12133710,20150929
412,1,432,8762806,20150930
413,1,396,26876197,20150930
414,1,180,18165330,20150930
415,5,764,3034287,20150926
416,1,195,21736940,20150930
417,6,89,6410260,20150925
418,1,539,4528070,20150930
419,7,112,5166110,20150924
420,2,274,7628042,20150929
421,1,1124,22187344,20150930
422,3,125,4569758,20150928
423,1,278,9031585,20150930
424,1,453,1071300,20150930
425,1,396,5319638,20150930
426,1,214,13930120,20150930
427,3,179,4722820,20150928
428,6,420,28748130,20150925
429,8,259,7656832,20150923
430,1,196,18382620,20150930
431,2,220,5457780,20150929
432,2,205,6605950,20150929
433,3,234,40367890,20150928
434,1,675,13258218,20150930
435,2,203,5761590,20150929
436,1,267,13101587,20150930
437,1,578,2364900,20150930
438,2,187,11666516,20150929
439,1,746,3158277,20150930
440,5,134,7520930,20150926
441,2,237,25306908,20150929
442,1,1156,9599406,20150930
443,11,159,26791370,20150920
444,1,417,38795770,20150930
445,1,180,2242475,20150930
446,2,624,6024888,20150929
447,6,217,17259930,20150925
448,1,124,8738390,20150930
449,1,514,16706191,20150930
450,1,254,16955967,20150930
451,1,481,7136533,20150930
452,1,1064,5434804,20150930
453,3,275,10161380,20150928
454,1,311,4224390,20150930
455,6,186,30828404,20150925
456,1,949,23923514,20150930
457,2,1562,34567756,20150929
458,1,411,3459646,20150930
459,6,410,7413720,20150925
461,6,302,3117980,20150925
462,3,337,18821760,20150928
463,6,212,12263680,20150925
464,7,490,6254375,20150924
465,1,450,4531691,20150930
466,6,208,51379432,20150925
467,1,415,4745203,20150930
468,1,543,13432407,20150930
469,1,267,4783490,20150930
470,1,499,2216560,20150930
471,1,149,27656210,20150930
472,5,432,2438616,20150926
473,1,416,3146864,20150930
474,1,588,22735805,20150930
475,1,346,5893356,20150930
476,6,822,4372629,20150925
477,1,145,51110420,20150930
478,7,199,46062920,20150924
479,1,434,2650948,20150930
480,2,262,29881526,20150929
481,2,203,14900417,20150929
482,1,364,3190001,20150930
483,2,164,1469960,20150929
484,6,165,11428790,20150925
485,1,212,34996930,20150930
486,3,231,22495940,20150928
487,1,560,3958779,20150930
488,5,716,3179077,20150926
489,2,483,16931699,20150929
490,7,285,8136720,20150924
491,1,392,3406430,20150930
492,1,142,7662440,20150930
493,3,538,3393462,20150928
494,1,261,10377642,20150930
495,1,368,1693574,20150930
496,1,412,5844380,20150930
497,2,576,3336371,20150929
498,1,489,3592447,20150930
499,1,315,2129652,20150930
500,2,561,4995204,20150929
501,7,137,25343520,20150924
502,1,640,14555457,20150930
503,1,969,26253771,20150930
504,5,238,19421160,20150926
505,3,567,44483656,20150928
506,2,339,5818985,20150929
507,3,213,7318040,20150928
508,10,204,19992876,20150921
509,6,207,9063140,20150925
510,6,262,13364992,20150925
511,1,281,2210012,20150930
512,5,429,2205892,20150926
513,7,168,22688640,20150924
514,2,376,6834795,20150929
515,3,238,17499130,20150928
516,1,523,2215752,20150930
517,1,209,12273520,20150930
518,1,341,19495661,20150930
519,1,330,10572477,20150930
520,3,172,7458670,20150928
521,2,646,35600162,20150929
522,13,325,6393360,20150918
523,6,709,4497377,20150925
524,1,560,3479453,20150930
525,6,344,7154524,20150925
526,3,611,14412297,20150928
527,2,602,1771256,20150929
528,2,171,1288564,20150929
529,1,510,34625238,20150930
530,3,237,4142650,20150928
531,2,184,9892760,20150929
532,7,177,27776820,20150924
533,3,455,2663938,20150928
534,1,185,5764780,20150930
535,1,229,53929675,20150930
536,1,283,1831533,20150930
537,1,531,2360103,20150930
538,1,216,11527120,20150930
539,2,361,7993976,20150929
540,1,365,3200566,20150930
541,2,676,4781011,20150929
542,8,213,3622340,20150923
543,6,314,5398503,20150925
544,1,260,16049272,20150930
545,1,119,16447460,20150930
546,6,178,55413240,20150925
547,2,394,26592089,20150929
548,3,311,8262590,20150928
549,2,178,7984140,20150929
550,1,367,13508850,20150930
551,1,566,3956052,20150930
552,1,216,4239520,20150930
553,8,235,7179690,20150923
554,6,167,18117280,20150925
555,1,325,6340721,20150930
556,5,412,2823535,20150926
557,1,477,3028865,20150930
558,2,285,4337800,20150929
559,6,270,13131760,20150925
560,2,150,33545290,20150929
561,1,428,25430352,20150930
562,9,148,63297620,20150922
563,1,708,5098712,20150930
564,7,163,12365712,20150924
565,1,175,21699380,20150930
566,1,194,25390880,20150930
567,7,431,7718489,20150924
568,1,318,2085013,20150930
569,1,248,7273600,20150930
570,1,218,1542577,20150930
571,2,211,9222520,20150929
572,9,250,23619922,20150922
573,2,643,11808717,20150929
574,1,353,6324660,20150930
575,8,254,7729015,20150923
576,8,290,24960874,20150923
577,3,292,13405146,20150928
578,1,531,19643383,20150930
579,1,154,622170,20150930
580,2,313,3720816,20150929
581,2,377,2768586,20150929
582,1,163,2242430,20150930
583,1,231,1040220,20150930
584,2,251,5162990,20150929
585,2,294,47874058,20150929
586,2,217,15090490,20150929
587,1,229,20518020,20150930
588,2,719,11233672,20150929
589,6,216,4850924,20150925
590,1,374,2682322,20150930
591,2,439,1643477,20150929
592,5,258,4665606,20150926
593,1,141,12908530,20150930
594,11,136,55826180,20150920
595,2,135,5258120,20150929
596,6,221,12865860,20150925
597,2,212,8337742,20150929
598,1,305,2546220,20150930
599,1,347,12890329,20150930
600,1,722,7489892,20150930
601,1,189,7302700,20150930
602,2,215,19589320,20150929
603,7,156,3987427,20150924
604,1,174,4531420,20150930
605,5,268,1347025,20150926
606,2,123,4808497,20150929
607,2,379,5321906,20150929
608,1,514,41521496,20150930
609,2,256,1989273,20150929
610,7,127,7546880,20150924
611,3,223,13942982,20150928
612,1,80,6189270,20150930
613,5,484,21380383,20150926
614,3,177,19847590,20150928
615,1,225,7120501,20150930
616,1,350,2240642,20150930
617,1,382,23198506,20150930
618,2,300,5238098,20150929
619,29,587,3868968,20150902
620,6,159,22754200,20150925
621,1,266,1679765,20150930
622,1,224,7298320,20150930
623,2,500,3302225,20150929
624,2,407,2409120,20150929
625,1,266,2052830,20150930
626,2,359,2102606,20150929
627,7,152,9312893,20150924
628,1,824,6548309,20150930
629,1,575,5894906,20150930
630,8,124,5141860,20150923
631,13,191,13751430,20150918
632,6,191,8964394,20150925
633,1,565,39690490,20150930
634,1,165,7578360,20150930
635,2,173,14403010,20150929
636,3,270,3090060,20150928
637,1,503,21323100,20150930
638,1,201,10152898,20150930
639,1,703,10994879,20150930
640,1,285,52994186,20150930
641,2,240,43529041,20150929
642,1,353,13893600,20150930
643,19,145,9642400,20150912
644,3,386,3637716,20150928
645,1,391,42500115,20150930
646,5,604,6064834,20150926
647,6,859,3606829,20150925
648,43,205,8386078,20150819
649,3,236,3931570,20150928
650,3,228,1521663,20150928
651,13,152,6764740,20150918
652,1,202,22958716,20150930
653,1,388,3446551,20150930
654,1,332,14588634,20150930
655,1,544,2198178,20150930
656,6,140,44830520,20150925
657,3,237,14736350,20150928
658,5,368,4860388,20150926
659,1,342,2132843,20150930
660,5,709,3017935,20150926
661,1,247,7265053,20150930
662,3,394,3206273,20150928
663,1,359,2692739,20150930
664,2,255,28536530,20150929
665,1,558,7668146,20150930
666,1,398,3636295,20150930
667,18,266,11951420,20150913
668,3,189,1009821,20150928
669,6,213,5551620,20150925
670,6,367,47800512,20150925
671,6,498,2629367,20150925
672,3,172,5629200,20150928
673,7,191,18945230,20150924
674,1,115,9632740,20150930
675,2,474,6653295,20150929
676,12,232,36024390,20150919
677,1,423,9556602,20150930
678,2,424,2857656,20150929
679,1,707,3350046,20150930
680,5,570,5771483,20150926
681,7,136,5451510,20150924
682,3,549,3022784,20150928
683,1,356,2788988,20150930
684,5,272,3170090,20150926
685,1,735,4070011,20150930
686,1,261,5337718,20150930
687,17,211,6825892,20150914
688,1,248,2066413,20150930
689,16,124,5866330,20150915
690,1,351,20865202,20150930
691,7,234,15951720,20150924
692,1,484,4736015,20150930
693,1,324,33657556,20150930
694,2,364,36630013,20150929
695,2,151,10462390,20150929
696,2,134,2622050,20150929
697,3,166,10170000,20150928
698,6,180,21972470,20150925
699,1,443,1750327,20150930
700,3,581,2292667,20150928
701,3,657,58548766,20150928
702,1,293,2598712,20150930
703,6,168,8561500,20150925
704,2,277,35946592,20150929
705,2,476,3480292,20150929
706,2,257,2736363,20150929
707,6,183,10659120,20150925
708,3,389,48741349,20150928
709,1,486,12038642,20150930
710,5,408,5129653,20150926
711,6,161,14454060,20150925
712,2,366,17124140,20150929
713,10,262,22174865,20150921
714,1,212,2564575,20150930
715,1,171,30545580,20150930
716,2,575,11757904,20150929
717,2,184,16904170,20150929
718,6,168,8001590,20150925
719,1,545,3324904,20150930
720,5,478,5809793,20150926
721,1,426,2573697,20150930
722,5,433,3991310,20150926
723,2,274,3162016,20150929
724,2,264,1918174,20150929
725,1,625,3097218,20150930
726,5,172,10328884,20150926
727,9,279,12065048,20150922
728,5,252,25447797,20150926
729,6,256,9294426,20150925
730,5,753,20135598,20150926
731,1,374,4994224,20150930
732,2,226,16177217,20150929
733,1,556,11830725,20150930
734,1,436,3211593,20150930
735,6,229,19418747,20150925
736,2,195,10693740,20150929
737,2,524,4418885,20150929
738,3,278,6531999,20150928
739,3,275,3538257,20150928
740,3,541,3126636,20150928
741,2,444,3765381,20150929
742,13,274,18252757,20150918
743,3,387,5399538,20150928
744,1,413,4259788,20150930
745,5,346,10561587,20150926
746,5,151,10371890,20150926
747,10,479,40743450,20150921
748,1,285,40397420,20150930
749,9,560,4188235,20150922
750,1,189,3280883,20150930
751,2,397,1603424,20150929
752,3,173,12650380,20150928
753,1,450,2981559,20150930
754,1,132,6770870,20150930
755,3,724,16440521,20150928
756,1,369,6561990,20150930
757,3,204,50876670,20150928
758,3,362,36948963,20150928
759,2,453,7360753,20150929
760,1,477,3038870,20150930
761,1,634,6145707,20150930
762,1,631,2653192,20150930
763,2,224,4938456,20150929
764,3,337,6281724,20150928
765,2,176,27994620,20150929
766,1,699,7113106,20150930
767,5,307,5325803,20150926
768,2,181,3322790,20150929
769,3,551,9749908,20150928
770,3,282,17262429,20150928
771,2,193,7780038,20150929
772,6,187,12987400,20150925
773,3,228,2731136,20150928
774,1,333,4085973,20150930
775,9,440,9757213,20150922
776,1,684,9712794,20150930
777,1,269,3526981,20150930
778,2,779,5498904,20150929
779,2,937,21103015,20150929
780,8,656,18712497,20150923
781,2,252,20449480,20150929
782,5,302,1823868,20150926
783,8,136,14311920,20150923
784,3,245,17842324,20150928
785,6,182,11852530,20150925
786,6,168,15033860,20150925
787,1,216,7504823,20150930
788,3,506,4513536,20150928
789,2,124,10715410,20150929
790,3,224,1725405,20150928
791,1,529,5685182,20150930
792,1,139,29113435,20150930
793,5,367,1844497,20150926
794,6,146,25895950,20150925
795,6,403,15847860,20150925
796,1,759,14328948,20150930
797,1,483,18477471,20150930
798,8,235,782048,20150923
799,2,261,6834426,20150929
800,1,317,12468085,20150930
801,8,290,14308861,20150923
802,1,304,4688569,20150930
803,2,94,4631290,20150929
804,1,272,2201480,20150930
805,1,444,1659317,20150930
806,1,179,28912460,20150930
807,8,223,8611434,20150923
808,8,488,15193870,20150923
809,1,727,7664178,20150930
810,5,188,35493720,20150926
811,1,300,23430466,20150930
812,11,209,14935590,20150920
813,2,732,2649448,20150929
814,6,244,27709650,20150925
815,39,107,2750730,20150823
816,1,458,18649934,20150930
817,1,170,24178260,20150930
818,3,469,10412074,20150928
819,2,170,27922437,20150929
820,1,423,3117552,20150930
821,2,718,3288600,20150929
822,1,374,3067438,20150930
823,2,424,33841868,20150929
824,2,635,8374111,20150929
825,8,156,21515030,20150923
826,7,278,2078000,20150924
827,2,241,9603586,20150929
828,8,153,6946460,20150923
829,1,417,3766801,20150930
830,3,490,4274210,20150928
831,6,461,2035852,20150925
832,6,293,26967902,20150925
833,1,418,4351506,20150930
834,2,524,5653272,20150929
835,3,677,23329610,20150928
836,1,355,1489375,20150930
837,2,428,1999175,20150929
838,1,401,16515102,20150930
839,1,750,8326474,20150930
840,2,125,94856360,20150929
841,2,188,70167146,20150929
842,1,258,28803314,20150930
843,3,539,3120344,20150928
844,1,277,16782433,20150930
845,1,256,18943710,20150930
846,5,267,11647550,20150926
847,6,247,10600658,20150925
848,6,177,19791870,20150925
849,1,457,3469312,20150930
850,3,442,12306248,20150928
851,9,122,833052,20150922
852,6,383,7328820,20150925
853,2,138,3275270,20150929
854,2,520,5202301,20150929
855,1,281,11339340,20150930
856,11,283,21600254,20150920
857,2,177,19804880,20150929
858,1,332,30704296,20150930
859,3,471,23143732,20150928
860,2,705,4128054,20150929
861,3,239,60592610,20150928
862,1,408,2478590,20150930
863,5,222,91670088,20150926
864,3,513,5380073,20150928
865,6,309,26875620,20150925
866,1,204,12073300,20150930
867,3,526,10590746,20150928
868,2,188,4426600,20150929
869,1,242,4229762,20150930
870,6,140,7921701,20150925
871,2,414,3219472,20150929
872,8,231,1335800,20150923
873,1,400,28754480,20150930
874,1,418,12263465,20150930
875,2,398,11471515,20150929
876,1,592,4013187,20150930
877,1,502,3467719,20150930
878,6,386,22477420,20150925
879,1,865,16358790,20150930
880,3,502,3171462,20150928
881,1,371,3009108,20150930
882,6,395,46249121,20150925
883,8,127,11243040,20150923
884,1,306,18491014,20150930
885,7,260,7517150,20150924
886,1,267,55269448,20150930
887,6,359,15348974,20150925
888,2,630,12930584,20150929
889,3,581,5075622,20150928
890,1,176,21770310,20150930
891,6,1526,16198579,20150925
892,1,343,1249343,20150930
893,1,454,7745622,20150930
894,2,256,17349498,20150929
895,12,205,5795829,20150919
896,8,277,1255627,20150923
897,2,370,61263100,20150929
898,1,498,5271182,20150930
899,2,293,26268942,20150929
900,2,541,3743899,20150929
901,1,433,4112419,20150930
902,1,382,2342269,20150930
903,1,877,12191076,20150930
904,3,164,7145390,20150928
906,3,416,4150282,20150928
907,3,291,7980080,20150928
908,2,116,742444,20150929
909,1,736,3608026,20150930
910,1,273,2212254,20150930
911,2,360,36245593,20150929
912,6,136,5778166,20150925
913,1,335,7603740,20150930
914,5,414,16278851,20150926
915,2,357,73190537,20150929
916,1,202,26621580,20150930
917,1,521,3243665,20150930
918,6,312,22074212,20150925
919,1,181,26270890,20150930
920,1,394,9497570,20150930
921,1,174,1569479,20150930
922,3,639,3820938,20150928
923,3,178,7780153,20150928
924,3,147,16769830,20150928
925,6,287,22560380,20150925
926,1,466,4227207,20150930
927,1,270,38813437,20150930
928,1,835,25854344,20150930
929,1,243,15491500,20150930
930,5,373,3027365,20150926
931,1,110,15105840,20150930
932,1,232,2117999,20150930
933,1,647,4117710,20150930
934,1,587,38565350,20150930
935,7,136,4953270,20150924
936,3,266,51114250,20150928
937,1,258,21309750,20150930
938,1,320,2842729,20150930
939,2,176,27558880,20150929
940,1,356,3168754,20150930
941,5,154,14061950,20150926
942,2,408,4600552,20150929
943,1,1002,16761827,20150930
944,1,492,14996751,20150930
945,1,304,3669774,20150930
946,2,201,32290310,20150929
947,2,270,86334806,20150929
948,1,186,9067293,20150930
949,1,370,26365656,20150930
950,2,191,3539330,20150929
951,1,409,6682740,20150930
952,6,162,15104770,20150925
953,14,191,30509050,20150917
954,2,181,12061523,20150929
955,1,744,67525594,20150930
956,1,459,2464219,20150930
957,2,349,41214394,20150929
958,6,192,14862430,20150925
959,19,150,17548531,20150912
960,24,45,1077010,20150907
961,5,317,2456980,20150926
962,2,124,18956080,20150929
963,2,395,14891754,20150929
964,5,515,4033789,20150926
965,5,430,18273115,20150926
966,3,104,8314850,20150928
967,2,219,1094906,20150929
968,6,339,4379929,20150925
969,1,357,3193190,20150930
970,11,89,547750,20150920
971,1,547,12191459,20150930
972,2,166,13364100,20150929
973,6,318,15917610,20150925
974,9,199,19676070,20150922
975,1,576,5444455,20150930
976,1,499,2096281,20150930
977,2,258,46465436,20150929
978,2,170,19291320,20150929
979,1,402,2267243,20150930
980,5,723,13626920,20150926
981,1,331,4239232,20150930
982,6,369,70944163,20150925
983,1,596,5733355,20150930
984,1,288,4064670,20150930
986,1,594,38584542,20150930
987,1,320,831961,20150930
988,5,129,1369461,20150926
989,10,267,21037180,20150921
990,11,167,12511814,20150920
991,2,343,17378777,20150929
992,1,461,23307712,20150930
993,6,200,36511454,20150925
994,1,376,31370264,20150930
995,2,498,5406618,20150929
996,6,147,20660481,20150925
997,2,323,23171884,20150929
998,2,321,16355274,20150929
999,9,247,35279808,20150922
1000,6,831,3688851,20150925
1001,5,156,6939845,20150926
1002,2,350,82103649,20150929
