CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,침구_주방_저가_clust_id
333,0,-1,0,2,-2,1,4
334,-2,0,1,0,0,0,2
335,0,-3,3,-2,-1,3,3
336,1,0,1,0,-1,0,0
337,0,0,-1,-1,1,2,1
338,0,-1,3,-2,0,1,3
339,0,-1,1,0,0,-1,0
340,1,-2,3,-3,1,0,3
341,1,0,-2,0,1,-1,1
342,1,0,0,-1,0,0,1
343,2,-2,2,1,-3,2,0
344,1,2,-3,3,-1,0,4
345,-1,0,-2,1,0,2,1
346,0,0,-2,3,-1,1,4
347,0,-2,2,0,-1,0,0
348,0,-1,0,1,-2,1,0
349,3,-3,3,-3,3,-3,3
350,-1,1,-2,3,0,-2,5
351,-2,2,0,-2,0,0,2
352,-3,1,2,-2,0,0,2
353,-1,-2,3,-2,0,1,3
354,-1,0,0,2,-2,1,4
355,0,0,-3,0,2,0,1
356,2,0,-3,1,1,-1,1
357,-2,1,0,0,-1,1,5
358,-3,3,-2,1,0,0,5
359,1,0,0,-2,1,0,3
360,1,-1,-1,3,-1,-2,4
361,1,1,-1,1,1,-1,1
362,0,1,1,-1,0,-2,2
363,1,-2,3,-2,-1,0,3
364,-1,-2,2,-1,0,1,3
365,0,0,-1,2,-2,2,4
366,-2,1,-1,1,0,0,5
367,0,3,-3,2,-1,0,5
368,-1,-2,2,-1,2,-2,3
369,-1,2,0,0,-2,2,5
370,0,1,-1,2,-2,1,4
371,1,0,-1,1,-1,0,4
372,-3,2,-1,1,0,-2,5
373,-3,3,-1,0,-2,2,5
374,-2,2,0,-1,0,0,2
375,-1,1,2,-2,-1,2,2
376,0,-1,1,-1,1,-1,3
377,-1,1,-1,0,1,-1,1
378,-1,1,-1,1,-1,2,5
379,0,-1,2,-2,1,0,3
380,-3,2,-1,1,-1,1,5
381,0,-2,1,-1,0,0,3
382,-1,2,-2,3,-3,3,5
383,-1,1,-1,1,-1,1,5
384,-1,2,-1,0,-1,-1,5
385,-1,-2,1,1,0,0,0
386,3,-3,0,3,-1,1,0
387,0,-1,0,0,2,-2,1
388,-2,3,-2,0,-1,3,5
389,0,0,2,-2,0,1,3
390,-1,1,-1,1,-1,1,5
391,-2,-1,0,3,0,-1,4
392,1,2,-3,3,0,-1,4
393,-2,3,-1,1,-3,2,5
394,-2,2,0,0,-1,1,5
395,0,1,1,-3,3,-3,2
396,-3,3,-3,2,-2,3,5
397,1,0,-1,0,2,-2,1
398,0,1,-2,3,-1,-2,4
399,0,1,0,0,-1,0,1
400,0,3,-3,2,0,0,5
401,0,3,0,-3,1,1,2
402,2,0,1,-3,1,2,3
403,0,1,0,-1,1,-1,2
404,-1,0,1,0,0,0,2
405,-1,-1,1,1,-1,1,0
406,-1,1,-1,1,0,0,5
407,-1,2,-3,3,-2,2,5
408,-1,0,-2,3,-2,-1,4
409,1,1,-1,1,-2,3,4
410,2,-2,1,-1,1,-1,3
411,1,1,-1,1,0,-2,1
412,0,1,-1,1,-2,2,4
413,2,-3,3,-2,2,-3,3
414,0,2,-3,3,-3,3,4
415,0,-2,3,-2,1,-2,3
416,1,0,-1,1,2,-2,1
417,0,3,-2,0,-1,3,5
418,0,0,-1,0,2,-3,1
419,-2,0,0,-1,1,2,2
420,-1,-1,0,2,-3,2,4
421,-1,0,1,0,0,-1,2
422,-3,1,-1,3,-3,1,5
423,1,-1,-1,2,1,-2,1
424,-1,0,0,2,-2,0,4
425,-3,2,-1,2,-1,-1,5
426,-2,0,1,-1,1,-1,2
427,3,-2,2,-3,2,0,3
428,2,0,-2,3,-3,3,4
429,-3,0,3,-1,-2,3,2
430,0,2,-3,2,1,0,5
431,2,-1,-1,1,0,0,1
432,-3,2,-1,0,-1,2,5
433,0,1,-2,3,-3,1,4
434,2,-3,1,1,0,0,0
435,-1,0,3,0,-3,1,0
436,-2,1,-1,0,0,2,5
437,3,-2,1,1,-3,2,0
438,0,-2,1,0,1,-1,3
439,-2,-1,3,-2,1,-1,2
440,0,1,-1,-1,2,1,1
441,-3,0,2,0,1,-3,2
442,0,1,-1,1,-1,1,4
443,-2,1,-1,-1,3,-3,2
444,2,-3,2,1,-1,0,0
445,-3,2,-1,1,0,0,5
446,2,0,0,0,0,-1,1
447,1,-2,3,0,0,-3,3
448,-2,-1,2,-2,3,-2,2
449,1,-1,-2,3,-2,2,4
450,-2,0,1,-1,0,2,2
451,0,-1,-1,3,-2,1,4
452,0,-2,0,1,0,-1,0
453,-3,2,-2,2,1,-1,5
454,1,0,-1,0,1,-1,1
455,1,1,-1,2,-2,0,4
456,-1,2,-2,1,1,-1,5
457,0,1,-1,1,-2,2,4
458,0,1,-1,1,0,-1,1
459,2,-2,0,1,-1,1,0
461,-1,-1,-1,3,-2,0,4
462,2,-1,-2,3,-2,-1,4
463,2,-2,0,0,2,-2,3
464,-1,-1,2,1,-2,0,0
465,-2,3,-1,-1,1,0,2
466,0,-3,2,0,0,-1,0
467,0,2,0,-1,2,-2,2
468,-1,0,1,0,-1,1,0
469,-3,1,-1,3,-3,1,5
470,-1,0,0,1,0,0,1
471,-2,0,2,-2,0,2,2
472,0,2,-1,0,0,0,1
473,0,1,-1,0,1,0,1
474,0,2,-3,2,0,0,5
475,1,0,1,0,0,-1,0
476,1,0,-1,1,-1,0,4
477,0,-3,1,2,-3,3,0
478,-2,3,-1,-2,1,0,2
479,-3,1,1,-1,1,-2,2
480,0,1,-1,1,0,-1,1
481,2,-3,1,1,-1,0,0
482,-1,2,-2,1,0,0,5
483,-2,2,1,-3,1,2,2
484,1,0,-2,3,-1,-1,4
485,1,0,0,-1,1,-2,1
486,-1,1,-1,0,-1,3,5
487,0,-1,0,1,-1,0,0
488,0,0,-1,1,-1,1,4
489,1,2,-3,2,0,-2,4
490,-1,1,-1,1,-1,1,5
491,-1,1,-2,2,0,-1,5
492,0,-3,1,-1,3,0,3
493,0,2,-2,0,0,1,1
494,-3,2,-2,3,-2,2,5
495,2,-1,1,0,-2,2,0
496,3,-3,2,0,-2,2,0
497,0,0,1,-1,0,1,2
498,3,-3,3,-2,1,-2,3
499,0,3,0,-2,1,-1,2
500,1,-2,3,-1,-1,0,3
501,-3,3,-3,2,-1,0,5
502,1,1,0,-1,-1,1,1
503,-1,2,-1,-1,-1,2,5
504,-1,-1,2,-1,0,2,3
505,-1,3,-3,1,2,-1,5
506,-2,3,0,-3,2,-1,2
507,-1,1,-1,1,0,0,5
508,2,1,-2,-1,2,0,1
509,1,-3,1,1,-1,1,0
510,-3,1,1,-1,1,-1,2
511,0,0,-1,1,-1,0,4
512,1,-1,2,-2,0,1,3
513,-2,3,-3,2,1,-1,5
514,1,0,-1,0,2,-3,1
515,-3,3,-3,3,-3,1,5
516,-1,1,0,-1,1,0,2
517,-2,3,-2,0,0,-1,5
518,1,-2,1,1,0,0,0
519,-3,3,-1,-1,1,1,2
520,0,1,-1,0,0,2,1
521,0,0,2,-3,3,-2,3
522,-1,0,0,-1,-1,1,2
523,-1,-1,3,-2,0,0,3
524,-1,0,1,-1,0,-1,2
525,1,1,-1,1,-1,2,4
526,0,-1,0,3,0,-3,4
527,-3,2,-2,2,-1,0,5
528,0,-1,1,0,-1,1,0
529,0,-1,3,-2,0,-1,3
530,-2,1,-2,3,-2,2,5
531,-1,-1,-1,3,-3,2,4
532,0,-2,1,2,-3,2,0
533,1,0,-1,1,-1,1,4
534,2,-1,-2,1,2,-2,1
535,0,1,-2,3,-1,-1,4
536,1,-1,1,-1,1,-1,3
537,-1,1,0,-1,1,-1,2
538,0,-2,-1,1,2,-2,1
539,-2,2,-1,1,1,-1,5
540,-3,2,-1,0,2,-2,2
541,0,0,-1,1,0,-1,1
542,0,-1,-2,3,-3,1,4
543,-1,3,-2,2,-3,3,5
544,-1,1,0,2,-3,3,4
545,2,-3,0,2,1,-2,0
546,0,1,2,-2,1,-2,2
547,-3,1,0,1,0,-2,5
548,3,-3,3,-3,2,0,3
549,-1,3,-2,0,0,1,5
550,1,-1,1,-3,3,-2,3
551,-2,1,0,-2,2,-1,2
552,-2,0,0,1,0,0,5
553,-1,0,-1,-1,0,3,2
554,-2,0,2,-3,1,1,2
555,0,2,-1,-1,1,-2,1
556,-2,2,-1,0,0,1,5
557,-2,2,-1,0,0,1,5
558,-3,3,-2,2,-3,1,5
559,1,1,-3,1,0,2,1
560,0,-2,2,1,-2,0,0
561,0,-2,3,-1,0,-2,3
562,2,-2,-1,0,2,-2,1
563,0,-2,3,-2,0,1,3
564,-2,2,-3,0,2,0,5
565,1,-2,1,1,-1,1,0
566,-1,1,2,0,-2,1,0
567,2,-2,3,-3,1,0,3
568,0,-2,1,0,-1,1,0
569,-1,0,-2,2,-1,0,4
570,0,-1,0,0,0,0,0
571,3,-3,3,-3,3,-2,3
572,2,-2,2,-3,0,0,3
573,0,-3,2,0,-1,0,0
574,-3,2,0,-2,3,-3,2
575,-1,1,0,-1,-1,2,2
576,1,-2,0,2,-1,-2,0
577,2,-3,3,-3,3,-3,3
578,0,1,-1,0,1,-1,1
579,1,1,0,0,-2,1,4
580,1,0,0,-1,0,1,1
581,0,1,-1,1,-1,-1,4
582,-3,1,2,-2,0,0,2
583,0,2,-2,-1,2,0,1
584,-1,2,0,-1,0,-1,2
585,1,-2,0,-1,3,-3,3
586,0,-2,1,0,2,-3,3
587,-2,1,-1,0,2,-1,2
588,-1,0,1,-2,0,2,2
589,2,-2,2,-1,1,0,3
590,-1,0,0,0,-1,2,0
591,0,-1,1,0,0,-1,0
592,1,-3,2,0,0,-2,0
593,-3,1,-1,3,-2,2,5
594,-2,2,-2,0,0,1,5
595,0,-1,2,-1,2,-1,3
596,2,0,-1,0,0,-1,1
597,-1,0,0,0,2,-2,2
598,-2,0,0,1,1,-1,2
599,1,2,-3,2,0,0,4
600,0,1,-2,0,1,-1,1
601,-1,0,1,0,0,-2,2
602,1,-2,0,1,0,0,0
603,-1,0,-1,-1,1,1,2
604,-3,2,-1,1,-2,3,5
605,-1,0,0,1,-1,0,4
606,-3,3,-3,0,2,1,5
607,0,-1,-1,3,-1,-1,4
608,0,0,-1,3,0,-3,4
609,-1,1,-2,2,0,-1,5
610,0,-3,0,1,-1,3,0
611,-2,-1,1,2,-3,3,0
612,2,0,-2,0,3,-3,1
613,2,1,-3,3,-3,1,4
614,-3,1,0,2,-2,0,5
615,-1,1,0,0,-2,1,5
616,0,-1,0,1,-1,0,0
617,2,-1,1,-1,2,-2,3
618,-1,-1,0,-1,2,1,2
619,-1,1,0,0,-2,1,5
620,-2,0,1,-1,-1,3,2
621,1,0,-1,0,1,0,1
622,-3,1,0,1,0,-1,5
623,0,1,-2,0,0,-1,1
624,0,1,-1,1,-1,1,4
625,1,1,-3,2,-1,2,4
626,-1,0,1,-1,1,0,2
627,2,-2,0,1,-1,-1,0
628,3,-1,0,0,-2,2,0
629,0,0,0,-1,2,-2,1
630,1,-2,2,-1,1,-2,3
631,1,1,-2,0,0,0,1
632,1,-1,-1,1,2,-3,1
633,0,-1,1,-1,2,-3,3
634,2,0,0,-2,2,-2,3
635,1,2,-3,1,2,-1,1
636,1,2,-3,3,-1,-2,4
637,3,-2,1,1,-3,1,0
638,-2,2,-3,1,0,2,5
639,3,-2,2,-2,0,1,3
640,-2,1,2,0,-3,1,0
641,-1,-1,0,1,0,0,0
642,-1,1,0,-1,0,1,2
643,-2,1,1,0,0,-2,2
644,-1,0,-1,0,-1,1,1
645,-1,0,2,-3,2,-1,2
646,-1,1,-1,2,-3,2,4
647,1,0,0,0,-1,0,0
648,3,-3,2,-1,0,0,3
649,-1,3,0,-2,1,-2,2
650,3,-3,0,3,0,-3,0
651,0,1,0,-1,1,-1,2
652,1,-2,3,-1,0,-2,3
653,0,2,-2,1,-1,1,5
654,1,0,-3,2,-1,2,4
655,1,-1,1,0,-1,1,0
656,1,-1,-1,3,-1,-2,4
657,0,0,0,1,0,0,1
658,1,0,-1,0,0,-1,1
659,0,1,-1,1,-1,1,4
660,0,0,-1,1,0,-1,1
661,-2,2,1,-3,1,0,2
662,0,1,-1,1,-2,2,4
663,-1,2,-2,0,1,0,5
664,-1,3,-1,-2,3,-3,2
665,-1,1,-1,1,0,-1,5
666,1,-1,1,1,-2,0,0
667,3,0,-3,3,-2,-1,4
668,-1,-2,2,-2,0,3,3
669,-3,0,1,2,-3,2,5
670,-1,0,1,-1,0,2,2
671,-1,0,0,1,-2,2,4
672,3,-2,-1,1,2,0,1
673,-1,1,1,-2,-1,1,2
674,0,3,-2,0,-1,3,5
675,-1,2,-3,2,0,-2,5
676,-2,1,-2,2,0,-1,5
677,-1,0,2,0,-3,1,0
678,1,0,0,-1,1,-1,1
679,1,0,-1,1,-1,1,4
680,0,-1,0,1,0,-2,0
681,-1,3,-3,2,1,-3,5
682,-1,0,0,2,-2,0,4
683,-1,3,-2,1,-2,3,5
684,0,2,-2,0,0,0,1
685,-1,0,1,-1,1,-1,2
686,0,1,-2,3,-1,1,4
687,-3,2,0,1,-3,3,5
688,2,-1,0,-1,1,-1,3
689,-1,1,1,-3,1,1,2
690,0,0,1,-2,-1,3,2
691,1,-3,2,1,-3,3,0
692,0,-2,-1,1,1,-1,1
693,0,-1,1,0,-1,0,0
694,2,0,-2,3,0,-3,4
695,-1,-1,0,1,0,-2,0
696,0,-1,-1,2,1,-2,1
697,-3,2,1,-1,-1,0,2
698,-2,1,1,-2,1,-1,2
699,0,0,0,0,0,1,1
700,0,-2,2,-1,1,-1,3
701,3,-3,3,-3,3,-1,3
702,-1,0,2,-1,0,-1,2
703,-2,0,0,1,0,-2,5
704,2,-3,3,-3,3,-3,3
705,-1,0,1,0,0,0,2
706,1,-3,2,-1,1,-2,3
707,-2,3,-1,-2,3,-1,2
708,2,-2,3,0,-2,-1,0
709,1,2,-3,3,-3,1,4
710,2,-2,0,2,-3,2,0
711,2,-1,1,0,-1,0,0
712,-1,0,1,-1,2,-2,2
713,1,1,0,-1,1,0,1
714,3,-1,1,-3,3,-2,3
715,-2,2,-1,1,0,-1,5
716,2,0,-2,1,2,-1,1
717,2,1,-3,3,-1,-2,4
718,-2,0,2,-3,1,0,2
719,1,-1,1,0,-1,2,0
720,0,0,0,1,-1,1,4
721,0,-1,1,-1,0,2,3
722,0,-1,1,-1,0,0,3
723,-1,0,0,0,1,0,2
724,2,1,-3,2,-1,0,4
725,0,1,-1,0,0,2,1
726,-1,2,-3,3,-3,1,5
727,1,2,-3,1,1,0,1
728,3,-1,1,-3,0,3,3
729,-2,2,-2,2,0,0,5
730,1,1,0,0,-2,2,4
731,2,1,-3,3,-3,1,4
732,1,-2,3,-3,2,0,3
733,-2,0,1,-1,-1,0,2
734,3,-2,0,1,0,-1,0
735,-3,0,3,-2,1,-1,2
736,-2,-1,3,-3,2,-1,3
737,1,1,-1,-1,2,-2,1
738,-1,-1,1,1,-1,-2,0
739,0,0,-1,1,0,-2,1
740,0,0,-1,0,0,1,1
741,-1,0,1,0,-1,0,0
742,-1,1,2,0,-2,-1,0
743,-1,1,-2,3,-3,2,4
744,2,-2,3,-2,0,1,3
745,0,-1,-1,3,-1,-2,4
746,-1,-2,2,-1,0,2,3
747,-1,0,-1,2,-3,1,4
748,-3,3,-1,-1,0,2,5
749,0,2,-1,0,-2,1,5
750,2,0,-1,1,-1,2,4
751,-1,2,-1,1,0,1,5
752,2,-1,1,0,0,-1,0
753,-2,1,-1,1,-1,0,5
754,-1,2,-3,2,-2,3,5
755,2,-3,1,1,1,-2,0
