CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭
67,0,0,-1,0,1,-1
68,1,-1,-1,3,-2,0
69,0,-1,1,0,-1,1
70,-3,2,-1,-1,-1,0
71,-2,1,1,-3,1,1
72,2,-1,-1,0,1,0
73,-1,-1,-1,3,-3,3
74,0,-1,-1,3,-3,3
75,-2,0,-1,3,0,-2
76,-1,1,-2,2,-2,3
77,0,-1,1,0,-1,2
78,3,-1,-1,2,-3,0
79,1,-1,0,0,2,-2
80,-1,2,-3,2,-1,1
81,0,0,-1,1,0,-1
82,-3,2,0,-1,-1,2
83,0,1,-1,1,-1,0
84,3,-3,3,0,-3,3
85,-2,1,-2,3,-1,-1
86,1,0,-1,0,1,-1
87,2,-2,3,-3,3,0
88,-3,2,-1,2,-3,3
89,1,0,-1,1,-1,1
90,-2,2,0,0,0,-1
91,0,3,-1,0,-2,2
92,1,1,-3,2,0,-1
93,3,-3,3,-3,3,-3
94,0,0,-3,3,-2,0
95,-3,2,0,-1,1,1
96,2,-2,0,0,1,0
97,2,-2,3,-3,3,-3
98,0,1,-2,3,-2,2
99,0,1,0,-1,0,1
100,0,-3,0,0,3,-3
101,2,1,-3,2,-1,0
102,2,-1,-1,2,-3,1
103,2,-1,2,-3,2,-1
104,0,-1,3,-2,2,-2
105,-1,1,0,-1,1,0
106,-1,-1,1,0,-1,0
107,1,1,-1,-1,1,-2
108,0,0,-1,1,-1,0
109,0,1,-2,3,-2,0
110,0,-1,0,0,1,0
111,3,-3,3,-3,1,2
112,1,0,-1,1,0,-2
113,0,-1,-1,3,-2,1
114,-2,3,-1,0,-2,2
115,-3,2,-1,1,-1,0
116,-3,1,0,1,-2,3
117,3,-3,3,-1,-2,0
118,2,-1,-1,1,-1,0
119,0,0,-1,1,-2,0
120,1,-2,2,1,-3,1
121,-1,3,-2,0,1,0
122,2,1,-3,2,-1,2
123,3,-2,0,1,-2,2
124,0,2,-3,2,-2,3
125,-2,3,-2,-1,0,3
126,1,1,-3,1,1,0
127,-2,-1,0,3,-3,3
128,1,0,-2,1,1,-2
129,-2,3,-1,0,-1,1
130,3,-1,-1,1,-2,0
131,-1,0,1,0,0,-1
132,-1,2,-2,-1,2,1
133,-3,3,-3,2,0,-2
134,-3,3,-1,0,-2,3
135,-3,3,-3,3,-3,2
136,0,-3,1,0,0,1
137,0,0,2,-3,0,0
138,-1,3,0,0,-3,3
139,-1,0,-2,1,1,-1
140,0,0,-1,1,-2,1
141,0,1,-2,3,0,-3
143,0,0,4,0,-3,-1
144,0,0,-1,0,0,-1
145,-1,-1,1,-2,3,-3
146,0,1,-1,3,-1,-2
147,-2,1,1,0,-1,1
148,-1,1,-1,2,-3,1
149,1,-1,-1,1,-1,1
150,3,-3,0,-1,4,-3
151,1,-1,1,-1,1,-1
152,1,0,-1,0,1,0
153,1,-1,2,-2,0,1
154,-1,-1,1,-1,0,2
155,-1,1,-1,0,1,0
156,1,-2,0,2,-3,2
157,-1,-1,0,1,-1,1
158,-1,1,-3,3,-2,2
159,-3,3,-3,3,-2,1
160,0,1,-1,0,0,1
161,1,1,-1,0,0,2
162,3,-2,1,-1,-1,3
163,-2,3,-2,1,-2,3
164,1,0,-2,2,1,-2
165,-1,-1,2,-3,0,3
166,-1,1,-3,2,-2,3
167,-1,1,0,-1,2,-2
168,-3,3,-3,3,-3,1
169,1,-1,3,-1,0,-1
170,0,-2,3,-2,1,0
171,-3,3,-2,1,-1,1
172,-1,2,-3,2,0,-1
173,1,0,-1,1,-2,3
175,0,1,-1,1,-1,1
176,1,-3,1,1,-1,-1
177,-1,3,-2,1,0,-2
178,0,0,-1,0,1,0
179,2,-1,1,-1,0,1
180,-1,1,-2,3,-3,3
181,-2,2,-1,2,-3,2
182,0,-1,0,1,-1,1
183,-2,1,-1,0,-1,3
184,-2,2,0,0,-2,3
185,-1,0,-1,1,-1,-1
186,-2,1,1,1,-3,2
187,-3,3,-2,-1,3,-3
188,1,-1,0,1,0,-1
189,-1,2,-2,0,0,1
190,0,-2,3,-3,2,1
191,3,-3,3,-3,0,3
192,-2,-1,0,2,1,-3
193,-3,3,-2,1,-1,1
194,-1,1,0,-1,1,-1
195,4,0,0,-1,0,-1
196,-2,3,-2,1,-1,1
197,1,-2,2,1,-3,2
198,-2,-1,3,-2,1,-2
199,1,-3,3,-3,3,-3
200,-3,1,0,0,-1,-1
201,-1,1,-2,2,0,-1
202,0,1,-2,0,0,2
203,3,-2,1,-2,2,-1
204,1,0,-1,1,0,-1
205,1,-1,1,-1,1,-1
206,-1,2,-2,0,1,1
207,3,-1,0,0,0,-1
208,-3,3,-3,0,3,-2
209,-2,1,-2,3,-3,3
210,0,0,-2,2,-2,3
211,1,0,-1,1,-2,3
212,-2,2,-3,1,0,1
213,0,0,-1,1,0,-1
214,-2,2,-2,1,-1,1
215,1,0,-1,1,-1,2
216,2,1,-2,0,0,0
217,0,-1,0,1,-1,2
218,0,-1,0,0,0,0
219,1,-1,0,1,-2,1
220,-1,2,-3,3,-2,1
221,1,-1,1,0,-2,2
222,-3,1,1,1,-2,0
223,-2,3,-3,3,-2,-1
224,0,-3,1,2,-3,3
225,-1,1,-1,1,-2,3
226,-2,1,-1,-1,4,-2
227,-2,1,-2,1,-1,2
228,0,1,0,-1,1,-1
229,-1,0,-1,0,1,-2
230,1,0,0,1,-2,0
231,-1,0,-1,3,-1,-2
232,-3,2,-1,1,-1,-1
233,1,-1,1,-1,0,1
234,-2,3,0,0,-3,3
235,1,-2,3,-2,-1,3
236,-3,3,-3,3,-2,0
237,2,-3,3,-3,3,0
238,-2,1,-1,1,-2,1
239,-1,2,-2,1,-2,3
240,-3,0,1,1,0,-1
241,0,1,-1,1,-1,0
242,0,3,-2,0,1,-1
243,-1,2,0,-1,2,-3
245,0,0,-1,1,-1,1
246,3,-3,3,-3,3,-3
247,0,-1,0,0,1,-1
248,-1,3,-3,0,2,0
249,-2,0,-1,2,-1,1
250,0,-2,2,0,0,-2
251,3,-3,3,-3,3,-3
252,-1,-2,2,0,-1,0
253,0,-3,2,1,-3,2
254,0,-2,-1,1,-1,1
255,3,-3,3,-2,1,-2
256,-1,0,-1,2,-3,3
257,1,-1,0,2,-3,3
258,-3,3,-3,2,1,-3
259,-1,3,-2,0,-1,2
260,0,2,-3,1,1,0
261,-1,1,-1,1,-2,2
262,2,-1,-1,0,1,-1
263,2,0,-1,1,0,0
264,1,1,-2,1,-1,1
265,3,-3,1,-1,2,-2
266,-3,3,-1,0,0,-1
267,3,-1,-1,-1,3,0
268,3,0,-3,2,1,-1
269,0,2,-3,2,-1,1
270,-1,3,-2,-1,2,1
271,-3,2,0,-1,0,2
272,3,0,-3,0,3,-2
273,-3,3,-3,3,-2,0
274,0,1,-2,0,0,0
275,0,-1,-1,3,-2,1
276,-1,0,-2,2,-2,3
277,1,0,-1,1,0,-2
278,1,-2,3,-3,0,3
279,0,1,-2,2,0,0
280,-1,1,-2,3,-2,1
281,1,-3,3,-3,3,-3
282,-2,0,2,-1,0,-1
283,-3,1,0,0,-1,3
284,-1,4,0,-2,-1,-1
285,0,-1,-1,3,-3,3
286,1,1,-2,3,-3,2
287,-2,2,-1,0,1,0
288,1,0,-1,1,-1,1
289,0,1,-1,1,-1,0
290,0,-3,2,0,-1,1
291,-1,1,0,0,0,0
292,-1,1,-1,2,-2,1
293,1,-1,-2,1,2,-1
294,4,-1,-2,3,-3,3
295,0,-1,-1,2,-3,2
296,-1,2,-1,1,-2,3
297,0,-1,0,1,0,-2
298,0,-1,1,0,-1,1
299,-1,3,-2,0,-1,3
300,-1,2,-3,2,-1,2
301,1,0,-2,3,-3,3
302,-1,2,-3,3,-3,3
303,1,0,-1,1,-1,1
304,0,0,-3,3,-3,2
305,0,-1,-1,3,-1,-2
306,0,-3,3,-3,3,-3
307,-3,2,0,0,-2,0
308,-3,3,-2,1,-2,2
309,2,-1,-1,1,-1,-1
310,-1,0,2,-2,0,1
311,-3,3,-1,-1,-1,1
312,-1,3,-3,3,-2,0
313,0,2,-3,2,-2,1
314,1,-1,-1,3,-3,3
315,-3,3,-3,1,2,-2
316,3,-2,1,-1,1,-1
317,0,0,-1,0,1,-1
318,1,-2,0,3,-2,0
319,-2,3,-3,2,0,1
320,-2,3,-1,0,0,-1
321,2,-2,2,-3,3,-3
322,3,-3,3,-3,3,-3
323,1,-1,0,1,0,0
324,1,1,-3,0,3,-3
325,1,-2,1,0,2,0
326,-1,-1,2,-3,1,0
327,-3,3,-2,0,1,-1
328,-1,-2,3,-3,-1,4
329,3,-3,3,-3,3,-3
330,-1,1,1,-1,0,-1
331,3,-1,-2,2,0,0
332,1,0,0,0,-1,2
333,-2,1,-1,1,-1,1
334,0,0,-2,3,-2,2
335,-1,0,1,1,-3,2
336,3,-2,1,-1,1,-2
337,0,1,0,-1,-1,3
338,1,-2,3,-2,0,1
339,0,0,-2,2,0,-1
340,-2,2,-1,-1,0,-1
341,0,2,-3,1,-1,2
342,0,1,-1,1,-2,3
343,-2,0,2,-2,-1,2
344,0,1,-2,3,-1,-1
345,0,0,0,-1,1,-1
346,-1,1,-1,2,-3,2
347,0,-1,0,2,-3,3
348,0,1,-1,1,-1,1
349,3,-3,3,-3,3,-3
350,3,0,-3,2,1,-3
351,-1,-1,0,0,-1,0
352,3,-3,2,-2,1,1
353,-1,-1,3,-2,1,0
354,-2,3,-2,0,1,0
355,-3,3,-3,2,-2,2
356,-1,0,-1,0,2,-3
357,-3,1,1,0,-1,1
358,-3,1,-1,3,-3,1
359,-1,1,-1,0,1,-1
360,0,0,-1,3,-1,-1
361,1,-2,0,3,-1,-2
362,0,1,0,-1,1,0
363,0,0,1,-1,0,0
364,-2,2,-2,1,-2,3
365,2,1,-3,1,0,1
366,0,0,0,0,-1,1
367,0,1,0,0,-1,2
368,0,1,-2,1,0,-1
369,0,0,-1,2,0,-1
370,-3,3,-3,3,-3,3
371,3,-3,3,-3,3,-3
372,-1,2,-3,1,1,-2
373,-3,3,0,-3,3,-3
374,1,0,-1,0,1,-1
375,-2,1,0,-2,3,0
376,-1,-1,1,-2,3,-2
377,2,-2,0,1,-2,3
378,-3,2,-2,3,-1,-1
379,1,-1,1,-1,2,-3
380,-3,3,-3,3,-3,1
381,-3,2,1,-2,1,0
382,0,1,-3,2,0,0
383,-3,3,0,-3,0,3
384,-1,2,-3,3,-2,-1
385,-3,2,-1,1,-2,3
386,1,-2,2,-1,1,-1
387,0,1,-2,1,2,-3
388,-3,3,-3,2,0,-1
389,1,-1,1,-1,-1,2
390,1,0,-1,1,-1,2
391,0,-1,3,0,-1,0
392,3,0,-3,3,-1,0
393,-2,3,-3,1,0,2
394,0,1,0,0,-1,0
395,0,1,0,-1,0,0
396,-3,2,-1,1,-1,1
397,-1,3,-2,-1,3,-2
398,0,1,-2,2,1,-2
399,-2,-1,3,-1,0,-2
400,0,0,-1,1,-2,3
401,3,-2,-1,1,-1,3
402,1,-2,2,-1,1,1
403,3,-1,-1,1,-1,2
404,0,0,-1,1,-2,3
405,1,-2,1,0,1,0
406,-2,3,-3,2,0,1
407,3,-3,2,-1,-1,2
408,1,0,1,-2,-1,3
409,2,-3,1,2,-3,0
410,2,0,1,-3,3,-2
411,2,-1,1,0,0,-1
412,0,-2,2,0,0,-1
413,0,-1,1,-1,2,-3
414,-2,1,1,1,-3,2
415,-1,-1,1,0,0,-2
416,-3,0,0,3,-3,0
417,-2,2,-3,3,0,-1
418,1,0,-1,-1,3,-2
419,-3,3,-3,1,0,1
420,-2,2,-3,3,-3,2
421,0,2,-3,3,-2,1
422,-3,2,-2,0,3,-3
423,1,-2,2,0,1,-3
424,-3,-1,0,4,-3,-1
425,0,0,0,2,-2,1
426,1,-1,-1,0,1,-1
427,0,1,-1,0,0,1
428,-1,0,1,1,-2,1
429,-1,1,0,0,-2,3
430,-1,0,2,-2,1,1
431,1,1,-3,3,-1,-1
432,-1,3,-3,3,-2,0
433,3,-3,3,0,-3,1
434,2,-3,1,0,1,0
435,-3,1,1,-1,1,-1
436,-3,0,3,-1,0,-2
437,3,-3,3,0,-2,1
438,0,-2,1,-2,0,3
439,-2,1,-1,1,-1,1
440,-1,-1,3,-1,-1,1
441,1,-2,-1,3,0,-3
442,-3,3,-3,3,-3,1
443,-3,3,-3,3,-2,0
444,3,-3,3,-3,3,-1
445,-1,1,-1,1,0,0
446,3,-2,0,2,-2,1
447,1,-1,0,1,1,-3
448,-3,3,-3,0,3,-2
449,-2,1,-1,1,-1,1
450,-1,0,1,-1,-1,3
451,-3,3,-3,3,-3,3
452,0,-2,0,1,0,0
453,0,0,-3,2,-1,2
454,3,-2,1,-1,1,-1
455,3,-1,-1,2,-3,3
456,0,2,-3,3,0,-3
457,1,0,-1,1,-1,1
458,1,1,-2,0,0,1
459,0,0,-1,1,-1,1
461,-1,0,-1,3,-2,0
462,-1,2,0,-1,-2,3
463,0,-1,0,1,-1,1
464,-2,-1,0,1,0,2
465,0,2,-2,0,1,0
466,-1,3,-3,2,0,0
467,0,1,-1,0,-1,3
468,1,0,-1,1,-1,0
469,-1,-2,0,3,-2,1
470,-2,3,-3,3,-2,2
471,-2,0,0,1,-2,3
472,-2,3,-3,2,0,1
473,1,2,-3,3,-2,2
474,0,0,-1,2,-3,1
475,1,-3,3,0,-1,1
476,1,0,0,0,-1,0
477,2,-3,3,-2,1,0
478,0,2,-3,0,3,0
479,-1,-1,2,-2,3,-2
480,3,-2,2,-2,1,-2
481,0,1,-1,1,0,0
482,0,2,-2,2,-1,-1
483,-1,1,-1,1,-2,3
484,-3,1,-1,3,-3,2
485,1,-1,2,-2,0,0
486,-1,0,-1,0,0,1
487,0,-1,1,0,-1,0
488,1,0,-2,1,0,1
489,-2,1,-1,2,-3,1
490,-3,2,0,-1,0,1
491,-1,-1,-1,1,2,-3
492,2,-2,-1,3,-1,0
493,1,1,-2,0,0,0
494,-1,2,-3,3,-3,2
495,-2,-1,0,3,-3,3
496,0,1,-1,1,-1,1
497,0,-1,2,-2,1,-1
498,2,-2,-1,3,-1,0
499,1,2,-1,-1,1,-1
500,1,-1,0,1,-1,1
501,-3,0,3,-1,0,-1
502,1,1,-3,3,-2,1
503,0,0,-1,1,-1,2
504,-2,0,2,-2,-1,3
505,-2,3,-3,3,-1,0
506,2,1,-1,-2,2,1
507,-2,0,0,1,-1,0
508,1,1,-2,2,-2,2
509,0,-1,0,1,-2,3
510,-3,2,0,-2,1,1
511,-1,1,-1,2,-3,0
512,1,-1,1,-1,1,1
513,-2,1,-1,0,2,-2
514,0,0,-1,0,1,0
515,1,0,-1,1,-1,0
516,-1,1,0,-1,0,1
517,-2,1,0,-1,0,2
518,-1,-2,2,1,-3,1
519,0,4,0,-1,-2,2
520,-3,1,0,0,1,1
521,3,-3,3,-3,3,-3
522,-2,1,-2,0,3,-2
523,0,0,1,-1,0,2
524,3,-3,1,1,-2,0
525,3,-3,2,-1,1,-1
526,2,-2,-1,3,-2,0
527,0,-2,1,0,-1,-1
528,-1,1,-2,3,-2,1
529,1,0,-1,1,0,0
530,-1,3,-1,1,-2,0
531,0,-3,2,0,-2,3
532,2,0,-3,2,-1,1
533,0,1,-1,1,-2,3
534,3,-1,-1,0,2,-3
535,0,3,-1,1,-2,1
536,0,3,-2,0,2,-2
537,-2,2,-1,1,-1,0
538,-1,2,-3,2,0,-1
539,-3,1,1,0,0,1
540,-3,3,-3,2,0,0
541,0,0,-1,0,0,0
542,-1,0,-2,3,-3,3
543,0,2,-2,1,-1,1
544,1,-2,2,-1,0,1
545,0,0,1,0,-2,2
546,3,-1,0,-1,2,-2
547,-3,2,-2,3,-2,0
548,-1,-1,2,-3,1,1
549,-2,2,-2,2,-2,0
550,3,0,-2,2,-3,3
551,-3,3,-1,-2,2,-1
552,-2,0,0,2,-3,2
553,-2,0,2,-1,-1,0
554,4,0,-3,1,-1,1
555,-1,1,-2,1,1,0
556,0,2,-3,2,-1,2
557,1,0,-1,0,0,1
558,0,1,-1,2,-3,2
559,-1,1,-1,1,-1,1
560,3,-3,3,-3,3,-3
561,0,-1,1,1,-3,2
562,-3,2,-1,1,-2,3
563,0,1,0,-1,1,0
564,-3,2,-1,-1,2,0
565,0,3,0,-1,-2,3
566,0,0,-2,3,-2,0
567,0,-1,0,0,1,-1
568,-1,-1,1,-2,3,-1
569,0,1,-3,1,0,1
570,1,-1,0,0,2,-2
571,3,-3,3,-3,3,-3
572,1,-2,-1,3,-2,-1
573,4,0,-2,0,1,0
574,-2,3,-2,0,1,0
575,-2,0,1,-1,1,-2
576,-2,3,-3,3,-3,0
577,-1,0,0,2,-2,0
578,-2,3,-3,2,-1,2
579,0,3,-2,-1,0,3
580,0,1,0,0,-1,1
581,-1,1,-1,2,-2,-1
582,-1,2,-1,-2,0,2
583,0,2,-3,0,3,0
584,-1,2,-2,1,-1,1
585,-2,3,-3,2,1,-2
586,-3,1,-1,3,-2,0
587,-3,2,-1,1,-1,1
588,-3,3,-3,2,-2,2
589,-3,0,3,-1,-1,0
590,-2,2,-2,2,-3,3
591,0,1,-1,1,0,0
592,-3,2,-2,2,1,-3
593,-2,1,-2,3,-3,3
594,-3,2,-1,1,-2,3
595,-3,-1,0,0,4,-3
596,2,0,-1,0,0,0
597,-1,1,-1,0,0,1
598,-3,3,-3,2,0,0
599,-1,3,-1,0,1,-3
600,0,-1,1,-1,1,-1
601,0,-2,-1,3,-2,1
602,0,-1,1,-1,2,-1
603,-3,3,-2,1,-1,1
604,0,1,-1,0,2,-2
605,-3,3,-2,2,-3,2
606,-3,3,-3,1,1,-1
607,-1,0,-1,3,-1,-1
608,0,2,-3,3,-3,1
609,3,0,-3,1,2,-1
610,0,1,0,-3,1,2
611,-3,0,2,-2,1,2
612,-1,1,-2,0,2,1
613,-1,0,-1,3,0,-1
614,3,-3,3,-1,-1,0
615,2,-2,1,-1,1,-2
616,1,-1,-2,2,0,-2
617,-1,3,-3,1,2,-1
618,2,-2,0,1,-1,2
619,-2,3,-1,-1,-1,2
620,-2,2,-2,1,-1,1
621,3,-2,-1,3,-2,2
622,-3,2,-2,1,0,1
623,-2,3,-3,3,-3,3
624,0,2,-3,2,-1,2
625,-3,3,-3,3,-2,1
626,0,-1,1,-1,0,2
627,0,2,-3,3,-1,-1
628,1,-1,0,2,-1,-2
629,1,-1,1,0,0,0
630,-3,2,-1,0,1,-2
631,0,2,-3,3,-2,0
632,0,-1,0,1,-1,2
633,1,-2,1,-1,1,-2
634,3,-3,3,-2,0,0
635,-2,2,0,-1,2,-3
636,2,-1,0,1,-1,0
637,1,1,-3,3,-3,2
638,3,-2,0,1,0,0
639,3,-2,1,-1,2,-3
640,2,-2,-1,2,-1,0
641,-2,0,0,2,-2,1
642,0,-1,1,-2,2,1
643,1,2,-1,1,-3,3
644,-1,0,0,-1,-1,3
645,-1,-1,1,-1,-1,1
646,0,1,0,0,0,-2
647,0,0,-1,1,-1,0
648,-2,1,0,0,-1,2
649,-3,-1,4,-1,0,0
650,0,0,-2,2,0,-1
651,2,-1,2,0,-2,0
652,-3,2,1,-2,2,-2
653,1,1,-3,3,-3,3
654,0,2,-3,1,1,1
655,0,-1,0,0,1,0
656,-1,1,-3,3,-3,1
657,-2,-1,2,1,-3,2
658,0,1,-1,1,-1,0
659,1,-2,2,-1,2,-3
660,-1,1,0,-2,3,-3
661,0,1,0,0,-2,2
662,-3,3,-3,2,-1,0
663,-2,3,-2,1,-1,1
664,-3,3,-2,0,2,-3
665,0,1,-1,1,-1,2
666,0,-2,2,0,0,-1
667,-1,2,-1,-1,3,-3
668,0,-1,-2,2,-2,-1
669,-1,1,-2,3,-3,1
670,-2,0,0,1,0,-1
671,-1,0,1,1,-3,2
672,1,-2,2,0,-1,2
673,-1,2,-1,-2,3,-2
674,0,2,-3,3,-3,3
675,0,1,0,0,-2,0
676,1,1,-3,1,2,-2
677,1,0,-2,0,3,-2
678,1,2,-1,0,-1,1
679,0,2,-3,2,-1,1
680,-2,1,-1,0,1,-1
681,0,1,-1,1,-2,2
682,-2,0,0,2,-2,2
683,-3,2,1,-3,0,3
684,3,0,-1,-2,0,3
685,-1,0,1,-1,1,-1
686,-1,-1,0,1,0,-1
687,-3,2,-1,1,-2,3
688,2,-1,-1,0,1,-2
689,-3,2,-2,3,-3,2
690,0,0,1,1,-3,2
691,-2,-1,1,2,-1,-2
692,1,-3,2,-1,2,-2
693,0,2,-1,-1,1,0
694,0,0,-1,1,0,-1
695,1,-2,-1,3,-3,3
696,2,-1,-1,3,-1,-1
697,-1,-1,0,1,-1,0
698,-3,2,-2,3,-1,-1
699,0,2,-2,0,1,0
700,1,0,-1,0,0,0
701,3,-2,2,-2,2,-2
702,0,2,-1,0,-1,0
703,0,0,-2,3,-3,2
704,-3,3,-2,0,1,0
705,-1,2,0,0,0,0
706,2,-1,-2,1,1,0
707,1,-2,-1,1,1,1
708,1,0,-1,2,-2,1
709,-1,0,-2,1,1,1
710,-1,-1,0,1,-2,1
711,0,2,1,-3,3,-3
712,2,1,-1,0,-1,0
713,-3,2,-2,3,-3,3
714,0,-2,3,-2,2,-3
715,2,-1,-1,0,0,0
716,2,-1,-1,0,0,1
717,3,0,-3,2,-1,2
718,1,0,-1,0,1,-1
719,1,1,-2,2,-3,3
720,1,-1,1,0,-2,3
721,0,4,-3,3,-1,-2
722,0,2,0,-3,1,-1
723,1,-1,0,1,-2,3
724,0,1,-3,2,-1,0
725,0,2,-2,0,0,2
726,-3,2,-1,2,-2,1
727,1,-1,1,-1,1,0
728,-3,0,3,-2,-1,1
729,-1,1,-2,2,0,-1
730,1,0,-1,1,-1,0
731,0,0,0,1,-2,3
732,1,-2,3,-2,2,0
733,-1,-2,3,-3,3,-3
734,2,0,-3,3,-2,1
735,1,1,0,1,-2,1
736,-1,1,-3,2,1,-1
737,2,0,-2,-1,1,2
738,4,-1,0,1,-3,3
739,1,-1,0,1,0,-1
740,-1,0,0,-1,0,-1
741,1,-1,1,-1,0,0
742,2,0,0,0,-2,1
743,-1,-2,0,3,-1,-1
744,3,-3,3,-3,3,-2
745,-2,2,0,-1,2,-3
746,1,-3,3,0,-1,0
747,-3,2,-1,1,0,1
748,2,-1,1,-1,1,-1
749,-2,2,-2,2,-2,3
750,3,-2,1,-1,1,0
751,-3,3,-3,3,-2,1
752,-2,1,-2,3,-1,-2
753,0,0,-1,1,-1,0
754,2,1,-3,1,0,0
755,0,0,0,-2,3,-2
756,2,-2,-1,0,3,-1
757,-1,1,0,1,-2,2
758,0,3,-3,3,-3,1
759,0,-1,1,-1,0,2
760,-3,3,-3,3,-3,3
761,-2,2,-3,1,0,0
762,-2,0,1,0,-1,1
763,-1,1,-2,2,0,-1
764,-2,1,-2,3,-2,0
765,-1,1,0,0,-1,0
766,-2,1,-1,1,-1,2
767,-2,1,-2,3,-2,0
768,-1,0,-1,1,-2,3
769,0,2,-2,2,-3,2
770,-1,2,-3,2,-1,2
771,-2,0,0,1,-1,0
772,0,1,-3,0,3,-2
773,0,2,-2,1,-1,1
774,0,1,-2,3,-2,1
775,-1,1,0,-1,0,1
776,2,-2,1,0,0,-1
777,-1,2,1,-3,2,-1
778,2,-1,1,-1,2,-3
779,0,0,-2,2,0,0
780,3,-3,3,-3,3,-3
781,-3,0,1,2,-3,3
782,2,-2,1,-1,-1,3
783,-2,3,-1,1,-3,1
784,1,-2,1,1,-2,1
785,0,-1,0,0,2,-3
786,-2,3,-1,0,-1,1
787,-2,1,1,0,0,-1
788,-1,2,-2,-1,2,1
789,-1,0,-2,2,1,0
790,1,0,-2,0,2,0
791,-3,2,-1,2,-3,3
792,1,-1,1,1,-2,-1
793,-2,2,-3,2,-1,1
794,2,0,-2,0,3,-2
795,1,-1,1,0,1,-2
796,-1,0,0,1,0,-1
797,1,-1,2,-2,0,-1
798,-1,4,-2,1,1,-1
799,-1,-1,-1,3,-2,0
800,1,-1,2,-3,3,-2
801,-2,1,0,-1,0,1
802,-2,0,1,-1,1,-1
803,-1,2,-3,3,-1,1
804,3,-2,-1,3,-3,3
805,-1,3,-2,1,0,-1
806,0,1,0,0,-2,3
807,2,0,0,-1,2,-1
808,-1,1,0,-1,0,1
809,-1,0,1,-1,0,0
810,-2,3,-3,2,-2,3
811,0,1,0,1,-3,1
812,3,-2,-1,3,-3,2
813,-1,2,-2,0,1,-1
814,1,1,-2,-1,3,-2
815,0,2,-2,0,-1,1
816,3,-3,3,-3,1,1
817,-1,2,-3,1,2,-3
818,-1,1,1,-3,2,-1
819,3,0,-3,3,-3,2
820,-1,1,0,-1,0,1
821,1,0,-1,1,-1,0
822,-1,1,-1,1,-1,2
823,0,2,-3,2,-1,-1
824,-2,3,-3,3,-2,1
825,3,0,-2,1,-2,0
826,-3,0,0,3,-3,3
827,1,0,-1,-1,2,1
828,0,0,0,2,-3,1
829,-3,1,-1,2,0,-1
830,-1,0,-2,2,-1,1
831,1,0,-2,3,-1,0
832,-2,2,-2,0,1,1
833,-1,1,-1,1,-1,1
834,1,0,0,-1,0,2
835,3,-3,2,0,-2,2
836,0,1,-2,0,2,-1
837,1,-1,-1,3,-1,-1
838,-2,2,-3,2,0,-1
839,2,0,-1,0,1,0
840,0,0,4,-2,2,-1
841,4,0,-3,3,-3,3
842,-3,2,1,-3,3,-3
843,0,1,-1,0,2,-1
