CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭
149,-1,4,-3,3,-3,-1
150,-1,3,-3,-1,0,0
151,-2,-1,-1,0,0,0
152,-1,0,0,-1,-1,4
153,4,-3,-1,0,0,0
154,0,4,-3,-1,0,0
155,3,-3,-1,0,4,-3
156,-2,3,-3,0,3,-3
157,0,0,0,4,-1,-1
158,4,-3,-1,0,0,4
159,4,-3,3,0,-3,-1
160,4,-2,-1,3,-3,-1
161,-2,3,-1,-2,3,-3
162,0,-3,1,0,0,2
163,0,0,0,0,4,-3
164,-3,3,-1,-2,3,-1
165,-2,-1,3,-3,3,-1
166,-2,0,0,1,-1,1
167,0,4,-2,-1,-1,4
168,-3,3,-3,3,-3,-1
169,-1,0,0,0,4,-1
170,-1,-2,2,-2,-1,0
171,3,0,-3,0,3,-3
172,-2,-1,4,-3,3,-3
173,-1,4,-3,-1,0,0
175,0,0,4,-3,-1,0
176,3,-3,-1,0,0,0
177,1,-2,3,-2,-1,3
178,-1,3,-3,-1,4,-2
179,0,0,0,4,-2,-1
180,-3,-1,0,0,0,4
181,3,-3,3,-3,-1,0
182,0,4,-2,-1,-1,0
183,-1,0,0,4,-3,3
184,-2,-1,3,-2,-1,2
185,4,-2,2,-3,3,-3
186,1,-3,3,-2,1,-1
187,0,1,1,-3,3,-3
188,-1,0,0,0,0,0
189,4,-1,-1,0,1,-1
190,0,4,-1,-1,-1,3
191,-2,2,0,-1,0,1
192,-3,3,-3,0,3,-2
193,-3,-1,0,0,4,-2
194,4,-3,-1,0,0,0
195,0,0,4,-3,-1,0
196,1,-1,1,-1,2,-2
197,-1,3,-2,1,1,-2
198,-1,0,-1,1,0,-1
199,0,0,0,0,0,0
200,-1,0,4,-3,-1,0
201,1,-2,2,0,0,0
202,0,0,2,-3,2,0
203,-3,-1,0,0,0,0
204,0,0,0,0,4,-3
205,3,-3,-1,0,0,4
206,4,-3,3,-3,-1,0
207,0,0,0,4,-2,0
208,0,0,0,0,0,0
209,4,-3,3,-3,-1,4
210,-1,1,-2,3,-1,-1
211,-1,0,0,0,0,4
212,0,0,0,0,0,0
213,-2,1,0,-1,1,-1
214,2,-3,1,1,1,-2
215,-3,3,-1,-2,3,-3
216,0,0,0,0,0,0
217,-1,-1,0,4,-3,-1
218,-1,4,-1,-2,-1,0
219,-1,0,0,0,0,0
220,0,0,4,-2,-1,-1
221,-3,3,-3,-1,0,0
222,1,-2,3,-2,2,-3
223,-3,3,-2,2,-1,-2
224,-1,-1,0,0,4,-3
225,-1,0,0,1,-1,1
226,0,4,-1,-2,-1,0
227,0,0,0,0,0,0
228,0,0,0,0,4,-3
229,3,-3,3,-3,3,-3
230,0,4,-1,-2,3,-3
231,4,-3,-1,0,0,0
232,0,0,0,0,0,0
233,0,0,0,0,0,0
234,3,-1,-2,2,-2,-1
235,-3,-1,4,-3,-1,4
236,0,0,0,0,0,0
237,-1,0,4,-1,-2,3
238,3,-1,-1,-1,3,-3
239,4,-2,0,1,1,-3
240,-1,-2,-1,0,0,0
241,0,0,0,4,-2,1
242,-3,3,-1,-1,1,-2
243,0,0,0,0,0,4
245,-1,1,0,-1,0,2
246,-3,3,-1,-2,3,-1
247,0,0,0,0,0,0
248,-2,0,2,-3,0,-1
249,3,-3,0,3,-2,0
250,0,0,-1,3,-2,0
251,-3,-1,0,4,-2,0
252,4,-3,3,-3,-1,0
253,3,-1,0,-2,3,-2
254,3,-3,1,-1,3,0
255,0,0,0,0,0,0
256,1,-2,3,-1,-1,0
257,0,0,0,4,-2,1
258,-1,3,-3,3,0,-3
259,0,0,0,0,0,0
260,-3,-1,0,0,0,0
261,-2,-1,4,-2,-1,3
262,4,-3,-1,0,0,0
263,-1,-1,4,-3,3,-3
264,0,4,-3,-1,0,0
265,0,-3,-1,4,-3,-1
266,1,-1,1,-1,-1,3
267,0,-2,1,-1,1,0
268,0,2,-2,0,1,-1
269,-3,0,-1,4,-3,-1
270,0,0,4,-3,-1,4
271,1,-1,1,-2,3,-3
272,-1,3,-2,1,-2,3
273,-3,3,-2,-1,3,-1
274,0,0,4,-3,3,-2
275,-1,-1,3,-1,-1,0
276,0,0,4,-1,-2,-1
277,3,-1,-2,3,-3,-1
278,0,0,0,0,0,0
279,3,-2,0,1,0,0
280,-2,3,-3,3,-2,-1
281,-2,1,-2,3,-2,0
282,0,0,0,4,-2,0
283,-1,0,0,4,-3,-1
284,0,0,0,0,0,0
285,-2,-1,4,-2,-1,3
286,0,4,-3,-1,0,0
287,0,0,0,0,0,0
288,4,-3,0,-1,0,0
289,0,0,0,0,0,0
290,3,-3,3,-3,3,-3
291,0,0,0,4,-3,3
292,-1,-1,-1,3,-2,2
293,1,-2,3,-2,1,-2
294,-1,4,-3,2,0,0
295,-3,3,-2,0,0,1
296,2,-2,3,-1,-1,1
297,4,-3,-1,0,0,0
298,-1,-2,2,1,-2,0
299,4,-3,3,-3,-1,0
300,-2,-1,0,0,0,0
301,4,-2,0,-1,3,-3
302,0,1,-2,-1,4,-2
303,0,0,0,4,-2,0
304,0,0,0,4,-1,-2
305,0,-2,3,-2,-1,2
306,-1,-2,-1,0,4,-3
307,2,-2,1,-2,2,-1
308,-1,-2,2,-2,2,0
309,2,-1,-2,0,3,-3
310,4,-3,3,-3,-1,0
311,-1,4,0,-3,1,-1
312,0,0,0,0,0,0
313,3,-3,3,-1,-2,3
314,1,1,-1,0,2,-2
315,4,-3,2,-1,2,-3
316,4,-3,0,3,-1,-2
317,-1,4,-3,-1,0,4
318,3,0,-3,0,3,-3
319,3,-1,-2,3,-3,3
320,-1,1,-2,3,-1,-1
321,0,4,-2,0,0,2
322,3,-3,3,-1,-1,1
323,0,-1,-1,3,-3,2
324,0,2,-1,-1,1,-1
325,0,-2,3,-2,2,-2
326,0,3,-1,-2,2,0
327,-1,-2,2,-2,3,-2
328,0,0,4,-3,0,3
329,0,4,-3,3,-3,0
330,4,-3,3,-2,0,-1
331,0,-1,4,-3,-1,0
332,-1,0,0,2,-1,-1
333,-2,3,-2,1,-1,-1
334,2,-2,-1,4,-1,-1
335,1,-2,2,0,0,-2
336,-1,0,4,-3,3,-3
337,0,4,-2,2,-3,1
338,0,4,-3,-1,0,4
339,3,-3,3,-3,-1,4
340,-3,2,1,-3,-1,4
341,3,0,-2,-1,3,-3
342,0,0,0,0,0,0
343,4,-3,-1,0,4,-2
344,-1,4,-3,-1,4,-3
345,-2,3,-3,2,-1,0
346,-2,-1,-1,0,4,-2
347,-2,2,0,0,-1,1
348,0,0,0,0,0,0
349,2,-3,3,-3,-1,4
350,-2,-1,0,0,0,4
351,0,-2,1,2,-2,-1
352,-1,0,3,-3,-1,0
353,0,0,4,-2,-1,-1
354,0,0,0,0,4,-2
355,0,0,0,0,0,4
356,-3,-1,4,-1,-1,1
357,0,0,0,0,0,0
358,0,-1,2,-2,-1,3
359,4,-3,-1,0,0,4
360,-1,-2,0,-1,4,-3
361,0,4,-3,3,-2,0
362,0,0,0,0,4,-3
363,1,-1,0,-1,0,4
364,-3,3,-1,-2,3,-3
365,0,-1,3,-3,0,3
366,0,0,0,0,0,0
367,-1,3,-2,2,-3,-1
368,2,0,-1,0,0,2
369,0,3,-3,-1,4,-3
370,0,0,0,4,-1,-2
371,0,0,4,-3,3,-3
372,0,4,-1,-2,3,-1
373,-2,0,-1,-1,0,4
374,-3,3,-3,0,-1,4
375,4,-2,-1,3,-2,-1
376,0,0,0,0,0,0
377,0,-2,2,-1,-1,3
378,-1,1,-2,3,-1,0
379,-2,3,-3,3,-1,-2
380,0,0,0,0,0,0
381,-1,4,-2,-1,3,-3
382,0,4,-3,3,-1,0
383,3,0,-3,3,0,-3
384,0,0,4,-3,-1,4
385,-3,3,-1,-2,3,0
386,1,-1,-1,3,-2,1
387,-3,0,2,-2,3,-2
388,-1,3,-3,3,-1,-2
389,4,-3,3,-3,3,-2
390,-1,4,-3,-1,0,0
391,-1,-1,-1,0,4,-2
392,4,-3,-1,0,4,-3
393,-1,0,0,0,0,0
394,-2,3,-3,3,-2,-1
395,-3,3,-3,-1,0,0
396,-3,3,-3,3,-3,3
397,-1,4,-3,-1,4,-3
398,-2,-1,4,-1,-1,2
399,3,-1,-2,3,-3,-1
400,0,3,-2,-1,3,-3
401,3,-3,-1,4,-3,3
402,-2,-1,0,0,0,4
403,0,4,-3,3,-3,-1
404,1,-2,-1,4,-2,0
405,1,-2,0,0,-1,4
406,4,-3,-1,0,0,0
407,1,0,-1,0,-1,-1
408,0,0,0,0,0,0
409,-2,3,-2,1,-1,1
410,0,0,0,4,-3,-1
411,0,0,0,0,0,0
412,-1,1,-1,1,-1,1
413,2,-1,-1,3,-1,-1
414,1,1,-1,2,-2,-1
415,0,0,0,0,0,0
416,0,-1,2,0,-1,2
417,1,-1,1,0,-1,1
418,-2,3,-2,1,0,-2
419,-3,3,-3,-1,0,4
420,-1,-2,0,3,-2,-1
421,-2,3,-2,1,0,-2
422,-2,-1,3,-2,-1,3
423,0,4,-2,-1,3,-3
424,0,0,0,0,0,0
425,0,4,-1,-1,-1,-1
426,-1,-2,-1,0,0,0
427,-1,1,0,-2,-1,0
428,-3,3,-1,-2,3,-2
429,-1,0,4,-2,1,-2
430,3,-2,-1,-1,0,4
431,-2,1,-2,2,0,0
432,0,1,-2,0,1,-2
433,-1,-1,0,2,-3,1
434,0,-1,1,-1,2,-2
435,-3,-1,4,-2,1,0
436,0,-3,-1,4,-1,-2
437,0,0,0,0,0,0
438,1,-1,-1,0,4,-3
439,0,0,0,0,0,0
440,0,0,0,0,0,0
441,-1,0,-1,3,-1,-2
442,0,0,4,-2,1,-1
443,-3,2,-2,3,-2,2
444,-1,4,-1,0,-2,3
445,0,0,0,0,0,0
446,-1,0,0,0,4,0
447,4,-1,0,0,-2,3
448,-2,0,-1,-1,0,0
449,4,-3,3,-3,3,-2
450,0,0,3,-3,3,-3
451,3,-3,3,-1,-1,-1
452,0,0,0,0,0,0
453,-1,-1,-1,4,-1,-1
454,-2,-1,0,0,0,0
455,0,0,0,0,0,4
456,0,4,-3,3,-2,-1
457,-1,-2,1,1,-1,2
458,-3,-1,0,0,4,-3
459,0,-2,3,-2,1,-2
461,-1,-2,0,3,-1,0
462,4,-3,3,-3,0,3
463,-1,2,-3,3,-2,0
464,-3,-1,0,4,-3,-1
465,-1,4,-3,3,-2,1
466,3,-2,0,1,0,0
467,-1,4,-3,3,-1,-1
468,-2,0,1,-1,1,-1
469,-1,1,-2,2,-2,3
470,-3,-1,0,4,-3,-1
471,-2,3,-1,0,-1,0
472,0,0,0,0,0,4
473,0,0,4,-1,0,-2
474,-1,4,-1,-2,-1,4
475,-2,3,-2,0,-1,-1
476,0,0,0,0,0,0
477,3,-1,-1,0,1,-1
478,-3,-1,0,4,-3,3
479,-2,-1,-1,0,0,0
480,3,-1,-2,-1,4,0
481,-2,-1,2,0,0,0
482,0,0,0,0,4,-3
483,-3,-1,4,-3,-1,4
484,-1,0,0,-2,3,-2
485,-1,-1,3,-2,1,-2
486,2,-3,2,-1,0,0
487,0,0,4,-3,-1,4
488,0,0,0,0,0,0
489,-3,3,-3,3,-3,3
490,-1,3,-2,-1,3,-2
491,0,0,0,0,0,0
492,0,-2,3,-2,1,0
493,0,0,0,0,0,0
494,-3,0,3,-2,-1,-1
495,0,0,0,0,0,0
496,3,-3,-1,0,4,-3
497,0,0,0,0,0,4
498,3,-2,2,-3,3,-3
499,3,-3,3,-1,0,-2
500,0,-1,3,-3,2,-1
501,-1,0,0,4,-3,3
502,1,-1,1,-2,-1,4
503,-2,-1,3,-3,3,-1
504,0,0,2,-1,-2,3
505,-2,-1,-1,4,-3,0
506,0,0,4,-3,-1,0
507,0,-1,3,-3,-1,4
508,3,-1,0,-2,3,-1
509,-2,0,-1,3,-3,0
510,-3,-1,4,0,-3,3
511,0,4,-3,-1,0,0
512,0,0,0,4,-3,-1
513,0,3,-3,3,0,-1
514,0,4,-3,-1,0,0
515,-2,-1,0,3,-3,-1
516,3,-3,3,-3,3,-3
517,-1,3,-1,-1,-1,3
518,0,0,1,-1,0,-1
519,0,4,-2,1,0,-2
520,-2,3,-3,-1,0,4
521,-3,-1,4,0,-3,2
522,0,4,-3,2,-2,3
523,0,0,4,-3,-1,0
524,-3,3,-3,3,-3,-1
525,-3,3,-3,-1,0,0
526,-2,-1,0,0,4,-2
527,0,0,0,0,0,0
528,0,0,4,-3,-1,0
529,-3,2,-2,3,-2,1
530,-1,0,0,4,-3,-1
531,-3,3,-3,-1,4,-2
532,-1,0,4,-3,-1,4
533,4,-3,0,3,-3,-1
534,4,-3,-1,0,0,4
535,3,-2,2,-1,-1,-1
536,0,0,0,4,-3,3
537,-1,4,-3,-1,4,-3
538,2,-3,0,3,-1,-2
539,-3,-1,0,4,-3,-1
540,-2,2,1,-1,0,-2
541,0,0,0,0,0,0
542,0,-2,0,3,-1,-1
543,-1,0,4,-3,2,0
544,-1,0,-1,3,-3,3
545,-1,4,-1,-2,3,-2
546,0,0,0,0,4,-2
547,-2,-1,0,0,0,0
548,3,-3,-1,4,-3,-1
549,0,0,0,0,0,4
550,4,-1,-2,3,-3,3
551,0,4,-3,-1,4,-2
552,1,0,0,-1,1,-2
553,0,4,-3,3,-1,-2
554,0,4,-1,-1,-1,-1
555,0,4,0,-3,3,-3
556,0,0,0,0,0,0
557,0,4,0,-3,-1,0
558,-1,0,0,0,0,4
559,0,-1,0,4,-1,-2
560,3,-3,3,-2,0,0
561,-3,-1,0,4,0,-3
562,0,-1,1,2,-3,2
563,0,4,-3,-1,4,-3
564,3,-3,0,-1,0,0
565,-1,3,-3,1,-1,3
566,-1,0,4,-1,-2,-1
567,-3,-1,0,0,0,4
568,0,0,0,0,0,0
569,0,4,-2,-1,-1,4
570,0,0,0,0,0,0
571,1,0,1,-2,1,2
572,0,-1,1,-1,-1,2
573,4,-1,-1,-1,3,-3
574,-2,3,-2,-1,-1,4
575,-3,3,-3,2,0,-1
576,-2,2,-1,-1,-1,-1
577,0,4,-1,-1,-1,3
578,-2,-1,4,-2,1,-2
579,0,0,0,0,0,0
580,1,-2,3,-2,-1,-1
581,0,0,0,0,0,0
582,0,-3,-1,0,4,-3
583,0,0,4,-3,-1,0
584,0,-3,0,3,-3,-1
585,0,0,4,-3,-1,4
586,3,-3,-1,4,-2,-1
587,0,0,4,-1,-2,3
588,0,0,-2,2,-1,0
589,0,-2,0,1,-2,2
590,0,0,0,0,0,0
591,0,0,0,0,0,0
592,0,4,-2,2,-1,-2
593,0,-2,-1,4,-2,-1
594,-3,3,-1,-2,-1,0
595,4,-3,3,-3,-1,4
596,0,0,0,4,-3,-1
597,-2,2,0,-2,3,-3
598,-1,0,4,-3,3,-3
599,0,1,0,-2,3,-1
600,-1,4,-1,-2,3,-2
601,0,0,4,-1,0,-1
602,3,-3,3,-2,-1,-1
603,0,-2,-1,-1,0,4
604,-1,1,-1,2,-3,1
605,0,0,0,0,4,-3
606,-1,3,-3,-1,0,0
607,-1,0,3,-3,-1,4
608,-1,-2,-1,4,-2,-1
609,0,0,0,0,4,-3
610,0,0,0,0,0,4
611,0,-1,-2,3,-3,3
612,-3,3,-3,-1,0,4
613,0,4,-3,-1,4,-3
614,-1,-2,3,-1,-1,0
615,-3,2,-1,1,-1,-1
616,0,0,0,4,-1,-2
617,-3,3,-3,-1,0,4
618,-3,-1,0,0,0,4
619,-3,-1,0,0,0,4
620,-1,-2,3,-2,-1,3
621,-1,0,0,0,0,0
622,-1,-1,2,1,-1,-2
623,0,4,-3,-1,0,0
624,0,0,4,-3,3,-3
625,1,0,-1,0,1,0
626,0,0,0,0,0,0
627,-2,3,-1,-2,3,-3
628,-1,-1,0,0,4,-3
629,0,0,0,0,4,-3
630,-1,-1,3,-3,-1,0
631,0,0,-1,-1,1,2
632,0,-1,0,3,0,-3
633,0,0,4,-3,3,-3
634,0,4,-3,-1,0,0
635,3,-3,3,-3,2,-2
636,-1,0,-2,3,-3,3
637,1,-1,1,-1,0,0
638,0,0,-1,1,-2,3
639,-1,0,4,-3,-1,4
640,-2,1,0,-2,0,3
641,-1,0,0,4,-3,-1
642,-2,2,-3,3,-2,2
643,-1,3,-2,-1,3,-1
644,-1,-1,0,-1,-1,0
645,0,-2,3,-2,0,0
646,-3,-1,4,-3,-1,4
647,4,-3,-1,0,0,4
648,-2,1,0,0,-1,0
649,0,0,0,0,0,0
650,-1,0,0,0,0,0
651,-1,-1,3,-1,0,-2
652,-2,3,0,-1,-1,0
653,0,4,-3,-1,4,-2
654,-1,0,4,-2,-1,-1
655,-1,0,0,0,0,4
656,2,-2,-1,-1,0,0
657,-3,3,-2,-1,3,-2
658,-3,2,-1,1,-2,3
659,0,0,0,0,0,0
660,0,0,0,0,0,0
661,-1,0,-1,-1,0,4
662,4,-1,-2,-1,4,-1
663,0,0,0,0,0,0
664,-3,3,-3,-1,4,-3
665,4,-2,-1,3,-3,-1
666,0,0,0,4,-3,-1
667,0,4,-3,3,0,-3
668,0,0,0,0,0,0
669,-1,-2,3,-2,-1,-1
670,4,-3,3,-1,-2,0
671,0,0,0,0,0,0
672,-1,-2,-1,0,4,-1
673,-2,-1,4,-3,-1,4
674,0,-1,1,0,-1,1
675,0,0,0,4,-3,-1
676,-1,4,-3,-1,4,-3
677,0,4,0,-3,-1,0
678,0,4,-3,-1,0,0
679,0,0,0,0,0,0
680,0,0,4,-1,0,-2
681,-3,-1,0,0,0,0
682,0,4,-3,-1,4,-3
683,-3,-1,0,0,0,4
684,0,0,4,0,-2,-1
685,0,0,0,0,0,0
686,4,-3,3,-1,-1,-1
687,-2,-1,0,4,-3,3
688,4,0,-3,1,1,-2
689,-2,-1,-1,0,4,-1
690,-3,3,-1,-2,-1,4
691,-1,4,-1,-1,0,2
692,0,4,-2,-1,3,-3
693,0,-1,2,-3,3,-2
694,-1,2,0,-1,2,-2
695,3,-3,0,3,-1,-2
696,-1,0,0,0,0,0
697,4,-3,-1,0,0,0
698,0,-1,3,-1,-1,0
699,0,0,0,0,0,0
700,0,0,0,0,0,0
701,3,-2,1,0,0,1
702,-1,4,-3,3,-1,-2
703,1,-2,3,-3,-1,0
704,1,0,0,-1,0,2
705,4,-1,-2,-1,0,0
706,3,-3,-1,0,0,0
707,-1,-1,0,-1,-1,0
708,0,-1,4,-2,1,-2
709,-3,3,-1,-2,2,1
710,0,-3,3,-3,3,-2
711,0,3,0,-1,-2,1
712,2,-3,3,-2,1,-1
713,-1,0,1,-1,0,1
714,0,4,-1,-2,3,-3
715,0,3,0,-3,3,-2
716,-3,-1,0,0,4,-1
717,1,-2,0,3,0,-3
718,0,0,-1,-1,0,3
719,0,0,0,0,0,0
720,3,-1,-1,-1,3,-3
721,-1,-2,0,3,-1,-2
722,4,-2,-1,-1,0,0
723,-2,3,-2,0,-1,3
724,0,0,4,-2,1,-2
725,0,0,0,0,0,4
726,0,0,0,4,-3,-1
727,0,0,-2,3,-1,-1
728,3,-1,-2,1,-1,3
729,4,-1,-2,-1,4,-1
730,-1,0,0,4,-3,-1
731,0,0,0,0,4,-3
732,-3,-1,4,-2,1,-1
733,4,-3,3,-2,1,-1
734,4,-2,0,-1,3,-3
735,0,0,-2,3,0,-3
736,-1,-2,-1,0,4,-3
737,0,0,0,0,4,-3
738,0,4,-3,3,-3,-1
739,4,-1,0,-2,-1,0
740,0,1,0,-1,-1,-1
741,-1,3,-3,-1,0,0
742,0,-2,3,-1,-1,-1
743,4,-3,-1,4,-1,-1
744,0,4,-3,-1,0,0
745,3,-1,-2,3,-2,-1
746,2,-3,3,-3,3,0
747,2,-3,3,-1,-2,0
748,0,4,-3,3,-3,0
749,0,4,-3,-1,0,0
750,-1,-1,1,-2,-1,0
751,0,0,0,0,0,0
752,0,0,0,0,4,-3
753,0,0,0,0,0,0
754,1,-1,0,0,0,0
755,2,-2,-1,2,0,0
756,1,0,-2,2,0,-1
757,4,-3,3,-3,3,-3
758,3,-3,3,-2,2,-3
759,-1,-1,1,-2,-1,4
760,0,0,0,0,4,-3
761,0,0,0,4,-3,-1
762,-2,2,-3,-1,4,-3
763,-1,3,-3,-1,0,4
764,-2,2,-1,1,-2,3
765,-3,3,-3,3,-3,1
766,-2,2,-1,2,-3,-1
767,4,-2,-1,3,-2,0
768,4,-2,-1,3,-3,2
769,-1,0,0,0,0,0
770,0,-1,3,-1,1,-3
771,-3,3,-1,-1,1,0
772,0,-2,0,-1,3,-2
773,4,-3,3,-3,3,-3
774,0,4,-3,-1,4,-3
775,-1,4,-1,-2,3,-3
776,0,0,0,0,4,-1
777,2,-3,0,3,-3,0
778,-3,-1,0,0,4,-3
779,-3,0,2,0,-2,2
780,2,-2,1,-1,1,-1
781,-2,3,-1,-1,-1,2
782,0,0,0,0,0,0
783,0,-2,1,-1,1,-1
784,-1,-1,3,-2,0,1
785,-1,3,-3,-1,0,0
786,3,-3,3,-1,-1,1
787,-2,1,-2,-1,0,4
788,3,-3,3,-3,3,-1
789,-3,-1,4,-2,0,-1
790,3,-2,-1,-1,4,-2
791,-3,3,-1,-2,0,3
792,4,-2,2,-3,0,-1
793,0,0,0,0,0,0
794,-1,0,1,-1,0,0
795,-3,-1,0,0,0,4
796,-1,4,0,-3,-1,4
797,1,-2,3,-2,1,-1
798,0,0,0,0,0,0
799,-3,3,-1,-1,1,-2
800,4,-1,-1,-1,-1,0
801,-1,0,0,-1,2,-3
802,0,0,0,0,4,-1
803,3,-2,-1,-1,0,4
804,0,0,0,0,0,0
805,0,0,0,0,0,0
806,-3,2,-2,-1,4,-1
807,-3,3,-3,-1,0,4
808,0,0,0,-1,-1,3
809,-1,-2,3,-1,0,0
810,2,0,0,-2,0,3
811,-2,2,-3,2,-2,3
812,-1,0,0,0,4,-3
813,0,0,0,0,0,0
814,-1,0,-2,3,-2,1
815,4,-3,0,-1,0,0
816,0,2,-1,-1,-1,1
817,0,0,0,4,-2,-1
818,-3,3,-3,-1,4,-2
819,-1,0,2,-2,0,1
820,0,0,4,-3,-1,4
821,0,0,0,0,0,0
822,0,0,4,-1,0,-2
823,0,-1,2,-1,-1,0
824,-3,3,-3,3,-2,1
825,4,-3,3,-2,1,-2
826,0,0,0,0,0,0
827,0,0,0,-1,-1,1
828,-1,0,-1,3,-2,0
829,0,0,0,0,4,-3
830,0,4,-1,-2,-1,0
831,0,0,0,0,0,4
832,0,4,-3,3,-3,-1
833,1,0,1,-2,-1,0
834,4,-3,-1,0,4,-3
835,0,-1,4,-3,-1,0
836,0,0,4,-3,3,-3
837,4,-3,-1,0,0,0
838,-1,3,-2,0,0,1
839,1,0,-1,0,1,-1
840,0,0,4,-3,-1,4
841,-1,0,0,0,0,0
